date,net_cr_err,net_ps_err,tot_cr_err,tot_ps_err
2024-03-22,0.0,0.0,300.0,200.0
2024-03-25,0.0,0.0,100.0,400.0
2024-03-26,0.0,0.0,100.0,400.0
2024-03-27,0.0,0.0,300.0,200.0
2024-03-28,0.0,200.0,300.0,200.0
2024-04-01,0.0,0.0,300.0,0.0
2024-04-02,0.0,0.0,300.0,0.0
2024-04-03,0.0,0.0,300.0,0.0
2024-04-04,0.0,0.0,300.0,0.0
2024-04-05,0.0,0.0,300.0,0.0
2024-04-08,0.0,0.0,300.0,0.0
2024-04-09,0.0,0.0,300.0,0.0
2024-04-10,0.0,0.0,300.0,0.0
2024-04-11,0.0,0.0,300.0,0.0
2024-04-12,0.0,0.0,400.0,0.0
2024-04-15,0.0,0.0,300.0,0.0
2024-04-16,100.0,0.0,400.0,0.0
2024-04-17,0.0,0.0,400.0,0.0
2024-04-18,200.0,0.0,500.0,0.0
2024-04-19,100.0,0.0,500.0,0.0
2024-04-22,0.0,0.0,100.0,100.0
2024-04-23,0.0,0.0,100.0,0.0
2024-04-24,0.0,0.0,100.0,0.0
2024-04-25,0.0,0.0,100.0,0.0
2024-04-26,0.0,0.0,100.0,0.0
2024-04-29,0.0,0.0,100.0,0.0
2024-04-30,0.0,0.0,200.0,0.0
2024-05-01,0.0,0.0,200.0,0.0
2024-05-02,0.0,0.0,200.0,0.0
2024-05-03,0.0,0.0,200.0,0.0
2024-05-06,0.0,0.0,200.0,0.0
2024-05-07,0.0,0.0,200.0,0.0
2024-05-08,0.0,0.0,200.0,0.0
2024-05-09,0.0,0.0,0.0,200.0
2024-05-10,100.0,0.0,300.0,0.0
2024-05-13,0.0,0.0,300.0,0.0
2024-05-14,0.0,200.0,300.0,0.0
2024-05-15,0.0,0.0,0.0,300.0
2024-05-16,0.0,0.0,0.0,0.0
2024-05-17,0.0,0.0,100.0,300.0
2024-05-20,0.0,0.0,100.0,300.0
2024-05-21,0.0,0.0,100.0,350.0
2024-05-23,0.0,250.0,100.0,50.0
2024-05-24,0.0,0.0,100.0,300.0
2024-05-28,0.0,0.0,100.0,300.0
2024-05-29,0.0,0.0,100.0,200.0
2024-05-30,0.0,0.0,400.0,200.0
2024-05-31,0.0,0.0,100.0,200.0
2024-06-03,0.0,0.0,100.0,200.0
2024-06-04,0.0,0.0,100.0,200.0
2024-06-05,0.0,0.0,100.0,100.0
2024-06-06,0.0,0.0,100.0,200.0
2024-06-07,0.0,0.0,100.0,200.0
2024-06-10,0.0,0.0,100.0,0.0
2024-06-11,0.0,0.0,100.0,0.0
2024-06-12,50.0,0.0,150.0,0.0
2024-06-13,50.0,0.0,100.0,200.0
2024-06-14,0.0,0.0,100.0,200.0
2024-06-17,0.0,0.0,0.0,100.0
2024-06-18,0.0,200.0,0.0,300.0
2024-06-20,0.0,0.0,0.0,150.0
2024-06-21,0.0,0.0,500.0,300.0
2024-06-24,0.0,0.0,500.0,425.0
2024-06-25,0.0,0.0,50.0,300.0
2024-06-26,0.0,0.0,0.0,300.0
2024-06-27,0.0,0.0,0.0,300.0
2024-06-28,0.0,0.0,50.0,300.0
2024-07-01,0.0,0.0,50.0,300.0
2024-07-02,0.0,0.0,50.0,200.0
2024-07-03,0.0,0.0,50.0,200.0
2024-07-05,0.0,0.0,50.0,250.0
2024-07-08,0.0,0.0,50.0,250.0
2024-07-09,0.0,0.0,50.0,250.0
2024-07-11,0.0,0.0,50.0,250.0
2024-07-12,0.0,100.0,150.0,250.0
2024-07-15,0.0,100.0,150.0,250.0
2024-07-16,0.0,0.0,50.0,350.0
2024-07-17,0.0,0.0,200.0,250.0
2024-07-18,0.0,0.0,200.0,0.0
2024-07-19,0.0,0.0,250.0,0.0
2024-07-22,0.0,0.0,200.0,250.0
2024-07-23,0.0,0.0,200.0,250.0
2024-07-24,0.0,0.0,750.0,400.0
2024-07-25,0.0,100.0,750.0,300.0
2024-07-26,0.0,0.0,750.0,300.0
2024-07-29,0.0,0.0,750.0,300.0
2024-07-30,0.0,0.0,750.0,300.0
2024-07-31,0.0,0.0,200.0,300.0
2024-08-01,0.0,0.0,750.0,300.0
2024-08-02,0.0,0.0,750.0,300.0
2024-08-05,400.0,100.0,1000.0,300.0
2024-08-06,300.0,0.0,1000.0,300.0
2024-08-07,300.0,0.0,1000.0,200.0
2024-08-08,0.0,0.0,700.0,300.0
2024-08-09,300.0,0.0,1000.0,300.0
2024-08-12,400.0,100.0,1000.0,300.0
2024-08-13,0.0,0.0,500.0,300.0
2024-08-14,0.0,0.0,0.0,100.0
2024-08-15,100.0,0.0,150.0,200.0
2024-08-16,0.0,0.0,50.0,250.0
2024-08-19,0.0,0.0,150.0,250.0
2024-08-20,0.0,0.0,200.0,250.0
2024-08-21,0.0,0.0,200.0,250.0
2024-08-22,0.0,0.0,200.0,250.0
2024-08-23,0.0,0.0,150.0,300.0
2024-08-26,0.0,0.0,150.0,300.0
2024-08-27,0.0,0.0,150.0,300.0
2024-08-28,0.0,100.0,150.0,150.0
2024-08-29,0.0,0.0,150.0,50.0
2024-08-30,0.0,0.0,150.0,100.0
2024-09-03,0.0,0.0,250.0,0.0
2024-09-04,0.0,0.0,250.0,0.0
2024-09-05,0.0,0.0,250.0,0.0
2024-09-06,300.0,0.0,1000.0,400.0
2024-09-09,0.0,0.0,200.0,400.0
2024-09-10,0.0,0.0,200.0,400.0
2024-09-11,0.0,0.0,250.0,100.0
2024-09-12,0.0,0.0,200.0,150.0
2024-09-13,0.0,0.0,200.0,50.0
2024-09-16,0.0,0.0,150.0,100.0
2024-09-17,0.0,0.0,150.0,100.0
2024-09-18,0.0,0.0,150.0,100.0
2024-09-19,0.0,0.0,50.0,300.0
2024-09-20,0.0,0.0,0.0,300.0
2024-09-23,0.0,0.0,0.0,400.0
2024-09-24,0.0,0.0,0.0,300.0
2024-09-25,0.0,100.0,0.0,300.0
2024-09-26,0.0,0.0,0.0,400.0
2024-09-27,0.0,0.0,0.0,400.0
2024-09-30,0.0,0.0,50.0,450.0
2024-10-01,200.0,100.0,300.0,300.0
2024-10-02,0.0,200.0,200.0,200.0
2024-10-03,100.0,0.0,200.0,200.0
2024-10-04,50.0,0.0,0.0,350.0
2024-10-07,50.0,0.0,150.0,200.0
2024-10-08,0.0,100.0,0.0,350.0
2024-10-09,50.0,0.0,0.0,250.0
2024-10-10,0.0,0.0,0.0,250.0
2024-10-11,0.0,200.0,50.0,500.0
2024-10-14,0.0,0.0,100.0,300.0
2024-10-15,0.0,0.0,50.0,200.0
2024-10-16,0.0,0.0,50.0,500.0
2024-10-17,0.0,0.0,50.0,500.0
2024-10-18,0.0,300.0,0.0,50.0
2024-10-21,0.0,400.0,100.0,500.0
2024-10-22,0.0,0.0,0.0,100.0
2024-10-23,0.0,0.0,200.0,0.0
2024-10-24,0.0,0.0,200.0,50.0
2024-10-25,0.0,0.0,200.0,50.0
2024-10-28,0.0,0.0,150.0,50.0
2024-10-29,0.0,0.0,200.0,50.0
2024-10-30,0.0,0.0,200.0,100.0
2024-10-31,0.0,0.0,200.0,0.0
2024-11-01,0.0,0.0,200.0,0.0
2024-11-04,0.0,0.0,200.0,200.0
2024-11-05,0.0,0.0,200.0,250.0
2024-11-06,0.0,0.0,0.0,400.0
2024-11-07,0.0,0.0,0.0,450.0
2024-11-08,0.0,50.0,0.0,400.0
2024-11-12,0.0,50.0,0.0,400.0
2024-11-13,200.0,445.0,200.0,5.0
2024-11-14,50.0,0.0,50.0,45.0
2024-11-15,0.0,0.0,0.0,0.0
2024-11-18,0.0,0.0,0.0,50.0
2024-11-19,0.0,0.0,0.0,100.0
2024-11-20,0.0,0.0,0.0,100.0
2024-11-21,0.0,0.0,0.0,100.0
2024-11-22,0.0,0.0,0.0,400.0
2024-11-25,0.0,0.0,0.0,400.0
2024-11-26,0.0,0.0,100.0,500.0
2024-11-27,0.0,0.0,0.0,400.0
2024-11-29,0.0,0.0,100.0,500.0
2024-12-02,0.0,0.0,100.0,200.0
2024-12-03,0.0,0.0,100.0,200.0
2024-12-04,0.0,0.0,100.0,200.0
2024-12-05,0.0,0.0,100.0,200.0
2024-12-06,0.0,0.0,100.0,200.0
2024-12-09,0.0,0.0,100.0,200.0
2024-12-10,0.0,0.0,100.0,200.0
2024-12-11,0.0,0.0,100.0,200.0
2024-12-12,0.0,0.0,100.0,40.0
2024-12-13,0.0,0.0,100.0,40.0
2024-12-16,0.0,100.0,0.0,200.0
2024-12-17,0.0,0.0,100.0,100.0
2024-12-18,0.0,0.0,200.0,100.0
2024-12-19,0.0,0.0,300.0,50.0
2024-12-20,0.0,0.0,55.0,0.0
2024-12-23,0.0,0.0,55.0,0.0
2024-12-24,0.0,0.0,55.0,100.0
2024-12-26,0.0,0.0,55.0,100.0
2024-12-27,0.0,0.0,55.0,0.0
2024-12-30,0.0,0.0,200.0,0.0
2024-12-31,0.0,0.0,200.0,100.0
2025-01-02,0.0,0.0,200.0,0.0
2025-01-03,0.0,0.0,200.0,0.0
2025-01-06,0.0,0.0,200.0,50.0
2025-01-07,0.0,0.0,200.0,0.0
2025-01-08,0.0,0.0,200.0,0.0
2025-01-10,0.0,0.0,200.0,0.0
2025-01-13,0.0,0.0,200.0,0.0
2025-01-14,0.0,100.0,200.0,0.0
2025-01-15,200.0,0.0,200.0,0.0
2025-01-16,200.0,0.0,200.0,0.0
2025-01-17,0.0,0.0,100.0,150.0
2025-01-21,0.0,0.0,100.0,200.0
2025-01-22,0.0,0.0,100.0,200.0
2025-01-23,50.0,0.0,150.0,200.0
2025-01-24,0.0,0.0,200.0,200.0
2025-01-27,0.0,0.0,200.0,200.0
2025-01-28,0.0,0.0,200.0,200.0
2025-01-29,0.0,0.0,200.0,200.0
2025-01-30,0.0,100.0,200.0,200.0
2025-01-31,0.0,100.0,200.0,200.0
2025-02-03,0.0,0.0,200.0,150.0
2025-02-04,0.0,200.0,200.0,200.0
2025-02-05,0.0,0.0,200.0,100.0
2025-02-06,0.0,0.0,200.0,100.0
2025-02-07,0.0,0.0,200.0,100.0
2025-02-10,0.0,0.0,200.0,100.0
2025-02-11,0.0,0.0,200.0,100.0
2025-02-12,0.0,0.0,200.0,100.0
2025-02-13,0.0,0.0,200.0,100.0
2025-02-14,0.0,0.0,200.0,100.0
2025-02-18,50.0,100.0,150.0,100.0
2025-02-19,50.0,100.0,150.0,0.0
2025-02-20,0.0,0.0,100.0,200.0
2025-02-21,0.0,0.0,200.0,100.0
2025-02-24,0.0,0.0,200.0,0.0
2025-02-25,0.0,0.0,200.0,0.0
2025-02-26,0.0,0.0,200.0,0.0
2025-02-27,0.0,0.0,200.0,100.0
2025-02-28,0.0,0.0,200.0,0.0
2025-03-03,0.0,0.0,200.0,0.0
2025-03-04,0.0,100.0,200.0,100.0
2025-03-05,100.0,0.0,100.0,0.0
2025-03-06,0.0,0.0,200.0,100.0
2025-03-07,0.0,0.0,200.0,0.0
2025-03-10,400.0,200.0,500.0,200.0
2025-03-11,400.0,0.0,500.0,0.0
2025-03-12,400.0,0.0,500.0,0.0
2025-03-13,500.0,0.0,1500.0,500.0
2025-03-14,400.0,200.0,900.0,100.0
2025-03-17,500.0,0.0,900.0,0.0
2025-03-18,200.0,0.0,600.0,100.0
2025-03-19,500.0,100.0,800.0,0.0
2025-03-20,500.0,0.0,800.0,0.0
2025-03-21,500.0,0.0,500.0,0.0
2025-03-24,0.0,0.0,0.0,100.0
2025-03-25,150.0,0.0,150.0,100.0
2025-03-26,0.0,50.0,0.0,50.0
2025-03-27,500.0,0.0,500.0,50.0
2025-03-28,400.0,35.0,500.0,100.0
2025-03-31,500.0,0.0,500.0,100.0
2025-04-01,0.0,0.0,95.0,100.0
2025-04-02,0.0,0.0,95.0,100.0
2025-04-03,0.0,0.0,905.0,400.0
2025-04-04,860.0,0.0,1500.0,0.0
2025-04-07,700.0,0.0,905.0,250.0
2025-04-08,700.0,0.0,905.0,0.0
2025-04-09,95.0,0.0,1000.0,200.0
2025-04-10,575.0,0.0,1000.0,200.0
2025-04-11,95.0,0.0,1000.0,200.0
2025-04-14,95.0,0.0,1000.0,200.0
2025-04-15,95.0,0.0,1000.0,400.0
2025-04-16,420.0,0.0,1000.0,200.0
2025-04-17,200.0,0.0,1000.0,200.0
2025-04-21,730.0,200.0,1000.0,200.0
2025-04-22,730.0,0.0,1000.0,200.0
2025-04-23,200.0,0.0,1000.0,200.0
2025-04-24,0.0,0.0,1000.0,200.0
2025-04-25,0.0,0.0,1000.0,200.0
2025-04-28,400.0,0.0,600.0,200.0
2025-04-29,0.0,0.0,400.0,300.0
2025-04-30,0.0,0.0,1000.0,200.0
2025-05-01,0.0,0.0,350.0,400.0
2025-05-02,0.0,0.0,200.0,300.0
2025-05-05,0.0,0.0,200.0,400.0
2025-05-06,0.0,0.0,200.0,400.0
2025-05-07,0.0,0.0,200.0,400.0
2025-05-08,0.0,0.0,200.0,450.0
2025-05-09,0.0,0.0,200.0,450.0
2025-05-12,0.0,200.0,200.0,600.0
2025-05-13,100.0,200.0,100.0,600.0
2025-05-14,0.0,200.0,0.0,600.0
2025-05-15,0.0,200.0,0.0,700.0
2025-05-16,0.0,0.0,0.0,25.0
2025-05-19,0.0,0.0,0.0,25.0
2025-05-20,0.0,0.0,0.0,25.0
2025-05-21,0.0,0.0,0.0,75.0
2025-05-22,0.0,0.0,0.0,75.0
2025-05-23,0.0,600.0,0.0,600.0
2025-05-27,0.0,525.0,0.0,500.0
2025-05-28,0.0,0.0,0.0,125.0
2025-05-29,0.0,0.0,0.0,25.0
2025-05-30,0.0,0.0,0.0,300.0
2025-06-02,100.0,0.0,100.0,300.0
2025-06-03,0.0,0.0,0.0,300.0
2025-06-04,100.0,0.0,0.0,300.0
2025-06-05,0.0,0.0,0.0,200.0
2025-06-06,0.0,0.0,100.0,400.0
2025-06-09,0.0,0.0,100.0,25.0
2025-06-10,0.0,200.0,100.0,400.0
2025-06-11,0.0,175.0,100.0,200.0
2025-06-12,0.0,0.0,100.0,200.0
2025-06-13,0.0,0.0,100.0,0.0
2025-06-16,0.0,0.0,100.0,200.0
2025-06-17,0.0,0.0,100.0,100.0
2025-06-18,0.0,0.0,100.0,100.0
2025-06-20,0.0,0.0,100.0,100.0
2025-06-23,0.0,0.0,100.0,100.0
2025-06-24,0.0,0.0,100.0,200.0
2025-06-25,0.0,0.0,100.0,200.0
2025-06-26,0.0,0.0,200.0,200.0
2025-06-27,0.0,300.0,200.0,500.0
2025-06-30,50.0,100.0,250.0,500.0
2025-07-01,100.0,400.0,200.0,500.0
2025-07-02,0.0,0.0,300.0,400.0
2025-07-03,0.0,270.0,300.0,400.0
2025-07-07,0.0,400.0,500.0,500.0
2025-07-08,200.0,400.0,300.0,500.0
2025-07-09,0.0,0.0,300.0,300.0
2025-07-10,0.0,0.0,300.0,300.0
2025-07-11,0.0,0.0,300.0,300.0
2025-07-14,0.0,200.0,300.0,500.0
2025-07-15,0.0,0.0,300.0,300.0
2025-07-16,0.0,350.0,300.0,300.0
2025-07-17,0.0,0.0,0.0,50.0
2025-07-18,100.0,250.0,400.0,50.0
2025-07-21,0.0,0.0,500.0,100.0
2025-07-22,0.0,0.0,500.0,100.0
2025-07-23,0.0,300.0,400.0,100.0
2025-07-24,0.0,300.0,400.0,100.0
2025-07-25,0.0,0.0,500.0,200.0
2025-07-28,0.0,0.0,500.0,200.0
2025-07-29,0.0,0.0,500.0,100.0
2025-07-30,0.0,0.0,500.0,300.0
2025-07-31,0.0,0.0,500.0,300.0
2025-08-01,0.0,0.0,500.0,200.0
2025-08-04,0.0,200.0,500.0,0.0
2025-08-05,0.0,0.0,500.0,200.0
2025-08-06,100.0,0.0,500.0,0.0
2025-08-07,0.0,0.0,400.0,200.0
2025-08-08,0.0,0.0,400.0,0.0
2025-08-11,0.0,0.0,500.0,200.0
2025-08-12,0.0,0.0,500.0,0.0
2025-08-13,0.0,0.0,50.0,450.0
2025-08-14,0.0,0.0,0.0,450.0
2025-08-15,0.0,0.0,500.0,0.0
2025-08-18,0.0,0.0,500.0,0.0
2025-08-19,0.0,0.0,500.0,300.0
2025-08-20,0.0,0.0,500.0,300.0
2025-08-21,0.0,0.0,500.0,300.0
2025-08-22,0.0,0.0,500.0,0.0
2025-08-25,0.0,0.0,500.0,300.0
2025-08-26,0.0,300.0,500.0,0.0
2025-08-27,0.0,300.0,500.0,0.0
2025-08-28,0.0,300.0,0.0,200.0
2025-08-29,0.0,0.0,600.0,400.0
2025-09-02,0.0,0.0,600.0,400.0
2025-09-03,100.0,0.0,600.0,300.0
2025-09-04,0.0,0.0,100.0,200.0
2025-09-05,0.0,0.0,100.0,250.0
2025-09-08,0.0,0.0,100.0,250.0
2025-09-09,0.0,0.0,100.0,200.0
2025-09-10,0.0,50.0,100.0,200.0
2025-09-11,0.0,0.0,100.0,200.0
2025-09-12,0.0,300.0,100.0,200.0
2025-09-15,0.0,0.0,150.0,200.0
2025-09-16,50.0,0.0,100.0,300.0
2025-09-17,50.0,0.0,0.0,300.0
2025-09-18,0.0,0.0,0.0,300.0
2025-09-19,0.0,0.0,700.0,0.0
2025-09-22,0.0,400.0,0.0,600.0
2025-09-23,0.0,0.0,700.0,500.0
2025-09-24,0.0,0.0,700.0,500.0
2025-09-25,0.0,0.0,700.0,500.0
2025-09-26,0.0,0.0,700.0,500.0
2025-09-29,0.0,100.0,0.0,250.0
2025-09-30,0.0,100.0,0.0,250.0
2025-10-01,0.0,0.0,100.0,300.0
2025-10-02,0.0,0.0,100.0,200.0
2025-10-03,0.0,0.0,100.0,200.0
2025-10-06,0.0,0.0,100.0,200.0
2025-10-07,0.0,0.0,100.0,200.0
2025-10-08,0.0,0.0,100.0,200.0
2025-10-09,0.0,0.0,100.0,200.0
2025-10-10,0.0,100.0,1000.0,400.0
2025-10-13,0.0,0.0,300.0,500.0
2025-10-14,0.0,0.0,1000.0,500.0
2025-10-15,0.0,0.0,300.0,150.0
2025-10-16,0.0,0.0,1000.0,500.0
2025-10-17,0.0,0.0,300.0,100.0
2025-10-20,0.0,0.0,300.0,300.0
2025-10-21,0.0,100.0,300.0,200.0
2025-10-22,0.0,0.0,300.0,100.0
2025-10-23,0.0,0.0,300.0,200.0
2025-10-24,0.0,0.0,0.0,200.0
2025-10-27,0.0,0.0,0.0,400.0
2025-10-28,0.0,0.0,0.0,300.0
2025-10-29,0.0,0.0,0.0,300.0
2025-10-30,0.0,320.0,0.0,20.0
2025-10-31,0.0,0.0,0.0,300.0
2025-11-03,0.0,0.0,0.0,300.0
2025-11-04,0.0,0.0,0.0,200.0
2025-11-05,0.0,200.0,0.0,0.0
2025-11-06,0.0,0.0,300.0,0.0
2025-11-07,0.0,0.0,300.0,200.0
2025-11-10,0.0,0.0,0.0,300.0
2025-11-11,0.0,0.0,0.0,300.0
2025-11-12,0.0,0.0,0.0,300.0
2025-11-13,0.0,0.0,300.0,200.0
2025-11-14,0.0,0.0,300.0,200.0
2025-11-17,0.0,0.0,1000.0,500.0
2025-11-18,0.0,0.0,1000.0,500.0
2025-11-19,0.0,0.0,1000.0,500.0
2025-11-20,0.0,0.0,1000.0,500.0
2025-11-21,0.0,0.0,1000.0,500.0
2025-11-24,0.0,0.0,300.0,200.0
2025-11-25,0.0,0.0,0.0,200.0
2025-11-26,200.0,0.0,200.0,300.0
2025-11-28,100.0,0.0,100.0,300.0
2025-12-01,0.0,0.0,0.0,300.0
2025-12-02,0.0,0.0,0.0,300.0
2025-12-03,0.0,0.0,0.0,300.0
2025-12-04,0.0,0.0,0.0,300.0
2025-12-05,0.0,0.0,0.0,300.0
2025-12-08,0.0,0.0,0.0,300.0
2025-12-09,0.0,0.0,0.0,300.0
2025-12-10,0.0,0.0,0.0,300.0
2025-12-11,0.0,0.0,0.0,400.0
2025-12-12,0.0,0.0,0.0,300.0
2025-12-15,0.0,0.0,0.0,300.0
2025-12-16,0.0,0.0,0.0,300.0
2025-12-17,0.0,0.0,300.0,0.0
2025-12-18,0.0,200.0,200.0,50.0
2025-12-19,0.0,0.0,0.0,300.0
2025-12-22,0.0,0.0,0.0,350.0
2025-12-23,0.0,0.0,0.0,400.0
2025-12-24,0.0,200.0,0.0,400.0
2025-12-26,0.0,200.0,0.0,400.0
2025-12-29,0.0,0.0,0.0,200.0
2025-12-30,0.0,0.0,0.0,150.0
2025-12-31,0.0,0.0,0.0,100.0
2026-01-02,0.0,0.0,0.0,50.0
2026-01-05,0.0,0.0,0.0,200.0
2026-01-06,0.0,0.0,0.0,200.0
2026-01-07,0.0,0.0,0.0,200.0
2026-01-08,0.0,0.0,0.0,200.0
2026-01-09,0.0,0.0,0.0,200.0
2026-01-12,0.0,0.0,0.0,200.0
2026-01-13,0.0,0.0,0.0,200.0
2026-01-14,0.0,0.0,0.0,100.0
2026-01-15,0.0,0.0,0.0,100.0
2026-01-16,0.0,0.0,100.0,0.0
2026-01-20,0.0,0.0,100.0,100.0
2026-01-21,0.0,0.0,100.0,0.0
2026-01-22,0.0,0.0,0.0,100.0
2026-01-23,100.0,0.0,100.0,100.0
2026-01-26,0.0,0.0,0.0,100.0
2026-01-27,0.0,0.0,0.0,100.0
2026-01-28,0.0,100.0,100.0,0.0
2026-01-29,0.0,0.0,100.0,0.0
2026-01-30,0.0,0.0,100.0,100.0
2026-02-02,0.0,0.0,100.0,100.0
2026-02-03,0.0,0.0,100.0,100.0
2026-02-04,0.0,0.0,100.0,0.0
2026-02-05,0.0,0.0,100.0,100.0
2026-02-06,0.0,0.0,100.0,100.0
2026-02-09,0.0,0.0,100.0,100.0
2026-02-10,0.0,0.0,100.0,100.0
2026-02-11,0.0,0.0,100.0,100.0
2026-02-12,0.0,0.0,100.0,0.0
2026-02-13,0.0,0.0,100.0,0.0
2026-02-17,0.0,0.0,100.0,0.0
2026-02-18,0.0,0.0,100.0,50.0
2026-02-19,0.0,0.0,100.0,50.0
2026-02-20,0.0,0.0,100.0,100.0
2026-02-23,0.0,0.0,100.0,0.0
2026-02-24,0.0,0.0,100.0,0.0
2026-02-25,0.0,0.0,0.0,100.0
2026-02-26,0.0,0.0,100.0,100.0
2026-02-27,0.0,0.0,100.0,0.0
2026-03-02,0.0,0.0,100.0,0.0
2026-03-03,0.0,0.0,100.0,0.0
2026-03-04,0.0,0.0,100.0,0.0
2026-03-05,0.0,0.0,100.0,0.0
2026-03-06,0.0,0.0,100.0,0.0
2026-03-09,0.0,0.0,100.0,0.0
2026-03-10,0.0,0.0,100.0,0.0
2026-03-11,0.0,0.0,100.0,0.0
2026-03-12,0.0,0.0,100.0,100.0
2026-03-13,0.0,0.0,100.0,600.0
2026-03-16,0.0,0.0,100.0,100.0
2026-03-17,0.0,0.0,100.0,100.0
2026-03-18,0.0,0.0,100.0,500.0
2026-03-19,0.0,0.0,100.0,600.0
2026-03-20,0.0,0.0,100.0,500.0
2026-03-23,0.0,0.0,100.0,500.0
2026-03-24,0.0,0.0,100.0,500.0
2026-03-25,0.0,0.0,100.0,500.0
2026-03-26,0.0,0.0,0.0,500.0
2026-03-27,50.0,0.0,1000.0,400.0
2026-03-30,565.0,100.0,1000.0,400.0
2026-03-31,0.0,0.0,0.0,300.0
2026-04-01,0.0,0.0,0.0,500.0
2026-04-02,0.0,0.0,0.0,500.0
2026-04-06,0.0,0.0,300.0,500.0
2026-04-07,0.0,0.0,0.0,400.0
2026-04-08,0.0,0.0,200.0,200.0
2026-04-09,0.0,0.0,100.0,300.0
2026-04-10,0.0,0.0,100.0,300.0
2026-04-13,0.0,0.0,0.0,300.0
2026-04-14,0.0,0.0,0.0,400.0
2026-04-15,0.0,0.0,0.0,500.0
2026-04-16,0.0,0.0,50.0,500.0
2026-04-17,0.0,0.0,200.0,200.0
2026-04-20,0.0,0.0,200.0,200.0
2026-04-21,0.0,0.0,200.0,200.0
2026-04-22,0.0,0.0,200.0,200.0
2026-04-23,0.0,0.0,200.0,200.0
2026-04-24,0.0,0.0,200.0,200.0
2026-04-27,0.0,0.0,200.0,200.0
2026-04-28,0.0,0.0,200.0,200.0
2026-04-29,0.0,0.0,200.0,200.0
2026-04-30,0.0,0.0,200.0,200.0
2026-05-01,0.0,0.0,300.0,200.0
2026-05-04,0.0,0.0,300.0,200.0
2026-05-05,0.0,0.0,300.0,200.0
2026-05-06,0.0,0.0,400.0,200.0
2026-05-07,0.0,300.0,400.0,500.0
2026-05-08,0.0,300.0,400.0,500.0
2026-05-11,0.0,300.0,500.0,500.0
2026-05-12,0.0,300.0,500.0,500.0
2026-05-13,0.0,300.0,500.0,500.0
2026-05-14,0.0,600.0,500.0,500.0
2026-05-15,0.0,600.0,500.0,500.0
2026-05-18,0.0,0.0,500.0,100.0
2026-05-19,0.0,0.0,500.0,100.0
2026-05-20,0.0,0.0,500.0,100.0
2026-05-21,0.0,0.0,500.0,100.0
2026-05-22,0.0,0.0,500.0,100.0
2026-05-26,0.0,0.0,600.0,100.0
2026-05-27,0.0,0.0,600.0,100.0
2026-05-28,0.0,0.0,600.0,100.0
2026-05-29,0.0,0.0,600.0,100.0
2026-06-01,0.0,0.0,600.0,100.0
2026-06-02,0.0,200.0,700.0,300.0
2026-06-03,0.0,0.0,700.0,300.0
2026-06-04,0.0,0.0,600.0,300.0
2026-06-05,0.0,0.0,700.0,300.0
2026-06-08,0.0,0.0,600.0,300.0
2026-06-09,0.0,0.0,600.0,300.0
2026-06-10,500.0,100.0,1000.0,200.0
2026-06-11,0.0,0.0,500.0,300.0
2026-06-12,0.0,0.0,500.0,200.0
2026-06-15,0.0,0.0,0.0,200.0
2026-06-16,0.0,0.0,100.0,200.0
2026-06-17,100.0,0.0,300.0,200.0
2026-06-18,0.0,0.0,700.0,300.0
2026-06-22,0.0,0.0,700.0,400.0
2026-06-23,0.0,200.0,800.0,200.0
2026-06-24,0.0,0.0,800.0,200.0
2026-06-25,0.0,0.0,800.0,300.0
2026-06-26,0.0,0.0,800.0,300.0
2026-06-29,0.0,0.0,500.0,300.0
2026-06-30,0.0,0.0,500.0,300.0
2026-07-01,0.0,0.0,500.0,300.0
2026-07-02,0.0,0.0,550.0,300.0
2026-07-06,0.0,100.0,450.0,300.0
2026-07-07,0.0,0.0,550.0,300.0
2026-07-08,0.0,0.0,550.0,300.0
2026-07-09,0.0,0.0,50.0,200.0
2026-07-10,0.0,0.0,400.0,200.0
2026-07-13,0.0,0.0,100.0,200.0
2026-07-14,0.0,0.0,0.0,200.0
2026-07-15,0.0,0.0,0.0,200.0
