ts_et,und
08:30:12,7652.65
08:31:16,7650.80
08:32:20,7652.60
08:33:24,7649.25
08:34:28,7656.80
08:35:32,7655.25
08:36:37,7652.30
08:37:41,7654.85
08:38:45,7653.40
08:39:49,7651.65
08:40:53,7651.35
08:41:57,7653.40
08:43:01,7652.75
08:44:05,7650.40
08:45:09,7651.50
08:46:13,7649.70
08:47:18,7653.45
08:48:22,7649.95
08:49:26,7654.50
08:50:30,7652.10
08:51:34,7651.45
08:52:38,7650.90
08:53:42,7653.00
08:54:46,7652.25
08:55:50,7654.00
08:56:54,7653.00
08:57:59,7653.25
08:59:03,7654.55
09:00:07,7655.55
09:01:11,7652.30
09:02:15,7650.55
09:03:19,7649.20
09:04:23,7652.40
09:05:27,7653.35
09:06:32,7653.35
09:07:36,7653.40
09:08:40,7655.25
09:09:44,7655.25
09:10:48,7655.00
09:11:52,7651.20
09:12:56,7652.20
09:14:00,7653.20
09:15:05,7653.10
09:16:09,7649.90
09:17:13,7647.15
09:18:17,7645.05
09:19:21,7644.25
09:20:25,7644.95
09:21:29,7644.90
09:22:33,7644.15
09:23:37,7643.30
09:24:42,7641.25
09:25:46,7642.95
09:26:50,7645.95
09:27:54,7649.10
09:28:58,7653.00
09:30:02,7654.15
09:31:06,7652.75
09:32:11,7651.60
09:33:15,7651.50
09:34:19,7650.10
09:35:23,7650.40
09:36:27,7651.65
09:37:31,7647.95
09:38:35,7648.30
09:39:39,7650.05
09:40:43,7650.10
09:41:48,7651.55
09:42:52,7650.90
09:43:56,7650.95
09:45:00,7652.20
09:46:04,7651.25
09:47:08,7650.75
09:48:12,7650.40
09:49:16,7650.90
09:50:20,7652.00
09:51:24,7652.45
09:52:29,7651.50
09:53:33,7651.40
09:54:37,7651.95
09:55:41,7650.50
09:56:45,7651.10
09:57:49,7650.70
09:58:53,7652.90
09:59:57,7652.30
10:01:01,7655.40
10:02:06,7648.30
10:03:10,7643.45
10:04:14,7642.90
10:05:18,7644.05
10:06:22,7642.30
10:07:26,7640.90
10:08:30,7642.30
10:09:34,7637.45
10:10:38,7635.07
10:11:43,7631.75
10:12:47,7629.80
10:13:51,7631.15
10:14:55,7631.20
10:15:59,7632.05
10:17:03,7634.70
10:18:07,7633.90
10:19:12,7634.65
10:20:16,7634.45
10:21:20,7634.60
10:22:24,7630.55
10:23:28,7626.55
10:24:32,7625.75
10:25:36,7626.45
10:26:41,7628.00
10:27:45,7627.15
10:28:49,7628.30
10:29:53,7630.20
10:30:57,7631.75
10:32:01,7630.95
10:33:05,7632.15
10:34:09,7634.50
10:35:13,7636.05
10:36:18,7636.55
10:37:22,7636.45
10:38:26,7633.30
10:39:30,7632.45
10:40:34,7638.05
10:41:38,7637.65
10:42:42,7636.60
10:43:46,7636.85
10:44:50,7636.55
10:45:55,7635.05
10:46:59,7635.30
10:48:03,7635.50
10:49:07,7635.40
10:50:11,7639.40
10:51:15,7640.35
10:52:19,7638.90
10:53:24,7639.40
10:54:28,7639.35
10:55:32,7638.55
10:56:36,7634.70
10:57:40,7634.30
10:58:44,7634.85
10:59:48,7636.30
11:00:52,7636.95
11:01:57,7636.80
11:03:01,7638.05
11:04:05,7637.20
11:05:09,7637.95
11:06:13,7636.40
11:07:17,7636.20
11:08:21,7633.10
11:09:25,7632.20
11:10:29,7630.25
11:11:34,7631.50
11:12:38,7631.55
11:13:42,7633.15
11:14:46,7631.90
11:15:50,7629.60
11:16:54,7629.55
11:17:58,7628.75
11:19:02,7628.90
11:20:07,7629.00
11:21:11,7628.05
11:22:15,7628.70
11:23:19,7628.85
11:24:23,7630.10
11:25:27,7632.20
11:26:32,7629.95
11:27:36,7631.40
11:28:40,7630.30
11:29:44,7629.35
11:30:48,7632.30
11:31:52,7633.00
11:32:56,7634.10
11:34:00,7634.95
11:35:04,7635.10
11:36:09,7634.65
11:37:13,7633.90
11:38:17,7634.45
11:39:21,7634.90
11:40:25,7636.60
11:41:29,7636.90
11:42:33,7636.60
11:43:37,7636.65
11:44:42,7637.90
11:45:46,7638.35
11:46:50,7637.40
11:47:54,7638.20
11:48:58,7639.15
11:50:02,7639.70
11:51:06,7642.30
11:52:11,7642.80
11:53:15,7642.40
11:54:19,7641.40
11:55:23,7641.25
11:56:27,7641.20
11:57:31,7641.68
11:58:35,7640.70
11:59:39,7640.20
12:00:44,7639.00
12:01:48,7639.30
12:02:52,7642.32
12:03:56,7640.15
12:05:00,7638.35
12:06:04,7640.90
12:07:08,7641.32
12:08:12,7641.23
12:09:17,7640.77
12:10:21,7639.90
12:11:25,7642.23
12:12:29,7642.07
12:13:33,7643.75
12:14:37,7645.27
12:15:41,7646.48
12:16:45,7644.90
12:17:50,7645.10
12:18:54,7643.82
12:19:58,7643.12
12:21:02,7643.73
12:22:06,7644.10
12:23:10,7644.93
12:24:14,7644.93
12:25:18,7645.77
12:26:22,7645.10
12:27:26,7645.23
12:28:31,7644.65
12:29:35,7643.57
12:30:39,7644.57
12:31:43,7643.55
12:32:47,7641.80
12:33:51,7643.05
12:34:55,7642.32
12:35:59,7642.40
12:37:03,7642.25
12:38:08,7641.10
12:39:12,7639.55
12:40:16,7640.80
12:41:20,7641.00
12:42:24,7641.02
12:43:28,7642.27
12:44:32,7643.68
12:45:36,7643.70
12:46:41,7644.93
12:47:45,7645.18
12:48:49,7644.00
12:49:53,7644.95
12:50:57,7644.73
12:52:01,7643.98
12:53:05,7645.77
12:54:10,7647.43
12:55:14,7646.77
12:56:18,7646.65
12:57:22,7646.07
12:58:26,7646.05
12:59:30,7645.77
13:00:35,7645.62
13:01:39,7645.85
13:02:43,7645.77
13:03:47,7645.73
13:04:51,7645.57
13:05:55,7644.80
13:06:59,7643.93
13:08:03,7642.62
13:09:08,7642.18
13:10:12,7642.48
13:11:16,7641.62
13:12:20,7640.93
13:13:24,7640.70
13:14:28,7640.38
13:15:32,7638.80
13:16:37,7638.55
13:17:41,7640.23
13:18:45,7640.50
13:19:49,7639.90
13:20:53,7641.93
13:21:58,7642.12
13:23:02,7643.40
13:24:06,7644.30
13:25:10,7644.32
13:26:14,7643.68
13:27:18,7642.85
13:28:22,7643.48
13:29:27,7644.35
13:30:31,7642.77
13:31:35,7641.77
13:32:39,7640.80
13:33:43,7641.82
13:34:47,7642.62
13:35:51,7642.05
13:36:55,7641.80
13:38:00,7642.73
13:39:04,7643.07
13:40:08,7644.38
13:41:12,7644.62
13:42:16,7645.43
13:43:20,7645.90
13:44:24,7646.43
13:45:29,7646.48
13:46:33,7646.52
13:47:37,7645.23
