ts_et,spot,expiry,strike,right,bid,ask
2026-09-03 09:30:32,770.06,20260903,760.0,P,0.03,0.05
2026-09-03 09:30:32,770.06,20260903,760.0,C,9.76,10.55
2026-09-03 09:30:32,770.06,20260903,761.0,P,0.03,0.06
2026-09-03 09:30:32,770.06,20260903,761.0,C,8.78,9.56
2026-09-03 09:30:32,770.06,20260903,762.0,P,0.06,0.08
2026-09-03 09:30:32,770.06,20260903,762.0,C,7.8,8.57
2026-09-03 09:30:32,770.06,20260903,763.0,P,0.08,0.12
2026-09-03 09:30:32,770.06,20260903,763.0,C,6.83,7.6
2026-09-03 09:30:32,770.06,20260903,764.0,P,0.12,0.15
2026-09-03 09:30:32,770.06,20260903,764.0,C,5.88,6.63
2026-09-03 09:30:32,770.06,20260903,765.0,P,0.17,0.21
2026-09-03 09:30:32,770.06,20260903,765.0,C,4.94,5.68
2026-09-03 09:30:32,770.06,20260903,766.0,P,0.26,0.3
2026-09-03 09:30:32,770.06,20260903,766.0,C,4.04,4.75
2026-09-03 09:30:32,770.06,20260903,767.0,P,0.37,0.43
2026-09-03 09:30:32,770.06,20260903,767.0,C,3.18,3.85
2026-09-03 09:30:32,770.06,20260903,768.0,P,0.55,0.63
2026-09-03 09:30:32,770.06,20260903,768.0,C,2.5,2.82
2026-09-03 09:30:32,770.06,20260903,769.0,P,0.8,0.9
2026-09-03 09:30:32,770.06,20260903,769.0,C,1.67,2.0
2026-09-03 09:30:32,770.06,20260903,770.0,P,1.14,1.24
2026-09-03 09:30:32,770.06,20260903,770.0,C,1.26,1.36
2026-09-03 09:30:32,770.06,20260903,771.0,P,1.43,1.96
2026-09-03 09:30:32,770.06,20260903,771.0,C,0.76,0.84
2026-09-03 09:30:32,770.06,20260903,772.0,P,2.09,2.63
2026-09-03 09:30:32,770.06,20260903,772.0,C,0.43,0.49
2026-09-03 09:30:32,770.06,20260903,773.0,P,2.82,3.46
2026-09-03 09:30:32,770.06,20260903,773.0,C,0.22,0.27
2026-09-03 09:30:32,770.06,20260903,774.0,P,3.68,4.38
2026-09-03 09:30:32,770.06,20260903,774.0,C,0.1,0.13
2026-09-03 09:30:32,770.06,20260903,775.0,P,4.7,5.38
2026-09-03 09:30:32,770.06,20260903,775.0,C,0.05,0.07
2026-09-03 09:30:32,770.06,20260903,776.0,P,5.68,6.36
2026-09-03 09:30:32,770.06,20260903,776.0,C,0.02,0.04
2026-09-03 09:30:32,770.06,20260903,777.0,P,6.62,7.3
2026-09-03 09:30:32,770.06,20260903,777.0,C,0.01,0.03
2026-09-03 09:30:32,770.06,20260903,778.0,P,7.61,8.29
2026-09-03 09:30:32,770.06,20260903,778.0,C,0.01,0.02
2026-09-03 09:30:32,770.06,20260903,779.0,P,8.61,9.29
2026-09-03 09:30:32,770.06,20260903,779.0,C,,0.02
2026-09-03 09:30:32,770.06,20260903,780.0,P,9.61,10.29
2026-09-03 09:30:32,770.06,20260903,780.0,C,,0.03
2026-09-03 09:30:41,770.0,20260903,760.0,P,0.03,0.05
2026-09-03 09:30:41,770.0,20260903,760.0,C,9.67,10.35
2026-09-03 09:30:41,770.0,20260903,761.0,P,0.04,0.06
2026-09-03 09:30:41,770.0,20260903,761.0,C,8.68,9.36
2026-09-03 09:30:41,770.0,20260903,762.0,P,0.06,0.08
2026-09-03 09:30:41,770.0,20260903,762.0,C,7.7,8.38
2026-09-03 09:30:41,770.0,20260903,763.0,P,0.09,0.11
2026-09-03 09:30:41,770.0,20260903,763.0,C,6.73,7.4
2026-09-03 09:30:41,770.0,20260903,764.0,P,0.13,0.15
2026-09-03 09:30:41,770.0,20260903,764.0,C,5.77,6.44
2026-09-03 09:30:41,770.0,20260903,765.0,P,0.19,0.21
2026-09-03 09:30:41,770.0,20260903,765.0,C,4.83,5.5
2026-09-03 09:30:41,770.0,20260903,766.0,P,0.27,0.32
2026-09-03 09:30:41,770.0,20260903,766.0,C,3.95,4.59
2026-09-03 09:30:41,770.0,20260903,767.0,P,0.4,0.45
2026-09-03 09:30:41,770.0,20260903,767.0,C,3.31,3.46
