date,source,pw,cw,settle_pnl,stopped_pnl,delta,bps_pnl,bcs_pnl,bps_exit,bps_reason,bcs_exit,bcs_reason
2026-08-18,td,7725.0,7750.0,-1110.54,269.46,1380.0,153.48,115.98,09:41,acceptance,15:45,time_stop
2026-08-18,fx,7710.0,7780.0,-967.0399999999781,-123.04,844.0,-136.52,13.48,09:56,acceptance,15:45,time_stop
2026-08-19,gx,7630.0,7725.0,824.46,-208.04,-1032.5,5.98,-214.02,15:45,time_stop,10:45,acceptance
2026-08-19,td,7630.0,7725.0,824.46,-208.04,-1032.5,5.98,-214.02,15:45,time_stop,10:45,acceptance
2026-08-19,fx,7655.0,7725.0,846.96,-185.54,-1032.5,28.48,-214.02,15:45,time_stop,10:45,acceptance
2026-08-20,gx,7700.0,7755.0,-1083.04,291.96,1375.0,278.48,13.48,09:41,acceptance,15:45,time_stop
2026-08-20,td,7700.0,7755.0,-1083.04,291.96,1375.0,278.48,13.48,09:41,acceptance,15:45,time_stop
2026-08-20,fx,7675.0,7745.0,-1758.04,-10.54,1747.5,-39.02,28.48,13:24,acceptance,15:45,time_stop
2026-08-21,gx,7640.0,7700.0,499.4599999999999,489.46,-10.0,233.48,255.98,15:45,time_stop,15:45,time_stop
2026-08-21,td,7640.0,7700.0,499.4599999999999,489.46,-10.0,233.48,255.98,15:45,time_stop,15:45,time_stop
2026-08-21,fx,7605.0,7675.0,889.4600000000002,-88.04,-977.5,65.98,-154.02,15:45,time_stop,11:08,acceptance
2026-08-24,gx,7630.0,7725.0,284.46000000000004,279.46,-5.0,270.98,8.48,15:45,time_stop,15:45,time_stop
2026-08-24,td,7630.0,7700.0,344.46000000000004,339.46,-5.0,270.98,68.48,15:45,time_stop,15:45,time_stop
2026-08-24,fx,7640.0,7710.0,449.4600000000001,439.46,-10.0,405.98,33.48,15:45,time_stop,15:45,time_stop
2026-08-25,gx,7650.0,7665.0,,-265.54,,-259.02,-6.52,15:45,time_stop,09:41,acceptance
2026-08-25,td,7650.0,7665.0,,-265.54,,-259.02,-6.52,15:45,time_stop,09:41,acceptance
2026-08-25,fx,7620.0,7690.0,,99.46,,-301.52,400.98,15:45,time_stop,15:45,time_stop
2026-08-26,gx,7600.0,7700.0,136.96,126.96,-10.0,30.98,95.98,15:45,time_stop,15:45,time_stop
2026-08-26,td,7675.0,7700.0,1134.46,411.96,-722.5,315.98,95.98,09:41,acceptance,15:45,time_stop
2026-08-26,fx,7640.0,7710.0,246.95999999999998,246.96,0.0,195.98,50.98,15:45,time_stop,15:45,time_stop
2026-08-27,gx,7675.0,7725.0,182.96000000002172,-90.54,-273.5,330.98,-421.52,15:45,time_stop,11:24,acceptance
2026-08-27,td,7675.0,7725.0,182.96000000002172,-90.54,-273.5,330.98,-421.52,15:45,time_stop,11:24,acceptance
2026-08-27,fx,7640.0,7710.0,-1227.0399999999784,-115.54,1111.5,63.48,-179.02,15:45,time_stop,10:41,acceptance
2026-08-28,gx,7700.0,7750.0,1106.96,-363.04,-1470.0,323.48,-686.52,15:45,time_stop,10:56,acceptance
2026-08-28,td,7700.0,7750.0,1106.96,-363.04,-1470.0,323.48,-686.52,15:45,time_stop,10:56,acceptance
2026-08-28,fx,7695.0,7765.0,751.96,-165.54,-917.5,295.98,-461.52,15:45,time_stop,11:06,acceptance
2026-08-31,gx,7700.0,7750.0,-329.0399999999673,-393.04,-64.0,-421.52,28.48,09:41,acceptance,15:45,time_stop
2026-08-31,td,7700.0,7750.0,-329.0399999999673,-393.04,-64.0,-421.52,28.48,09:41,acceptance,15:45,time_stop
2026-08-31,fx,7675.0,7745.0,451.96000000000004,-518.04,-970.0,-556.52,38.48,10:32,acceptance,15:45,time_stop
2026-09-01,gx,7675.0,7715.0,-463.04000000000025,-3.04,460.0,-16.52,13.48,09:41,acceptance,15:45,time_stop
2026-09-01,td,7675.0,7715.0,-463.04000000000025,-3.04,460.0,-16.52,13.48,09:41,acceptance,15:45,time_stop
2026-09-01,fx,7650.0,7720.0,-503.53999999997416,59.46,563.0,53.48,5.98,09:41,acceptance,15:45,time_stop
2026-09-02,gx,7550.0,7700.0,44.459999999999994,44.46,0.0,15.98,28.48,15:45,time_stop,15:45,time_stop
2026-09-02,td,7550.0,7700.0,44.459999999999994,44.46,0.0,15.98,28.48,15:45,time_stop,15:45,time_stop
2026-09-02,fx,7595.0,7665.0,219.45999999996366,-578.04,-797.5,145.98,-724.02,15:45,time_stop,10:31,acceptance
2026-09-03,gx,7650.0,7675.0,-663.0399999999997,-153.04,510.0,98.48,-251.52,15:45,time_stop,09:41,acceptance
2026-09-03,td,7650.0,7675.0,-663.0399999999997,-153.04,510.0,98.48,-251.52,15:45,time_stop,09:41,acceptance
2026-09-03,fx,7630.0,7700.0,-1525.5400000000002,-435.54,1090.0,40.98,-476.52,15:45,time_stop,09:42,acceptance
2026-09-04,gx,7675.0,7750.0,644.46,639.46,-5.0,68.48,570.98,15:45,time_stop,15:45,time_stop
2026-09-04,td,7700.0,7750.0,781.96,776.96,-5.0,205.98,570.98,15:45,time_stop,15:45,time_stop
2026-09-04,fx,7715.0,7785.0,449.4599999999999,-485.54,-935.0,-561.52,75.98,11:03,acceptance,15:45,time_stop
