Date,High,Low,Close
2024-07-15,5666.93994140625,5614.75,5631.22021484375
2024-07-16,5669.669921875,5639.02001953125,5667.2001953125
2024-07-17,5622.490234375,5584.81005859375,5588.27001953125
2024-07-18,5614.0498046875,5522.81005859375,5544.58984375
2024-07-19,5557.5,5497.0400390625,5505.0
2024-07-22,5570.35986328125,5529.0400390625,5564.41015625
2024-07-23,5585.33984375,5550.89990234375,5555.740234375
2024-07-24,5508.0400390625,5419.97998046875,5427.1298828125
2024-07-25,5491.58984375,5390.9501953125,5399.22021484375
2024-07-26,5488.31982421875,5430.7001953125,5459.10009765625
2024-07-29,5487.740234375,5444.43994140625,5463.5400390625
2024-07-30,5489.4599609375,5401.7001953125,5436.43994140625
2024-07-31,5551.509765625,5493.75,5522.2998046875
2024-08-01,5566.16015625,5410.419921875,5446.68017578125
2024-08-02,5383.89013671875,5302.02978515625,5346.56005859375
2024-08-05,5250.89013671875,5119.259765625,5186.330078125
2024-08-06,5312.33984375,5193.56005859375,5240.02978515625
2024-08-07,5330.64013671875,5195.5400390625,5199.5
2024-08-08,5328.02978515625,5233.85009765625,5319.31005859375
2024-08-09,5358.669921875,5300.83984375,5344.16015625
2024-08-12,5371.2001953125,5324.3701171875,5344.39013671875
2024-08-13,5436.5,5376.97998046875,5434.43017578125
2024-08-14,5463.22021484375,5415.91015625,5455.2099609375
2024-08-15,5546.22998046875,5501.1298828125,5543.22021484375
2024-08-16,5561.97998046875,5525.169921875,5554.25
2024-08-19,5608.2998046875,5550.740234375,5608.25
2024-08-20,5620.509765625,5585.5,5597.1201171875
2024-08-21,5632.68017578125,5591.56982421875,5620.85009765625
2024-08-22,5643.22021484375,5560.9501953125,5570.64013671875
2024-08-23,5641.81982421875,5585.16015625,5634.60986328125
2024-08-26,5651.6201171875,5602.33984375,5616.83984375
2024-08-27,5631.18017578125,5593.47998046875,5625.7998046875
2024-08-28,5627.02978515625,5560.9501953125,5592.18017578125
2024-08-29,5646.9501953125,5583.7099609375,5591.9599609375
2024-08-30,5651.3701171875,5581.7900390625,5648.39990234375
2024-09-03,5623.89013671875,5504.330078125,5528.93017578125
2024-09-04,5552.990234375,5503.66015625,5520.06982421875
2024-09-05,5546.2998046875,5480.5400390625,5503.41015625
2024-09-06,5522.47021484375,5402.6201171875,5408.419921875
2024-09-09,5484.2001953125,5434.490234375,5471.0498046875
2024-09-10,5497.91015625,5441.72021484375,5495.52001953125
2024-09-11,5560.41015625,5406.9599609375,5554.1298828125
2024-09-12,5600.7099609375,5535.5,5595.759765625
2024-09-13,5636.27001953125,5601.64990234375,5626.02001953125
2024-09-16,5636.0498046875,5604.52978515625,5633.08984375
2024-09-17,5670.81005859375,5614.0498046875,5634.580078125
2024-09-18,5689.75,5615.080078125,5618.259765625
2024-09-19,5733.56982421875,5686.419921875,5713.64013671875
2024-09-20,5715.14013671875,5674.490234375,5702.5498046875
2024-09-23,5725.35986328125,5704.22021484375,5718.56982421875
2024-09-24,5735.31982421875,5698.990234375,5732.93017578125
2024-09-25,5741.02978515625,5712.06005859375,5722.259765625
2024-09-26,5767.3701171875,5721.009765625,5745.3701171875
2024-09-27,5763.77978515625,5727.33984375,5738.169921875
2024-09-30,5765.14013671875,5703.52978515625,5762.47998046875
2024-10-01,5757.72998046875,5681.27978515625,5708.75
2024-10-02,5719.6298828125,5674.0,5709.5400390625
2024-10-03,5718.77978515625,5677.3701171875,5699.93994140625
2024-10-04,5753.2099609375,5702.830078125,5751.06982421875
2024-10-07,5739.33984375,5686.85009765625,5695.93994140625
2024-10-08,5757.60009765625,5714.56005859375,5751.1298828125
2024-10-09,5796.7998046875,5745.02001953125,5792.0400390625
2024-10-10,5795.02978515625,5764.759765625,5780.0498046875
2024-10-11,5822.1298828125,5775.08984375,5815.02978515625
2024-10-14,5871.41015625,5829.56982421875,5859.85009765625
2024-10-15,5870.35986328125,5804.47998046875,5815.259765625
2024-10-16,5846.52001953125,5808.33984375,5842.47021484375
2024-10-17,5878.4599609375,5840.25,5841.47021484375
2024-10-18,5872.169921875,5846.10986328125,5864.669921875
2024-10-21,5866.919921875,5824.7900390625,5853.97998046875
2024-10-22,5863.0400390625,5821.169921875,5851.2001953125
2024-10-23,5834.85009765625,5762.41015625,5797.419921875
2024-10-24,5817.7998046875,5784.919921875,5809.85986328125
2024-10-25,5862.81982421875,5799.97998046875,5808.1201171875
2024-10-28,5842.919921875,5823.080078125,5823.52001953125
2024-10-29,5847.18994140625,5802.169921875,5832.919921875
2024-10-30,5850.93994140625,5811.27978515625,5813.669921875
2024-10-31,5775.33984375,5702.85986328125,5705.4501953125
2024-11-01,5772.52001953125,5723.22021484375,5728.7998046875
2024-11-04,5741.43017578125,5696.509765625,5712.68994140625
2024-11-05,5783.43994140625,5722.10009765625,5782.759765625
2024-11-06,5936.14013671875,5864.89013671875,5929.0400390625
2024-11-07,5983.83984375,5947.2099609375,5973.10009765625
2024-11-08,6012.4501953125,5976.759765625,5995.5400390625
2024-11-11,6017.31005859375,5986.68994140625,6001.35009765625
2024-11-12,6009.919921875,5960.080078125,5983.990234375
2024-11-13,6008.18994140625,5965.91015625,5985.3798828125
2024-11-14,5993.8798828125,5942.27978515625,5949.169921875
2024-11-15,5915.31982421875,5853.009765625,5870.6201171875
2024-11-18,5908.1201171875,5865.9501953125,5893.6201171875
2024-11-19,5923.509765625,5855.2900390625,5916.97998046875
2024-11-20,5920.669921875,5860.56005859375,5917.10986328125
2024-11-21,5963.31982421875,5887.259765625,5948.7099609375
2024-11-22,5972.89990234375,5944.35986328125,5969.33984375
2024-11-25,6020.75,5963.91015625,5987.3701171875
2024-11-26,6025.419921875,5992.27001953125,6021.6298828125
2024-11-27,6020.16015625,5984.8701171875,5998.740234375
2024-11-29,6044.169921875,6003.97998046875,6032.3798828125
2024-12-02,6053.580078125,6035.330078125,6047.14990234375
2024-12-03,6052.06982421875,6033.39013671875,6049.8798828125
2024-12-04,6089.83984375,6061.06005859375,6086.490234375
2024-12-05,6094.5498046875,6072.89990234375,6075.10986328125
2024-12-06,6099.97021484375,6079.97998046875,6090.27001953125
2024-12-09,6088.509765625,6048.6298828125,6052.85009765625
2024-12-10,6065.39990234375,6029.89013671875,6034.91015625
2024-12-11,6092.58984375,6060.14990234375,6084.18994140625
2024-12-12,6079.68017578125,6051.25,6051.25
2024-12-13,6078.580078125,6035.77001953125,6051.08984375
2024-12-16,6085.18994140625,6059.14013671875,6074.080078125
2024-12-17,6057.68017578125,6035.18994140625,6050.60986328125
2024-12-18,6070.669921875,5867.7900390625,5872.16015625
2024-12-19,5935.52001953125,5866.06982421875,5867.080078125
2024-12-20,5982.06005859375,5832.2998046875,5930.85009765625
2024-12-23,5978.25,5902.56982421875,5974.06982421875
2024-12-24,6040.10009765625,5981.43994140625,6040.0400390625
2024-12-26,6049.75,6007.3701171875,6037.58984375
2024-12-27,6006.169921875,5932.9501953125,5970.83984375
2024-12-30,5940.7900390625,5869.16015625,5906.93994140625
2024-12-31,5929.740234375,5868.85986328125,5881.6298828125
2025-01-02,5935.08984375,5829.52978515625,5868.5498046875
2025-01-03,5949.33984375,5888.66015625,5942.47021484375
2025-01-06,6021.0400390625,5960.009765625,5975.3798828125
2025-01-07,6000.68017578125,5890.68017578125,5909.02978515625
2025-01-08,5927.89013671875,5874.77978515625,5918.25
2025-01-10,5890.35009765625,5807.77978515625,5827.0400390625
2025-01-13,5838.60986328125,5773.31005859375,5836.22021484375
2025-01-14,5871.919921875,5805.419921875,5842.91015625
2025-01-15,5960.60986328125,5905.2099609375,5949.91015625
2025-01-16,5964.68994140625,5930.72021484375,5937.33984375
2025-01-17,6014.9599609375,5978.43994140625,5996.66015625
2025-01-21,6051.509765625,6006.8798828125,6049.240234375
2025-01-22,6100.81005859375,6076.1298828125,6086.3701171875
2025-01-23,6118.72998046875,6074.669921875,6118.7099609375
2025-01-24,6128.18017578125,6088.740234375,6101.240234375
2025-01-27,6017.169921875,5962.919921875,6012.27978515625
2025-01-28,6074.5400390625,5994.6298828125,6067.7001953125
2025-01-29,6062.830078125,6012.9599609375,6039.31005859375
2025-01-30,6086.64013671875,6027.4599609375,6071.169921875
2025-01-31,6120.91015625,6030.93017578125,6040.52978515625
2025-02-03,6022.1298828125,5923.93017578125,5994.56982421875
2025-02-04,6042.47998046875,5990.8701171875,6037.8798828125
2025-02-05,6062.85986328125,6007.06005859375,6061.47998046875
2025-02-06,6084.02978515625,6046.830078125,6083.56982421875
2025-02-07,6101.27978515625,6019.9599609375,6025.990234375
2025-02-10,6073.3798828125,6044.83984375,6066.43994140625
2025-02-11,6076.27978515625,6042.33984375,6068.5
2025-02-12,6063.0,6003.0,6051.97021484375
2025-02-13,6116.91015625,6050.9501953125,6115.06982421875
2025-02-14,6127.47021484375,6107.6201171875,6114.6298828125
2025-02-18,6129.6298828125,6099.509765625,6129.580078125
2025-02-19,6147.43017578125,6111.14990234375,6144.14990234375
2025-02-20,6134.5,6084.58984375,6117.52001953125
2025-02-21,6114.81982421875,6008.56005859375,6013.1298828125
2025-02-24,6043.64990234375,5977.830078125,5983.25
2025-02-25,5992.64990234375,5908.490234375,5955.25
2025-02-26,6009.81982421875,5932.68994140625,5956.06005859375
2025-02-27,5993.68994140625,5858.77978515625,5861.56982421875
2025-02-28,5959.39990234375,5837.66015625,5954.5
2025-03-03,5986.08984375,5810.91015625,5849.72021484375
2025-03-04,5865.080078125,5732.58984375,5778.14990234375
2025-03-05,5860.58984375,5742.35009765625,5842.6298828125
2025-03-06,5812.080078125,5711.64013671875,5738.52001953125
2025-03-07,5783.009765625,5666.2900390625,5770.2001953125
2025-03-10,5705.3701171875,5564.02001953125,5614.56005859375
2025-03-11,5636.2998046875,5528.41015625,5572.06982421875
2025-03-12,5642.18994140625,5546.08984375,5599.2998046875
