strike,oi_c,oi_p,iv_c,iv_p,gamma_c,gamma_p,call_raw,put_raw,net_raw,gl_call,gl_put,gl_net
7350.0,45.0,1584.0,,0.16232978209230853,0.000552227746026892,0.000552227746026892,0.02485024857121014,-0.874728749706597,-0.8498785011353869,1700101.0,-59843546.0,-58143446.0
7355.0,4.0,601.0,,0.15914915867110685,0.0005945902100435848,0.0005945902100435848,0.0023783608401743393,-0.35734871623619446,-0.3549703553960201,166909.0,-25078037.0,-24911128.0
7360.0,7.0,662.0,,0.15908535153405753,0.0006827456273837147,0.0006827456273837147,0.0047792193916860026,-0.4519776053280191,-0.4471983859363331,319720.0,-30236419.0,-29916698.0
7365.0,4.0,679.0,,0.155552291299382,0.0007321418235899254,0.0007321418235899254,0.0029285672943597015,-0.4971242982175593,-0.4941957309231996,202997.0,-34458759.0,-34255761.0
7370.0,12.0,629.0,,0.15376578410283212,0.0008126740506075198,0.0008126740506075198,0.009752088607290238,-0.51117197783213,-0.5014198892248397,669890.0,-35113424.0,-34443534.0
7375.0,77.0,928.0,,0.1516639775534622,0.0008971124108055425,0.0008971124108055425,0.06907765563202678,-0.8325203172275435,-0.7634426615955168,4689233.0,-56514394.0,-51825161.0
7380.0,9.0,801.0,,0.15003798180456626,0.0009985252047894778,0.0009985252047894778,0.0089867268431053,-0.7998186890363718,-0.7908319621932665,603916.0,-53748558.0,-53144642.0
7385.0,12.0,409.0,,0.14804819997761534,0.0011046458747499383,0.0011046458747499383,0.01325575049699926,-0.4518001627727248,-0.4385444122757255,879654.0,-29981545.0,-29101890.0
7390.0,78.0,517.0,,0.14574153265534703,0.0012166190558081619,0.0012166190558081619,0.09489628635303662,-0.6289920518528197,-0.5340957654997831,6245544.0,-41396748.0,-35151204.0
7395.0,65.0,979.0,,0.14430793231387437,0.0013565093640392329,0.0013565093640392329,0.08817310866255014,-1.328022667394409,-1.239849558731859,5681100.0,-85566099.0,-79885000.0
7400.0,150.0,1538.0,,0.14191630518688222,0.0014929818348428242,0.0014929818348428242,0.22394727522642363,-2.2962060619882636,-2.07225878676184,14294379.0,-146565037.0,-132270658.0
7405.0,59.0,850.0,,0.14019806526567347,0.001656687299596636,0.001656687299596636,0.09774455067620152,-1.4081842046571404,-1.3104396539809389,6121490.0,-88190964.0,-82069474.0
7410.0,57.0,721.0,,0.1385061889285113,0.0018371138927283826,0.0018371138927283826,0.1047154918855178,-1.3245591166571637,-1.219843624771646,6460383.0,-81718176.0,-75257793.0
7415.0,47.0,364.0,,0.13638037433424377,0.0020270424617911845,0.0020270424617911845,0.09527099570418567,-0.7378434560919911,-0.6425724603878055,5777523.0,-44745073.0,-38967550.0
7420.0,55.0,442.0,,0.1346150156541916,0.0022421703260997357,0.0022421703260997357,0.12331936793548547,-0.9910392841360832,-0.8677199162005977,7381200.0,-59318010.0,-51936809.0
7425.0,198.0,672.0,,0.1330736608144194,0.0024804892968025394,0.0024804892968025394,0.4911368807669028,-1.6668888074513064,-1.1757519266844036,28916938.0,-98142334.0,-69225396.0
7430.0,40.0,389.0,,0.13133507056497304,0.0027356375023325366,0.0027356375023325366,0.10942550009330146,-1.0641629884073567,-0.9547374883140552,6360576.0,-61856601.0,-55496025.0
7435.0,88.0,186.0,,0.1299582422282589,0.003016038641798691,0.003016038641798691,0.2654114004782848,-0.5609831873745565,-0.2955717868962717,15233805.0,-32198724.0,-16964919.0
7440.0,290.0,558.0,,0.1280099336150409,0.003310147756496361,0.003310147756496361,0.9599428493839447,-1.8470624481249696,-0.8871195987410249,54781024.0,-105406247.0,-50625222.0
7445.0,77.0,358.0,,0.12604133258640304,0.0036262789118125384,0.0036262789118125384,0.27922347620956545,-1.2982078504288888,-1.0189843742193232,15847871.0,-73682310.0,-57834439.0
7450.0,422.0,2923.0,,0.12444993908657043,0.003965318981205601,0.003965318981205601,1.6733646100687636,-11.590627382063971,-9.917262771995208,94945129.0,-657641262.0,-562696133.0
7455.0,153.0,1151.0,0.0650680223418506,0.12225108278557151,0.004323726547318035,0.004323726547318035,0.6615301617396593,-4.976609255963058,-4.315079094223399,37615364.0,-282975708.0,-245360345.0
7460.0,136.0,631.0,0.0728311880574854,0.12068166007799927,0.004699087052590164,0.004699087052590164,0.6390758391522623,-2.9651239301843937,-2.3260480910321313,36656766.0,-170076613.0,-133419847.0
7465.0,142.0,340.0,0.07697671231182983,0.11918715474554695,0.005085595467828558,0.005085595467828558,0.7221545564316553,-1.7291024590617097,-1.0069479026300545,41957246.0,-100461012.0,-58503766.0
