strike,oi_c,oi_p,iv_c,iv_p,gamma_c,gamma_p,call_raw,put_raw,net_raw,gl_call,gl_put,gl_net
7450.0,39.0,330.0,0.3026158729106093,0.18052809202354478,0.0002679552551461386,0.0002679552551461386,0.010450254950699405,-0.08842523419822573,-0.07797497924752633,22841.0,-193269.0,-170428.0
7455.0,3.0,72.0,0.29687123880412913,0.1765878530281137,0.00027879332470855665,0.00027879332470855665,0.0008363799741256699,-0.02007311937901608,-0.01923673940489041,3514.0,-84335.0,-80821.0
7460.0,47.0,245.0,0.2918099828504116,0.17264069031577467,0.0002903446085170155,0.0002903446085170155,0.013646196600299728,-0.0711344290866688,-0.05748823248636907,110105.0,-573949.0,-463845.0
7465.0,0.0,546.0,0.2860201679292222,0.1686863036356002,0.00030267551804939345,0.00030267551804939345,0.0,-0.16526083285496881,-0.16526083285496881,0,-1918631.0,-1918631.0
7470.0,61.0,187.0,0.2802110084305372,0.1667242938041529,0.00033325815100653926,0.00033325815100653926,0.020328747211398896,-0.062319274238222845,-0.041990527026823946,250078.0,-766632.0,-516554.0
7475.0,55.0,423.0,0.2743816886025412,0.16271628668083188,0.0003480941451206519,0.0003480941451206519,0.019145177981635855,-0.14724382338603575,-0.1280986454043999,289903.0,-2229618.0,-1939715.0
7480.0,23.0,213.0,0.2685313398031384,0.15869981134282785,0.0003640113102951761,0.0003640113102951761,0.00837226013678905,-0.0775344090928725,-0.06916214895608346,148173.0,-1372208.0,-1224035.0
7485.0,1.0,179.0,0.26265903546142166,0.15644545997731385,0.0003997956430965579,0.0003997956430965579,0.0003997956430965579,-0.07156342011428386,-0.0711636244711873,8199.0,-1467671.0,-1459471.0
7490.0,6.0,720.0,0.2567637853864797,0.15237451046344183,0.0004190476342080507,0.0004190476342080507,0.002514285805248304,-0.3017142966297965,-0.29920001082454817,63252.0,-7590188.0,-7526937.0
7495.0,0.0,1323.0,0.25084452933539225,0.1482935889243238,0.0004398254184923971,0.0004398254184923971,0.0,-0.5818890286654413,-0.5818890286654413,0,-17046297.0,-17046297.0
7500.0,208.0,2523.0,0.24427197439344112,0.1457725921908217,0.00048257871478734444,0.00048257871478734444,0.10037637267576764,-1.21754609740847,-1.1171697247327024,3289082.0,-39895926.0,-36606845.0
7505.0,5.0,148.0,0.24015856483352266,0.14009983024193118,0.00048667430452905566,0.00048667430452905566,0.0024333715226452783,-0.07202779707030024,-0.06959442554765496,93706.0,-2773698.0,-2679992.0
