ts_et,und
08:30:12,7497.85
08:31:16,7501.70
08:32:20,7503.45
08:33:24,7503.30
08:34:29,7500.95
09:34:34,7502.20
08:35:33,7505.15
09:35:34,7505.20
09:36:34,7505.25
08:36:37,7505.85
09:37:34,7507.70
08:37:41,7507.75
09:38:34,7509.95
08:38:45,7507.75
09:39:34,7504.15
08:39:49,7505.40
09:40:34,7506.15
08:40:53,7507.00
09:41:34,7508.45
08:41:57,7506.35
09:42:34,7505.70
08:43:01,7507.25
09:43:34,7509.60
08:44:05,7508.70
08:45:10,7510.10
09:45:51,7508.95
08:46:14,7505.90
09:46:51,7503.75
08:47:18,7503.05
09:47:51,7504.10
08:48:22,7503.15
09:48:51,7502.50
08:49:26,7501.30
09:49:51,7500.65
08:50:30,7502.45
09:50:51,7501.25
08:51:34,7499.95
09:51:51,7496.75
08:52:38,7491.95
09:52:51,7491.85
08:53:42,7488.70
09:53:51,7490.00
08:54:46,7491.10
09:54:51,7490.95
08:55:50,7488.05
09:55:56,7486.75
08:56:55,7485.50
09:56:56,7485.85
09:57:56,7483.25
08:57:59,7483.45
09:58:56,7482.50
08:59:03,7481.50
09:59:56,7482.30
09:00:07,7481.30
10:00:56,7483.30
09:01:11,7482.95
10:01:56,7481.45
09:02:15,7482.35
10:02:56,7483.55
09:03:19,7486.10
10:03:56,7486.05
09:04:23,7487.30
10:04:56,7484.20
09:05:28,7485.10
10:05:56,7484.20
09:06:32,7480.90
10:06:56,7481.10
09:07:36,7479.85
10:07:56,7480.90
09:08:40,7480.60
10:08:56,7478.65
09:09:44,7478.95
10:09:56,7478.75
09:10:44,7475.35
10:10:56,7476.00
09:11:48,7473.40
10:11:56,7475.25
09:12:52,7473.30
10:12:56,7473.70
10:13:56,7475.95
09:13:57,7475.95
10:14:56,7475.25
09:15:01,7475.25
10:15:56,7477.85
09:16:05,7478.95
10:16:56,7473.75
09:17:09,7472.75
10:17:56,7473.50
09:18:13,7472.80
10:18:56,7474.15
09:19:17,7473.95
10:19:56,7473.60
09:20:21,7471.60
10:20:56,7471.45
09:21:25,7468.60
10:21:57,7470.05
09:22:29,7470.80
10:22:57,7471.05
09:23:33,7475.00
10:23:57,7476.00
09:24:37,7475.65
10:24:57,7475.10
09:25:41,7476.35
10:25:57,7477.00
09:26:45,7477.90
10:26:57,7478.10
09:27:50,7477.25
10:27:57,7477.25
09:28:54,7477.10
10:28:57,7477.55
10:29:57,7481.80
09:29:58,7481.60
10:30:57,7483.50
09:31:02,7483.45
10:31:57,7482.60
09:32:06,7482.15
10:32:57,7478.85
09:33:10,7478.15
10:33:57,7477.35
09:34:14,7476.80
10:34:57,7477.15
09:35:18,7475.90
10:35:57,7478.55
09:36:22,7477.60
10:36:57,7475.85
09:37:26,7476.25
10:37:57,7477.75
09:38:30,7478.85
10:38:57,7478.00
09:39:35,7478.30
10:39:57,7478.50
09:40:39,7481.85
10:40:57,7480.95
09:41:43,7477.05
10:41:57,7475.65
09:42:47,7475.65
10:42:57,7475.00
09:43:51,7473.65
10:43:57,7473.45
09:44:55,7474.05
10:44:57,7473.75
10:45:57,7477.20
09:45:59,7477.65
10:46:57,7480.60
09:47:03,7481.20
10:47:57,7476.30
09:48:07,7475.60
10:48:57,7472.95
09:49:11,7474.40
10:49:57,7471.15
09:50:15,7471.50
10:50:57,7472.25
09:51:19,7471.20
10:51:57,7472.40
09:52:23,7473.25
10:52:57,7469.65
09:53:27,7468.95
10:54:03,7467.90
09:54:32,7469.00
10:55:03,7467.70
09:55:36,7467.15
10:56:03,7467.95
09:56:40,7465.75
10:57:03,7465.05
09:57:44,7465.80
10:58:03,7467.90
09:58:48,7463.75
10:59:03,7463.25
09:59:52,7466.50
11:00:03,7465.55
10:00:56,7465.65
11:01:03,7468.05
10:02:00,7469.85
11:02:03,7470.00
11:03:03,7472.85
10:03:04,7472.30
11:04:03,7470.20
10:04:08,7470.70
11:05:03,7470.25
10:05:12,7470.15
11:06:03,7465.60
10:06:16,7467.40
11:07:03,7467.85
10:07:21,7470.80
11:08:03,7471.35
10:08:25,7471.90
11:09:03,7475.00
10:09:29,7474.75
11:10:03,7478.15
10:10:33,7475.95
11:11:03,7474.35
10:11:37,7472.60
11:12:03,7473.45
10:12:41,7473.80
11:13:03,7473.10
10:13:45,7473.70
11:14:03,7474.35
10:14:49,7472.25
11:15:03,7473.90
10:15:54,7475.50
11:16:03,7474.80
10:16:58,7477.30
11:17:03,7477.50
10:18:02,7478.35
11:18:03,7478.50
11:19:03,7478.20
10:19:06,7478.20
11:20:03,7475.85
10:20:10,7476.25
11:21:03,7478.30
10:21:14,7478.80
11:22:03,7480.55
10:22:18,7480.70
11:23:03,7481.75
10:23:22,7483.15
11:24:03,7480.60
10:24:27,7482.25
11:25:03,7482.25
10:25:31,7483.10
11:26:03,7482.95
10:26:35,7482.85
11:27:03,7480.80
10:27:39,7481.15
11:28:03,7480.15
10:28:43,7477.45
11:29:03,7477.75
10:29:47,7482.00
11:30:03,7483.60
10:30:51,7483.10
11:31:03,7483.75
10:31:55,7484.30
11:32:03,7484.25
10:32:59,7483.35
11:33:03,7483.90
11:34:03,7483.65
10:34:03,7483.85
11:35:03,7482.95
10:35:07,7483.10
11:36:03,7483.05
10:36:12,7482.65
11:37:03,7482.85
10:37:16,7482.75
11:38:03,7479.55
10:38:20,7479.25
11:39:03,7481.70
