ts_et,und
08:41:58,7681.15
08:43:02,7680.25
08:44:06,7678.55
08:45:10,7682.10
08:46:14,7680.50
08:47:18,7681.00
08:48:22,7681.25
08:49:26,7684.20
08:50:30,7681.95
08:51:34,7680.50
08:52:39,7678.80
08:53:43,7679.70
08:54:47,7678.60
08:55:51,7675.40
08:56:55,7676.50
08:57:59,7674.90
08:59:03,7674.00
09:00:07,7673.95
09:01:11,7673.00
09:02:15,7674.70
09:03:19,7674.05
09:04:24,7670.45
09:05:28,7672.55
09:06:32,7672.50
09:07:36,7670.45
09:08:40,7670.30
09:09:44,7670.75
09:10:48,7672.55
09:11:52,7669.65
09:12:56,7671.20
09:14:00,7671.00
09:15:05,7669.75
09:16:09,7671.30
09:17:13,7670.15
09:18:17,7672.00
09:19:21,7673.60
09:20:25,7671.95
09:21:29,7670.25
09:22:33,7669.45
09:23:37,7668.20
09:24:41,7668.70
09:25:45,7668.70
09:26:49,7668.35
09:27:53,7668.60
09:28:58,7667.20
09:30:02,7664.73
09:31:07,7662.70
09:32:11,7663.85
09:33:15,7664.20
09:34:19,7664.80
09:35:23,7662.15
09:36:27,7664.65
09:37:31,7665.00
09:38:35,7665.85
09:39:39,7667.95
09:40:43,7666.15
09:41:47,7663.40
09:42:51,7661.25
09:43:56,7660.30
09:45:00,7661.45
09:46:04,7660.20
09:47:08,7660.50
09:48:12,7660.70
09:49:16,7660.70
09:50:20,7659.90
09:51:24,7659.40
09:52:28,7662.80
09:53:32,7665.25
09:54:36,7665.35
09:55:41,7664.60
09:56:45,7662.40
09:57:49,7665.50
09:58:53,7665.65
09:59:57,7664.75
10:01:01,7663.55
10:02:05,7663.85
10:03:09,7663.55
10:04:13,7661.60
10:05:17,7662.50
10:06:22,7662.30
10:07:26,7664.85
10:08:30,7663.45
10:09:34,7663.45
10:10:38,7663.70
10:11:42,7664.15
10:12:46,7663.50
10:13:50,7662.15
10:14:54,7663.65
10:15:59,7665.00
10:17:03,7665.48
10:18:07,7665.48
10:19:11,7664.55
10:20:15,7667.55
10:21:19,7668.90
10:22:23,7668.62
10:23:27,7666.00
10:24:31,7666.25
10:25:35,7665.80
10:26:40,7665.75
10:27:44,7667.48
10:28:48,7670.77
10:29:52,7671.32
10:30:56,7670.23
10:32:00,7670.43
10:33:04,7668.62
10:34:08,7670.82
10:35:12,7669.25
10:36:17,7671.02
10:37:21,7670.23
10:38:25,7669.52
10:39:29,7669.45
10:40:33,7668.70
10:41:37,7667.80
10:42:41,7667.65
10:43:45,7668.68
10:44:49,7669.75
10:45:53,7667.73
10:46:57,7666.95
10:48:02,7665.68
10:49:06,7664.20
10:50:10,7664.98
10:51:14,7666.23
10:52:18,7666.30
10:53:22,7667.68
10:54:26,7669.73
10:55:30,7670.43
10:56:34,7671.62
10:57:39,7671.88
10:58:43,7672.32
10:59:47,7672.43
11:00:51,7672.93
11:01:55,7672.38
11:02:55,7674.75
11:03:59,7675.75
11:05:03,7673.55
11:06:07,7673.60
11:07:12,7673.50
11:08:16,7673.30
11:09:20,7671.60
11:10:24,7671.80
11:11:28,7672.60
11:12:32,7672.15
11:13:36,7671.88
11:14:40,7672.30
11:15:44,7673.20
11:16:49,7673.65
11:17:53,7672.35
11:18:57,7673.50
11:20:01,7672.90
11:21:05,7672.38
11:22:09,7673.10
11:23:13,7673.50
11:24:17,7673.80
11:25:21,7674.30
11:26:25,7673.60
11:27:29,7674.40
11:28:33,7674.85
11:29:38,7674.70
11:30:42,7675.60
11:31:46,7675.50
11:32:50,7675.90
11:33:54,7675.80
11:34:58,7675.10
11:36:02,7674.15
11:37:06,7674.20
11:38:10,7674.90
11:39:14,7677.07
11:40:19,7676.70
11:41:23,7676.30
11:42:27,7676.00
11:43:31,7674.50
11:44:35,7673.60
11:45:39,7674.45
11:46:43,7675.35
11:47:47,7673.15
11:48:51,7673.73
11:49:55,7673.95
11:51:00,7672.20
11:52:04,7671.75
11:53:08,7672.93
11:54:12,7672.50
11:55:16,7672.40
11:56:20,7672.50
11:57:24,7674.35
11:58:28,7672.50
11:59:32,7674.32
12:00:36,7674.80
12:01:40,7674.50
12:02:45,7674.00
12:03:49,7673.27
12:04:53,7671.60
12:05:57,7671.10
12:07:01,7671.48
12:08:05,7670.40
12:09:09,7668.62
12:10:13,7668.40
12:11:17,7668.10
12:12:22,7668.90
12:13:26,7669.68
12:14:30,7671.00
12:15:34,7670.50
12:16:38,7670.70
12:17:42,7670.65
12:18:46,7670.30
12:19:50,7672.20
12:20:54,7670.05
12:21:59,7669.35
12:23:03,7669.68
12:24:07,7668.93
12:25:11,7667.62
12:26:15,7666.93
12:27:19,7666.98
12:28:23,7665.45
12:29:27,7666.80
12:30:31,7666.68
12:31:35,7667.27
12:32:40,7666.77
12:33:44,7667.02
12:34:48,7666.38
12:35:52,7666.90
12:36:56,7666.93
12:38:00,7667.12
12:39:04,7667.55
12:40:08,7667.12
12:41:12,7666.77
12:42:17,7668.07
12:43:21,7667.45
12:44:25,7666.62
12:45:29,7666.82
12:46:33,7666.93
12:47:37,7667.52
12:48:41,7667.70
12:49:45,7667.12
12:50:50,7666.62
12:51:54,7666.68
12:52:58,7668.00
12:54:02,7668.48
12:55:06,7669.07
12:56:10,7668.98
12:57:14,7668.23
12:58:18,7668.50
12:59:22,7668.98
13:00:26,7667.73
13:01:31,7666.98
13:02:35,7667.38
13:03:39,7667.48
13:04:43,7666.23
13:05:47,7666.57
13:06:51,7667.48
13:07:55,7667.02
13:08:59,7666.38
13:10:04,7667.02
13:11:08,7667.18
13:12:12,7667.82
13:13:16,7667.40
13:14:20,7666.77
13:15:24,7666.10
13:16:40,7665.90
13:17:44,7665.77
13:18:49,7666.07
13:19:53,7666.32
13:20:57,7666.68
13:22:01,7666.90
13:23:05,7667.27
13:24:09,7666.77
13:25:13,7666.77
13:26:17,7666.18
13:27:21,7667.20
13:28:25,7666.68
13:29:30,7667.43
13:30:34,7668.50
13:31:38,7669.73
13:32:42,7669.73
13:33:46,7671.07
13:34:50,7671.57
13:35:54,7670.82
13:36:58,7670.68
13:38:03,7671.57
13:39:07,7670.93
13:40:11,7670.95
13:41:15,7671.07
13:42:19,7671.32
13:43:23,7672.82
13:44:27,7673.27
13:45:32,7674.02
13:46:36,7676.27
13:47:40,7675.23
13:48:44,7675.62
13:49:48,7675.52
13:50:53,7675.23
13:51:57,7675.18
13:53:01,7675.32
13:54:06,7675.12
13:55:10,7675.10
13:56:14,7674.93
13:57:18,7673.52
13:58:22,7673.55
13:59:26,7674.23
14:00:30,7675.68
14:01:35,7674.68
14:02:39,7673.73
14:03:43,7673.27
14:04:47,7672.95
14:05:51,7673.32
14:06:55,7672.07
14:07:59,7672.55
14:09:04,7671.95
14:10:08,7671.77
14:11:12,7671.12
14:12:16,7670.68
14:13:20,7670.62
14:14:24,7669.88
14:15:28,7669.88
14:16:32,7669.62
14:17:37,7669.10
14:18:41,7668.62
14:19:45,7669.07
14:20:49,7668.02
14:21:53,7668.18
14:22:57,7668.07
14:24:01,7668.23
14:25:05,7668.18
14:26:10,7668.27
14:27:14,7668.18
14:28:18,7668.88
14:29:22,7669.48
14:30:26,7668.98
14:31:30,7669.73
14:32:34,7668.88
14:33:39,7669.32
14:34:43,7668.98
14:35:47,7668.88
14:36:51,7668.98
14:37:55,7669.80
14:38:59,7670.38
14:40:03,7670.35
14:41:07,7670.23
14:42:12,7671.38
14:43:16,7671.43
14:44:20,7671.93
14:45:24,7673.00
14:46:28,7672.85
14:47:33,7673.27
14:48:37,7671.25
14:49:41,7671.73
14:50:45,7672.38
14:51:49,7672.88
14:52:53,7671.95
14:53:57,7671.23
14:55:01,7671.93
14:56:06,7679.59
14:57:10,7677.27
14:58:14,7677.55
14:59:18,7679.25
