occ_root,theta_root,theta_root_alt,expiry,date,right,right_v3,strike,strike_v3,strike_v2,n_trades,n_legs,n_order_fills,first_fill_ts_et,last_fill_ts_et
SPXW,SPXW,SPX,20260811,20260811,C,call,7775.0,7775.000,7775000,1,1,0,,
SPXW,SPXW,SPX,20260811,20260811,C,call,7780.0,7780.000,7780000,1,1,0,,
SPXW,SPXW,SPX,20260811,20260811,C,call,7790.0,7790.000,7790000,1,1,0,,
SPXW,SPXW,SPX,20260811,20260811,C,call,7800.0,7800.000,7800000,1,1,0,,
SPXW,SPXW,SPX,20260811,20260811,C,call,7830.0,7830.000,7830000,1,1,0,,
SPXW,SPXW,SPX,20260811,20260811,C,call,7855.0,7855.000,7855000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,P,put,7630.0,7630.000,7630000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,P,put,7640.0,7640.000,7640000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,P,put,7655.0,7655.000,7655000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,P,put,7665.0,7665.000,7665000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,P,put,7705.0,7705.000,7705000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,P,put,7715.0,7715.000,7715000,1,1,1,2026-08-12 15:51:09,2026-08-12 15:51:09
SPXW,SPXW,SPX,20260812,20260812,C,call,7730.0,7730.000,7730000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,P,put,7730.0,7730.000,7730000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,C,call,7740.0,7740.000,7740000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,P,put,7740.0,7740.000,7740000,1,1,1,2026-08-12 15:50:32,2026-08-12 15:50:32
SPXW,SPXW,SPX,20260812,20260812,C,call,7755.0,7755.000,7755000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,C,call,7765.0,7765.000,7765000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,C,call,7800.0,7800.000,7800000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,C,call,7805.0,7805.000,7805000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,C,call,7815.0,7815.000,7815000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,C,call,7825.0,7825.000,7825000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,C,call,7830.0,7830.000,7830000,1,1,0,,
SPXW,SPXW,SPX,20260812,20260812,C,call,7840.0,7840.000,7840000,1,1,0,,
SPXW,SPXW,SPX,20260813,20260813,P,put,7650.0,7650.000,7650000,1,1,1,2026-08-13 09:31:11,2026-08-13 09:31:11
SPXW,SPXW,SPX,20260813,20260813,P,put,7670.0,7670.000,7670000,1,1,0,,
SPXW,SPXW,SPX,20260813,20260813,P,put,7675.0,7675.000,7675000,1,1,1,2026-08-13 09:31:13,2026-08-13 09:31:13
SPXW,SPXW,SPX,20260813,20260813,P,put,7695.0,7695.000,7695000,1,1,0,,
SPXW,SPXW,SPX,20260813,20260813,P,put,7700.0,7700.000,7700000,1,1,0,,
SPXW,SPXW,SPX,20260813,20260813,P,put,7725.0,7725.000,7725000,2,2,0,,
SPXW,SPXW,SPX,20260813,20260813,P,put,7740.0,7740.000,7740000,1,1,0,,
SPXW,SPXW,SPX,20260813,20260813,C,call,7750.0,7750.000,7750000,2,2,0,,
SPXW,SPXW,SPX,20260813,20260813,P,put,7750.0,7750.000,7750000,1,1,0,,
SPXW,SPXW,SPX,20260813,20260813,C,call,7765.0,7765.000,7765000,1,1,0,,
SPXW,SPXW,SPX,20260813,20260813,P,put,7765.0,7765.000,7765000,1,1,0,,
SPXW,SPXW,SPX,20260813,20260813,C,call,7775.0,7775.000,7775000,2,2,0,,
SPXW,SPXW,SPX,20260813,20260813,C,call,7790.0,7790.000,7790000,1,1,0,,
SPXW,SPXW,SPX,20260813,20260813,C,call,7820.0,7820.000,7820000,1,1,0,,
SPXW,SPXW,SPX,20260813,20260813,C,call,7845.0,7845.000,7845000,1,1,0,,
SPXW,SPXW,SPX,20260814,20260814,P,put,7700.0,7700.000,7700000,1,1,0,,
SPXW,SPXW,SPX,20260814,20260814,P,put,7710.0,7710.000,7710000,1,1,0,,
SPXW,SPXW,SPX,20260814,20260814,P,put,7725.0,7725.000,7725000,1,1,0,,
SPXW,SPXW,SPX,20260814,20260814,P,put,7735.0,7735.000,7735000,1,1,0,,
SPXW,SPXW,SPX,20260814,20260814,P,put,7775.0,7775.000,7775000,1,1,0,,
SPXW,SPXW,SPX,20260814,20260814,P,put,7785.0,7785.000,7785000,1,1,0,,
SPXW,SPXW,SPX,20260814,20260814,C,call,7800.0,7800.000,7800000,2,2,0,,
SPXW,SPXW,SPX,20260814,20260814,P,put,7800.0,7800.000,7800000,1,1,0,,
SPXW,SPXW,SPX,20260814,20260814,C,call,7810.0,7810.000,7810000,1,1,0,,
SPXW,SPXW,SPX,20260814,20260814,P,put,7810.0,7810.000,7810000,1,1,0,,
SPXW,SPXW,SPX,20260814,20260814,C,call,7825.0,7825.000,7825000,2,2,0,,
SPXW,SPXW,SPX,20260814,20260814,C,call,7835.0,7835.000,7835000,1,1,0,,
SPXW,SPXW,SPX,20260814,20260814,C,call,7870.0,7870.000,7870000,1,1,0,,
SPXW,SPXW,SPX,20260814,20260814,C,call,7895.0,7895.000,7895000,1,1,0,,
SPXW,SPXW,SPX,20260817,20260817,P,put,7685.0,7685.000,7685000,1,1,0,,
SPXW,SPXW,SPX,20260817,20260817,P,put,7690.0,7690.000,7690000,1,1,0,,
SPXW,SPXW,SPX,20260817,20260817,P,put,7710.0,7710.000,7710000,1,1,0,,
SPXW,SPXW,SPX,20260817,20260817,P,put,7715.0,7715.000,7715000,1,1,0,,
SPXW,SPXW,SPX,20260817,20260817,P,put,7750.0,7750.000,7750000,1,1,0,,
SPXW,SPXW,SPX,20260817,20260817,P,put,7760.0,7760.000,7760000,2,2,0,,
SPXW,SPXW,SPX,20260817,20260817,P,put,7775.0,7775.000,7775000,1,1,0,,
SPXW,SPXW,SPX,20260817,20260817,C,call,7785.0,7785.000,7785000,2,2,0,,
SPXW,SPXW,SPX,20260817,20260817,P,put,7785.0,7785.000,7785000,2,2,0,,
SPXW,SPXW,SPX,20260817,20260817,C,call,7810.0,7810.000,7810000,2,2,0,,
SPXW,SPXW,SPX,20260818,20260818,P,put,7605.0,7605.000,7605000,1,1,0,,
SPXW,SPXW,SPX,20260818,20260818,P,put,7630.0,7630.000,7630000,1,1,0,,
SPXW,SPXW,SPX,20260818,20260818,P,put,7640.0,7640.000,7640000,1,1,1,2026-08-18 09:31:10,2026-08-18 09:31:10
SPXW,SPXW,SPX,20260818,20260818,P,put,7665.0,7665.000,7665000,1,1,1,2026-08-18 09:31:13,2026-08-18 09:31:13
SPXW,SPXW,SPX,20260818,20260818,P,put,7685.0,7685.000,7685000,1,1,0,,
SPXW,SPXW,SPX,20260818,20260818,P,put,7700.0,7700.000,7700000,1,1,0,,
SPXW,SPXW,SPX,20260818,20260818,C,call,7710.0,7710.000,7710000,1,1,1,2026-08-18 09:36:29,2026-08-18 09:36:29
SPXW,SPXW,SPX,20260818,20260818,P,put,7710.0,7710.000,7710000,1,1,0,,
SPXW,SPXW,SPX,20260818,20260818,P,put,7720.0,7720.000,7720000,1,1,0,,
SPXW,SPXW,SPX,20260818,20260818,P,put,7725.0,7725.000,7725000,1,1,0,,
SPXW,SPXW,SPX,20260818,20260818,C,call,7735.0,7735.000,7735000,1,1,1,2026-08-18 09:35:59,2026-08-18 09:35:59
SPXW,SPXW,SPX,20260818,20260818,C,call,7745.0,7745.000,7745000,1,1,1,2026-08-18 09:33:46,2026-08-18 09:33:46
SPXW,SPXW,SPX,20260818,20260818,P,put,7745.0,7745.000,7745000,1,1,0,,
SPXW,SPXW,SPX,20260818,20260818,C,call,7770.0,7770.000,7770000,1,1,1,2026-08-18 09:33:43,2026-08-18 09:33:43
SPXW,SPXW,SPX,20260818,20260818,C,call,7825.0,7825.000,7825000,1,1,1,2026-08-18 09:32:29,2026-08-18 09:32:29
SPXW,SPXW,SPX,20260818,20260818,C,call,7850.0,7850.000,7850000,1,1,1,2026-08-18 09:32:06,2026-08-18 09:32:06
SPXW,SPXW,SPX,20260819,20260819,P,put,7605.0,7605.000,7605000,1,1,0,,
SPXW,SPXW,SPX,20260819,20260819,P,put,7615.0,7615.000,7615000,1,1,1,2026-08-19 10:06:04,2026-08-19 10:06:04
SPXW,SPXW,SPX,20260819,20260819,P,put,7630.0,7630.000,7630000,1,1,0,,
SPXW,SPXW,SPX,20260819,20260819,P,put,7640.0,7640.000,7640000,1,1,1,2026-08-19 10:06:05,2026-08-19 10:06:05
SPXW,SPXW,SPX,20260819,20260819,P,put,7665.0,7665.000,7665000,1,1,0,,
SPXW,SPXW,SPX,20260819,20260819,C,call,7690.0,7690.000,7690000,1,1,0,,
SPXW,SPXW,SPX,20260819,20260819,P,put,7690.0,7690.000,7690000,2,2,0,,
SPXW,SPXW,SPX,20260819,20260819,C,call,7715.0,7715.000,7715000,2,2,1,2026-08-19 10:08:28,2026-08-19 10:08:28
SPXW,SPXW,SPX,20260819,20260819,P,put,7715.0,7715.000,7715000,1,1,0,,
SPXW,SPXW,SPX,20260819,20260819,C,call,7725.0,7725.000,7725000,1,1,0,,
SPXW,SPXW,SPX,20260819,20260819,C,call,7740.0,7740.000,7740000,1,1,1,2026-08-19 10:08:27,2026-08-19 10:08:27
SPXW,SPXW,SPX,20260819,20260819,C,call,7750.0,7750.000,7750000,1,1,0,,
SPXW,SPXW,SPX,20260819,20260819,C,call,7770.0,7770.000,7770000,1,1,0,,
SPXW,SPXW,SPX,20260819,20260819,C,call,7795.0,7795.000,7795000,2,2,1,2026-08-19 10:06:58,2026-08-19 10:06:58
SPXW,SPXW,SPX,20260819,20260819,C,call,7820.0,7820.000,7820000,1,1,1,2026-08-19 10:06:57,2026-08-19 10:06:57
SPXW,SPXW,SPX,20260820,20260820,P,put,7585.0,7585.000,7585000,1,1,0,,
SPXW,SPXW,SPX,20260820,20260820,P,put,7610.0,7610.000,7610000,2,2,0,,
SPXW,SPXW,SPX,20260820,20260820,P,put,7635.0,7635.000,7635000,1,1,1,2026-08-20 15:46:57,2026-08-20 15:46:57
SPXW,SPXW,SPX,20260820,20260820,P,put,7655.0,7655.000,7655000,1,1,0,,
SPXW,SPXW,SPX,20260820,20260820,P,put,7675.0,7675.000,7675000,1,1,0,,
SPXW,SPXW,SPX,20260820,20260820,C,call,7680.0,7680.000,7680000,1,1,0,,
SPXW,SPXW,SPX,20260820,20260820,P,put,7680.0,7680.000,7680000,1,1,0,,
SPXW,SPXW,SPX,20260820,20260820,P,put,7685.0,7685.000,7685000,1,1,1,2026-08-20 09:31:48,2026-08-20 09:31:48
SPXW,SPXW,SPX,20260820,20260820,P,put,7700.0,7700.000,7700000,1,1,0,,
SPXW,SPXW,SPX,20260820,20260820,C,call,7705.0,7705.000,7705000,1,1,0,,
SPXW,SPXW,SPX,20260820,20260820,C,call,7710.0,7710.000,7710000,1,1,0,,
SPXW,SPXW,SPX,20260820,20260820,P,put,7710.0,7710.000,7710000,1,1,1,2026-08-20 09:31:49,2026-08-20 09:31:49
SPXW,SPXW,SPX,20260820,20260820,C,call,7735.0,7735.000,7735000,1,1,0,,
SPXW,SPXW,SPX,20260820,20260820,C,call,7755.0,7755.000,7755000,2,2,0,,
SPXW,SPXW,SPX,20260820,20260820,C,call,7780.0,7780.000,7780000,2,2,0,,
SPXW,SPXW,SPX,20260821,20260821,P,put,7540.0,7540.000,7540000,1,1,0,,
SPXW,SPXW,SPX,20260821,20260821,P,put,7565.0,7565.000,7565000,1,1,0,,
SPXW,SPXW,SPX,20260821,20260821,P,put,7575.0,7575.000,7575000,1,1,0,,
SPXW,SPXW,SPX,20260821,20260821,P,put,7600.0,7600.000,7600000,1,1,0,,
SPXW,SPXW,SPX,20260821,20260821,P,put,7615.0,7615.000,7615000,2,2,0,,
SPXW,SPXW,SPX,20260821,20260821,C,call,7640.0,7640.000,7640000,1,1,0,,
SPXW,SPXW,SPX,20260821,20260821,P,put,7640.0,7640.000,7640000,2,2,0,,
SPXW,SPXW,SPX,20260821,20260821,P,put,7650.0,7650.000,7650000,1,1,0,,
SPXW,SPXW,SPX,20260821,20260821,C,call,7665.0,7665.000,7665000,1,1,0,,
SPXW,SPXW,SPX,20260821,20260821,C,call,7675.0,7675.000,7675000,1,1,1,2026-08-21 09:33:54,2026-08-21 09:33:54
SPXW,SPXW,SPX,20260821,20260821,P,put,7675.0,7675.000,7675000,1,1,0,,
SPXW,SPXW,SPX,20260821,20260821,C,call,7700.0,7700.000,7700000,2,2,1,2026-08-21 09:33:52,2026-08-21 09:33:52
SPXW,SPXW,SPX,20260821,20260821,C,call,7715.0,7715.000,7715000,1,1,0,,
SPXW,SPXW,SPX,20260821,20260821,C,call,7725.0,7725.000,7725000,1,1,0,,
SPXW,SPXW,SPX,20260821,20260821,C,call,7740.0,7740.000,7740000,1,1,0,,
SPXW,SPXW,SPX,20260821,20260821,C,call,7750.0,7750.000,7750000,1,1,0,,
SPXW,SPXW,SPX,20260821,20260821,C,call,7775.0,7775.000,7775000,1,1,0,,
SPXW,SPXW,SPX,20260824,20260824,P,put,7560.0,7560.000,7560000,1,1,0,,
SPXW,SPXW,SPX,20260824,20260824,P,put,7570.0,7570.000,7570000,1,1,0,,
SPXW,SPXW,SPX,20260824,20260824,P,put,7585.0,7585.000,7585000,1,1,0,,
SPXW,SPXW,SPX,20260824,20260824,P,put,7595.0,7595.000,7595000,1,1,0,,
SPXW,SPXW,SPX,20260824,20260824,P,put,7605.0,7605.000,7605000,1,1,0,,
SPXW,SPXW,SPX,20260824,20260824,P,put,7630.0,7630.000,7630000,1,1,0,,
SPXW,SPXW,SPX,20260824,20260824,P,put,7640.0,7640.000,7640000,1,1,0,,
SPXW,SPXW,SPX,20260824,20260824,P,put,7650.0,7650.000,7650000,1,1,0,,
SPXW,SPXW,SPX,20260824,20260824,C,call,7665.0,7665.000,7665000,1,1,0,,
SPXW,SPXW,SPX,20260824,20260824,P,put,7665.0,7665.000,7665000,1,1,0,,
SPXW,SPXW,SPX,20260824,20260824,C,call,7675.0,7675.000,7675000,1,1,0,,
SPXW,SPXW,SPX,20260824,20260824,P,put,7675.0,7675.000,7675000,1,1,0,,
SPXW,SPXW,SPX,20260824,20260824,C,call,7690.0,7690.000,7690000,1,1,0,,
SPXW,SPXW,SPX,20260824,20260824,C,call,7700.0,7700.000,7700000,1,1,1,2026-08-24 09:32:02,2026-08-24 09:32:02
SPXW,SPXW,SPX,20260825,20260825,P,put,7625.0,7625.000,7625000,1,1,0,,
SPXW,SPXW,SPX,20260825,20260825,P,put,7630.0,7630.000,7630000,1,1,0,,
SPXW,SPXW,SPX,20260825,20260825,P,put,7645.0,7645.000,7645000,1,1,0,,
SPXW,SPXW,SPX,20260825,20260825,P,put,7650.0,7650.000,7650000,1,1,0,,
SPXW,SPXW,SPX,20260825,20260825,C,call,7655.0,7655.000,7655000,1,1,0,,
SPXW,SPXW,SPX,20260825,20260825,P,put,7655.0,7655.000,7655000,1,1,0,,
SPXW,SPXW,SPX,20260825,20260825,C,call,7665.0,7665.000,7665000,1,1,0,,
SPXW,SPXW,SPX,20260825,20260825,C,call,7670.0,7670.000,7670000,1,1,0,,
SPXW,SPXW,SPX,20260825,20260825,P,put,7670.0,7670.000,7670000,1,1,0,,
SPXW,SPXW,SPX,20260825,20260825,C,call,7680.0,7680.000,7680000,1,1,0,,
SPXW,SPXW,SPX,20260825,20260825,C,call,7690.0,7690.000,7690000,1,1,0,,
SPXW,SPXW,SPX,20260825,20260825,C,call,7695.0,7695.000,7695000,1,1,0,,
SPXW,SPXW,SPX,20260825,20260825,C,call,7730.0,7730.000,7730000,1,1,0,,
SPXW,SPXW,SPX,20260825,20260825,C,call,7750.0,7750.000,7750000,1,1,1,2026-08-25 10:06:04,2026-08-25 10:06:04
SPXW,SPXW,SPX,20260825,20260825,C,call,7755.0,7755.000,7755000,1,1,0,,
SPXW,SPXW,SPX,20260825,20260825,C,call,7775.0,7775.000,7775000,1,1,1,2026-08-25 10:06:03,2026-08-25 10:06:03
SPXW,SPXW,SPX,20260826,20260826,P,put,7575.0,7575.000,7575000,1,1,0,,
SPXW,SPXW,SPX,20260826,20260826,P,put,7600.0,7600.000,7600000,1,1,0,,
SPXW,SPXW,SPX,20260826,20260826,P,put,7650.0,7650.000,7650000,1,1,1,2026-08-26 09:31:49,2026-08-26 09:31:49
SPXW,SPXW,SPX,20260826,20260826,P,put,7660.0,7660.000,7660000,1,1,0,,
SPXW,SPXW,SPX,20260826,20260826,C,call,7675.0,7675.000,7675000,1,1,0,,
SPXW,SPXW,SPX,20260826,20260826,P,put,7675.0,7675.000,7675000,1,1,0,,
SPXW,SPXW,SPX,20260826,20260826,C,call,7685.0,7685.000,7685000,1,1,0,,
SPXW,SPXW,SPX,20260826,20260826,P,put,7685.0,7685.000,7685000,1,1,0,,
SPXW,SPXW,SPX,20260826,20260826,C,call,7700.0,7700.000,7700000,2,2,0,,
SPXW,SPXW,SPX,20260826,20260826,C,call,7710.0,7710.000,7710000,1,1,0,,
SPXW,SPXW,SPX,20260826,20260826,C,call,7725.0,7725.000,7725000,1,1,0,,
SPXW,SPXW,SPX,20260827,20260827,P,put,7610.0,7610.000,7610000,1,1,0,,
SPXW,SPXW,SPX,20260827,20260827,P,put,7635.0,7635.000,7635000,1,1,0,,
SPXW,SPXW,SPX,20260827,20260827,P,put,7650.0,7650.000,7650000,2,2,1,2026-08-27 10:08:49,2026-08-27 10:08:49
SPXW,SPXW,SPX,20260827,20260827,C,call,7675.0,7675.000,7675000,1,1,1,2026-08-27 09:32:42,2026-08-27 09:32:42
