ts_et,und
08:30:13,7699.40
08:31:18,7698.60
08:32:22,7700.65
08:33:26,7704.40
08:34:30,7707.25
08:35:34,7705.60
08:36:38,7701.55
08:37:42,7705.95
08:38:46,7710.50
08:39:50,7711.55
08:40:55,7710.45
08:41:59,7713.75
08:43:03,7712.10
08:44:07,7711.05
08:45:11,7715.15
08:46:15,7712.75
08:47:19,7714.50
08:48:23,7714.20
08:49:27,7711.05
08:50:32,7713.60
08:51:36,7714.60
08:52:40,7715.95
08:53:44,7712.85
08:54:48,7710.30
08:55:52,7710.60
08:56:56,7709.05
08:58:00,7707.90
08:59:04,7709.75
09:00:09,7707.60
09:01:13,7702.25
09:02:17,7698.70
09:03:21,7700.05
09:04:25,7698.75
09:05:29,7698.25
09:06:33,7698.20
09:07:37,7697.40
09:08:42,7694.30
09:09:46,7694.20
09:10:50,7692.35
09:11:54,7695.00
09:12:58,7697.05
09:14:02,7698.35
09:15:06,7700.25
09:16:10,7702.05
09:17:14,7699.95
09:18:19,7699.80
09:19:23,7701.40
09:20:27,7704.45
09:21:31,7702.35
09:22:35,7703.35
09:23:39,7704.90
09:24:43,7705.30
09:25:47,7702.90
09:26:52,7704.20
09:27:56,7704.95
09:29:00,7703.05
09:30:04,7701.75
09:31:08,7704.70
09:32:12,7701.45
09:33:16,7701.50
09:34:20,7698.50
09:35:25,7697.10
09:36:29,7699.10
09:37:33,7698.30
09:38:37,7699.50
09:39:41,7697.25
09:40:45,7698.20
09:41:49,7698.60
09:42:53,7701.40
09:43:57,7698.10
09:45:02,7697.95
09:46:06,7699.95
09:47:10,7699.25
09:48:14,7700.70
09:49:18,7703.30
09:50:22,7701.30
09:51:26,7700.45
09:52:30,7699.85
09:53:34,7699.30
09:54:38,7699.55
09:55:43,7702.25
09:56:47,7699.95
09:57:51,7701.00
09:58:55,7705.55
09:59:59,7709.00
10:01:03,7711.15
10:02:07,7711.55
10:03:11,7714.50
10:04:16,7715.85
10:05:16,7721.45
10:06:20,7721.60
10:07:24,7721.85
10:08:28,7722.25
10:09:32,7724.20
10:10:36,7723.40
10:11:40,7728.70
10:12:44,7728.10
10:13:49,7730.40
10:14:53,7730.30
10:15:57,7733.55
10:17:01,7734.45
10:18:05,7733.95
10:19:09,7736.45
10:20:13,7735.00
10:21:17,7732.35
10:22:21,7734.35
10:23:26,7735.70
10:24:30,7738.05
10:25:34,7737.20
10:26:38,7739.80
10:27:42,7742.60
10:28:46,7742.65
10:29:51,7745.75
10:30:55,7747.50
10:31:55,7748.40
10:33:00,7746.60
10:34:04,7744.60
10:35:08,7746.00
10:36:12,7743.90
10:37:16,7742.95
10:38:20,7741.45
10:39:24,7742.30
10:40:28,7741.90
10:41:32,7740.50
10:42:37,7743.25
10:43:41,7744.75
10:44:45,7742.40
10:45:49,7744.65
10:46:53,7744.15
10:47:57,7744.20
10:49:01,7745.65
10:50:05,7746.45
10:51:09,7746.05
10:52:13,7748.05
10:53:18,7748.90
10:54:22,7746.60
10:55:26,7748.20
10:56:30,7746.45
10:57:34,7747.45
10:58:38,7748.65
10:59:42,7748.80
11:00:46,7747.85
11:01:51,7747.50
11:02:55,7747.75
11:03:59,7747.20
11:05:03,7744.40
11:06:07,7743.25
11:07:11,7742.60
11:08:15,7741.85
11:09:19,7742.35
11:10:24,7741.20
11:11:28,7741.55
11:12:32,7741.05
11:13:36,7740.50
11:14:40,7743.10
11:15:44,7743.20
11:16:48,7742.70
11:17:53,7743.05
11:18:57,7743.35
11:20:01,7744.10
11:21:05,7743.50
11:22:09,7744.00
11:23:13,7742.00
11:24:17,7742.25
11:25:21,7740.15
11:26:25,7740.30
11:27:29,7739.40
11:28:33,7740.60
11:29:38,7740.35
11:30:42,7741.25
11:31:46,7739.95
11:32:50,7740.00
11:33:54,7741.90
11:34:58,7741.20
11:36:02,7740.75
11:37:06,7741.45
11:38:10,7743.25
11:39:14,7745.70
11:40:18,7746.15
11:41:23,7746.95
11:42:27,7747.80
11:43:31,7747.60
11:44:35,7747.90
11:45:39,7747.50
11:46:43,7747.40
11:47:47,7748.10
11:48:51,7746.70
11:49:55,7747.15
11:51:00,7747.15
11:52:04,7745.20
11:53:08,7744.40
11:54:12,7744.25
11:55:16,7744.95
11:56:20,7744.90
11:57:24,7744.45
11:58:28,7745.90
11:59:32,7745.90
12:00:37,7745.25
12:01:41,7745.00
12:02:45,7743.35
12:03:49,7743.65
12:04:53,7744.25
12:05:57,7744.70
12:07:01,7742.85
12:08:05,7742.45
12:09:09,7741.55
12:10:13,7740.60
12:11:17,7741.10
12:12:22,7740.80
12:13:26,7740.15
12:14:30,7741.30
12:15:34,7741.85
12:16:38,7741.10
12:17:42,7741.85
12:18:46,7740.85
12:19:50,7740.00
12:20:54,7739.00
12:21:59,7738.50
12:23:03,7738.12
12:24:07,7739.10
12:25:11,7739.65
12:26:15,7740.85
12:27:19,7742.00
12:28:23,7741.55
12:29:27,7742.27
12:30:31,7744.00
12:31:36,7743.70
12:32:40,7744.70
12:33:44,7745.00
12:34:48,7745.07
12:35:52,7745.62
12:36:56,7746.40
12:38:00,7745.40
12:39:04,7745.90
12:40:08,7746.68
12:41:13,7747.35
12:42:17,7747.23
12:43:21,7746.80
12:44:25,7746.48
12:45:29,7747.52
12:46:33,7746.52
12:47:37,7746.57
12:48:41,7745.85
12:49:45,7745.35
12:50:49,7746.57
12:51:53,7748.52
12:52:58,7750.65
12:54:02,7750.38
12:55:06,7751.00
12:56:10,7750.60
12:57:14,7750.18
12:58:18,7749.43
12:59:22,7748.82
13:00:26,7751.62
13:01:31,7755.50
13:02:35,7754.35
13:03:39,7754.57
13:04:43,7753.62
13:05:47,7754.73
13:06:51,7754.62
13:07:55,7753.32
13:08:59,7753.68
13:10:03,7754.48
13:11:07,7754.68
13:12:12,7754.57
13:13:16,7753.98
13:14:20,7755.48
13:15:24,7755.07
13:16:28,7756.23
13:17:32,7756.30
13:18:36,7754.68
13:19:40,7753.18
13:20:44,7754.52
13:21:48,7754.27
13:22:53,7753.52
13:23:57,7752.48
13:25:01,7753.98
13:26:05,7754.23
13:27:09,7753.73
13:28:13,7753.93
13:29:17,7754.12
13:30:21,7753.02
13:31:25,7752.55
13:32:30,7753.32
13:33:34,7753.82
13:34:38,7754.98
13:35:42,7754.68
13:36:46,7754.73
13:37:50,7754.57
13:38:54,7754.57
13:39:58,7754.55
13:41:03,7753.57
13:42:07,7753.43
13:43:11,7752.18
13:44:15,7752.70
13:45:19,7753.05
13:46:23,7753.43
13:47:27,7752.77
13:48:31,7754.23
13:49:35,7753.57
13:50:40,7753.73
13:51:44,7752.77
13:52:48,7752.57
13:53:52,7752.62
13:54:56,7752.48
13:56:00,7751.62
13:57:04,7751.32
13:58:08,7751.12
13:59:12,7752.38
14:00:17,7752.80
14:01:21,7751.52
14:02:25,7751.57
14:03:29,7752.20
14:04:33,7752.32
14:05:37,7752.82
14:06:41,7752.57
14:07:45,7752.82
14:08:49,7752.18
14:09:54,7752.18
14:10:58,7752.57
14:12:02,7751.62
14:13:06,7751.88
14:14:10,7750.77
14:15:14,7750.32
14:16:18,7749.88
14:17:22,7750.20
14:18:26,7750.43
14:19:31,7751.77
14:20:35,7750.32
14:21:39,7751.32
14:22:43,7750.82
14:23:47,7749.98
14:24:51,7748.68
14:25:55,7749.02
14:26:59,7750.27
14:28:04,7749.82
14:29:08,7750.38
14:30:12,7750.60
14:31:16,7751.07
14:32:20,7750.73
14:33:24,7751.02
14:34:28,7751.12
14:35:32,7750.23
14:36:37,7750.73
14:37:41,7751.27
14:38:45,7751.57
14:39:49,7750.98
14:40:53,7751.38
14:41:57,7749.95
14:43:01,7749.93
14:44:05,7749.52
14:45:09,7749.98
14:46:14,7749.88
14:47:18,7749.38
14:48:22,7748.98
14:49:26,7749.02
14:50:30,7748.93
14:51:34,7748.27
14:52:38,7749.48
14:53:42,7748.57
14:54:46,7749.15
14:55:51,7747.38
14:56:55,7746.90
14:57:59,7747.49
14:59:03,7746.51
