ts_et,und
08:30:14,7785.00
08:31:18,7790.35
08:32:22,7780.30
08:33:26,7783.50
08:34:30,7783.40
08:35:34,7786.30
08:36:38,7777.45
08:37:42,7780.50
08:38:46,7783.05
08:39:50,7782.40
08:40:54,7789.50
08:41:58,7789.00
08:43:02,7788.20
08:44:06,7785.75
08:45:10,7788.10
08:46:15,7779.70
08:47:19,7780.65
08:48:23,7785.50
08:49:27,7781.55
08:50:31,7770.55
08:51:35,7773.35
08:52:39,7775.35
08:53:43,7780.05
08:54:47,7777.00
08:55:51,7780.80
08:56:55,7779.85
08:57:59,7785.70
08:59:03,7790.70
09:00:07,7787.75
09:01:12,7782.65
09:02:16,7775.50
09:03:20,7777.85
09:04:24,7778.85
09:05:28,7788.30
09:06:32,7783.60
09:07:36,7783.70
09:08:40,7784.20
09:09:45,7783.65
09:10:49,7785.50
09:11:53,7782.65
09:12:57,7782.55
09:14:01,7786.00
09:15:05,7786.75
09:16:09,7787.85
09:17:13,7784.60
09:18:17,7784.55
09:19:21,7785.40
09:20:25,7781.45
09:21:29,7779.50
09:22:33,7776.40
09:23:37,7772.70
09:24:41,7781.20
09:25:45,7785.80
09:26:49,7778.30
09:27:53,7779.40
09:28:58,7774.75
09:30:02,7771.15
09:31:06,7772.20
09:32:10,7768.95
09:33:14,7770.00
09:34:18,7773.00
09:35:22,7769.30
09:36:26,7767.90
09:37:30,7765.45
09:38:34,7767.00
09:39:38,7766.70
09:40:43,7763.25
09:41:47,7761.70
09:42:56,7766.75
09:44:00,7765.55
09:45:04,7764.10
09:46:08,7765.05
09:47:12,7768.40
09:48:16,7767.60
09:49:25,7767.75
09:50:29,7769.55
09:51:33,7764.95
09:52:37,7759.20
09:53:42,7758.80
09:54:46,7754.70
09:55:50,7754.05
09:56:54,7755.80
09:57:58,7761.15
09:59:02,7755.20
10:00:06,7759.25
10:01:10,7761.90
10:02:14,7761.20
10:03:18,7760.25
10:04:22,7758.45
10:05:26,7758.95
10:06:30,7757.10
10:07:34,7760.55
10:08:39,7758.20
10:09:43,7761.25
10:10:47,7760.00
10:11:51,7759.10
10:12:55,7758.75
10:14:00,7754.80
10:15:04,7754.70
10:16:08,7749.05
10:17:12,7749.35
10:18:22,7739.75
10:19:29,7746.15
10:20:33,7745.70
10:21:37,7748.10
10:22:41,7747.80
10:23:46,7749.40
10:24:50,7747.95
10:25:54,7743.05
10:26:58,7745.05
10:28:02,7744.05
10:29:06,7739.95
10:30:10,7741.20
10:31:14,7744.75
10:32:18,7747.90
10:33:22,7747.40
10:34:31,7746.90
10:35:35,7744.05
10:36:40,7742.95
10:37:44,7744.95
10:38:48,7744.45
10:39:52,7745.95
10:40:56,7744.10
10:42:00,7743.85
10:43:04,7746.05
10:44:08,7743.45
10:45:13,7742.65
10:46:17,7741.65
10:47:21,7741.00
10:48:25,7740.25
10:49:29,7739.00
10:50:33,7739.00
10:51:37,7736.25
10:52:41,7736.45
10:53:46,7738.55
10:54:50,7736.90
10:55:54,7735.30
10:56:58,7733.05
10:58:02,7731.05
10:59:06,7733.45
11:00:10,7730.40
11:01:14,7731.05
11:02:18,7728.15
11:03:22,7728.15
11:04:27,7732.40
11:05:31,7730.80
11:06:35,7728.00
11:07:39,7728.85
11:08:43,7726.50
11:09:47,7726.65
11:10:51,7725.50
11:11:55,7726.35
11:12:59,7725.45
11:14:03,7725.85
11:15:08,7727.50
11:16:12,7730.30
11:17:16,7732.50
11:18:20,7732.45
11:19:24,7731.35
11:20:28,7734.10
11:21:32,7738.65
11:22:36,7739.90
11:23:40,7739.25
11:24:45,7736.25
11:25:49,7738.75
11:26:53,7741.00
11:27:57,7741.95
11:29:01,7742.20
11:30:05,7745.45
11:31:09,7741.15
11:32:13,7741.20
11:33:17,7739.20
11:34:21,7738.15
11:35:26,7738.85
11:36:30,7737.70
11:37:34,7739.15
11:38:38,7741.60
11:39:42,7739.90
