strike,oi_c,oi_p,iv_c,iv_p,gamma_c,gamma_p,call_raw,put_raw,net_raw,gl_call,gl_put,gl_net
7445.0,1.0,67.0,,0.2007443743185858,0.0002202560103999046,0.0002202560103999046,0.0002202560103999046,-0.014757152696793608,-0.014536896686393703,2945.0,-197301.0,-194357.0
7450.0,60.0,993.0,,0.19684776338328358,0.00022817050751615107,0.00022817050751615107,0.013690230450969064,-0.22657331396353803,-0.21288308351256896,212025.0,-3509021.0,-3296996.0
7455.0,8.0,121.0,,0.1952118168607875,0.0002498715954709379,0.0002498715954709379,0.001998972763767503,-0.030234463051983487,-0.028235490288215984,32982.0,-498849.0,-465867.0
7460.0,78.0,271.0,,0.19126717833819915,0.00025920533094627075,0.00025920533094627075,0.02021801581380912,-0.07024464468643937,-0.05002662887263025,367511.0,-1276864.0,-909354.0
7465.0,2.0,163.0,,0.18937488219303356,0.00028267969392830185,0.00028267969392830185,0.0005653593878566037,-0.0460767901103132,-0.0455114307224566,11779.0,-960004.0,-948225.0
7470.0,146.0,312.0,,0.18538303127321884,0.0002936803916177287,0.0002936803916177287,0.04287733717618839,-0.09162828218473135,-0.048750945008542955,1031857.0,-2205065.0,-1173207.0
7475.0,175.0,4440.0,,0.18138427167016566,0.000305377827802071,0.000305377827802071,0.05344111986536242,-1.3558775554411953,-1.3024364355758329,1442951.0,-36609726.0,-35166775.0
7480.0,58.0,346.0,,0.17737831170421423,0.00031783444106066165,0.00031783444106066165,0.018434397581518377,-0.10997071660698893,-0.09153631902547055,580714.0,-3464260.0,-2883546.0
7485.0,0.0,140.0,,0.17517756946144333,0.00034609015447344376,0.00034609015447344376,0.0,-0.048452621626282125,-0.048452621626282125,0,-1649087.0,-1649087.0
7490.0,96.0,198.0,,0.17281201981422545,0.00037573240856347443,0.00037573240856347443,0.036070311222093546,-0.07439501689556793,-0.03832470567347439,1300423.0,-2682122.0,-1381699.0
7495.0,3.0,205.0,,0.16871774915385035,0.00039213379559828215,0.00039213379559828215,0.0011764013867948465,-0.08038742809764785,-0.079211026710853,47706.0,-3259891.0,-3212185.0
7500.0,253.0,834.0,,0.16461453294701137,0.00040970976459797707,0.00040970976459797707,0.1036565704432882,-0.3416979436747129,-0.2380413732314247,4619210.0,-15226960.0,-10607750.0
7505.0,7.0,298.0,,0.16202122158251833,0.0004446215774904421,0.0004446215774904421,0.0031123510424330945,-0.13249723009215175,-0.12938487904971865,148418.0,-6318358.0,-6169940.0
7510.0,177.0,295.0,,0.15786847171531027,0.000465605631027711,0.000465605631027711,0.08241219669190485,-0.13735366115317474,-0.05494146446126989,4274079.0,-7123466.0,-2849386.0
7515.0,17.0,706.0,,0.15643888622086946,0.0005210447064843449,0.0005210447064843449,0.008857760010233863,-0.3678575627779475,-0.35899980276771365,470579.0,-19542856.0,-19072277.0
7520.0,188.0,825.0,,0.15346835618897237,0.0005631007724876309,0.0005631007724876309,0.10586294522767462,-0.4645581373022955,-0.35869519207462086,5868393.0,-25752256.0,-19883863.0
7525.0,246.0,488.0,,0.15038805533151797,0.0006081381776548654,0.0006081381776548654,0.14960199170309688,-0.29677143069557427,-0.1471694389924774,8693043.0,-17244736.0,-8551693.0
7530.0,74.0,552.0,,0.1482934245388297,0.0006723914065991226,0.0006723914065991226,0.04975696408833507,-0.37116005644271566,-0.3214030923543806,2963644.0,-22107186.0,-19143541.0
7535.0,0.0,268.0,,0.14595789548661137,0.0007402835507159462,0.0007402835507159462,0.0,-0.19839599159187357,-0.19839599159187357,0,-11995928.0,-11995928.0
7540.0,618.0,191.0,,0.14340777539543353,0.0008124358362871951,0.0008124358362871951,0.5020853468254866,-0.15517524473085426,0.3469101020946323,31302022.0,-9674250.0,21627773.0
