ts_et,strike,side,bid,ask
15:59:05,7635.0,sell,37.6,38.0
15:59:05,7575.0,buy,25.4,25.9
15:59:10,7635.0,sell,37.4,37.9
15:59:10,7575.0,buy,25.5,25.8
15:59:15,7635.0,sell,37.3,37.7
15:59:15,7575.0,buy,25.4,25.7
15:59:20,7635.0,sell,37.0,37.5
15:59:20,7575.0,buy,25.2,25.6
15:59:25,7635.0,sell,37.3,37.7
15:59:25,7575.0,buy,25.4,25.8
15:59:30,7635.0,sell,37.0,37.5
15:59:30,7575.0,buy,25.2,25.5
15:59:35,7635.0,sell,37.4,37.9
15:59:35,7575.0,buy,25.4,25.8
15:59:40,7635.0,sell,37.2,37.6
15:59:40,7575.0,buy,25.3,25.6
15:59:45,7635.0,sell,38.6,39.0
15:59:45,7575.0,buy,26.2,26.6
15:59:50,7635.0,sell,37.8,38.2
15:59:50,7575.0,buy,25.6,26.2
15:59:55,7635.0,sell,37.4,38.0
15:59:55,7575.0,buy,25.4,25.8
16:00:00,7635.0,sell,35.6,37.2
16:00:00,7575.0,buy,24.0,25.4
16:00:05,7635.0,sell,36.6,37.0
16:00:05,7575.0,buy,24.8,25.2
16:00:10,7635.0,sell,36.4,36.8
16:00:10,7575.0,buy,24.6,25.0
16:00:15,7635.0,sell,36.2,36.8
16:00:15,7575.0,buy,24.6,25.0
16:00:20,7635.0,sell,36.4,36.8
16:00:20,7575.0,buy,24.8,25.1
16:00:25,7635.0,sell,36.5,36.9
16:00:25,7575.0,buy,24.8,25.2
16:00:30,7635.0,sell,36.6,37.0
16:00:30,7575.0,buy,24.9,25.2
16:00:35,7635.0,sell,36.7,37.1
16:00:35,7575.0,buy,25.0,25.3
16:00:40,7635.0,sell,36.8,37.2
16:00:40,7575.0,buy,25.0,25.3
16:00:45,7635.0,sell,36.6,37.0
16:00:45,7575.0,buy,24.9,25.2
16:00:50,7635.0,sell,36.4,36.8
16:00:50,7575.0,buy,24.8,25.1
16:00:55,7635.0,sell,36.4,36.9
16:00:55,7575.0,buy,24.8,25.2
16:01:00,7635.0,sell,36.3,36.8
16:01:00,7575.0,buy,24.7,25.1
16:01:05,7635.0,sell,36.3,36.7
16:01:05,7575.0,buy,24.7,25.0
16:01:10,7635.0,sell,36.4,36.8
16:01:10,7575.0,buy,24.7,25.1
16:01:15,7635.0,sell,36.3,36.7
16:01:15,7575.0,buy,24.7,25.0
16:01:20,7635.0,sell,36.5,36.9
16:01:20,7575.0,buy,24.8,25.2
16:01:25,7635.0,sell,36.7,37.1
16:01:25,7575.0,buy,24.9,25.3
16:01:30,7635.0,sell,36.7,37.1
16:01:30,7575.0,buy,24.9,25.3
16:01:35,7635.0,sell,36.8,37.2
16:01:35,7575.0,buy,25.0,25.4
16:01:40,7635.0,sell,36.9,37.3
16:01:40,7575.0,buy,25.1,25.4
16:01:45,7635.0,sell,36.9,37.3
16:01:45,7575.0,buy,25.1,25.4
16:01:50,7635.0,sell,36.8,37.2
16:01:50,7575.0,buy,25.0,25.4
16:01:55,7635.0,sell,36.8,37.2
16:01:55,7575.0,buy,25.0,25.4
16:02:00,7635.0,sell,36.8,37.2
16:02:00,7575.0,buy,25.0,25.4
16:02:05,7635.0,sell,36.9,37.3
16:02:05,7575.0,buy,25.1,25.4
16:02:10,7635.0,sell,37.0,37.5
16:02:10,7575.0,buy,25.3,25.6
16:02:15,7635.0,sell,37.3,37.7
16:02:15,7575.0,buy,25.4,25.7
16:02:20,7635.0,sell,37.2,37.6
16:02:20,7575.0,buy,25.3,25.7
16:02:25,7635.0,sell,37.3,37.6
16:02:25,7575.0,buy,25.4,25.7
16:02:30,7635.0,sell,37.3,37.6
16:02:30,7575.0,buy,25.4,25.7
16:02:35,7635.0,sell,37.2,37.6
16:02:35,7575.0,buy,25.3,25.7
16:02:40,7635.0,sell,37.2,37.6
16:02:40,7575.0,buy,25.3,25.6
16:02:45,7635.0,sell,37.2,37.6
16:02:45,7575.0,buy,25.3,25.7
16:02:50,7635.0,sell,37.3,37.6
16:02:50,7575.0,buy,25.4,25.7
16:02:55,7635.0,sell,37.2,37.6
16:02:55,7575.0,buy,25.3,25.7
16:03:00,7635.0,sell,37.2,37.6
16:03:00,7575.0,buy,25.4,25.7
16:03:05,7635.0,sell,37.2,37.6
16:03:05,7575.0,buy,25.3,25.7
16:03:10,7635.0,sell,37.0,37.4
16:03:10,7575.0,buy,25.2,25.5
16:03:15,7635.0,sell,37.1,37.4
16:03:15,7575.0,buy,25.3,25.6
16:03:20,7635.0,sell,37.1,37.5
16:03:20,7575.0,buy,25.3,25.6
16:03:25,7635.0,sell,37.1,37.5
16:03:25,7575.0,buy,25.2,25.6
16:03:30,7635.0,sell,37.0,37.4
16:03:30,7575.0,buy,25.2,25.5
16:03:35,7635.0,sell,37.0,37.4
16:03:35,7575.0,buy,25.2,25.5
16:03:40,7635.0,sell,37.0,37.4
16:03:40,7575.0,buy,25.2,25.6
16:03:45,7635.0,sell,37.0,37.4
16:03:45,7575.0,buy,25.2,25.6
16:03:50,7635.0,sell,37.1,37.5
16:03:50,7575.0,buy,25.3,25.6
16:03:55,7635.0,sell,37.3,37.7
16:03:55,7575.0,buy,25.4,25.7
16:04:00,7635.0,sell,37.3,37.7
16:04:00,7575.0,buy,25.4,25.7
16:04:05,7635.0,sell,37.3,37.7
16:04:05,7575.0,buy,25.4,25.8
16:04:10,7635.0,sell,37.4,37.7
16:04:10,7575.0,buy,25.4,25.8
16:04:15,7635.0,sell,37.3,37.7
16:04:15,7575.0,buy,25.4,25.8
16:04:20,7635.0,sell,37.3,37.7
16:04:20,7575.0,buy,25.4,25.7
16:04:25,7635.0,sell,37.3,37.7
16:04:25,7575.0,buy,25.4,25.8
16:04:30,7635.0,sell,37.3,37.7
16:04:30,7575.0,buy,25.4,25.8
16:04:35,7635.0,sell,37.2,37.6
16:04:35,7575.0,buy,25.4,25.7
16:04:40,7635.0,sell,37.2,37.6
16:04:40,7575.0,buy,25.4,25.7
16:04:45,7635.0,sell,37.2,37.6
16:04:45,7575.0,buy,25.3,25.7
16:04:50,7635.0,sell,37.2,37.6
16:04:50,7575.0,buy,25.3,25.7
16:04:55,7635.0,sell,37.2,37.6
16:04:55,7575.0,buy,25.3,25.7
16:05:00,7635.0,sell,37.2,37.6
16:05:00,7575.0,buy,25.3,25.7
16:05:05,7635.0,sell,37.5,37.9
16:05:05,7575.0,buy,25.6,25.9
16:05:10,7635.0,sell,37.6,37.9
16:05:10,7575.0,buy,25.6,25.9
16:05:15,7635.0,sell,37.6,37.9
16:05:15,7575.0,buy,25.6,25.9
16:05:20,7635.0,sell,37.7,38.0
16:05:20,7575.0,buy,25.7,26.0
16:05:25,7635.0,sell,37.8,38.2
16:05:25,7575.0,buy,25.8,26.1
16:05:30,7635.0,sell,37.8,38.2
16:05:30,7575.0,buy,25.7,26.1
16:05:35,7635.0,sell,38.1,38.5
16:05:35,7575.0,buy,26.0,26.4
16:05:40,7635.0,sell,38.1,38.5
16:05:40,7575.0,buy,26.0,26.3
16:05:45,7635.0,sell,38.1,38.5
16:05:45,7575.0,buy,26.0,26.3
16:05:50,7635.0,sell,38.1,38.4
16:05:50,7575.0,buy,25.9,26.3
16:05:55,7635.0,sell,38.2,38.6
16:05:55,7575.0,buy,26.1,26.4
16:06:00,7635.0,sell,38.1,38.5
16:06:00,7575.0,buy,26.0,26.3
16:06:05,7635.0,sell,38.0,38.4
16:06:05,7575.0,buy,25.9,26.3
16:06:10,7635.0,sell,38.2,38.6
16:06:10,7575.0,buy,26.0,26.4
16:06:15,7635.0,sell,37.9,38.3
16:06:15,7575.0,buy,25.8,26.2
16:06:20,7635.0,sell,37.9,38.2
16:06:20,7575.0,buy,25.8,26.1
16:06:25,7635.0,sell,37.8,38.1
16:06:25,7575.0,buy,25.8,26.1
16:06:30,7635.0,sell,37.7,38.1
16:06:30,7575.0,buy,25.7,26.0
16:06:35,7635.0,sell,37.6,38.0
16:06:35,7575.0,buy,25.6,26.0
16:06:40,7635.0,sell,37.8,38.1
16:06:40,7575.0,buy,25.7,26.1
16:06:45,7635.0,sell,37.7,38.1
16:06:45,7575.0,buy,25.7,26.0
16:06:50,7635.0,sell,37.9,38.2
16:06:50,7575.0,buy,25.8,26.1
16:06:55,7635.0,sell,37.8,38.2
16:06:55,7575.0,buy,25.8,26.1
16:07:00,7635.0,sell,37.8,38.2
16:07:00,7575.0,buy,25.8,26.1
16:07:05,7635.0,sell,37.8,38.2
16:07:05,7575.0,buy,25.8,26.1
16:07:10,7635.0,sell,37.7,38.1
16:07:10,7575.0,buy,25.7,26.0
16:07:15,7635.0,sell,37.6,38.0
16:07:15,7575.0,buy,25.6,25.9
16:07:20,7635.0,sell,37.6,38.0
16:07:20,7575.0,buy,25.6,25.9
16:07:25,7635.0,sell,37.5,37.9
16:07:25,7575.0,buy,25.5,25.8
16:07:30,7635.0,sell,37.5,37.9
16:07:30,7575.0,buy,25.5,25.8
16:07:35,7635.0,sell,37.6,38.0
16:07:35,7575.0,buy,25.6,25.9
16:07:40,7635.0,sell,37.5,37.9
16:07:40,7575.0,buy,25.5,25.9
16:07:45,7635.0,sell,37.5,37.9
16:07:45,7575.0,buy,25.5,25.8
16:07:50,7635.0,sell,37.4,37.8
16:07:50,7575.0,buy,25.4,25.8
16:07:55,7635.0,sell,37.4,37.7
16:07:55,7575.0,buy,25.4,25.8
16:08:00,7635.0,sell,37.3,37.7
16:08:00,7575.0,buy,25.4,25.7
16:08:05,7635.0,sell,37.3,37.7
16:08:05,7575.0,buy,25.4,25.7
16:08:10,7635.0,sell,37.3,37.7
16:08:10,7575.0,buy,25.4,25.7
16:08:15,7635.0,sell,37.2,37.6
16:08:15,7575.0,buy,25.3,25.7
16:08:20,7635.0,sell,37.2,37.6
16:08:20,7575.0,buy,25.3,25.6
16:08:25,7635.0,sell,37.2,37.6
16:08:25,7575.0,buy,25.3,25.6
16:08:30,7635.0,sell,37.4,37.7
16:08:30,7575.0,buy,25.4,25.7
16:08:35,7635.0,sell,37.3,37.7
16:08:35,7575.0,buy,25.4,25.7
16:08:40,7635.0,sell,37.3,37.7
16:08:40,7575.0,buy,25.4,25.7
16:08:45,7635.0,sell,37.3,37.6
16:08:45,7575.0,buy,25.3,25.7
16:08:50,7635.0,sell,37.2,37.6
16:08:50,7575.0,buy,25.3,25.7
16:08:55,7635.0,sell,37.3,37.6
16:08:55,7575.0,buy,25.4,25.7
16:09:00,7635.0,sell,37.3,37.7
16:09:00,7575.0,buy,25.4,25.7
16:09:05,7635.0,sell,37.2,37.6
16:09:05,7575.0,buy,25.3,25.6
16:09:10,7635.0,sell,37.1,37.5
16:09:10,7575.0,buy,25.2,25.6
16:09:15,7635.0,sell,37.1,37.5
16:09:15,7575.0,buy,25.3,25.6
16:09:20,7635.0,sell,37.1,37.5
16:09:20,7575.0,buy,25.2,25.6
16:09:25,7635.0,sell,37.1,37.5
16:09:25,7575.0,buy,25.2,25.6
16:09:30,7635.0,sell,37.2,37.6
16:09:30,7575.0,buy,25.3,25.6
16:09:35,7635.0,sell,37.2,37.6
16:09:35,7575.0,buy,25.3,25.7
16:09:40,7635.0,sell,37.2,37.6
16:09:40,7575.0,buy,25.3,25.6
16:09:45,7635.0,sell,37.2,37.6
16:09:45,7575.0,buy,25.3,25.6
16:09:50,7635.0,sell,37.2,37.6
16:09:50,7575.0,buy,25.3,25.6
16:09:55,7635.0,sell,37.2,37.5
16:09:55,7575.0,buy,25.3,25.6
16:10:00,7635.0,sell,37.2,37.5
16:10:00,7575.0,buy,25.3,25.6
16:10:05,7635.0,sell,37.2,37.5
16:10:05,7575.0,buy,25.3,25.6
16:10:10,7635.0,sell,37.1,37.5
16:10:10,7575.0,buy,25.2,25.6
16:10:15,7635.0,sell,37.1,37.5
16:10:15,7575.0,buy,25.2,25.5
16:10:20,7635.0,sell,37.1,37.5
16:10:20,7575.0,buy,25.2,25.6
16:10:25,7635.0,sell,37.2,37.6
16:10:25,7575.0,buy,25.3,25.6
16:10:30,7635.0,sell,37.2,37.6
16:10:30,7575.0,buy,25.3,25.7
16:10:35,7635.0,sell,37.2,37.6
16:10:35,7575.0,buy,25.3,25.6
16:10:40,7635.0,sell,37.3,37.6
16:10:40,7575.0,buy,25.3,25.7
16:10:45,7635.0,sell,37.3,37.6
16:10:45,7575.0,buy,25.3,25.7
16:10:51,7635.0,sell,37.3,37.6
16:10:51,7575.0,buy,25.3,25.7
16:10:56,7635.0,sell,37.2,37.5
16:10:56,7575.0,buy,25.3,25.6
16:11:01,7635.0,sell,37.1,37.5
16:11:01,7575.0,buy,25.2,25.6
16:11:06,7635.0,sell,37.1,37.5
16:11:06,7575.0,buy,25.2,25.5
16:11:11,7635.0,sell,37.1,37.5
16:11:11,7575.0,buy,25.2,25.6
16:11:16,7635.0,sell,37.1,37.5
16:11:16,7575.0,buy,25.2,25.6
16:11:21,7635.0,sell,37.0,37.4
16:11:21,7575.0,buy,25.2,25.5
16:11:26,7635.0,sell,37.0,37.4
16:11:26,7575.0,buy,25.1,25.5
16:11:31,7635.0,sell,37.0,37.3
16:11:31,7575.0,buy,25.1,25.4
16:11:36,7635.0,sell,37.0,37.3
16:11:36,7575.0,buy,25.1,25.4
16:11:41,7635.0,sell,37.1,37.5
16:11:41,7575.0,buy,25.2,25.5
16:11:46,7635.0,sell,37.1,37.5
16:11:46,7575.0,buy,25.2,25.5
16:11:51,7635.0,sell,37.0,37.4
16:11:51,7575.0,buy,25.1,25.5
16:11:56,7635.0,sell,37.0,37.4
16:11:56,7575.0,buy,25.1,25.5
16:12:01,7635.0,sell,37.1,37.5
16:12:01,7575.0,buy,25.2,25.6
16:12:06,7635.0,sell,37.2,37.6
16:12:06,7575.0,buy,25.3,25.6
16:12:11,7635.0,sell,37.1,37.5
16:12:11,7575.0,buy,25.2,25.6
16:12:16,7635.0,sell,37.1,37.5
16:12:16,7575.0,buy,25.2,25.5
16:12:21,7635.0,sell,37.0,37.4
16:12:21,7575.0,buy,25.2,25.5
16:12:26,7635.0,sell,37.1,37.5
16:12:26,7575.0,buy,25.2,25.6
16:12:31,7635.0,sell,37.1,37.5
16:12:31,7575.0,buy,25.2,25.6
16:12:36,7635.0,sell,37.2,37.6
16:12:36,7575.0,buy,25.3,25.6
16:12:41,7635.0,sell,37.3,37.7
16:12:41,7575.0,buy,25.3,25.7
16:12:46,7635.0,sell,37.3,37.7
16:12:46,7575.0,buy,25.3,25.7
16:12:51,7635.0,sell,37.3,37.7
16:12:51,7575.0,buy,25.3,25.7
16:12:56,7635.0,sell,37.4,37.8
16:12:56,7575.0,buy,25.4,25.8
16:13:01,7635.0,sell,37.4,37.8
16:13:01,7575.0,buy,25.4,25.8
16:13:06,7635.0,sell,37.2,37.6
16:13:06,7575.0,buy,25.3,25.6
16:13:11,7635.0,sell,37.2,37.6
16:13:11,7575.0,buy,25.3,25.6
16:13:16,7635.0,sell,37.1,37.5
16:13:16,7575.0,buy,25.2,25.6
16:13:21,7635.0,sell,37.1,37.5
16:13:21,7575.0,buy,25.2,25.5
16:13:26,7635.0,sell,37.0,37.4
16:13:26,7575.0,buy,25.1,25.5
16:13:31,7635.0,sell,37.1,37.4
16:13:31,7575.0,buy,25.2,25.5
16:13:36,7635.0,sell,37.1,37.5
16:13:36,7575.0,buy,25.2,25.6
16:13:41,7635.0,sell,37.1,37.5
16:13:41,7575.0,buy,25.2,25.6
16:13:46,7635.0,sell,37.1,37.5
16:13:46,7575.0,buy,25.2,25.6
16:13:51,7635.0,sell,37.2,37.6
16:13:51,7575.0,buy,25.2,25.6
16:13:56,7635.0,sell,37.2,37.6
16:13:56,7575.0,buy,25.2,25.6
16:14:01,7635.0,sell,37.2,37.6
16:14:01,7575.0,buy,25.2,25.6
16:14:06,7635.0,sell,37.2,37.6
16:14:06,7575.0,buy,25.2,25.6
16:14:11,7635.0,sell,37.2,37.6
16:14:11,7575.0,buy,25.2,25.6
16:14:16,7635.0,sell,37.3,37.7
16:14:16,7575.0,buy,25.3,25.7
16:14:21,7635.0,sell,37.3,37.6
16:14:21,7575.0,buy,25.3,25.6
16:14:26,7635.0,sell,37.3,37.7
16:14:26,7575.0,buy,25.3,25.7
16:14:31,7635.0,sell,37.5,37.8
16:14:31,7575.0,buy,25.4,25.8
16:14:36,7635.0,sell,37.2,37.6
16:14:36,7575.0,buy,25.2,25.6
16:14:41,7635.0,sell,37.3,37.7
16:14:41,7575.0,buy,25.3,25.7
16:14:46,7635.0,sell,37.3,37.7
16:14:46,7575.0,buy,25.3,25.7
16:14:51,7635.0,sell,37.4,37.7
16:14:51,7575.0,buy,25.4,25.7
16:14:56,7635.0,sell,37.4,37.8
16:14:56,7575.0,buy,25.4,25.8
16:15:01,7635.0,sell,37.4,37.8
16:15:01,7575.0,buy,25.4,25.8
