ts_et,spot,expiry,strike,right,bid,ask
2026-09-17 09:30:36,7639.4,20260917,7725.0,P,87.6,92.4
2026-09-17 09:30:36,7639.4,20260917,7725.0,C,0.15,0.2
2026-09-17 09:30:36,7639.4,20260917,7730.0,P,92.0,93.1
2026-09-17 09:30:36,7639.4,20260917,7730.0,C,0.15,0.2
2026-09-17 09:30:36,7639.4,20260917,7735.0,P,97.0,98.1
2026-09-17 09:30:36,7639.4,20260917,7735.0,C,0.1,0.15
2026-09-17 09:30:45,7638.0,20260917,7450.0,P,0.15,0.2
2026-09-17 09:30:45,7638.0,20260917,7450.0,C,187.4,189.2
2026-09-17 09:30:45,7638.0,20260917,7475.0,P,0.2,0.25
2026-09-17 09:30:45,7638.0,20260917,7475.0,C,163.1,163.6
2026-09-17 09:30:45,7638.0,20260917,7500.0,P,0.3,0.35
2026-09-17 09:30:45,7638.0,20260917,7500.0,C,132.9,138.7
2026-09-17 09:30:45,7638.0,20260917,7525.0,P,0.45,0.5
2026-09-17 09:30:45,7638.0,20260917,7525.0,C,109.7,113.8
2026-09-17 09:30:45,7638.0,20260917,7545.0,P,0.7,0.8
2026-09-17 09:30:45,7638.0,20260917,7545.0,C,93.6,94.2
2026-09-17 09:30:45,7638.0,20260917,7550.0,P,0.8,0.85
2026-09-17 09:30:45,7638.0,20260917,7550.0,C,88.4,89.2
2026-09-17 09:30:45,7638.0,20260917,7555.0,P,0.9,1.0
2026-09-17 09:30:45,7638.0,20260917,7555.0,C,83.9,84.4
2026-09-17 09:30:45,7638.0,20260917,7560.0,P,1.05,1.15
2026-09-17 09:30:45,7638.0,20260917,7560.0,C,79.0,79.6
2026-09-17 09:30:45,7638.0,20260917,7565.0,P,1.2,1.3
2026-09-17 09:30:45,7638.0,20260917,7565.0,C,74.0,74.6
2026-09-17 09:30:45,7638.0,20260917,7570.0,P,1.4,1.5
2026-09-17 09:30:45,7638.0,20260917,7570.0,C,69.2,69.8
2026-09-17 09:30:45,7638.0,20260917,7575.0,P,1.65,1.75
2026-09-17 09:30:45,7638.0,20260917,7575.0,C,64.2,65.0
2026-09-17 09:30:45,7638.0,20260917,7580.0,P,1.95,2.0
2026-09-17 09:30:45,7638.0,20260917,7580.0,C,59.9,60.4
2026-09-17 09:30:45,7638.0,20260917,7585.0,P,2.25,2.35
2026-09-17 09:30:45,7638.0,20260917,7585.0,C,55.2,55.8
2026-09-17 09:30:45,7638.0,20260917,7590.0,P,2.65,2.75
2026-09-17 09:30:45,7638.0,20260917,7590.0,C,50.3,51.0
2026-09-17 09:30:45,7638.0,20260917,7595.0,P,3.1,3.3
2026-09-17 09:30:45,7638.0,20260917,7595.0,C,46.1,46.6
2026-09-17 09:30:45,7638.0,20260917,7600.0,P,3.8,3.9
2026-09-17 09:30:45,7638.0,20260917,7600.0,C,41.4,41.7
2026-09-17 09:30:45,7638.0,20260917,7605.0,P,4.5,4.6
2026-09-17 09:30:45,7638.0,20260917,7605.0,C,37.0,37.4
2026-09-17 09:30:45,7638.0,20260917,7610.0,P,5.3,5.5
2026-09-17 09:30:45,7638.0,20260917,7610.0,C,32.9,33.2
2026-09-17 09:30:45,7638.0,20260917,7615.0,P,6.3,6.5
2026-09-17 09:30:45,7638.0,20260917,7615.0,C,28.9,29.2
2026-09-17 09:30:45,7638.0,20260917,7620.0,P,7.5,7.6
2026-09-17 09:30:45,7638.0,20260917,7620.0,C,25.1,25.4
2026-09-17 09:30:45,7638.0,20260917,7625.0,P,8.8,8.9
2026-09-17 09:30:45,7638.0,20260917,7625.0,C,21.6,21.9
2026-09-17 09:30:45,7638.0,20260917,7630.0,P,10.4,10.6
2026-09-17 09:30:45,7638.0,20260917,7630.0,C,18.4,18.6
2026-09-17 09:30:45,7638.0,20260917,7635.0,P,10.6,10.8
2026-09-17 09:30:45,7638.0,20260917,7635.0,C,16.8,17.0
2026-09-17 09:30:45,7638.0,20260917,7640.0,P,12.9,13.3
2026-09-17 09:30:45,7638.0,20260917,7640.0,C,13.6,13.7
2026-09-17 09:30:45,7638.0,20260917,7645.0,P,15.2,15.5
2026-09-17 09:30:45,7638.0,20260917,7645.0,C,11.0,11.1
2026-09-17 09:30:45,7638.0,20260917,7650.0,P,19.8,20.1
2026-09-17 09:30:45,7638.0,20260917,7650.0,C,7.8,7.9
2026-09-17 09:30:45,7638.0,20260917,7655.0,P,23.0,23.3
2026-09-17 09:30:45,7638.0,20260917,7655.0,C,6.0,6.1
2026-09-17 09:30:45,7638.0,20260917,7660.0,P,26.4,26.9
2026-09-17 09:30:45,7638.0,20260917,7660.0,C,4.5,4.7
2026-09-17 09:30:45,7638.0,20260917,7665.0,P,30.3,30.8
2026-09-17 09:30:45,7638.0,20260917,7665.0,C,3.4,3.5
2026-09-17 09:30:45,7638.0,20260917,7670.0,P,34.3,34.9
2026-09-17 09:30:45,7638.0,20260917,7670.0,C,2.45,2.55
2026-09-17 09:30:45,7638.0,20260917,7675.0,P,38.6,39.4
2026-09-17 09:30:45,7638.0,20260917,7675.0,C,1.8,1.85
2026-09-17 09:30:45,7638.0,20260917,7680.0,P,43.4,44.0
2026-09-17 09:30:45,7638.0,20260917,7680.0,C,1.3,1.35
2026-09-17 09:30:45,7638.0,20260917,7685.0,P,47.7,48.6
2026-09-17 09:30:45,7638.0,20260917,7685.0,C,0.95,1.0
2026-09-17 09:30:45,7638.0,20260917,7690.0,P,52.5,53.4
2026-09-17 09:30:45,7638.0,20260917,7690.0,C,0.7,0.75
2026-09-17 09:30:45,7638.0,20260917,7695.0,P,57.3,58.2
2026-09-17 09:30:45,7638.0,20260917,7695.0,C,0.55,0.6
2026-09-17 09:30:45,7638.0,20260917,7700.0,P,62.2,63.1
2026-09-17 09:30:45,7638.0,20260917,7700.0,C,0.4,0.45
2026-09-17 09:30:45,7638.0,20260917,7705.0,P,67.1,68.0
2026-09-17 09:30:45,7638.0,20260917,7705.0,C,0.3,0.4
2026-09-17 09:30:45,7638.0,20260917,7710.0,P,72.0,72.9
2026-09-17 09:30:45,7638.0,20260917,7710.0,C,0.25,0.3
2026-09-17 09:30:45,7638.0,20260917,7715.0,P,77.0,77.9
2026-09-17 09:30:45,7638.0,20260917,7715.0,C,0.2,0.25
2026-09-17 09:30:45,7638.0,20260917,7720.0,P,81.9,82.9
2026-09-17 09:30:45,7638.0,20260917,7720.0,C,0.2,0.25
2026-09-17 09:30:45,7638.0,20260917,7725.0,P,87.2,87.8
2026-09-17 09:30:45,7638.0,20260917,7725.0,C,0.15,0.2
2026-09-17 09:30:45,7638.0,20260917,7730.0,P,91.9,93.3
2026-09-17 09:30:45,7638.0,20260917,7730.0,C,0.15,0.2
2026-09-17 09:30:45,7638.0,20260917,7735.0,P,96.8,98.2
2026-09-17 09:30:45,7638.0,20260917,7735.0,C,0.1,0.15
2026-09-17 09:30:55,7640.4,20260917,7450.0,P,0.15,0.2
2026-09-17 09:30:55,7640.4,20260917,7450.0,C,187.5,190.3
2026-09-17 09:30:55,7640.4,20260917,7475.0,P,0.2,0.25
2026-09-17 09:30:55,7640.4,20260917,7475.0,C,163.3,165.4
2026-09-17 09:30:55,7640.4,20260917,7500.0,P,0.3,0.35
2026-09-17 09:30:55,7640.4,20260917,7500.0,C,138.2,139.0
2026-09-17 09:30:55,7640.4,20260917,7525.0,P,0.45,0.5
2026-09-17 09:30:55,7640.4,20260917,7525.0,C,113.5,115.5
2026-09-17 09:30:55,7640.4,20260917,7545.0,P,0.65,0.75
2026-09-17 09:30:55,7640.4,20260917,7545.0,C,93.7,95.0
2026-09-17 09:30:55,7640.4,20260917,7550.0,P,0.75,0.85
2026-09-17 09:30:55,7640.4,20260917,7550.0,C,88.9,90.1
2026-09-17 09:30:55,7640.4,20260917,7555.0,P,0.85,0.95
2026-09-17 09:30:55,7640.4,20260917,7555.0,C,84.0,85.2
2026-09-17 09:30:55,7640.4,20260917,7560.0,P,1.0,1.1
2026-09-17 09:30:55,7640.4,20260917,7560.0,C,79.1,80.0
2026-09-17 09:30:55,7640.4,20260917,7565.0,P,1.15,1.25
2026-09-17 09:30:55,7640.4,20260917,7565.0,C,74.3,75.5
2026-09-17 09:30:55,7640.4,20260917,7570.0,P,1.35,1.4
2026-09-17 09:30:55,7640.4,20260917,7570.0,C,69.4,70.6
2026-09-17 09:30:55,7640.4,20260917,7575.0,P,1.55,1.65
2026-09-17 09:30:55,7640.4,20260917,7575.0,C,64.7,65.8
2026-09-17 09:30:55,7640.4,20260917,7580.0,P,1.8,1.9
2026-09-17 09:30:55,7640.4,20260917,7580.0,C,60.0,60.5
2026-09-17 09:30:55,7640.4,20260917,7585.0,P,2.15,2.25
2026-09-17 09:30:55,7640.4,20260917,7585.0,C,55.5,56.0
2026-09-17 09:30:55,7640.4,20260917,7590.0,P,2.5,2.6
2026-09-17 09:30:55,7640.4,20260917,7590.0,C,50.9,51.4
2026-09-17 09:30:55,7640.4,20260917,7595.0,P,3.0,3.1
2026-09-17 09:30:55,7640.4,20260917,7595.0,C,47.1,50.7
2026-09-17 09:30:55,7640.4,20260917,7600.0,P,3.2,3.3
2026-09-17 09:30:55,7640.4,20260917,7600.0,C,43.3,44.1
2026-09-17 09:30:55,7640.4,20260917,7605.0,P,3.8,4.0
2026-09-17 09:30:55,7640.4,20260917,7605.0,C,39.1,39.8
2026-09-17 09:30:55,7640.4,20260917,7610.0,P,4.5,4.7
2026-09-17 09:30:55,7640.4,20260917,7610.0,C,34.8,35.4
2026-09-17 09:30:55,7640.4,20260917,7615.0,P,5.4,5.6
2026-09-17 09:30:55,7640.4,20260917,7615.0,C,30.7,31.4
2026-09-17 09:30:55,7640.4,20260917,7620.0,P,6.5,6.7
2026-09-17 09:30:55,7640.4,20260917,7620.0,C,26.8,27.4
2026-09-17 09:30:55,7640.4,20260917,7625.0,P,7.7,7.9
2026-09-17 09:30:55,7640.4,20260917,7625.0,C,23.2,23.4
2026-09-17 09:30:55,7640.4,20260917,7630.0,P,9.2,9.4
2026-09-17 09:30:55,7640.4,20260917,7630.0,C,19.7,20.1
2026-09-17 09:30:55,7640.4,20260917,7635.0,P,10.6,10.8
2026-09-17 09:30:55,7640.4,20260917,7635.0,C,16.7,17.0
2026-09-17 09:30:55,7640.4,20260917,7640.0,P,12.6,12.8
2026-09-17 09:30:55,7640.4,20260917,7640.0,C,13.7,13.9
2026-09-17 09:30:55,7640.4,20260917,7645.0,P,14.7,14.9
2026-09-17 09:30:55,7640.4,20260917,7645.0,C,11.3,11.5
2026-09-17 09:30:55,7640.4,20260917,7650.0,P,18.1,18.3
2026-09-17 09:30:55,7640.4,20260917,7650.0,C,8.5,8.8
2026-09-17 09:30:55,7640.4,20260917,7655.0,P,21.1,21.4
2026-09-17 09:30:55,7640.4,20260917,7655.0,C,6.6,6.8
2026-09-17 09:30:55,7640.4,20260917,7660.0,P,24.5,24.9
2026-09-17 09:30:55,7640.4,20260917,7660.0,C,5.0,5.2
2026-09-17 09:30:55,7640.4,20260917,7665.0,P,27.9,28.6
2026-09-17 09:30:55,7640.4,20260917,7665.0,C,3.7,3.8
2026-09-17 09:30:55,7640.4,20260917,7670.0,P,31.8,32.6
2026-09-17 09:30:55,7640.4,20260917,7670.0,C,2.65,2.8
2026-09-17 09:30:55,7640.4,20260917,7675.0,P,36.2,36.8
2026-09-17 09:30:55,7640.4,20260917,7675.0,C,1.9,2.0
2026-09-17 09:30:55,7640.4,20260917,7680.0,P,40.8,41.3
2026-09-17 09:30:55,7640.4,20260917,7680.0,C,1.4,1.45
2026-09-17 09:30:55,7640.4,20260917,7685.0,P,45.0,45.9
2026-09-17 09:30:55,7640.4,20260917,7685.0,C,1.0,1.1
2026-09-17 09:30:55,7640.4,20260917,7690.0,P,50.0,50.6
2026-09-17 09:30:55,7640.4,20260917,7690.0,C,0.75,0.8
2026-09-17 09:30:55,7640.4,20260917,7695.0,P,55.0,55.5
2026-09-17 09:30:55,7640.4,20260917,7695.0,C,0.55,0.65
2026-09-17 09:30:55,7640.4,20260917,7700.0,P,59.3,60.3
2026-09-17 09:30:55,7640.4,20260917,7700.0,C,0.45,0.5
2026-09-17 09:30:55,7640.4,20260917,7705.0,P,64.2,65.2
2026-09-17 09:30:55,7640.4,20260917,7705.0,C,0.35,0.4
2026-09-17 09:30:55,7640.4,20260917,7710.0,P,69.7,70.2
2026-09-17 09:30:55,7640.4,20260917,7710.0,C,0.25,0.3
2026-09-17 09:30:55,7640.4,20260917,7715.0,P,74.6,75.1
2026-09-17 09:30:55,7640.4,20260917,7715.0,C,0.2,0.25
2026-09-17 09:30:55,7640.4,20260917,7720.0,P,79.6,80.1
2026-09-17 09:30:55,7640.4,20260917,7720.0,C,0.15,0.25
2026-09-17 09:30:55,7640.4,20260917,7725.0,P,84.6,85.1
2026-09-17 09:30:55,7640.4,20260917,7725.0,C,0.15,0.2
2026-09-17 09:30:55,7640.4,20260917,7730.0,P,88.9,90.3
2026-09-17 09:30:55,7640.4,20260917,7730.0,C,0.15,0.2
2026-09-17 09:30:55,7640.4,20260917,7735.0,P,93.9,95.3
2026-09-17 09:30:55,7640.4,20260917,7735.0,C,0.1,0.15
2026-09-17 09:31:05,7641.35,20260917,7450.0,P,0.15,0.2
2026-09-17 09:31:05,7641.35,20260917,7450.0,C,183.9,192.2
2026-09-17 09:31:05,7641.35,20260917,7475.0,P,0.2,0.25
2026-09-17 09:31:05,7641.35,20260917,7475.0,C,165.2,166.6
2026-09-17 09:31:05,7641.35,20260917,7500.0,P,0.25,0.3
2026-09-17 09:31:05,7641.35,20260917,7500.0,C,141.1,141.6
2026-09-17 09:31:05,7641.35,20260917,7525.0,P,0.4,0.45
2026-09-17 09:31:05,7641.35,20260917,7525.0,C,115.4,116.8
2026-09-17 09:31:05,7641.35,20260917,7545.0,P,0.6,0.65
2026-09-17 09:31:05,7641.35,20260917,7545.0,C,96.4,97.0
2026-09-17 09:31:05,7641.35,20260917,7550.0,P,0.7,0.75
2026-09-17 09:31:05,7641.35,20260917,7550.0,C,91.5,92.2
2026-09-17 09:31:05,7641.35,20260917,7555.0,P,0.75,0.85
2026-09-17 09:31:05,7641.35,20260917,7555.0,C,86.6,87.2
2026-09-17 09:31:05,7641.35,20260917,7560.0,P,0.9,0.95
2026-09-17 09:31:05,7641.35,20260917,7560.0,C,81.7,82.4
2026-09-17 09:31:05,7641.35,20260917,7565.0,P,1.0,1.1
2026-09-17 09:31:05,7641.35,20260917,7565.0,C,76.8,77.4
2026-09-17 09:31:05,7641.35,20260917,7570.0,P,1.15,1.25
2026-09-17 09:31:05,7641.35,20260917,7570.0,C,71.9,72.6
2026-09-17 09:31:05,7641.35,20260917,7575.0,P,1.35,1.45
2026-09-17 09:31:05,7641.35,20260917,7575.0,C,67.2,67.8
2026-09-17 09:31:05,7641.35,20260917,7580.0,P,1.6,1.65
2026-09-17 09:31:05,7641.35,20260917,7580.0,C,62.4,63.0
2026-09-17 09:31:05,7641.35,20260917,7585.0,P,1.85,1.95
2026-09-17 09:31:05,7641.35,20260917,7585.0,C,57.7,58.4
2026-09-17 09:31:05,7641.35,20260917,7590.0,P,2.2,2.25
2026-09-17 09:31:05,7641.35,20260917,7590.0,C,53.1,53.6
2026-09-17 09:31:05,7641.35,20260917,7595.0,P,2.65,2.7
2026-09-17 09:31:05,7641.35,20260917,7595.0,C,48.5,49.0
2026-09-17 09:31:05,7641.35,20260917,7600.0,P,3.1,3.3
2026-09-17 09:31:05,7641.35,20260917,7600.0,C,44.1,44.7
2026-09-17 09:31:05,7641.35,20260917,7605.0,P,3.7,3.9
2026-09-17 09:31:05,7641.35,20260917,7605.0,C,39.8,40.3
2026-09-17 09:31:05,7641.35,20260917,7610.0,P,4.5,4.6
2026-09-17 09:31:05,7641.35,20260917,7610.0,C,35.5,36.0
2026-09-17 09:31:05,7641.35,20260917,7615.0,P,5.3,5.5
2026-09-17 09:31:05,7641.35,20260917,7615.0,C,31.4,31.8
2026-09-17 09:31:05,7641.35,20260917,7620.0,P,6.3,6.5
2026-09-17 09:31:05,7641.35,20260917,7620.0,C,27.4,27.9
2026-09-17 09:31:05,7641.35,20260917,7625.0,P,7.6,7.7
2026-09-17 09:31:05,7641.35,20260917,7625.0,C,23.7,23.9
2026-09-17 09:31:05,7641.35,20260917,7630.0,P,9.0,9.1
2026-09-17 09:31:05,7641.35,20260917,7630.0,C,20.1,20.3
2026-09-17 09:31:05,7641.35,20260917,7635.0,P,11.0,11.1
2026-09-17 09:31:05,7641.35,20260917,7635.0,C,16.3,16.5
2026-09-17 09:31:05,7641.35,20260917,7640.0,P,13.0,13.2
2026-09-17 09:31:05,7641.35,20260917,7640.0,C,13.3,13.4
2026-09-17 09:31:05,7641.35,20260917,7645.0,P,15.7,15.8
2026-09-17 09:31:05,7641.35,20260917,7645.0,C,10.6,10.7
2026-09-17 09:31:05,7641.35,20260917,7650.0,P,17.6,17.8
2026-09-17 09:31:05,7641.35,20260917,7650.0,C,8.8,9.0
2026-09-17 09:31:05,7641.35,20260917,7655.0,P,20.7,20.8
2026-09-17 09:31:05,7641.35,20260917,7655.0,C,6.8,7.0
2026-09-17 09:31:05,7641.35,20260917,7660.0,P,23.7,24.2
2026-09-17 09:31:05,7641.35,20260917,7660.0,C,5.1,5.3
2026-09-17 09:31:05,7641.35,20260917,7665.0,P,27.4,27.9
2026-09-17 09:31:05,7641.35,20260917,7665.0,C,3.8,4.0
2026-09-17 09:31:05,7641.35,20260917,7670.0,P,31.3,31.9
2026-09-17 09:31:05,7641.35,20260917,7670.0,C,2.8,2.9
2026-09-17 09:31:05,7641.35,20260917,7675.0,P,36.8,37.4
2026-09-17 09:31:05,7641.35,20260917,7675.0,C,1.9,1.95
2026-09-17 09:31:05,7641.35,20260917,7680.0,P,41.2,41.9
2026-09-17 09:31:05,7641.35,20260917,7680.0,C,1.35,1.4
2026-09-17 09:31:05,7641.35,20260917,7685.0,P,45.8,46.5
2026-09-17 09:31:05,7641.35,20260917,7685.0,C,1.0,1.05
2026-09-17 09:31:05,7641.35,20260917,7690.0,P,50.6,51.3
2026-09-17 09:31:05,7641.35,20260917,7690.0,C,0.75,0.8
2026-09-17 09:31:05,7641.35,20260917,7695.0,P,55.4,56.1
2026-09-17 09:31:05,7641.35,20260917,7695.0,C,0.55,0.6
2026-09-17 09:31:05,7641.35,20260917,7700.0,P,60.2,61.0
2026-09-17 09:31:05,7641.35,20260917,7700.0,C,0.4,0.45
2026-09-17 09:31:05,7641.35,20260917,7705.0,P,65.2,65.9
2026-09-17 09:31:05,7641.35,20260917,7705.0,C,0.35,0.4
2026-09-17 09:31:05,7641.35,20260917,7710.0,P,70.2,70.7
2026-09-17 09:31:05,7641.35,20260917,7710.0,C,0.25,0.3
2026-09-17 09:31:05,7641.35,20260917,7715.0,P,75.1,75.6
2026-09-17 09:31:05,7641.35,20260917,7715.0,C,0.2,0.25
2026-09-17 09:31:05,7641.35,20260917,7720.0,P,80.1,80.5
2026-09-17 09:31:05,7641.35,20260917,7720.0,C,0.15,0.2
2026-09-17 09:31:05,7641.35,20260917,7725.0,P,85.1,85.5
2026-09-17 09:31:05,7641.35,20260917,7725.0,C,0.15,0.2
2026-09-17 09:31:05,7641.35,20260917,7730.0,P,89.1,90.8
2026-09-17 09:31:05,7641.35,20260917,7730.0,C,0.15,0.2
2026-09-17 09:31:05,7641.35,20260917,7735.0,P,94.1,95.8
2026-09-17 09:31:05,7641.35,20260917,7735.0,C,0.1,0.15
2026-09-17 09:31:15,7639.1,20260917,7450.0,P,0.15,0.2
2026-09-17 09:31:15,7639.1,20260917,7450.0,C,189.9,191.7
2026-09-17 09:31:15,7639.1,20260917,7475.0,P,0.2,0.25
2026-09-17 09:31:15,7639.1,20260917,7475.0,C,164.9,166.0
2026-09-17 09:31:15,7639.1,20260917,7500.0,P,0.25,0.3
2026-09-17 09:31:15,7639.1,20260917,7500.0,C,140.4,141.1
2026-09-17 09:31:15,7639.1,20260917,7525.0,P,0.4,0.45
2026-09-17 09:31:15,7639.1,20260917,7525.0,C,115.1,116.2
2026-09-17 09:31:15,7639.1,20260917,7545.0,P,0.6,0.7
2026-09-17 09:31:15,7639.1,20260917,7545.0,C,95.9,96.4
2026-09-17 09:31:15,7639.1,20260917,7550.0,P,0.7,0.75
2026-09-17 09:31:15,7639.1,20260917,7550.0,C,91.0,91.6
2026-09-17 09:31:15,7639.1,20260917,7555.0,P,0.8,0.85
2026-09-17 09:31:15,7639.1,20260917,7555.0,C,86.1,86.6
2026-09-17 09:31:15,7639.1,20260917,7560.0,P,0.9,1.0
2026-09-17 09:31:15,7639.1,20260917,7560.0,C,81.2,81.8
2026-09-17 09:31:15,7639.1,20260917,7565.0,P,1.05,1.1
2026-09-17 09:31:15,7639.1,20260917,7565.0,C,76.1,77.0
2026-09-17 09:31:15,7639.1,20260917,7570.0,P,1.2,1.3
2026-09-17 09:31:15,7639.1,20260917,7570.0,C,71.5,72.0
2026-09-17 09:31:15,7639.1,20260917,7575.0,P,1.4,1.5
2026-09-17 09:31:15,7639.1,20260917,7575.0,C,66.7,67.2
2026-09-17 09:31:15,7639.1,20260917,7580.0,P,1.65,1.75
2026-09-17 09:31:15,7639.1,20260917,7580.0,C,61.8,62.6
2026-09-17 09:31:15,7639.1,20260917,7585.0,P,1.95,2.0
2026-09-17 09:31:15,7639.1,20260917,7585.0,C,57.3,57.6
2026-09-17 09:31:15,7639.1,20260917,7590.0,P,2.3,2.4
2026-09-17 09:31:15,7639.1,20260917,7590.0,C,52.6,53.0
2026-09-17 09:31:15,7639.1,20260917,7595.0,P,2.7,2.8
2026-09-17 09:31:15,7639.1,20260917,7595.0,C,48.0,48.4
2026-09-17 09:31:15,7639.1,20260917,7600.0,P,3.3,3.5
2026-09-17 09:31:15,7639.1,20260917,7600.0,C,42.4,42.9
2026-09-17 09:31:15,7639.1,20260917,7605.0,P,4.0,4.1
