entry,exp,adte,vix,bucket,spot,credit,pnl,coll,breach,yr
2021-11-29,2021-12-06,7.0,22.96,3 20-30,4653.77,229.37499999999997,221.37499999999997,4770.625,0,2021
2021-12-06,2021-12-13,7.0,27.18,3 20-30,4590.38,233.12499999999997,225.12499999999997,4766.875,0,2021
2021-12-13,2021-12-20,7.0,20.31,3 20-30,4668.46,213.125,205.125,4786.875,0,2021
2021-12-20,2021-12-27,7.0,22.87,3 20-30,4567.88,202.5,-1954.4999999999784,4797.5,1,2021
2021-12-28,2022-01-03,6.0,17.54,2 15-20,4787.26,177.5,169.5,4822.5,0,2021
2022-01-04,2022-01-10,6.0,16.91,2 15-20,4793.19,137.5,114.50000000003638,4862.5,1,2022
2022-01-11,2022-01-18,7.0,18.41,2 15-20,4713.53,298.12500000000006,290.12500000000006,4701.875,0,2022
2022-01-18,2022-01-24,6.0,22.79,3 20-30,4578.88,370.00000000000006,362.00000000000006,5130.0,0,2022
2022-01-25,2022-01-31,6.0,31.16,4 >30,4358.03,354.9999999999999,346.9999999999999,4645.0,0,2022
2022-02-01,2022-02-07,6.0,21.96,3 20-30,4544.95,284.99999999999994,276.99999999999994,4715.0,0,2022
2022-02-08,2022-02-14,6.0,21.44,3 20-30,4521.73,279.375,271.375,4720.625,0,2022
2022-02-15,2022-02-22,7.0,25.7,3 20-30,4470.7,233.12499999999997,225.12499999999997,4766.875,0,2022
2022-02-22,2022-02-28,6.0,28.81,3 20-30,4304.93,332.49999999999994,324.49999999999994,4667.5,0,2022
2022-03-01,2022-03-07,6.0,33.32,4 >30,4305.46,281.87500000000017,273.87500000000017,5218.125,0,2022
2022-03-08,2022-03-16,7.96,35.13,4 >30,4171.57,396.875,388.875,7103.125,0,2022
2022-03-15,2022-03-21,6.0,29.83,3 20-30,4262.67,415.00000000000006,407.00000000000006,4585.0,0,2022
2022-03-22,2022-03-28,6.0,22.94,3 20-30,4512.2,233.12499999999997,225.12499999999997,4766.875,0,2022
2022-03-29,2022-04-04,6.0,18.9,2 15-20,4631.25,290.62500000000006,282.62500000000006,4709.375,0,2022
2022-04-05,2022-04-11,6.0,21.03,3 20-30,4525.68,118.75,110.75,4881.25,0,2022
2022-04-12,2022-04-18,6.0,24.26,3 20-30,4398.02,135.62500000000003,127.62500000000003,4864.375,0,2022
2022-04-19,2022-04-26,7.0,21.37,3 20-30,4464.5,229.37499999999997,-4778.625,4770.625,1,2022
2022-04-26,2022-05-03,7.0,33.52,4 >30,4176.07,430.00000000000006,422.00000000000006,9570.0,0,2022
2022-05-18,2022-05-25,7.0,30.96,4 >30,3925.31,255.00000000000006,247.00000000000006,4745.0,0,2022
2022-05-25,2022-06-01,7.0,28.37,3 20-30,3978.39,321.25,313.25,4678.75,0,2022
2022-06-01,2022-06-08,7.0,25.69,3 20-30,4101.0,353.74999999999994,345.74999999999994,4646.25,0,2022
2022-06-08,2022-06-15,7.0,23.96,3 20-30,4115.98,487.5,-4520.5,4512.5,1,2022
2022-06-15,2022-06-22,7.0,29.62,3 20-30,3790.26,583.1250000000001,575.1250000000001,4416.875,0,2022
2022-06-23,2022-06-30,7.0,29.05,3 20-30,3795.96,350.62499999999994,342.62499999999994,4649.375,0,2022
2022-07-01,2022-07-08,7.0,26.7,3 20-30,3826.19,245.62499999999997,237.62499999999997,4754.375,0,2022
2022-07-08,2022-07-15,7.0,24.64,3 20-30,3899.18,265.6249999999999,257.6249999999999,4734.375,0,2022
2022-07-15,2022-07-22,7.0,24.23,3 20-30,3863.62,262.5,254.5,4737.5,0,2022
2022-07-22,2022-07-29,7.0,23.03,3 20-30,3962.25,442.5,434.5,4557.5,0,2022
2022-07-29,2022-08-05,7.0,21.33,3 20-30,4130.48,263.75,255.75,4736.25,0,2022
2022-08-05,2022-08-12,7.0,21.15,3 20-30,4145.76,320.0,312.0,4680.0,0,2022
2022-08-12,2022-08-19,7.0,19.53,2 15-20,4279.31,259.375,251.375,4740.625,0,2022
2022-08-19,2022-08-26,7.0,20.6,3 20-30,4228.6,258.125,79.12499999999635,4741.875,1,2022
2022-08-26,2022-09-02,7.0,25.56,3 20-30,4058.29,348.12500000000006,340.12500000000006,4651.875,0,2022
2022-09-02,2022-09-09,7.0,25.47,3 20-30,3925.29,283.75000000000006,275.75000000000006,4716.25,0,2022
2022-09-09,2022-09-16,7.0,22.79,3 20-30,4067.62,316.24999999999994,-1363.74999999998,4683.75,1,2022
2022-09-16,2022-09-23,7.0,26.3,3 20-30,3873.28,551.25,543.25,4448.75,0,2022
2022-09-23,2022-09-30,7.0,29.92,3 20-30,3695.49,545.625,537.625,4454.375,0,2022
2022-09-30,2022-10-07,7.0,31.62,4 >30,3589.7,233.74999999999986,225.74999999999986,4766.25,0,2022
2022-10-07,2022-10-14,7.0,31.36,4 >30,3640.38,258.75000000000006,250.75000000000006,5241.25,0,2022
2022-10-14,2022-10-21,7.0,32.02,4 >30,3585.73,162.50000000000006,154.50000000000006,4837.5,0,2022
2022-10-21,2022-10-28,7.0,29.69,3 20-30,3753.07,419.37500000000006,411.37500000000006,4580.625,0,2022
2022-10-28,2022-11-04,7.0,25.75,3 20-30,3901.38,699.375,691.375,4300.625,0,2022
2022-11-04,2022-11-11,7.04,24.55,3 20-30,3770.42,738.1249999999998,-3490.875000000004,4261.875000000001,1,2022
2022-11-11,2022-11-18,7.0,22.52,3 20-30,3992.21,346.25000000000006,338.25000000000006,4653.75,0,2022
2022-11-18,2022-11-25,7.0,23.12,3 20-30,3967.12,125.00000000000003,117.00000000000003,4875.0,0,2022
2022-11-25,2022-12-02,7.0,20.5,3 20-30,4026.12,213.75000000000003,205.75000000000003,4786.25,0,2022
2022-12-02,2022-12-09,7.0,19.06,2 15-20,4071.55,245.00000000000003,-326.99999999998727,4755.0,1,2022
2022-12-19,2022-12-27,8.0,22.42,3 20-30,3817.98,208.75000000000003,200.75000000000003,4791.25,0,2022
2023-01-04,2023-01-11,7.0,22.01,3 20-30,3853.39,265.625,257.625,4734.375,0,2023
2023-01-11,2023-01-18,7.0,21.09,3 20-30,3969.31,543.7499999999998,535.7499999999998,4456.25,0,2023
2023-01-19,2023-01-26,7.0,20.52,3 20-30,3899.16,206.87499999999997,-319.1249999999837,4793.125,1,2023
2023-01-26,2023-02-02,7.0,18.73,2 15-20,4060.18,881.25,347.2499999999782,4118.75,1,2023
2023-02-02,2023-02-09,7.0,18.73,2 15-20,4180.26,675.625,667.625,4324.375,0,2023
2023-02-09,2023-02-16,7.0,20.71,3 20-30,4081.89,703.1249999999998,695.1249999999998,4296.875,0,2023
2023-02-16,2023-02-23,7.0,20.17,3 20-30,4090.92,311.25,303.25,5188.75,0,2023
2023-02-24,2023-03-03,7.0,21.67,3 20-30,3970.42,206.87500000000006,198.87500000000006,4793.125,0,2023
2023-03-03,2023-03-10,7.0,18.49,2 15-20,4046.21,564.3750000000001,-4443.625,4435.625,1,2023
2023-03-10,2023-03-17,6.96,24.8,3 20-30,3861.68,453.125,445.125,4546.875,0,2023
2023-03-17,2023-03-24,7.0,25.51,3 20-30,3916.87,546.25,538.25,4453.75,0,2023
2023-03-24,2023-03-31,7.0,21.74,3 20-30,3971.35,357.5,349.5,4642.5,0,2023
2023-03-31,2023-04-06,6.0,18.7,2 15-20,4109.88,290.625,282.625,4709.375,0,2023
2023-04-10,2023-04-17,7.0,18.97,2 15-20,4107.95,332.5,324.5,5667.5,0,2023
2023-04-17,2023-04-24,7.0,16.95,2 15-20,4151.72,178.125,170.125,5321.875,0,2023
2023-04-24,2023-05-01,7.0,16.89,2 15-20,4136.58,228.12500000000006,220.12500000000006,4771.875,0,2023
2023-05-01,2023-05-08,7.0,16.08,2 15-20,4167.33,408.74999999999994,400.74999999999994,4591.25,0,2023
2023-05-08,2023-05-15,7.0,16.98,2 15-20,4137.75,309.9999999999999,301.9999999999999,4690.0,0,2023
2023-05-15,2023-05-22,7.0,17.12,2 15-20,4137.24,200.0,192.0,4800.0,0,2023
2023-05-22,2023-05-30,8.0,17.21,2 15-20,4192.65,248.75000000000003,240.75000000000003,5251.25,0,2023
2023-05-30,2023-06-06,7.0,17.46,2 15-20,4205.47,328.74999999999994,320.74999999999994,4671.25,0,2023
2023-06-06,2023-06-13,7.0,13.96,1 <15,4283.47,283.75000000000006,275.75000000000006,4716.25,0,2023
2023-06-13,2023-06-20,7.0,14.61,1 <15,4369.3,347.50000000000006,339.50000000000006,4652.5,0,2023
2023-06-21,2023-06-28,7.0,13.2,1 <15,4365.45,271.87500000000006,263.87500000000006,4728.125,0,2023
2023-06-28,2023-07-05,7.0,13.43,1 <15,4377.51,159.375,151.375,4840.625,0,2023
2023-07-06,2023-07-13,7.0,15.44,2 15-20,4411.58,279.375,271.375,4720.625,0,2023
2023-07-13,2023-07-20,7.0,13.61,1 <15,4509.62,225.0,217.0,4775.0,0,2023
2023-07-20,2023-07-27,7.0,13.99,1 <15,4536.2,393.75,385.75,4606.25,0,2023
2023-07-27,2023-08-03,7.0,14.41,1 <15,4537.82,298.1250000000001,290.1250000000001,4701.875,0,2023
2023-08-03,2023-08-10,7.0,15.92,2 15-20,4501.06,375.6249999999999,367.6249999999999,4624.375,0,2023
2023-08-10,2023-08-17,7.0,15.85,2 15-20,4469.23,408.125,400.125,4591.875,0,2023
2023-08-17,2023-08-24,7.0,17.89,2 15-20,4369.74,422.49999999999994,414.49999999999994,4577.5,0,2023
2023-08-24,2023-08-31,7.0,17.2,2 15-20,4375.7,400.62499999999994,-527.3749999999818,4599.375,1,2023
2023-08-31,2023-09-07,7.0,13.57,1 <15,4509.2,199.99999999999994,191.99999999999994,4800.0,0,2023
2023-09-08,2023-09-15,7.0,13.84,1 <15,4457.83,228.74999999999997,220.74999999999997,4771.25,0,2023
2023-09-15,2023-09-22,7.0,13.79,1 <15,4449.99,321.875,-2553.1250000000073,4678.125,1,2023
2023-09-22,2023-09-29,7.0,17.2,2 15-20,4321.33,462.5,454.5,4537.5,0,2023
2023-09-29,2023-10-06,7.0,17.52,2 15-20,4286.6,487.5,479.5,4512.5,0,2023
2023-10-06,2023-10-13,7.0,17.45,2 15-20,4307.68,439.99999999999994,431.99999999999994,4560.0,0,2023
2023-10-13,2023-10-20,7.0,19.32,2 15-20,4327.02,305.625,297.625,4694.375,0,2023
2023-10-20,2023-10-27,7.0,21.71,3 20-30,4223.52,233.74999999999994,225.74999999999994,4766.25,0,2023
2023-10-27,2023-11-03,7.0,21.27,3 20-30,4118.31,382.5000000000001,-4625.5,4617.5,1,2023
2023-11-03,2023-11-10,7.04,14.91,1 <15,4358.2,328.74999999999994,320.74999999999994,4671.25,0,2023
2023-11-10,2023-11-17,7.0,14.17,1 <15,4415.26,280.62500000000006,272.62500000000006,4719.375,0,2023
2023-11-17,2023-11-24,7.0,13.8,1 <15,4513.7,123.12500000000001,115.12500000000001,4876.875,0,2023
2023-11-27,2023-12-04,7.0,12.69,1 <15,4550.75,163.125,155.125,4836.875,0,2023
2023-12-04,2023-12-11,7.0,13.08,1 <15,4569.87,284.99999999999994,276.99999999999994,4715.0,0,2023
2023-12-11,2023-12-18,7.0,12.63,1 <15,4622.68,490.625,-1563.3750000000036,5009.375,1,2023
2023-12-18,2023-12-26,8.0,12.56,1 <15,4740.46,143.12500000000003,135.12500000000003,4856.875,0,2023
