ts_et,strike,side,bid,ask
16:07:39,7225.0,sell,14.7,15.0
16:07:44,7325.0,buy,25.2,25.5
16:07:44,7225.0,sell,14.7,15.0
16:07:49,7325.0,buy,25.2,25.5
16:07:49,7225.0,sell,14.7,15.0
16:07:54,7325.0,buy,25.2,25.5
16:07:54,7225.0,sell,14.7,15.0
16:07:59,7325.0,buy,25.2,25.6
16:07:59,7225.0,sell,14.7,15.0
16:08:04,7325.0,buy,25.2,25.5
16:08:04,7225.0,sell,14.7,15.0
16:08:09,7325.0,buy,25.2,25.5
16:08:09,7225.0,sell,14.7,15.0
16:08:14,7325.0,buy,25.2,25.5
16:08:14,7225.0,sell,14.7,15.0
16:08:19,7325.0,buy,25.2,25.5
16:08:19,7225.0,sell,14.7,14.9
16:08:24,7325.0,buy,25.2,25.5
16:08:24,7225.0,sell,14.7,14.9
16:08:29,7325.0,buy,25.1,25.4
16:08:29,7225.0,sell,14.6,14.9
16:08:34,7325.0,buy,25.1,25.4
16:08:34,7225.0,sell,14.6,14.9
16:08:39,7325.0,buy,25.1,25.4
16:08:39,7225.0,sell,14.6,14.9
16:08:44,7325.0,buy,25.0,25.3
16:08:44,7225.0,sell,14.6,14.8
16:08:49,7325.0,buy,25.0,25.3
16:08:49,7225.0,sell,14.5,14.8
16:08:54,7325.0,buy,25.0,25.3
16:08:54,7225.0,sell,14.6,14.8
16:08:59,7325.0,buy,25.0,25.3
16:08:59,7225.0,sell,14.6,14.8
16:09:04,7325.0,buy,25.1,25.4
16:09:04,7225.0,sell,14.6,14.9
16:09:09,7325.0,buy,25.1,25.4
16:09:09,7225.0,sell,14.6,14.9
16:09:14,7325.0,buy,25.1,25.4
16:09:14,7225.0,sell,14.6,14.9
16:09:19,7325.0,buy,25.0,25.3
16:09:19,7225.0,sell,14.6,14.8
16:09:24,7325.0,buy,25.0,25.3
16:09:24,7225.0,sell,14.6,14.8
16:09:29,7325.0,buy,25.0,25.3
16:09:29,7225.0,sell,14.6,14.8
16:09:34,7325.0,buy,25.0,25.3
16:09:34,7225.0,sell,14.6,14.8
16:09:39,7325.0,buy,25.0,25.3
16:09:39,7225.0,sell,14.5,14.8
16:09:44,7325.0,buy,25.0,25.3
16:09:44,7225.0,sell,14.5,14.8
16:09:49,7325.0,buy,25.0,25.2
16:09:49,7225.0,sell,14.5,14.8
16:09:54,7325.0,buy,25.0,25.4
16:09:54,7225.0,sell,14.5,14.8
16:09:59,7325.0,buy,25.0,25.3
16:09:59,7225.0,sell,14.6,14.8
16:10:04,7325.0,buy,25.1,25.4
16:10:04,7225.0,sell,14.6,14.9
16:10:09,7325.0,buy,25.1,25.4
16:10:09,7225.0,sell,14.6,14.9
16:10:14,7325.0,buy,25.1,25.4
16:10:14,7225.0,sell,14.6,14.9
16:10:19,7325.0,buy,25.2,25.5
16:10:19,7225.0,sell,14.7,14.9
16:10:24,7325.0,buy,25.2,25.5
16:10:24,7225.0,sell,14.7,14.9
16:10:29,7325.0,buy,25.3,25.6
16:10:29,7225.0,sell,14.7,15.0
16:10:34,7325.0,buy,25.3,25.6
16:10:34,7225.0,sell,14.7,15.0
16:10:39,7325.0,buy,25.3,25.6
16:10:39,7225.0,sell,14.7,15.0
16:10:44,7325.0,buy,25.2,25.5
16:10:44,7225.0,sell,14.7,14.9
16:10:49,7325.0,buy,25.2,25.5
16:10:49,7225.0,sell,14.7,14.9
16:10:54,7325.0,buy,25.2,25.5
16:10:54,7225.0,sell,14.7,15.0
16:10:59,7325.0,buy,25.2,25.5
16:10:59,7225.0,sell,14.7,15.0
16:11:04,7325.0,buy,25.2,25.5
16:11:04,7225.0,sell,14.7,14.9
16:11:09,7325.0,buy,25.2,25.5
16:11:09,7225.0,sell,14.7,15.0
16:11:15,7325.0,buy,25.3,25.5
16:11:15,7225.0,sell,14.7,14.9
16:11:20,7325.0,buy,25.3,25.5
16:11:20,7225.0,sell,14.7,14.9
16:11:25,7325.0,buy,25.3,25.6
16:11:25,7225.0,sell,14.7,15.0
16:11:30,7325.0,buy,25.4,25.6
16:11:30,7225.0,sell,14.8,15.0
16:11:35,7325.0,buy,25.4,25.8
16:11:35,7225.0,sell,14.8,15.1
16:11:40,7325.0,buy,25.4,25.7
16:11:40,7225.0,sell,14.8,15.1
16:11:45,7325.0,buy,25.4,25.7
16:11:45,7225.0,sell,14.8,15.1
16:11:50,7325.0,buy,25.4,25.7
16:11:50,7225.0,sell,14.8,15.1
16:11:55,7325.0,buy,25.4,25.7
16:11:55,7225.0,sell,14.8,15.1
16:12:00,7325.0,buy,25.4,25.8
16:12:00,7225.0,sell,14.9,15.1
16:12:05,7325.0,buy,25.4,25.7
16:12:05,7225.0,sell,14.8,15.1
16:12:10,7325.0,buy,25.4,25.7
16:12:10,7225.0,sell,14.8,15.1
16:12:15,7325.0,buy,25.4,25.8
16:12:15,7225.0,sell,14.9,15.1
16:12:20,7325.0,buy,25.4,25.7
16:12:20,7225.0,sell,14.8,15.1
16:12:25,7325.0,buy,25.5,25.8
16:12:25,7225.0,sell,14.9,15.2
16:12:30,7325.0,buy,25.4,25.8
16:12:30,7225.0,sell,14.8,15.1
16:12:35,7325.0,buy,25.4,25.8
16:12:35,7225.0,sell,14.8,15.1
16:12:40,7325.0,buy,25.4,25.7
16:12:40,7225.0,sell,14.8,15.1
16:12:45,7325.0,buy,25.4,25.7
16:12:45,7225.0,sell,14.8,15.1
16:12:50,7325.0,buy,25.3,25.6
16:12:50,7225.0,sell,14.8,15.1
16:12:55,7325.0,buy,25.2,25.6
16:12:55,7225.0,sell,14.7,15.0
16:13:00,7325.0,buy,25.2,25.6
16:13:00,7225.0,sell,14.7,15.0
16:13:05,7325.0,buy,25.2,25.5
16:13:05,7225.0,sell,14.7,15.0
16:13:10,7325.0,buy,25.2,25.5
16:13:10,7225.0,sell,14.7,15.0
16:13:15,7325.0,buy,25.2,25.5
16:13:15,7225.0,sell,14.7,15.0
16:13:20,7325.0,buy,25.2,25.5
16:13:20,7225.0,sell,14.7,15.0
16:13:25,7325.0,buy,25.2,25.5
16:13:25,7225.0,sell,14.7,15.0
16:13:30,7325.0,buy,25.2,25.5
16:13:30,7225.0,sell,14.7,15.0
16:13:35,7325.0,buy,25.1,25.5
16:13:35,7225.0,sell,14.7,15.0
16:13:40,7325.0,buy,25.2,25.5
16:13:40,7225.0,sell,14.7,15.0
16:13:45,7325.0,buy,25.2,25.5
16:13:45,7225.0,sell,14.7,15.0
16:13:50,7325.0,buy,25.2,25.5
16:13:50,7225.0,sell,14.7,15.0
16:13:55,7325.0,buy,25.2,25.5
16:13:55,7225.0,sell,14.7,15.0
16:14:00,7325.0,buy,25.2,25.5
16:14:00,7225.0,sell,14.7,15.0
16:14:05,7325.0,buy,25.1,25.5
16:14:05,7225.0,sell,14.7,15.0
16:14:10,7325.0,buy,25.2,25.5
16:14:10,7225.0,sell,14.7,15.0
16:14:15,7325.0,buy,25.1,25.5
16:14:15,7225.0,sell,14.7,15.0
16:14:20,7325.0,buy,25.1,25.5
16:14:20,7225.0,sell,14.7,15.0
16:14:25,7325.0,buy,25.1,25.4
16:14:25,7225.0,sell,14.7,14.9
16:14:30,7325.0,buy,25.1,25.4
16:14:30,7225.0,sell,14.7,14.9
16:14:35,7325.0,buy,25.1,25.4
16:14:35,7225.0,sell,14.7,15.0
16:14:40,7325.0,buy,25.2,25.5
16:14:40,7225.0,sell,14.7,15.0
16:14:45,7325.0,buy,25.2,25.5
16:14:45,7225.0,sell,14.7,15.0
16:14:50,7325.0,buy,25.1,25.4
16:14:50,7225.0,sell,14.7,15.0
16:14:55,7325.0,buy,25.1,25.4
16:14:55,7225.0,sell,14.7,15.0
16:15:00,7325.0,buy,25.2,25.5
16:15:00,7225.0,sell,14.7,15.0
