book,trade_id,strategy,source,structure,occ_root,leg_idx,side,right,strike,expiry,qty,entry_dt_ct,exit_dt_ct,fill_model,close_reason,credit,exit_cost
SPX,auto_20260812_090624,openfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7740.0,20260812,1,2026-08-12 09:06,2026-08-12 09:17,paper_fill,level ACCEPTED: spot 7748 held above the 7740 short strike for 10min (>10) — the wall we sold did not hold,11.0,11.6
SPX,auto_20260812_090703,gx_bcs,auto_trigger,vertical 25pt,SPXW,0,buy,C,7825.0,20260812,1,2026-08-12 09:07,2026-08-12 16:00,cash_settle,expired,0.45,0.0
SPX,auto_20260812_090703,gx_bcs,auto_trigger,vertical 25pt,SPXW,1,sell,C,7800.0,20260812,1,2026-08-12 09:07,2026-08-12 16:00,cash_settle,expired,0.45,0.0
SPX,auto_20260813_083113,eodic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7650.0,20260813,1,2026-08-13 08:31,2026-08-13 16:00,cash_settle,expired,0.09999999999999998,0.0
SPX,auto_20260813_083113,eodic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7675.0,20260813,1,2026-08-13 08:31,2026-08-13 16:00,cash_settle,expired,0.09999999999999998,0.0
SPX,auto_20260813_083134,eodic_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7845.0,20260813,1,2026-08-13 08:31,2026-08-13 16:00,cash_settle,expired,0.35,0.0
SPX,auto_20260813_083134,eodic_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7820.0,20260813,1,2026-08-13 08:31,2026-08-13 16:00,cash_settle,expired,0.35,0.0
SPX,auto_20260813_083155,eodfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7725.0,20260813,1,2026-08-13 08:31,2026-08-13 16:00,cash_settle,expired,3.45,0.0
SPX,auto_20260813_083155,eodfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7750.0,20260813,1,2026-08-13 08:31,2026-08-13 16:00,cash_settle,expired,3.45,0.0
SPX,auto_20260813_083216,eodfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7775.0,20260813,1,2026-08-13 08:32,2026-08-13 08:44,paper_fill,level ACCEPTED: spot 7781 held above the 7750 short strike for 10min (>10) — the wall we sold did not hold,15.0,19.1
SPX,auto_20260813_083216,eodfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7750.0,20260813,1,2026-08-13 08:32,2026-08-13 08:44,paper_fill,level ACCEPTED: spot 7781 held above the 7750 short strike for 10min (>10) — the wall we sold did not hold,15.0,19.1
SPX,auto_20260813_083238,openic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7670.0,20260813,1,2026-08-13 08:32,2026-08-13 16:00,cash_settle,expired,0.2,0.0
SPX,auto_20260813_083238,openic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7695.0,20260813,1,2026-08-13 08:32,2026-08-13 16:00,cash_settle,expired,0.2,0.0
SPX,auto_20260813_083305,openfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7740.0,20260813,1,2026-08-13 08:33,2026-08-13 16:00,cash_settle,expired,6.2,0.0
SPX,auto_20260813_083305,openfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7765.0,20260813,1,2026-08-13 08:33,2026-08-13 16:00,cash_settle,expired,6.2,0.0
SPX,auto_20260813_083327,openfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7790.0,20260813,1,2026-08-13 08:33,2026-08-13 08:44,paper_fill,level ACCEPTED: spot 7781 held above the 7765 short strike for 10min (>10) — the wall we sold did not hold,10.5,13.7
SPX,auto_20260813_083327,openfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7765.0,20260813,1,2026-08-13 08:33,2026-08-13 08:44,paper_fill,level ACCEPTED: spot 7781 held above the 7765 short strike for 10min (>10) — the wall we sold did not hold,10.5,13.7
SPX,auto_20260813_083347,gx_bps,auto_trigger,vertical 25pt,SPXW,0,buy,P,7700.0,20260813,1,2026-08-13 08:33,2026-08-13 16:00,cash_settle,expired,0.85,0.0
SPX,auto_20260813_083347,gx_bps,auto_trigger,vertical 25pt,SPXW,1,sell,P,7725.0,20260813,1,2026-08-13 08:33,2026-08-13 16:00,cash_settle,expired,0.85,0.0
SPX,auto_20260813_083408,gx_bcs,auto_trigger,vertical 25pt,SPXW,0,buy,C,7775.0,20260813,1,2026-08-13 08:34,2026-08-13 08:44,paper_fill,level ACCEPTED: spot 7781 held above the 7750 short strike for 10min (>10) — the wall we sold did not hold,16.6,19.0
SPX,auto_20260813_083408,gx_bcs,auto_trigger,vertical 25pt,SPXW,1,sell,C,7750.0,20260813,1,2026-08-13 08:34,2026-08-13 08:44,paper_fill,level ACCEPTED: spot 7781 held above the 7750 short strike for 10min (>10) — the wall we sold did not hold,16.6,19.0
SPX,auto_20260814_083031,eodic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7700.0,20260814,1,2026-08-14 08:30,2026-08-14 16:00,cash_settle,expired,0.2,0.0
SPX,auto_20260814_083031,eodic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7725.0,20260814,1,2026-08-14 08:30,2026-08-14 16:00,cash_settle,expired,0.2,0.0
SPX,auto_20260814_083052,eodic_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7895.0,20260814,1,2026-08-14 08:30,2026-08-14 16:00,cash_settle,expired,0.15,0.0
SPX,auto_20260814_083052,eodic_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7870.0,20260814,1,2026-08-14 08:30,2026-08-14 16:00,cash_settle,expired,0.15,0.0
SPX,auto_20260814_083129,eodfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7775.0,20260814,1,2026-08-14 08:31,2026-08-14 09:30,paper_fill,level ACCEPTED: spot 7794 held below the 7800 short strike for 10min (>10) — the wall we sold did not hold,6.7,9.2
SPX,auto_20260814_083129,eodfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7800.0,20260814,1,2026-08-14 08:31,2026-08-14 09:30,paper_fill,level ACCEPTED: spot 7794 held below the 7800 short strike for 10min (>10) — the wall we sold did not hold,6.7,9.2
SPX,auto_20260814_083150,eodfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7825.0,20260814,1,2026-08-14 08:31,2026-08-14 08:49,paper_fill,level ACCEPTED: spot 7803 held above the 7800 short strike for 10min (>10) — the wall we sold did not hold,9.3,9.4
SPX,auto_20260814_083150,eodfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7800.0,20260814,1,2026-08-14 08:31,2026-08-14 08:49,paper_fill,level ACCEPTED: spot 7803 held above the 7800 short strike for 10min (>10) — the wall we sold did not hold,9.3,9.4
SPX,auto_20260814_090523,openic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7710.0,20260814,1,2026-08-14 09:05,2026-08-14 16:00,cash_settle,expired,0.1,0.0
SPX,auto_20260814_090523,openic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7735.0,20260814,1,2026-08-14 09:05,2026-08-14 16:00,cash_settle,expired,0.1,0.0
SPX,auto_20260814_090604,openfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7785.0,20260814,1,2026-08-14 09:06,2026-08-14 09:17,paper_fill,level ACCEPTED: spot 7804 held below the 7810 short strike for 10min (>10) — the wall we sold did not hold,7.05,9.3
SPX,auto_20260814_090604,openfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7810.0,20260814,1,2026-08-14 09:06,2026-08-14 09:17,paper_fill,level ACCEPTED: spot 7804 held below the 7810 short strike for 10min (>10) — the wall we sold did not hold,7.05,9.3
SPX,auto_20260814_090625,openfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7835.0,20260814,1,2026-08-14 09:06,2026-08-14 16:00,cash_settle,expired,7.15,0.0
SPX,auto_20260814_090625,openfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7810.0,20260814,1,2026-08-14 09:06,2026-08-14 16:00,cash_settle,expired,7.15,0.0
SPX,auto_20260814_090705,gx_bcs,auto_trigger,vertical 25pt,SPXW,0,buy,C,7825.0,20260814,1,2026-08-14 09:07,2026-08-14 09:17,paper_fill,level ACCEPTED: spot 7804 held above the 7800 short strike for 10min (>10) — the wall we sold did not hold,11.3,9.55
SPX,auto_20260814_090705,gx_bcs,auto_trigger,vertical 25pt,SPXW,1,sell,C,7800.0,20260814,1,2026-08-14 09:07,2026-08-14 09:17,paper_fill,level ACCEPTED: spot 7804 held above the 7800 short strike for 10min (>10) — the wall we sold did not hold,11.3,9.55
SPX,auto_20260817_083046,eodic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7685.0,20260817,1,2026-08-17 08:30,2026-08-17 16:00,cash_settle,expired,0.2,0.0
SPX,auto_20260817_083046,eodic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7710.0,20260817,1,2026-08-17 08:30,2026-08-17 16:00,cash_settle,expired,0.2,0.0
SPX,auto_20260817_083125,eodfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7760.0,20260817,1,2026-08-17 08:31,2026-08-17 08:45,paper_fill,level ACCEPTED: spot 7776 held below the 7785 short strike for 10min (>10) — the wall we sold did not hold,6.05,9.4
SPX,auto_20260817_083125,eodfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7785.0,20260817,1,2026-08-17 08:31,2026-08-17 08:45,paper_fill,level ACCEPTED: spot 7776 held below the 7785 short strike for 10min (>10) — the wall we sold did not hold,6.05,9.4
SPX,auto_20260817_083202,eodfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7810.0,20260817,1,2026-08-17 08:32,2026-08-17 16:00,cash_settle,expired,8.5,0.0
SPX,auto_20260817_083202,eodfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7785.0,20260817,1,2026-08-17 08:32,2026-08-17 16:00,cash_settle,expired,8.5,0.0
SPX,auto_20260817_083223,openic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7690.0,20260817,1,2026-08-17 08:32,2026-08-17 16:00,cash_settle,expired,0.25,0.0
SPX,auto_20260817_083223,openic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7715.0,20260817,1,2026-08-17 08:32,2026-08-17 16:00,cash_settle,expired,0.25,0.0
SPX,auto_20260817_083304,openfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7760.0,20260817,1,2026-08-17 08:33,2026-08-17 08:45,paper_fill,level ACCEPTED: spot 7776 held below the 7785 short strike for 10min (>10) — the wall we sold did not hold,8.4,9.4
SPX,auto_20260817_083304,openfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7785.0,20260817,1,2026-08-17 08:33,2026-08-17 08:45,paper_fill,level ACCEPTED: spot 7776 held below the 7785 short strike for 10min (>10) — the wall we sold did not hold,8.4,9.4
SPX,auto_20260817_083325,openfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7810.0,20260817,1,2026-08-17 08:33,2026-08-17 16:00,cash_settle,expired,6.65,0.0
SPX,auto_20260817_083325,openfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7785.0,20260817,1,2026-08-17 08:33,2026-08-17 16:00,cash_settle,expired,6.65,0.0
SPX,auto_20260817_083345,gx_bps,auto_trigger,vertical 25pt,SPXW,0,buy,P,7750.0,20260817,1,2026-08-17 08:33,2026-08-17 09:52,paper_fill,level ACCEPTED: spot 7774 held below the 7775 short strike for 53min (>10) — the wall we sold did not hold,4.95,5.75
SPX,auto_20260817_083345,gx_bps,auto_trigger,vertical 25pt,SPXW,1,sell,P,7775.0,20260817,1,2026-08-17 08:33,2026-08-17 09:52,paper_fill,level ACCEPTED: spot 7774 held below the 7775 short strike for 53min (>10) — the wall we sold did not hold,4.95,5.75
SPX,auto_20260818_083113,eodic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7640.0,20260818,1,2026-08-18 08:31,2026-08-18 16:00,cash_settle,expired,1.5999999999999999,0.0
SPX,auto_20260818_083113,eodic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7665.0,20260818,1,2026-08-18 08:31,2026-08-18 16:00,cash_settle,expired,1.5999999999999999,0.0
SPX,auto_20260818_083229,eodic_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7850.0,20260818,1,2026-08-18 08:32,2026-08-18 16:00,cash_settle,expired,0.0,0.0
SPX,auto_20260818_083229,eodic_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7825.0,20260818,1,2026-08-18 08:32,2026-08-18 16:00,cash_settle,expired,0.0,0.0
SPX,auto_20260818_083250,eodfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7720.0,20260818,1,2026-08-18 08:32,2026-08-18 08:48,paper_fill,level ACCEPTED: spot 7710 held below the 7745 short strike for 10min (>10) — the wall we sold did not hold,18.9,19.3
SPX,auto_20260818_083250,eodfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7745.0,20260818,1,2026-08-18 08:32,2026-08-18 08:48,paper_fill,level ACCEPTED: spot 7710 held below the 7745 short strike for 10min (>10) — the wall we sold did not hold,18.9,19.3
SPX,auto_20260818_083346,eodfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7770.0,20260818,1,2026-08-18 08:33,2026-08-18 16:00,cash_settle,expired,1.35,0.0
SPX,auto_20260818_083346,eodfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7745.0,20260818,1,2026-08-18 08:33,2026-08-18 16:00,cash_settle,expired,1.35,0.0
SPX,auto_20260818_083407,openic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7605.0,20260818,1,2026-08-18 08:34,2026-08-18 16:00,cash_settle,expired,0.5,0.0
SPX,auto_20260818_083407,openic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7630.0,20260818,1,2026-08-18 08:34,2026-08-18 16:00,cash_settle,expired,0.5,0.0
SPX,auto_20260818_083434,openfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7685.0,20260818,1,2026-08-18 08:34,2026-08-18 08:55,paper_fill,level ACCEPTED: spot 7702 held below the 7710 short strike for 10min (>10) — the wall we sold did not hold,9.5,9.8
SPX,auto_20260818_083434,openfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7710.0,20260818,1,2026-08-18 08:34,2026-08-18 08:55,paper_fill,level ACCEPTED: spot 7702 held below the 7710 short strike for 10min (>10) — the wall we sold did not hold,9.5,9.8
SPX,auto_20260818_083629,openfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7735.0,20260818,1,2026-08-18 08:36,2026-08-18 16:00,cash_settle,expired,10.1,0.0
SPX,auto_20260818_083629,openfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7710.0,20260818,1,2026-08-18 08:36,2026-08-18 16:00,cash_settle,expired,10.1,0.0
SPX,auto_20260818_083839,gx_bps,auto_trigger,vertical 25pt,SPXW,0,buy,P,7700.0,20260818,1,2026-08-18 08:38,2026-08-18 08:49,paper_fill,level ACCEPTED: spot 7707 held below the 7725 short strike for 10min (>10) — the wall we sold did not hold,12.7,13.7
SPX,auto_20260818_083839,gx_bps,auto_trigger,vertical 25pt,SPXW,1,sell,P,7725.0,20260818,1,2026-08-18 08:38,2026-08-18 08:49,paper_fill,level ACCEPTED: spot 7707 held below the 7725 short strike for 10min (>10) — the wall we sold did not hold,12.7,13.7
SPX,auto_20260819_083054,eodic_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7795.0,20260819,1,2026-08-19 08:30,2026-08-19 16:00,cash_settle,expired,0.75,0.0
SPX,auto_20260819_083054,eodic_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7770.0,20260819,1,2026-08-19 08:30,2026-08-19 16:00,cash_settle,expired,0.75,0.0
SPX,auto_20260819_083131,eodfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7665.0,20260819,1,2026-08-19 08:31,2026-08-19 16:00,cash_settle,expired,1.9,0.0
SPX,auto_20260819_083131,eodfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7690.0,20260819,1,2026-08-19 08:31,2026-08-19 16:00,cash_settle,expired,1.9,0.0
SPX,auto_20260819_083151,eodfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7715.0,20260819,1,2026-08-19 08:31,2026-08-19 08:42,paper_fill,level ACCEPTED: spot 7716 held above the 7690 short strike for 10min (>10) — the wall we sold did not hold,19.0,16.8
SPX,auto_20260819_083151,eodfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7690.0,20260819,1,2026-08-19 08:31,2026-08-19 08:42,paper_fill,level ACCEPTED: spot 7716 held above the 7690 short strike for 10min (>10) — the wall we sold did not hold,19.0,16.8
SPX,auto_20260819_090605,openic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7615.0,20260819,1,2026-08-19 09:06,2026-08-19 16:00,cash_settle,expired,0.2,0.0
SPX,auto_20260819_090605,openic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7640.0,20260819,1,2026-08-19 09:06,2026-08-19 16:00,cash_settle,expired,0.2,0.0
SPX,auto_20260819_090658,openic_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7820.0,20260819,1,2026-08-19 09:06,2026-08-19 16:00,cash_settle,expired,0.0,0.0
SPX,auto_20260819_090658,openic_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7795.0,20260819,1,2026-08-19 09:06,2026-08-19 16:00,cash_settle,expired,0.0,0.0
SPX,auto_20260819_090735,openfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7690.0,20260819,1,2026-08-19 09:07,2026-08-19 16:00,settlement,expired,7.0,7.02
SPX,auto_20260819_090735,openfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7715.0,20260819,1,2026-08-19 09:07,2026-08-19 16:00,settlement,expired,7.0,7.02
SPX,auto_20260819_090828,openfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7740.0,20260819,1,2026-08-19 09:08,2026-08-19 16:00,cash_settle,expired,9.5,0.0
SPX,auto_20260819_090828,openfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7715.0,20260819,1,2026-08-19 09:08,2026-08-19 16:00,cash_settle,expired,9.5,0.0
SPX,auto_20260819_090905,gx_bps,auto_trigger,vertical 25pt,SPXW,0,buy,P,7605.0,20260819,1,2026-08-19 09:09,2026-08-19 16:00,cash_settle,expired,0.1,0.0
SPX,auto_20260819_090905,gx_bps,auto_trigger,vertical 25pt,SPXW,1,sell,P,7630.0,20260819,1,2026-08-19 09:09,2026-08-19 16:00,cash_settle,expired,0.1,0.0
SPX,auto_20260819_090942,gx_bcs,auto_trigger,vertical 25pt,SPXW,0,buy,C,7750.0,20260819,1,2026-08-19 09:09,2026-08-19 16:00,cash_settle,expired,5.85,0.0
SPX,auto_20260819_090942,gx_bcs,auto_trigger,vertical 25pt,SPXW,1,sell,C,7725.0,20260819,1,2026-08-19 09:09,2026-08-19 16:00,cash_settle,expired,5.85,0.0
SPX,auto_20260820_083036,eodic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7610.0,20260820,1,2026-08-20 08:30,2026-08-20 16:00,cash_settle,expired,1.65,0.0
SPX,auto_20260820_083036,eodic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7635.0,20260820,1,2026-08-20 08:30,2026-08-20 16:00,cash_settle,expired,1.65,0.0
SPX,auto_20260820_083149,eodfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7685.0,20260820,1,2026-08-20 08:31,2026-08-20 08:44,paper_fill,level ACCEPTED: spot 7695 held below the 7710 short strike for 10min (>10) — the wall we sold did not hold,14.999999999999998,12.4
SPX,auto_20260820_083149,eodfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7710.0,20260820,1,2026-08-20 08:31,2026-08-20 08:44,paper_fill,level ACCEPTED: spot 7695 held below the 7710 short strike for 10min (>10) — the wall we sold did not hold,14.999999999999998,12.4
SPX,auto_20260820_083210,eodfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7735.0,20260820,1,2026-08-20 08:32,2026-08-20 16:00,cash_settle,expired,3.15,0.0
SPX,auto_20260820_083210,eodfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7710.0,20260820,1,2026-08-20 08:32,2026-08-20 16:00,cash_settle,expired,3.15,0.0
SPX,auto_20260820_083232,openic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7585.0,20260820,1,2026-08-20 08:32,2026-08-20 16:00,cash_settle,expired,0.5,0.0
SPX,auto_20260820_083232,openic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7610.0,20260820,1,2026-08-20 08:32,2026-08-20 16:00,cash_settle,expired,0.5,0.0
SPX,auto_20260820_083252,openic_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7780.0,20260820,1,2026-08-20 08:32,2026-08-20 16:00,cash_settle,expired,0.15,0.0
SPX,auto_20260820_083252,openic_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7755.0,20260820,1,2026-08-20 08:32,2026-08-20 16:00,cash_settle,expired,0.15,0.0
SPX,auto_20260820_083313,openfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7655.0,20260820,1,2026-08-20 08:33,2026-08-20 10:45,paper_fill,level ACCEPTED: spot 7673 held below the 7680 short strike for 11min (>10) — the wall we sold did not hold,7.1,9.8
SPX,auto_20260820_083313,openfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7680.0,20260820,1,2026-08-20 08:33,2026-08-20 10:45,paper_fill,level ACCEPTED: spot 7673 held below the 7680 short strike for 11min (>10) — the wall we sold did not hold,7.1,9.8
SPX,auto_20260820_083334,openfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7705.0,20260820,1,2026-08-20 08:33,2026-08-20 08:45,paper_fill,level ACCEPTED: spot 7695 held above the 7680 short strike for 10min (>10) — the wall we sold did not hold,10.9,14.1
SPX,auto_20260820_083334,openfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7680.0,20260820,1,2026-08-20 08:33,2026-08-20 08:45,paper_fill,level ACCEPTED: spot 7695 held above the 7680 short strike for 10min (>10) — the wall we sold did not hold,10.9,14.1
SPX,auto_20260820_083355,gx_bps,auto_trigger,vertical 25pt,SPXW,0,buy,P,7675.0,20260820,1,2026-08-20 08:33,2026-08-20 08:45,paper_fill,level ACCEPTED: spot 7695 held below the 7700 short strike for 10min (>10) — the wall we sold did not hold,12.0,9.6
SPX,auto_20260820_083355,gx_bps,auto_trigger,vertical 25pt,SPXW,1,sell,P,7700.0,20260820,1,2026-08-20 08:33,2026-08-20 08:45,paper_fill,level ACCEPTED: spot 7695 held below the 7700 short strike for 10min (>10) — the wall we sold did not hold,12.0,9.6
SPX,auto_20260820_083432,gx_bcs,auto_trigger,vertical 25pt,SPXW,0,buy,C,7780.0,20260820,1,2026-08-20 08:34,2026-08-20 16:00,cash_settle,expired,0.15,0.0
SPX,auto_20260820_083432,gx_bcs,auto_trigger,vertical 25pt,SPXW,1,sell,C,7755.0,20260820,1,2026-08-20 08:34,2026-08-20 16:00,cash_settle,expired,0.15,0.0
SPX,auto_20260821_083037,eodic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7540.0,20260821,1,2026-08-21 08:30,2026-08-21 16:00,cash_settle,expired,0.1,0.0
SPX,auto_20260821_083037,eodic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7565.0,20260821,1,2026-08-21 08:30,2026-08-21 16:00,cash_settle,expired,0.1,0.0
SPX,auto_20260821_083058,eodic_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7740.0,20260821,1,2026-08-21 08:30,2026-08-21 16:00,cash_settle,expired,1.2,0.0
SPX,auto_20260821_083058,eodic_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7715.0,20260821,1,2026-08-21 08:30,2026-08-21 16:00,cash_settle,expired,1.2,0.0
SPX,auto_20260821_083120,eodfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7615.0,20260821,1,2026-08-21 08:31,2026-08-21 16:00,cash_settle,expired,2.5,0.0
SPX,auto_20260821_083120,eodfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7640.0,20260821,1,2026-08-21 08:31,2026-08-21 16:00,cash_settle,expired,2.5,0.0
SPX,auto_20260821_083141,eodfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7665.0,20260821,1,2026-08-21 08:31,2026-08-21 08:45,paper_fill,level ACCEPTED: spot 7670 held above the 7640 short strike for 10min (>10) — the wall we sold did not hold,18.6,19.3
SPX,auto_20260821_083141,eodfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7640.0,20260821,1,2026-08-21 08:31,2026-08-21 08:45,paper_fill,level ACCEPTED: spot 7670 held above the 7640 short strike for 10min (>10) — the wall we sold did not hold,18.6,19.3
SPX,auto_20260821_083202,openic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7575.0,20260821,1,2026-08-21 08:32,2026-08-21 16:00,cash_settle,expired,0.55,0.0
SPX,auto_20260821_083202,openic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7600.0,20260821,1,2026-08-21 08:32,2026-08-21 16:00,cash_settle,expired,0.55,0.0
SPX,auto_20260821_083239,openic_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7775.0,20260821,1,2026-08-21 08:32,2026-08-21 16:00,cash_settle,expired,0.15,0.0
SPX,auto_20260821_083239,openic_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7750.0,20260821,1,2026-08-21 08:32,2026-08-21 16:00,cash_settle,expired,0.15,0.0
SPX,auto_20260821_083300,openfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7650.0,20260821,1,2026-08-21 08:33,2026-08-21 08:45,paper_fill,level ACCEPTED: spot 7670 held below the 7675 short strike for 11min (>10) — the wall we sold did not hold,9.0,8.6
SPX,auto_20260821_083300,openfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7675.0,20260821,1,2026-08-21 08:33,2026-08-21 08:45,paper_fill,level ACCEPTED: spot 7670 held below the 7675 short strike for 11min (>10) — the wall we sold did not hold,9.0,8.6
SPX,auto_20260821_083354,openfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7700.0,20260821,1,2026-08-21 08:33,2026-08-21 10:09,paper_fill,level ACCEPTED: spot 7677 held above the 7675 short strike for 10min (>10) — the wall we sold did not hold,7.1,8.4
SPX,auto_20260821_083354,openfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7675.0,20260821,1,2026-08-21 08:33,2026-08-21 10:09,paper_fill,level ACCEPTED: spot 7677 held above the 7675 short strike for 10min (>10) — the wall we sold did not hold,7.1,8.4
SPX,auto_20260821_083433,gx_bps,auto_trigger,vertical 25pt,SPXW,0,buy,P,7615.0,20260821,1,2026-08-21 08:34,2026-08-21 16:00,cash_settle,expired,2.75,0.0
SPX,auto_20260821_083433,gx_bps,auto_trigger,vertical 25pt,SPXW,1,sell,P,7640.0,20260821,1,2026-08-21 08:34,2026-08-21 16:00,cash_settle,expired,2.75,0.0
SPX,auto_20260821_083454,gx_bcs,auto_trigger,vertical 25pt,SPXW,0,buy,C,7725.0,20260821,1,2026-08-21 08:34,2026-08-21 16:00,cash_settle,expired,2.05,0.0
SPX,auto_20260821_083454,gx_bcs,auto_trigger,vertical 25pt,SPXW,1,sell,C,7700.0,20260821,1,2026-08-21 08:34,2026-08-21 16:00,cash_settle,expired,2.05,0.0
SPX,auto_20260824_083027,eodic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7570.0,20260824,1,2026-08-24 08:30,2026-08-24 16:00,cash_settle,expired,0.6,0.0
