book,trade_id,strategy,source,structure,occ_root,leg_idx,side,right,strike,expiry,qty,entry_dt_ct,exit_dt_ct,fill_model,close_reason,credit,exit_cost
SPX,auto_20260804_090917,openfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7635.0,20260804,1,2026-08-04 09:09,2026-08-04 16:00,cash_settle,expired,5.699999999999999,0.0
SPX,auto_20260804_090917,openfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7660.0,20260804,1,2026-08-04 09:09,2026-08-04 16:00,cash_settle,expired,5.699999999999999,0.0
SPX,auto_20260804_090940,gx_bcs,auto_trigger,vertical 25pt,SPXW,0,buy,C,7655.0,20260804,1,2026-08-04 09:09,2026-08-04 09:21,paper_fill,level ACCEPTED: spot 7671 held above the 7630 short strike for 12min (>10) — the wall we sold did not hold,20.099999999999998,20.8
SPX,auto_20260804_090940,gx_bcs,auto_trigger,vertical 25pt,SPXW,1,sell,C,7630.0,20260804,1,2026-08-04 09:09,2026-08-04 09:21,paper_fill,level ACCEPTED: spot 7671 held above the 7630 short strike for 12min (>10) — the wall we sold did not hold,20.099999999999998,20.8
SPX,auto_20260805_092640,eodic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7630.0,20260805,1,2026-08-05 09:26,2026-08-05 16:00,cash_settle,expired,0.2,0.0
SPX,auto_20260805_092640,eodic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7655.0,20260805,1,2026-08-05 09:26,2026-08-05 16:00,cash_settle,expired,0.2,0.0
SPX,auto_20260805_092813,eodfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7710.0,20260805,1,2026-08-05 09:28,2026-08-05 11:08,paper_fill,level ACCEPTED: spot 7728 held below the 7735 short strike for 12min (>10) — the wall we sold did not hold,2.5999999999999996,10.4
SPX,auto_20260805_092813,eodfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7735.0,20260805,1,2026-08-05 09:28,2026-08-05 11:08,paper_fill,level ACCEPTED: spot 7728 held below the 7735 short strike for 12min (>10) — the wall we sold did not hold,2.5999999999999996,10.4
SPX,auto_20260805_092930,openic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7675.0,20260805,1,2026-08-05 09:29,2026-08-05 16:00,cash_settle,expired,0.8,0.0
SPX,auto_20260805_092930,openic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7700.0,20260805,1,2026-08-05 09:29,2026-08-05 16:00,cash_settle,expired,0.8,0.0
SPX,auto_20260805_092945,openic_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7885.0,20260805,1,2026-08-05 09:29,2026-08-05 16:00,cash_settle,expired,0.29999999999999993,0.0
SPX,auto_20260805_092945,openic_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7860.0,20260805,1,2026-08-05 09:29,2026-08-05 16:00,cash_settle,expired,0.29999999999999993,0.0
SPX,auto_20260805_093432,openfly_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7805.0,20260805,1,2026-08-05 09:34,2026-08-05 16:00,cash_settle,expired,8.2,0.0
SPX,auto_20260805_093432,openfly_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7780.0,20260805,1,2026-08-05 09:34,2026-08-05 16:00,cash_settle,expired,8.2,0.0
SPX,auto_20260805_093447,gx_bcs,auto_trigger,vertical 25pt,SPXW,0,buy,C,7775.0,20260805,1,2026-08-05 09:34,2026-08-05 09:45,paper_fill,level ACCEPTED: spot 7764 held above the 7750 short strike for 10min (>10) — the wall we sold did not hold,14.999999999999998,13.9
SPX,auto_20260805_093447,gx_bcs,auto_trigger,vertical 25pt,SPXW,1,sell,C,7750.0,20260805,1,2026-08-05 09:34,2026-08-05 09:45,paper_fill,level ACCEPTED: spot 7764 held above the 7750 short strike for 10min (>10) — the wall we sold did not hold,14.999999999999998,13.9
SPX,auto_20260805_093505,openfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7755.0,20260805,1,2026-08-05 09:35,2026-08-05 09:47,paper_fill,level ACCEPTED: spot 7765 held below the 7780 short strike for 10min (>10) — the wall we sold did not hold,11.100000000000001,12.400000000000002
SPX,auto_20260805_093505,openfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7780.0,20260805,1,2026-08-05 09:35,2026-08-05 09:47,paper_fill,level ACCEPTED: spot 7765 held below the 7780 short strike for 10min (>10) — the wall we sold did not hold,11.100000000000001,12.400000000000002
SPX,incident_20260805_orphan_7840C,incident_orphan,incident,orphan long 7840C (leg-fill failure),SPXW,0,buy,C,7840.0,20260805,1,2026-08-05 09:27,2026-08-05 09:33,paper_fill,traded_to_close,-2.3,-1.3
SPX,incident_20260805_orphan_7760C,incident_orphan,incident,orphan long 7760C (leg-fill failure),SPXW,0,buy,C,7760.0,20260805,1,2026-08-05 09:27,2026-08-05 09:33,paper_fill,traded_to_close,-28.7,-22.4
SPX,auto_20260806_084246,eodic_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7620.0,20260806,1,2026-08-06 08:42,2026-08-06 16:00,cash_settle,expired,0.65,0.0
SPX,auto_20260806_084246,eodic_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7645.0,20260806,1,2026-08-06 08:42,2026-08-06 16:00,cash_settle,expired,0.65,0.0
SPX,auto_20260806_084323,eodic_c,auto_trigger,vertical 25pt,SPXW,0,buy,C,7825.0,20260806,1,2026-08-06 08:43,2026-08-06 16:00,cash_settle,expired,0.4,0.0
SPX,auto_20260806_084323,eodic_c,auto_trigger,vertical 25pt,SPXW,1,sell,C,7800.0,20260806,1,2026-08-06 08:43,2026-08-06 16:00,cash_settle,expired,0.4,0.0
SPX,auto_20260806_084344,eodfly_p,auto_trigger,vertical 25pt,SPXW,0,buy,P,7700.0,20260806,1,2026-08-06 08:43,2026-08-06 10:25,paper_fill,level ACCEPTED: spot 7714 held below the 7725 short strike for 10min (>10) — the wall we sold did not hold,7.1,11.8
SPX,auto_20260806_084344,eodfly_p,auto_trigger,vertical 25pt,SPXW,1,sell,P,7725.0,20260806,1,2026-08-06 08:43,2026-08-06 10:25,paper_fill,level ACCEPTED: spot 7714 held below the 7725 short strike for 10min (>10) — the wall we sold did not hold,7.1,11.8
