ts_et,trade_id,spot,net_mid,net_spread,unreal_pnl,pop,ev,p_maxloss,sigma,max_gain,max_loss
2026-07-21 11:22:28,bps_stmr_REAL_20260721_0943,7501.05,-7.6,0.8,96.0,0.7716,-179,0.1746,215.1,856,-4144
2026-07-21 11:22:28,auto_20260721_090014,7501.05,29.05,0.3,105.0,0.6395,1937,0.0119,55.4,21480,-2776
2026-07-21 11:24:42,bps_stmr_2026-07-20,7501.9,-11.15,0.5,425.0,0.8254,178,0.0882,204.7,1540,-8460
2026-07-21 11:24:42,bps_stmr_REAL_20260721_0943,7501.9,-7.5,0.6,106.0,0.7716,-173,0.1746,215.0,856,-4144
2026-07-21 11:24:42,auto_20260721_090014,7501.9,29.45,0.3,145.0,0.6416,1947,0.0118,55.2,21476,-2781
2026-07-21 11:26:55,bps_stmr_2026-07-20,7503.95,-10.95,0.7,445.0,0.8295,200,0.0882,204.7,1540,-8460
2026-07-21 11:26:55,bps_stmr_REAL_20260721_0943,7503.95,-7.4,0.6,116.0,0.7764,-159,0.1705,215.0,856,-4144
2026-07-21 11:26:55,auto_20260721_090014,7503.95,30.3,0.4,230.0,0.6418,1996,0.0116,55.0,21592,-2781
2026-07-21 11:29:09,bps_stmr_2026-07-20,7503.95,-10.9,0.6,450.0,0.8295,201,0.0882,204.6,1540,-8460
2026-07-21 11:29:09,bps_stmr_REAL_20260721_0943,7503.95,-7.4,0.6,116.0,0.7764,-159,0.1705,214.9,856,-4144
2026-07-21 11:29:09,auto_20260721_090014,7503.95,30.6,0.4,260.0,0.6418,1980,0.0116,54.8,21502,-2771
2026-07-21 11:31:22,bps_stmr_2026-07-20,7503.95,-10.95,0.5,445.0,0.8295,201,0.0882,204.6,1540,-8460
2026-07-21 11:31:22,bps_stmr_REAL_20260721_0943,7503.95,-7.4,0.8,116.0,0.7764,-159,0.1705,214.9,856,-4144
2026-07-21 11:31:22,auto_20260721_090014,7503.95,30.3,0.2,230.0,0.6418,1964,0.0116,54.5,21412,-2761
2026-07-21 11:33:35,bps_stmr_2026-07-20,7499.3,-11.45,0.7,395.0,0.8212,153,0.0907,204.5,1540,-8460
2026-07-21 11:33:35,bps_stmr_REAL_20260721_0943,7499.3,-7.75,0.7,81.0,0.7667,-190,0.1788,214.8,856,-4144
2026-07-21 11:33:35,auto_20260721_090014,7499.3,27.35,0.3,-65.0,0.6249,1803,0.012,54.3,20857,-2782
2026-07-21 11:35:49,bps_stmr_2026-07-20,7502.5,-11.25,0.5,415.0,0.8254,187,0.0882,204.4,1540,-8460
2026-07-21 11:35:49,bps_stmr_REAL_20260721_0943,7502.5,-7.6,0.6,96.0,0.7716,-168,0.1746,214.7,856,-4144
2026-07-21 11:35:49,auto_20260721_090014,7502.5,28.65,0.3,65.0,0.6332,1883,0.0059,54.1,21086,-2800
2026-07-21 11:38:02,bps_stmr_2026-07-20,7501.1,-11.3,0.6,410.0,0.8254,173,0.0907,204.4,1540,-8460
2026-07-21 11:38:02,bps_stmr_REAL_20260721_0943,7501.1,-7.7,0.8,86.0,0.7716,-177,0.1746,214.7,856,-4144
2026-07-21 11:38:02,auto_20260721_090014,7501.1,28.4,0.2,40.0,0.6289,1822,0.0118,53.9,20855,-2758
2026-07-21 11:40:16,bps_stmr_2026-07-20,7501.85,-11.2,0.6,420.0,0.8254,182,0.0882,204.3,1540,-8460
2026-07-21 11:40:16,bps_stmr_REAL_20260721_0943,7501.85,-7.6,0.6,96.0,0.7716,-171,0.1746,214.6,856,-4144
2026-07-21 11:40:16,auto_20260721_090014,7501.85,28.6,0.4,60.0,0.6269,1828,0.0117,53.6,20838,-2760
2026-07-21 11:42:29,bps_stmr_2026-07-20,7502.25,-11.15,0.5,425.0,0.8254,187,0.0882,204.3,1540,-8460
2026-07-21 11:42:29,bps_stmr_REAL_20260721_0943,7502.25,-7.6,0.6,96.0,0.7716,-169,0.1746,214.6,856,-4144
2026-07-21 11:42:29,auto_20260721_090014,7502.25,29.2,0.2,120.0,0.6332,1824,0.0059,53.4,20786,-2797
2026-07-21 11:44:43,bps_stmr_2026-07-20,7501.25,-11.2,0.6,420.0,0.8254,177,0.0882,204.2,1540,-8460
2026-07-21 11:44:43,bps_stmr_REAL_20260721_0943,7501.25,-7.6,0.6,96.0,0.7716,-175,0.1746,214.5,856,-4144
2026-07-21 11:44:43,auto_20260721_090014,7501.25,28.65,0.3,65.0,0.631,1776,0.0059,53.2,20593,-2798
2026-07-21 11:46:56,bps_stmr_2026-07-20,7501.1,-11.25,0.5,415.0,0.8254,176,0.0882,204.1,1540,-8460
2026-07-21 11:46:56,bps_stmr_REAL_20260721_0943,7501.1,-7.6,0.6,96.0,0.7716,-175,0.1746,214.5,856,-4144
2026-07-21 11:46:56,auto_20260721_090014,7501.1,27.95,0.3,-5.0,0.6247,1754,0.0059,52.9,20485,-2792
2026-07-21 11:49:10,bps_stmr_2026-07-20,7503.3,-11.1,0.6,430.0,0.8295,200,0.0882,204.1,1540,-8460
2026-07-21 11:49:10,bps_stmr_REAL_20260721_0943,7503.3,-7.5,0.6,106.0,0.7764,-161,0.1705,214.4,856,-4144
2026-07-21 11:49:10,auto_20260721_090014,7503.3,29.43,0.25,142.5,0.6314,1809,0.0116,52.7,20612,-2769
2026-07-21 11:51:23,bps_stmr_2026-07-20,7503.85,-11.05,0.5,435.0,0.8295,207,0.0882,204.0,1540,-8460
2026-07-21 11:51:23,bps_stmr_REAL_20260721_0943,7503.85,-7.5,0.6,106.0,0.7764,-157,0.1705,214.3,856,-4144
2026-07-21 11:51:23,auto_20260721_090014,7503.85,29.68,0.15,167.5,0.6338,1811,0.0115,52.5,20573,-2766
2026-07-21 11:53:37,bps_stmr_2026-07-20,7503.15,-11.15,0.5,425.0,0.8295,200,0.0882,204.0,1540,-8460
2026-07-21 11:53:37,bps_stmr_REAL_20260721_0943,7503.15,-7.55,0.7,101.0,0.7764,-161,0.1705,214.3,856,-4144
2026-07-21 11:53:37,auto_20260721_090014,7503.15,29.13,0.25,112.5,0.6275,1769,0.0116,52.2,20409,-2775
2026-07-21 11:55:50,bps_stmr_2026-07-20,7502.2,-11.25,0.5,415.0,0.8295,190,0.0882,203.9,1540,-8460
2026-07-21 11:55:50,bps_stmr_REAL_20260721_0943,7502.2,-7.6,0.8,96.0,0.7716,-167,0.1746,214.2,856,-4144
2026-07-21 11:55:50,auto_20260721_090014,7502.2,28.25,0.3,25.0,0.6251,1720,0.0117,52.0,20220,-2774
2026-07-21 11:58:04,bps_stmr_2026-07-20,7502.5,-11.15,0.5,425.0,0.8295,194,0.0882,203.8,1540,-8460
2026-07-21 11:58:04,bps_stmr_REAL_20260721_0943,7502.5,-7.6,0.6,96.0,0.7764,-165,0.1746,214.2,856,-4144
2026-07-21 11:58:04,auto_20260721_090014,7502.5,28.55,0.3,55.0,0.6251,1713,0.0116,51.8,20155,-2786
2026-07-21 12:00:17,bps_stmr_2026-07-20,7500.5,-11.4,0.6,400.0,0.8254,174,0.0907,203.8,1540,-8460
2026-07-21 12:00:17,bps_stmr_REAL_20260721_0943,7500.5,-7.7,0.6,86.0,0.7716,-177,0.1746,214.1,856,-4144
2026-07-21 12:00:17,auto_20260721_090014,7500.5,27.05,0.3,-95.0,0.6142,1631,0.0059,51.5,19859,-2789
2026-07-21 12:02:30,bps_stmr_2026-07-20,7503.1,-11.15,0.5,425.0,0.8295,202,0.0882,203.7,1540,-8460
2026-07-21 12:02:30,bps_stmr_REAL_20260721_0943,7503.1,-7.55,0.5,101.0,0.7764,-160,0.1705,214.1,856,-4144
2026-07-21 12:02:30,auto_20260721_090014,7503.1,28.72,0.25,72.5,0.6236,1699,0.0058,51.3,20024,-2788
2026-07-21 12:04:44,bps_stmr_2026-07-20,7506.25,-10.85,0.5,455.0,0.8335,236,0.0856,203.7,1540,-8460
2026-07-21 12:04:44,bps_stmr_REAL_20260721_0943,7506.25,-7.45,0.7,111.0,0.7811,-139,0.1705,214.0,856,-4144
2026-07-21 12:04:44,auto_20260721_090014,7506.25,31.08,0.25,307.5,0.6277,1799,0.0056,51.0,20242,-2788
2026-07-21 12:06:57,bps_stmr_2026-07-20,7506.8,-10.85,0.5,455.0,0.8335,242,0.0856,203.6,1540,-8460
2026-07-21 12:06:57,bps_stmr_REAL_20260721_0943,7506.8,-7.4,0.6,116.0,0.7811,-135,0.1665,213.9,856,-4144
2026-07-21 12:06:57,auto_20260721_090014,7506.8,31.02,0.25,302.5,0.6305,1804,0.0056,50.8,20201,-2798
2026-07-21 12:09:11,bps_stmr_2026-07-20,7506.8,-10.8,0.6,460.0,0.8335,243,0.0832,203.5,1540,-8460
2026-07-21 12:09:11,bps_stmr_REAL_20260721_0943,7506.8,-7.35,0.5,121.0,0.7811,-135,0.1665,213.9,856,-4144
2026-07-21 12:09:11,auto_20260721_090014,7506.8,31.2,0.3,320.0,0.6305,1787,0.0056,50.6,20104,-2790
2026-07-21 12:11:24,bps_stmr_2026-07-20,7507.0,-10.8,0.4,460.0,0.8335,245,0.0832,203.5,1540,-8460
2026-07-21 12:11:24,bps_stmr_REAL_20260721_0943,7507.0,-7.4,0.6,116.0,0.7811,-133,0.1665,213.8,856,-4144
2026-07-21 12:11:24,auto_20260721_090014,7507.0,31.32,0.25,332.5,0.6269,1778,0.0111,50.3,20026,-2763
2026-07-21 12:13:37,bps_stmr_2026-07-20,7505.7,-10.85,0.5,455.0,0.8335,233,0.0856,203.4,1540,-8460
2026-07-21 12:13:37,bps_stmr_REAL_20260721_0943,7505.7,-7.4,0.6,116.0,0.7811,-142,0.1705,213.8,856,-4144
2026-07-21 12:13:37,auto_20260721_090014,7505.7,30.28,0.25,227.5,0.6241,1709,0.0056,50.1,19798,-2794
2026-07-21 12:15:51,bps_stmr_2026-07-20,7509.45,-10.55,0.5,485.0,0.8375,272,0.0832,203.4,1540,-8460
2026-07-21 12:15:51,bps_stmr_REAL_20260721_0943,7509.45,-7.2,0.6,136.0,0.7858,-117,0.1625,213.7,856,-4144
2026-07-21 12:15:51,auto_20260721_090014,7509.45,32.98,0.25,497.5,0.6326,1849,0.0054,49.8,20074,-2795
2026-07-21 12:18:04,bps_stmr_2026-07-20,7509.0,-10.6,0.6,480.0,0.8375,268,0.0832,203.3,1540,-8460
2026-07-21 12:18:04,bps_stmr_REAL_20260721_0943,7509.0,-7.2,0.6,136.0,0.7858,-120,0.1665,213.7,856,-4144
2026-07-21 12:18:04,auto_20260721_090014,7509.0,31.78,0.25,377.5,0.6359,1813,0.0108,49.6,19930,-2765
2026-07-21 12:20:21,bps_stmr_2026-07-20,7509.5,-10.55,0.5,485.0,0.8375,274,0.0832,203.2,1540,-8460
2026-07-21 12:20:21,bps_stmr_REAL_20260721_0943,7509.5,-7.25,0.7,131.0,0.7858,-116,0.1625,213.6,856,-4144
2026-07-21 12:20:21,auto_20260721_090014,7509.5,32.62,0.25,462.5,0.6326,1818,0.0107,49.3,19878,-2770
2026-07-21 12:22:35,bps_stmr_2026-07-20,7510.85,-10.45,0.5,495.0,0.8375,288,0.0807,203.2,1540,-8460
2026-07-21 12:22:35,bps_stmr_REAL_20260721_0943,7510.85,-7.15,0.7,141.0,0.7858,-107,0.1625,213.5,856,-4144
2026-07-21 12:22:35,auto_20260721_090014,7510.85,33.58,0.15,557.5,0.6389,1863,0.0105,49.1,19913,-2777
2026-07-21 12:24:48,bps_stmr_2026-07-20,7510.3,-10.55,0.5,485.0,0.8375,283,0.0807,203.1,1540,-8460
2026-07-21 12:24:48,bps_stmr_REAL_20260721_0943,7510.3,-7.15,0.7,141.0,0.7858,-110,0.1625,213.5,856,-4144
2026-07-21 12:24:48,auto_20260721_090014,7510.3,32.93,0.25,492.5,0.6326,1821,0.0106,48.8,19757,-2784
2026-07-21 12:27:02,bps_stmr_2026-07-20,7510.15,-10.5,0.6,490.0,0.8375,282,0.0807,203.1,1540,-8460
2026-07-21 12:27:02,bps_stmr_REAL_20260721_0943,7510.15,-7.2,0.6,136.0,0.7858,-111,0.1625,213.4,856,-4144
2026-07-21 12:27:02,auto_20260721_090014,7510.15,32.98,0.25,497.5,0.6326,1798,0.0106,48.6,19641,-2785
2026-07-21 12:29:16,bps_stmr_2026-07-20,7511.65,-10.45,0.5,495.0,0.8414,298,0.0807,203.0,1540,-8460
2026-07-21 12:29:16,bps_stmr_REAL_20260721_0943,7511.65,-7.1,0.6,146.0,0.7858,-101,0.1625,213.4,856,-4144
2026-07-21 12:29:16,auto_20260721_090014,7511.65,34.17,0.25,617.5,0.6362,1852,0.0051,48.3,19689,-2796
2026-07-21 12:31:30,bps_stmr_2026-07-20,7511.38,-10.5,0.6,490.0,0.8414,296,0.0807,202.9,1540,-8460
2026-07-21 12:31:30,bps_stmr_REAL_20260721_0943,7511.38,-7.15,0.5,141.0,0.7858,-102,0.1625,213.3,856,-4144
2026-07-21 12:31:30,auto_20260721_090014,7511.38,33.67,0.15,567.5,0.6362,1823,0.0103,48.1,19558,-2786
2026-07-21 12:33:44,bps_stmr_2026-07-20,7511.35,-10.55,0.5,485.0,0.8414,296,0.0807,202.9,1540,-8460
2026-07-21 12:33:44,bps_stmr_REAL_20260721_0943,7511.35,-7.15,0.7,141.0,0.7858,-102,0.1625,213.2,856,-4144
2026-07-21 12:33:44,auto_20260721_090014,7511.35,33.88,0.15,587.5,0.6362,1805,0.0051,47.8,19453,-2800
2026-07-21 12:35:57,bps_stmr_2026-07-20,7510.9,-10.45,0.5,495.0,0.8414,293,0.0807,202.8,1540,-8460
2026-07-21 12:35:57,bps_stmr_REAL_20260721_0943,7510.9,-7.1,0.6,146.0,0.7858,-105,0.1625,213.2,856,-4144
2026-07-21 12:35:57,auto_20260721_090014,7510.9,33.48,0.15,547.5,0.6298,1766,0.0103,47.5,19304,-2772
2026-07-21 12:38:11,bps_stmr_2026-07-20,7511.55,-10.4,0.6,500.0,0.8414,300,0.0807,202.7,1540,-8460
2026-07-21 12:38:11,bps_stmr_REAL_20260721_0943,7511.55,-7.1,0.6,146.0,0.7858,-100,0.1625,213.1,856,-4144
2026-07-21 12:38:11,auto_20260721_090014,7511.55,34.07,0.25,607.5,0.6332,1781,0.0102,47.3,19265,-2778
2026-07-21 12:40:25,bps_stmr_2026-07-20,7512.1,-10.45,0.5,495.0,0.8414,306,0.0784,202.7,1540,-8460
2026-07-21 12:40:25,bps_stmr_REAL_20260721_0943,7512.1,-7.1,0.6,146.0,0.7905,-96,0.1625,213.1,856,-4144
2026-07-21 12:40:25,auto_20260721_090014,7512.1,34.42,0.15,642.5,0.6367,1792,0.0101,47.0,19215,-2775
2026-07-21 12:42:39,bps_stmr_2026-07-20,7510.93,-10.5,0.4,490.0,0.8414,295,0.0807,202.6,1540,-8460
2026-07-21 12:42:39,bps_stmr_REAL_20260721_0943,7510.93,-7.2,0.6,136.0,0.7858,-104,0.1625,213.0,856,-4144
2026-07-21 12:42:39,auto_20260721_090014,7510.93,33.53,0.25,552.5,0.6269,1717,0.0102,46.8,18993,-2774
2026-07-21 12:44:52,bps_stmr_2026-07-20,7510.75,-10.55,0.5,485.0,0.8414,294,0.0807,202.6,1540,-8460
2026-07-21 12:44:52,bps_stmr_REAL_20260721_0943,7510.75,-7.2,0.6,136.0,0.7858,-104,0.1625,213.0,856,-4144
2026-07-21 12:44:52,auto_20260721_090014,7510.75,33.43,0.25,542.5,0.6269,1691,0.0102,46.5,18869,-2774
2026-07-21 12:47:06,bps_stmr_2026-07-20,7510.75,-10.55,0.5,485.0,0.8414,295,0.0807,202.5,1540,-8460
2026-07-21 12:47:06,bps_stmr_REAL_20260721_0943,7510.75,-7.2,0.6,136.0,0.7858,-104,0.1625,212.9,856,-4144
2026-07-21 12:47:06,auto_20260721_090014,7510.75,33.38,0.25,537.5,0.624,1674,0.0102,46.2,18763,-2769
2026-07-21 12:49:20,bps_stmr_2026-07-20,7510.0,-10.55,0.5,485.0,0.8375,288,0.0807,202.4,1540,-8460
2026-07-21 12:49:20,bps_stmr_REAL_20260721_0943,7510.0,-7.25,0.7,131.0,0.7858,-108,0.1625,212.8,856,-4144
2026-07-21 12:49:20,auto_20260721_090014,7510.0,32.62,0.25,462.5,0.6205,1620,0.0103,46.0,18580,-2786
2026-07-21 12:51:34,bps_stmr_2026-07-20,7511.85,-10.4,0.6,500.0,0.8414,307,0.0784,202.4,1540,-8460
2026-07-21 12:51:34,bps_stmr_REAL_20260721_0943,7511.85,-7.1,0.8,146.0,0.7905,-96,0.1625,212.8,856,-4144
2026-07-21 12:51:34,auto_20260721_090014,7511.85,34.42,0.15,642.5,0.6312,1696,0.01,45.7,18658,-2769
2026-07-21 12:53:47,bps_stmr_2026-07-20,7513.62,-10.3,0.6,510.0,0.8452,325,0.0784,202.3,1540,-8460
2026-07-21 12:53:47,bps_stmr_REAL_20260721_0943,7513.62,-7.0,0.6,156.0,0.7905,-85,0.1586,212.7,856,-4144
2026-07-21 12:53:47,auto_20260721_090014,7513.62,35.77,0.25,777.5,0.6359,1772,0.0097,45.4,18726,-2780
2026-07-21 12:56:01,bps_stmr_2026-07-20,7515.1,-10.15,0.5,525.0,0.8452,341,0.076,202.3,1540,-8460
2026-07-21 12:56:01,bps_stmr_REAL_20260721_0943,7515.1,-6.9,0.8,166.0,0.7951,-75,0.1586,212.7,856,-4144
2026-07-21 12:56:01,auto_20260721_090014,7515.1,36.73,0.25,872.5,0.6411,1838,0.0094,45.1,18765,-2771
2026-07-21 12:58:15,bps_stmr_2026-07-20,7513.48,-10.3,0.6,510.0,0.8452,325,0.0784,202.2,1540,-8460
2026-07-21 12:58:15,bps_stmr_REAL_20260721_0943,7513.48,-7.05,0.5,151.0,0.7905,-85,0.1586,212.6,856,-4144
2026-07-21 12:58:15,auto_20260721_090014,7513.48,35.47,0.35,747.5,0.6334,1732,0.0097,44.9,18494,-2774
2026-07-21 13:00:28,bps_stmr_2026-07-20,7513.27,-10.3,0.6,510.0,0.8414,324,0.0784,202.1,1540,-8460
2026-07-21 13:00:28,bps_stmr_REAL_20260721_0943,7513.27,-7.1,0.6,146.0,0.7905,-86,0.1586,212.6,856,-4144
2026-07-21 13:00:28,auto_20260721_090014,7513.27,34.77,0.25,677.5,0.6334,1704,0.0097,44.6,18362,-2774
2026-07-21 13:02:42,bps_stmr_2026-07-20,7511.35,-10.45,0.5,495.0,0.8414,306,0.0784,202.1,1540,-8460
2026-07-21 13:02:42,bps_stmr_REAL_20260721_0943,7511.35,-7.15,0.7,141.0,0.7858,-98,0.1625,212.5,856,-4144
2026-07-21 13:02:42,auto_20260721_090014,7511.35,33.33,0.35,532.5,0.6194,1584,0.0099,44.3,18059,-2784
2026-07-21 13:04:56,bps_stmr_2026-07-20,7511.32,-10.5,0.6,490.0,0.8414,306,0.0784,202.0,1540,-8460
2026-07-21 13:04:56,bps_stmr_REAL_20260721_0943,7511.32,-7.2,0.6,136.0,0.7858,-98,0.1625,212.4,856,-4144
2026-07-21 13:04:56,auto_20260721_090014,7511.32,33.48,0.25,547.5,0.6169,1565,0.0099,44.0,17944,-2768
2026-07-21 13:07:10,bps_stmr_2026-07-20,7512.02,-10.4,0.6,500.0,0.8414,314,0.0784,202.0,1540,-8460
2026-07-21 13:07:10,bps_stmr_REAL_20260721_0943,7512.02,-7.1,0.6,146.0,0.7905,-93,0.1586,212.4,856,-4144
2026-07-21 13:07:10,auto_20260721_090014,7512.02,33.92,0.25,592.5,0.6207,1585,0.0098,43.7,17902,-2782
2026-07-21 13:09:24,bps_stmr_2026-07-20,7513.55,-10.25,0.5,515.0,0.8452,329,0.0784,201.9,1540,-8460
2026-07-21 13:09:24,bps_stmr_REAL_20260721_0943,7513.55,-7.05,0.7,151.0,0.7905,-83,0.1586,212.3,856,-4144
2026-07-21 13:09:24,auto_20260721_090014,7513.55,35.17,0.25,717.5,0.6261,1652,0.0094,43.5,17942,-2783
2026-07-21 13:11:37,bps_stmr_2026-07-20,7511.18,-10.45,0.5,495.0,0.8414,307,0.0784,201.8,1540,-8460
2026-07-21 13:11:37,bps_stmr_REAL_20260721_0943,7511.18,-7.1,0.6,146.0,0.7858,-98,0.1625,212.3,856,-4144
2026-07-21 13:11:37,auto_20260721_090014,7511.18,33.07,0.35,507.5,0.6143,1506,0.0098,43.2,17591,-2791
2026-07-21 13:13:51,bps_stmr_2026-07-20,7511.62,-10.4,0.6,500.0,0.8414,312,0.0784,201.8,1540,-8460
2026-07-21 13:13:51,bps_stmr_REAL_20260721_0943,7511.62,-7.05,0.5,151.0,0.7905,-95,0.1586,212.2,856,-4144
2026-07-21 13:13:51,auto_20260721_090014,7511.62,33.42,0.25,542.5,0.6182,1512,0.0049,42.9,17520,-2795
2026-07-21 13:16:05,bps_stmr_2026-07-20,7509.73,-10.5,0.4,490.0,0.8414,293,0.0807,201.7,1540,-8460
2026-07-21 13:16:05,bps_stmr_REAL_20260721_0943,7509.73,-7.2,0.6,136.0,0.7858,-106,0.1625,212.1,856,-4144
2026-07-21 13:16:05,auto_20260721_090014,7509.73,31.73,0.25,372.5,0.6041,1394,0.01,42.6,17215,-2774
2026-07-21 13:18:18,bps_stmr_2026-07-20,7509.85,-10.5,0.6,490.0,0.8414,295,0.0807,201.6,1540,-8460
2026-07-21 13:18:18,bps_stmr_REAL_20260721_0943,7509.85,-7.15,0.7,141.0,0.7858,-105,0.1625,212.1,856,-4144
2026-07-21 13:18:18,auto_20260721_090014,7509.85,31.92,0.25,392.5,0.6016,1382,0.0099,42.3,17111,-2794
2026-07-21 13:20:32,bps_stmr_2026-07-20,7508.48,-10.65,0.7,475.0,0.8375,282,0.0807,201.6,1540,-8460
2026-07-21 13:20:32,bps_stmr_REAL_20260721_0943,7508.48,-7.25,0.7,131.0,0.7858,-114,0.1625,212.0,856,-4144
2026-07-21 13:20:32,auto_20260721_090014,7508.48,30.48,0.35,247.5,0.5914,1294,0.0101,42.0,16857,-2776
2026-07-21 13:22:46,bps_stmr_2026-07-20,7509.0,-10.5,0.6,490.0,0.8375,288,0.0807,201.5,1540,-8460
2026-07-21 13:22:46,bps_stmr_REAL_20260721_0943,7509.0,-7.2,0.6,136.0,0.7858,-110,0.1625,212.0,856,-4144
2026-07-21 13:22:46,auto_20260721_090014,7509.0,31.12,0.15,312.5,0.5952,1302,0.01,41.7,16791,-2771
2026-07-21 13:25:00,bps_stmr_2026-07-20,7509.15,-10.4,0.8,500.0,0.8375,290,0.0807,201.5,1540,-8460
2026-07-21 13:25:00,bps_stmr_REAL_20260721_0943,7509.15,-6.95,1.5,161.0,0.7858,-109,0.1625,211.9,856,-4144
2026-07-21 13:25:00,auto_20260721_090014,7509.15,31.83,0.35,382.5,0.5927,1291,0.005,41.4,16687,-2798
2026-07-21 13:27:14,bps_stmr_2026-07-20,7509.15,-10.55,0.5,485.0,0.8375,291,0.0807,201.4,1540,-8460
2026-07-21 13:27:14,bps_stmr_REAL_20260721_0943,7509.15,-7.2,0.6,136.0,0.7858,-108,0.1625,211.9,856,-4144
2026-07-21 13:27:14,auto_20260721_090014,7509.15,31.12,0.35,312.5,0.5927,1272,0.0099,41.1,16567,-2781
2026-07-21 13:29:28,bps_stmr_2026-07-20,7508.45,-10.6,0.6,480.0,0.8375,285,0.0807,201.3,1540,-8460
2026-07-21 13:29:28,bps_stmr_REAL_20260721_0943,7508.45,-7.2,0.6,136.0,0.7858,-113,0.1625,211.8,856,-4144
2026-07-21 13:29:28,auto_20260721_090014,7508.45,30.55,0.4,255.0,0.5863,1217,0.01,40.8,16377,-2771
2026-07-21 13:31:41,bps_stmr_2026-07-20,7510.07,-10.4,0.4,500.0,0.8414,302,0.0807,201.3,1540,-8460
2026-07-21 13:31:41,bps_stmr_REAL_20260721_0943,7510.07,-7.15,0.5,141.0,0.7858,-102,0.1625,211.7,856,-4144
2026-07-21 13:31:41,auto_20260721_090014,7510.07,31.55,0.3,355.0,0.5984,1284,0.0097,40.5,16417,-2776
2026-07-21 13:33:56,bps_stmr_2026-07-20,7509.3,-10.45,0.5,495.0,0.8414,295,0.0807,201.2,1540,-8460
2026-07-21 13:33:56,bps_stmr_REAL_20260721_0943,7509.3,-7.15,0.5,141.0,0.7858,-106,0.1625,211.7,856,-4144
2026-07-21 13:33:56,auto_20260721_090014,7509.3,30.82,0.35,282.5,0.592,1224,0.0098,40.2,16218,-2770
2026-07-21 13:36:09,bps_stmr_2026-07-20,7510.62,-10.3,0.6,510.0,0.8414,309,0.0784,201.2,1540,-8460
2026-07-21 13:36:09,bps_stmr_REAL_20260721_0943,7510.62,-7.0,0.6,156.0,0.7858,-98,0.1625,211.6,856,-4144
2026-07-21 13:36:09,auto_20260721_090014,7510.62,32.12,0.25,412.5,0.6003,1277,0.0048,39.9,16227,-2797
2026-07-21 13:38:23,bps_stmr_2026-07-20,7511.12,-10.25,0.5,515.0,0.8414,314,0.0784,201.1,1540,-8460
2026-07-21 13:38:23,bps_stmr_REAL_20260721_0943,7511.12,-7.05,0.5,151.0,0.7905,-94,0.1586,211.6,856,-4144
2026-07-21 13:38:23,auto_20260721_090014,7511.12,32.38,0.25,437.5,0.596,1287,0.0093,39.6,16152,-2793
2026-07-21 13:40:37,bps_stmr_2026-07-20,7511.57,-10.3,0.4,510.0,0.8414,320,0.0784,201.0,1540,-8460
2026-07-21 13:40:37,bps_stmr_REAL_20260721_0943,7511.57,-7.05,0.5,151.0,0.7905,-91,0.1586,211.5,856,-4144
2026-07-21 13:40:37,auto_20260721_090014,7511.57,32.78,0.25,477.5,0.6003,1295,0.0092,39.3,16072,-2786
2026-07-21 13:42:51,bps_stmr_2026-07-20,7510.38,-10.4,0.6,500.0,0.8414,308,0.0784,201.0,1540,-8460
2026-07-21 13:42:51,bps_stmr_REAL_20260721_0943,7510.38,-7.1,0.6,146.0,0.7858,-98,0.1625,211.4,856,-4144
2026-07-21 13:42:51,auto_20260721_090014,7510.38,31.78,0.25,377.5,0.5896,1208,0.0094,39.0,15826,-2783
2026-07-21 13:45:05,bps_stmr_2026-07-20,7511.82,-10.2,0.6,520.0,0.8414,324,0.0784,200.9,1540,-8460
2026-07-21 13:45:05,bps_stmr_REAL_20260721_0943,7511.82,-7.0,0.6,156.0,0.7905,-89,0.1586,211.4,856,-4144
2026-07-21 13:45:05,auto_20260721_090014,7511.82,33.12,0.25,512.5,0.6027,1273,0.0091,38.7,15843,-2772
2026-07-21 13:47:19,bps_stmr_2026-07-20,7511.8,-10.25,0.5,515.0,0.8414,324,0.0784,200.9,1540,-8460
2026-07-21 13:47:19,bps_stmr_REAL_20260721_0943,7511.8,-7.0,0.6,156.0,0.7905,-88,0.1586,211.3,856,-4144
2026-07-21 13:47:19,auto_20260721_090014,7511.8,32.92,0.25,492.5,0.6008,1254,0.0091,38.3,15713,-2791
2026-07-21 13:49:33,bps_stmr_2026-07-20,7513.15,-10.15,0.5,525.0,0.8452,338,0.076,200.8,1540,-8460
2026-07-21 13:49:33,bps_stmr_REAL_20260721_0943,7513.15,-6.95,0.5,161.0,0.7905,-80,0.1586,211.3,856,-4144
2026-07-21 13:49:33,auto_20260721_090014,7513.15,33.92,0.25,592.5,0.608,1317,0.0087,38.0,15718,-2770
2026-07-21 13:51:47,bps_stmr_2026-07-20,7512.77,-10.2,0.6,520.0,0.8452,335,0.076,200.7,1540,-8460
2026-07-21 13:51:47,bps_stmr_REAL_20260721_0943,7512.77,-7.0,0.6,156.0,0.7905,-82,0.1586,211.2,856,-4144
2026-07-21 13:51:47,auto_20260721_090014,7512.77,33.48,0.25,547.5,0.6017,1276,0.0087,37.7,15550,-2779
2026-07-21 13:54:00,bps_stmr_2026-07-20,7512.77,-10.25,0.5,515.0,0.8452,336,0.076,200.7,1540,-8460
2026-07-21 13:54:00,bps_stmr_REAL_20260721_0943,7512.77,-7.0,0.6,156.0,0.7905,-81,0.1586,211.2,856,-4144
