ts_et,trade_id,spot,net_mid,net_spread,unreal_pnl,pop,ev,p_maxloss,sigma,max_gain,max_loss
2026-07-24 12:57:08,auto_20260724_090200,7437.85,36.77,0.15,547.5,0.6093,1587,0.0101,48.4,19509,-3096
2026-07-24 12:59:21,auto_20260724_085540,7441.1,-0.68,0.15,812.5,0.849,542,0.0856,48.1,880,-1620
2026-07-24 12:59:21,auto_20260724_090200,7441.1,39.08,0.25,777.5,0.6221,1739,0.0048,48.1,19716,-3124
2026-07-24 13:01:34,auto_20260724_085540,7435.2,-1.1,0.1,770.0,0.8212,475,0.1045,47.8,880,-1620
2026-07-24 13:01:34,auto_20260724_090200,7435.2,34.15,0.3,285.0,0.5893,1419,0.0105,47.8,19007,-3092
2026-07-24 13:03:47,auto_20260724_085540,7435.35,-0.92,0.15,787.5,0.8254,481,0.1045,47.5,880,-1620
2026-07-24 13:03:47,auto_20260724_090200,7435.35,34.33,0.15,302.5,0.5865,1407,0.0052,47.5,18903,-3125
2026-07-24 13:06:00,auto_20260724_085540,7436.55,-0.8,0.1,800.0,0.8335,500,0.0961,47.2,880,-1620
2026-07-24 13:06:00,auto_20260724_090200,7436.55,34.92,0.15,362.5,0.5939,1446,0.0102,47.2,18903,-3113
2026-07-24 13:08:13,auto_20260724_085540,7429.3,-1.6,0.1,720.0,0.7905,407,0.1263,46.9,880,-1620
2026-07-24 13:08:13,auto_20260724_090200,7429.3,30.4,0.4,-90.0,0.5562,1102,0.0112,46.9,18058,-3101
2026-07-24 13:10:26,auto_20260724_085540,7429.15,-1.6,0.1,720.0,0.7905,409,0.123,46.6,880,-1620
2026-07-24 13:10:26,auto_20260724_090200,7429.15,30.58,0.25,-72.5,0.5562,1075,0.0112,46.6,17921,-3100
2026-07-24 13:12:39,auto_20260724_085540,7433.35,-1.2,0.1,760.0,0.817,470,0.1045,46.3,880,-1620
