ts_et,und
08:30:11,7603.00
08:31:15,7601.45
08:32:19,7603.05
08:33:23,7602.15
08:34:27,7601.80
08:35:31,7601.90
08:36:36,7600.90
08:37:40,7599.95
08:38:44,7599.60
08:39:48,7599.00
08:40:52,7602.60
08:41:56,7603.40
08:43:00,7605.30
08:44:05,7605.85
08:45:09,7608.05
08:46:13,7608.90
08:47:17,7609.40
08:48:21,7611.35
08:49:25,7618.15
08:50:29,7618.10
08:51:34,7615.00
08:52:38,7615.55
08:53:42,7617.30
08:54:46,7615.10
08:55:50,7611.95
08:56:54,7612.70
08:57:58,7613.20
08:59:03,7613.05
09:00:07,7614.00
09:01:11,7615.20
09:02:15,7617.25
09:03:19,7615.60
09:04:23,7616.05
09:05:27,7617.85
09:06:32,7618.75
09:07:36,7621.55
09:08:36,7623.15
09:09:40,7621.70
09:10:44,7620.90
09:11:49,7620.00
09:12:53,7617.55
09:13:57,7619.85
09:15:01,7617.75
09:16:05,7617.10
09:17:09,7615.90
09:18:13,7613.55
09:19:17,7611.55
09:20:22,7609.55
09:21:26,7607.32
09:22:30,7604.82
09:23:34,7605.02
09:24:34,7603.25
09:25:38,7600.80
09:26:42,7595.60
09:27:46,7598.55
09:28:51,7601.30
09:29:55,7601.40
09:30:59,7600.25
09:32:03,7599.95
09:33:07,7601.85
09:34:11,7603.30
09:35:15,7602.35
09:36:19,7600.15
09:37:24,7597.15
09:38:28,7597.40
09:39:32,7596.00
09:40:36,7596.45
09:41:40,7594.45
09:42:44,7598.20
09:43:48,7595.65
09:44:53,7599.35
09:45:57,7601.85
09:47:01,7600.55
09:48:05,7599.80
09:49:09,7599.85
09:50:13,7598.80
09:51:17,7596.65
09:52:22,7596.40
09:53:26,7595.50
09:54:30,7595.45
09:55:34,7593.45
09:56:38,7593.15
09:57:42,7595.40
09:58:46,7597.05
09:59:50,7597.95
10:00:55,7598.40
10:01:59,7597.60
10:03:03,7596.20
10:04:07,7598.10
10:05:11,7596.00
10:06:15,7606.55
10:07:19,7607.30
10:08:24,7603.05
10:09:28,7606.40
10:10:32,7603.35
10:11:36,7602.25
10:12:40,7601.40
10:13:44,7601.80
10:14:48,7600.40
10:15:52,7600.85
10:16:57,7602.65
10:18:01,7602.85
10:19:05,7603.10
10:20:09,7603.80
10:21:13,7603.80
10:22:17,7606.05
10:23:21,7604.65
10:24:25,7606.95
10:25:30,7607.45
10:26:34,7608.70
10:27:38,7609.60
10:28:42,7609.15
10:29:46,7608.80
10:30:50,7609.95
10:31:54,7608.05
10:32:58,7614.65
10:34:02,7618.30
10:35:06,7621.07
10:36:11,7620.25
10:37:15,7620.32
10:38:15,7622.25
10:39:19,7625.10
10:40:23,7625.65
10:41:28,7627.15
10:42:32,7630.45
10:43:36,7630.30
10:44:40,7634.80
10:45:44,7632.55
10:46:48,7629.60
10:47:52,7630.30
10:48:56,7630.05
10:50:01,7628.55
10:51:05,7627.50
10:52:09,7629.60
10:53:13,7628.80
10:54:17,7630.50
10:55:21,7630.80
10:56:25,7630.85
10:57:30,7631.50
10:58:34,7632.95
10:59:38,7631.10
11:00:42,7632.10
11:01:46,7628.60
11:02:50,7626.85
11:03:54,7628.65
11:04:59,7627.05
11:06:03,7626.10
11:07:07,7627.20
11:08:11,7625.70
11:09:15,7626.30
11:10:19,7627.95
11:11:23,7627.75
11:12:27,7628.80
11:13:32,7628.70
11:14:36,7627.80
11:15:40,7632.90
11:16:44,7636.30
11:17:48,7634.05
11:18:52,7636.55
11:19:57,7637.00
11:21:01,7635.50
11:22:05,7634.10
11:23:09,7634.40
11:24:13,7637.95
11:25:17,7637.27
11:26:21,7633.85
11:27:26,7632.35
11:28:30,7632.30
11:29:34,7632.75
11:30:38,7634.20
11:31:42,7633.60
11:32:46,7635.00
11:33:50,7635.00
11:34:54,7633.15
11:35:58,7632.00
11:37:03,7632.40
11:38:07,7633.10
11:39:11,7632.70
11:40:15,7632.60
11:41:19,7634.15
11:42:23,7633.70
11:43:27,7634.88
11:44:31,7634.05
11:45:36,7633.70
11:46:40,7634.35
11:47:44,7640.57
11:48:49,7646.60
11:49:53,7646.15
11:50:58,7645.15
11:52:02,7646.70
11:53:06,7647.70
11:54:10,7645.95
11:55:14,7643.45
11:56:18,7643.85
11:57:22,7641.30
11:58:27,7639.95
11:59:31,7640.95
12:00:35,7642.35
12:01:39,7640.70
12:02:43,7641.25
12:03:47,7638.85
12:04:51,7640.25
12:05:56,7639.85
12:07:00,7640.80
12:08:04,7638.48
12:09:08,7637.85
12:10:12,7637.50
12:11:16,7638.25
12:12:20,7641.20
12:13:25,7639.25
12:14:29,7636.55
12:15:33,7634.75
12:16:37,7635.27
12:17:41,7634.98
12:18:45,7632.68
12:19:49,7634.10
12:20:53,7636.30
12:21:58,7634.50
12:23:02,7636.75
12:24:06,7636.40
12:25:10,7636.70
12:26:14,7635.30
12:27:18,7635.82
12:28:22,7636.90
12:29:27,7639.10
12:30:31,7638.73
12:31:35,7640.70
12:32:39,7641.50
12:33:43,7638.65
12:34:47,7639.10
12:35:51,7639.35
12:36:55,7639.73
12:37:59,7639.88
12:39:04,7640.82
12:40:08,7641.10
12:41:12,7640.25
12:42:16,7639.27
12:43:20,7639.05
12:44:24,7640.20
12:45:28,7640.20
12:46:33,7639.43
12:47:37,7640.00
12:48:41,7640.57
12:49:45,7640.30
12:50:49,7639.70
12:51:53,7640.10
12:52:58,7641.30
12:54:02,7640.45
12:55:06,7640.85
