date,spot,spx_close,gx_pw,gx_cw,gx_pnl,gx_bps,gx_bcs,gx_otm,td_pw,td_cw,td_pnl,td_bps,td_bcs,td_otm,mq_pw,mq_cw,mq_pnl,mq_bps,mq_bcs,mq_otm,fx_pw,fx_cw,fx_pnl,fx_bps,fx_bcs,fx_otm
2026-05-13,7401.0,7444.25,7375.0,7450.0,411.96000000000004,335.98,75.97999999999999,True,7350.0,7450.0,209.45999999999998,133.48,75.97999999999999,True,7365.0,7500.0,236.96000000000006,233.48000000000008,3.4799999999999986,True,7365.0,7435.0,-500.5399999999999,233.48000000000008,-734.02,True
2026-05-14,7444.0,7501.24,7400.0,7500.0,192.96000000002184,90.97999999999999,101.98000000002185,True,7400.0,7450.0,-1080.5399999999997,90.97999999999999,-1171.5199999999998,True,7375.0,7500.0,132.96000000002184,30.98,101.98000000002185,True,7410.0,7480.0,-1437.0399999999781,130.97999999999993,-1568.0199999999782,True
2026-05-15,7501.0,7408.5,7500.0,7525.0,-303.0399999999994,-341.5199999999994,38.480000000000004,True,7500.0,7560.0,-338.0399999999994,-341.5199999999994,3.4800000000000004,True,7300.0,7450.0,,,,False,7465.0,7535.0,-858.04,-881.52,23.480000000000004,True
2026-05-18,7408.0,7403.05,7350.0,7500.0,166.95999999999998,135.98,30.98,True,7400.0,7450.0,876.9600000000002,553.4800000000001,323.48,True,7360.0,7500.0,214.45999999999998,183.48,30.98,True,7375.0,7445.0,669.46,275.97999999999996,393.48,True
2026-05-19,7403.0,7353.61,7400.0,7425.0,-700.5400000000002,-866.5200000000001,165.97999999999996,True,7400.0,7500.0,-863.0400000000001,-866.5200000000001,3.4800000000000004,True,7340.0,7450.0,579.4599999999999,523.4799999999999,55.98000000000002,True,7370.0,7440.0,-527.0400000000326,-615.5200000000326,88.48000000000002,True
2026-05-20,7354.0,7432.97,7340.0,7400.0,-1628.0399999999995,368.48000000000013,-1996.5199999999998,True,7340.0,7400.0,-1628.0399999999995,368.48000000000013,-1996.5199999999998,True,7375.0,7475.0,,,,False,7320.0,7390.0,-1613.04,193.48,-1806.52,True
2026-05-21,7433.0,7445.72,7400.0,7475.0,1074.4599999999998,963.4799999999999,110.97999999999999,True,7400.0,7435.0,369.95999999997446,963.4799999999999,-593.5200000000254,True,7300.0,7500.0,121.96000000000001,88.48,33.480000000000004,True,7400.0,7470.0,1099.4599999999998,963.4799999999999,135.97999999999996,True
2026-05-22,7446.0,7473.47,7400.0,7500.0,796.96,78.48000000000002,718.48,True,7400.0,7500.0,796.96,78.48000000000002,718.48,True,7375.0,7500.0,754.46,35.980000000000004,718.48,True,7410.0,7480.0,1274.46,110.98000000000003,1163.48,True
2026-05-26,7473.0,7519.12,7375.0,7500.0,-460.03999999998933,3.4799999999999986,-463.51999999998935,True,,,,,,False,7450.0,7530.0,709.4599999999999,85.98,623.4799999999999,True,7440.0,7510.0,317.4600000000113,60.980000000000004,256.4800000000113,True
2026-05-27,7519.0,7520.36,7450.0,7530.0,936.96,43.480000000000004,893.48,True,7450.0,7530.0,936.96,43.480000000000004,893.48,True,7475.0,7530.0,1016.96,123.47999999999998,893.48,True,7485.0,7555.0,524.46,188.47999999999996,335.98,True
2026-05-28,7520.0,7563.63,7475.0,7530.0,-1648.0400000000002,168.47999999999996,-1816.5200000000002,True,7475.0,7530.0,-1648.0400000000002,168.47999999999996,-1816.5200000000002,True,7485.0,7600.0,251.95999999999992,245.97999999999993,5.98,True,7485.0,7555.0,-441.040000000011,245.97999999999993,-687.0200000000109,True
2026-05-29,7564.0,7580.06,7550.0,7600.0,694.46,383.4800000000001,310.97999999999996,True,7550.0,7600.0,694.46,383.4800000000001,310.97999999999996,True,7475.0,7600.0,321.96,10.98,310.97999999999996,True,7530.0,7600.0,469.4599999999999,158.48,310.97999999999996,True
2026-06-01,7580.0,7599.96,7550.0,7600.0,851.9599999999998,543.4799999999998,308.4800000000001,True,7550.0,7600.0,851.9599999999998,543.4799999999998,308.4800000000001,True,7550.0,7615.0,676.9599999999998,543.4799999999998,133.48,True,7545.0,7615.0,606.9599999999999,473.4799999999999,133.48,True
2026-06-02,7600.0,7609.78,7550.0,7615.0,424.46000000000004,178.48,245.98000000000002,True,7550.0,7615.0,424.46000000000004,178.48,245.98000000000002,True,7555.0,7630.0,299.46000000000004,213.48000000000002,85.98,True,7565.0,7635.0,376.9599999999999,318.4799999999999,58.480000000000004,True
2026-06-03,7610.0,7553.68,7580.0,7630.0,-1973.04,-2159.02,185.98,True,7580.0,7630.0,-1973.04,-2159.02,185.98,True,7540.0,7625.0,326.96000000000004,60.980000000000004,265.98,True,7575.0,7645.0,-1807.539999999971,-1861.019999999971,53.480000000000004,True
2026-06-04,7554.0,7584.31,7550.0,7600.0,1256.96,1223.48,33.480000000000004,True,7500.0,7600.0,341.9600000000001,308.4800000000001,33.480000000000004,True,7550.0,7625.0,1229.46,1223.48,5.98,True,7520.0,7590.0,641.9599999999999,573.4799999999999,68.48000000000003,True
2026-06-05,7584.0,7383.74,7550.0,7600.0,-1155.54,-1216.52,60.980000000000004,True,7550.0,7600.0,-1155.54,-1216.52,60.980000000000004,True,7375.0,7600.0,59.46,-1.5200000000000005,60.980000000000004,True,7550.0,7620.0,-1200.54,-1216.52,15.980000000000004,True
2026-06-08,7384.0,7405.73,7375.0,7500.0,474.46000000000004,138.48000000000002,335.98,True,7375.0,7500.0,474.46000000000004,138.48000000000002,335.98,True,7375.0,7500.0,474.46000000000004,138.48000000000002,335.98,True,7350.0,7420.0,1841.96,73.47999999999999,1768.48,True
2026-06-09,7406.0,7386.65,7375.0,7450.0,1109.4600000000003,75.98,1033.4800000000002,True,7375.0,7450.0,1109.4600000000003,75.98,1033.4800000000002,True,7355.0,7525.0,54.46000000000001,33.480000000000004,20.980000000000004,True,7370.0,7440.0,1349.46,60.980000000000004,1288.48,True
2026-06-10,7387.0,7266.99,7355.0,7525.0,-1413.0400000000002,-1426.5200000000002,13.480000000000004,True,7355.0,7525.0,-1413.0400000000002,-1426.5200000000002,13.480000000000004,True,7325.0,7330.0,,,,False,7350.0,7420.0,-1218.0400000000004,-1491.5200000000002,273.4799999999999,True
2026-06-11,7267.0,7394.3,7220.0,7350.0,-1713.04,293.48,-2006.52,True,7220.0,7300.0,-1033.0400000000002,293.48,-1326.5200000000002,True,7320.0,7430.0,,,,False,7230.0,7300.0,-968.0400000000002,358.4800000000001,-1326.5200000000002,True
2026-06-12,7394.0,7431.46,7350.0,7450.0,1016.9599999999998,418.4799999999999,598.4799999999999,True,7350.0,7450.0,1016.9599999999998,418.4799999999999,598.4799999999999,True,7375.0,7500.0,816.9600000000003,633.4800000000002,183.47999999999996,True,7360.0,7430.0,1200.9599999999964,503.47999999999996,697.4799999999964,True
2026-06-15,7431.0,7554.29,7400.0,7600.0,109.46000000000002,20.980000000000015,88.48,True,,7500.0,,,,False,7160.0,7550.0,230.46000000000356,-4.02,234.48000000000357,True,7395.0,7465.0,-178.0400000000006,18.48,-196.52000000000058,True
2026-06-22,7501.0,7472.79,7500.0,7550.0,-1765.54,-2056.52,290.97999999999996,True,,,,,,False,7450.0,7530.0,751.96,98.48,653.48,True,7465.0,7535.0,689.46,148.47999999999996,540.98,True
2026-06-23,7473.0,7365.46,7450.0,7500.0,-160.54000000000002,-181.52,20.980000000000004,True,7450.0,7500.0,-160.54000000000002,-181.52,20.980000000000004,True,7400.0,7350.0,,,,False,7440.0,7510.0,-328.0400000000008,-341.52000000000083,13.48,True
2026-06-24,7365.0,7358.22,7350.0,7500.0,561.96,553.48,8.480000000000002,True,7350.0,7500.0,561.96,553.48,8.480000000000002,True,7320.0,7425.0,594.46,278.48,315.97999999999996,True,7330.0,7400.0,1036.96,358.47999999999996,678.48,True
2026-06-25,7358.0,7357.49,7320.0,7375.0,1964.46,70.98000000000002,1893.48,True,7320.0,7500.0,119.46000000000002,70.98000000000002,48.480000000000004,True,7325.0,7415.0,1271.96,83.47999999999999,1188.48,True,7325.0,7395.0,1656.9599999999998,83.47999999999999,1573.4799999999998,True
