date,strat,prior_close,vix,open,move,mine,desk,diff,match
2026-08-04,eodic_c,7600.5,15.859999656677246,7630.6,75.9,7675.0,7675.0,0.0,True
2026-08-04,openic_p,7600.5,15.859999656677246,7630.6,75.9,7555.0,7585.0,-30.0,False
2026-08-04,openic_c,7600.5,15.859999656677246,7630.6,75.9,7705.0,7735.0,-30.0,False
2026-08-05,eodic_p,7736.5,16.5,7771.6,80.4,7655.0,7655.0,0.0,True
2026-08-05,openic_p,7736.5,16.5,7771.6,80.4,7690.0,7700.0,-10.0,False
2026-08-05,openic_c,7736.5,16.5,7771.6,80.4,7850.0,7860.0,-10.0,False
2026-08-06,eodic_p,7723.6,15.8100004196167,7713.8,76.9,7645.0,7645.0,0.0,True
2026-08-06,eodic_c,7723.6,15.8100004196167,7713.8,76.9,7800.0,7800.0,0.0,True
2026-08-06,openic_p,7723.6,15.8100004196167,7713.8,76.9,7635.0,7660.0,-25.0,False
2026-08-06,openic_c,7723.6,15.8100004196167,7713.8,76.9,7790.0,7815.0,-25.0,False
2026-08-07,eodic_p,7710.0,15.149999618530272,7735.2,73.6,7635.0,7635.0,0.0,True
2026-08-07,eodic_c,7710.0,15.149999618530272,7735.2,73.6,7785.0,7785.0,0.0,True
2026-08-07,openic_p,7710.0,15.149999618530272,7735.2,73.6,7660.0,7655.0,5.0,False
2026-08-07,openic_c,7710.0,15.149999618530272,7735.2,73.6,7810.0,7805.0,5.0,False
2026-08-10,eodic_p,7757.6,14.899999618530272,7751.7,72.8,7685.0,7680.0,5.0,False
2026-08-10,openic_p,7757.6,14.899999618530272,7751.7,72.8,7680.0,7680.0,0.0,True
2026-08-11,eodic_p,7753.1,15.460000038146973,7767.5,75.5,7680.0,7675.0,5.0,False
2026-08-11,eodic_c,7753.1,15.460000038146973,7767.5,75.5,7830.0,7830.0,0.0,True
2026-08-11,openic_p,7753.1,15.460000038146973,7767.5,75.5,7690.0,7685.0,5.0,False
2026-08-12,eodic_p,7728.2,15.279999732971191,7765.5,74.4,7655.0,7655.0,0.0,True
2026-08-12,eodic_c,7728.2,15.279999732971191,7765.5,74.4,7805.0,7805.0,0.0,True
2026-08-12,openic_p,7728.2,15.279999732971191,7765.5,74.4,7690.0,7665.0,25.0,False
2026-08-12,openic_c,7728.2,15.279999732971191,7765.5,74.4,7840.0,7815.0,25.0,False
2026-08-13,eodic_p,7748.5,14.550000190734863,7763.2,71.0,7675.0,7675.0,0.0,True
2026-08-13,eodic_c,7748.5,14.550000190734863,7763.2,71.0,7820.0,7820.0,0.0,True
2026-08-13,openic_p,7748.5,14.550000190734863,7763.2,71.0,7690.0,7695.0,-5.0,False
2026-08-14,eodic_p,7799.0,14.630000114440918,7806.6,71.9,7725.0,7725.0,0.0,True
2026-08-14,eodic_c,7799.0,14.630000114440918,7806.6,71.9,7870.0,7870.0,0.0,True
2026-08-14,openic_p,7799.0,14.630000114440918,7806.6,71.9,7735.0,7735.0,0.0,True
2026-08-17,eodic_p,7785.8,14.25,7790.7,69.9,7715.0,7710.0,5.0,False
2026-08-17,openic_p,7785.8,14.25,7790.7,69.9,7720.0,7715.0,5.0,False
2026-08-18,eodic_p,7745.1,15.1899995803833,7700.0,74.1,7670.0,7665.0,5.0,False
2026-08-18,eodic_c,7745.1,15.1899995803833,7700.0,74.1,7820.0,7825.0,-5.0,False
2026-08-18,openic_p,7745.1,15.1899995803833,7700.0,74.1,7625.0,7630.0,-5.0,False
2026-08-19,eodic_c,7691.8,15.84000015258789,7716.7,76.8,7770.0,7770.0,0.0,True
2026-08-19,openic_p,7691.8,15.84000015258789,7716.7,76.8,7640.0,7640.0,0.0,True
2026-08-19,openic_c,7691.8,15.84000015258789,7716.7,76.8,7795.0,7795.0,0.0,True
2026-08-20,eodic_p,7708.0,14.890000343322754,7690.5,72.3,7635.0,7635.0,0.0,True
2026-08-20,openic_p,7708.0,14.890000343322754,7690.5,72.3,7620.0,7610.0,10.0,False
