date,ts,spot,sma100,sma5,k8,fire,exit_sig,sess_h,sess_l,open_trades,sampled_from,note
2026-07-14,15:59:00,7547.575,7131.02,7532.93,79.54,False,True,7555.35,7517.9,1,,
2026-07-17,05:27:33,7470.6,7150.65,7527.14,30.55,False,False,7470.6,7470.6,0,05:27,dryrun
2026-07-17,15:59:00,7465.025,7150.6,7526.02,27.06,False,False,7487.0,7447.95,0,,
2026-07-20,15:59:01,7443.975,7156.06,7510.28,8.46,True,False,7509.85,7442.15,0,,
2026-07-21,15:59:00,7509.2,7161.69,7503.27,51.88,False,True,7514.8,7467.8,2,,
2026-07-22,15:59:01,7503.225,7167.63,7489.43,47.9,False,True,7525.18,7480.7,0,,
2026-07-28,15:59:01,7434.2,7184.37,7452.77,29.89,False,False,7451.38,7386.65,0,,
2026-08-10,15:59:00,7750.075,7268.52,7735.55,89.68,False,True,7772.7,7744.0,0,,
