ts_et,und
08:30:10,7730.65
08:31:14,7731.55
08:32:18,7736.90
08:33:22,7737.30
08:34:26,7737.45
08:35:30,7736.70
08:36:35,7732.10
08:37:39,7734.50
08:38:43,7736.90
08:39:47,7735.75
08:40:51,7735.90
08:41:55,7738.50
08:42:59,7736.70
08:44:03,7743.15
08:45:07,7745.40
08:46:11,7739.45
08:47:16,7737.50
08:48:20,7739.60
08:49:24,7738.85
08:50:28,7742.05
08:51:32,7740.65
08:52:36,7744.20
08:53:40,7744.10
08:54:45,7743.20
08:55:49,7741.15
08:56:53,7733.50
08:57:58,7730.25
08:59:02,7731.00
09:00:06,7733.70
09:01:10,7736.50
09:02:14,7732.10
09:03:19,7735.40
09:04:23,7730.35
09:05:27,7729.55
09:06:31,7731.50
09:07:36,7730.45
09:08:40,7730.35
09:09:44,7730.10
09:10:48,7727.85
09:11:52,7726.50
09:12:56,7721.65
09:14:01,7724.80
09:15:05,7721.75
09:16:09,7727.70
09:17:13,7731.30
09:18:17,7732.00
09:19:21,7739.25
09:20:25,7740.25
09:21:29,7740.65
09:22:33,7740.40
09:23:37,7742.10
09:24:42,7745.20
09:25:46,7749.20
09:26:51,7751.00
09:27:55,7751.90
09:28:59,7756.45
09:30:03,7755.80
09:31:08,7750.60
09:32:12,7751.00
09:33:16,7750.85
09:34:20,7748.65
09:35:24,7751.70
09:36:28,7746.30
09:37:32,7748.25
09:38:36,7750.95
09:39:40,7742.10
09:40:44,7744.90
09:41:49,7744.05
09:42:53,7744.75
09:43:57,7742.70
09:45:01,7741.95
09:46:05,7748.45
09:47:09,7749.10
09:48:13,7749.20
09:49:17,7748.55
09:50:21,7748.25
09:51:25,7747.05
09:52:30,7743.55
09:53:34,7746.00
09:54:38,7746.95
09:55:42,7746.30
09:56:46,7749.00
09:57:50,7750.95
09:58:54,7752.60
09:59:58,7751.85
10:01:02,7751.20
10:02:07,7749.90
10:03:11,7749.30
10:04:15,7751.65
10:05:19,7751.50
10:06:23,7752.80
10:07:27,7752.40
