DateTime,family,tier,kind,price,excursion_pts,bars_to_break,broken_same_day,match_div,match_confirm,tick_800,tick_1000,trin,vix,breadth_slope
2021-06-21 12:50:00,atr,1xDR,H,5014.5,6.75,25,True,True,False,False,False,0.68,,0.0193966334421658
2021-06-22 14:25:00,session,day,H,5043.25,11.75,9,False,True,False,False,False,0.95,,0.3584512624747873
2021-06-22 09:00:00,session,day,L,5010.5,39.75,74,False,True,False,False,False,1.34,,-0.09214983279455824
2021-06-22 10:15:00,session,AM,H,5028.25,6.75,40,True,True,False,False,False,1.02,,0.3474436405351188
2021-06-22 09:00:00,session,AM,L,5010.5,39.75,74,False,True,False,False,False,1.34,,-0.09214983279455824
2021-06-22 14:25:00,session,PM,H,5043.25,11.75,9,False,True,False,False,False,0.95,,0.3584512624747873
2021-06-22 13:00:00,session,PM,L,5028.5,18.0,26,False,False,False,False,False,0.93,,0.09546792937297544
2021-06-22 08:45:00,fractal,N3,H,5011.25,10.75,6,True,True,False,False,False,0.97,,
2021-06-22 09:00:00,fractal,N3,L,5010.5,39.75,74,False,True,False,False,False,1.34,,-0.09214983279455824
2021-06-22 10:15:00,fractal,N3,H,5028.25,6.75,40,True,True,False,False,False,1.02,,0.3474436405351188
2021-06-22 10:55:00,fractal,N3,L,5025.0,20.5,51,False,False,False,False,False,1.21,,-0.20606588475707432
2021-06-22 11:25:00,fractal,N3,H,5029.25,3.0,9,True,False,False,False,False,1.14,,0.09746310230249178
2021-06-22 12:10:00,fractal,N3,H,5029.0,4.25,15,True,False,False,False,False,0.99,,0.18106206017130444
2021-06-22 12:15:00,fractal,N3,L,5026.75,19.0,35,False,False,False,False,False,1.02,,0.06335114226614091
2021-06-22 13:00:00,fractal,N3,L,5028.5,18.0,26,False,False,False,False,False,0.93,,0.09546792937297544
2021-06-22 14:25:00,fractal,N3,H,5043.25,11.75,9,False,True,False,False,False,0.95,,0.3584512624747873
2021-06-22 09:00:00,fractal,N5,L,5010.5,39.75,74,False,True,False,False,False,1.34,,-0.09214983279455824
2021-06-22 10:15:00,fractal,N5,H,5028.25,6.75,40,True,True,False,False,False,1.02,,0.3474436405351188
2021-06-22 10:55:00,fractal,N5,L,5025.0,20.5,51,False,False,False,False,False,1.21,,-0.20606588475707432
2021-06-22 12:10:00,fractal,N5,H,5029.0,4.25,15,True,False,False,False,False,0.99,,0.18106206017130444
2021-06-22 12:15:00,fractal,N5,L,5026.75,19.0,35,False,False,False,False,False,1.02,,0.06335114226614091
2021-06-22 13:00:00,fractal,N5,L,5028.5,18.0,26,False,False,False,False,False,0.93,,0.09546792937297544
2021-06-22 14:25:00,fractal,N5,H,5043.25,11.75,9,False,True,False,False,False,0.95,,0.3584512624747873
2021-06-22 10:15:00,fractal,N10,H,5028.25,6.75,40,True,True,False,False,False,1.02,,0.3474436405351188
2021-06-22 12:10:00,fractal,N10,H,5029.0,4.25,15,True,False,False,False,False,0.99,,0.18106206017130444
2021-06-22 12:15:00,fractal,N10,L,5026.75,19.0,35,False,False,False,False,False,1.02,,0.06335114226614091
2021-06-22 08:45:00,atr,0.25xDR,H,5011.25,10.75,6,True,True,False,False,False,0.97,,
2021-06-22 09:00:00,atr,0.25xDR,L,5010.5,39.75,74,False,True,False,False,False,1.34,,-0.09214983279455824
2021-06-22 14:25:00,atr,0.25xDR,H,5043.25,11.75,9,False,True,False,False,False,0.95,,0.3584512624747873
2021-06-22 15:05:00,atr,0.25xDR,L,5035.0,4.5,1,False,False,False,False,False,,,
2021-06-22 14:25:00,atr,0.5xDR,H,5043.25,11.75,9,False,True,False,False,False,0.95,,0.3584512624747873
2021-06-22 14:25:00,atr,1xDR,H,5043.25,11.75,9,False,True,False,False,False,0.95,,0.3584512624747873
2021-06-23 09:20:00,session,day,H,5042.75,15.75,70,False,True,False,False,False,0.42,,1.4828732772486175
2021-06-23 14:55:00,session,day,L,5031.25,4.25,3,False,True,False,False,False,0.73,,-0.8857934958798961
2021-06-23 09:20:00,session,AM,H,5042.75,15.75,70,False,True,False,False,False,0.42,,1.4828732772486175
2021-06-23 10:35:00,session,AM,L,5036.0,5.75,12,True,True,False,False,False,0.53,,-0.3531777975125925
2021-06-23 14:25:00,session,PM,H,5041.75,13.25,9,False,False,False,False,False,0.65,,0.11379167114089928
2021-06-23 14:55:00,session,PM,L,5031.25,4.25,3,False,True,False,False,False,0.73,,-0.8857934958798961
2021-06-23 08:50:00,fractal,N3,L,5036.75,9.75,14,True,False,False,False,False,0.45,,
2021-06-23 09:20:00,fractal,N3,H,5042.75,15.75,70,False,True,False,False,False,0.42,,1.4828732772486175
2021-06-23 10:00:00,fractal,N3,H,5035.5,10.5,53,True,False,False,False,False,0.53,,-1.0286026270793194
2021-06-23 10:25:00,fractal,N3,H,5037.0,4.5,5,True,False,False,False,False,0.55,,-0.9600398805299224
2021-06-23 10:35:00,fractal,N3,L,5036.0,5.75,12,True,True,False,False,False,0.53,,-0.3531777975125925
2021-06-23 11:40:00,fractal,N3,L,5036.5,11.5,38,True,False,True,False,False,0.55,,-0.30427542888933345
2021-06-23 12:40:00,fractal,N3,L,5039.25,2.25,4,True,False,False,False,False,0.6,,0.1783514871039249
2021-06-23 14:05:00,fractal,N3,L,5037.75,6.5,8,True,False,False,False,False,0.66,,-0.12893467171826778
2021-06-23 14:25:00,fractal,N3,H,5041.75,13.25,9,False,False,False,False,False,0.65,,0.11379167114089928
2021-06-23 14:55:00,fractal,N3,L,5031.25,4.25,3,False,True,False,False,False,0.73,,-0.8857934958798961
2021-06-23 09:20:00,fractal,N5,H,5042.75,15.75,70,False,True,False,False,False,0.42,,1.4828732772486175
2021-06-23 10:00:00,fractal,N5,H,5035.5,10.5,53,True,False,False,False,False,0.53,,-1.0286026270793194
2021-06-23 10:35:00,fractal,N5,L,5036.0,5.75,12,True,True,False,False,False,0.53,,-0.3531777975125925
2021-06-23 11:40:00,fractal,N5,L,5036.5,11.5,38,True,False,True,False,False,0.55,,-0.30427542888933345
2021-06-23 14:25:00,fractal,N5,H,5041.75,13.25,9,False,False,False,False,False,0.65,,0.11379167114089928
2021-06-23 09:20:00,fractal,N10,H,5042.75,15.75,70,False,True,False,False,False,0.42,,1.4828732772486175
2021-06-23 10:35:00,fractal,N10,L,5036.0,5.75,12,True,True,False,False,False,0.53,,-0.3531777975125925
2021-06-23 11:40:00,fractal,N10,L,5036.5,11.5,38,True,False,True,False,False,0.55,,-0.30427542888933345
2021-06-23 08:30:00,atr,0.25xDR,L,5040.5,10.5,19,True,False,True,False,False,0.6,,
2021-06-23 09:20:00,atr,0.25xDR,H,5042.75,15.75,70,False,True,False,False,False,0.42,,1.4828732772486175
2021-06-23 11:40:00,atr,0.25xDR,L,5036.5,11.5,38,True,False,True,False,False,0.55,,-0.30427542888933345
2021-06-23 14:25:00,atr,0.25xDR,H,5041.75,13.25,9,False,False,False,False,False,0.65,,0.11379167114089928
2021-06-23 14:55:00,atr,0.25xDR,L,5031.25,4.25,3,False,True,False,False,False,0.73,,-0.8857934958798961
2021-06-23 14:55:00,atr,0.5xDR,L,5031.25,4.25,3,False,True,False,False,False,0.73,,-0.8857934958798961
2021-06-23 14:55:00,atr,1xDR,L,5031.25,4.25,3,False,True,False,False,False,0.73,,-0.8857934958798961
2021-06-24 12:15:00,session,day,H,5056.0,7.75,35,False,True,False,False,False,0.66,,0.13225717707858475
2021-06-24 10:40:00,session,day,L,5053.0,9.5,54,False,True,False,False,False,0.7,,-0.034434124051507364
2021-06-24 09:30:00,session,AM,H,5059.75,9.25,33,True,True,False,False,False,0.77,,0.5402511850481666
2021-06-24 10:40:00,session,AM,L,5053.0,9.5,54,False,True,False,False,False,0.7,,-0.034434124051507364
2021-06-24 13:30:00,session,PM,H,5059.75,6.75,20,False,True,False,False,False,0.67,,0.33667649084004836
2021-06-24 12:50:00,session,PM,L,5055.5,7.75,28,False,False,False,False,False,0.73,,-0.27089743993098603
2021-06-24 09:00:00,fractal,N3,L,5054.75,8.0,20,True,False,True,False,False,0.85,,-0.15948667700155683
2021-06-24 09:50:00,fractal,N3,L,5054.75,2.75,5,True,False,False,False,False,0.76,,-0.27160712322480185
2021-06-24 10:20:00,fractal,N3,L,5053.75,3.0,4,True,False,False,False,False,0.76,,0.017455924832520786
2021-06-24 10:40:00,fractal,N3,L,5053.0,9.5,54,False,True,False,False,False,0.7,,-0.034434124051507364
2021-06-24 11:20:00,fractal,N3,H,5056.25,3.25,4,True,False,False,False,False,0.68,,0.09923514794363175
2021-06-24 11:30:00,fractal,N3,L,5054.25,7.0,16,True,False,False,False,False,0.66,,0.265360124753943
2021-06-24 11:40:00,fractal,N3,H,5057.0,3.0,4,True,False,False,False,False,0.65,,0.6415470594575612
2021-06-24 12:15:00,fractal,N3,H,5056.0,7.75,35,False,True,False,False,False,0.66,,0.13225717707858475
2021-06-24 12:20:00,fractal,N3,L,5056.0,2.75,5,True,False,False,False,False,0.67,,0.08221546724902984
2021-06-24 12:50:00,fractal,N3,L,5055.5,7.75,28,False,False,False,False,False,0.73,,-0.27089743993098603
2021-06-24 14:30:00,fractal,N3,L,5055.25,5.0,8,False,False,False,False,False,0.68,,0.0012518624919413135
2021-06-24 14:50:00,fractal,N3,H,5057.5,4.0,4,False,False,False,False,False,0.7,,0.018806023415266715
2021-06-24 09:00:00,fractal,N5,L,5054.75,8.0,20,True,False,True,False,False,0.85,,-0.15948667700155683
2021-06-24 10:40:00,fractal,N5,L,5053.0,9.5,54,False,True,False,False,False,0.7,,-0.034434124051507364
2021-06-24 12:15:00,fractal,N5,H,5056.0,7.75,35,False,True,False,False,False,0.66,,0.13225717707858475
2021-06-24 12:50:00,fractal,N5,L,5055.5,7.75,28,False,False,False,False,False,0.73,,-0.27089743993098603
2021-06-24 14:30:00,fractal,N5,L,5055.25,5.0,8,False,False,False,False,False,0.68,,0.0012518624919413135
2021-06-24 10:40:00,fractal,N10,L,5053.0,9.5,54,False,True,False,False,False,0.7,,-0.034434124051507364
2021-06-24 12:15:00,fractal,N10,H,5056.0,7.75,35,False,True,False,False,False,0.66,,0.13225717707858475
2021-06-24 12:50:00,fractal,N10,L,5055.5,7.75,28,False,False,False,False,False,0.73,,-0.27089743993098603
2021-06-24 10:40:00,atr,0.25xDR,L,5053.0,9.5,54,False,True,False,False,False,0.7,,-0.034434124051507364
2021-06-24 13:35:00,atr,0.25xDR,H,5060.0,6.75,19,False,True,False,False,False,0.68,,0.23278395925536532
2021-06-24 10:40:00,atr,0.5xDR,L,5053.0,9.5,54,False,True,False,False,False,0.7,,-0.034434124051507364
2021-06-24 10:40:00,atr,1xDR,L,5053.0,9.5,54,False,True,False,False,False,0.7,,-0.034434124051507364
2021-06-25 14:50:00,session,day,H,5071.0,7.0,4,False,True,False,False,False,0.7,,-0.4701288186422934
2021-06-25 08:35:00,session,day,L,5063.25,16.0,79,False,False,True,False,False,1.02,,
2021-06-25 09:25:00,session,AM,H,5068.0,6.25,50,True,True,False,False,False,0.89,,0.3646715253737507
2021-06-25 08:35:00,session,AM,L,5063.25,16.0,79,False,False,True,False,False,1.02,,
2021-06-25 14:50:00,session,PM,H,5071.0,7.0,4,False,True,False,False,False,0.7,,-0.4701288186422934
2021-06-25 12:35:00,session,PM,L,5064.75,12.0,31,False,False,False,False,False,0.76,,-0.10612175351192721
2021-06-25 08:55:00,fractal,N3,L,5063.25,15.75,75,False,False,False,False,False,0.99,,
2021-06-25 09:25:00,fractal,N3,H,5068.0,6.25,50,True,True,False,False,False,0.89,,0.3646715253737507
2021-06-25 10:50:00,fractal,N3,L,5067.0,2.5,7,True,False,False,False,False,0.74,,-0.1600387141281081
2021-06-25 11:20:00,fractal,N3,H,5067.5,4.25,23,True,False,False,False,False,0.72,,0.1235494967071078
2021-06-25 11:25:00,fractal,N3,L,5065.75,2.75,9,True,False,False,False,False,0.76,,-0.15553742057084663
2021-06-25 11:45:00,fractal,N3,H,5067.0,4.0,18,True,False,False,False,False,0.72,,-0.25959472225983515
2021-06-25 14:15:00,fractal,N3,H,5072.5,5.5,7,True,True,False,False,False,0.7,,0.3578011901843099
2021-06-25 14:50:00,fractal,N3,H,5071.0,7.0,4,False,True,False,False,False,0.7,,-0.4701288186422934
2021-06-25 14:50:00,fractal,N3,L,5071.0,4.25,4,False,False,False,False,False,0.7,,-0.4701288186422934
2021-06-25 09:25:00,fractal,N5,H,5068.0,6.25,50,True,True,False,False,False,0.89,,0.3646715253737507
2021-06-25 10:50:00,fractal,N5,L,5067.0,2.5,7,True,False,False,False,False,0.74,,-0.1600387141281081
2021-06-25 11:20:00,fractal,N5,H,5067.5,4.25,23,True,False,False,False,False,0.72,,0.1235494967071078
2021-06-25 11:25:00,fractal,N5,L,5065.75,2.75,9,True,False,False,False,False,0.76,,-0.15553742057084663
2021-06-25 14:15:00,fractal,N5,H,5072.5,5.5,7,True,True,False,False,False,0.7,,0.3578011901843099
2021-06-25 09:25:00,fractal,N10,H,5068.0,6.25,50,True,True,False,False,False,0.89,,0.3646715253737507
2021-06-25 11:20:00,fractal,N10,H,5067.5,4.25,23,True,False,False,False,False,0.72,,0.1235494967071078
2021-06-25 14:15:00,atr,0.25xDR,H,5072.5,5.5,7,True,True,False,False,False,0.7,,0.3578011901843099
2021-06-25 14:15:00,atr,0.5xDR,H,5072.5,5.5,7,True,True,False,False,False,0.7,,0.3578011901843099
2021-06-25 14:15:00,atr,1xDR,H,5072.5,5.5,7,True,True,False,False,False,0.7,,0.3578011901843099
2021-06-28 14:50:00,session,day,H,5080.25,3.5,4,False,True,False,False,False,1.48,,0.019282185985870504
2021-06-28 12:10:00,session,day,L,5064.5,17.75,36,False,True,True,False,False,1.37,,-0.019934468304201147
2021-06-28 08:30:00,session,AM,H,5075.5,13.75,71,True,False,True,False,False,1.1,,
2021-06-28 08:45:00,session,AM,L,5067.5,8.75,41,True,False,True,False,False,1.25,,
2021-06-28 14:50:00,session,PM,H,5080.25,3.5,4,False,True,False,False,False,1.48,,0.019282185985870504
2021-06-28 12:30:00,session,PM,L,5065.25,17.5,32,False,False,False,False,False,1.4,,-0.016563298708789365
2021-06-28 08:45:00,fractal,N3,L,5067.5,8.75,41,True,False,True,False,False,1.25,,
2021-06-28 09:00:00,fractal,N3,H,5069.75,4.75,10,True,False,False,False,False,1.23,,-0.24767766731620228
2021-06-28 09:50:00,fractal,N3,H,5073.0,10.25,48,True,False,False,False,False,1.32,,-0.058916754925868065
2021-06-28 10:00:00,fractal,N3,L,5071.25,4.5,4,True,False,False,False,False,1.3,,-0.015398617819720406
2021-06-28 11:10:00,fractal,N3,H,5070.5,8.0,22,True,False,False,False,False,1.34,,0.0013271987080506475
2021-06-28 12:10:00,fractal,N3,L,5064.5,17.75,36,False,True,True,False,False,1.37,,-0.019934468304201147
2021-06-28 13:00:00,fractal,N3,H,5071.25,2.0,6,True,False,False,False,False,1.45,,0.027012567669396803
2021-06-28 14:10:00,fractal,N3,L,5074.75,9.0,12,False,False,False,False,False,1.42,,-0.01324045358606546
2021-06-28 14:45:00,fractal,N3,L,5077.25,5.5,5,False,False,False,False,False,1.48,,0.013580791523885971
2021-06-28 14:50:00,fractal,N3,H,5080.25,3.5,4,False,True,False,False,False,1.48,,0.019282185985870504
2021-06-28 09:50:00,fractal,N5,H,5073.0,10.25,48,True,False,False,False,False,1.32,,-0.058916754925868065
2021-06-28 11:10:00,fractal,N5,H,5070.5,8.0,22,True,False,False,False,False,1.34,,0.0013271987080506475
2021-06-28 12:10:00,fractal,N5,L,5064.5,17.75,36,False,True,True,False,False,1.37,,-0.019934468304201147
2021-06-28 09:50:00,fractal,N10,H,5073.0,10.25,48,True,False,False,False,False,1.32,,-0.058916754925868065
2021-06-28 11:10:00,fractal,N10,H,5070.5,8.0,22,True,False,False,False,False,1.34,,0.0013271987080506475
2021-06-28 12:10:00,fractal,N10,L,5064.5,17.75,36,False,True,True,False,False,1.37,,-0.019934468304201147
2021-06-28 08:30:00,atr,0.25xDR,H,5075.5,13.75,71,True,False,True,False,False,1.1,,
2021-06-28 08:45:00,atr,0.25xDR,L,5067.5,8.75,41,True,False,True,False,False,1.25,,
2021-06-28 09:50:00,atr,0.25xDR,H,5073.0,10.25,48,True,False,False,False,False,1.32,,-0.058916754925868065
2021-06-28 12:10:00,atr,0.25xDR,L,5064.5,17.75,36,False,True,True,False,False,1.37,,-0.019934468304201147
2021-06-28 14:40:00,atr,0.25xDR,H,5078.0,2.75,2,True,True,False,False,False,1.49,,0.014656281350484524
2021-06-28 08:30:00,atr,0.5xDR,H,5075.5,13.75,71,True,False,True,False,False,1.1,,
2021-06-28 12:10:00,atr,0.5xDR,L,5064.5,17.75,36,False,True,True,False,False,1.37,,-0.019934468304201147
2021-06-28 14:40:00,atr,0.5xDR,H,5078.0,2.75,2,True,True,False,False,False,1.49,,0.014656281350484524
2021-06-28 14:40:00,atr,1xDR,H,5078.0,2.75,2,True,True,False,False,False,1.49,,0.014656281350484524
2021-06-29 09:35:00,session,day,H,5088.25,14.0,67,False,True,False,False,False,1.35,,0.06646155465877002
2021-06-29 13:40:00,session,day,L,5077.5,9.25,18,False,True,False,False,False,1.21,,-0.1320072479451292
2021-06-29 09:35:00,session,AM,H,5088.25,14.0,67,False,True,False,False,False,1.35,,0.06646155465877002
2021-06-29 08:30:00,session,AM,L,5087.5,7.25,38,True,False,True,False,False,1.03,,
2021-06-29 13:05:00,session,PM,H,5085.25,9.0,25,True,False,False,False,False,1.22,,0.003169605433231637
2021-06-29 13:40:00,session,PM,L,5077.5,9.25,18,False,True,False,False,False,1.21,,-0.1320072479451292
2021-06-29 09:15:00,fractal,N3,L,5086.5,6.25,16,True,False,False,False,False,1.39,,-0.2915332955473431
2021-06-29 09:35:00,fractal,N3,H,5088.25,14.0,67,False,True,False,False,False,1.35,,0.06646155465877002
2021-06-29 09:45:00,fractal,N3,L,5088.25,3.75,4,True,False,False,False,False,1.31,,-0.06059198875454819
2021-06-29 09:55:00,fractal,N3,H,5086.5,13.0,63,False,False,False,False,False,1.4,,-0.3554252977540926
2021-06-29 10:10:00,fractal,N3,L,5085.75,2.75,5,True,False,False,False,False,1.55,,-0.12651556625792293
2021-06-29 11:45:00,fractal,N3,L,5084.0,3.0,8,True,True,False,False,False,1.17,,-0.17104763774358633
2021-06-29 12:00:00,fractal,N3,H,5084.5,9.0,38,True,False,False,False,False,1.2,,0.03682222023021242
2021-06-29 12:50:00,fractal,N3,L,5082.0,4.25,7,True,True,False,False,False,1.17,,0.030688384371403976
2021-06-29 14:25:00,fractal,N3,H,5082.25,2.75,5,True,False,False,False,False,1.22,,0.042293077524563016
2021-06-29 14:50:00,fractal,N3,L,5082.0,6.0,4,False,False,False,False,False,1.26,,-0.04363825484382877
2021-06-29 09:15:00,fractal,N5,L,5086.5,6.25,16,True,False,False,False,False,1.39,,-0.2915332955473431
2021-06-29 09:35:00,fractal,N5,H,5088.25,14.0,67,False,True,False,False,False,1.35,,0.06646155465877002
2021-06-29 11:45:00,fractal,N5,L,5084.0,3.0,8,True,True,False,False,False,1.17,,-0.17104763774358633
2021-06-29 12:00:00,fractal,N5,H,5084.5,9.0,38,True,False,False,False,False,1.2,,0.03682222023021242
