DateTime,family,tier,kind,price,excursion_pts,bars_to_break,broken_same_day,match_div,match_confirm,tick_800,tick_1000,trin,vix,breadth_slope
2021-06-18 08:45:00,session,day,H,4979.25,36.25,77,False,False,True,False,False,1.72,,
2021-06-18 15:00:00,session,day,L,4952.0,6.5,2,False,True,False,False,False,,,
2021-06-18 08:45:00,session,AM,H,4979.25,36.25,77,False,False,True,False,False,1.72,,
2021-06-18 10:30:00,session,AM,L,4969.0,17.0,53,True,True,False,False,False,1.4,,0.03869509387753961
2021-06-18 13:00:00,session,PM,H,4972.75,29.0,26,False,False,False,False,False,1.55,,0.0022191778281376306
2021-06-18 15:00:00,session,PM,L,4952.0,6.5,2,False,True,False,False,False,,,
2021-06-18 08:45:00,fractal,N3,H,4979.25,36.25,77,False,False,True,False,False,1.72,,
2021-06-18 09:00:00,fractal,N3,L,4966.75,11.5,4,True,True,False,False,False,2.25,,0.030593624068448122
2021-06-18 09:30:00,fractal,N3,L,4971.75,14.0,8,True,True,False,False,False,1.82,,0.03011030538901774
2021-06-18 09:35:00,fractal,N3,H,4976.5,16.5,22,True,False,False,False,False,1.75,,-0.01828074156530557
2021-06-18 10:30:00,fractal,N3,L,4969.0,17.0,53,True,True,False,False,False,1.4,,0.03869509387753961
2021-06-18 10:35:00,fractal,N3,H,4972.0,5.5,6,True,False,False,False,False,1.35,,0.06720121225258197
2021-06-18 11:00:00,fractal,N3,L,4971.75,9.0,9,True,False,False,False,False,1.35,,0.03569052779243856
2021-06-18 11:45:00,fractal,N3,L,4970.5,9.25,12,True,False,False,False,False,1.34,,-0.03442481703310843
2021-06-18 12:25:00,fractal,N3,L,4969.5,5.25,4,True,False,False,False,False,1.67,,-0.04398336088365004
2021-06-18 12:50:00,fractal,N3,L,4970.0,11.0,11,True,False,False,False,False,1.54,,0.00593373254609833
2021-06-18 13:00:00,fractal,N3,H,4972.75,29.0,26,False,False,False,False,False,1.55,,0.0022191778281376306
2021-06-18 14:05:00,fractal,N3,L,4961.5,13.75,10,True,True,False,False,False,2.28,,-0.058354770269586395
2021-06-18 14:20:00,fractal,N3,H,4973.5,8.75,5,True,False,False,False,False,1.79,,0.018037268185600808
2021-06-18 14:45:00,fractal,N3,H,4965.5,27.25,5,False,False,False,False,False,1.98,,-0.011654590263177361
2021-06-18 09:30:00,fractal,N5,L,4971.75,14.0,8,True,True,False,False,False,1.82,,0.03011030538901774
2021-06-18 10:30:00,fractal,N5,L,4969.0,17.0,53,True,True,False,False,False,1.4,,0.03869509387753961
2021-06-18 10:35:00,fractal,N5,H,4972.0,5.5,6,True,False,False,False,False,1.35,,0.06720121225258197
2021-06-18 11:45:00,fractal,N5,L,4970.5,9.25,12,True,False,False,False,False,1.34,,-0.03442481703310843
2021-06-18 12:50:00,fractal,N5,L,4970.0,11.0,11,True,False,False,False,False,1.54,,0.00593373254609833
2021-06-18 13:00:00,fractal,N5,H,4972.75,29.0,26,False,False,False,False,False,1.55,,0.0022191778281376306
2021-06-18 14:05:00,fractal,N5,L,4961.5,13.75,10,True,True,False,False,False,2.28,,-0.058354770269586395
2021-06-18 14:45:00,fractal,N5,H,4965.5,27.25,5,False,False,False,False,False,1.98,,-0.011654590263177361
2021-06-18 10:30:00,fractal,N10,L,4969.0,17.0,53,True,True,False,False,False,1.4,,0.03869509387753961
2021-06-18 11:45:00,fractal,N10,L,4970.5,9.25,12,True,False,False,False,False,1.34,,-0.03442481703310843
2021-06-18 08:30:00,atr,0.25xDR,L,4976.5,13.25,4,True,False,True,True,False,2.69,,
2021-06-18 08:45:00,atr,0.25xDR,H,4979.25,36.25,77,False,False,True,False,False,1.72,,
2021-06-18 09:30:00,atr,0.25xDR,L,4971.75,14.0,8,True,True,False,False,False,1.82,,0.03011030538901774
2021-06-18 09:35:00,atr,0.25xDR,H,4976.5,16.5,22,True,False,False,False,False,1.75,,-0.01828074156530557
2021-06-18 10:30:00,atr,0.25xDR,L,4969.0,17.0,53,True,True,False,False,False,1.4,,0.03869509387753961
2021-06-18 11:30:00,atr,0.25xDR,H,4975.75,30.5,44,False,False,False,False,False,1.44,,-0.012984290961243872
2021-06-18 11:45:00,atr,0.25xDR,L,4970.5,9.25,12,True,False,False,False,False,1.34,,-0.03442481703310843
2021-06-18 12:15:00,atr,0.25xDR,H,4975.75,30.0,35,False,False,False,False,False,1.5,,-0.03165412262932521
2021-06-18 12:50:00,atr,0.25xDR,L,4970.0,11.0,11,True,False,False,False,False,1.54,,0.00593373254609833
2021-06-18 13:00:00,atr,0.25xDR,H,4972.75,29.0,26,False,False,False,False,False,1.55,,0.0022191778281376306
2021-06-18 14:05:00,atr,0.25xDR,L,4961.5,13.75,10,True,True,False,False,False,2.28,,-0.058354770269586395
2021-06-18 14:45:00,atr,0.25xDR,H,4965.5,27.25,5,False,False,False,False,False,1.98,,-0.011654590263177361
2021-06-18 14:05:00,atr,0.5xDR,L,4961.5,13.75,10,True,True,False,False,False,2.28,,-0.058354770269586395
2021-06-18 14:05:00,atr,1xDR,L,4961.5,13.75,10,True,True,False,False,False,2.28,,-0.058354770269586395
2021-06-21 15:10:00,session,day,H,5018.5,0.0,0,False,True,False,False,False,,,
2021-06-21 08:35:00,session,day,L,4969.25,54.25,79,False,True,False,False,False,0.98,,
2021-06-21 10:50:00,session,AM,H,5007.5,6.25,22,True,True,False,False,False,0.9,,0.019694775885860327
2021-06-21 08:35:00,session,AM,L,4969.25,54.25,79,False,True,False,False,False,0.98,,
2021-06-21 15:00:00,session,PM,H,5016.75,1.0,1,True,True,False,False,False,,,
2021-06-21 12:30:00,session,PM,L,5008.25,12.0,32,False,False,False,False,False,0.71,,0.09462368292382717
2021-06-21 10:10:00,fractal,N3,L,5002.25,16.75,60,False,False,False,False,False,0.92,,0.2687863296721189
2021-06-21 10:50:00,fractal,N3,H,5007.5,6.25,22,True,True,False,False,False,0.9,,0.019694775885860327
2021-06-21 11:20:00,fractal,N3,L,5003.75,4.0,9,True,False,False,False,False,0.75,,0.7804058209944515
2021-06-21 11:45:00,fractal,N3,H,5004.0,4.25,9,True,False,False,False,False,0.72,,0.2452105674303393
2021-06-21 12:05:00,fractal,N3,L,5004.0,15.5,37,False,False,False,False,False,0.69,,0.3261846961175223
2021-06-21 12:50:00,fractal,N3,H,5014.5,6.75,25,True,True,False,False,False,0.68,,0.0193966334421658
2021-06-21 13:00:00,fractal,N3,L,5011.5,3.0,5,True,False,False,False,False,0.7,,-0.04354320515653054
2021-06-21 13:50:00,fractal,N3,L,5011.25,6.0,7,True,False,False,False,False,0.74,,-0.2733862273791985
2021-06-21 14:05:00,fractal,N3,H,5014.5,6.25,9,True,False,False,False,False,0.68,,0.41148778696912114
2021-06-21 14:25:00,fractal,N3,L,5011.5,10.0,9,False,False,False,False,False,0.69,,-0.3298076769454692
2021-06-21 14:45:00,fractal,N3,L,5010.5,10.0,5,False,False,False,False,False,0.63,,0.2505643943345577
2021-06-21 10:10:00,fractal,N5,L,5002.25,16.75,60,False,False,False,False,False,0.92,,0.2687863296721189
2021-06-21 10:50:00,fractal,N5,H,5007.5,6.25,22,True,True,False,False,False,0.9,,0.019694775885860327
2021-06-21 11:20:00,fractal,N5,L,5003.75,4.0,9,True,False,False,False,False,0.75,,0.7804058209944515
2021-06-21 11:45:00,fractal,N5,H,5004.0,4.25,9,True,False,False,False,False,0.72,,0.2452105674303393
2021-06-21 12:05:00,fractal,N5,L,5004.0,15.5,37,False,False,False,False,False,0.69,,0.3261846961175223
2021-06-21 12:50:00,fractal,N5,H,5014.5,6.75,25,True,True,False,False,False,0.68,,0.0193966334421658
2021-06-21 13:50:00,fractal,N5,L,5011.25,6.0,7,True,False,False,False,False,0.74,,-0.2733862273791985
2021-06-21 14:05:00,fractal,N5,H,5014.5,6.25,9,True,False,False,False,False,0.68,,0.41148778696912114
2021-06-21 10:50:00,fractal,N10,H,5007.5,6.25,22,True,True,False,False,False,0.9,,0.019694775885860327
2021-06-21 12:05:00,fractal,N10,L,5004.0,15.5,37,False,False,False,False,False,0.69,,0.3261846961175223
2021-06-21 12:50:00,fractal,N10,H,5014.5,6.75,25,True,True,False,False,False,0.68,,0.0193966334421658
2021-06-21 08:30:00,atr,0.25xDR,H,4964.75,12.5,4,True,False,True,True,True,1.07,,
2021-06-21 08:35:00,atr,0.25xDR,L,4969.25,54.25,79,False,True,False,False,False,0.98,,
2021-06-21 12:50:00,atr,0.25xDR,H,5014.5,6.75,25,True,True,False,False,False,0.68,,0.0193966334421658
2021-06-21 12:50:00,atr,0.5xDR,H,5014.5,6.75,25,True,True,False,False,False,0.68,,0.0193966334421658
