,n,|TICK| mean,|TICK| p90,%TICK>=800,%TICK>=1000,TRIN mean,%TRIN>=2,%TRIN<=0.5,VIX mean,breadth mean,breadth slope mean,%bull_div_near,%bear_div_near
swing_HIGH,6310.0,491.3053766902769,772.0,8.415213946117275,2.2345483359746434,1.301153720091773,1.347068145800317,1.7591125198098256,19.23001380500431,1.7877457377344372,0.15790767559300561,35.38827258320127,5.055467511885895
swing_LOW,6325.0,534.1467565831728,823.0,11.968379446640316,3.1778656126482216,1.3493899247628394,2.086956521739131,1.359683794466403,19.555976932346358,1.4743408599800691,-0.19281778683660009,7.2727272727272725,29.07509881422925
baseline(all),105145.0,462.1230312868379,734.0,6.190498834942223,1.1355746825811974,1.327669393285492,1.7461600646725952,1.6862428075514766,19.3453427125066,1.6432325696172636,-0.0078077789052600054,21.440867373626897,16.245185220409912
