DateTime,bar,kind,es_close,tick_bar_ext,tick_extreme_800,tick_extreme_1000,bull_div_near,bear_div_near,trin_level,vix_level,breadth_ratio,breadth_slope
2021-06-18 08:30:00,0,L,4976.5,-917.0,True,False,False,False,2.69,,0.0943931163739194,
2021-06-18 08:45:00,3,H,4979.25,-478.0,False,False,False,False,1.72,,0.2038882188476509,
2021-06-18 09:30:00,12,L,4971.75,-677.0,False,False,False,True,1.82,,0.15509704583138526,0.03011030538901774
2021-06-18 10:00:00,18,H,4965.25,-493.0,False,False,False,False,1.69,,0.17990962020654191,0.02481257437515666
2021-06-18 10:30:00,24,L,4969.0,669.0,False,False,False,True,1.4,,0.21860471408408153,0.03869509387753961
2021-06-18 11:30:00,36,H,4975.75,-495.0,False,False,False,False,1.44,,0.2413109509152762,-0.012984290961243872
2021-06-18 11:45:00,39,L,4970.5,-539.0,False,False,False,False,1.34,,0.24272374340768385,-0.03442481703310843
2021-06-18 12:15:00,45,H,4975.75,-322.0,False,False,False,False,1.5,,0.21106962077835864,-0.03165412262932521
2021-06-18 14:05:00,67,L,4961.5,-610.0,False,False,False,True,2.28,,0.11370068253704012,-0.058354770269586395
2021-06-18 14:45:00,75,H,4965.5,-584.0,False,False,False,False,1.98,,0.1434272978450953,-0.011654590263177361
2021-06-21 09:55:00,17,H,5005.5,294.0,False,False,True,False,0.97,,3.3129766479456104,0.5578293357471265
2021-06-21 10:10:00,20,L,5002.25,298.0,False,False,True,False,0.92,,3.456336975810218,0.2687863296721189
2021-06-21 10:50:00,28,H,5007.5,298.0,False,False,True,False,0.9,,3.4994786570204846,0.019694775885860327
2021-06-21 11:20:00,34,L,5003.75,-379.0,False,False,False,False,0.75,,4.279884478014936,0.7804058209944515
2021-06-21 11:45:00,39,H,5004.0,-591.0,False,False,False,False,0.72,,4.524283564566004,0.2452105674303393
2021-06-21 12:05:00,43,L,5004.0,387.0,False,False,False,False,0.69,,4.858457112270842,0.3261846961175223
2021-06-21 12:50:00,52,H,5014.5,338.0,False,False,True,False,0.68,,4.666325338563826,0.0193966334421658
2021-06-21 13:50:00,64,L,5011.25,461.0,False,False,False,False,0.74,,4.45698379948969,-0.2733862273791985
2021-06-21 14:05:00,67,H,5014.5,467.0,False,False,False,False,0.68,,4.75706687309594,0.41148778696912114
2021-06-21 14:45:00,75,L,5010.5,472.0,False,False,False,False,0.63,,4.836573216962003,0.2505643943345577
2021-06-22 08:45:00,3,H,5011.25,-435.0,False,False,True,False,0.97,,0.52114248667339,
2021-06-22 09:00:00,6,L,5010.5,-366.0,False,False,True,True,1.34,,0.33572469045884923,-0.09214983279455824
2021-06-22 10:15:00,21,H,5028.25,534.0,False,False,True,False,1.02,,0.9143886553651439,0.3474436405351188
2021-06-22 10:55:00,29,L,5025.0,188.0,False,False,False,False,1.21,,0.6123253754307029,-0.20606588475707432
2021-06-22 11:25:00,35,H,5029.25,303.0,False,False,False,False,1.14,,0.7097884777331946,0.09746310230249178
2021-06-22 11:40:00,38,L,5027.5,401.0,False,False,False,False,1.15,,0.6574363815417607,-0.013775931607466596
2021-06-22 12:10:00,44,H,5029.0,455.0,False,False,False,False,0.99,,0.8384984417130651,0.18106206017130444
2021-06-22 13:00:00,54,L,5028.5,-487.0,False,False,False,False,0.93,,0.9414537173066525,0.09546792937297544
2021-06-22 14:25:00,71,H,5043.25,554.0,False,False,True,False,0.95,,1.414656286963937,0.3584512624747873
2021-06-22 15:05:00,79,L,5035.0,128.0,False,False,False,False,,,,
2021-06-23 08:30:00,0,L,5040.5,337.0,False,False,False,False,0.6,,2.389803974952355,
2021-06-23 09:20:00,10,H,5042.75,239.0,False,False,True,False,0.42,,4.821925937648362,1.4828732772486175
2021-06-23 10:10:00,20,L,5036.5,-376.0,False,False,False,True,0.5,,3.107019697235373,-0.7704720556616862
2021-06-23 11:10:00,32,H,5038.5,293.0,False,False,False,False,0.49,,2.9663820465823236,0.07589403729918809
2021-06-23 11:40:00,38,L,5036.5,-773.0,False,False,False,False,0.55,,2.66210661769299,-0.30427542888933345
2021-06-23 12:55:00,53,H,5040.5,-225.0,False,False,False,False,0.62,,2.7064580476249844,0.4880322491801823
2021-06-23 13:30:00,60,L,5038.25,-537.0,False,False,False,False,0.65,,2.2651453088181888,-0.19015708705424972
2021-06-23 14:25:00,71,H,5041.75,532.0,False,False,False,False,0.65,,2.3031658793604652,0.11379167114089928
2021-06-23 14:55:00,77,L,5031.25,453.0,False,False,False,True,0.73,,1.4173723834805692,-0.8857934958798961
2021-06-24 09:00:00,6,L,5054.75,379.0,False,False,False,False,0.85,,2.029660319376612,-0.15948667700155683
2021-06-24 09:40:00,14,H,5059.75,363.0,False,False,True,False,0.75,,2.4550280153347095,0.3965547366023596
2021-06-24 10:40:00,26,L,5053.0,317.0,False,False,False,True,0.7,,2.547022473637286,-0.034434124051507364
2021-06-24 12:15:00,45,H,5056.0,328.0,False,False,True,False,0.66,,3.018751890311523,0.13225717707858475
2021-06-24 12:50:00,52,L,5055.5,269.0,False,False,False,False,0.73,,2.6853732779631585,-0.27089743993098603
2021-06-24 13:35:00,61,H,5060.0,187.0,False,False,True,False,0.68,,3.3352263781741303,0.23278395925536532
2021-06-24 14:30:00,72,L,5055.25,348.0,False,False,False,False,0.68,,3.246118861660686,0.0012518624919413135
2021-06-24 14:50:00,76,H,5057.5,443.0,False,False,False,False,0.7,,3.133303866679763,0.018806023415266715
2021-06-25 08:30:00,0,H,5063.0,651.0,False,False,False,False,0.85,,2.1216367713004485,
