date,ns,side,px,sz,ratio,hold
2026-07-22,1784709090015000000,resistance,7530.75,27,0.9310344827586207,0
2026-07-22,1784709093030000000,support,7532.25,17,0.5862068965517241,1
2026-07-22,1784709093030000000,resistance,7532.75,31,1.0689655172413792,0
2026-07-22,1784709096012000000,support,7532.5,23,0.7931034482758621,1
2026-07-22,1784709096012000000,resistance,7532.75,24,0.8275862068965517,0
2026-07-22,1784709099021000000,support,7532.25,31,1.0689655172413792,1
2026-07-22,1784709099021000000,resistance,7532.5,13,0.4482758620689655,0
2026-07-22,1784709102054000000,support,7532.25,29,1.0,1
2026-07-22,1784709102054000000,resistance,7532.75,14,0.4827586206896552,0
2026-07-22,1784709105027000000,support,7533.25,29,1.0,1
2026-07-22,1784709105027000000,resistance,7533.75,31,1.0689655172413792,0
2026-07-22,1784709108004000000,support,7536.0,29,1.0,0
2026-07-22,1784709108004000000,resistance,7536.25,22,0.7586206896551724,0
2026-07-22,1784709111027000000,support,7535.75,17,0.5862068965517241,0
2026-07-22,1784709111027000000,resistance,7536.0,18,0.6206896551724138,0
2026-07-22,1784709114043000000,support,7536.0,40,1.3793103448275863,0
2026-07-22,1784709114043000000,resistance,7536.25,18,0.6206896551724138,0
2026-07-22,1784709117042000000,support,7535.75,13,0.4482758620689655,0
2026-07-22,1784709117042000000,resistance,7536.0,25,0.8620689655172413,0
2026-07-22,1784709120028000000,support,7535.0,26,0.896551724137931,0
2026-07-22,1784709120028000000,resistance,7535.25,2,0.06896551724137931,0
2026-07-22,1784709123013000000,support,7534.25,27,0.9310344827586207,0
2026-07-22,1784709123013000000,resistance,7534.75,127,4.379310344827586,0
2026-07-22,1784709126037000000,support,7533.75,42,1.4482758620689655,1
2026-07-22,1784709126037000000,resistance,7534.0,25,0.8620689655172413,0
2026-07-22,1784709129048000000,support,7533.5,24,0.8275862068965517,1
2026-07-22,1784709129048000000,resistance,7534.0,30,1.0344827586206897,0
2026-07-22,1784709132002000000,support,7533.75,26,0.896551724137931,1
2026-07-22,1784709132002000000,resistance,7534.0,10,0.3448275862068966,0
2026-07-22,1784709135032000000,support,7534.5,20,0.6896551724137931,0
2026-07-22,1784709135032000000,resistance,7534.75,41,1.4137931034482758,0
2026-07-22,1784709138022000000,support,7534.0,13,0.4482758620689655,1
2026-07-22,1784709138022000000,resistance,7534.25,27,0.9310344827586207,0
2026-07-22,1784709141007000000,support,7534.25,16,0.5517241379310345,1
2026-07-22,1784709141007000000,resistance,7534.5,26,0.896551724137931,0
2026-07-22,1784709144041000000,support,7534.75,34,1.1724137931034482,1
2026-07-22,1784709144041000000,resistance,7535.0,135,4.655172413793103,0
2026-07-22,1784709147046000000,support,7535.75,28,0.9655172413793104,0
2026-07-22,1784709147046000000,resistance,7536.0,25,0.8620689655172413,0
2026-07-22,1784709150020000000,support,7536.25,30,1.0344827586206897,0
2026-07-22,1784709150020000000,resistance,7536.5,37,1.2758620689655173,0
2026-07-22,1784709153047000000,support,7536.75,24,0.8275862068965517,0
2026-07-22,1784709153047000000,resistance,7537.0,19,0.6551724137931034,1
2026-07-22,1784709156028000000,support,7536.25,67,2.310344827586207,0
2026-07-22,1784709156028000000,resistance,7536.75,18,0.6206896551724138,1
2026-07-22,1784709159049000000,support,7535.5,25,0.8620689655172413,1
2026-07-22,1784709159049000000,resistance,7535.75,21,0.7241379310344828,0
2026-07-22,1784709162047000000,support,7535.75,30,1.0344827586206897,0
2026-07-22,1784709162047000000,resistance,7536.0,26,0.896551724137931,0
2026-07-22,1784709165004000000,support,7535.75,32,1.103448275862069,0
2026-07-22,1784709165004000000,resistance,7536.0,19,0.6551724137931034,0
2026-07-22,1784709168006000000,support,7536.5,37,1.2758620689655173,0
2026-07-22,1784709168006000000,resistance,7536.75,24,0.8275862068965517,1
2026-07-22,1784709171004000000,support,7536.75,38,1.3103448275862069,0
2026-07-22,1784709171004000000,resistance,7537.0,18,0.6206896551724138,1
2026-07-22,1784709174022000000,support,7535.75,30,1.0344827586206897,0
2026-07-22,1784709174022000000,resistance,7536.0,9,0.3103448275862069,0
2026-07-22,1784709177007000000,support,7536.25,27,0.9310344827586207,0
2026-07-22,1784709177007000000,resistance,7536.5,23,0.7931034482758621,1
2026-07-22,1784709180030000000,support,7536.5,21,0.7241379310344828,0
2026-07-22,1784709180030000000,resistance,7536.75,20,0.6896551724137931,1
2026-07-22,1784709183045000000,support,7536.75,28,0.9655172413793104,0
2026-07-22,1784709183045000000,resistance,7537.0,11,0.3793103448275862,1
2026-07-22,1784709186026000000,support,7536.5,16,0.5517241379310345,0
2026-07-22,1784709186026000000,resistance,7536.75,33,1.1379310344827587,1
2026-07-22,1784709189043000000,support,7535.75,4,0.13793103448275862,0
2026-07-22,1784709189043000000,resistance,7536.0,31,1.0689655172413792,1
2026-07-22,1784709192040000000,support,7536.0,15,0.5172413793103449,0
2026-07-22,1784709192040000000,resistance,7536.25,32,1.103448275862069,1
2026-07-22,1784709195009000000,support,7535.75,30,1.0344827586206897,0
2026-07-22,1784709195009000000,resistance,7536.0,19,0.6551724137931034,1
2026-07-22,1784709198043000000,support,7536.0,39,1.3448275862068966,0
2026-07-22,1784709198043000000,resistance,7536.5,34,1.1724137931034482,1
2026-07-22,1784709201059000000,support,7535.25,47,1.6206896551724137,0
2026-07-22,1784709201059000000,resistance,7535.75,29,1.0,1
2026-07-22,1784709204059000000,support,7535.5,31,1.0689655172413792,0
2026-07-22,1784709204059000000,resistance,7535.75,30,1.0344827586206897,1
2026-07-22,1784709207000000000,support,7535.25,39,1.3448275862068966,0
2026-07-22,1784709207000000000,resistance,7535.75,35,1.206896551724138,1
2026-07-22,1784709210015000000,support,7535.5,29,1.0,0
2026-07-22,1784709210015000000,resistance,7535.75,12,0.41379310344827586,1
2026-07-22,1784709213048000000,support,7536.0,31,1.0689655172413792,0
2026-07-22,1784709213048000000,resistance,7536.25,16,0.5517241379310345,1
2026-07-22,1784709216001000000,support,7535.75,17,0.5862068965517241,0
2026-07-22,1784709216001000000,resistance,7536.0,27,0.9310344827586207,1
2026-07-22,1784709219029000000,support,7535.75,20,0.6896551724137931,0
2026-07-22,1784709219029000000,resistance,7536.0,31,1.0689655172413792,1
2026-07-22,1784709222039000000,support,7534.75,9,0.3103448275862069,0
2026-07-22,1784709222039000000,resistance,7535.0,21,0.7241379310344828,1
2026-07-22,1784709225034000000,support,7534.5,10,0.3448275862068966,0
2026-07-22,1784709225034000000,resistance,7534.75,25,0.8620689655172413,1
2026-07-22,1784709228008000000,support,7533.75,16,0.5517241379310345,0
2026-07-22,1784709228008000000,resistance,7534.0,17,0.5862068965517241,0
2026-07-22,1784709231026000000,support,7533.5,15,0.5172413793103449,0
2026-07-22,1784709231026000000,resistance,7533.75,27,0.9310344827586207,0
2026-07-22,1784709234090000000,support,7533.5,26,0.896551724137931,0
2026-07-22,1784709234090000000,resistance,7533.75,24,0.8275862068965517,0
2026-07-22,1784709237026000000,support,7533.5,13,0.4482758620689655,0
2026-07-22,1784709237026000000,resistance,7533.75,23,0.7931034482758621,0
2026-07-22,1784709240003000000,support,7533.5,23,0.7931034482758621,0
2026-07-22,1784709240003000000,resistance,7533.75,27,0.9310344827586207,0
2026-07-22,1784709243015000000,support,7533.5,34,1.1724137931034482,0
2026-07-22,1784709243015000000,resistance,7533.75,30,1.0344827586206897,0
2026-07-22,1784709246031000000,support,7534.0,38,1.3103448275862069,0
2026-07-22,1784709246031000000,resistance,7534.5,33,1.1379310344827587,0
2026-07-22,1784709249009000000,support,7533.75,20,0.6896551724137931,0
2026-07-22,1784709249009000000,resistance,7534.0,26,0.896551724137931,0
2026-07-22,1784709252046000000,support,7533.25,25,0.8620689655172413,0
2026-07-22,1784709252046000000,resistance,7533.5,19,0.6551724137931034,0
2026-07-22,1784709255035000000,support,7533.25,24,0.8275862068965517,0
2026-07-22,1784709255035000000,resistance,7533.5,29,1.0,0
2026-07-22,1784709258001000000,support,7533.0,31,1.0689655172413792,0
2026-07-22,1784709258001000000,resistance,7533.25,23,0.7931034482758621,0
2026-07-22,1784709261035000000,support,7532.75,22,0.7586206896551724,0
2026-07-22,1784709261035000000,resistance,7533.0,17,0.5862068965517241,0
2026-07-22,1784709264020000000,support,7532.75,19,0.6551724137931034,0
2026-07-22,1784709264020000000,resistance,7533.0,34,1.1724137931034482,0
2026-07-22,1784709267011000000,support,7533.25,15,0.5172413793103449,0
2026-07-22,1784709267011000000,resistance,7533.5,31,1.0689655172413792,0
2026-07-22,1784709270019000000,support,7533.0,25,0.8620689655172413,0
2026-07-22,1784709270019000000,resistance,7533.25,7,0.2413793103448276,0
2026-07-22,1784709273010000000,support,7532.75,18,0.6206896551724138,0
2026-07-22,1784709273010000000,resistance,7533.0,22,0.7586206896551724,0
2026-07-22,1784709276034000000,support,7531.75,47,1.6206896551724137,1
2026-07-22,1784709276034000000,resistance,7532.25,23,0.7931034482758621,0
2026-07-22,1784709279038000000,support,7532.25,22,0.7586206896551724,1
2026-07-22,1784709279038000000,resistance,7532.5,26,0.896551724137931,0
2026-07-22,1784709282018000000,support,7532.0,16,0.5517241379310345,1
2026-07-22,1784709282018000000,resistance,7532.25,29,1.0,0
2026-07-22,1784709285038000000,support,7532.5,41,1.4137931034482758,0
2026-07-22,1784709285038000000,resistance,7533.0,12,0.41379310344827586,0
2026-07-22,1784709288009000000,support,7533.0,32,1.103448275862069,0
2026-07-22,1784709288009000000,resistance,7533.25,15,0.5172413793103449,0
2026-07-22,1784709291001000000,support,7534.25,34,1.1724137931034482,0
2026-07-22,1784709291001000000,resistance,7534.5,20,0.6896551724137931,0
2026-07-22,1784709294023000000,support,7533.75,22,0.7586206896551724,0
2026-07-22,1784709294023000000,resistance,7534.0,18,0.6206896551724138,0
2026-07-22,1784709297042000000,support,7534.5,28,0.9655172413793104,0
2026-07-22,1784709297042000000,resistance,7534.75,30,1.0344827586206897,0
2026-07-22,1784709300019000000,support,7534.75,8,0.27586206896551724,0
2026-07-22,1784709300019000000,resistance,7535.0,56,1.9310344827586208,1
2026-07-22,1784709303021000000,support,7534.0,31,1.0689655172413792,0
2026-07-22,1784709303021000000,resistance,7534.25,28,0.9655172413793104,0
2026-07-22,1784709306038000000,support,7533.5,26,0.896551724137931,0
2026-07-22,1784709306038000000,resistance,7533.75,19,0.6551724137931034,0
2026-07-22,1784709309016000000,support,7533.0,15,0.5172413793103449,0
2026-07-22,1784709309016000000,resistance,7533.25,31,1.0689655172413792,0
2026-07-22,1784709312012000000,support,7532.0,36,1.2413793103448276,1
2026-07-22,1784709312012000000,resistance,7532.25,24,0.8275862068965517,0
2026-07-22,1784709315023000000,support,7532.5,30,1.0344827586206897,1
2026-07-22,1784709315023000000,resistance,7532.75,18,0.6206896551724138,0
2026-07-22,1784709318058000000,support,7533.0,39,1.3448275862068966,1
2026-07-22,1784709318058000000,resistance,7533.25,14,0.4827586206896552,0
2026-07-22,1784709321021000000,support,7534.25,35,1.206896551724138,0
2026-07-22,1784709321021000000,resistance,7534.5,25,0.8620689655172413,0
2026-07-22,1784709324002000000,support,7533.75,27,0.9310344827586207,0
2026-07-22,1784709324002000000,resistance,7534.0,12,0.41379310344827586,0
2026-07-22,1784709327041000000,support,7533.25,14,0.4827586206896552,1
2026-07-22,1784709327041000000,resistance,7533.5,30,1.0344827586206897,0
2026-07-22,1784709330022000000,support,7533.25,34,1.1724137931034482,0
2026-07-22,1784709330022000000,resistance,7533.75,12,0.41379310344827586,0
2026-07-22,1784709333046000000,support,7533.5,32,1.103448275862069,0
2026-07-22,1784709333046000000,resistance,7534.0,24,0.8275862068965517,0
2026-07-22,1784709336056000000,support,7534.0,19,0.6551724137931034,0
2026-07-22,1784709336056000000,resistance,7534.25,27,0.9310344827586207,0
2026-07-22,1784709339014000000,support,7533.75,20,0.6896551724137931,0
2026-07-22,1784709339014000000,resistance,7534.0,21,0.7241379310344828,0
2026-07-22,1784709342058000000,support,7534.25,17,0.5862068965517241,0
2026-07-22,1784709342058000000,resistance,7534.5,11,0.3793103448275862,0
2026-07-22,1784709345010000000,support,7534.75,12,0.41379310344827586,0
2026-07-22,1784709345010000000,resistance,7535.0,31,1.0689655172413792,1
2026-07-22,1784709348038000000,support,7534.5,22,0.7586206896551724,0
2026-07-22,1784709348038000000,resistance,7534.75,18,0.6206896551724138,0
2026-07-22,1784709351033000000,support,7534.0,30,1.0344827586206897,0
2026-07-22,1784709351033000000,resistance,7534.5,29,1.0,0
2026-07-22,1784709354020000000,support,7534.5,14,0.4827586206896552,0
2026-07-22,1784709354020000000,resistance,7534.75,40,1.3793103448275863,0
2026-07-22,1784709357043000000,support,7535.0,26,0.896551724137931,0
2026-07-22,1784709357043000000,resistance,7535.25,14,0.4827586206896552,0
2026-07-22,1784709360027000000,support,7535.0,14,0.4827586206896552,0
2026-07-22,1784709360027000000,resistance,7535.25,32,1.103448275862069,0
2026-07-22,1784709363003000000,support,7534.0,11,0.3793103448275862,0
2026-07-22,1784709363003000000,resistance,7534.25,37,1.2758620689655173,0
2026-07-22,1784709366018000000,support,7534.75,13,0.4482758620689655,0
2026-07-22,1784709366018000000,resistance,7535.0,30,1.0344827586206897,0
2026-07-22,1784709369009000000,support,7534.5,13,0.4482758620689655,0
2026-07-22,1784709369009000000,resistance,7534.75,33,1.1379310344827587,0
2026-07-22,1784709372036000000,support,7534.5,14,0.4827586206896552,0
2026-07-22,1784709372036000000,resistance,7534.75,25,0.8620689655172413,0
2026-07-22,1784709375014000000,support,7533.0,30,1.0344827586206897,0
2026-07-22,1784709375014000000,resistance,7533.25,12,0.41379310344827586,0
2026-07-22,1784709378001000000,support,7533.25,22,0.7586206896551724,0
2026-07-22,1784709378001000000,resistance,7533.5,16,0.5517241379310345,0
2026-07-22,1784709381008000000,support,7533.5,15,0.5172413793103449,0
2026-07-22,1784709381008000000,resistance,7533.75,15,0.5172413793103449,0
2026-07-22,1784709384006000000,support,7533.5,27,0.9310344827586207,0
2026-07-22,1784709384006000000,resistance,7533.75,14,0.4827586206896552,0
2026-07-22,1784709387034000000,support,7533.5,17,0.5862068965517241,0
2026-07-22,1784709387034000000,resistance,7533.75,17,0.5862068965517241,0
2026-07-22,1784709390011000000,support,7532.25,28,0.9655172413793104,1
2026-07-22,1784709390011000000,resistance,7532.75,25,0.8620689655172413,0
2026-07-22,1784709393012000000,support,7533.5,23,0.7931034482758621,1
2026-07-22,1784709393012000000,resistance,7533.75,9,0.3103448275862069,0
2026-07-22,1784709396052000000,support,7533.5,18,0.6206896551724138,1
2026-07-22,1784709396052000000,resistance,7533.75,6,0.20689655172413793,0
2026-07-22,1784709399000000000,support,7533.0,31,1.0689655172413792,1
2026-07-22,1784709399000000000,resistance,7533.5,13,0.4482758620689655,0
2026-07-22,1784709402011000000,support,7534.25,9,0.3103448275862069,0
2026-07-22,1784709402011000000,resistance,7534.5,24,0.8275862068965517,0
2026-07-22,1784709405013000000,support,7535.25,34,1.1724137931034482,0
2026-07-22,1784709405013000000,resistance,7535.5,34,1.1724137931034482,0
2026-07-22,1784709408004000000,support,7536.0,15,0.5172413793103449,0
2026-07-22,1784709408004000000,resistance,7536.25,15,0.5172413793103449,1
2026-07-22,1784709411022000000,support,7535.5,26,0.896551724137931,0
2026-07-22,1784709411022000000,resistance,7535.75,21,0.7241379310344828,1
2026-07-22,1784709414010000000,support,7535.0,13,0.4482758620689655,0
2026-07-22,1784709414010000000,resistance,7535.25,31,1.0689655172413792,1
2026-07-22,1784709417025000000,support,7534.75,25,0.8620689655172413,0
2026-07-22,1784709417025000000,resistance,7535.0,20,0.6896551724137931,0
2026-07-22,1784709420014000000,support,7534.0,22,0.7586206896551724,1
2026-07-22,1784709420014000000,resistance,7534.25,19,0.6551724137931034,0
2026-07-22,1784709423017000000,support,7533.75,17,0.5862068965517241,1
2026-07-22,1784709423017000000,resistance,7534.0,28,0.9655172413793104,0
2026-07-22,1784709426021000000,support,7534.25,20,0.6896551724137931,0
2026-07-22,1784709426021000000,resistance,7534.5,25,0.8620689655172413,0
2026-07-22,1784709429036000000,support,7533.75,24,0.8275862068965517,1
2026-07-22,1784709429036000000,resistance,7534.0,12,0.41379310344827586,0
2026-07-22,1784709432013000000,support,7534.25,12,0.41379310344827586,0
2026-07-22,1784709432013000000,resistance,7534.5,29,1.0,0
2026-07-22,1784709435054000000,support,7534.25,22,0.7586206896551724,0
2026-07-22,1784709435054000000,resistance,7534.5,25,0.8620689655172413,0
2026-07-22,1784709438007000000,support,7534.5,9,0.3103448275862069,0
2026-07-22,1784709438007000000,resistance,7534.75,26,0.896551724137931,0
2026-07-22,1784709441020000000,support,7534.25,10,0.3448275862068966,0
2026-07-22,1784709441020000000,resistance,7534.5,30,1.0344827586206897,0
2026-07-22,1784709444017000000,support,7534.0,25,0.8620689655172413,1
2026-07-22,1784709444017000000,resistance,7534.25,13,0.4482758620689655,0
2026-07-22,1784709447015000000,support,7533.75,23,0.7931034482758621,1
2026-07-22,1784709447015000000,resistance,7534.0,14,0.4827586206896552,0
2026-07-22,1784709450025000000,support,7534.0,25,0.8620689655172413,1
2026-07-22,1784709450025000000,resistance,7534.25,9,0.3103448275862069,0
2026-07-22,1784709453015000000,support,7534.5,22,0.7586206896551724,0
2026-07-22,1784709453015000000,resistance,7534.75,22,0.7586206896551724,0
2026-07-22,1784709456009000000,support,7535.25,20,0.6896551724137931,0
2026-07-22,1784709456009000000,resistance,7535.5,24,0.8275862068965517,0
2026-07-22,1784709459041000000,support,7535.0,25,0.8620689655172413,0
2026-07-22,1784709459041000000,resistance,7535.25,15,0.5172413793103449,0
2026-07-22,1784709462025000000,support,7535.25,25,0.8620689655172413,0
2026-07-22,1784709462025000000,resistance,7535.5,16,0.5517241379310345,0
2026-07-22,1784709465082000000,support,7534.75,3,0.10344827586206896,0
2026-07-22,1784709465082000000,resistance,7535.0,63,2.1724137931034484,0
2026-07-22,1784709468063000000,support,7535.0,17,0.5862068965517241,0
2026-07-22,1784709468063000000,resistance,7535.25,32,1.103448275862069,0
2026-07-22,1784709471006000000,support,7535.0,20,0.6896551724137931,0
2026-07-22,1784709471006000000,resistance,7535.25,30,1.0344827586206897,0
2026-07-22,1784709474017000000,support,7535.5,22,0.7586206896551724,0
2026-07-22,1784709474017000000,resistance,7535.75,21,0.7241379310344828,1
2026-07-22,1784709477028000000,support,7535.5,25,0.8620689655172413,0
2026-07-22,1784709477028000000,resistance,7535.75,19,0.6551724137931034,1
2026-07-22,1784709480043000000,support,7535.75,17,0.5862068965517241,0
2026-07-22,1784709480043000000,resistance,7536.0,13,0.4482758620689655,1
2026-07-22,1784709483024000000,support,7535.5,5,0.1724137931034483,0
2026-07-22,1784709483024000000,resistance,7535.75,27,0.9310344827586207,1
2026-07-22,1784709486024000000,support,7534.75,10,0.3448275862068966,0
2026-07-22,1784709486024000000,resistance,7535.0,21,0.7241379310344828,1
2026-07-22,1784709489002000000,support,7534.0,30,1.0344827586206897,0
2026-07-22,1784709489002000000,resistance,7534.25,37,1.2758620689655173,1
2026-07-22,1784709492021000000,support,7534.25,19,0.6551724137931034,0
2026-07-22,1784709492021000000,resistance,7534.5,35,1.206896551724138,1
2026-07-22,1784709495017000000,support,7533.5,18,0.6206896551724138,0
2026-07-22,1784709495017000000,resistance,7533.75,33,1.1379310344827587,0
2026-07-22,1784709498047000000,support,7533.75,31,1.0689655172413792,0
2026-07-22,1784709498047000000,resistance,7534.0,11,0.3793103448275862,0
2026-07-22,1784709501013000000,support,7533.75,15,0.5172413793103449,0
2026-07-22,1784709501013000000,resistance,7534.0,21,0.7241379310344828,0
2026-07-22,1784709504008000000,support,7533.5,11,0.3793103448275862,0
2026-07-22,1784709504008000000,resistance,7533.75,29,1.0,0
2026-07-22,1784709507016000000,support,7534.0,26,0.896551724137931,0
2026-07-22,1784709507016000000,resistance,7534.25,28,0.9655172413793104,1
2026-07-22,1784709510002000000,support,7533.75,24,0.8275862068965517,0
2026-07-22,1784709510002000000,resistance,7534.0,20,0.6896551724137931,0
2026-07-22,1784709513045000000,support,7534.0,31,1.0689655172413792,0
2026-07-22,1784709513045000000,resistance,7534.5,21,0.7241379310344828,0
2026-07-22,1784709516023000000,support,7534.25,22,0.7586206896551724,0
2026-07-22,1784709516023000000,resistance,7534.5,18,0.6206896551724138,0
2026-07-22,1784709519036000000,support,7534.25,12,0.41379310344827586,0
2026-07-22,1784709519036000000,resistance,7534.5,29,1.0,0
2026-07-22,1784709522015000000,support,7534.25,17,0.5862068965517241,0
2026-07-22,1784709522015000000,resistance,7534.5,19,0.6551724137931034,0
2026-07-22,1784709525085000000,support,7533.5,50,1.7241379310344827,0
2026-07-22,1784709525085000000,resistance,7534.0,23,0.7931034482758621,0
2026-07-22,1784709528001000000,support,7533.25,36,1.2413793103448276,0
2026-07-22,1784709528001000000,resistance,7533.5,17,0.5862068965517241,0
2026-07-22,1784709531019000000,support,7533.0,20,0.6896551724137931,0
2026-07-22,1784709531019000000,resistance,7533.25,18,0.6206896551724138,0
2026-07-22,1784709534003000000,support,7533.0,21,0.7241379310344828,0
2026-07-22,1784709534003000000,resistance,7533.25,6,0.20689655172413793,0
2026-07-22,1784709537037000000,support,7533.5,13,0.4482758620689655,0
2026-07-22,1784709537037000000,resistance,7533.75,25,0.8620689655172413,0
2026-07-22,1784709540024000000,support,7533.25,26,0.896551724137931,0
2026-07-22,1784709540024000000,resistance,7533.5,9,0.3103448275862069,0
2026-07-22,1784709543005000000,support,7533.25,21,0.7241379310344828,0
2026-07-22,1784709543005000000,resistance,7533.5,23,0.7931034482758621,0
2026-07-22,1784709546042000000,support,7532.25,23,0.7931034482758621,1
2026-07-22,1784709546042000000,resistance,7532.5,36,1.2413793103448276,0
2026-07-22,1784709549027000000,support,7533.75,25,0.8620689655172413,0
2026-07-22,1784709549027000000,resistance,7534.0,22,0.7586206896551724,0
2026-07-22,1784709552042000000,support,7533.75,13,0.4482758620689655,0
2026-07-22,1784709552042000000,resistance,7534.0,14,0.4827586206896552,0
2026-07-22,1784709555004000000,support,7533.75,20,0.6896551724137931,0
2026-07-22,1784709555004000000,resistance,7534.0,17,0.5862068965517241,0
2026-07-22,1784709558003000000,support,7534.0,20,0.6896551724137931,0
2026-07-22,1784709558003000000,resistance,7534.25,18,0.6206896551724138,0
2026-07-22,1784709561052000000,support,7533.25,32,1.103448275862069,1
2026-07-22,1784709561052000000,resistance,7533.75,28,0.9655172413793104,0
2026-07-22,1784709564021000000,support,7533.25,14,0.4827586206896552,0
2026-07-22,1784709564021000000,resistance,7533.5,23,0.7931034482758621,0
2026-07-22,1784709567061000000,support,7533.75,24,0.8275862068965517,0
2026-07-22,1784709567061000000,resistance,7534.0,9,0.3103448275862069,0
2026-07-22,1784709570038000000,support,7533.75,29,1.0,0
2026-07-22,1784709570038000000,resistance,7534.25,10,0.3448275862068966,0
2026-07-22,1784709573002000000,support,7534.75,28,0.9655172413793104,0
2026-07-22,1784709573002000000,resistance,7535.25,16,0.5517241379310345,0
2026-07-22,1784709576073000000,support,7535.25,28,0.9655172413793104,0
2026-07-22,1784709576073000000,resistance,7535.5,7,0.2413793103448276,0
2026-07-22,1784709579057000000,support,7535.0,19,0.6551724137931034,0
2026-07-22,1784709579057000000,resistance,7535.25,27,0.9310344827586207,0
2026-07-22,1784709582001000000,support,7535.5,10,0.3448275862068966,0
2026-07-22,1784709582001000000,resistance,7535.75,30,1.0344827586206897,0
