entry_id,Date,dir,regime,variant,book,net,R
2022-07-14_44S2,2022-07-14,S,NEUTRAL,noslip,T2,-342.5,6.75
2022-07-14_44S2,2022-07-14,S,NEUTRAL,retest,T1,-292.5,5.75
2022-07-14_44S2,2022-07-14,S,NEUTRAL,retest,T2,-292.5,5.75
2022-07-14_44S2,2022-07-14,S,NEUTRAL,bemove,T2,-355.0,7.0
2022-07-14_44S2,2022-07-14,S,NEUTRAL,tstop12,T1,-355.0,7.0
2022-07-14_44S2,2022-07-14,S,NEUTRAL,tstop12,T2,-355.0,7.0
2022-07-14_69L2,2022-07-14,L,BULL,base,T1,370.0,7.5
2022-07-14_69L2,2022-07-14,L,BULL,base,T2,-380.0,7.5
2022-07-14_69L2,2022-07-14,L,BULL,noslip,T1,357.5,7.25
2022-07-14_69L2,2022-07-14,L,BULL,noslip,T2,-367.5,7.25
2022-07-14_69L2,2022-07-14,L,BULL,retest,T1,307.5,6.25
2022-07-14_69L2,2022-07-14,L,BULL,retest,T2,-317.5,6.25
2022-07-14_69L2,2022-07-14,L,BULL,bemove,T2,-5.0,7.5
2022-07-14_69L2,2022-07-14,L,BULL,tstop12,T1,370.0,7.5
2022-07-14_69L2,2022-07-14,L,BULL,tstop12,T2,182.5,7.5
2022-07-14_77L2,2022-07-14,L,BULL,base,T1,-417.5,8.25
2022-07-14_77L2,2022-07-14,L,BULL,base,T2,-417.5,8.25
2022-07-14_77L2,2022-07-14,L,BULL,noslip,T1,-405.0,8.0
2022-07-14_77L2,2022-07-14,L,BULL,noslip,T2,-405.0,8.0
2022-07-14_77L2,2022-07-14,L,BULL,retest,T1,-355.0,7.0
2022-07-14_77L2,2022-07-14,L,BULL,retest,T2,-355.0,7.0
2022-07-14_77L2,2022-07-14,L,BULL,closec,T1,-417.5,8.25
2022-07-14_77L2,2022-07-14,L,BULL,closec,T2,-417.5,8.25
2022-07-14_77L2,2022-07-14,L,BULL,bemove,T2,195.0,8.25
2022-07-14_77L2,2022-07-14,L,BULL,tstop12,T1,195.0,8.25
2022-07-14_77L2,2022-07-14,L,BULL,tstop12,T2,195.0,8.25
2022-07-15_12L2,2022-07-15,L,NEUTRAL,base,T1,757.5,15.25
2022-07-15_12L2,2022-07-15,L,NEUTRAL,base,T2,-767.5,15.25
2022-07-15_12L2,2022-07-15,L,NEUTRAL,noslip,T1,745.0,15.0
2022-07-15_12L2,2022-07-15,L,NEUTRAL,noslip,T2,-755.0,15.0
2022-07-15_12L2,2022-07-15,L,NEUTRAL,retest,T1,695.0,14.0
2022-07-15_12L2,2022-07-15,L,NEUTRAL,retest,T2,-705.0,14.0
2022-07-15_12L2,2022-07-15,L,NEUTRAL,closec,T1,-1130.0,22.5
2022-07-15_12L2,2022-07-15,L,NEUTRAL,closec,T2,-1130.0,22.5
2022-07-15_12L2,2022-07-15,L,NEUTRAL,bemove,T2,720.0,15.25
2022-07-15_12L2,2022-07-15,L,NEUTRAL,tstop12,T1,582.5,15.25
2022-07-15_12L2,2022-07-15,L,NEUTRAL,tstop12,T2,582.5,15.25
2022-07-15_34L2,2022-07-15,L,BULL,base,T1,-280.0,5.5
2022-07-15_34L2,2022-07-15,L,BULL,base,T2,-280.0,5.5
2022-07-15_34L2,2022-07-15,L,BULL,noslip,T1,-267.5,5.25
2022-07-15_34L2,2022-07-15,L,BULL,noslip,T2,-267.5,5.25
2022-07-15_34L2,2022-07-15,L,BULL,retest,T1,-217.5,4.25
2022-07-15_34L2,2022-07-15,L,BULL,retest,T2,-217.5,4.25
2022-07-15_34L2,2022-07-15,L,BULL,closec,T1,-317.5,6.25
2022-07-15_34L2,2022-07-15,L,BULL,closec,T2,-317.5,6.25
2022-07-15_34L2,2022-07-15,L,BULL,bemove,T2,-280.0,5.5
2022-07-15_34L2,2022-07-15,L,BULL,tstop12,T1,-280.0,5.5
2022-07-15_34L2,2022-07-15,L,BULL,tstop12,T2,-280.0,5.5
2022-07-18_7S2,2022-07-18,S,NEUTRAL,base,T1,432.5,8.75
2022-07-18_7S2,2022-07-18,S,NEUTRAL,base,T2,870.0,8.75
2022-07-18_7S2,2022-07-18,S,NEUTRAL,noslip,T1,420.0,8.5
2022-07-18_7S2,2022-07-18,S,NEUTRAL,noslip,T2,845.0,8.5
2022-07-18_7S2,2022-07-18,S,NEUTRAL,retest,T1,370.0,7.5
2022-07-18_7S2,2022-07-18,S,NEUTRAL,retest,T2,745.0,7.5
2022-07-18_7S2,2022-07-18,S,NEUTRAL,bemove,T2,-5.0,8.75
2022-07-18_7S2,2022-07-18,S,NEUTRAL,tstop12,T1,432.5,8.75
2022-07-18_7S2,2022-07-18,S,NEUTRAL,tstop12,T2,145.0,8.75
2022-07-18_14S2,2022-07-18,S,BULL,base,T1,-317.5,6.25
2022-07-18_14S2,2022-07-18,S,BULL,base,T2,-317.5,6.25
2022-07-18_14S2,2022-07-18,S,BULL,noslip,T1,-305.0,6.0
2022-07-18_14S2,2022-07-18,S,BULL,noslip,T2,-305.0,6.0
2022-07-18_14S2,2022-07-18,S,BULL,retest,T1,245.0,5.0
2022-07-18_14S2,2022-07-18,S,BULL,retest,T2,-255.0,5.0
2022-07-18_14S2,2022-07-18,S,BULL,bemove,T2,-317.5,6.25
2022-07-18_14S2,2022-07-18,S,BULL,tstop12,T1,-67.5,6.25
2022-07-18_14S2,2022-07-18,S,BULL,tstop12,T2,-67.5,6.25
2022-07-18_59S2,2022-07-18,S,BEAR,base,T1,270.0,5.5
2022-07-18_59S2,2022-07-18,S,BEAR,base,T2,545.0,5.5
2022-07-18_59S2,2022-07-18,S,BEAR,noslip,T1,257.5,5.25
2022-07-18_59S2,2022-07-18,S,BEAR,noslip,T2,520.0,5.25
2022-07-18_59S2,2022-07-18,S,BEAR,retest,T1,207.5,4.25
2022-07-18_59S2,2022-07-18,S,BEAR,retest,T2,420.0,4.25
2022-07-18_59S2,2022-07-18,S,BEAR,closec,T1,270.0,5.5
2022-07-18_59S2,2022-07-18,S,BEAR,closec,T2,545.0,5.5
2022-07-18_59S2,2022-07-18,S,BEAR,bemove,T2,-5.0,5.5
2022-07-18_59S2,2022-07-18,S,BEAR,tstop12,T1,270.0,5.5
2022-07-18_59S2,2022-07-18,S,BEAR,tstop12,T2,545.0,5.5
2022-07-18_71S2,2022-07-18,S,BEAR,base,T1,257.5,5.25
2022-07-18_71S2,2022-07-18,S,BEAR,base,T2,520.0,5.25
2022-07-18_71S2,2022-07-18,S,BEAR,noslip,T1,245.0,5.0
2022-07-18_71S2,2022-07-18,S,BEAR,noslip,T2,495.0,5.0
2022-07-18_71S2,2022-07-18,S,BEAR,retest,T1,195.0,4.0
2022-07-18_71S2,2022-07-18,S,BEAR,retest,T2,395.0,4.0
2022-07-18_71S2,2022-07-18,S,BEAR,bemove,T2,520.0,5.25
2022-07-18_71S2,2022-07-18,S,BEAR,tstop12,T1,257.5,5.25
2022-07-18_71S2,2022-07-18,S,BEAR,tstop12,T2,520.0,5.25
2022-07-19_14S2,2022-07-19,S,BULL,base,T1,-217.5,4.25
2022-07-19_14S2,2022-07-19,S,BULL,base,T2,-217.5,4.25
2022-07-19_14S2,2022-07-19,S,BULL,noslip,T1,-205.0,4.0
2022-07-19_14S2,2022-07-19,S,BULL,noslip,T2,-205.0,4.0
2022-07-19_14S2,2022-07-19,S,BULL,retest,T1,-155.0,3.0
2022-07-19_14S2,2022-07-19,S,BULL,retest,T2,-155.0,3.0
2022-07-19_14S2,2022-07-19,S,BULL,bemove,T2,-217.5,4.25
2022-07-19_14S2,2022-07-19,S,BULL,tstop12,T1,-217.5,4.25
2022-07-19_14S2,2022-07-19,S,BULL,tstop12,T2,-217.5,4.25
2022-07-19_80L2,2022-07-19,L,BULL,base,T1,-342.5,6.75
2022-07-19_80L2,2022-07-19,L,BULL,base,T2,-342.5,6.75
2022-07-19_80L2,2022-07-19,L,BULL,noslip,T1,-330.0,6.5
2022-07-19_80L2,2022-07-19,L,BULL,noslip,T2,-330.0,6.5
2022-07-19_80L2,2022-07-19,L,BULL,closec,T1,-392.5,7.75
2022-07-19_80L2,2022-07-19,L,BULL,closec,T2,-392.5,7.75
2022-07-19_80L2,2022-07-19,L,BULL,bemove,T2,57.5,6.75
2022-07-19_80L2,2022-07-19,L,BULL,tstop12,T1,57.5,6.75
2022-07-19_80L2,2022-07-19,L,BULL,tstop12,T2,57.5,6.75
2022-07-20_15S2,2022-07-20,S,BULL,base,T1,-342.5,6.75
2022-07-20_15S2,2022-07-20,S,BULL,base,T2,-342.5,6.75
2022-07-20_15S2,2022-07-20,S,BULL,noslip,T1,-330.0,6.5
2022-07-20_15S2,2022-07-20,S,BULL,noslip,T2,-330.0,6.5
2022-07-20_15S2,2022-07-20,S,BULL,retest,T1,-280.0,5.5
2022-07-20_15S2,2022-07-20,S,BULL,retest,T2,-280.0,5.5
2022-07-20_15S2,2022-07-20,S,BULL,bemove,T2,-342.5,6.75
2022-07-20_15S2,2022-07-20,S,BULL,tstop12,T1,-342.5,6.75
2022-07-20_15S2,2022-07-20,S,BULL,tstop12,T2,-342.5,6.75
2022-07-20_73S2,2022-07-20,S,BULL,base,T1,320.0,6.5
2022-07-20_73S2,2022-07-20,S,BULL,base,T2,-330.0,6.5
2022-07-20_73S2,2022-07-20,S,BULL,noslip,T1,307.5,6.25
2022-07-20_73S2,2022-07-20,S,BULL,noslip,T2,-317.5,6.25
2022-07-20_73S2,2022-07-20,S,BULL,retest,T1,257.5,5.25
2022-07-20_73S2,2022-07-20,S,BULL,retest,T2,-267.5,5.25
2022-07-20_73S2,2022-07-20,S,BULL,closec,T1,-380.0,7.5
2022-07-20_73S2,2022-07-20,S,BULL,closec,T2,-380.0,7.5
2022-07-20_73S2,2022-07-20,S,BULL,bemove,T2,332.5,6.5
2022-07-20_73S2,2022-07-20,S,BULL,tstop12,T1,320.0,6.5
2022-07-20_73S2,2022-07-20,S,BULL,tstop12,T2,332.5,6.5
2022-07-21_24L2,2022-07-21,L,BEAR,base,T1,420.0,8.5
2022-07-21_24L2,2022-07-21,L,BEAR,base,T2,845.0,8.5
2022-07-21_24L2,2022-07-21,L,BEAR,noslip,T1,407.5,8.25
2022-07-21_24L2,2022-07-21,L,BEAR,noslip,T2,820.0,8.25
2022-07-21_24L2,2022-07-21,L,BEAR,retest,T1,357.5,7.25
2022-07-21_24L2,2022-07-21,L,BEAR,retest,T2,720.0,7.25
2022-07-21_24L2,2022-07-21,L,BEAR,closec,T1,470.0,9.5
2022-07-21_24L2,2022-07-21,L,BEAR,closec,T2,945.0,9.5
2022-07-21_24L2,2022-07-21,L,BEAR,bemove,T2,845.0,8.5
2022-07-21_24L2,2022-07-21,L,BEAR,tstop12,T1,420.0,8.5
2022-07-21_24L2,2022-07-21,L,BEAR,tstop12,T2,845.0,8.5
2022-07-21_44L2,2022-07-21,L,BULL,base,T1,-267.5,5.25
2022-07-21_44L2,2022-07-21,L,BULL,base,T2,-267.5,5.25
2022-07-21_44L2,2022-07-21,L,BULL,noslip,T1,-255.0,5.0
2022-07-21_44L2,2022-07-21,L,BULL,noslip,T2,-255.0,5.0
2022-07-21_44L2,2022-07-21,L,BULL,retest,T1,-205.0,4.0
2022-07-21_44L2,2022-07-21,L,BULL,retest,T2,-205.0,4.0
2022-07-21_44L2,2022-07-21,L,BULL,bemove,T2,-267.5,5.25
2022-07-21_44L2,2022-07-21,L,BULL,tstop12,T1,-267.5,5.25
2022-07-21_44L2,2022-07-21,L,BULL,tstop12,T2,-267.5,5.25
2022-07-21_76L2,2022-07-21,L,BULL,base,T1,245.0,5.0
2022-07-21_76L2,2022-07-21,L,BULL,base,T2,495.0,5.0
2022-07-21_76L2,2022-07-21,L,BULL,noslip,T1,232.5,4.75
2022-07-21_76L2,2022-07-21,L,BULL,noslip,T2,470.0,4.75
2022-07-21_76L2,2022-07-21,L,BULL,retest,T1,182.5,3.75
2022-07-21_76L2,2022-07-21,L,BULL,retest,T2,370.0,3.75
2022-07-21_76L2,2022-07-21,L,BULL,bemove,T2,495.0,5.0
2022-07-21_76L2,2022-07-21,L,BULL,tstop12,T1,245.0,5.0
2022-07-21_76L2,2022-07-21,L,BULL,tstop12,T2,495.0,5.0
2022-07-22_14S2,2022-07-22,S,NEUTRAL,base,T1,-380.0,7.5
2022-07-22_14S2,2022-07-22,S,NEUTRAL,base,T2,-380.0,7.5
2022-07-22_14S2,2022-07-22,S,NEUTRAL,noslip,T1,-367.5,7.25
2022-07-22_14S2,2022-07-22,S,NEUTRAL,noslip,T2,-367.5,7.25
2022-07-22_14S2,2022-07-22,S,NEUTRAL,retest,T1,-317.5,6.25
2022-07-22_14S2,2022-07-22,S,NEUTRAL,retest,T2,-317.5,6.25
2022-07-22_14S2,2022-07-22,S,NEUTRAL,bemove,T2,-380.0,7.5
2022-07-22_14S2,2022-07-22,S,NEUTRAL,tstop12,T1,-380.0,7.5
2022-07-22_14S2,2022-07-22,S,NEUTRAL,tstop12,T2,-380.0,7.5
2022-07-22_32S2,2022-07-22,S,BEAR,base,T1,457.5,9.25
2022-07-22_32S2,2022-07-22,S,BEAR,base,T2,920.0,9.25
2022-07-22_32S2,2022-07-22,S,BEAR,noslip,T1,445.0,9.0
2022-07-22_32S2,2022-07-22,S,BEAR,noslip,T2,895.0,9.0
2022-07-22_32S2,2022-07-22,S,BEAR,retest,T1,395.0,8.0
2022-07-22_32S2,2022-07-22,S,BEAR,retest,T2,795.0,8.0
2022-07-22_32S2,2022-07-22,S,BEAR,closec,T1,520.0,10.5
2022-07-22_32S2,2022-07-22,S,BEAR,closec,T2,1045.0,10.5
2022-07-22_32S2,2022-07-22,S,BEAR,bemove,T2,920.0,9.25
2022-07-22_32S2,2022-07-22,S,BEAR,tstop12,T1,457.5,9.25
2022-07-22_32S2,2022-07-22,S,BEAR,tstop12,T2,520.0,9.25
2022-07-22_54L2,2022-07-22,L,NEUTRAL,base,T1,-242.5,4.75
2022-07-22_54L2,2022-07-22,L,NEUTRAL,base,T2,-242.5,4.75
2022-07-22_54L2,2022-07-22,L,NEUTRAL,noslip,T1,-230.0,4.5
2022-07-22_54L2,2022-07-22,L,NEUTRAL,noslip,T2,-230.0,4.5
2022-07-22_54L2,2022-07-22,L,NEUTRAL,retest,T1,-180.0,3.5
2022-07-22_54L2,2022-07-22,L,NEUTRAL,retest,T2,-180.0,3.5
2022-07-22_54L2,2022-07-22,L,NEUTRAL,closec,T1,-330.0,6.5
2022-07-22_54L2,2022-07-22,L,NEUTRAL,closec,T2,-330.0,6.5
2022-07-22_54L2,2022-07-22,L,NEUTRAL,bemove,T2,-242.5,4.75
2022-07-22_54L2,2022-07-22,L,NEUTRAL,tstop12,T1,-242.5,4.75
2022-07-22_54L2,2022-07-22,L,NEUTRAL,tstop12,T2,-242.5,4.75
2022-07-25_15L2,2022-07-25,L,BEAR,base,T1,395.0,8.0
2022-07-25_15L2,2022-07-25,L,BEAR,base,T2,795.0,8.0
2022-07-25_15L2,2022-07-25,L,BEAR,noslip,T1,382.5,7.75
2022-07-25_15L2,2022-07-25,L,BEAR,noslip,T2,770.0,7.75
2022-07-25_15L2,2022-07-25,L,BEAR,retest,T1,332.5,6.75
2022-07-25_15L2,2022-07-25,L,BEAR,retest,T2,670.0,6.75
2022-07-25_15L2,2022-07-25,L,BEAR,closec,T1,-680.0,13.5
2022-07-25_15L2,2022-07-25,L,BEAR,closec,T2,-680.0,13.5
2022-07-25_15L2,2022-07-25,L,BEAR,bemove,T2,-5.0,8.0
2022-07-25_15L2,2022-07-25,L,BEAR,tstop12,T1,395.0,8.0
2022-07-25_15L2,2022-07-25,L,BEAR,tstop12,T2,595.0,8.0
2022-07-25_44L2,2022-07-25,L,NEUTRAL,base,T1,-242.5,4.75
2022-07-25_44L2,2022-07-25,L,NEUTRAL,base,T2,-242.5,4.75
2022-07-25_44L2,2022-07-25,L,NEUTRAL,noslip,T1,-230.0,4.5
2022-07-25_44L2,2022-07-25,L,NEUTRAL,noslip,T2,-230.0,4.5
2022-07-25_44L2,2022-07-25,L,NEUTRAL,retest,T1,-180.0,3.5
2022-07-25_44L2,2022-07-25,L,NEUTRAL,retest,T2,-180.0,3.5
2022-07-25_44L2,2022-07-25,L,NEUTRAL,closec,T1,-255.0,5.0
2022-07-25_44L2,2022-07-25,L,NEUTRAL,closec,T2,-255.0,5.0
2022-07-25_44L2,2022-07-25,L,NEUTRAL,bemove,T2,-242.5,4.75
2022-07-25_44L2,2022-07-25,L,NEUTRAL,tstop12,T1,-242.5,4.75
2022-07-25_44L2,2022-07-25,L,NEUTRAL,tstop12,T2,-242.5,4.75
2022-07-26_7L2,2022-07-26,L,BEAR,base,T1,-267.5,5.25
2022-07-26_7L2,2022-07-26,L,BEAR,base,T2,-267.5,5.25
2022-07-26_7L2,2022-07-26,L,BEAR,noslip,T1,-255.0,5.0
2022-07-26_7L2,2022-07-26,L,BEAR,noslip,T2,-255.0,5.0
2022-07-26_7L2,2022-07-26,L,BEAR,retest,T1,-205.0,4.0
2022-07-26_7L2,2022-07-26,L,BEAR,retest,T2,-205.0,4.0
2022-07-26_7L2,2022-07-26,L,BEAR,closec,T1,-280.0,5.5
2022-07-26_7L2,2022-07-26,L,BEAR,closec,T2,-280.0,5.5
2022-07-26_7L2,2022-07-26,L,BEAR,bemove,T2,-267.5,5.25
2022-07-26_7L2,2022-07-26,L,BEAR,tstop12,T1,-267.5,5.25
2022-07-26_7L2,2022-07-26,L,BEAR,tstop12,T2,-267.5,5.25
2022-07-26_67L2,2022-07-26,L,NEUTRAL,base,T1,-217.5,4.25
2022-07-26_67L2,2022-07-26,L,NEUTRAL,base,T2,-217.5,4.25
2022-07-26_67L2,2022-07-26,L,NEUTRAL,noslip,T1,-205.0,4.0
2022-07-26_67L2,2022-07-26,L,NEUTRAL,noslip,T2,-205.0,4.0
2022-07-26_67L2,2022-07-26,L,NEUTRAL,retest,T1,-155.0,3.0
2022-07-26_67L2,2022-07-26,L,NEUTRAL,retest,T2,-155.0,3.0
2022-07-26_67L2,2022-07-26,L,NEUTRAL,bemove,T2,-217.5,4.25
2022-07-26_67L2,2022-07-26,L,NEUTRAL,tstop12,T1,-217.5,4.25
2022-07-26_67L2,2022-07-26,L,NEUTRAL,tstop12,T2,-217.5,4.25
2022-07-27_17L2,2022-07-27,L,BEAR,base,T1,182.5,3.75
2022-07-27_17L2,2022-07-27,L,BEAR,base,T2,370.0,3.75
2022-07-27_17L2,2022-07-27,L,BEAR,noslip,T1,170.0,3.5
2022-07-27_17L2,2022-07-27,L,BEAR,noslip,T2,345.0,3.5
2022-07-27_17L2,2022-07-27,L,BEAR,retest,T1,120.0,2.5
2022-07-27_17L2,2022-07-27,L,BEAR,retest,T2,245.0,2.5
2022-07-27_17L2,2022-07-27,L,BEAR,closec,T1,245.0,5.0
2022-07-27_17L2,2022-07-27,L,BEAR,closec,T2,495.0,5.0
2022-07-27_17L2,2022-07-27,L,BEAR,bemove,T2,370.0,3.75
2022-07-27_17L2,2022-07-27,L,BEAR,tstop12,T1,182.5,3.75
2022-07-27_17L2,2022-07-27,L,BEAR,tstop12,T2,370.0,3.75
2022-07-27_25L2,2022-07-27,L,BEAR,base,T1,245.0,5.0
2022-07-27_25L2,2022-07-27,L,BEAR,base,T2,-255.0,5.0
2022-07-27_25L2,2022-07-27,L,BEAR,noslip,T1,232.5,4.75
2022-07-27_25L2,2022-07-27,L,BEAR,noslip,T2,-242.5,4.75
2022-07-27_25L2,2022-07-27,L,BEAR,retest,T1,-192.5,3.75
2022-07-27_25L2,2022-07-27,L,BEAR,retest,T2,-192.5,3.75
2022-07-27_25L2,2022-07-27,L,BEAR,closec,T1,307.5,6.25
2022-07-27_25L2,2022-07-27,L,BEAR,closec,T2,-317.5,6.25
2022-07-27_25L2,2022-07-27,L,BEAR,bemove,T2,-5.0,5.0
2022-07-27_25L2,2022-07-27,L,BEAR,tstop12,T1,245.0,5.0
2022-07-27_25L2,2022-07-27,L,BEAR,tstop12,T2,270.0,5.0
2022-07-27_52S2,2022-07-27,S,BULL,base,T1,-167.5,3.25
2022-07-27_52S2,2022-07-27,S,BULL,base,T2,-167.5,3.25
2022-07-27_52S2,2022-07-27,S,BULL,noslip,T1,-155.0,3.0
2022-07-27_52S2,2022-07-27,S,BULL,noslip,T2,-155.0,3.0
2022-07-27_52S2,2022-07-27,S,BULL,retest,T1,-105.0,2.0
2022-07-27_52S2,2022-07-27,S,BULL,retest,T2,-105.0,2.0
2022-07-27_52S2,2022-07-27,S,BULL,bemove,T2,-167.5,3.25
2022-07-27_52S2,2022-07-27,S,BULL,tstop12,T1,-167.5,3.25
2022-07-27_52S2,2022-07-27,S,BULL,tstop12,T2,-167.5,3.25
2022-07-27_61S2,2022-07-27,S,BULL,base,T1,-455.0,9.0
2022-07-27_61S2,2022-07-27,S,BULL,base,T2,-455.0,9.0
2022-07-27_61S2,2022-07-27,S,BULL,noslip,T1,-442.5,8.75
2022-07-27_61S2,2022-07-27,S,BULL,noslip,T2,-442.5,8.75
2022-07-27_61S2,2022-07-27,S,BULL,retest,T1,-392.5,7.75
2022-07-27_61S2,2022-07-27,S,BULL,retest,T2,-392.5,7.75
2022-07-27_61S2,2022-07-27,S,BULL,closec,T1,-617.5,12.25
2022-07-27_61S2,2022-07-27,S,BULL,closec,T2,-617.5,12.25
2022-07-27_61S2,2022-07-27,S,BULL,bemove,T2,-455.0,9.0
2022-07-27_61S2,2022-07-27,S,BULL,tstop12,T1,-455.0,9.0
2022-07-27_61S2,2022-07-27,S,BULL,tstop12,T2,-455.0,9.0
2022-07-28_11S2,2022-07-28,S,NEUTRAL,base,T1,-430.0,8.5
2022-07-28_11S2,2022-07-28,S,NEUTRAL,base,T2,-430.0,8.5
2022-07-28_11S2,2022-07-28,S,NEUTRAL,noslip,T1,-417.5,8.25
2022-07-28_11S2,2022-07-28,S,NEUTRAL,noslip,T2,-417.5,8.25
2022-07-28_11S2,2022-07-28,S,NEUTRAL,retest,T1,-367.5,7.25
2022-07-28_11S2,2022-07-28,S,NEUTRAL,retest,T2,-367.5,7.25
2022-07-28_11S2,2022-07-28,S,NEUTRAL,closec,T1,-442.5,8.75
2022-07-28_11S2,2022-07-28,S,NEUTRAL,closec,T2,-442.5,8.75
2022-07-28_11S2,2022-07-28,S,NEUTRAL,bemove,T2,-430.0,8.5
2022-07-28_11S2,2022-07-28,S,NEUTRAL,tstop12,T1,-430.0,8.5
2022-07-28_11S2,2022-07-28,S,NEUTRAL,tstop12,T2,-430.0,8.5
2022-07-28_33L2,2022-07-28,L,BULL,base,T1,-255.0,5.0
2022-07-28_33L2,2022-07-28,L,BULL,base,T2,-255.0,5.0
2022-07-28_33L2,2022-07-28,L,BULL,noslip,T1,-242.5,4.75
2022-07-28_33L2,2022-07-28,L,BULL,noslip,T2,-242.5,4.75
2022-07-28_33L2,2022-07-28,L,BULL,retest,T1,-192.5,3.75
2022-07-28_33L2,2022-07-28,L,BULL,retest,T2,-192.5,3.75
2022-07-28_33L2,2022-07-28,L,BULL,bemove,T2,-255.0,5.0
2022-07-28_33L2,2022-07-28,L,BULL,tstop12,T1,-255.0,5.0
2022-07-28_33L2,2022-07-28,L,BULL,tstop12,T2,-255.0,5.0
2022-07-28_60L2,2022-07-28,L,BULL,base,T1,182.5,3.75
2022-07-28_60L2,2022-07-28,L,BULL,base,T2,370.0,3.75
2022-07-28_60L2,2022-07-28,L,BULL,noslip,T1,170.0,3.5
2022-07-28_60L2,2022-07-28,L,BULL,noslip,T2,345.0,3.5
2022-07-28_60L2,2022-07-28,L,BULL,retest,T1,120.0,2.5
2022-07-28_60L2,2022-07-28,L,BULL,retest,T2,245.0,2.5
2022-07-28_60L2,2022-07-28,L,BULL,bemove,T2,370.0,3.75
2022-07-28_60L2,2022-07-28,L,BULL,tstop12,T1,182.5,3.75
2022-07-28_60L2,2022-07-28,L,BULL,tstop12,T2,370.0,3.75
2022-07-29_43S2,2022-07-29,S,BULL,base,T1,-217.5,4.25
2022-07-29_43S2,2022-07-29,S,BULL,base,T2,-217.5,4.25
2022-07-29_43S2,2022-07-29,S,BULL,noslip,T1,-205.0,4.0
2022-07-29_43S2,2022-07-29,S,BULL,noslip,T2,-205.0,4.0
2022-07-29_43S2,2022-07-29,S,BULL,retest,T1,145.0,3.0
2022-07-29_43S2,2022-07-29,S,BULL,retest,T2,-155.0,3.0
2022-07-29_43S2,2022-07-29,S,BULL,closec,T1,-280.0,5.5
2022-07-29_43S2,2022-07-29,S,BULL,closec,T2,-280.0,5.5
2022-07-29_43S2,2022-07-29,S,BULL,bemove,T2,-217.5,4.25
2022-07-29_43S2,2022-07-29,S,BULL,tstop12,T1,-217.5,4.25
2022-07-29_43S2,2022-07-29,S,BULL,tstop12,T2,-217.5,4.25
2022-08-01_19S2,2022-08-01,S,NEUTRAL,base,T1,195.0,4.0
2022-08-01_19S2,2022-08-01,S,NEUTRAL,base,T2,395.0,4.0
2022-08-01_19S2,2022-08-01,S,NEUTRAL,noslip,T1,182.5,3.75
2022-08-01_19S2,2022-08-01,S,NEUTRAL,noslip,T2,370.0,3.75
2022-08-01_19S2,2022-08-01,S,NEUTRAL,retest,T1,132.5,2.75
2022-08-01_19S2,2022-08-01,S,NEUTRAL,retest,T2,270.0,2.75
2022-08-01_19S2,2022-08-01,S,NEUTRAL,closec,T1,257.5,5.25
2022-08-01_19S2,2022-08-01,S,NEUTRAL,closec,T2,520.0,5.25
2022-08-01_19S2,2022-08-01,S,NEUTRAL,bemove,T2,-5.0,4.0
2022-08-01_19S2,2022-08-01,S,NEUTRAL,tstop12,T1,195.0,4.0
2022-08-01_19S2,2022-08-01,S,NEUTRAL,tstop12,T2,395.0,4.0
2022-08-02_10L2,2022-08-02,L,BEAR,base,T1,707.5,14.25
2022-08-02_10L2,2022-08-02,L,BEAR,base,T2,1420.0,14.25
2022-08-02_10L2,2022-08-02,L,BEAR,noslip,T1,695.0,14.0
2022-08-02_10L2,2022-08-02,L,BEAR,noslip,T2,1395.0,14.0
2022-08-02_10L2,2022-08-02,L,BEAR,retest,T1,645.0,13.0
2022-08-02_10L2,2022-08-02,L,BEAR,retest,T2,1295.0,13.0
2022-08-02_10L2,2022-08-02,L,BEAR,closec,T1,857.5,17.25
2022-08-02_10L2,2022-08-02,L,BEAR,closec,T2,1720.0,17.25
2022-08-02_10L2,2022-08-02,L,BEAR,bemove,T2,1420.0,14.25
2022-08-02_10L2,2022-08-02,L,BEAR,tstop12,T1,707.5,14.25
2022-08-02_10L2,2022-08-02,L,BEAR,tstop12,T2,1420.0,14.25
2022-08-02_24L2,2022-08-02,L,BULL,base,T1,-317.5,6.25
2022-08-02_24L2,2022-08-02,L,BULL,base,T2,-317.5,6.25
2022-08-02_24L2,2022-08-02,L,BULL,noslip,T1,-305.0,6.0
2022-08-02_24L2,2022-08-02,L,BULL,noslip,T2,-305.0,6.0
2022-08-02_24L2,2022-08-02,L,BULL,retest,T1,-255.0,5.0
2022-08-02_24L2,2022-08-02,L,BULL,retest,T2,-255.0,5.0
2022-08-02_24L2,2022-08-02,L,BULL,closec,T1,-492.5,9.75
2022-08-02_24L2,2022-08-02,L,BULL,closec,T2,-492.5,9.75
2022-08-02_24L2,2022-08-02,L,BULL,bemove,T2,-317.5,6.25
2022-08-02_24L2,2022-08-02,L,BULL,tstop12,T1,-317.5,6.25
2022-08-02_24L2,2022-08-02,L,BULL,tstop12,T2,-317.5,6.25
2022-08-02_56L2,2022-08-02,L,BEAR,base,T1,332.5,6.75
2022-08-02_56L2,2022-08-02,L,BEAR,base,T2,-342.5,6.75
2022-08-02_56L2,2022-08-02,L,BEAR,noslip,T1,320.0,6.5
2022-08-02_56L2,2022-08-02,L,BEAR,noslip,T2,-330.0,6.5
