dir,regime,with_trend,net,adr,hold,wide,mae_pts,eod_move,fill_hour,entry_px,Date,yr,gap,vix_prev,sma20,above
L,BULL,True,-417.5,26.4,22,8.0,8.0,5.75,11,3557.25,2018-07-05,2018,0.226,16.14,3577.8375,False
L,BULL,True,295.0,26.4,28,8.0,7.5,6.25,12,3556.75,2018-07-05,2018,0.226,16.14,3577.8375,False
S,BEAR,True,157.5,24.2,49,7.25,5.5,3.5,11,3601.5,2018-07-11,2018,0.504,12.64,3575.6125,True
S,BEAR,True,220.0,24.2,45,7.25,4.25,4.75,11,3602.75,2018-07-11,2018,0.504,12.64,3575.6125,True
S,BEAR,True,132.5,18.4,68,5.5,3.75,3.0,9,3623.75,2018-07-16,2018,0.0,12.18,3576.7875,True
L,BULL,True,-17.5,16.57,34,5.0,1.75,0.0,12,3635.5,2018-07-17,2018,0.138,12.83,3577.625,True
L,BULL,True,-30.0,16.57,26,5.0,2.0,-0.25,13,3635.75,2018-07-17,2018,0.138,12.83,3577.625,True
S,BEAR,True,-267.5,16.48,9,5.0,8.25,-5.5,9,3634.25,2018-07-18,2018,0.014,12.06,3579.875,True
L,BULL,True,-5.0,16.48,36,5.0,2.5,0.25,12,3639.5,2018-07-18,2018,0.014,12.06,3579.875,True
L,BULL,True,-255.0,16.2,42,4.75,5.25,-4.5,10,3629.75,2018-07-20,2018,0.076,12.87,3584.75,True
L,BULL,True,-255.0,16.2,29,4.75,6.75,-6.0,11,3631.25,2018-07-20,2018,0.076,12.87,3584.75,True
L,BULL,True,595.0,14.05,71,4.25,3.5,12.25,9,3623.75,2018-07-23,2018,0.028,12.86,3586.825,True
S,BEAR,True,-230.0,14.2,9,4.25,7.0,-5.5,13,3639.25,2018-07-24,2018,0.316,12.62,3591.325,True
S,BEAR,True,-267.5,16.77,17,5.0,5.75,-1.5,9,3665.0,2018-07-26,2018,0.116,12.29,3602.725,True
S,BEAR,True,-292.5,18.4,6,5.5,7.0,0.75,12,3628.5,2018-07-30,2018,0.062,13.03,3613.6125,True
S,BEAR,True,-317.5,19.77,11,6.0,12.5,-11.75,9,3636.75,2018-07-31,2018,0.262,14.26,3617.4,True
L,BULL,True,370.0,22.27,59,6.75,0.5,7.75,10,3666.5,2018-08-06,2018,0.027,11.64,3635.7625,True
L,BULL,True,-80.0,22.43,35,6.75,3.25,-1.25,12,3685.25,2018-08-07,2018,0.191,11.27,3638.875,True
S,BEAR,True,295.0,19.12,40,5.75,2.0,6.25,11,3684.0,2018-08-09,2018,0.075,10.85,3646.1,True
S,BEAR,True,-255.0,15.78,7,4.75,17.0,-12.5,10,3664.25,2018-08-17,2018,0.157,13.45,3655.8125,True
L,BULL,True,20.0,15.78,19,4.75,1.5,0.75,13,3676.0,2018-08-17,2018,0.157,13.45,3655.8125,True
L,BULL,True,7.5,16.62,18,5.0,1.0,0.5,13,3682.5,2018-08-20,2018,0.116,12.64,3658.3875,True
L,BULL,True,-255.0,15.75,10,4.75,10.25,-10.25,13,3695.5,2018-08-21,2018,0.129,12.49,3660.7375,True
S,BEAR,True,32.5,16.5,47,5.0,3.0,1.0,11,3683.0,2018-08-23,2018,0.041,12.25,3663.7625,True
L,BULL,True,82.5,15.43,33,4.75,2.25,2.0,12,3721.75,2018-08-28,2018,0.121,12.16,3672.2625,True
L,BULL,True,7.5,14.78,39,4.5,3.0,0.5,11,3738.5,2018-08-29,2018,0.06,12.5,3676.025,True
L,BULL,True,-230.0,14.28,3,4.25,15.25,-8.75,10,3735.0,2018-08-30,2018,0.154,12.25,3681.2125,True
S,BEAR,True,-230.0,14.28,12,4.25,5.5,5.25,11,3731.5,2018-08-30,2018,0.154,12.25,3681.2125,True
L,BULL,True,-230.0,14.28,2,4.25,15.25,-8.75,13,3735.0,2018-08-30,2018,0.154,12.25,3681.2125,True
L,BULL,True,-230.0,14.32,6,4.25,10.5,3.5,10,3726.5,2018-08-31,2018,0.121,13.53,3684.9,True
L,BULL,True,-217.5,13.12,2,4.0,9.75,3.25,10,3719.5,2018-09-04,2018,0.288,12.86,3691.1125,True
S,BEAR,True,-230.0,13.93,13,4.25,10.0,-4.25,12,3698.75,2018-09-06,2018,0.034,13.91,3694.7125,True
S,BEAR,True,-267.5,16.8,10,5.0,8.0,-6.5,10,3723.0,2018-09-13,2018,0.296,13.14,3706.3625,True
L,BULL,True,-255.0,16.1,12,4.75,9.5,0.25,10,3730.5,2018-09-14,2018,0.047,12.37,3709.3625,True
S,BEAR,True,307.5,15.82,60,4.75,3.5,6.5,10,3761.75,2018-09-21,2018,0.146,11.8,3722.675,True
L,BULL,True,-242.5,15.07,62,4.5,6.25,-3.25,9,3744.5,2018-09-27,2018,0.154,12.89,3727.225,True
L,BULL,True,-242.5,15.07,13,4.5,13.0,-10.0,12,3751.25,2018-09-27,2018,0.154,12.89,3727.225,True
L,BULL,True,-255.0,15.9,13,4.75,16.0,-8.75,10,3759.75,2018-10-01,2018,0.361,12.12,3728.55,True
S,BEAR,True,457.5,15.2,47,4.5,1.0,9.5,11,3762.25,2018-10-03,2018,0.287,12.05,3730.8375,True
L,BULL,True,-242.5,15.2,15,4.5,14.0,-8.0,12,3760.75,2018-10-03,2018,0.287,12.05,3730.8375,True
S,BEAR,True,157.5,16.25,62,5.0,2.25,3.5,10,3732.25,2018-10-04,2018,0.207,11.61,3732.8375,False
L,BULL,True,-630.0,41.02,37,12.25,17.75,-17.5,11,3587.5,2018-10-15,2018,0.153,21.31,3714.5375,False
L,BULL,True,1945.0,42.1,69,12.75,4.75,39.25,9,3600.5,2018-10-16,2018,0.7,21.3,3707.175,False
L,BULL,True,1282.5,42.1,47,12.75,1.25,26.0,11,3613.75,2018-10-16,2018,0.7,21.3,3707.175,False
S,BEAR,True,-905.0,58.8,20,17.75,20.5,11.0,11,3538.0,2018-10-31,2018,0.777,23.35,3600.575,False
L,BULL,True,-905.0,58.8,20,17.75,24.75,-24.75,13,3551.75,2018-10-31,2018,0.777,23.35,3600.575,False
L,BULL,True,-905.0,58.8,10,17.75,26.25,-26.25,13,3553.25,2018-10-31,2018,0.777,23.35,3600.575,False
L,BULL,True,420.0,58.15,34,17.5,12.75,8.75,12,3571.75,2018-11-06,2018,0.063,19.96,3564.55,True
L,BULL,True,882.5,54.42,32,16.25,5.0,18.0,12,3620.0,2018-11-07,2018,0.559,19.91,3558.125,True
S,BEAR,True,120.0,46.02,60,13.75,9.5,2.75,10,3603.0,2018-11-09,2018,0.448,16.72,3563.05,True
S,BEAR,True,145.0,46.02,54,13.75,9.0,3.25,10,3603.5,2018-11-09,2018,0.448,16.72,3563.05,True
S,BEAR,True,-705.0,46.02,36,13.75,16.75,-4.5,11,3595.75,2018-11-09,2018,0.448,16.72,3563.05,True
L,BULL,True,-580.0,37.67,11,11.25,29.25,-16.25,10,3565.0,2018-11-13,2018,0.127,20.45,3562.5625,True
L,BULL,True,-567.5,36.48,3,11.0,45.0,-32.5,9,3552.5,2018-11-14,2018,0.465,20.02,3558.0125,False
L,BULL,True,-605.0,39.52,12,11.75,14.5,29.5,11,3527.25,2018-11-15,2018,0.277,21.25,3552.1125,False
S,BEAR,True,420.0,43.23,23,13.0,3.75,8.75,13,3470.5,2018-11-20,2018,1.201,20.1,3546.0,False
L,BULL,True,-692.5,44.6,43,13.5,16.0,-15.5,11,3485.0,2018-11-21,2018,0.513,22.48,3540.7,False
L,BULL,True,-655.0,42.62,12,12.75,15.25,-9.5,9,3463.5,2018-11-22,2018,0.166,,3539.8625,False
S,BEAR,True,182.5,42.62,10,12.75,0.25,4.0,11,3458.0,2018-11-22,2018,0.166,,3539.8625,False
S,BEAR,True,-592.5,37.95,17,11.5,15.0,-15.0,12,3490.25,2018-11-27,2018,0.193,18.9,3536.45,False
S,BEAR,True,-567.5,36.58,6,11.0,28.5,-18.0,10,3547.25,2018-11-29,2018,0.168,18.49,3538.25,True
L,BULL,True,682.5,33.15,15,10.0,0.5,14.0,13,3571.5,2018-11-30,2018,0.203,18.79,3538.55,True
S,BEAR,True,1282.5,30.32,36,9.0,3.75,26.0,12,3549.25,2018-12-04,2018,0.242,16.44,3543.1625,True
S,BEAR,True,1082.5,30.32,22,9.0,7.75,22.0,13,3545.25,2018-12-04,2018,0.242,16.44,3543.1625,True
S,BEAR,True,-555.0,35.42,23,10.75,47.75,-40.0,9,3472.75,2018-12-06,2018,1.284,20.74,3540.3,False
S,BEAR,True,957.5,40.88,40,12.25,11.75,19.5,11,3475.75,2018-12-07,2018,0.007,21.19,3534.0375,False
S,BEAR,True,257.5,40.88,19,12.25,11.25,5.5,13,3461.75,2018-12-07,2018,0.007,21.19,3534.0375,False
S,BEAR,True,-730.0,47.85,6,14.25,44.5,-39.25,11,3425.25,2018-12-10,2018,0.123,23.23,3525.325,False
S,BEAR,True,1470.0,52.5,67,15.75,2.5,29.75,9,3491.5,2018-12-11,2018,0.866,22.64,3518.5375,False
S,BEAR,True,-805.0,52.5,28,15.75,19.75,0.75,11,3462.5,2018-12-11,2018,0.866,22.64,3518.5375,False
S,BEAR,True,-805.0,52.5,3,15.75,37.25,-16.75,13,3445.0,2018-12-11,2018,0.866,22.64,3518.5375,False
S,BEAR,True,720.0,56.6,68,17.0,4.25,14.75,9,3480.0,2018-12-13,2018,0.288,21.46,3510.3125,False
S,BEAR,True,370.0,56.6,59,17.0,10.0,7.75,10,3473.0,2018-12-13,2018,0.288,21.46,3510.3125,False
S,BEAR,True,7.5,56.6,44,17.0,11.5,0.5,11,3465.75,2018-12-13,2018,0.288,21.46,3510.3125,False
L,BULL,True,-955.0,62.58,6,18.75,48.25,-46.5,10,3211.5,2018-12-24,2018,0.386,30.11,3458.075,False
S,BEAR,True,-967.5,63.23,5,19.0,122.75,-114.0,10,3177.75,2018-12-26,2018,0.821,36.07,3443.8375,False
L,BULL,True,3382.5,63.23,43,19.0,7.25,68.0,11,3223.75,2018-12-26,2018,0.821,36.07,3443.8375,False
S,BEAR,True,-1080.0,71.03,40,21.25,70.25,-64.75,11,3251.25,2018-12-27,2018,1.086,30.41,3433.9125,False
S,BEAR,True,-1080.0,71.03,28,21.25,76.25,-70.75,12,3245.25,2018-12-27,2018,1.086,30.41,3433.9125,False
L,BULL,True,495.0,78.92,22,23.75,11.25,10.25,13,3320.75,2018-12-31,2018,0.499,28.34,3411.7625,False
L,BULL,True,732.5,76.2,54,22.75,2.0,15.0,10,3338.5,2019-01-04,2019,1.062,25.45,3370.4,False
L,BULL,True,20.0,76.2,28,22.75,7.5,0.75,12,3352.75,2019-01-04,2019,1.062,25.45,3370.4,False
L,BULL,True,-742.5,72.0,31,21.5,17.5,-14.5,12,3387.5,2019-01-07,2019,0.112,21.38,3361.9125,True
S,BEAR,True,157.5,62.75,55,18.75,11.0,3.5,10,3408.5,2019-01-09,2019,0.324,20.47,3351.85,True
L,BULL,True,320.0,37.52,65,11.25,3.75,6.75,9,3420.5,2019-01-15,2019,0.118,19.07,3340.7875,True
S,BEAR,True,145.0,37.45,60,11.25,9.5,3.25,10,3439.5,2019-01-16,2019,0.299,18.6,3341.0,True
L,BULL,True,732.5,33.48,45,10.0,3.0,15.0,11,3443.5,2019-01-17,2019,0.226,19.04,3343.9,True
L,BULL,True,-505.0,32.45,22,9.75,11.0,-1.5,11,3495.75,2019-01-18,2019,0.586,18.06,3348.85,True
S,BEAR,True,-442.5,27.93,16,8.5,11.0,-2.5,12,3454.5,2019-01-24,2019,0.022,19.52,3391.7625,True
S,BEAR,True,-130.0,26.15,48,7.75,5.5,-2.25,11,3461.5,2019-01-29,2019,0.043,18.87,3416.275,True
L,BULL,True,245.0,28.23,42,8.5,8.25,5.25,11,3524.25,2019-01-31,2019,0.1,17.66,3431.4875,True
L,BULL,True,432.5,26.57,45,8.0,1.0,9.0,11,3534.75,2019-02-04,2019,0.0,16.14,3453.1125,True
S,BEAR,True,120.0,26.02,53,7.75,1.25,2.75,10,3555.25,2019-02-06,2019,0.0,15.57,3469.6125,True
S,BEAR,True,-367.5,23.32,12,7.0,16.5,-15.5,11,3512.0,2019-02-07,2019,0.507,15.38,3476.9875,True
S,BEAR,True,-367.5,23.32,13,7.0,12.75,-11.75,11,3515.75,2019-02-07,2019,0.507,15.38,3476.9875,True
L,BULL,True,707.5,24.48,33,7.25,0.25,14.5,12,3514.25,2019-02-08,2019,0.418,16.37,3482.5375,True
S,BEAR,True,-5.0,25.68,59,7.75,3.25,0.25,10,3531.5,2019-02-11,2019,0.241,15.72,3488.0875,True
S,BEAR,True,-42.5,25.68,50,7.75,4.0,-0.5,11,3530.75,2019-02-11,2019,0.241,15.72,3488.0875,True
S,BEAR,True,-392.5,25.18,33,7.5,8.25,1.75,11,3574.25,2019-02-13,2019,0.217,15.43,3501.5125,True
S,BEAR,True,-80.0,18.18,25,5.5,2.75,-1.25,13,3613.0,2019-02-22,2019,0.209,14.46,3546.5125,True
L,BULL,True,-167.5,17.38,22,5.25,3.5,-3.0,13,3617.25,2019-02-26,2019,0.152,14.85,3560.675,True
S,BEAR,True,-267.5,16.57,8,5.0,12.75,-11.5,10,3606.25,2019-02-27,2019,0.166,15.17,3568.2,True
L,BULL,True,-280.0,17.3,29,5.25,8.25,-2.0,12,3613.75,2019-02-28,2019,0.159,14.7,3573.825,True
S,BEAR,True,-317.5,20.07,6,6.0,7.5,0.0,12,3594.0,2019-03-06,2019,0.028,14.74,3589.5,True
L,BULL,True,-342.5,21.77,18,6.5,7.5,17.0,10,3553.0,2019-03-08,2019,0.637,16.59,3593.8375,False
S,BEAR,True,57.5,24.12,40,7.25,5.25,1.5,11,3642.25,2019-03-13,2019,0.276,13.77,3602.375,True
S,BEAR,True,-342.5,22.0,5,6.5,24.5,-2.0,12,3645.75,2019-03-20,2019,0.014,13.56,3617.5375,True
L,BULL,True,795.0,22.98,57,7.0,1.25,16.25,10,3667.75,2019-03-21,2019,0.178,13.91,3619.4375,True
L,BULL,True,732.5,22.98,40,7.0,0.75,15.0,11,3669.0,2019-03-21,2019,0.178,13.91,3619.4375,True
S,BEAR,True,-392.5,24.68,22,7.5,15.0,2.75,11,3634.5,2019-03-22,2019,0.475,13.63,3623.7875,True
L,BULL,True,-417.5,26.77,11,8.0,18.25,-0.5,10,3628.75,2019-03-25,2019,0.248,16.48,3624.6625,True
S,BEAR,True,-455.0,29.1,20,8.75,14.25,-13.75,11,3628.5,2019-03-28,2019,0.145,15.15,3627.2625,True
L,BULL,True,557.5,29.85,68,9.0,0.75,11.5,9,3680.5,2019-04-01,2019,0.526,13.71,3630.425,True
L,BULL,True,182.5,29.85,16,9.0,2.0,4.0,13,3688.0,2019-04-01,2019,0.526,13.71,3630.425,True
L,BULL,True,-442.5,28.38,55,8.5,12.25,-1.25,9,3702.25,2019-04-03,2019,0.474,13.36,3638.0125,True
L,BULL,True,-442.5,28.38,25,8.5,17.75,-6.75,10,3707.75,2019-04-03,2019,0.474,13.36,3638.0125,True
L,BULL,True,-442.5,28.38,15,8.5,17.25,-6.25,11,3707.25,2019-04-03,2019,0.474,13.36,3638.0125,True
S,BEAR,True,-105.0,24.05,27,7.25,3.0,-1.75,12,3715.75,2019-04-05,2019,0.189,13.58,3649.925,True
L,BULL,True,370.0,20.5,61,6.25,3.0,7.75,10,3711.75,2019-04-08,2019,0.134,12.82,3657.3,True
L,BULL,True,-305.0,19.48,69,5.75,6.75,-1.25,9,3705.0,2019-04-09,2019,0.302,13.18,3662.7625,True
S,BEAR,True,120.0,19.48,55,5.75,5.5,2.75,10,3706.5,2019-04-09,2019,0.302,13.18,3662.7625,True
S,BEAR,True,-292.5,18.2,41,5.5,10.25,-10.0,9,3705.75,2019-04-10,2019,0.135,14.28,3667.025,True
S,BEAR,True,-242.5,14.65,14,4.5,6.75,-6.5,11,3727.25,2019-04-12,2019,0.498,13.02,3674.7125,True
S,BEAR,True,157.5,16.27,22,5.0,3.0,3.5,13,3755.0,2019-04-24,2019,0.066,12.28,3703.8,True
L,BULL,True,445.0,16.9,52,5.0,4.25,9.25,10,3753.75,2019-04-26,2019,0.053,13.25,3714.95,True
L,BULL,True,570.0,17.75,41,5.25,1.5,11.75,11,3759.75,2019-04-30,2019,0.027,13.11,3726.125,True
S,BEAR,True,-330.0,20.95,4,6.25,14.5,-12.0,11,3727.0,2019-05-02,2019,0.007,14.8,3732.8875,False
L,BULL,True,1045.0,30.52,29,9.25,2.0,21.25,12,3686.5,2019-05-10,2019,0.338,19.1,3738.5375,False
S,BEAR,True,-80.0,35.35,30,10.5,9.0,-1.25,12,3676.5,2019-05-22,2019,0.285,14.95,3716.1125,False
L,BULL,True,-530.0,34.38,12,10.25,19.5,-6.5,9,3646.25,2019-05-23,2019,0.673,14.75,3712.425,False
L,BULL,True,107.5,28.38,16,8.5,1.75,2.5,10,3650.25,2019-05-27,2019,0.075,,3701.55,False
S,BEAR,True,1420.0,25.27,68,7.5,0.25,28.75,9,3654.5,2019-05-28,2019,0.027,15.85,3696.0125,False
S,BEAR,True,-405.0,26.07,30,7.75,9.25,-1.75,12,3599.25,2019-05-29,2019,0.448,17.5,3688.725,False
L,BULL,True,-405.0,26.07,9,7.75,14.0,-2.75,12,3603.75,2019-05-29,2019,0.448,17.5,3688.725,False
S,BEAR,True,-380.0,24.3,12,7.25,8.75,-5.5,10,3606.0,2019-05-30,2019,0.271,17.9,3681.575,False
S,BEAR,True,-380.0,24.3,6,7.25,8.0,-4.75,11,3606.75,2019-05-30,2019,0.271,17.9,3681.575,False
L,BULL,True,-367.5,23.07,24,7.0,12.5,-10.5,11,3583.5,2019-05-31,2019,0.831,17.3,3675.2,False
L,BULL,True,920.0,22.7,44,6.75,1.75,18.75,11,3607.5,2019-06-04,2019,0.532,18.86,3656.2875,False
L,BULL,True,582.5,22.7,25,6.75,2.5,12.0,13,3614.25,2019-06-04,2019,0.532,18.86,3656.2875,False
S,BEAR,True,-417.5,26.57,52,8.0,24.0,-16.5,9,3650.0,2019-06-06,2019,0.089,16.09,3649.0625,True
S,BEAR,True,-430.0,27.35,22,8.25,8.75,-7.75,10,3707.75,2019-06-13,2019,0.243,15.91,3654.95,True
S,BEAR,True,-317.5,27.35,55,8.25,7.0,-6.0,10,3709.5,2019-06-13,2019,0.243,15.91,3654.95,True
S,BEAR,True,232.5,23.62,65,7.0,4.75,5.0,9,3749.5,2019-06-18,2019,0.464,15.35,3659.625,True
L,BULL,True,-342.5,21.5,2,6.5,23.0,2.0,9,3776.5,2019-06-20,2019,0.726,14.33,3666.1625,True
L,BULL,True,570.0,21.5,26,6.5,0.5,11.75,13,3766.75,2019-06-20,2019,0.726,14.33,3666.1625,True
L,BULL,True,-342.5,21.27,8,6.5,13.0,-12.0,10,3780.75,2019-06-21,2019,0.139,14.75,3673.1,True
L,BULL,True,-317.5,20.05,40,6.0,9.5,-6.0,9,3776.0,2019-06-24,2019,0.139,15.4,3678.9,True
S,BEAR,True,320.0,19.12,22,5.75,0.25,6.75,13,3742.5,2019-06-26,2019,0.241,16.28,3690.475,True
L,BULL,True,-42.5,19.68,18,6.0,4.0,-0.5,13,3749.25,2019-06-27,2019,0.221,16.21,3697.2125,True
S,BEAR,True,32.5,21.1,26,6.25,0.5,1.0,9,3821.0,2019-07-04,2019,0.039,,3741.8625,True
L,BULL,True,45.0,18.27,41,5.5,2.75,1.25,11,3814.0,2019-07-10,2019,0.322,14.09,3764.0125,True
S,BEAR,True,-292.5,18.18,15,5.5,9.0,-8.25,13,3813.75,2019-07-11,2019,0.157,13.03,3769.65,True
L,BULL,True,232.5,18.4,28,5.5,0.25,5.0,12,3827.5,2019-07-12,2019,0.124,12.93,3774.975,True
S,BEAR,True,195.0,15.68,38,4.75,2.5,4.25,12,3828.75,2019-07-16,2019,0.02,12.68,3787.0625,True
S,BEAR,True,645.0,14.95,55,4.5,4.0,13.25,10,3816.25,2019-07-17,2019,0.013,12.86,3791.0625,True
S,BEAR,True,-305.0,18.95,3,5.75,7.5,-2.75,12,3820.5,2019-07-25,2019,0.117,12.07,3808.1375,True
L,BULL,True,-380.0,23.93,0,7.25,64.0,-57.5,12,3826.25,2019-08-01,2019,0.066,16.12,3818.5125,True
L,BULL,True,557.5,35.3,21,10.5,0.75,11.5,13,3686.25,2019-08-07,2019,0.778,20.17,3800.2125,False
S,BEAR,True,-655.0,42.62,11,12.75,28.5,-14.75,10,3722.0,2019-08-09,2019,0.313,16.91,3791.15,False
S,BEAR,True,-655.0,42.62,3,12.75,30.0,-16.25,11,3720.5,2019-08-09,2019,0.313,16.91,3791.15,False
L,BULL,True,232.5,47.15,61,14.25,9.75,5.0,10,3745.0,2019-08-13,2019,0.007,21.09,3779.4875,False
S,BEAR,True,670.0,52.33,45,15.75,8.0,13.75,11,3671.5,2019-08-14,2019,1.327,17.52,3775.7625,False
L,BULL,True,-130.0,47.52,53,14.25,4.0,-2.25,10,3743.5,2019-08-19,2019,0.856,18.47,3756.725,False
S,BEAR,True,-555.0,35.92,8,10.75,25.0,-14.0,9,3725.5,2019-08-22,2019,0.067,15.8,3743.3875,False
L,BULL,True,-542.5,34.67,0,10.5,81.0,-59.25,10,3732.75,2019-08-23,2019,0.328,16.68,3739.2,False
S,BEAR,True,-617.5,40.4,6,12.0,23.25,-22.5,9,3678.5,2019-08-26,2019,0.456,19.87,3730.7875,False
L,BULL,True,457.5,40.4,39,12.0,9.5,9.5,11,3691.5,2019-08-26,2019,0.456,19.87,3730.7875,False
S,BEAR,True,1295.0,39.7,70,12.0,1.25,26.25,9,3710.0,2019-08-27,2019,0.324,19.32,3723.85,False
S,BEAR,True,1132.5,39.7,66,12.0,1.5,23.0,9,3706.75,2019-08-27,2019,0.324,19.32,3723.85,False
S,BEAR,True,645.0,39.7,54,12.0,2.5,13.25,10,3697.0,2019-08-27,2019,0.324,19.32,3723.85,False
S,BEAR,True,332.5,39.7,44,12.0,8.75,7.0,11,3690.75,2019-08-27,2019,0.324,19.32,3723.85,False
L,BULL,True,32.5,35.45,33,10.75,4.5,1.0,12,3743.5,2019-08-29,2019,0.715,19.35,3712.1125,True
L,BULL,True,-42.5,35.45,18,10.75,6.0,-0.5,13,3745.0,2019-08-29,2019,0.715,19.35,3712.1125,True
L,BULL,True,145.0,35.88,40,10.75,8.0,3.25,11,3720.0,2019-09-03,2019,0.141,18.98,3713.8875,True
L,BULL,True,345.0,35.52,30,10.75,2.75,7.25,12,3749.5,2019-09-04,2019,0.658,19.66,3715.3625,True
S,BEAR,True,370.0,36.08,62,10.75,2.5,7.75,10,3797.5,2019-09-05,2019,0.719,17.33,3718.3125,True
L,BULL,True,345.0,24.2,33,7.25,4.5,7.25,12,3812.75,2019-09-11,2019,0.079,15.2,3730.2375,True
L,BULL,True,-367.5,23.1,23,7.0,10.25,-7.5,13,3836.5,2019-09-12,2019,0.19,14.61,3738.35,True
S,BEAR,True,-242.5,21.3,40,6.5,6.25,-4.5,11,3825.75,2019-09-16,2019,0.02,13.74,3752.275,True
