Date,book,cnt,adr_eod,swing
2023-05-11,2ES,1,-417.5,-530.0
2023-05-11,2ES,2,-505.0,-617.5
2023-05-12,2ES,1,-630.0,-205.0
2023-05-12,2ES,2,-630.0,-330.0
2023-05-12,2ES,3,-630.0,-317.5
2023-05-15,2EL,3,495.0,-155.0
2023-05-15,2EL,3,557.5,-92.5
2023-05-15,2EL,3,545.0,-105.0
2023-05-15,2EL,3,507.5,-142.5
2023-05-15,2EL,3,595.0,-55.0
2023-05-15,2EL,1,132.5,-42.5
2023-05-17,2ES,3,-155.0,-105.0
2023-05-18,2ES,3,-567.5,-567.5
2023-05-19,2ES,1,170.0,-155.0
2023-05-19,2ES,2,95.0,-230.0
2023-05-19,2ES,3,7.5,-317.5
2023-05-19,2ES,3,170.0,-180.0
2023-05-19,2ES,3,220.0,-42.5
2023-05-19,2ES,3,295.0,-92.5
2023-05-19,2ES,3,270.0,270.0
2023-05-19,2ES,3,220.0,-42.5
2023-05-19,2ES,3,-155.0,-180.0
2023-05-19,2ES,3,-17.5,-42.5
2023-05-19,2ES,3,-67.5,-330.0
2023-05-22,2ES,1,-567.5,-180.0
2023-05-22,2ES,2,195.0,-80.0
2023-05-22,2ES,3,220.0,-55.0
2023-05-22,2ES,3,-567.5,-292.5
2023-05-22,2ES,3,120.0,-130.0
2023-05-22,2ES,3,232.5,-42.5
2023-05-22,2ES,3,157.5,-92.5
2023-05-22,2ES,3,195.0,-267.5
2023-05-22,2ES,3,420.0,420.0
2023-05-24,2ES,1,-630.0,-205.0
2023-05-24,2ES,2,-630.0,-155.0
2023-05-24,2ES,1,-630.0,-630.0
2023-05-26,2ES,1,-605.0,-542.5
2023-05-26,2ES,2,-605.0,-555.0
2023-05-30,2EL,3,-580.0,-580.0
2023-05-31,2EL,3,-167.5,-42.5
2023-05-31,2EL,3,-217.5,-92.5
2023-05-31,2EL,3,-292.5,-42.5
2023-05-31,2EL,3,-367.5,-117.5
2023-05-31,2EL,3,-405.0,-367.5
2023-05-31,2EL,3,-380.0,-342.5
2023-06-02,2ES,3,-117.5,-117.5
2023-06-05,2ES,1,-592.5,-392.5
2023-06-05,2ES,2,707.5,-142.5
2023-06-05,2ES,3,670.0,-305.0
2023-06-05,2ES,3,720.0,-255.0
2023-06-05,2ES,3,870.0,-130.0
2023-06-05,2ES,3,907.5,-192.5
2023-06-05,2ES,3,845.0,-255.0
2023-06-05,2ES,1,-242.5,-380.0
2023-06-06,2EL,1,457.5,-80.0
2023-06-06,2EL,1,-605.0,-255.0
2023-06-06,2ES,2,-605.0,-30.0
2023-06-06,2ES,3,-605.0,-80.0
2023-06-06,2ES,1,-605.0,-492.5
2023-06-07,2ES,2,1095.0,1095.0
2023-06-07,2ES,3,1045.0,1045.0
2023-06-07,2ES,1,420.0,-267.5
2023-06-07,2ES,1,545.0,545.0
2023-06-07,2ES,1,332.5,332.5
2023-06-07,2ES,2,270.0,-42.5
2023-06-08,2ES,3,-580.0,-442.5
2023-06-08,2ES,3,-580.0,-492.5
2023-06-09,2ES,2,-580.0,-242.5
2023-06-09,2ES,3,-580.0,-267.5
2023-06-09,2ES,3,-117.5,-342.5
2023-06-09,2EL,1,-105.0,-280.0
2023-06-12,2EL,1,1182.5,-67.5
2023-06-12,2EL,1,1195.0,1195.0
2023-06-13,2ES,2,-592.5,-117.5
2023-06-13,2ES,3,-592.5,-180.0
2023-06-13,2ES,1,-592.5,-517.5
2023-06-13,2EL,2,-592.5,-467.5
2023-06-14,2EL,1,-567.5,-142.5
2023-06-14,2EL,1,-567.5,-67.5
2023-06-14,2EL,1,-567.5,-67.5
2023-06-14,2ES,1,-42.5,-130.0
2023-06-15,2EL,1,882.5,882.5
2023-06-15,2EL,1,682.5,-80.0
2023-06-15,2EL,1,745.0,-105.0
2023-06-15,2EL,2,670.0,-80.0
2023-06-15,2EL,3,570.0,-180.0
2023-06-15,2EL,3,595.0,595.0
2023-06-16,2EL,1,-642.5,-230.0
2023-06-16,2ES,1,445.0,445.0
2023-06-20,2ES,1,-592.5,-280.0
2023-06-20,2ES,2,-592.5,-180.0
2023-06-20,2ES,3,-592.5,-80.0
2023-06-20,2ES,3,-592.5,-92.5
2023-06-20,2ES,3,-592.5,-592.5
2023-06-21,2ES,1,432.5,432.5
2023-06-22,2ES,3,-592.5,-505.0
2023-06-22,2ES,3,-592.5,-167.5
2023-06-22,2ES,3,-592.5,-267.5
2023-06-22,2ES,3,-592.5,-80.0
2023-06-22,2ES,3,-592.5,-242.5
2023-06-22,2ES,3,-592.5,-55.0
2023-06-22,2ES,3,-592.5,-280.0
2023-06-22,2ES,3,-592.5,-455.0
2023-06-22,2ES,3,-330.0,-317.5
2023-06-26,2ES,1,795.0,795.0
2023-06-26,2ES,3,470.0,-142.5
2023-06-26,2ES,3,370.0,-242.5
2023-06-26,2ES,1,495.0,-180.0
2023-06-26,2ES,1,282.5,-80.0
2023-06-26,2ES,1,257.5,-130.0
2023-06-26,2ES,2,245.0,-217.5
2023-06-26,2ES,3,332.5,-130.0
2023-06-26,2ES,3,95.0,-467.5
2023-06-27,2EL,1,1332.5,1332.5
2023-06-28,2EL,1,-592.5,-467.5
2023-06-28,2EL,2,-592.5,-480.0
2023-06-29,2EL,1,-555.0,-42.5
2023-06-29,2EL,1,-555.0,-217.5
2023-06-29,2EL,1,-555.0,-555.0
2023-06-29,2ES,1,-480.0,-80.0
2023-06-29,2ES,2,-555.0,-230.0
2023-07-05,2ES,3,57.5,-55.0
2023-07-05,2ES,3,-55.0,-130.0
2023-07-05,2ES,3,-117.5,-192.5
2023-07-05,2ES,3,45.0,-67.5
2023-07-07,2EL,1,-430.0,-42.5
2023-07-07,2EL,1,-430.0,-430.0
2023-07-07,2EL,1,-430.0,-430.0
2023-07-10,2ES,1,-455.0,-455.0
2023-07-10,2ES,1,-455.0,-280.0
2023-07-11,2EL,1,857.5,-117.5
2023-07-11,2EL,1,757.5,-30.0
2023-07-11,2ES,1,-442.5,-442.5
2023-07-14,2ES,1,-417.5,-205.0
2023-07-14,2ES,1,332.5,-217.5
2023-07-14,2EL,1,-417.5,-367.5
2023-07-14,2EL,1,-417.5,-392.5
2023-07-17,2EL,1,-192.5,-55.0
2023-07-17,2EL,2,-180.0,-42.5
2023-07-19,2ES,3,107.5,-55.0
2023-07-19,2ES,3,-505.0,-180.0
2023-07-19,2ES,3,-505.0,-505.0
2023-07-19,2ES,1,-505.0,-505.0
2023-07-20,2ES,3,557.5,557.5
2023-07-24,2ES,3,-17.5,-167.5
2023-07-24,2ES,3,70.0,70.0
2023-07-25,2EL,1,370.0,-67.5
2023-07-25,2EL,2,307.5,-130.0
2023-07-25,2EL,1,-480.0,-130.0
2023-07-25,2EL,2,132.5,-30.0
2023-07-25,2EL,3,-480.0,-42.5
2023-07-26,2EL,3,-467.5,-430.0
2023-07-31,2EL,3,420.0,-192.5
2023-07-31,2EL,3,545.0,-142.5
2023-07-31,2EL,3,632.5,-55.0
2023-08-01,2ES,2,-80.0,-55.0
2023-08-01,2ES,3,-92.5,-67.5
2023-08-01,2ES,3,-67.5,-42.5
2023-08-01,2ES,1,-80.0,-180.0
2023-08-04,2ES,1,45.0,-205.0
2023-08-07,2EL,1,-592.5,-330.0
2023-08-07,2ES,1,-592.5,-117.5
2023-08-07,2ES,1,-592.5,-67.5
2023-08-07,2ES,1,-592.5,-580.0
2023-08-07,2EL,1,607.5,-80.0
2023-08-07,2EL,2,595.0,-92.5
2023-08-07,2EL,1,570.0,570.0
2023-08-09,2ES,1,-617.5,-417.5
2023-08-09,2EL,1,-617.5,-67.5
2023-08-09,2EL,1,-617.5,-530.0
2023-08-11,2EL,1,-617.5,-605.0
2023-08-11,2EL,1,70.0,-55.0
2023-08-14,2EL,1,570.0,-92.5
2023-08-14,2EL,1,645.0,-42.5
2023-08-14,2EL,2,507.5,-42.5
2023-08-14,2EL,1,420.0,-55.0
2023-08-14,2ES,3,-617.5,-67.5
2023-08-14,2ES,3,-617.5,-167.5
2023-08-15,2EL,3,-642.5,-342.5
2023-08-16,2ES,1,-680.0,-680.0
2023-08-17,2ES,1,1132.5,1132.5
2023-08-21,2ES,1,-692.5,-480.0
2023-08-21,2EL,1,895.0,895.0
2023-08-21,2EL,1,795.0,795.0
2023-08-21,2EL,1,420.0,420.0
2023-08-21,2EL,1,245.0,245.0
2023-08-22,2ES,1,32.5,-80.0
2023-08-22,2ES,2,-730.0,-130.0
2023-08-22,2ES,3,-730.0,-292.5
2023-08-22,2ES,3,7.5,-442.5
2023-08-22,2ES,3,-730.0,-492.5
2023-08-23,2EL,1,595.0,595.0
2023-08-23,2EL,1,507.5,507.5
2023-08-23,2EL,2,445.0,445.0
2023-08-23,2EL,3,407.5,407.5
2023-08-23,2EL,1,-167.5,-355.0
2023-08-25,2ES,1,-755.0,-405.0
2023-08-25,2ES,1,-755.0,-755.0
2023-08-25,2EL,2,1070.0,1070.0
2023-08-28,2ES,1,-230.0,-217.5
2023-08-28,2ES,2,-217.5,-430.0
2023-08-28,2EL,1,-792.5,-92.5
2023-08-28,2EL,2,-792.5,-792.5
2023-08-30,2EL,3,495.0,-80.0
2023-08-30,2EL,3,407.5,-42.5
2023-08-30,2EL,3,182.5,-42.5
2023-08-30,2EL,3,-42.5,-130.0
2023-08-30,2EL,3,-92.5,-180.0
2023-08-30,2EL,1,-42.5,-492.5
2023-08-30,2ES,1,-380.0,-305.0
2023-08-31,2ES,3,507.5,-167.5
2023-08-31,2ES,3,545.0,-142.5
2023-08-31,2ES,3,557.5,-67.5
2023-08-31,2ES,2,257.5,-367.5
2023-09-01,2EL,1,-742.5,-742.5
2023-09-01,2ES,3,-255.0,-80.0
2023-09-08,2ES,3,45.0,-292.5
2023-09-08,2ES,3,145.0,145.0
2023-09-08,2ES,3,-17.5,-67.5
2023-09-08,2ES,3,-367.5,-42.5
2023-09-11,2EL,3,370.0,370.0
2023-09-11,2EL,3,357.5,357.5
2023-09-11,2EL,3,57.5,-30.0
2023-09-11,2EL,3,7.5,-55.0
2023-09-11,2EL,3,32.5,-30.0
2023-09-11,2EL,3,7.5,-55.0
2023-09-12,2ES,1,-505.0,-92.5
2023-09-12,2ES,2,-505.0,-167.5
2023-09-12,2ES,1,-505.0,-380.0
2023-09-12,2EL,1,-505.0,-192.5
2023-09-12,2EL,1,-505.0,-80.0
2023-09-12,2EL,3,-505.0,-355.0
2023-09-12,2EL,1,-505.0,-355.0
2023-09-12,2EL,1,-505.0,-505.0
2023-09-12,2ES,1,345.0,345.0
2023-09-13,2ES,2,-455.0,-455.0
2023-09-13,2EL,1,-455.0,-330.0
2023-09-13,2ES,1,120.0,120.0
2023-09-15,2ES,1,470.0,-280.0
2023-09-15,2ES,2,545.0,-267.5
2023-09-15,2ES,3,695.0,-117.5
2023-09-15,2ES,3,745.0,-67.5
2023-09-15,2ES,3,695.0,695.0
2023-09-15,2ES,3,770.0,770.0
2023-09-15,2ES,1,132.5,132.5
2023-09-15,2ES,2,-155.0,-255.0
2023-09-15,2ES,3,-17.5,-142.5
2023-09-18,2ES,3,270.0,-55.0
2023-09-18,2ES,3,245.0,245.0
2023-09-19,2ES,1,-480.0,-67.5
2023-09-19,2ES,1,-480.0,-67.5
2023-09-19,2ES,1,-480.0,-80.0
2023-09-19,2ES,1,-480.0,-342.5
2023-09-19,2ES,1,-480.0,-480.0
2023-09-19,2EL,1,370.0,-92.5
2023-09-19,2EL,1,395.0,-67.5
2023-09-19,2EL,2,345.0,345.0
2023-09-19,2EL,3,282.5,282.5
2023-09-20,2ES,2,2757.5,-130.0
2023-09-20,2ES,3,2720.0,-105.0
2023-09-20,2ES,1,2582.5,-242.5
2023-09-20,2EL,1,-505.0,-155.0
2023-09-20,2EL,2,-505.0,-167.5
2023-09-20,2ES,1,-505.0,-505.0
2023-09-20,2ES,2,2370.0,2370.0
2023-09-22,2ES,1,-555.0,-30.0
2023-09-22,2ES,1,-555.0,-555.0
2023-09-22,2ES,1,-555.0,-130.0
2023-09-22,2ES,2,-555.0,-555.0
2023-09-25,2EL,1,-580.0,-342.5
2023-09-25,2EL,1,-580.0,-580.0
2023-09-28,2ES,3,82.5,-280.0
2023-09-28,2ES,3,182.5,-105.0
2023-09-28,2ES,3,-667.5,-255.0
2023-09-28,2ES,3,-667.5,-667.5
2023-10-02,2ES,3,-717.5,-192.5
2023-10-02,2ES,3,-717.5,-192.5
2023-10-02,2ES,1,-717.5,-717.5
2023-10-02,2EL,3,1007.5,-130.0
2023-10-02,2EL,3,970.0,-380.0
2023-10-03,2ES,1,432.5,432.5
2023-10-03,2ES,1,220.0,-55.0
2023-10-03,2ES,1,-80.0,-105.0
2023-10-03,2ES,1,-755.0,-192.5
2023-10-03,2ES,1,-755.0,-555.0
2023-10-03,2EL,1,-755.0,-80.0
2023-10-03,2EL,1,-755.0,-205.0
2023-10-03,2EL,2,-755.0,-242.5
2023-10-03,2EL,3,-755.0,-567.5
2023-10-03,2ES,1,-567.5,-267.5
2023-10-03,2ES,1,-755.0,-405.0
2023-10-04,2ES,1,-792.5,-667.5
2023-10-04,2ES,1,-792.5,-155.0
2023-10-04,2ES,1,-792.5,-80.0
2023-10-04,2ES,2,-792.5,-42.5
2023-10-04,2ES,1,-792.5,-380.0
2023-10-05,2ES,1,-780.0,-230.0
2023-10-05,2ES,1,-780.0,-205.0
2023-10-05,2ES,2,-780.0,-230.0
2023-10-05,2EL,1,895.0,-80.0
2023-10-05,2EL,1,832.5,832.5
2023-10-05,2EL,3,670.0,670.0
2023-10-05,2EL,1,82.5,82.5
2023-10-05,2EL,1,32.5,32.5
2023-10-05,2EL,1,-405.0,-130.0
2023-10-06,2EL,3,470.0,470.0
2023-10-06,2EL,1,157.5,-142.5
2023-10-06,2EL,1,220.0,220.0
2023-10-06,2EL,2,82.5,-67.5
2023-10-06,2EL,1,45.0,-105.0
2023-10-09,2EL,1,70.0,-155.0
2023-10-10,2ES,3,320.0,-142.5
2023-10-10,2ES,3,457.5,-117.5
2023-10-10,2ES,3,457.5,457.5
2023-10-10,2ES,3,157.5,-230.0
2023-10-10,2ES,3,120.0,-130.0
2023-10-11,2ES,1,-892.5,-105.0
2023-10-11,2ES,1,-892.5,-217.5
2023-10-11,2ES,2,-892.5,-117.5
2023-10-11,2ES,3,-892.5,-105.0
2023-10-11,2EL,3,1132.5,1132.5
2023-10-11,2EL,3,1070.0,-67.5
2023-10-12,2EL,1,-867.5,-867.5
2023-10-13,2ES,1,7.5,-392.5
2023-10-13,2EL,1,-305.0,-342.5
2023-10-13,2EL,2,-330.0,-367.5
2023-10-18,2ES,1,807.5,-267.5
2023-10-18,2ES,3,820.0,820.0
2023-10-19,2EL,1,-892.5,-892.5
2023-10-19,2EL,2,-892.5,-892.5
2023-10-20,2ES,1,-942.5,-205.0
2023-10-20,2ES,1,-942.5,-505.0
2023-10-20,2EL,1,-942.5,-67.5
2023-10-20,2ES,3,1520.0,1520.0
2023-10-20,2ES,1,945.0,-130.0
2023-10-20,2ES,1,882.5,-192.5
2023-10-20,2ES,1,857.5,857.5
2023-10-23,2EL,1,57.5,-180.0
2023-10-25,2EL,3,-880.0,-880.0
2023-10-25,2ES,1,145.0,145.0
2023-10-25,2ES,1,70.0,-30.0
2023-10-25,2ES,2,45.0,-55.0
2023-10-25,2ES,1,-342.5,-267.5
2023-10-25,2ES,1,-267.5,-242.5
2023-10-26,2EL,3,-892.5,-892.5
2023-10-26,2EL,3,-892.5,-892.5
2023-10-27,2EL,2,-880.0,-355.0
2023-10-31,2EL,1,495.0,495.0
2023-10-31,2EL,1,320.0,320.0
2023-10-31,2EL,1,45.0,45.0
2023-10-31,2EL,1,182.5,182.5
2023-10-31,2EL,2,120.0,120.0
2023-11-01,2EL,1,-855.0,-442.5
2023-11-01,2EL,3,907.5,-467.5
2023-11-03,2EL,3,7.5,-130.0
2023-11-03,2EL,1,-217.5,-180.0
2023-11-06,2ES,1,-117.5,-192.5
2023-11-06,2ES,3,45.0,45.0
2023-11-06,2ES,3,-42.5,-42.5
2023-11-06,2ES,1,-755.0,-180.0
2023-11-06,2ES,2,-517.5,-42.5
2023-11-06,2ES,3,-755.0,-505.0
2023-11-07,2EL,1,-67.5,-467.5
2023-11-07,2EL,2,-105.0,-505.0
2023-11-07,2EL,1,-155.0,-42.5
2023-11-07,2EL,1,-217.5,-105.0
2023-11-07,2EL,3,-255.0,-267.5
2023-11-09,2EL,3,-642.5,-317.5
2023-11-10,2EL,1,1720.0,1720.0
2023-11-10,2EL,1,1095.0,1095.0
2023-11-10,2EL,2,582.5,582.5
2023-11-10,2EL,1,457.5,-80.0
2023-11-10,2EL,2,520.0,520.0
2023-11-10,2EL,3,482.5,482.5
2023-11-13,2EL,1,282.5,282.5
2023-11-13,2EL,1,245.0,245.0
2023-11-13,2EL,1,-42.5,-80.0
2023-11-13,2EL,1,-330.0,-305.0
2023-11-13,2EL,2,-105.0,-80.0
2023-11-13,2EL,3,-155.0,-267.5
2023-11-13,2EL,3,-42.5,-192.5
2023-11-13,2EL,3,32.5,-30.0
2023-11-13,2EL,3,-55.0,-42.5
2023-11-13,2EL,3,-105.0,-92.5
2023-11-13,2EL,3,-130.0,-117.5
2023-11-13,2EL,3,-180.0,-167.5
2023-11-16,2EL,3,532.5,-142.5
2023-11-16,2EL,3,495.0,-42.5
2023-11-16,2EL,3,407.5,-267.5
2023-11-16,2EL,3,582.5,-130.0
2023-11-16,2EL,3,582.5,582.5
2023-11-16,2EL,3,670.0,670.0
2023-11-16,2EL,3,595.0,595.0
2023-11-17,2EL,1,232.5,-192.5
2023-11-17,2EL,2,95.0,-67.5
2023-11-17,2EL,3,70.0,-92.5
2023-11-17,2EL,1,-180.0,-105.0
2023-11-20,2EL,1,620.0,-67.5
2023-11-20,2EL,1,32.5,32.5
2023-11-21,2ES,3,157.5,-80.0
2023-11-21,2ES,3,157.5,-80.0
2023-11-22,2EL,3,-555.0,-42.5
2023-11-22,2EL,1,-555.0,-130.0
2023-11-24,2ES,1,-67.5,-67.5
2023-11-24,2ES,3,-130.0,-42.5
2023-11-24,2ES,3,-142.5,-55.0
2023-11-24,2ES,3,-155.0,-67.5
2023-11-24,2ES,3,-92.5,-92.5
2023-11-24,2ES,3,-130.0,-130.0
2023-11-27,2ES,3,-380.0,-205.0
2023-11-27,2ES,3,107.5,-180.0
2023-11-27,2ES,3,220.0,-142.5
2023-11-27,2ES,3,295.0,295.0
2023-11-28,2EL,1,-367.5,-105.0
2023-11-29,2ES,1,-342.5,-192.5
2023-11-29,2ES,1,-342.5,-130.0
2023-11-29,2ES,2,-342.5,-317.5
2023-11-29,2ES,3,557.5,-55.0
2023-11-29,2ES,3,570.0,-42.5
2023-11-29,2ES,3,532.5,-30.0
2023-11-29,2ES,3,445.0,-117.5
2023-11-29,2ES,3,507.5,507.5
2023-11-30,2EL,2,-367.5,-367.5
2023-11-30,2ES,1,-367.5,-105.0
2023-11-30,2ES,1,-367.5,-367.5
2023-12-01,2EL,1,-380.0,-380.0
2023-12-01,2EL,1,382.5,-80.0
2023-12-01,2EL,1,-380.0,-317.5
2023-12-01,2ES,1,-380.0,-117.5
2023-12-01,2ES,1,-380.0,-80.0
2023-12-01,2ES,2,-380.0,-292.5
2023-12-01,2EL,2,195.0,-30.0
2023-12-05,2ES,1,-167.5,-130.0
2023-12-05,2ES,2,-392.5,-167.5
2023-12-05,2ES,1,-392.5,-267.5
2023-12-06,2ES,1,732.5,-330.0
2023-12-06,2ES,2,945.0,945.0
2023-12-06,2ES,3,970.0,970.0
2023-12-06,2ES,1,607.5,-192.5
2023-12-06,2ES,1,720.0,-180.0
2023-12-06,2ES,2,782.5,782.5
2023-12-07,2EL,1,-192.5,-80.0
2023-12-07,2EL,1,-305.0,-192.5
2023-12-07,2EL,2,-180.0,-92.5
2023-12-08,2EL,1,-467.5,-392.5
2023-12-08,2EL,2,820.0,-280.0
2023-12-11,2EL,1,770.0,-92.5
2023-12-11,2EL,1,732.5,-130.0
2023-12-11,2EL,1,720.0,-155.0
2023-12-11,2EL,1,557.5,557.5
2023-12-11,2EL,1,332.5,332.5
2023-12-11,2EL,1,157.5,-67.5
2023-12-11,2EL,1,145.0,-80.0
2023-12-12,2EL,1,970.0,-42.5
2023-12-12,2EL,2,882.5,882.5
2023-12-12,2EL,2,732.5,732.5
2023-12-13,2EL,1,2795.0,-142.5
2023-12-13,2ES,1,-542.5,-542.5
2023-12-14,2EL,3,-580.0,-580.0
2023-12-15,2EL,2,-592.5,-142.5
2023-12-15,2EL,1,-592.5,-55.0
2023-12-15,2EL,1,-592.5,-192.5
2023-12-15,2EL,2,-592.5,-92.5
2023-12-15,2ES,1,-142.5,-42.5
2023-12-15,2ES,1,-592.5,-330.0
2023-12-19,2EL,1,195.0,-242.5
2023-12-19,2EL,1,145.0,-292.5
2023-12-19,2EL,2,132.5,-305.0
2023-12-19,2ES,1,-555.0,-192.5
2023-12-19,2EL,2,170.0,-67.5
2023-12-19,2EL,3,170.0,170.0
2023-12-28,2ES,1,-42.5,-130.0
2023-12-28,2ES,2,32.5,-117.5
2023-12-28,2EL,1,-155.0,-142.5
2023-12-29,2ES,1,207.5,-55.0
2023-12-29,2ES,1,-530.0,-117.5
2023-12-29,2ES,1,-530.0,-217.5
2023-12-29,2ES,1,-530.0,-530.0
2023-12-29,2EL,1,-55.0,-55.0
2023-12-29,2EL,2,-55.0,-55.0
2024-01-03,2EL,3,-530.0,-317.5
2024-01-03,2EL,1,-530.0,-530.0
2024-01-04,2ES,3,970.0,970.0
2024-01-04,2ES,3,1032.5,1032.5
2024-01-04,2ES,3,1045.0,1045.0
2024-01-04,2ES,3,882.5,882.5
2024-01-04,2ES,3,795.0,-105.0
2024-01-04,2ES,3,632.5,-267.5
2024-01-05,2ES,1,-567.5,-192.5
2024-01-05,2ES,2,-567.5,-567.5
2024-01-05,2ES,1,-567.5,-567.5
2024-01-09,2ES,3,-30.0,-30.0
2024-01-10,2ES,1,-530.0,-305.0
2024-01-10,2ES,1,-530.0,-442.5
2024-01-11,2ES,1,-542.5,-42.5
2024-01-11,2ES,1,-542.5,-180.0
2024-01-11,2ES,1,-542.5,-80.0
2024-01-11,2ES,1,-542.5,-542.5
2024-01-11,2EL,1,745.0,745.0
2024-01-11,2EL,2,732.5,732.5
2024-01-11,2EL,1,270.0,-55.0
2024-01-11,2EL,1,82.5,-80.0
2024-01-12,2ES,1,-605.0,-492.5
2024-01-16,2EL,1,-580.0,-292.5
2024-01-16,2EL,2,-580.0,-580.0
2024-01-16,2EL,1,-580.0,-580.0
2024-01-16,2ES,1,-267.5,-42.5
2024-01-16,2ES,2,-417.5,-42.5
2024-01-18,2ES,1,-592.5,-305.0
2024-01-18,2ES,2,-592.5,-455.0
2024-01-18,2ES,1,-592.5,-105.0
2024-01-18,2ES,2,-592.5,-142.5
2024-01-18,2ES,1,-592.5,-592.5
2024-01-19,2EL,3,2245.0,2245.0
2024-01-19,2EL,1,2070.0,2070.0
2024-01-19,2EL,1,1820.0,1820.0
2024-01-19,2EL,2,2082.5,2082.5
2024-01-19,2EL,1,207.5,207.5
2024-01-22,2ES,1,95.0,-305.0
2024-01-22,2ES,1,320.0,320.0
2024-01-22,2ES,2,270.0,-55.0
2024-01-22,2ES,3,245.0,-42.5
2024-01-22,2ES,3,145.0,-117.5
2024-01-22,2ES,3,195.0,-92.5
2024-01-22,2ES,3,145.0,-67.5
2024-01-22,2ES,3,45.0,-117.5
2024-01-22,2ES,3,20.0,-142.5
2024-01-22,2ES,1,-17.5,-180.0
2024-01-22,2ES,2,70.0,-92.5
2024-01-23,2ES,1,-567.5,-80.0
2024-01-23,2ES,1,-567.5,-130.0
2024-01-23,2ES,1,-567.5,-92.5
2024-01-23,2ES,2,-567.5,-330.0
2024-01-23,2ES,3,-567.5,-380.0
2024-01-23,2EL,1,682.5,682.5
2024-01-24,2EL,3,-555.0,-280.0
2024-01-24,2ES,1,1132.5,1132.5
2024-01-24,2ES,1,1182.5,1182.5
2024-01-24,2ES,1,657.5,657.5
2024-01-25,2ES,1,-567.5,-180.0
2024-02-01,2EL,2,1795.0,1795.0
2024-02-02,2EL,1,1132.5,1132.5
2024-02-02,2EL,2,982.5,982.5
2024-02-02,2EL,1,-630.0,-630.0
2024-02-02,2EL,2,-630.0,-105.0
2024-02-02,2EL,1,-630.0,-630.0
2024-02-05,2EL,3,-317.5,-30.0
2024-02-05,2EL,1,-642.5,-642.5
2024-02-06,2EL,1,45.0,45.0
2024-02-06,2EL,1,-667.5,-667.5
2024-02-08,2ES,2,-205.0,-92.5
2024-02-08,2ES,1,-267.5,-155.0
2024-02-08,2ES,1,-317.5,-105.0
2024-02-08,2EL,1,132.5,-155.0
2024-02-08,2EL,2,170.0,170.0
2024-02-09,2EL,1,795.0,795.0
2024-02-09,2EL,1,832.5,832.5
2024-02-09,2EL,1,620.0,-105.0
2024-02-09,2EL,1,595.0,595.0
2024-02-12,2ES,1,345.0,-55.0
2024-02-14,2EL,2,-667.5,-92.5
2024-02-14,2EL,1,-667.5,-667.5
2024-02-15,2ES,1,-642.5,-130.0
2024-02-15,2ES,2,-642.5,-480.0
2024-02-15,2EL,1,370.0,370.0
2024-02-15,2EL,2,495.0,495.0
2024-02-15,2EL,3,407.5,407.5
2024-02-15,2EL,1,307.5,-42.5
2024-02-20,2ES,1,-492.5,-492.5
2024-02-20,2EL,3,407.5,-167.5
2024-02-20,2EL,3,420.0,420.0
2024-02-20,2EL,3,245.0,-167.5
2024-02-20,2EL,3,270.0,270.0
2024-02-21,2ES,3,-530.0,-530.0
2024-02-21,2ES,3,-530.0,-142.5
2024-02-21,2ES,1,-530.0,-242.5
2024-02-21,2ES,2,-530.0,-317.5
2024-02-26,2ES,1,807.5,807.5
2024-02-26,2ES,1,382.5,-367.5
2024-02-26,2ES,2,607.5,-105.0
2024-02-26,2ES,3,645.0,-67.5
2024-02-27,2EL,2,-592.5,-42.5
2024-02-27,2EL,3,-592.5,-305.0
2024-02-27,2ES,1,-592.5,-167.5
2024-02-29,2ES,1,-505.0,-92.5
2024-02-29,2ES,2,-505.0,-105.0
2024-02-29,2ES,3,-505.0,-180.0
2024-02-29,2ES,1,-505.0,-267.5
2024-02-29,2ES,2,-505.0,-505.0
2024-02-29,2ES,3,-505.0,-505.0
2024-03-01,2EL,1,395.0,395.0
2024-03-01,2EL,2,332.5,332.5
2024-03-01,2EL,1,320.0,320.0
2024-03-01,2EL,1,-242.5,-192.5
2024-03-04,2EL,1,-330.0,-105.0
2024-03-04,2EL,2,-330.0,-192.5
2024-03-04,2EL,3,-242.5,-55.0
2024-03-04,2EL,3,-317.5,-55.0
2024-03-04,2EL,1,-480.0,-117.5
2024-03-04,2EL,2,-530.0,-155.0
2024-03-04,2EL,1,-530.0,-130.0
2024-03-06,2ES,1,-580.0,-42.5
2024-03-06,2ES,1,-580.0,-305.0
2024-03-06,2ES,2,-580.0,-580.0
2024-03-06,2ES,1,-230.0,-492.5
2024-03-06,2ES,1,-155.0,-117.5
2024-03-06,2ES,2,-192.5,-155.0
2024-03-06,2ES,1,-192.5,-155.0
2024-03-06,2ES,2,-242.5,-205.0
2024-03-07,2EL,1,-80.0,-192.5
2024-03-07,2EL,1,-17.5,-92.5
2024-03-07,2EL,2,-30.0,-105.0
2024-03-07,2EL,3,-55.0,-55.0
2024-03-07,2EL,3,-142.5,-142.5
2024-03-07,2EL,1,-580.0,-280.0
2024-03-07,2EL,2,-580.0,-80.0
2024-03-07,2EL,3,-580.0,-580.0
2024-03-11,2ES,1,-605.0,-605.0
2024-03-11,2ES,3,-605.0,-80.0
2024-03-11,2ES,3,-605.0,-155.0
2024-03-11,2ES,3,-605.0,-605.0
2024-03-11,2ES,3,-605.0,-242.5
