entry_id,Date,dir,regime,hour,fx4p_t8p,fx4p_eod,sb1_t8p,sb1_eod,er10,adx14,sb_ibs_o,sb_dirok,sb_rngx,ema_side_ok,warm
2022-05-02_11L2,2022-05-02,L,NEUTRAL,09,-205.0,-205.0,-1042.5,-1042.5,0.243,,0.8470588235294118,True,1.0216346153846154,True,False
2022-05-02_21L2,2022-05-02,L,BEAR,10,-205.0,-205.0,-605.0,-605.0,0.132,,0.74,True,0.8278145695364238,False,True
2022-05-02_44L2,2022-05-02,L,BEAR,12,395.0,-205.0,395.0,-617.5,0.5,11.8,0.3137254901960784,False,1.120879120879121,False,True
2022-05-02_77L2,2022-05-02,L,NEUTRAL,14,-205.0,-205.0,395.0,82.5,0.619,32.2,0.9534883720930232,True,1.3190184049079754,True,True
2022-05-03_9S2,2022-05-03,S,NEUTRAL,09,-205.0,-205.0,-1055.0,-1055.0,,,0.8837209302325582,True,1.4607218683651804,True,False
2022-05-03_76L2,2022-05-03,L,BULL,14,-205.0,-205.0,395.0,370.0,0.398,15.4,0.3846153846153846,False,1.132897603485839,False,True
2022-05-04_11L2,2022-05-04,L,BEAR,09,-205.0,-205.0,-330.0,-330.0,0.342,,0.6071428571428571,False,0.8860759493670886,False,False
2022-05-04_50L2,2022-05-04,L,BULL,12,-205.0,-205.0,-330.0,-330.0,0.072,31.2,0.9642857142857144,True,1.0566037735849056,True,True
2022-05-05_20S2,2022-05-05,S,BEAR,10,-205.0,-205.0,395.0,395.0,0.648,,0.875,True,1.3114754098360657,True,True
2022-05-05_35L2,2022-05-05,L,NEUTRAL,11,-205.0,-205.0,395.0,-542.5,0.197,62.8,0.8888888888888888,True,0.7978723404255319,False,True
2022-05-06_12S2,2022-05-06,S,BULL,09,-205.0,-205.0,395.0,-730.0,0.199,,0.4499999999999999,False,0.7712082262210798,False,True
2022-05-06_72L2,2022-05-06,L,BEAR,14,395.0,732.5,395.0,732.5,0.048,23.3,0.1836734693877551,False,1.0,False,True
2022-05-09_50S2,2022-05-09,S,NEUTRAL,12,-205.0,-205.0,395.0,-817.5,0.24,21.8,0.9701492537313432,True,2.042682926829269,True,True
2022-05-09_59S2,2022-05-09,S,BEAR,13,395.0,-205.0,395.0,-567.5,0.022,15.6,0.1702127659574468,False,0.9611451942740288,True,True
2022-05-09_68S2,2022-05-09,S,NEUTRAL,14,-205.0,-205.0,-717.5,-717.5,0.072,13.4,0.8305084745762712,True,1.25531914893617,False,True
2022-05-10_22L2,2022-05-10,L,BEAR,10,-205.0,-205.0,-605.0,-605.0,0.492,,0.02,False,0.8787346221441125,False,True
2022-05-11_10L2,2022-05-11,L,BEAR,09,-205.0,-205.0,395.0,-1067.5,,,0.6666666666666666,True,0.9288256227758008,True,False
2022-05-11_35L2,2022-05-11,L,BEAR,11,395.0,-205.0,395.0,-480.0,0.089,12.0,0.1,False,0.9237875288683604,False,True
2022-05-11_72L2,2022-05-11,L,BEAR,14,-205.0,-205.0,-480.0,-480.0,0.378,18.9,0.2,False,0.7707129094412332,False,True
2022-05-12_39S2,2022-05-12,S,BULL,11,-205.0,-205.0,-467.5,-467.5,0.426,22.7,1.0,True,0.8351177730192719,False,True
2022-05-12_69S2,2022-05-12,S,BEAR,14,-205.0,-205.0,-655.0,-655.0,0.106,19.0,0.6851851851851851,True,1.1868131868131868,True,True
2022-05-13_17L2,2022-05-13,L,BULL,09,395.0,-205.0,395.0,-555.0,0.322,,0.717391304347826,True,1.1855670103092784,True,True
2022-05-13_39L2,2022-05-13,L,BULL,11,-205.0,-205.0,-117.5,-117.5,0.313,33.4,0.5454545454545454,True,0.4803493449781659,True,True
2022-05-13_60S2,2022-05-13,S,BEAR,13,-205.0,-205.0,-542.5,-542.5,0.426,35.7,0.7111111111111111,True,1.139240506329114,True,True
2022-05-13_78L2,2022-05-13,L,BEAR,14,-205.0,-205.0,-880.0,-417.5,0.095,21.7,0.6111111111111112,False,1.589403973509934,True,True
2022-05-16_8L2,2022-05-16,L,NEUTRAL,09,395.0,-205.0,395.0,520.0,,,0.7090909090909091,False,0.8279569892473118,False,False
2022-05-16_21L2,2022-05-16,L,BULL,10,-205.0,-205.0,395.0,445.0,0.358,,0.9361702127659576,True,1.1217183770883057,False,True
2022-05-16_40L2,2022-05-16,L,BULL,11,-205.0,-205.0,-242.5,-242.5,0.265,15.6,0.238095238095238,False,0.6862745098039216,False,True
2022-05-16_66L2,2022-05-16,L,BEAR,13,-205.0,-205.0,-392.5,-392.5,0.059,30.1,0.4545454545454545,True,1.1578947368421053,True,True
2022-05-17_10L2,2022-05-17,L,BEAR,09,-205.0,-205.0,-280.0,-280.0,,,0.875,True,0.6050420168067228,False,False
2022-05-17_53L2,2022-05-17,L,BEAR,12,-205.0,-205.0,-230.0,-230.0,0.333,12.9,0.9,True,0.9090909090909092,True,True
2022-05-17_73L2,2022-05-17,L,BULL,14,-205.0,-205.0,-192.5,-192.5,0.455,17.2,0.5882352941176471,True,0.4871060171919771,True,True
2022-05-18_11S2,2022-05-18,S,NEUTRAL,09,-205.0,-205.0,395.0,5270.0,0.432,,0.7333333333333334,True,0.7978723404255319,True,False
2022-05-18_51S2,2022-05-18,S,BULL,12,395.0,1857.5,395.0,1857.5,0.677,48.6,0.3,False,0.6968641114982579,True,True
2022-05-18_68L2,2022-05-18,L,NEUTRAL,14,-205.0,-205.0,-355.0,-355.0,0.431,51.3,0.3666666666666666,True,0.7518796992481204,False,True
2022-05-19_15S2,2022-05-19,S,BEAR,09,-205.0,-205.0,-1080.0,-1080.0,0.042,,0.75,True,1.208791208791209,True,True
2022-05-19_61L2,2022-05-19,L,NEUTRAL,13,-205.0,-205.0,395.0,-392.5,0.086,9.9,0.7272727272727273,False,0.6191369606003753,True,True
2022-05-19_79S2,2022-05-19,S,NEUTRAL,15,-205.0,-92.5,-442.5,-92.5,0.57,13.0,0.8378378378378378,True,0.7613168724279835,True,True
2022-05-20_10L2,2022-05-20,L,BEAR,09,-205.0,-205.0,-255.0,-255.0,,,0.8636363636363636,True,0.4258064516129032,False,False
2022-05-23_13L2,2022-05-23,L,BULL,09,-205.0,-205.0,395.0,1670.0,0.167,,0.9887640449438202,True,1.3608562691131498,True,True
2022-05-23_38L2,2022-05-23,L,BULL,11,-205.0,-205.0,-342.5,-342.5,0.186,17.9,0.6206896551724138,False,0.9731543624161072,True,True
2022-05-23_75S2,2022-05-23,S,NEUTRAL,14,395.0,-205.0,395.0,-655.0,0.185,12.7,0.962962962962963,True,1.542857142857143,True,True
2022-05-24_23S2,2022-05-24,S,BEAR,10,-205.0,-205.0,-692.5,-692.5,0.007,,0.8771929824561404,True,1.3936430317848412,True,True
2022-05-24_62L2,2022-05-24,L,BULL,13,-205.0,-205.0,-480.0,-480.0,0.285,28.3,0.925,True,0.9280742459396752,True,True
2022-05-25_8S2,2022-05-25,S,NEUTRAL,09,-205.0,-205.0,-517.5,-517.5,,,0.3953488372093023,False,0.7921052631578948,True,False
2022-05-25_48L2,2022-05-25,L,NEUTRAL,12,395.0,-205.0,395.0,-292.5,0.312,23.4,0.48,False,0.9615384615384616,False,True
2022-05-25_55L2,2022-05-25,L,BULL,13,395.0,-205.0,395.0,-255.0,0.508,18.5,0.4545454545454545,True,0.8396946564885497,True,True
2022-05-25_70S2,2022-05-25,S,BULL,14,395.0,1095.0,395.0,1095.0,0.412,26.7,0.35,False,0.5050505050505051,False,True
2022-05-26_16S2,2022-05-26,S,BULL,09,-205.0,-205.0,-230.0,-230.0,0.339,,0.7,True,0.7547169811320755,False,True
2022-05-26_41L2,2022-05-26,L,NEUTRAL,12,395.0,-205.0,395.0,-230.0,0.465,54.9,0.75,True,1.1235955056179774,True,True
2022-05-26_52L2,2022-05-26,L,BULL,12,-205.0,-205.0,-155.0,-155.0,0.122,41.8,0.7142857142857143,True,0.7,True,True
2022-05-27_14S2,2022-05-27,S,BULL,09,395.0,-205.0,395.0,-192.5,0.495,,0.7647058823529411,False,0.5647840531561461,False,True
2022-05-27_56S2,2022-05-27,S,BEAR,13,-205.0,-205.0,-155.0,-155.0,0.149,12.8,0.2857142857142857,True,1.09375,True,True
2022-05-27_77L2,2022-05-27,L,BULL,14,-205.0,-205.0,-342.5,-342.5,0.358,33.1,0.4827586206896552,False,1.479591836734694,True,True
2022-05-31_61L2,2022-05-31,L,BEAR,13,-205.0,-205.0,-317.5,-317.5,0.014,20.0,0.7037037037037037,False,0.9246575342465754,True,True
2022-06-01_19S2,2022-06-01,S,BEAR,10,395.0,-205.0,395.0,-280.0,0.375,,0.5,False,0.64,True,True
2022-06-01_53S2,2022-06-01,S,BULL,12,-205.0,-205.0,-292.5,-292.5,0.358,30.3,0.84,True,0.847457627118644,False,True
2022-06-02_9L2,2022-06-02,L,BEAR,09,395.0,-205.0,395.0,-492.5,,,0.4390243902439024,False,0.7790973871733967,True,False
2022-06-02_17L2,2022-06-02,L,BULL,09,395.0,3720.0,395.0,3720.0,0.078,,0.8421052631578947,True,0.7251908396946565,True,True
2022-06-02_27L2,2022-06-02,L,BULL,10,395.0,2732.5,395.0,2732.5,0.656,,0.5833333333333334,False,0.7594936708860759,True,True
2022-06-02_47L2,2022-06-02,L,NEUTRAL,12,-205.0,-205.0,395.0,1257.5,0.047,40.9,0.9230769230769232,True,1.145374449339207,True,True
2022-06-03_11S2,2022-06-03,S,NEUTRAL,09,-205.0,-205.0,395.0,895.0,0.212,,0.6216216216216216,False,0.686456400742115,True,False
2022-06-03_35L2,2022-06-03,L,NEUTRAL,11,395.0,-205.0,395.0,-530.0,0.095,19.7,0.0227272727272727,False,1.4426229508196722,True,True
2022-06-03_53L2,2022-06-03,L,BEAR,12,-205.0,-205.0,-305.0,-305.0,0.55,14.9,0.9615384615384616,True,0.8176100628930817,False,True
2022-06-03_71L2,2022-06-03,L,BEAR,14,395.0,-205.0,395.0,-205.0,0.467,14.3,0.8333333333333334,True,0.6498194945848376,False,True
2022-06-06_13L2,2022-06-06,L,BULL,09,-205.0,-205.0,-380.0,-380.0,0.403,,0.625,True,0.8839779005524862,True,True
2022-06-06_71S2,2022-06-06,S,BEAR,14,-205.0,-205.0,-455.0,-455.0,0.333,29.4,0.9736842105263158,True,1.3868613138686132,True,True
2022-06-07_8L2,2022-06-07,L,NEUTRAL,09,-205.0,-205.0,-467.5,-467.5,,,0.8974358974358975,True,1.0224719101123594,True,False
2022-06-07_26L2,2022-06-07,L,BEAR,10,-205.0,-205.0,-205.0,-205.0,0.6,,0.7777777777777778,False,0.72,True,True
2022-06-07_78S2,2022-06-07,S,BULL,14,-205.0,182.5,-267.5,182.5,0.5,42.7,0.217391304347826,False,1.1917098445595855,False,True
2022-06-08_13L2,2022-06-08,L,NEUTRAL,09,-205.0,-205.0,-305.0,-305.0,0.194,,0.0769230769230769,False,0.689655172413793,True,True
2022-06-09_8S2,2022-06-09,S,NEUTRAL,09,395.0,-205.0,395.0,4507.5,,,0.9714285714285714,True,0.5990220048899755,False,False
2022-06-09_28S2,2022-06-09,S,BEAR,10,-205.0,-205.0,395.0,-617.5,0.111,,0.3529411764705882,False,1.6139240506329111,True,True
2022-06-10_17L2,2022-06-10,L,BEAR,09,-205.0,-205.0,-380.0,-380.0,0.143,,0.4375,False,0.794044665012407,True,True
2022-06-13_7S2,2022-06-13,S,NEUTRAL,09,-205.0,-205.0,-380.0,-380.0,,,0.8125,True,0.5731343283582089,True,False
2022-06-13_37L2,2022-06-13,L,BULL,11,-205.0,-205.0,-392.5,-392.5,0.312,23.4,0.3636363636363636,True,0.7127429805615552,True,True
2022-06-13_62L2,2022-06-13,L,BEAR,13,-205.0,-205.0,-580.0,-580.0,0.289,14.4,0.7291666666666666,False,1.3675213675213675,False,True
2022-06-14_20S2,2022-06-14,S,BEAR,10,395.0,-205.0,395.0,-480.0,0.142,,0.475,False,0.9009009009009008,True,True
2022-06-14_59L2,2022-06-14,L,NEUTRAL,13,-205.0,-205.0,-205.0,-205.0,0.161,14.3,0.8333333333333334,True,0.5504587155963302,False,True
2022-06-15_54L2,2022-06-15,L,NEUTRAL,12,395.0,-205.0,395.0,-655.0,0.5,16.2,0.9629629629629628,True,2.307692307692308,True,True
2022-06-15_61S2,2022-06-15,S,NEUTRAL,13,-205.0,-205.0,395.0,-642.5,0.433,22.9,1.0,True,0.6633291614518148,True,True
2022-06-15_69L2,2022-06-15,L,NEUTRAL,14,-205.0,-205.0,-755.0,-755.0,0.227,16.2,0.8064516129032258,True,0.5086136177194421,True,True
2022-06-16_18L2,2022-06-16,L,BEAR,09,-205.0,-205.0,395.0,-367.5,0.415,,0.8387096774193549,True,0.8333333333333333,False,True
2022-06-17_20L2,2022-06-17,L,BULL,10,395.0,-205.0,395.0,557.5,0.029,,0.7849462365591398,True,1.663685152057245,False,True
2022-06-21_14S2,2022-06-21,S,BULL,09,-205.0,-205.0,-417.5,-417.5,0.521,,0.7142857142857143,False,1.1290322580645162,False,True
2022-06-21_52L2,2022-06-21,L,NEUTRAL,12,-205.0,-205.0,-242.5,-242.5,0.125,29.4,0.9523809523809524,True,1.135135135135135,True,True
2022-06-22_24L2,2022-06-22,L,BULL,10,395.0,-205.0,395.0,-280.0,0.32,,0.625,False,0.718562874251497,True,True
2022-06-22_69S2,2022-06-22,S,BULL,14,395.0,1032.5,395.0,1032.5,0.328,18.8,0.9032258064516128,True,1.225296442687747,True,True
2022-06-23_14L2,2022-06-23,L,NEUTRAL,09,395.0,-205.0,395.0,-492.5,0.103,,0.2926829268292683,False,0.7915057915057916,True,True
2022-06-23_25S2,2022-06-23,S,BEAR,14,-205.0,-205.0,-180.0,-180.0,0.219,,0.5625,False,0.5144694533762058,True,True
2022-06-23_67L2,2022-06-23,L,BULL,14,395.0,532.5,395.0,532.5,0.626,24.4,1.0,True,0.6451612903225806,True,True
2022-06-27_10L2,2022-06-27,L,NEUTRAL,09,-205.0,-205.0,-417.5,-417.5,,,0.4571428571428571,False,0.6847826086956521,True,False
2022-06-27_43S2,2022-06-27,S,NEUTRAL,12,395.0,245.0,395.0,245.0,0.159,13.2,0.2608695652173913,True,0.931174089068826,True,True
2022-06-27_62L2,2022-06-27,L,NEUTRAL,13,-205.0,-205.0,-342.5,-342.5,0.297,18.4,0.9310344827586208,True,1.3063063063063065,True,True
2022-06-27_73S2,2022-06-27,S,BEAR,14,395.0,-205.0,395.0,-280.0,0.155,20.3,0.5833333333333333,False,0.8955223880597015,True,True
2022-06-28_37S2,2022-06-28,S,BEAR,11,-205.0,-205.0,-267.5,-267.5,0.15,72.9,0.0,False,0.8070175438596491,True,True
2022-06-28_54S2,2022-06-28,S,BEAR,12,-205.0,-205.0,-217.5,-217.5,0.032,56.1,1.0,True,0.7063197026022305,True,True
2022-06-28_75L2,2022-06-28,L,NEUTRAL,14,-205.0,-205.0,-255.0,-255.0,0.233,36.1,0.9545454545454546,True,0.8365019011406843,False,True
2022-06-29_17S2,2022-06-29,S,BULL,09,395.0,-205.0,395.0,620.0,0.086,,0.6153846153846154,True,0.7975460122699387,False,True
2022-06-29_31S2,2022-06-29,S,NEUTRAL,11,395.0,-205.0,395.0,-367.5,0.02,11.9,0.4838709677419355,True,0.9117647058823528,True,True
2022-06-29_41S2,2022-06-29,S,NEUTRAL,11,-205.0,-205.0,-305.0,-305.0,0.274,11.2,0.8846153846153846,True,0.9059233449477352,True,True
2022-06-29_59S2,2022-06-29,S,BULL,13,395.0,670.0,395.0,670.0,0.474,27.3,0.9375,True,0.7305936073059361,False,True
2022-06-30_15S2,2022-06-30,S,BULL,09,-205.0,-205.0,-430.0,-430.0,0.029,,1.0,True,0.972972972972973,True,True
2022-07-01_16L2,2022-07-01,L,NEUTRAL,09,395.0,-205.0,395.0,3120.0,0.532,,0.8292682926829268,True,0.7606679035250464,False,True
2022-07-01_68L2,2022-07-01,L,BULL,14,395.0,445.0,395.0,445.0,0.282,33.3,0.25,False,1.5789473684210529,True,True
2022-07-05_9L2,2022-07-05,L,BEAR,09,395.0,-205.0,395.0,3932.5,,,0.9411764705882352,True,0.6699507389162561,False,False
2022-07-05_31S2,2022-07-05,S,BULL,11,-205.0,-205.0,-305.0,-305.0,0.421,22.2,0.8461538461538461,True,0.7784431137724551,False,True
2022-07-06_11L2,2022-07-06,L,BEAR,09,395.0,-205.0,395.0,-417.5,0.129,,0.5142857142857142,True,0.5564387917329094,False,False
2022-07-06_69L2,2022-07-06,L,BEAR,14,-205.0,-205.0,-292.5,-292.5,0.591,24.9,0.96,True,0.5643340857787811,True,True
2022-07-07_11S2,2022-07-07,S,NEUTRAL,09,-205.0,-205.0,-367.5,-367.5,0.009,,0.8064516129032258,True,0.9451219512195124,True,False
2022-07-07_76L2,2022-07-07,L,BULL,14,-205.0,-205.0,-192.5,-192.5,0.06,24.7,0.3529411764705882,True,0.934065934065934,True,True
2022-07-08_17S2,2022-07-08,S,BULL,09,-205.0,-205.0,-117.5,-117.5,0.491,,0.9090909090909092,True,0.3583061889250814,False,True
2022-07-08_54S2,2022-07-08,S,BULL,13,-205.0,-205.0,-167.5,-167.5,0.347,17.7,0.3333333333333333,False,0.7462686567164178,False,True
2022-07-11_9L2,2022-07-11,L,NEUTRAL,09,-205.0,-205.0,-405.0,-405.0,,,0.6470588235294118,True,0.8976897689768977,False,False
2022-07-12_15S2,2022-07-12,S,BULL,09,-205.0,-205.0,-267.5,-267.5,0.198,,0.9130434782608696,True,0.6182795698924731,True,True
2022-07-13_10S2,2022-07-13,S,BULL,09,-205.0,-205.0,395.0,-517.5,,,0.5116279069767442,False,0.6777583187390543,True,False
2022-07-13_46S2,2022-07-13,S,BULL,12,395.0,-205.0,395.0,1307.5,0.153,31.0,0.0,False,0.9797297297297296,False,True
2022-07-14_10L2,2022-07-14,L,BEAR,09,-205.0,-205.0,395.0,3370.0,,,0.8275862068965517,True,0.7270194986072424,False,False
2022-07-14_27L2,2022-07-14,L,BULL,11,-205.0,-205.0,-405.0,-405.0,0.495,,0.8235294117647058,True,0.96045197740113,True,True
2022-07-14_30L2,2022-07-14,L,BULL,10,-205.0,-205.0,-317.5,-317.5,0.553,24.2,0.2592592592592592,False,0.7627118644067797,True,True
2022-07-14_44S2,2022-07-14,S,NEUTRAL,12,-205.0,-205.0,-292.5,-292.5,0.342,20.3,0.76,True,0.8865248226950355,True,True
2022-07-14_69L2,2022-07-14,L,BULL,14,-205.0,-205.0,395.0,320.0,0.114,29.6,0.1481481481481481,False,1.0344827586206895,True,True
2022-07-14_77L2,2022-07-14,L,BULL,14,-205.0,257.5,-355.0,257.5,0.101,25.8,0.5,False,1.1278195488721805,True,True
2022-07-15_12L2,2022-07-15,L,NEUTRAL,09,395.0,-205.0,395.0,782.5,0.404,,0.9482758620689656,True,1.2340425531914894,True,True
2022-07-15_34L2,2022-07-15,L,BULL,11,-205.0,-205.0,-217.5,-217.5,0.241,11.0,0.5263157894736842,False,1.0052910052910051,False,True
2022-07-18_7S2,2022-07-18,S,NEUTRAL,09,395.0,3020.0,395.0,3020.0,,,0.96875,True,1.032258064516129,True,False
2022-07-18_14S2,2022-07-18,S,BULL,09,-205.0,-205.0,-255.0,-255.0,0.439,,0.2272727272727273,False,0.9053497942386832,True,True
2022-07-18_59S2,2022-07-18,S,BEAR,13,395.0,1145.0,395.0,1145.0,0.515,54.4,0.1052631578947368,False,0.7630522088353414,True,True
2022-07-18_71S2,2022-07-18,S,BEAR,14,395.0,595.0,395.0,595.0,0.239,50.3,0.1666666666666666,False,0.7563025210084033,True,True
2022-07-19_14S2,2022-07-19,S,BULL,09,-205.0,-205.0,-155.0,-155.0,0.69,,1.0,True,0.4982206405693949,False,True
2022-07-20_15S2,2022-07-20,S,BULL,09,-205.0,-205.0,-280.0,-280.0,0.638,,0.5833333333333333,False,0.8247422680412371,False,True
2022-07-20_73S2,2022-07-20,S,BULL,14,-205.0,-205.0,395.0,395.0,0.069,16.9,0.0434782608695651,False,0.8582089552238805,False,True
2022-07-21_24L2,2022-07-21,L,BEAR,10,395.0,1495.0,395.0,1495.0,0.423,,0.2580645161290322,False,1.0508474576271187,True,True
2022-07-21_44L2,2022-07-21,L,BULL,12,-205.0,-205.0,-205.0,-205.0,0.394,27.2,0.6111111111111112,False,1.0169491525423728,True,True
2022-07-21_76L2,2022-07-21,L,BULL,14,395.0,-92.5,395.0,-92.5,0.287,20.2,0.9411764705882352,True,0.8292682926829268,True,True
2022-07-22_14S2,2022-07-22,S,NEUTRAL,09,-205.0,-205.0,-317.5,-317.5,0.275,,0.8888888888888888,True,0.712401055408971,True,True
2022-07-22_32S2,2022-07-22,S,BEAR,11,395.0,-205.0,395.0,507.5,0.699,34.4,0.7647058823529411,True,1.1295681063122922,True,True
2022-07-22_54L2,2022-07-22,L,NEUTRAL,13,-205.0,-205.0,-180.0,-180.0,0.418,45.1,0.5625,False,0.7174887892376681,False,True
2022-07-25_15L2,2022-07-25,L,BEAR,09,395.0,-205.0,395.0,-342.5,0.107,,0.7931034482758621,True,0.90625,False,True
2022-07-25_44L2,2022-07-25,L,NEUTRAL,12,-205.0,-205.0,-180.0,-180.0,0.444,13.7,0.75,True,0.8839779005524862,True,True
2022-07-26_7L2,2022-07-26,L,BEAR,09,-205.0,-205.0,-205.0,-205.0,,,0.5,False,0.5966850828729282,True,False
2022-07-26_67L2,2022-07-26,L,NEUTRAL,14,-205.0,-205.0,-155.0,-155.0,0.484,16.0,0.8571428571428571,True,0.8695652173913043,False,True
2022-07-27_17L2,2022-07-27,L,BEAR,09,395.0,2245.0,395.0,-130.0,0.135,,0.75,True,0.6217616580310881,True,True
2022-07-27_25L2,2022-07-27,L,BEAR,11,-205.0,-205.0,-192.5,-192.5,0.356,,0.7647058823529411,True,0.9826589595375722,True,True
2022-07-27_52S2,2022-07-27,S,BULL,12,-205.0,-205.0,-105.0,-105.0,0.304,25.0,0.9,True,0.7246376811594203,True,True
2022-07-27_61S2,2022-07-27,S,BULL,13,-205.0,-205.0,-392.5,-392.5,0.098,19.8,0.3636363636363636,False,1.0377358490566038,True,True
2022-07-28_11S2,2022-07-28,S,NEUTRAL,09,-205.0,-205.0,-367.5,-367.5,0.603,,0.6774193548387097,False,0.6919642857142858,True,False
2022-07-28_33L2,2022-07-28,L,BULL,11,-205.0,-205.0,-192.5,-192.5,0.237,16.2,0.2941176470588235,False,0.6538461538461539,True,True
2022-07-28_60L2,2022-07-28,L,BULL,13,395.0,482.5,395.0,-130.0,0.194,26.6,0.9166666666666666,False,0.7058823529411765,True,True
2022-07-29_43S2,2022-07-29,S,BULL,12,-205.0,-205.0,-155.0,-155.0,0.558,19.0,0.7857142857142857,True,0.7865168539325842,False,True
2022-08-01_19S2,2022-08-01,S,NEUTRAL,10,395.0,-205.0,395.0,-142.5,0.042,,0.4615384615384615,True,0.4024767801857585,False,True
2022-08-02_10L2,2022-08-02,L,BEAR,09,395.0,-205.0,395.0,-30.0,,,0.8888888888888888,True,1.2089552238805972,False,False
2022-08-02_24L2,2022-08-02,L,BULL,10,-205.0,-205.0,-255.0,-255.0,0.276,,0.6363636363636364,False,0.7382550335570469,True,True
2022-08-02_56L2,2022-08-02,L,BEAR,13,395.0,-205.0,395.0,-280.0,0.371,36.6,0.5833333333333334,False,0.8664259927797834,False,True
2022-08-03_10S2,2022-08-03,S,BULL,09,395.0,-205.0,395.0,-205.0,,,0.7222222222222222,True,0.5625,False,False
2022-08-03_54S2,2022-08-03,S,BULL,12,-205.0,-205.0,-117.5,-117.5,0.056,29.9,0.1818181818181817,False,0.7236842105263158,False,True
2022-08-04_8L2,2022-08-04,L,BULL,09,-205.0,-205.0,-330.0,-330.0,,,0.8214285714285714,True,0.8200836820083681,True,False
2022-08-04_21S2,2022-08-04,S,NEUTRAL,10,395.0,-205.0,395.0,-205.0,0.158,,0.8888888888888888,False,0.6870229007633588,True,True
2022-08-05_17S2,2022-08-05,S,BULL,09,395.0,-205.0,395.0,-192.5,0.061,,0.7058823529411764,False,0.5841924398625429,False,True
2022-08-05_50L2,2022-08-05,L,BULL,12,-205.0,-205.0,-230.0,-230.0,0.47,24.0,0.95,True,1.0582010582010584,True,True
2022-08-05_65S2,2022-08-05,S,NEUTRAL,13,-205.0,-205.0,-130.0,-130.0,0.15,20.3,0.8333333333333334,True,0.6417112299465241,True,True
2022-08-08_11L2,2022-08-08,L,BEAR,09,-205.0,-205.0,-167.5,-167.5,0.366,,0.4,False,0.4587155963302752,True,False
2022-08-08_60S2,2022-08-08,S,NEUTRAL,13,395.0,-205.0,-142.5,-142.5,0.09,32.6,0.7692307692307692,True,0.5726872246696035,True,True
2022-08-08_73S2,2022-08-08,S,NEUTRAL,14,-205.0,-205.0,-192.5,-192.5,0.2,36.1,0.7647058823529411,True,0.7657657657657658,True,True
2022-08-09_10L2,2022-08-09,L,NEUTRAL,09,-205.0,-205.0,-355.0,-355.0,,,0.7,True,0.9507042253521126,False,False
2022-08-09_48S2,2022-08-09,S,NEUTRAL,12,395.0,-205.0,395.0,-105.0,0.222,22.8,0.4,False,0.6535947712418301,True,True
2022-08-09_62L2,2022-08-09,L,NEUTRAL,13,395.0,595.0,395.0,595.0,0.117,23.7,0.5714285714285714,True,0.8433734939759036,False,True
2022-08-09_77L2,2022-08-09,L,BULL,14,-205.0,257.5,-192.5,257.5,0.143,14.9,0.8823529411764706,True,1.069182389937107,True,True
2022-08-10_28L2,2022-08-10,L,NEUTRAL,10,-205.0,-205.0,-167.5,-167.5,0.232,,0.7333333333333333,True,0.7425742574257426,True,True
2022-08-11_17L2,2022-08-11,L,BEAR,09,-205.0,-205.0,-242.5,-242.5,0.02,,0.4285714285714285,False,0.9051724137931034,True,True
2022-08-11_81S2,2022-08-11,S,BEAR,15,-205.0,20.0,-67.5,20.0,0.294,35.6,1.0,True,0.3448275862068965,False,True
2022-08-12_9L2,2022-08-12,L,BEAR,09,-205.0,-205.0,395.0,2270.0,,,0.6666666666666666,True,1.1586206896551725,True,False
2022-08-12_30L2,2022-08-12,L,NEUTRAL,10,395.0,1607.5,395.0,1607.5,0.433,18.6,0.9285714285714286,True,0.8484848484848485,True,True
2022-08-12_43L2,2022-08-12,L,NEUTRAL,12,395.0,1270.0,-80.0,-80.0,0.538,28.6,0.5,False,0.8247422680412372,True,True
2022-08-12_75L2,2022-08-12,L,BULL,14,395.0,232.5,395.0,232.5,0.519,58.8,0.6,True,0.7142857142857143,True,True
2022-08-15_9S2,2022-08-15,S,BULL,09,395.0,-205.0,395.0,-230.0,,,0.55,True,0.7048458149779736,False,False
2022-08-16_12S2,2022-08-16,S,BEAR,09,395.0,-205.0,395.0,-192.5,0.267,,0.4117647058823529,False,0.7456140350877193,True,True
2022-08-16_43L2,2022-08-16,L,NEUTRAL,12,395.0,-205.0,-80.0,-80.0,0.259,27.3,0.5,True,0.6349206349206349,True,True
2022-08-16_75S2,2022-08-16,S,BULL,14,-205.0,-205.0,-142.5,-142.5,0.416,29.1,0.7692307692307692,True,0.6310679611650485,True,True
2022-08-17_9S2,2022-08-17,S,BULL,09,395.0,-205.0,395.0,-367.5,,,0.967741935483871,True,1.0829694323144106,False,False
2022-08-17_22S2,2022-08-17,S,BEAR,10,-205.0,-205.0,-217.5,-217.5,0.248,,0.8421052631578947,False,0.8636363636363636,True,True
2022-08-17_41S2,2022-08-17,S,BULL,11,-205.0,-205.0,-142.5,-142.5,0.681,18.1,0.9230769230769232,True,0.7738095238095237,False,True
2022-08-18_14L2,2022-08-18,L,BEAR,09,395.0,-205.0,395.0,620.0,0.323,,0.76,True,1.0964912280701753,True,True
2022-08-18_21L2,2022-08-18,L,BEAR,10,395.0,-205.0,395.0,-192.5,0.174,,0.8823529411764706,True,0.7623318385650224,True,True
2022-08-19_13L2,2022-08-19,L,BEAR,09,-205.0,-205.0,-242.5,-242.5,0.388,,0.9047619047619048,True,0.8366533864541832,False,True
