entry_id,Date,dir,regime,hour,fx4p_t8p,fx4p_eod,sb1_t8p,sb1_eod,er10,adx14,sb_ibs_o,sb_dirok,sb_rngx,ema_side_ok,warm
2024-07-01_26S2,2024-07-01,S,BEAR,10,-205.0,-205.0,-130.0,-130.0,0.333,,0.25,True,0.4705882352941176,True,True
2024-07-01_45L2,2024-07-01,L,BEAR,12,-205.0,-205.0,-180.0,-180.0,0.017,19.4,0.5,True,1.2598425196850394,True,True
2024-07-01_68L2,2024-07-01,L,NEUTRAL,14,-205.0,-205.0,-117.5,-117.5,0.324,17.1,0.6363636363636364,False,0.7857142857142857,False,True
2024-07-02_11S2,2024-07-02,S,NEUTRAL,09,-205.0,-205.0,-292.5,-292.5,0.057,,0.16,False,0.8417508417508418,True,False
2024-07-02_48S2,2024-07-02,S,BULL,12,-205.0,-205.0,-67.5,-67.5,0.796,19.3,0.5714285714285714,True,0.6363636363636364,False,True
2024-07-03_10L2,2024-07-03,L,BULL,09,-205.0,-205.0,-255.0,-255.0,,,0.7727272727272727,True,0.9850746268656716,True,False
2024-07-05_17S2,2024-07-05,S,NEUTRAL,09,-205.0,-205.0,-192.5,-192.5,0.059,,0.7058823529411764,True,0.7172995780590717,False,True
2024-07-05_62L2,2024-07-05,L,BULL,13,395.0,145.0,395.0,145.0,0.2,19.3,1.0,True,1.1864406779661016,True,True
2024-07-08_9S2,2024-07-08,S,NEUTRAL,09,395.0,245.0,-55.0,-55.0,,,0.8333333333333334,True,0.4033613445378151,True,False
2024-07-08_21S2,2024-07-08,S,BEAR,10,395.0,7.5,-80.0,-80.0,0.231,,0.25,False,0.625,True,True
2024-07-08_30S2,2024-07-08,S,BEAR,10,395.0,-205.0,-117.5,-117.5,0.292,34.6,0.5454545454545454,True,0.9322033898305084,True,True
2024-07-08_43S2,2024-07-08,S,BEAR,12,-205.0,-205.0,-55.0,-55.0,0.04,40.6,0.6666666666666667,False,0.75,True,True
2024-07-08_58L2,2024-07-08,L,BEAR,13,-205.0,-205.0,-42.5,-42.5,0.227,21.5,0.4,False,0.5882352941176471,True,True
2024-07-09_8S2,2024-07-09,S,BULL,09,395.0,-205.0,395.0,-180.0,,,0.9375,True,1.154639175257732,True,False
2024-07-09_20S2,2024-07-09,S,NEUTRAL,10,-205.0,-205.0,-142.5,-142.5,0.167,,1.0,True,0.87248322147651,True,True
2024-07-09_55S2,2024-07-09,S,NEUTRAL,13,-205.0,182.5,-55.0,182.5,0.484,17.5,0.8333333333333334,True,0.4109589041095891,True,True
2024-07-09_68S2,2024-07-09,S,NEUTRAL,14,-205.0,-30.0,-92.5,-92.5,0.208,22.8,0.7777777777777778,True,0.8653846153846153,True,True
2024-07-09_76S2,2024-07-09,S,NEUTRAL,14,-205.0,7.5,-92.5,-92.5,0.0,23.9,0.8888888888888888,True,0.9677419354838708,True,True
2024-07-10_20L2,2024-07-10,L,BEAR,10,395.0,2057.5,395.0,2057.5,0.278,,0.7692307692307693,False,1.1403508771929824,False,True
2024-07-10_30L2,2024-07-10,L,NEUTRAL,10,395.0,1657.5,395.0,1657.5,0.438,22.4,0.8888888888888888,True,0.8333333333333333,True,True
2024-07-10_49L2,2024-07-10,L,BULL,12,395.0,857.5,395.0,857.5,0.147,48.4,0.7857142857142857,True,1.0526315789473684,True,True
2024-07-10_58L2,2024-07-10,L,BULL,13,395.0,682.5,-117.5,-117.5,0.222,45.7,0.8181818181818182,True,1.1578947368421053,True,True
2024-07-10_72L2,2024-07-10,L,BULL,14,395.0,545.0,395.0,545.0,0.286,37.7,0.2,False,0.625,True,True
2024-07-11_8S2,2024-07-11,S,BULL,09,395.0,2595.0,395.0,2595.0,,,0.0476190476190476,False,1.027972027972028,False,False
2024-07-11_61L2,2024-07-11,L,NEUTRAL,13,395.0,-205.0,395.0,-217.5,0.34,30.2,0.1578947368421052,False,1.217948717948718,True,True
2024-07-11_67L2,2024-07-11,L,BULL,14,-205.0,-205.0,-105.0,-105.0,0.434,21.6,0.8,True,0.5319148936170213,True,True
2024-07-12_19S2,2024-07-12,S,BULL,10,-205.0,-205.0,-130.0,-130.0,0.78,,0.5833333333333333,True,0.6818181818181818,False,True
2024-07-15_28S2,2024-07-15,S,NEUTRAL,10,395.0,1070.0,395.0,1070.0,0.039,,0.8260869565217391,True,1.0849056603773586,False,True
2024-07-15_54S2,2024-07-15,S,BEAR,12,-205.0,-205.0,-292.5,-292.5,0.405,29.1,0.64,False,1.0245901639344264,True,True
2024-07-15_66L2,2024-07-15,L,NEUTRAL,14,-205.0,-205.0,-142.5,-142.5,0.398,22.9,0.5384615384615384,False,0.6103286384976525,True,True
2024-07-16_11L2,2024-07-16,L,NEUTRAL,09,-205.0,-205.0,395.0,995.0,0.328,,0.9545454545454546,True,0.8627450980392157,False,False
2024-07-16_20L2,2024-07-16,L,NEUTRAL,10,395.0,-205.0,395.0,-405.0,0.574,,0.9411764705882352,True,1.4107883817427385,True,True
2024-07-16_29L2,2024-07-16,L,NEUTRAL,10,-205.0,-205.0,-130.0,-130.0,0.113,15.4,0.0833333333333333,False,0.6,False,True
2024-07-16_39S2,2024-07-16,S,BEAR,11,-205.0,-205.0,-292.5,-292.5,0.444,22.3,0.48,False,1.1904761904761905,True,True
2024-07-16_52L2,2024-07-16,L,BEAR,12,395.0,832.5,-142.5,-142.5,0.304,20.4,0.6923076923076923,True,0.8074534161490683,True,True
2024-07-16_71L2,2024-07-16,L,BULL,14,395.0,120.0,-130.0,-130.0,0.436,18.1,0.3333333333333333,False,0.7100591715976332,True,True
2024-07-17_14S2,2024-07-17,S,BEAR,09,-205.0,-205.0,395.0,682.5,0.239,,0.3703703703703703,False,0.84375,True,True
2024-07-17_29S2,2024-07-17,S,NEUTRAL,10,-205.0,-205.0,-142.5,-142.5,0.022,31.5,0.7692307692307692,True,0.5855855855855856,True,True
2024-07-17_32S2,2024-07-17,S,NEUTRAL,11,395.0,457.5,395.0,457.5,0.308,30.6,0.6363636363636364,True,1.0784313725490198,True,True
2024-07-17_53S2,2024-07-17,S,NEUTRAL,13,-205.0,-205.0,-192.5,-192.5,0.158,18.8,0.5882352941176471,False,0.8374384236453202,True,True
2024-07-18_52L2,2024-07-18,L,NEUTRAL,12,-205.0,-205.0,-155.0,-155.0,0.14,17.3,0.5,False,0.5982905982905983,True,True
2024-07-18_68S2,2024-07-18,S,BEAR,14,395.0,-205.0,395.0,-430.0,0.248,29.6,0.8611111111111112,True,1.3138686131386863,True,True
2024-07-19_9S2,2024-07-19,S,NEUTRAL,09,-205.0,-205.0,395.0,2020.0,,,0.1764705882352941,False,0.9577464788732394,True,False
2024-07-19_32S2,2024-07-19,S,BEAR,11,-205.0,-205.0,-217.5,-217.5,0.132,14.2,0.9473684210526316,True,0.6859205776173285,False,True
2024-07-19_43S2,2024-07-19,S,NEUTRAL,12,-205.0,-205.0,-267.5,-267.5,0.882,18.5,0.5652173913043479,False,0.8984375,True,True
2024-07-19_56S2,2024-07-19,S,BEAR,13,-205.0,-205.0,-267.5,-267.5,0.278,18.8,0.8695652173913043,True,0.8455882352941176,True,True
2024-07-19_78S2,2024-07-19,S,NEUTRAL,14,-205.0,-205.0,-317.5,-317.5,0.292,18.9,0.8148148148148149,True,1.0887096774193548,True,True
2024-07-22_12L2,2024-07-22,L,NEUTRAL,09,395.0,-205.0,395.0,-205.0,0.075,,0.9444444444444444,True,0.4958677685950413,False,True
2024-07-22_32S2,2024-07-22,S,NEUTRAL,11,-205.0,-205.0,-267.5,-267.5,0.164,17.8,1.0,True,0.8455882352941176,True,True
2024-07-23_12S2,2024-07-23,S,BULL,09,395.0,-205.0,395.0,-192.5,0.29,,0.8823529411764706,True,0.6589147286821705,False,True
2024-07-23_68S2,2024-07-23,S,NEUTRAL,14,395.0,820.0,-67.5,-67.5,0.226,19.7,0.7142857142857143,True,0.4929577464788732,True,True
2024-07-24_13L2,2024-07-24,L,BEAR,09,-205.0,-205.0,-305.0,-305.0,0.742,,0.7307692307692307,True,0.912280701754386,False,True
2024-07-24_57L2,2024-07-24,L,BEAR,13,-205.0,-205.0,-217.5,-217.5,0.281,25.3,0.4210526315789473,True,1.073446327683616,False,True
2024-07-25_16L2,2024-07-25,L,BEAR,09,395.0,-205.0,395.0,-530.0,0.319,,0.9545454545454546,True,0.9691629955947136,True,True
2024-07-25_33L2,2024-07-25,L,BULL,12,-205.0,-205.0,-592.5,-592.5,0.375,22.5,0.5918367346938775,False,1.4497041420118344,True,True
2024-07-25_39L2,2024-07-25,L,BULL,11,-205.0,-205.0,-180.0,-180.0,0.697,28.9,0.75,False,0.4558404558404558,True,True
2024-07-25_63S2,2024-07-25,S,BEAR,13,395.0,-205.0,395.0,-442.5,0.486,24.5,0.6216216216216216,True,1.2627986348122866,True,True
2024-07-25_73S2,2024-07-25,S,NEUTRAL,14,395.0,1945.0,395.0,1945.0,0.07,29.7,0.4599999999999999,False,1.351351351351351,True,True
2024-07-26_13S2,2024-07-26,S,NEUTRAL,10,-205.0,-205.0,395.0,-517.5,0.178,,0.9302325581395348,True,0.9619686800894854,False,True
2024-07-29_17S2,2024-07-29,S,NEUTRAL,09,395.0,-205.0,395.0,-580.0,0.436,,0.9375,True,1.3445378151260503,True,True
2024-07-29_39L2,2024-07-29,L,NEUTRAL,11,-205.0,-205.0,-192.5,-192.5,0.467,21.1,0.5882352941176471,True,0.85,True,True
2024-07-29_73L2,2024-07-29,L,NEUTRAL,14,-205.0,-205.0,-155.0,-155.0,0.349,16.0,0.6428571428571429,False,0.6603773584905661,True,True
2024-07-30_11S2,2024-07-30,S,BEAR,09,395.0,3032.5,395.0,3032.5,0.368,,0.65,True,1.2658227848101264,True,False
2024-07-30_39L2,2024-07-30,L,NEUTRAL,11,-205.0,-205.0,-442.5,-442.5,0.007,63.6,0.8378378378378378,True,1.3454545454545457,False,True
2024-07-30_68L2,2024-07-30,L,NEUTRAL,14,-205.0,-205.0,395.0,-330.0,0.471,22.8,0.5,False,1.1382113821138211,True,True
2024-07-30_75L2,2024-07-30,L,BULL,14,-205.0,-205.0,-255.0,-255.0,0.32,16.3,0.2727272727272727,False,1.0377358490566038,True,True
2024-07-31_15S2,2024-07-31,S,BULL,10,-205.0,-205.0,-167.5,-167.5,0.572,,0.1999999999999999,False,0.5494505494505494,False,True
2024-07-31_66S2,2024-07-31,S,BULL,13,-205.0,-205.0,395.0,732.5,0.612,20.4,0.6666666666666667,True,0.8547008547008547,False,True
2024-07-31_81S2,2024-07-31,S,BULL,15,-205.0,-30.0,-830.0,-30.0,0.165,16.1,0.5588235294117647,False,1.144781144781145,True,True
2024-08-01_35S2,2024-08-01,S,BEAR,11,395.0,2132.5,395.0,2132.5,0.297,58.0,0.8529411764705882,True,0.9941520467836256,True,True
2024-08-01_62L2,2024-08-01,L,BEAR,13,-205.0,-205.0,-305.0,-305.0,0.077,43.0,0.2692307692307692,False,0.654911838790932,False,True
2024-08-02_47S2,2024-08-02,S,NEUTRAL,12,395.0,-205.0,395.0,-330.0,0.43,15.2,0.6071428571428572,True,0.689655172413793,True,True
2024-08-02_66L2,2024-08-02,L,NEUTRAL,13,-205.0,-205.0,-255.0,-255.0,0.299,18.8,0.9090909090909092,True,0.6962025316455696,True,True
2024-08-05_14L2,2024-08-05,L,NEUTRAL,09,-205.0,-205.0,395.0,582.5,0.007,,0.9646017699115044,True,0.9860383944153578,True,True
2024-08-05_32L2,2024-08-05,L,BULL,11,-205.0,-205.0,395.0,-842.5,0.25,53.6,0.7681159420289855,True,1.1256117455138663,True,True
2024-08-05_49S2,2024-08-05,S,NEUTRAL,12,-205.0,-205.0,-630.0,-630.0,0.114,30.1,0.8846153846153846,True,1.158129175946548,True,True
2024-08-05_58S2,2024-08-05,S,BEAR,13,-205.0,-205.0,-567.5,-567.5,0.233,21.6,0.8936170212765957,True,1.108490566037736,True,True
2024-08-05_75S2,2024-08-05,S,BEAR,14,395.0,-205.0,395.0,-442.5,0.179,21.0,0.7567567567567568,True,0.83710407239819,True,True
2024-08-06_10S2,2024-08-06,S,BULL,09,-205.0,-205.0,-580.0,-580.0,,,0.6666666666666667,True,0.6868044515103339,False,False
2024-08-06_63S2,2024-08-06,S,BULL,13,-205.0,-205.0,-217.5,-217.5,0.394,25.7,0.5789473684210527,False,0.6737588652482269,False,True
2024-08-07_15L2,2024-08-07,L,NEUTRAL,10,-205.0,-205.0,-405.0,-405.0,0.021,,0.088235294117647,False,0.6746031746031746,True,True
2024-08-08_15S2,2024-08-08,S,BULL,09,-205.0,-205.0,-380.0,-380.0,0.611,,0.59375,False,0.6262230919765166,False,True
2024-08-08_72S2,2024-08-08,S,BEAR,14,395.0,-205.0,395.0,-392.5,0.215,16.3,0.5757575757575757,False,1.0749185667752443,True,True
2024-08-09_11S2,2024-08-09,S,BULL,09,-205.0,-205.0,395.0,-580.0,0.089,,0.8541666666666666,True,0.9125475285171104,False,False
2024-08-12_22S2,2024-08-12,S,BULL,10,395.0,1132.5,395.0,1132.5,0.358,,0.95,False,0.8163265306122449,False,True
2024-08-13_15L2,2024-08-13,L,BEAR,09,395.0,2295.0,395.0,2295.0,0.065,,0.9565217391304348,True,0.7419354838709677,True,True
2024-08-13_51L2,2024-08-13,L,BULL,12,-205.0,-205.0,-142.5,-142.5,0.091,32.0,0.9230769230769232,True,0.9285714285714286,True,True
2024-08-13_73L2,2024-08-13,L,NEUTRAL,14,395.0,370.0,-117.5,-117.5,0.07,11.6,0.8181818181818182,False,0.7638888888888888,True,True
2024-08-14_27S2,2024-08-14,S,BULL,10,-205.0,-205.0,-192.5,-192.5,0.433,,0.1764705882352941,False,0.8900523560209423,False,True
2024-08-14_58L2,2024-08-14,L,NEUTRAL,13,395.0,770.0,-130.0,-130.0,0.208,15.1,0.25,False,0.6417112299465241,True,True
2024-08-15_8S2,2024-08-15,S,NEUTRAL,09,-205.0,-205.0,-605.0,-605.0,,,0.9,True,1.5486725663716814,True,False
2024-08-15_24S2,2024-08-15,S,BULL,10,-205.0,-205.0,-117.5,-117.5,0.433,,0.0909090909090909,False,0.6748466257668712,False,True
2024-08-16_29S2,2024-08-16,S,BULL,10,-205.0,-205.0,-117.5,-117.5,0.492,17.8,0.7272727272727273,False,0.6043956043956045,False,True
2024-08-19_8L2,2024-08-19,L,NEUTRAL,09,-205.0,-205.0,-330.0,-330.0,,,0.5714285714285714,True,1.0710382513661203,True,False
2024-08-19_25S2,2024-08-19,S,NEUTRAL,10,-205.0,-205.0,-92.5,-92.5,0.561,,0.6666666666666667,True,0.5454545454545454,False,True
2024-08-20_22S2,2024-08-20,S,BEAR,10,-205.0,-205.0,-130.0,-130.0,0.261,,1.0,True,0.5429864253393665,True,True
2024-08-20_37L2,2024-08-20,L,NEUTRAL,11,-205.0,-205.0,-167.5,-167.5,0.192,20.0,0.8,True,0.7142857142857143,True,True
2024-08-20_67L2,2024-08-20,L,BEAR,14,-205.0,-205.0,-92.5,-92.5,0.036,21.1,0.5555555555555556,False,0.6382978723404256,True,True
2024-08-21_13S2,2024-08-21,S,NEUTRAL,09,-205.0,-205.0,-267.5,-267.5,0.087,,0.5217391304347826,False,0.9126984126984128,True,True
2024-08-21_25S2,2024-08-21,S,BEAR,10,395.0,-205.0,395.0,-192.5,0.406,,0.5294117647058824,False,0.4927536231884058,True,True
2024-08-21_49L2,2024-08-21,L,NEUTRAL,12,395.0,-205.0,-67.5,-67.5,0.302,12.8,0.1428571428571428,False,0.5982905982905983,True,True
2024-08-21_79S2,2024-08-21,S,BEAR,15,-205.0,-205.0,-205.0,-205.0,0.287,18.8,0.8333333333333334,True,0.9375,False,True
2024-08-22_13S2,2024-08-22,S,BEAR,09,-205.0,-205.0,395.0,2157.5,0.563,,0.5,True,0.8387096774193549,True,True
2024-08-22_21S2,2024-08-22,S,NEUTRAL,10,395.0,1895.0,395.0,1895.0,0.261,,0.8,True,1.49812734082397,True,True
2024-08-22_55L2,2024-08-22,L,BEAR,13,395.0,-205.0,395.0,-180.0,0.467,44.6,0.8125,True,0.4938271604938272,False,True
2024-08-23_18L2,2024-08-23,L,NEUTRAL,09,395.0,-205.0,395.0,-680.0,0.171,,0.9464285714285714,True,0.8888888888888888,False,True
2024-08-26_20S2,2024-08-26,S,BEAR,10,395.0,-205.0,395.0,-155.0,0.317,,0.5,False,0.5447470817120623,True,True
2024-08-26_56S2,2024-08-26,S,BEAR,13,-205.0,-205.0,-255.0,-255.0,0.618,34.6,0.8636363636363636,True,0.9401709401709404,True,True
2024-08-26_69L2,2024-08-26,L,NEUTRAL,14,-205.0,-205.0,-155.0,-155.0,0.299,19.3,0.5714285714285714,False,0.813953488372093,True,True
2024-08-27_17L2,2024-08-27,L,BULL,09,-205.0,-205.0,-205.0,-205.0,0.746,,0.6666666666666666,False,0.7692307692307693,True,True
2024-08-27_29S2,2024-08-27,S,NEUTRAL,10,-205.0,-205.0,-192.5,-192.5,0.747,32.1,0.6470588235294117,True,0.7423580786026202,True,True
2024-08-28_8L2,2024-08-28,L,BEAR,09,-205.0,-205.0,-255.0,-255.0,,,0.5909090909090909,False,1.0,True,False
2024-08-28_50S2,2024-08-28,S,NEUTRAL,12,395.0,-205.0,395.0,-205.0,0.068,36.6,0.1111111111111111,False,1.0465116279069768,True,True
2024-08-28_60S2,2024-08-28,S,BEAR,13,-205.0,-205.0,-167.5,-167.5,0.556,40.0,0.8,False,0.5703422053231939,True,True
2024-08-29_12L2,2024-08-29,L,BEAR,09,395.0,-205.0,395.0,-467.5,0.292,,0.8974358974358975,True,0.896551724137931,True,True
2024-08-29_29L2,2024-08-29,L,NEUTRAL,10,395.0,-205.0,395.0,-205.0,0.028,19.2,0.9444444444444444,True,0.7468879668049793,True,True
2024-08-29_39L2,2024-08-29,L,BULL,11,-205.0,-205.0,-142.5,-142.5,0.485,25.9,0.6153846153846154,False,0.6632653061224489,True,True
2024-08-29_50S2,2024-08-29,S,BULL,12,-205.0,-205.0,-130.0,-130.0,0.567,20.6,0.4166666666666666,False,0.6976744186046512,True,True
2024-08-29_65L2,2024-08-29,L,BEAR,13,-205.0,-205.0,395.0,320.0,0.729,47.2,0.9107142857142856,True,1.4698162729658792,False,True
2024-08-30_10S2,2024-08-30,S,NEUTRAL,09,395.0,-205.0,395.0,-230.0,,,0.8,False,0.631578947368421,False,False
2024-08-30_31S2,2024-08-30,S,BEAR,11,-205.0,-205.0,-292.5,-292.5,0.458,60.4,0.4399999999999999,True,1.0775862068965518,True,True
2024-08-30_47S2,2024-08-30,S,NEUTRAL,12,-205.0,-205.0,-367.5,-367.5,0.343,40.9,0.8709677419354839,True,1.169811320754717,True,True
2024-09-03_22S2,2024-09-03,S,BEAR,10,-205.0,-205.0,-267.5,-267.5,0.318,,0.5652173913043479,False,0.7565789473684211,True,True
2024-09-03_45S2,2024-09-03,S,BEAR,12,-205.0,-205.0,-267.5,-267.5,0.475,46.0,0.3478260869565217,False,1.2299465240641712,True,True
2024-09-03_67L2,2024-09-03,L,BEAR,14,-205.0,-205.0,-180.0,-180.0,0.377,46.7,0.4375,False,0.7582938388625592,False,True
2024-09-04_30S2,2024-09-04,S,NEUTRAL,10,395.0,-205.0,395.0,-280.0,0.561,15.4,0.2083333333333333,False,0.7868852459016393,True,True
2024-09-04_45L2,2024-09-04,L,BEAR,12,-205.0,-205.0,-267.5,-267.5,0.12,15.1,0.7391304347826086,True,0.798611111111111,True,True
2024-09-05_13S2,2024-09-05,S,BULL,09,395.0,1520.0,395.0,1520.0,0.257,,0.7619047619047619,True,1.055276381909548,False,True
2024-09-05_44S2,2024-09-05,S,BULL,12,395.0,-205.0,395.0,-217.5,0.28,19.7,0.736842105263158,True,0.8715596330275229,True,True
2024-09-05_61L2,2024-09-05,L,BEAR,13,395.0,-205.0,395.0,-205.0,0.174,22.0,0.3888888888888889,False,0.6870229007633588,True,True
2024-09-06_34S2,2024-09-06,S,BEAR,11,-205.0,-205.0,-280.0,-280.0,0.407,45.8,0.75,True,0.7717041800643086,True,True
2024-09-06_54L2,2024-09-06,L,NEUTRAL,12,-205.0,-205.0,-330.0,-330.0,0.123,22.0,0.8571428571428571,True,0.9929078014184396,False,True
2024-09-09_10S2,2024-09-09,S,BULL,09,395.0,-205.0,395.0,-392.5,,,0.4242424242424242,False,1.3083700440528634,False,False
2024-09-09_38S2,2024-09-09,S,BULL,11,-205.0,-205.0,-130.0,-130.0,0.714,33.2,0.0833333333333333,False,0.6666666666666666,False,True
2024-09-10_6L2,2024-09-10,L,BEAR,08,-205.0,-205.0,-305.0,-305.0,,,0.8846153846153846,True,1.0,True,False
2024-09-11_59L2,2024-09-11,L,BULL,13,395.0,2020.0,395.0,2020.0,0.418,41.3,0.4137931034482758,False,1.1196911196911197,True,True
2024-09-12_14S2,2024-09-12,S,BULL,09,395.0,-205.0,395.0,-280.0,0.374,,0.2083333333333333,False,0.6266318537859008,False,True
2024-09-13_13S2,2024-09-13,S,NEUTRAL,09,395.0,-205.0,395.0,-667.5,0.048,,0.9454545454545454,True,1.676829268292683,False,True
2024-09-13_74S2,2024-09-13,S,NEUTRAL,14,-205.0,-205.0,-105.0,-105.0,0.17,22.2,0.5,False,0.6493506493506493,True,True
2024-09-16_15L2,2024-09-16,L,BEAR,09,-205.0,-205.0,395.0,782.5,0.418,,0.7111111111111111,True,1.3432835820895523,False,True
2024-09-17_8L2,2024-09-17,L,BEAR,09,395.0,-205.0,395.0,-505.0,,,0.9285714285714286,True,1.3548387096774193,True,False
2024-09-17_15L2,2024-09-17,L,NEUTRAL,09,-205.0,-205.0,-442.5,-442.5,0.561,,0.972972972972973,True,1.245791245791246,True,True
2024-09-17_39S2,2024-09-17,S,BEAR,11,395.0,-80.0,395.0,-80.0,0.708,32.6,0.6551724137931034,True,1.2340425531914894,True,True
2024-09-17_49S2,2024-09-17,S,BEAR,12,-205.0,-205.0,395.0,-217.5,0.113,43.4,0.7894736842105263,True,0.5571847507331378,True,True
2024-09-17_57S2,2024-09-17,S,NEUTRAL,13,395.0,-205.0,395.0,-192.5,0.083,40.8,0.2352941176470588,False,0.576271186440678,True,True
2024-09-18_10L2,2024-09-18,L,BEAR,09,-205.0,-205.0,-417.5,-417.5,,,0.7714285714285715,False,1.3876651982378856,True,False
2024-09-18_48L2,2024-09-18,L,BULL,12,-205.0,-205.0,-267.5,-267.5,0.38,17.5,0.217391304347826,False,1.8548387096774197,True,True
2024-09-18_54L2,2024-09-18,L,NEUTRAL,12,-205.0,-205.0,-230.0,-230.0,0.131,13.5,0.4,False,1.0050251256281408,True,True
2024-09-18_61L2,2024-09-18,L,NEUTRAL,13,395.0,-205.0,395.0,-617.5,0.402,25.9,0.9411764705882352,True,0.6746031746031746,True,True
2024-09-18_73S2,2024-09-18,S,BEAR,14,395.0,-205.0,395.0,745.0,0.035,16.3,0.4482758620689655,False,1.0794044665012408,True,True
2024-09-19_22L2,2024-09-19,L,BULL,10,-205.0,-205.0,395.0,7.5,0.146,,0.3333333333333333,True,0.8086253369272237,True,True
2024-09-19_44L2,2024-09-19,L,BULL,12,-205.0,-205.0,-192.5,-192.5,0.2,9.9,0.8235294117647058,True,0.8762886597938145,True,True
2024-09-19_69S2,2024-09-19,S,NEUTRAL,14,395.0,557.5,395.0,557.5,0.099,17.4,0.65,True,0.9389671361502347,True,True
2024-09-19_77S2,2024-09-19,S,BEAR,14,-205.0,282.5,-380.0,282.5,0.324,22.5,0.21875,False,1.2307692307692308,True,True
2024-09-20_29S2,2024-09-20,S,BULL,10,-205.0,-205.0,-255.0,-255.0,0.162,46.1,0.5,True,0.9243697478991596,True,True
2024-09-23_21L2,2024-09-23,L,NEUTRAL,10,395.0,-205.0,395.0,-280.0,0.259,,0.75,False,0.9195402298850576,False,True
2024-09-23_40S2,2024-09-23,S,BEAR,11,-205.0,-205.0,-117.5,-117.5,0.452,31.3,0.9090909090909092,True,0.5092592592592592,True,True
2024-09-23_65L2,2024-09-23,L,BEAR,13,-205.0,132.5,-105.0,-105.0,0.2,23.6,0.6,False,0.7692307692307693,True,True
2024-09-23_75S2,2024-09-23,S,BULL,14,-205.0,20.0,-142.5,-142.5,0.0,17.8,0.8461538461538461,True,1.04,False,True
2024-09-24_11L2,2024-09-24,L,BEAR,09,-205.0,-205.0,-192.5,-192.5,0.6,,0.4117647058823529,True,0.648854961832061,False,False
2024-09-24_49L2,2024-09-24,L,BULL,12,-205.0,-205.0,-117.5,-117.5,0.045,9.9,0.2727272727272727,False,0.8148148148148148,True,True
2024-09-24_69S2,2024-09-24,S,BULL,14,-205.0,-205.0,-92.5,-92.5,0.158,22.3,0.5555555555555556,False,0.6,True,True
2024-09-25_9S2,2024-09-25,S,NEUTRAL,09,395.0,545.0,395.0,545.0,,,0.5294117647058824,False,0.8662420382165605,True,False
2024-09-25_24S2,2024-09-25,S,BEAR,10,395.0,232.5,-105.0,-105.0,0.275,,1.0,True,0.5714285714285714,True,True
2024-09-25_37S2,2024-09-25,S,BEAR,11,395.0,70.0,395.0,70.0,0.209,47.9,0.6666666666666667,False,0.4225352112676057,True,True
2024-09-25_48S2,2024-09-25,S,BEAR,12,395.0,-205.0,395.0,-92.5,0.433,51.3,0.7777777777777778,True,0.5,True,True
2024-09-25_62L2,2024-09-25,L,NEUTRAL,13,-205.0,-205.0,-180.0,-180.0,0.292,38.8,0.625,False,0.7804878048780488,True,True
2024-09-26_10L2,2024-09-26,L,NEUTRAL,09,-205.0,-205.0,-205.0,-205.0,,,0.6111111111111112,True,0.7136563876651982,False,False
2024-09-27_13S2,2024-09-27,S,BULL,09,395.0,1370.0,395.0,1370.0,0.217,,0.75,False,0.9433962264150944,False,True
2024-09-27_40S2,2024-09-27,S,BEAR,11,-205.0,-205.0,-92.5,-92.5,0.308,23.8,0.6666666666666667,True,0.5806451612903226,True,True
2024-09-27_70L2,2024-09-27,L,NEUTRAL,14,-205.0,-205.0,-142.5,-142.5,0.435,16.0,0.4615384615384615,False,0.5752212389380531,True,True
2024-09-30_6S2,2024-09-30,S,NEUTRAL,08,-205.0,-205.0,-217.5,-217.5,,,0.8421052631578947,True,0.8962264150943396,True,False
2024-09-30_35S2,2024-09-30,S,NEUTRAL,11,395.0,-205.0,-105.0,-105.0,0.439,12.7,0.9,True,0.6024096385542168,False,True
2024-09-30_67S2,2024-09-30,S,BEAR,14,-205.0,-205.0,-280.0,-280.0,0.014,26.9,0.9583333333333334,True,0.6417112299465241,True,True
2024-10-01_11L2,2024-10-01,L,BEAR,09,395.0,-205.0,395.0,-342.5,0.496,,0.2758620689655172,False,0.5178571428571429,False,False
2024-10-01_68L2,2024-10-01,L,NEUTRAL,14,-205.0,-205.0,-180.0,-180.0,0.033,26.8,0.3125,False,0.6986899563318778,True,True
2024-10-02_7L2,2024-10-02,L,BULL,09,395.0,932.5,395.0,932.5,,,0.217391304347826,False,0.4928571428571429,True,False
2024-10-02_20L2,2024-10-02,L,BULL,10,-205.0,-205.0,395.0,-505.0,0.065,,0.8333333333333334,True,1.021897810218978,True,True
2024-10-02_27L2,2024-10-02,L,BULL,10,-205.0,-205.0,-192.5,-192.5,0.529,,0.7647058823529411,True,0.5362776025236593,True,True
2024-10-02_36L2,2024-10-02,L,BULL,11,-205.0,-205.0,-342.5,-342.5,0.091,44.8,0.9655172413793104,True,1.5263157894736843,True,True
2024-10-02_58S2,2024-10-02,S,NEUTRAL,13,395.0,-105.0,395.0,-80.0,0.282,22.4,0.75,True,0.4060913705583756,False,True
2024-10-03_11S2,2024-10-03,S,NEUTRAL,09,-205.0,-205.0,395.0,20.0,0.126,,0.5833333333333333,False,1.3636363636363635,True,False
2024-10-03_24S2,2024-10-03,S,NEUTRAL,10,-205.0,-205.0,-455.0,-455.0,0.062,,0.2894736842105263,False,0.8296943231441049,True,True
