Date,dir,count,book,regime,fire_bar,sig_bar,fill,stop,R,net,Rpts
2021-06-18,L,1,T1,NEUTRAL,3,2,4977.5,4960.5,-1.0,-855.0,17.0
2021-06-18,L,1,T2,NEUTRAL,3,2,4977.5,4960.5,-1.0,-855.0,17.0
2021-06-18,L,1,T1,NEUTRAL,7,6,4974.5,4960.25,-1.0,-717.5,14.25
2021-06-18,L,1,T2,NEUTRAL,7,6,4974.5,4960.25,-1.0,-717.5,14.25
2021-06-21,S,1,T1,NEUTRAL,4,3,5002.75,5009.5,-1.0,-342.5,6.75
2021-06-21,S,1,T2,NEUTRAL,4,3,5002.75,5009.5,-1.0,-342.5,6.75
2021-06-22,L,1,T1,NEUTRAL,5,4,5030.75,5025.75,1.0,245.0,5.0
2021-06-22,L,1,T2,NEUTRAL,5,4,5030.75,5025.75,2.0,495.0,5.0
2021-06-23,L,1,T1,NEUTRAL,4,3,5040.0,5033.5,-1.0,-330.0,6.5
2021-06-23,L,1,T2,NEUTRAL,4,3,5040.0,5033.5,-1.0,-330.0,6.5
2021-06-23,L,1,T1,BULL,6,5,5041.25,5036.5,-1.0,-242.5,4.75
2021-06-23,L,1,T2,BULL,6,5,5041.25,5036.5,-1.0,-242.5,4.75
2021-06-24,S,1,T1,NEUTRAL,3,2,5052.25,5060.25,-1.0,-405.0,8.0
2021-06-24,S,1,T2,NEUTRAL,3,2,5052.25,5060.25,-1.0,-405.0,8.0
2021-06-24,S,1,T1,NEUTRAL,5,4,5052.75,5060.5,-1.0,-392.5,7.75
2021-06-24,S,1,T2,NEUTRAL,5,4,5052.75,5060.5,-1.0,-392.5,7.75
2021-06-24,S,2,T1,NEUTRAL,7,6,5054.0,5060.5,-1.0,-330.0,6.5
2021-06-24,S,2,T2,NEUTRAL,7,6,5054.0,5060.5,-1.0,-330.0,6.5
2021-06-25,S,1,T1,NEUTRAL,4,3,5065.0,5068.75,-1.0,-192.5,3.75
2021-06-25,S,1,T2,NEUTRAL,4,3,5065.0,5068.75,-1.0,-192.5,3.75
2021-06-28,S,1,T1,NEUTRAL,3,2,5066.25,5074.25,-1.0,-405.0,8.0
2021-06-28,S,1,T2,NEUTRAL,3,2,5066.25,5074.25,-1.0,-405.0,8.0
2021-06-29,S,1,T1,NEUTRAL,3,2,5084.0,5090.75,1.0,332.5,6.75
2021-06-29,S,1,T2,NEUTRAL,3,2,5084.0,5090.75,-1.0,-342.5,6.75
2021-06-30,S,1,T1,NEUTRAL,4,3,5082.25,5086.25,-1.0,-205.0,4.0
2021-06-30,S,1,T2,NEUTRAL,4,3,5082.25,5086.25,-1.0,-205.0,4.0
2021-06-30,S,1,T1,BEAR,5,4,5081.75,5087.0,-1.0,-267.5,5.25
2021-06-30,S,1,T2,BEAR,5,4,5081.75,5087.0,-1.0,-267.5,5.25
2021-07-01,L,1,T1,NEUTRAL,4,3,5102.25,5097.5,1.0,232.5,4.75
2021-07-01,L,1,T2,NEUTRAL,4,3,5102.25,5097.5,-1.0,-242.5,4.75
2021-07-06,L,1,T1,NEUTRAL,4,3,5120.25,5104.5,1.0,782.5,15.75
2021-07-06,L,1,T2,NEUTRAL,4,3,5120.25,5104.5,-1.0,-792.5,15.75
2021-07-07,L,1,T1,NEUTRAL,3,2,5140.25,5119.5,-1.0,-1042.5,20.75
2021-07-07,L,1,T2,NEUTRAL,3,2,5140.25,5119.5,-1.0,-1042.5,20.75
2021-07-07,L,1,T1,NEUTRAL,5,4,5148.25,5140.75,-1.0,-380.0,7.5
2021-07-07,L,1,T2,NEUTRAL,5,4,5148.25,5140.75,-1.0,-380.0,7.5
2021-07-08,S,1,T1,NEUTRAL,5,4,5112.75,5122.5,1.0,482.5,9.75
2021-07-08,S,1,T2,NEUTRAL,5,4,5112.75,5122.5,-1.0,-492.5,9.75
2021-07-09,L,1,T1,NEUTRAL,5,4,5156.25,5150.5,1.0,282.5,5.75
2021-07-09,L,1,T2,NEUTRAL,5,4,5156.25,5150.5,-1.0,-292.5,5.75
2021-07-12,S,1,T1,NEUTRAL,3,2,5167.25,5172.5,-1.0,-267.5,5.25
2021-07-12,S,1,T2,NEUTRAL,3,2,5167.25,5172.5,-1.0,-267.5,5.25
2021-07-13,S,1,T1,NEUTRAL,4,3,5178.25,5183.5,1.0,257.5,5.25
2021-07-13,S,1,T2,NEUTRAL,4,3,5178.25,5183.5,2.0,520.0,5.25
2021-07-14,L,1,T1,NEUTRAL,4,3,5169.25,5153.75,-1.0,-780.0,15.5
2021-07-14,L,1,T2,NEUTRAL,4,3,5169.25,5153.75,-1.0,-780.0,15.5
2021-07-15,S,1,T1,NEUTRAL,3,2,5146.25,5158.25,1.0,595.0,12.0
2021-07-15,S,1,T2,NEUTRAL,3,2,5146.25,5158.25,-1.0,-605.0,12.0
2021-07-15,S,1,T1,NEUTRAL,4,3,5144.25,5158.75,-1.0,-730.0,14.5
2021-07-15,S,1,T2,NEUTRAL,4,3,5144.25,5158.75,-1.0,-730.0,14.5
2021-07-16,L,1,T1,NEUTRAL,3,2,5146.5,5133.25,-1.0,-667.5,13.25
2021-07-16,L,1,T2,NEUTRAL,3,2,5146.5,5133.25,-1.0,-667.5,13.25
2021-07-19,L,1,T1,NEUTRAL,3,2,5056.25,5033.75,-1.0,-1130.0,22.5
2021-07-19,L,1,T2,NEUTRAL,3,2,5056.25,5033.75,-1.0,-1130.0,22.5
2021-07-19,L,1,T1,NEUTRAL,6,5,5038.5,5023.25,1.0,757.5,15.25
2021-07-19,L,1,T2,NEUTRAL,6,5,5038.5,5023.25,-1.0,-767.5,15.25
2021-07-20,S,1,T1,NEUTRAL,5,4,5112.25,5125.5,-1.0,-667.5,13.25
2021-07-20,S,1,T2,NEUTRAL,5,4,5112.25,5125.5,-1.0,-667.5,13.25
2021-07-20,S,1,T1,BULL,7,6,5117.75,5128.75,-1.0,-555.0,11.0
2021-07-20,S,1,T2,BULL,7,6,5117.75,5128.75,-1.0,-555.0,11.0
