Date,signal,variant,dir,net
2023-09-21,MC:CC4,natstop,L,-592.5
2023-09-21,MC:CC4,adrstop,L,-530.0
2023-09-26,1E-WT,chase,S,832.5
2023-09-26,1E-WT,retest6,S,920.0
2023-09-26,1E-WT,chase,S,-605.0
2023-09-26,1E-WT,retest6,S,620.0
2023-09-26,1E-WT,chase,S,232.5
2023-09-26,1E-WT,retest6,S,320.0
2023-09-26,1E-WT,chase,S,-67.5
2023-09-26,1E-WT,retest6,S,20.0
2023-09-26,1E-WT,chase,S,-355.0
2023-09-26,1E-WT,retest6,S,-267.5
2023-09-26,RevFT:BO,natstop,L,-492.5
2023-09-26,RevFT:BO,adrstop,L,-605.0
2023-09-26,RevFT:Trap,natstop,S,-217.5
2023-09-26,RevFT:Trap,adrstop,S,545.0
2023-09-26,RevFT:Trap,natstop,S,482.5
2023-09-26,RevFT:Trap,adrstop,S,482.5
2023-09-26,RevFT:BO,natstop,L,-380.0
2023-09-26,RevFT:BO,adrstop,L,-605.0
2023-09-29,1E-WT,chase,S,1357.5
2023-09-29,1E-WT,retest6,S,1445.0
2023-09-29,1E-WT,chase,S,1232.5
2023-09-29,1E-WT,retest6,S,1320.0
2023-09-29,1E-WT,chase,S,-705.0
2023-09-29,1E-WT,retest6,S,-705.0
2023-09-29,RevFT:Trap,natstop,L,-355.0
2023-09-29,RevFT:Trap,adrstop,L,-705.0
2023-09-29,RevFT:Trap,natstop,L,-342.5
2023-09-29,RevFT:Trap,adrstop,L,-705.0
2023-09-29,RevFT:BO,natstop,S,-592.5
2023-09-29,RevFT:BO,adrstop,S,1207.5
2023-09-29,RevFT:BO,natstop,S,920.0
2023-09-29,RevFT:BO,adrstop,S,920.0
2023-09-29,RevFT:Sneaky,natstop,L,-305.0
2023-09-29,RevFT:Sneaky,adrstop,L,-705.0
2023-09-29,RevFT:Sneaky,natstop,L,-530.0
2023-09-29,RevFT:Sneaky,adrstop,L,-705.0
2023-09-29,RevFT:Sneaky,natstop,L,270.0
2023-09-29,RevFT:Sneaky,adrstop,L,270.0
2023-09-29,MC:CC4,natstop,S,1545.0
2023-09-29,MC:CC4,adrstop,S,1545.0
2023-09-29,MC:CC5,natstop,S,770.0
2023-09-29,MC:CC5,adrstop,S,770.0
2023-09-29,MC:CC5,natstop,S,382.5
2023-09-29,MC:CC5,adrstop,S,382.5
2023-10-16,RevFT:Sneaky,natstop,S,132.5
2023-10-16,RevFT:Sneaky,adrstop,S,132.5
2023-10-16,RevFT:Trap,natstop,L,-555.0
2023-10-16,RevFT:Trap,adrstop,L,-892.5
2023-10-16,RevFT:Trap,natstop,S,-417.5
2023-10-16,RevFT:Trap,adrstop,S,-130.0
2023-10-16,RevFT:Sneaky,natstop,L,70.0
2023-10-16,RevFT:Sneaky,adrstop,L,70.0
2023-10-16,RevFT:Sneaky,natstop,L,-255.0
2023-10-16,RevFT:Sneaky,adrstop,L,-30.0
2023-10-16,MC:CC4,natstop,L,370.0
2023-10-16,MC:CC4,adrstop,L,370.0
2023-10-16,MC:CC5,natstop,L,132.5
2023-10-16,MC:CC5,adrstop,L,132.5
2023-10-16,MC:CC3,natstop,S,-955.0
2023-10-16,MC:CC3,adrstop,S,-892.5
2023-10-17,MC:CC2,natstop,L,520.0
2023-10-17,MC:CC2,adrstop,L,520.0
2023-10-30,1E-WT,chase,L,732.5
2023-10-30,1E-WT,retest6,L,820.0
2023-10-30,1E-WT,chase,S,-867.5
2023-10-30,1E-WT,retest6,S,-867.5
2023-10-30,1E-WT,chase,L,120.0
2023-10-30,1E-WT,retest6,L,207.5
2023-10-30,1E-WT,chase,L,-267.5
2023-10-30,1E-WT,retest6,L,-180.0
2023-10-30,RevFT:OB,natstop,L,1145.0
2023-10-30,RevFT:OB,adrstop,L,1145.0
2023-10-30,RevFT:Sneaky,natstop,S,-442.5
2023-10-30,RevFT:Sneaky,adrstop,S,-867.5
2023-10-30,RevFT:Trap,natstop,L,1107.5
2023-10-30,RevFT:Trap,adrstop,L,1107.5
2023-10-30,RevFT:BO,natstop,S,-280.0
2023-10-30,RevFT:BO,adrstop,S,-217.5
2023-10-30,MC:CC3,natstop,L,970.0
2023-10-30,MC:CC3,adrstop,L,970.0
2023-10-30,MC:CC4,natstop,L,-42.5
2023-10-30,MC:CC4,adrstop,L,-42.5
2023-11-02,1E-WT,chase,L,457.5
2023-11-02,1E-WT,retest6,L,545.0
2023-11-02,1E-WT,chase,L,345.0
2023-11-02,1E-WT,chase,L,207.5
2023-11-02,1E-WT,retest6,L,295.0
2023-11-02,1E-WT,chase,L,120.0
2023-11-02,1E-WT,retest6,L,207.5
2023-11-02,RevFT:Sneaky,natstop,S,-380.0
2023-11-02,RevFT:Sneaky,adrstop,S,-842.5
2023-11-02,RevFT:IB,natstop,S,-330.0
2023-11-02,RevFT:IB,adrstop,S,-842.5
2023-11-02,MC:CC4,natstop,L,595.0
2023-11-02,MC:CC4,adrstop,L,595.0
2023-11-14,1E-WT,chase,L,-630.0
2023-11-14,1E-WT,retest6,L,-630.0
2023-11-14,1E-WT,chase,L,-630.0
2023-11-14,1E-WT,retest6,L,-630.0
2023-11-14,1E-WT,chase,L,-630.0
2023-11-14,1E-WT,retest6,L,-630.0
2023-11-14,RevFT:BO,natstop,L,-255.0
2023-11-14,RevFT:BO,adrstop,L,307.5
2023-11-14,RevFT:Trap,natstop,S,-242.5
2023-11-14,RevFT:Trap,adrstop,S,-630.0
2023-11-14,RevFT:Sneaky,natstop,S,-255.0
2023-11-14,RevFT:Sneaky,adrstop,S,-630.0
2023-11-14,MC:CC5,natstop,L,-92.5
2023-11-14,MC:CC5,adrstop,L,-630.0
2023-11-14,MC:CC3,natstop,S,-592.5
2023-11-14,MC:CC3,adrstop,S,-630.0
2023-11-14,MC:CC3,natstop,S,-442.5
2023-11-14,MC:CC3,adrstop,S,-630.0
2023-11-14,MC:CC5,natstop,L,32.5
2023-11-14,MC:CC5,adrstop,L,32.5
2023-12-04,1E-WT,chase,S,-417.5
2023-12-04,1E-WT,retest6,S,-417.5
2023-12-04,1E-WT,chase,S,-417.5
2023-12-04,1E-WT,retest6,S,-417.5
2023-12-04,1E-WT,chase,S,-417.5
2023-12-04,1E-WT,retest6,S,-417.5
2023-12-04,1E-WT,chase,S,-42.5
2023-12-04,1E-WT,chase,S,-417.5
2023-12-04,1E-WT,retest6,S,-417.5
2023-12-04,1E-WT,chase,S,-417.5
2023-12-04,1E-WT,chase,S,-417.5
2023-12-04,1E-WT,retest6,S,-417.5
2023-12-04,RevFT:Trap,natstop,L,107.5
2023-12-04,RevFT:Trap,adrstop,L,107.5
2023-12-04,MC:CC4,natstop,S,-792.5
2023-12-04,MC:CC4,adrstop,S,-417.5
2023-12-04,MC:CC5,natstop,S,-855.0
2023-12-04,MC:CC5,adrstop,S,-417.5
2023-12-21,RevFT:BO,natstop,L,-455.0
2023-12-21,RevFT:BO,adrstop,L,-617.5
2023-12-21,RevFT:Trap,natstop,L,-380.0
2023-12-21,RevFT:Trap,adrstop,L,-617.5
2023-12-21,RevFT:Trap,natstop,S,-292.5
2023-12-21,RevFT:Trap,adrstop,S,-617.5
2023-12-21,RevFT:Sneaky,natstop,S,-255.0
2023-12-21,RevFT:Sneaky,adrstop,S,-617.5
2023-12-21,MC:CC4,natstop,S,-780.0
2023-12-21,MC:CC4,adrstop,S,-617.5
2023-12-21,MC:CC4,natstop,L,-930.0
2023-12-21,MC:CC4,adrstop,L,-617.5
2023-12-21,MC:CC4,natstop,S,-955.0
2023-12-21,MC:CC4,adrstop,S,-617.5
2023-12-21,MC:CC5,natstop,S,-1005.0
2023-12-21,MC:CC5,adrstop,S,-617.5
2024-01-02,RevFT:Trap,natstop,L,-305.0
2024-01-02,RevFT:Trap,adrstop,L,-517.5
2024-01-02,RevFT:Trap,natstop,L,-342.5
2024-01-02,RevFT:Trap,adrstop,L,-517.5
2024-01-02,MC:CC3,natstop,S,45.0
2024-01-02,MC:CC3,adrstop,S,45.0
2024-01-02,MC:CC3,natstop,S,-67.5
2024-01-02,MC:CC3,adrstop,S,-67.5
2024-01-02,MC:CC3,natstop,S,-330.0
2024-01-02,MC:CC3,adrstop,S,-330.0
2024-01-17,1E-WT,chase,L,-592.5
2024-01-17,1E-WT,retest6,L,-592.5
2024-01-17,1E-WT,chase,L,-592.5
2024-01-17,1E-WT,chase,S,-592.5
2024-01-17,1E-WT,retest6,S,-292.5
2024-01-17,1E-WT,chase,S,-267.5
2024-01-17,1E-WT,chase,S,-592.5
2024-01-17,1E-WT,retest6,S,-592.5
2024-01-17,1E-WT,chase,S,-592.5
2024-01-17,1E-WT,retest6,S,-592.5
2024-01-17,RevFT:Trap,natstop,L,-242.5
2024-01-17,RevFT:Trap,adrstop,L,-592.5
2024-01-17,RevFT:OB,natstop,S,-442.5
2024-01-17,RevFT:OB,adrstop,S,-592.5
2024-01-17,RevFT:Sneaky,natstop,L,620.0
2024-01-17,RevFT:Sneaky,adrstop,L,620.0
2024-01-17,MC:CC5,natstop,S,-717.5
2024-01-17,MC:CC5,adrstop,S,-592.5
2024-02-13,1E-WT,chase,S,-417.5
2024-02-13,1E-WT,chase,S,-617.5
2024-02-13,1E-WT,retest6,S,-617.5
2024-02-13,1E-WT,chase,S,-617.5
2024-02-13,RevFT:Trap,natstop,L,-517.5
2024-02-13,RevFT:Trap,adrstop,L,-617.5
2024-02-13,RevFT:IB,natstop,S,-192.5
2024-02-13,RevFT:IB,adrstop,S,495.0
2024-02-13,RevFT:IB,natstop,S,507.5
2024-02-13,RevFT:IB,adrstop,S,507.5
2024-02-13,RevFT:BO,natstop,L,-430.0
2024-02-13,RevFT:BO,adrstop,L,-617.5
2024-02-13,RevFT:Trap,natstop,L,-480.0
2024-02-13,RevFT:Trap,adrstop,L,-617.5
2024-02-13,MC:CC5,natstop,L,-1005.0
2024-02-13,MC:CC5,adrstop,L,-617.5
2024-02-13,MC:CC5,natstop,S,-5.0
2024-02-13,MC:CC5,adrstop,S,-5.0
2024-02-13,MC:CC2,natstop,L,-517.5
2024-02-13,MC:CC2,adrstop,L,-617.5
2024-02-13,MC:CC3,natstop,S,-867.5
2024-02-13,MC:CC3,adrstop,S,-617.5
2024-02-22,RevFT:OB,natstop,S,-405.0
2024-02-22,RevFT:OB,adrstop,S,-530.0
2024-02-22,RevFT:Sneaky,natstop,S,-342.5
2024-02-22,RevFT:Sneaky,adrstop,S,-530.0
2024-02-22,RevFT:OB,natstop,L,770.0
2024-02-22,RevFT:OB,adrstop,L,770.0
2024-02-22,MC:CC3,natstop,L,-505.0
2024-02-22,MC:CC3,adrstop,L,-530.0
2024-02-22,MC:CC3,natstop,S,-580.0
2024-02-22,MC:CC3,adrstop,S,-530.0
2024-02-22,MC:CC4,natstop,L,545.0
2024-02-22,MC:CC4,adrstop,L,545.0
2024-02-22,MC:CC3,natstop,L,432.5
2024-02-22,MC:CC3,adrstop,L,432.5
2024-02-22,MC:CC4,natstop,L,345.0
2024-02-22,MC:CC4,adrstop,L,345.0
2024-02-22,MC:CC4,natstop,L,82.5
2024-02-22,MC:CC4,adrstop,L,82.5
2024-02-22,MC:CC5,natstop,L,20.0
2024-02-22,MC:CC5,adrstop,L,20.0
2024-02-22,MC:CC2,natstop,S,282.5
2024-02-22,MC:CC2,adrstop,S,282.5
2024-03-15,RevFT:Trap,natstop,L,-655.0
2024-03-15,RevFT:Trap,adrstop,L,-705.0
2024-03-15,RevFT:IB,natstop,S,557.5
2024-03-15,RevFT:IB,adrstop,S,557.5
2024-03-15,RevFT:Trap,natstop,L,-305.0
2024-03-15,RevFT:Trap,adrstop,L,-705.0
2024-03-15,RevFT:Trap,natstop,S,-317.5
2024-03-15,RevFT:Trap,adrstop,S,-705.0
2024-03-15,RevFT:Trap,natstop,S,-292.5
2024-03-15,RevFT:Trap,adrstop,S,-217.5
2024-03-15,MC:CC5,natstop,S,257.5
2024-03-15,MC:CC5,adrstop,S,257.5
2024-03-15,MC:CC4,natstop,S,-192.5
2024-03-15,MC:CC4,adrstop,S,-192.5
2024-03-18,1E-WT,chase,S,195.0
2024-03-18,1E-WT,retest6,S,282.5
2024-03-18,1E-WT,chase,S,332.5
2024-03-18,1E-WT,retest6,S,420.0
2024-03-18,RevFT:Trap,natstop,S,970.0
2024-03-18,RevFT:Trap,adrstop,S,970.0
2024-03-18,RevFT:IB,natstop,L,-367.5
2024-03-18,RevFT:IB,adrstop,L,-680.0
2024-03-18,RevFT:OB,natstop,S,-417.5
2024-03-18,RevFT:OB,adrstop,S,182.5
2024-03-18,RevFT:Trap,natstop,L,-205.0
2024-03-18,RevFT:Trap,adrstop,L,-330.0
2024-03-18,RevFT:BO,natstop,L,-255.0
2024-03-18,RevFT:BO,adrstop,L,-680.0
2024-03-18,RevFT:Sneaky,natstop,S,207.5
2024-03-18,RevFT:Sneaky,adrstop,S,207.5
2024-03-18,MC:CC5,natstop,L,-780.0
2024-03-18,MC:CC5,adrstop,L,-680.0
2024-03-18,MC:CC1,natstop,S,207.5
2024-03-18,MC:CC1,adrstop,S,207.5
2024-04-02,1E-WT,chase,S,-505.0
2024-04-02,1E-WT,retest6,S,-505.0
2024-04-02,RevFT:IB,natstop,S,-742.5
2024-04-02,RevFT:IB,adrstop,S,-505.0
2024-04-02,RevFT:IB,natstop,L,895.0
2024-04-02,RevFT:IB,adrstop,L,895.0
2024-04-02,RevFT:Sneaky,natstop,S,-355.0
2024-04-02,RevFT:Sneaky,adrstop,S,-505.0
2024-04-02,RevFT:IB,natstop,L,945.0
2024-04-02,RevFT:IB,adrstop,L,945.0
2024-04-02,RevFT:BO,natstop,S,-267.5
2024-04-02,RevFT:BO,adrstop,S,-505.0
2024-04-02,RevFT:Trap,natstop,L,607.5
2024-04-02,RevFT:Trap,adrstop,L,607.5
2024-04-02,MC:CC3,natstop,S,-442.5
2024-04-02,MC:CC3,adrstop,S,-505.0
2024-04-02,MC:CC3,natstop,L,820.0
2024-04-02,MC:CC3,adrstop,L,820.0
2024-04-02,MC:CC5,natstop,L,745.0
2024-04-02,MC:CC5,adrstop,L,745.0
2024-04-04,1E-WT,chase,S,4482.5
2024-04-04,1E-WT,chase,S,2182.5
2024-04-04,1E-WT,retest6,S,2270.0
2024-04-04,1E-WT,chase,S,1507.5
2024-04-04,1E-WT,retest6,S,1595.0
2024-04-04,1E-WT,chase,S,1457.5
2024-04-04,RevFT:Trap,natstop,L,-180.0
2024-04-04,RevFT:Trap,adrstop,L,-480.0
2024-04-04,RevFT:IB,natstop,S,5120.0
2024-04-04,RevFT:IB,adrstop,S,5120.0
2024-04-04,RevFT:OB,natstop,S,4995.0
2024-04-04,RevFT:OB,adrstop,S,4995.0
2024-04-04,MC:CC4,natstop,S,4945.0
2024-04-04,MC:CC4,adrstop,S,4945.0
2024-04-04,MC:CC5,natstop,S,4857.5
2024-04-04,MC:CC5,adrstop,S,4857.5
2024-04-04,MC:CC2,natstop,S,1532.5
2024-04-04,MC:CC2,adrstop,S,-480.0
2024-04-10,RevFT:IB,natstop,S,857.5
2024-04-10,RevFT:IB,adrstop,S,857.5
2024-04-10,RevFT:BO,natstop,L,-530.0
2024-04-10,RevFT:BO,adrstop,L,-705.0
2024-04-10,RevFT:Trap,natstop,S,-267.5
2024-04-10,RevFT:Trap,adrstop,S,-705.0
2024-04-10,RevFT:OB,natstop,S,-1192.5
2024-04-10,RevFT:OB,adrstop,S,-705.0
2024-04-10,RevFT:Trap,natstop,S,-67.5
2024-04-10,RevFT:Trap,adrstop,S,-705.0
2024-04-10,RevFT:Trap,natstop,L,-467.5
2024-04-10,RevFT:Trap,adrstop,L,-705.0
2024-04-10,MC:CC3,natstop,S,-730.0
2024-04-10,MC:CC3,adrstop,S,-705.0
2024-04-10,MC:CC3,natstop,L,-467.5
2024-04-10,MC:CC3,adrstop,L,-705.0
2024-04-10,MC:CC2,natstop,S,-1192.5
2024-04-10,MC:CC2,adrstop,S,-705.0
2024-04-12,RevFT:Trap,natstop,L,-455.0
2024-04-12,RevFT:Trap,adrstop,L,-767.5
2024-04-12,RevFT:Sneaky,natstop,S,1032.5
2024-04-12,RevFT:Sneaky,adrstop,S,1032.5
2024-04-12,RevFT:IB,natstop,L,-530.0
2024-04-12,RevFT:IB,adrstop,L,357.5
2024-04-12,RevFT:Sneaky,natstop,S,-280.0
2024-04-12,RevFT:Sneaky,adrstop,S,-280.0
2024-04-12,MC:CC4,natstop,S,957.5
2024-04-12,MC:CC4,adrstop,S,957.5
2024-04-12,MC:CC5,natstop,S,882.5
2024-04-12,MC:CC5,adrstop,S,882.5
2024-04-12,MC:CC4,natstop,S,-867.5
2024-04-12,MC:CC4,adrstop,S,-767.5
2024-04-12,MC:CC3,natstop,L,-830.0
2024-04-12,MC:CC3,adrstop,L,-767.5
2024-04-15,1E-WT,chase,S,732.5
2024-04-15,1E-WT,retest6,S,820.0
2024-04-15,1E-WT,chase,S,-842.5
2024-04-15,1E-WT,retest6,S,382.5
2024-04-15,RevFT:Sneaky,natstop,L,-417.5
2024-04-15,RevFT:Sneaky,adrstop,L,-842.5
2024-04-15,RevFT:Trap,natstop,S,-330.0
2024-04-15,RevFT:Trap,adrstop,S,3820.0
2024-04-15,RevFT:Trap,natstop,S,3795.0
2024-04-15,RevFT:Trap,adrstop,S,3795.0
2024-04-15,RevFT:BO,natstop,S,2232.5
2024-04-15,RevFT:BO,adrstop,S,2232.5
2024-04-15,RevFT:Trap,natstop,L,-730.0
2024-04-15,RevFT:Trap,adrstop,L,-842.5
2024-04-15,MC:CC3,natstop,S,4220.0
2024-04-15,MC:CC3,adrstop,S,4220.0
2024-04-15,MC:CC2,natstop,S,3245.0
2024-04-15,MC:CC2,adrstop,S,3245.0
2024-04-15,MC:CC5,natstop,S,3032.5
2024-04-15,MC:CC5,adrstop,S,3032.5
2024-04-15,MC:CC4,natstop,S,1870.0
2024-04-15,MC:CC4,adrstop,S,1870.0
2024-04-15,MC:CC5,natstop,S,1195.0
2024-04-15,MC:CC5,adrstop,S,1195.0
2024-04-15,MC:CC4,natstop,S,145.0
2024-04-15,MC:CC4,adrstop,S,145.0
2024-04-25,1E-WT,chase,L,4032.5
2024-04-25,1E-WT,retest6,L,4120.0
2024-04-25,1E-WT,chase,L,3520.0
2024-04-25,1E-WT,retest6,L,3607.5
2024-04-25,1E-WT,chase,L,3145.0
2024-04-25,1E-WT,retest6,L,3232.5
2024-04-25,1E-WT,chase,L,3032.5
2024-04-25,1E-WT,retest6,L,3120.0
2024-04-25,RevFT:IB,natstop,L,4395.0
2024-04-25,RevFT:IB,adrstop,L,4395.0
2024-04-25,RevFT:Trap,natstop,S,-267.5
2024-04-25,RevFT:Trap,adrstop,S,-1017.5
2024-04-25,RevFT:IB,natstop,S,-392.5
2024-04-25,RevFT:IB,adrstop,S,-1017.5
2024-04-25,RevFT:IB,natstop,S,-305.0
2024-04-25,RevFT:IB,adrstop,S,-1017.5
2024-04-25,MC:CC4,natstop,L,4207.5
2024-04-25,MC:CC4,adrstop,L,4207.5
2024-04-25,MC:CC5,natstop,L,3557.5
2024-04-25,MC:CC5,adrstop,L,3557.5
2024-04-25,MC:CC2,natstop,S,-730.0
2024-04-25,MC:CC2,adrstop,S,-1017.5
2024-04-25,MC:CC5,natstop,S,-805.0
2024-04-25,MC:CC5,adrstop,S,-1017.5
2024-05-02,1E-WT,chase,L,-42.5
2024-05-02,1E-WT,chase,L,-180.0
2024-05-02,1E-WT,retest6,L,-92.5
2024-05-02,RevFT:Trap,natstop,L,1345.0
2024-05-02,RevFT:Trap,adrstop,L,1345.0
2024-05-02,RevFT:Trap,natstop,S,-255.0
2024-05-02,RevFT:Trap,adrstop,S,-980.0
2024-05-02,RevFT:Trap,natstop,S,-317.5
2024-05-02,RevFT:Trap,adrstop,S,-467.5
2024-05-02,RevFT:Trap,natstop,S,-155.0
2024-05-02,RevFT:Trap,adrstop,S,-155.0
2024-05-02,MC:CC5,natstop,L,1295.0
2024-05-02,MC:CC5,adrstop,L,1295.0
2024-05-02,MC:CC4,natstop,L,770.0
2024-05-02,MC:CC4,adrstop,L,770.0
2024-05-02,MC:CC4,natstop,L,-455.0
2024-05-02,MC:CC4,adrstop,L,57.5
2024-05-03,RevFT:Trap,natstop,L,-830.0
2024-05-03,RevFT:Trap,adrstop,L,820.0
2024-05-03,RevFT:Trap,natstop,S,-580.0
2024-05-03,RevFT:Trap,adrstop,S,-992.5
2024-05-03,RevFT:Trap,natstop,S,-267.5
2024-05-03,RevFT:Trap,adrstop,S,-917.5
2024-05-03,RevFT:Trap,natstop,S,-192.5
2024-05-03,RevFT:Trap,adrstop,S,-492.5
2024-05-03,MC:CC4,natstop,L,270.0
2024-05-03,MC:CC4,adrstop,L,270.0
2024-05-29,RevFT:Trap,natstop,L,-305.0
2024-05-29,RevFT:Trap,adrstop,L,-567.5
2024-05-29,RevFT:OB,natstop,L,-367.5
2024-05-29,RevFT:OB,adrstop,L,-567.5
2024-05-29,RevFT:IB,natstop,S,-330.0
2024-05-29,RevFT:IB,adrstop,S,557.5
2024-05-29,RevFT:BO,natstop,L,-317.5
2024-05-29,RevFT:BO,adrstop,L,-567.5
2024-05-29,RevFT:IB,natstop,L,-492.5
2024-05-29,RevFT:IB,adrstop,L,-567.5
2024-05-29,RevFT:IB,natstop,S,-205.0
2024-05-29,RevFT:IB,adrstop,S,620.0
2024-05-29,MC:CC3,natstop,L,-442.5
2024-05-29,MC:CC3,adrstop,L,-567.5
2024-05-29,MC:CC2,natstop,L,-455.0
2024-05-29,MC:CC2,adrstop,L,-567.5
2024-06-12,1E-WT,chase,L,-755.0
2024-06-12,1E-WT,retest6,L,-755.0
2024-06-12,1E-WT,chase,L,-755.0
2024-06-12,1E-WT,retest6,L,-755.0
2024-06-12,1E-WT,chase,S,-755.0
2024-06-12,1E-WT,retest6,S,-755.0
2024-06-12,RevFT:BO,natstop,S,-442.5
2024-06-12,RevFT:BO,adrstop,S,945.0
2024-06-12,RevFT:Trap,natstop,L,-342.5
2024-06-12,RevFT:Trap,adrstop,L,-755.0
2024-06-12,RevFT:Sneaky,natstop,L,-267.5
2024-06-12,RevFT:Sneaky,adrstop,L,-755.0
2024-06-12,RevFT:Trap,natstop,L,-267.5
2024-06-12,RevFT:Trap,adrstop,L,-755.0
2024-06-12,RevFT:Sneaky,natstop,L,-517.5
2024-06-12,RevFT:Sneaky,adrstop,L,-755.0
2024-06-12,MC:CC4,natstop,L,-705.0
2024-06-12,MC:CC4,adrstop,L,-755.0
2024-06-12,MC:CC1,natstop,S,-555.0
2024-06-12,MC:CC1,adrstop,S,-755.0
2024-07-17,1E-WT,chase,S,120.0
2024-07-17,1E-WT,retest6,S,207.5
2024-07-17,1E-WT,chase,S,-605.0
2024-07-17,1E-WT,retest6,S,-605.0
2024-07-17,RevFT:Trap,natstop,L,-330.0
2024-07-17,RevFT:Trap,adrstop,L,-605.0
2024-07-17,RevFT:Trap,natstop,L,-305.0
2024-07-17,RevFT:Trap,adrstop,L,-605.0
2024-07-17,RevFT:OB,natstop,L,-417.5
2024-07-17,RevFT:OB,adrstop,L,-605.0
2024-07-17,RevFT:Sneaky,natstop,L,-542.5
2024-07-17,RevFT:Sneaky,adrstop,L,-605.0
2024-07-17,RevFT:Trap,natstop,S,320.0
2024-07-17,RevFT:Trap,adrstop,S,320.0
2024-07-17,MC:CC3,natstop,S,470.0
2024-07-17,MC:CC3,adrstop,S,-605.0
2024-07-17,MC:CC3,natstop,S,82.5
2024-07-17,MC:CC3,adrstop,S,82.5
2024-07-17,MC:CC3,natstop,L,-480.0
2024-07-17,MC:CC3,adrstop,L,-605.0
2024-07-17,MC:CC3,natstop,S,-655.0
2024-07-17,MC:CC3,adrstop,S,-605.0
2024-07-17,MC:CC5,natstop,S,70.0
2024-07-17,MC:CC5,adrstop,S,70.0
2024-07-22,RevFT:Sneaky,natstop,S,-967.5
2024-07-22,RevFT:Sneaky,adrstop,S,-767.5
2024-07-22,RevFT:Trap,natstop,S,-180.0
2024-07-22,RevFT:Trap,adrstop,S,-767.5
2024-07-22,MC:CC2,natstop,S,-1255.0
2024-07-22,MC:CC2,adrstop,S,-767.5
2024-07-22,MC:CC4,natstop,L,332.5
2024-07-22,MC:CC4,adrstop,L,332.5
2024-07-22,MC:CC5,natstop,L,295.0
2024-07-22,MC:CC5,adrstop,L,295.0
2024-07-24,RevFT:BO,natstop,L,-455.0
2024-07-24,RevFT:BO,adrstop,L,-830.0
2024-07-24,RevFT:Sneaky,natstop,L,-530.0
2024-07-24,RevFT:Sneaky,adrstop,L,-830.0
2024-07-24,RevFT:OB,natstop,S,995.0
2024-07-24,RevFT:OB,adrstop,S,995.0
2024-07-24,RevFT:IB,natstop,S,995.0
2024-07-24,RevFT:IB,adrstop,S,995.0
2024-07-24,MC:CC3,natstop,S,2257.5
2024-07-24,MC:CC3,adrstop,S,2257.5
2024-07-24,MC:CC4,natstop,S,2007.5
2024-07-24,MC:CC4,adrstop,S,2007.5
2024-07-24,MC:CC4,natstop,S,795.0
2024-07-24,MC:CC4,adrstop,S,795.0
2024-07-24,MC:CC5,natstop,S,720.0
2024-07-24,MC:CC5,adrstop,S,720.0
2024-07-26,RevFT:Trap,natstop,S,-1417.5
2024-07-26,RevFT:Trap,adrstop,S,-942.5
2024-07-26,RevFT:BO,natstop,S,-92.5
2024-07-26,RevFT:BO,adrstop,S,-92.5
2024-07-26,MC:CC2,natstop,S,-1280.0
2024-07-26,MC:CC2,adrstop,S,-942.5
2024-07-26,MC:CC3,natstop,L,-830.0
2024-07-26,MC:CC3,adrstop,L,-30.0
2024-07-26,MC:CC2,natstop,S,-92.5
2024-07-26,MC:CC2,adrstop,S,-92.5
2024-07-31,RevFT:BO,natstop,S,-380.0
2024-07-31,RevFT:BO,adrstop,S,-1005.0
2024-07-31,RevFT:Sneaky,natstop,L,682.5
2024-07-31,RevFT:Sneaky,adrstop,L,682.5
2024-07-31,MC:CC5,natstop,L,832.5
2024-07-31,MC:CC5,adrstop,L,832.5
2024-07-31,MC:CC3,natstop,S,-917.5
2024-07-31,MC:CC3,adrstop,S,-1005.0
2024-07-31,MC:CC2,natstop,S,-805.0
2024-07-31,MC:CC2,adrstop,S,-1005.0
2024-07-31,MC:CC3,natstop,L,320.0
2024-07-31,MC:CC3,adrstop,L,320.0
2024-08-02,1E-WT,chase,L,-1130.0
2024-08-02,1E-WT,retest6,L,-1130.0
2024-08-02,1E-WT,chase,S,-1130.0
2024-08-02,1E-WT,retest6,S,-1130.0
2024-08-02,1E-WT,chase,S,-1130.0
2024-08-02,1E-WT,retest6,S,-1130.0
2024-08-02,1E-WT,chase,S,-1130.0
2024-08-02,1E-WT,retest6,S,-1130.0
2024-08-02,1E-WT,chase,S,-1130.0
2024-08-02,1E-WT,retest6,S,-1130.0
2024-08-02,RevFT:Trap,natstop,L,-1117.5
2024-08-02,RevFT:Trap,adrstop,L,-1130.0
2024-08-02,RevFT:Trap,natstop,S,-717.5
2024-08-02,RevFT:Trap,adrstop,S,-580.0
2024-08-02,RevFT:Trap,natstop,S,-180.0
2024-08-02,RevFT:Trap,adrstop,S,-180.0
2024-08-02,RevFT:Trap,natstop,L,895.0
2024-08-02,RevFT:Trap,adrstop,L,895.0
2024-08-02,MC:CC5,natstop,S,645.0
2024-08-02,MC:CC5,adrstop,S,645.0
2024-08-02,MC:CC5,natstop,L,282.5
2024-08-02,MC:CC5,adrstop,L,-1130.0
2024-08-02,MC:CC4,natstop,S,-805.0
2024-08-02,MC:CC4,adrstop,S,-1130.0
2024-08-02,MC:CC5,natstop,S,-917.5
2024-08-02,MC:CC5,adrstop,S,-1130.0
2024-08-02,MC:CC3,natstop,L,395.0
2024-08-02,MC:CC3,adrstop,L,395.0
2024-08-05,1E-WT,chase,L,-1167.5
