Date,signal,variant,dir,net
2022-07-15,RevFT:Sneaky,natstop,L,482.5
2022-07-15,RevFT:Sneaky,adrstop,L,482.5
2022-07-15,RevFT:OB,natstop,S,-217.5
2022-07-15,RevFT:OB,adrstop,S,-317.5
2022-07-15,RevFT:IB,natstop,L,-292.5
2022-07-15,RevFT:IB,adrstop,L,295.0
2022-07-15,MC:CC1,natstop,L,1032.5
2022-07-15,MC:CC1,adrstop,L,1032.5
2022-07-15,MC:CC3,natstop,L,-342.5
2022-07-15,MC:CC3,adrstop,L,70.0
2022-07-18,1E-WT,chase,S,2370.0
2022-07-18,1E-WT,chase,S,2195.0
2022-07-18,1E-WT,chase,S,1907.5
2022-07-18,1E-WT,retest6,S,1995.0
2022-07-18,1E-WT,chase,S,1695.0
2022-07-18,1E-WT,retest6,S,1782.5
2022-07-18,1E-WT,chase,S,1470.0
2022-07-18,1E-WT,chase,S,945.0
2022-07-18,1E-WT,retest6,S,1032.5
2022-07-18,1E-WT,chase,S,857.5
2022-07-18,RevFT:BO,natstop,S,2845.0
2022-07-18,RevFT:BO,adrstop,S,2845.0
2022-07-18,RevFT:Trap,natstop,L,-317.5
2022-07-18,RevFT:Trap,adrstop,L,-867.5
2022-07-18,RevFT:OB,natstop,L,-392.5
2022-07-18,RevFT:OB,adrstop,L,-867.5
2022-07-18,RevFT:IB,natstop,L,-317.5
2022-07-18,RevFT:IB,adrstop,L,-867.5
2022-07-18,MC:CC3,natstop,L,-505.0
2022-07-18,MC:CC3,adrstop,L,-867.5
2022-07-18,MC:CC3,natstop,S,2470.0
2022-07-18,MC:CC3,adrstop,S,2470.0
2022-07-18,MC:CC4,natstop,S,2382.5
2022-07-18,MC:CC4,adrstop,S,2382.5
2022-07-18,MC:CC2,natstop,S,1832.5
2022-07-18,MC:CC2,adrstop,S,1832.5
2022-07-19,RevFT:Trap,natstop,S,-217.5
2022-07-19,RevFT:Trap,adrstop,S,-980.0
2022-07-19,MC:CC4,natstop,L,2920.0
2022-07-19,MC:CC4,adrstop,L,2920.0
2022-07-19,MC:CC4,natstop,L,1970.0
2022-07-19,MC:CC4,adrstop,L,1970.0
2022-07-19,MC:CC3,natstop,L,1470.0
2022-07-19,MC:CC3,adrstop,L,1470.0
2022-07-19,MC:CC4,natstop,L,1245.0
2022-07-19,MC:CC4,adrstop,L,1245.0
2022-07-19,MC:CC3,natstop,L,745.0
2022-07-19,MC:CC3,adrstop,L,745.0
2022-07-19,MC:CC4,natstop,L,-630.0
2022-07-19,MC:CC4,adrstop,L,207.5
2022-08-05,1E-WT,chase,L,-80.0
2022-08-05,1E-WT,retest6,L,7.5
2022-08-05,1E-WT,chase,S,-392.5
2022-08-05,1E-WT,retest6,S,-305.0
2022-08-05,RevFT:Sneaky,natstop,S,245.0
2022-08-05,RevFT:Sneaky,adrstop,S,245.0
2022-08-05,RevFT:Trap,natstop,S,-280.0
2022-08-05,RevFT:Trap,adrstop,S,-905.0
2022-08-05,RevFT:OB,natstop,S,-305.0
2022-08-05,RevFT:OB,adrstop,S,-42.5
2022-08-05,MC:CC3,natstop,L,-1255.0
2022-08-05,MC:CC3,adrstop,L,-905.0
2022-08-05,MC:CC4,natstop,S,-1242.5
2022-08-05,MC:CC4,adrstop,S,-905.0
2022-08-05,MC:CC3,natstop,L,257.5
2022-08-05,MC:CC3,adrstop,L,257.5
2022-08-05,MC:CC4,natstop,L,207.5
2022-08-05,MC:CC4,adrstop,L,207.5
2022-08-05,MC:CC5,natstop,L,195.0
2022-08-05,MC:CC5,adrstop,L,195.0
2022-08-05,MC:CC3,natstop,L,-492.5
2022-08-05,MC:CC3,adrstop,L,-905.0
2022-08-10,RevFT:Trap,natstop,S,-405.0
2022-08-10,RevFT:Trap,adrstop,S,-192.5
2022-08-10,RevFT:Trap,natstop,S,-292.5
2022-08-10,RevFT:Trap,adrstop,S,-192.5
2022-08-10,RevFT:Trap,natstop,S,-267.5
2022-08-10,RevFT:Trap,adrstop,S,-267.5
2022-08-10,MC:CC3,natstop,S,-705.0
2022-08-10,MC:CC3,adrstop,S,-880.0
2022-08-10,MC:CC5,natstop,L,495.0
2022-08-10,MC:CC5,adrstop,L,495.0
2022-08-10,MC:CC4,natstop,L,-530.0
2022-08-10,MC:CC4,adrstop,L,-92.5
2022-08-11,RevFT:BO,natstop,S,1720.0
2022-08-11,RevFT:BO,adrstop,S,1720.0
2022-08-11,RevFT:Trap,natstop,S,1595.0
2022-08-11,RevFT:Trap,adrstop,S,1595.0
2022-08-11,RevFT:IB,natstop,L,-455.0
2022-08-11,RevFT:IB,adrstop,L,-792.5
2022-08-11,RevFT:Trap,natstop,L,-292.5
2022-08-11,RevFT:Trap,adrstop,L,-792.5
2022-08-11,RevFT:IB,natstop,S,-180.0
2022-08-11,RevFT:IB,adrstop,S,820.0
2022-08-11,RevFT:Trap,natstop,S,970.0
2022-08-11,RevFT:Trap,adrstop,S,970.0
2022-08-11,MC:CC3,natstop,S,1482.5
2022-08-11,MC:CC3,adrstop,S,1482.5
2022-08-11,MC:CC4,natstop,S,7.5
2022-08-11,MC:CC4,adrstop,S,7.5
2022-08-11,MC:CC5,natstop,S,-67.5
2022-08-11,MC:CC5,adrstop,S,-67.5
2022-08-17,1E-WT,chase,S,-717.5
2022-08-17,1E-WT,chase,S,-717.5
2022-08-17,1E-WT,retest6,S,-717.5
2022-08-17,RevFT:Trap,natstop,L,-492.5
2022-08-17,RevFT:Trap,adrstop,L,-717.5
2022-08-17,RevFT:OB,natstop,S,-492.5
2022-08-17,RevFT:OB,adrstop,S,-717.5
2022-08-17,RevFT:Sneaky,natstop,L,870.0
2022-08-17,RevFT:Sneaky,adrstop,L,870.0
2022-08-17,RevFT:Trap,natstop,S,-192.5
2022-08-17,RevFT:Trap,adrstop,S,-717.5
2022-08-17,RevFT:Trap,natstop,S,-192.5
2022-08-17,RevFT:Trap,adrstop,S,-717.5
2022-08-17,RevFT:Sneaky,natstop,S,445.0
2022-08-17,RevFT:Sneaky,adrstop,S,445.0
2022-08-17,MC:CC4,natstop,S,-905.0
2022-08-17,MC:CC4,adrstop,S,-717.5
2022-08-17,MC:CC4,natstop,L,407.5
2022-08-17,MC:CC4,adrstop,L,407.5
2022-08-17,MC:CC2,natstop,L,-917.5
2022-08-17,MC:CC2,adrstop,L,-717.5
2022-08-17,MC:CC4,natstop,L,-980.0
2022-08-17,MC:CC4,adrstop,L,-717.5
2022-08-22,RevFT:OB,natstop,L,-342.5
2022-08-22,RevFT:OB,adrstop,L,-705.0
2022-08-22,RevFT:Sneaky,natstop,S,-355.0
2022-08-22,RevFT:Sneaky,adrstop,S,657.5
2022-08-22,RevFT:Trap,natstop,L,-205.0
2022-08-22,RevFT:Trap,adrstop,L,120.0
2022-08-22,MC:CC4,natstop,S,-292.5
2022-08-22,MC:CC4,adrstop,S,-292.5
2022-08-22,MC:CC5,natstop,S,-305.0
2022-08-22,MC:CC5,adrstop,S,-305.0
2022-08-22,MC:CC5,natstop,S,-442.5
2022-08-22,MC:CC5,adrstop,S,-517.5
2022-08-29,1E-WT,chase,S,-842.5
2022-08-29,1E-WT,retest6,S,-842.5
2022-08-29,1E-WT,chase,L,-842.5
2022-08-29,1E-WT,retest6,L,-842.5
2022-08-29,RevFT:Trap,natstop,S,-767.5
2022-08-29,RevFT:Trap,adrstop,S,-842.5
2022-08-29,RevFT:Trap,natstop,S,-567.5
2022-08-29,RevFT:Trap,adrstop,S,-842.5
2022-08-29,RevFT:Trap,natstop,S,-705.0
2022-08-29,RevFT:Trap,adrstop,S,-842.5
2022-08-29,RevFT:BO,natstop,S,-567.5
2022-08-29,RevFT:BO,adrstop,S,-842.5
2022-08-29,RevFT:BO,natstop,S,-330.0
2022-08-29,RevFT:BO,adrstop,S,870.0
2022-08-29,MC:CC3,natstop,S,-830.0
2022-08-29,MC:CC3,adrstop,S,-842.5
2022-08-29,MC:CC4,natstop,S,-1192.5
2022-08-29,MC:CC4,adrstop,S,-842.5
2022-08-29,MC:CC4,natstop,L,-805.0
2022-08-29,MC:CC4,adrstop,L,-842.5
2022-08-29,MC:CC4,natstop,L,-1042.5
2022-08-29,MC:CC4,adrstop,L,-842.5
2022-08-29,MC:CC4,natstop,S,-655.0
2022-08-29,MC:CC4,adrstop,S,-842.5
2022-09-01,RevFT:Trap,natstop,L,-817.5
2022-09-01,RevFT:Trap,adrstop,L,-917.5
2022-09-01,RevFT:BO,natstop,L,1957.5
2022-09-01,RevFT:BO,adrstop,L,1957.5
2022-09-01,RevFT:Trap,natstop,S,-817.5
2022-09-01,RevFT:Trap,adrstop,S,-917.5
2022-09-01,RevFT:Trap,natstop,S,-355.0
2022-09-01,RevFT:Trap,adrstop,S,-917.5
2022-09-01,RevFT:Trap,natstop,L,2320.0
2022-09-01,RevFT:Trap,adrstop,L,2320.0
2022-09-01,RevFT:Trap,natstop,S,-280.0
2022-09-01,RevFT:Trap,adrstop,S,-917.5
2022-09-01,RevFT:OB,natstop,S,-555.0
2022-09-01,RevFT:OB,adrstop,S,-917.5
2022-09-01,MC:CC3,natstop,L,-1055.0
2022-09-01,MC:CC3,adrstop,L,-917.5
2022-09-01,MC:CC3,natstop,L,2020.0
2022-09-01,MC:CC3,adrstop,L,2020.0
2022-09-01,MC:CC4,natstop,L,1807.5
2022-09-01,MC:CC4,adrstop,L,1807.5
2022-09-01,MC:CC5,natstop,S,-580.0
2022-09-01,MC:CC5,adrstop,S,-917.5
2022-09-01,MC:CC4,natstop,L,757.5
2022-09-01,MC:CC4,adrstop,L,757.5
2022-09-01,MC:CC5,natstop,L,557.5
2022-09-01,MC:CC5,adrstop,L,557.5
2022-09-02,1E-WT,chase,L,-967.5
2022-09-02,1E-WT,retest6,L,-967.5
2022-09-02,1E-WT,chase,S,995.0
2022-09-02,1E-WT,chase,S,332.5
2022-09-02,1E-WT,chase,S,70.0
2022-09-02,1E-WT,retest6,S,157.5
2022-09-02,1E-WT,chase,S,-217.5
2022-09-02,1E-WT,retest6,S,-130.0
2022-09-02,RevFT:IB,natstop,L,-1142.5
2022-09-02,RevFT:IB,adrstop,L,-967.5
2022-09-02,RevFT:Trap,natstop,S,4157.5
2022-09-02,RevFT:Trap,adrstop,S,4157.5
2022-09-02,RevFT:Sneaky,natstop,S,3932.5
2022-09-02,RevFT:Sneaky,adrstop,S,3932.5
2022-09-02,RevFT:OB,natstop,S,-455.0
2022-09-02,RevFT:OB,adrstop,S,220.0
2022-09-02,MC:CC4,natstop,L,-1067.5
2022-09-02,MC:CC4,adrstop,L,-967.5
2022-09-02,MC:CC4,natstop,S,3607.5
2022-09-02,MC:CC4,adrstop,S,3607.5
2022-09-02,MC:CC2,natstop,S,1132.5
2022-09-02,MC:CC2,adrstop,S,1132.5
2022-09-02,MC:CC2,natstop,S,395.0
2022-09-02,MC:CC2,adrstop,S,395.0
2022-09-13,1E-WT,chase,S,3220.0
2022-09-13,1E-WT,retest6,S,3307.5
2022-09-13,1E-WT,chase,S,2370.0
2022-09-13,1E-WT,retest6,S,2457.5
2022-09-13,1E-WT,chase,S,2145.0
2022-09-13,1E-WT,retest6,S,2232.5
2022-09-13,1E-WT,chase,S,2257.5
2022-09-13,1E-WT,retest6,S,2345.0
2022-09-13,1E-WT,chase,S,-967.5
2022-09-13,1E-WT,retest6,S,2157.5
2022-09-13,1E-WT,chase,L,-967.5
2022-09-13,1E-WT,retest6,L,-967.5
2022-09-13,1E-WT,chase,L,-967.5
2022-09-13,1E-WT,retest6,L,-967.5
2022-09-13,RevFT:IB,natstop,L,-280.0
2022-09-13,RevFT:IB,adrstop,L,-967.5
2022-09-13,RevFT:OB,natstop,L,-567.5
2022-09-13,RevFT:OB,adrstop,L,-967.5
2022-09-13,MC:CC3,natstop,S,3132.5
2022-09-13,MC:CC3,adrstop,S,3132.5
2022-09-13,MC:CC3,natstop,S,2770.0
2022-09-13,MC:CC3,adrstop,S,2770.0
2022-09-13,MC:CC5,natstop,S,2607.5
2022-09-13,MC:CC5,adrstop,S,2607.5
2022-09-13,MC:CC3,natstop,L,-680.0
2022-09-13,MC:CC3,adrstop,L,-967.5
2022-09-13,MC:CC3,natstop,S,1732.5
2022-09-13,MC:CC3,adrstop,S,1732.5
2022-09-13,MC:CC4,natstop,S,1595.0
2022-09-13,MC:CC4,adrstop,S,1595.0
2022-09-13,MC:CC5,natstop,S,1457.5
2022-09-13,MC:CC5,adrstop,S,1457.5
2022-09-16,RevFT:Trap,natstop,S,-705.0
2022-09-16,RevFT:Trap,adrstop,S,-842.5
2022-09-16,RevFT:Sneaky,natstop,L,1545.0
2022-09-16,RevFT:Sneaky,adrstop,L,1545.0
2022-09-16,RevFT:BO,natstop,L,1407.5
2022-09-16,RevFT:BO,adrstop,L,1407.5
2022-09-16,RevFT:IB,natstop,S,-517.5
2022-09-16,RevFT:IB,adrstop,S,-1005.0
2022-09-16,RevFT:OB,natstop,L,1495.0
2022-09-16,RevFT:OB,adrstop,L,1495.0
2022-09-16,MC:CC3,natstop,L,-742.5
2022-09-16,MC:CC3,adrstop,L,-1005.0
2022-09-16,MC:CC3,natstop,S,-667.5
2022-09-16,MC:CC3,adrstop,S,-1005.0
2022-09-16,MC:CC1,natstop,L,907.5
2022-09-16,MC:CC1,adrstop,L,907.5
2022-09-16,MC:CC2,natstop,L,845.0
2022-09-16,MC:CC2,adrstop,L,845.0
2022-09-19,RevFT:Trap,natstop,S,-567.5
2022-09-19,RevFT:Trap,adrstop,S,-892.5
2022-09-19,RevFT:IB,natstop,S,-392.5
2022-09-19,RevFT:IB,adrstop,S,-892.5
2022-09-19,RevFT:Trap,natstop,S,-242.5
2022-09-19,RevFT:Trap,adrstop,S,-892.5
2022-09-19,RevFT:IB,natstop,L,1570.0
2022-09-19,RevFT:IB,adrstop,L,1570.0
2022-09-19,RevFT:IB,natstop,S,-380.0
2022-09-19,RevFT:IB,adrstop,S,-892.5
2022-09-19,MC:CC5,natstop,L,-1267.5
2022-09-19,MC:CC5,adrstop,L,-892.5
2022-09-19,MC:CC4,natstop,S,-1092.5
2022-09-19,MC:CC4,adrstop,S,-892.5
2022-09-20,RevFT:Trap,natstop,L,-592.5
2022-09-20,RevFT:Trap,adrstop,L,-992.5
2022-09-20,RevFT:IB,natstop,S,-330.0
2022-09-20,RevFT:IB,adrstop,S,-130.0
2022-09-20,RevFT:Sneaky,natstop,S,-117.5
2022-09-20,RevFT:Sneaky,adrstop,S,-117.5
2022-09-20,RevFT:IB,natstop,L,-330.0
2022-09-20,RevFT:IB,adrstop,L,1070.0
2022-09-20,RevFT:BO,natstop,L,1270.0
2022-09-20,RevFT:BO,adrstop,L,1270.0
2022-09-20,MC:CC3,natstop,L,-767.5
2022-09-20,MC:CC3,adrstop,L,-992.5
2022-09-20,MC:CC5,natstop,L,-880.0
2022-09-20,MC:CC5,adrstop,L,-992.5
2022-09-20,MC:CC3,natstop,S,-380.0
2022-09-20,MC:CC3,adrstop,S,-992.5
2022-09-20,MC:CC4,natstop,S,-505.0
2022-09-20,MC:CC4,adrstop,S,-992.5
2022-09-20,MC:CC5,natstop,S,-642.5
2022-09-20,MC:CC5,adrstop,S,-992.5
2022-09-20,MC:CC2,natstop,S,-730.0
2022-09-20,MC:CC2,adrstop,S,-992.5
2022-09-20,MC:CC4,natstop,S,-692.5
2022-09-20,MC:CC4,adrstop,S,-992.5
2022-09-20,MC:CC1,natstop,L,707.5
2022-09-20,MC:CC1,adrstop,L,707.5
2022-09-26,1E-WT,chase,S,982.5
2022-09-26,1E-WT,retest6,S,1070.0
2022-09-26,1E-WT,chase,S,807.5
2022-09-26,1E-WT,retest6,S,895.0
2022-09-26,1E-WT,chase,S,-880.0
2022-09-26,1E-WT,retest6,S,-880.0
2022-09-26,RevFT:Sneaky,natstop,L,-780.0
2022-09-26,RevFT:Sneaky,adrstop,L,-880.0
2022-09-26,RevFT:BO,natstop,L,-680.0
2022-09-26,RevFT:BO,adrstop,L,-880.0
2022-09-26,RevFT:Trap,natstop,S,-730.0
2022-09-26,RevFT:Trap,adrstop,S,-880.0
2022-09-26,RevFT:Trap,natstop,S,-292.5
2022-09-26,RevFT:Trap,adrstop,S,-880.0
2022-09-26,RevFT:Sneaky,natstop,L,-1117.5
2022-09-26,RevFT:Sneaky,adrstop,L,-880.0
2022-09-26,MC:CC3,natstop,S,995.0
2022-09-26,MC:CC3,adrstop,S,995.0
2022-09-26,MC:CC4,natstop,L,-867.5
2022-09-26,MC:CC4,adrstop,L,-880.0
2022-09-26,MC:CC2,natstop,L,-1205.0
2022-09-26,MC:CC2,adrstop,L,-880.0
2022-09-27,1E-WT,chase,S,-892.5
2022-09-27,1E-WT,retest6,S,-892.5
2022-09-27,RevFT:Sneaky,natstop,S,1920.0
2022-09-27,RevFT:Sneaky,adrstop,S,1920.0
2022-09-27,RevFT:Trap,natstop,L,-542.5
2022-09-27,RevFT:Trap,adrstop,L,670.0
2022-09-27,RevFT:IB,natstop,L,-417.5
2022-09-27,RevFT:IB,adrstop,L,-892.5
2022-09-27,RevFT:Trap,natstop,L,-355.0
2022-09-27,RevFT:Trap,adrstop,L,682.5
2022-09-27,RevFT:Trap,natstop,L,582.5
2022-09-27,RevFT:Trap,adrstop,L,582.5
2022-09-27,MC:CC4,natstop,S,745.0
2022-09-27,MC:CC4,adrstop,S,745.0
2022-09-29,1E-WT,chase,S,-642.5
2022-09-29,1E-WT,retest6,S,-555.0
2022-09-29,1E-WT,chase,S,-1055.0
2022-09-29,1E-WT,retest6,S,-1055.0
2022-09-29,RevFT:Sneaky,natstop,S,-830.0
2022-09-29,RevFT:Sneaky,adrstop,S,-1055.0
2022-09-29,RevFT:BO,natstop,S,-105.0
2022-09-29,RevFT:BO,adrstop,S,-105.0
2022-09-29,RevFT:Sneaky,natstop,L,-642.5
2022-09-29,RevFT:Sneaky,adrstop,L,932.5
2022-09-29,RevFT:Sneaky,natstop,S,-605.0
2022-09-29,RevFT:Sneaky,adrstop,S,-1055.0
2022-09-29,MC:CC4,natstop,S,-1492.5
2022-09-29,MC:CC4,adrstop,S,-1055.0
2022-09-29,MC:CC5,natstop,S,-1567.5
2022-09-29,MC:CC5,adrstop,S,-1055.0
2022-09-29,MC:CC5,natstop,L,-830.0
2022-09-29,MC:CC5,adrstop,L,-1055.0
2022-09-29,MC:CC5,natstop,S,-155.0
2022-09-29,MC:CC5,adrstop,S,-155.0
2022-09-29,MC:CC4,natstop,S,-767.5
2022-09-29,MC:CC4,adrstop,S,-1055.0
2022-09-29,MC:CC5,natstop,S,-1005.0
2022-09-29,MC:CC5,adrstop,S,-1055.0
2022-10-04,RevFT:OB,natstop,S,-367.5
2022-10-04,RevFT:OB,adrstop,S,-505.0
2022-10-04,RevFT:OB,natstop,L,-355.0
2022-10-04,RevFT:OB,adrstop,L,-1092.5
2022-10-04,RevFT:IB,natstop,S,-342.5
2022-10-04,RevFT:IB,adrstop,S,-342.5
2022-10-04,RevFT:Trap,natstop,L,1070.0
2022-10-04,RevFT:Trap,adrstop,L,1070.0
2022-10-04,MC:CC3,natstop,L,-892.5
2022-10-04,MC:CC3,adrstop,L,170.0
2022-10-05,1E-WT,chase,S,-1117.5
2022-10-05,1E-WT,retest6,S,-1117.5
2022-10-05,1E-WT,chase,S,-1117.5
2022-10-05,1E-WT,retest6,S,-1117.5
2022-10-05,1E-WT,chase,S,-1117.5
2022-10-05,1E-WT,retest6,S,-1117.5
2022-10-05,1E-WT,chase,L,2257.5
2022-10-05,1E-WT,retest6,L,2345.0
2022-10-05,1E-WT,chase,L,995.0
2022-10-05,1E-WT,chase,L,657.5
2022-10-05,1E-WT,retest6,L,745.0
2022-10-05,1E-WT,chase,L,495.0
2022-10-05,1E-WT,retest6,L,582.5
2022-10-05,1E-WT,chase,L,-5.0
2022-10-05,1E-WT,retest6,L,82.5
2022-10-05,RevFT:IB,natstop,L,2807.5
2022-10-05,RevFT:IB,adrstop,L,2807.5
2022-10-05,RevFT:IB,natstop,S,-405.0
2022-10-05,RevFT:IB,adrstop,S,-1117.5
2022-10-05,RevFT:Trap,natstop,S,-467.5
2022-10-05,RevFT:Trap,adrstop,S,-1117.5
2022-10-05,MC:CC4,natstop,L,1382.5
2022-10-05,MC:CC4,adrstop,L,1382.5
2022-10-07,1E-WT,chase,S,607.5
2022-10-07,1E-WT,chase,S,420.0
2022-10-07,1E-WT,retest6,S,507.5
2022-10-07,1E-WT,chase,S,-105.0
2022-10-07,1E-WT,retest6,S,-17.5
2022-10-07,RevFT:BO,natstop,L,-517.5
2022-10-07,RevFT:BO,adrstop,L,-1155.0
2022-10-07,RevFT:BO,natstop,S,432.5
2022-10-07,RevFT:BO,adrstop,S,432.5
2022-10-07,RevFT:Trap,natstop,L,-242.5
2022-10-07,RevFT:Trap,adrstop,L,-67.5
2022-10-07,MC:CC4,natstop,S,1407.5
2022-10-07,MC:CC4,adrstop,S,1407.5
2022-10-07,MC:CC4,natstop,S,1120.0
2022-10-07,MC:CC4,adrstop,S,1120.0
2022-10-07,MC:CC5,natstop,S,682.5
2022-10-07,MC:CC5,adrstop,S,682.5
2022-10-07,MC:CC3,natstop,S,-17.5
2022-10-07,MC:CC3,adrstop,S,-17.5
2022-10-13,1E-WT,chase,L,5782.5
2022-10-13,1E-WT,retest6,L,5870.0
2022-10-13,1E-WT,chase,L,5620.0
2022-10-13,1E-WT,chase,L,2570.0
2022-10-13,1E-WT,retest6,L,2657.5
2022-10-13,1E-WT,chase,L,-1105.0
2022-10-13,1E-WT,retest6,L,1282.5
2022-10-13,1E-WT,chase,L,7.5
2022-10-13,1E-WT,retest6,L,95.0
2022-10-13,RevFT:Trap,natstop,S,-717.5
2022-10-13,RevFT:Trap,adrstop,S,-1105.0
2022-10-13,RevFT:Trap,natstop,S,-1630.0
2022-10-13,RevFT:Trap,adrstop,S,-1105.0
2022-10-13,RevFT:IB,natstop,S,-667.5
2022-10-13,RevFT:IB,adrstop,S,-1105.0
2022-10-13,RevFT:IB,natstop,L,120.0
2022-10-13,RevFT:IB,adrstop,L,120.0
2022-10-13,MC:CC3,natstop,L,4357.5
2022-10-13,MC:CC3,adrstop,L,4357.5
2022-10-13,MC:CC3,natstop,L,3320.0
2022-10-13,MC:CC3,adrstop,L,3320.0
2022-10-13,MC:CC5,natstop,L,2870.0
2022-10-13,MC:CC5,adrstop,L,2870.0
2022-10-13,MC:CC3,natstop,L,395.0
2022-10-13,MC:CC3,adrstop,L,395.0
2022-10-13,MC:CC4,natstop,L,120.0
2022-10-13,MC:CC4,adrstop,L,120.0
2022-10-13,MC:CC5,natstop,L,-342.5
2022-10-13,MC:CC5,adrstop,L,-1105.0
2022-10-13,MC:CC3,natstop,L,-55.0
2022-10-13,MC:CC3,adrstop,L,-55.0
2022-10-13,MC:CC4,natstop,L,-142.5
2022-10-13,MC:CC4,adrstop,L,-142.5
2022-10-13,MC:CC5,natstop,L,-442.5
2022-10-13,MC:CC5,adrstop,L,-442.5
2022-10-14,1E-WT,chase,S,4245.0
2022-10-14,1E-WT,retest6,S,4332.5
2022-10-14,1E-WT,chase,S,2970.0
2022-10-14,1E-WT,chase,S,1870.0
2022-10-14,1E-WT,retest6,S,1957.5
2022-10-14,1E-WT,chase,S,1857.5
2022-10-14,1E-WT,retest6,S,1945.0
2022-10-14,RevFT:Sneaky,natstop,L,-1492.5
2022-10-14,RevFT:Sneaky,adrstop,L,-1292.5
2022-10-14,RevFT:IB,natstop,S,1732.5
2022-10-14,RevFT:IB,adrstop,S,1732.5
2022-10-14,RevFT:Sneaky,natstop,L,-642.5
2022-10-14,RevFT:Sneaky,adrstop,L,-1292.5
2022-10-14,RevFT:Sneaky,natstop,L,-630.0
2022-10-14,RevFT:Sneaky,adrstop,L,-1292.5
2022-10-14,RevFT:IB,natstop,S,657.5
2022-10-14,RevFT:IB,adrstop,S,657.5
2022-10-14,MC:CC2,natstop,S,3132.5
2022-10-14,MC:CC2,adrstop,S,3132.5
2022-10-14,MC:CC3,natstop,S,357.5
2022-10-14,MC:CC3,adrstop,S,357.5
2022-10-14,MC:CC4,natstop,S,57.5
2022-10-14,MC:CC4,adrstop,S,57.5
2022-10-17,1E-WT,chase,S,-205.0
2022-10-17,1E-WT,retest6,S,-117.5
2022-10-17,RevFT:Sneaky,natstop,S,-655.0
2022-10-17,RevFT:Sneaky,adrstop,S,-330.0
2022-10-17,RevFT:BO,natstop,L,457.5
2022-10-17,RevFT:BO,adrstop,L,457.5
2022-10-17,RevFT:IB,natstop,S,-367.5
2022-10-17,RevFT:IB,adrstop,S,-305.0
2022-10-17,RevFT:Trap,natstop,L,-355.0
2022-10-17,RevFT:Trap,adrstop,L,207.5
2022-10-17,RevFT:IB,natstop,L,-505.0
2022-10-17,RevFT:IB,adrstop,L,195.0
2022-10-17,RevFT:Sneaky,natstop,L,-442.5
2022-10-17,RevFT:Sneaky,adrstop,L,70.0
2022-10-17,RevFT:BO,natstop,L,-455.0
2022-10-17,RevFT:BO,adrstop,L,20.0
2022-10-17,MC:CC5,natstop,L,320.0
2022-10-17,MC:CC5,adrstop,L,320.0
2022-10-18,1E-WT,chase,S,-1017.5
2022-10-18,1E-WT,chase,S,-1280.0
2022-10-18,1E-WT,retest6,S,-1280.0
2022-10-18,1E-WT,chase,S,-1280.0
2022-10-18,1E-WT,retest6,S,-1280.0
2022-10-18,RevFT:IB,natstop,L,-730.0
2022-10-18,RevFT:IB,adrstop,L,-1280.0
2022-10-18,RevFT:IB,natstop,L,-692.5
2022-10-18,RevFT:IB,adrstop,L,-1280.0
2022-10-18,RevFT:Sneaky,natstop,L,1670.0
2022-10-18,RevFT:Sneaky,adrstop,L,1670.0
2022-10-18,RevFT:BO,natstop,S,-1105.0
2022-10-18,RevFT:BO,adrstop,S,-1280.0
2022-10-18,RevFT:IB,natstop,L,-805.0
2022-10-18,RevFT:IB,adrstop,L,-1280.0
2022-10-18,RevFT:Trap,natstop,S,-480.0
2022-10-18,RevFT:Trap,adrstop,S,-480.0
2022-10-18,MC:CC4,natstop,S,-242.5
2022-10-18,MC:CC4,adrstop,S,-242.5
2022-10-18,MC:CC5,natstop,S,-255.0
2022-10-18,MC:CC5,adrstop,S,-255.0
2022-10-18,MC:CC4,natstop,S,-1817.5
2022-10-18,MC:CC4,adrstop,S,-1280.0
2022-10-18,MC:CC3,natstop,L,-780.0
2022-10-18,MC:CC3,adrstop,L,-1280.0
2022-10-18,MC:CC2,natstop,S,-792.5
2022-10-18,MC:CC2,adrstop,S,-1280.0
2022-10-18,MC:CC3,natstop,S,-1580.0
2022-10-18,MC:CC3,adrstop,S,-1280.0
2022-10-19,1E-WT,chase,S,-1305.0
2022-10-19,1E-WT,retest6,S,-1305.0
2022-10-19,1E-WT,chase,S,-1305.0
2022-10-19,1E-WT,retest6,S,-1305.0
2022-10-19,1E-WT,chase,S,-1305.0
2022-10-19,1E-WT,retest6,S,-1305.0
2022-10-19,RevFT:Sneaky,natstop,S,957.5
2022-10-19,RevFT:Sneaky,adrstop,S,957.5
2022-10-19,RevFT:IB,natstop,L,-555.0
2022-10-19,RevFT:IB,adrstop,L,-1305.0
2022-10-19,RevFT:BO,natstop,S,-455.0
2022-10-19,RevFT:BO,adrstop,S,-617.5
2022-10-19,MC:CC3,natstop,L,-1342.5
2022-10-19,MC:CC3,adrstop,L,-1305.0
2022-10-19,MC:CC4,natstop,L,-1417.5
2022-10-19,MC:CC4,adrstop,L,-1305.0
2022-10-19,MC:CC3,natstop,S,45.0
2022-10-19,MC:CC3,adrstop,S,45.0
2022-10-19,MC:CC4,natstop,S,32.5
2022-10-19,MC:CC4,adrstop,S,32.5
2022-10-19,MC:CC3,natstop,S,-992.5
2022-10-19,MC:CC3,adrstop,S,-1305.0
2022-10-19,MC:CC4,natstop,L,382.5
