Date,src,book,net
2024-06-04,REAL,WT-S,-705.0
2024-06-04,REAL,WT-L,1232.5
2024-06-04,REAL,WT-L,807.5
2024-06-04,PROXY,WT-S,-705.0
2024-06-04,PROXY,WT-L,1232.5
2024-06-04,PROXY,WT-L,807.5
2024-06-05,REAL,WT-L,820.0
2024-06-05,PROXY,WT-L,820.0
2024-06-11,REAL,WT-L,370.0
2024-06-11,PROXY,WT-L,370.0
2024-06-13,REAL,WT-S,-780.0
2024-06-13,PROXY,WT-S,-780.0
2024-06-24,REAL,WT-S,595.0
2024-06-24,REAL,WT-S,407.5
2024-06-24,PROXY,WT-S,595.0
2024-06-24,PROXY,WT-S,407.5
2024-06-28,REAL,WT-L,-530.0
2024-06-28,PROXY,WT-L,-530.0
2024-07-01,REAL,WT-S,-592.5
2024-07-01,REAL,WT-S,-592.5
2024-07-01,PROXY,WT-S,-592.5
2024-07-01,PROXY,WT-S,-592.5
2024-07-03,REAL,WT-L,745.0
2024-07-03,PROXY,WT-L,745.0
2024-07-05,REAL,WT-L,157.5
2024-07-05,PROXY,WT-L,157.5
2024-07-08,REAL,WT-S,20.0
2024-07-08,REAL,WT-S,-142.5
2024-07-08,REAL,WT-S,-255.0
2024-07-08,PROXY,WT-S,20.0
2024-07-08,PROXY,WT-S,-142.5
2024-07-08,PROXY,WT-S,-255.0
2024-07-10,REAL,WT-L,870.0
2024-07-10,REAL,WT-L,695.0
2024-07-10,PROXY,WT-L,870.0
2024-07-10,PROXY,WT-L,695.0
2024-07-15,REAL,WT-S,-605.0
2024-07-15,PROXY,WT-S,1082.5
2024-07-15,PROXY,WT-S,-605.0
2024-07-16,REAL,WT-S,-630.0
2024-07-16,PROXY,WT-S,-630.0
2024-07-19,REAL,WT-S,1232.5
2024-07-19,REAL,WT-S,307.5
2024-07-19,PROXY,WT-S,2032.5
2024-07-19,PROXY,WT-S,1232.5
2024-07-19,PROXY,WT-S,307.5
2024-07-25,REAL,WT-L,-892.5
2024-07-25,REAL,WT-S,2007.5
2024-07-25,PROXY,WT-L,-892.5
2024-07-25,PROXY,WT-S,2007.5
2024-07-29,PROXY,WT-S,-930.0
2024-07-30,REAL,WT-S,3045.0
2024-07-30,PROXY,WT-S,3045.0
2024-08-20,REAL,WT-S,-367.5
2024-08-20,PROXY,WT-S,-367.5
2024-08-21,REAL,WT-S,-367.5
2024-08-21,PROXY,WT-S,-367.5
2024-08-22,REAL,WT-S,2170.0
2024-08-22,PROXY,WT-S,2170.0
2024-08-26,REAL,WT-S,457.5
2024-08-26,REAL,WT-S,-392.5
2024-08-26,PROXY,WT-S,457.5
2024-08-26,PROXY,WT-S,-392.5
2024-08-27,REAL,WT-L,107.5
2024-08-27,PROXY,WT-L,107.5
2024-08-28,REAL,WT-S,-767.5
2024-08-28,PROXY,WT-S,-767.5
2024-08-29,REAL,WT-L,-792.5
2024-08-29,PROXY,WT-L,-792.5
2024-08-30,REAL,WT-S,-817.5
2024-08-30,PROXY,WT-S,-817.5
2024-09-04,PROXY,WT-S,870.0
2024-09-06,REAL,WT-S,282.5
2024-09-06,PROXY,WT-S,282.5
2024-09-17,REAL,WT-S,-292.5
2024-09-17,PROXY,WT-S,-292.5
2024-09-18,REAL,WT-L,-1067.5
2024-09-18,PROXY,WT-L,-1067.5
2024-09-23,REAL,WT-S,-417.5
2024-09-23,PROXY,WT-S,-417.5
2024-09-24,REAL,WT-L,182.5
2024-09-24,PROXY,WT-L,182.5
2024-09-25,REAL,WT-S,245.0
2024-09-25,REAL,WT-S,-355.0
2024-09-25,PROXY,WT-S,245.0
2024-09-25,PROXY,WT-S,-355.0
2024-09-27,REAL,WT-S,520.0
2024-09-27,PROXY,WT-S,520.0
2024-10-02,REAL,WT-L,945.0
2024-10-02,REAL,WT-L,-755.0
2024-10-02,REAL,WT-L,-755.0
2024-10-02,REAL,WT-L,-755.0
2024-10-02,PROXY,WT-L,945.0
2024-10-02,PROXY,WT-L,-755.0
2024-10-02,PROXY,WT-L,-755.0
2024-10-02,PROXY,WT-L,-755.0
2024-10-03,REAL,WT-L,-705.0
2024-10-03,PROXY,WT-L,-705.0
2024-10-08,REAL,WT-L,720.0
2024-10-08,PROXY,WT-L,720.0
2024-10-09,REAL,WT-L,95.0
2024-10-09,PROXY,WT-L,95.0
2024-10-10,PROXY,WT-S,-805.0
2024-10-11,REAL,WT-L,-30.0
2024-10-11,PROXY,WT-L,-30.0
2024-10-15,REAL,WT-S,1270.0
2024-10-15,REAL,WT-S,1245.0
2024-10-15,PROXY,WT-S,1270.0
2024-10-15,PROXY,WT-S,1245.0
2024-10-18,REAL,WT-L,-55.0
2024-10-18,PROXY,WT-L,-55.0
2024-10-25,REAL,WT-S,1682.5
2024-10-25,PROXY,WT-S,1682.5
2024-10-29,REAL,WT-L,782.5
2024-10-29,REAL,WT-L,407.5
2024-10-29,PROXY,WT-L,782.5
2024-10-29,PROXY,WT-L,407.5
2024-10-30,REAL,WT-S,1182.5
2024-10-30,PROXY,WT-S,1182.5
2024-11-04,REAL,WT-L,-767.5
2024-11-04,REAL,WT-L,-767.5
2024-11-04,PROXY,WT-L,-767.5
2024-11-04,PROXY,WT-L,-767.5
2024-11-08,REAL,WT-L,-417.5
2024-11-08,PROXY,WT-L,-417.5
2024-11-12,REAL,WT-S,357.5
2024-11-12,PROXY,WT-S,357.5
2024-11-13,REAL,WT-L,-780.0
2024-11-13,REAL,WT-L,-780.0
2024-11-13,PROXY,WT-L,-780.0
2024-11-13,PROXY,WT-L,-780.0
2024-11-14,REAL,WT-L,-780.0
2024-11-14,PROXY,WT-L,-780.0
2024-11-21,REAL,WT-L,-405.0
2024-11-21,PROXY,WT-L,-405.0
2024-11-22,REAL,WT-S,-817.5
2024-11-22,PROXY,WT-S,-817.5
2024-11-26,REAL,WT-S,-855.0
2024-11-26,PROXY,WT-S,-855.0
2024-12-03,REAL,WT-L,370.0
2024-12-03,PROXY,WT-L,370.0
2024-12-09,REAL,WT-L,-455.0
2024-12-09,PROXY,WT-L,-455.0
2024-12-10,REAL,WT-L,-417.5
2024-12-10,REAL,WT-S,582.5
2024-12-10,PROXY,WT-L,-417.5
2024-12-10,PROXY,WT-S,582.5
2024-12-11,REAL,WT-L,82.5
2024-12-11,PROXY,WT-L,82.5
2024-12-16,REAL,WT-L,-230.0
2024-12-16,PROXY,WT-L,-230.0
2024-12-17,REAL,WT-L,-467.5
2024-12-17,PROXY,WT-L,-467.5
2024-12-18,REAL,WT-S,10470.0
2024-12-18,PROXY,WT-S,10470.0
2024-12-31,REAL,WT-S,357.5
2024-12-31,PROXY,WT-S,357.5
2025-01-03,REAL,WT-S,-1467.5
2025-01-03,REAL,WT-S,-505.0
2025-01-03,PROXY,WT-S,-1467.5
2025-01-03,PROXY,WT-S,-505.0
2025-01-14,REAL,WT-S,-1155.0
2025-01-14,REAL,WT-L,-1155.0
2025-01-14,PROXY,WT-S,-242.5
2025-01-14,PROXY,WT-S,-1155.0
2025-01-14,PROXY,WT-L,-1155.0
2025-01-21,REAL,WT-L,220.0
2025-01-21,PROXY,WT-L,220.0
2025-01-24,REAL,WT-S,395.0
2025-01-24,PROXY,WT-S,395.0
2025-01-28,REAL,WT-S,-705.0
2025-01-28,PROXY,WT-S,-705.0
2025-02-05,REAL,WT-S,-917.5
2025-02-05,PROXY,WT-S,-917.5
2025-02-10,REAL,WT-L,-155.0
2025-02-10,REAL,WT-L,-292.5
2025-02-10,PROXY,WT-L,-155.0
2025-02-10,PROXY,WT-L,-292.5
2025-02-11,REAL,WT-L,295.0
2025-02-11,REAL,WT-L,257.5
2025-02-11,PROXY,WT-L,295.0
2025-02-11,PROXY,WT-L,257.5
2025-02-13,REAL,WT-L,1345.0
2025-02-13,PROXY,WT-L,1345.0
2025-02-14,REAL,WT-L,-380.0
2025-02-14,REAL,WT-L,-192.5
2025-02-14,REAL,WT-L,-155.0
2025-02-14,PROXY,WT-L,-380.0
2025-02-14,PROXY,WT-L,-192.5
2025-02-14,PROXY,WT-L,-155.0
2025-02-18,REAL,WT-S,-692.5
2025-02-18,REAL,WT-S,-692.5
2025-02-18,PROXY,WT-S,-692.5
2025-02-18,PROXY,WT-S,-692.5
2025-02-21,REAL,WT-S,3095.0
2025-02-21,REAL,WT-S,782.5
2025-02-21,PROXY,WT-S,3095.0
2025-02-21,PROXY,WT-S,782.5
2025-02-25,REAL,WT-S,-742.5
2025-02-25,PROXY,WT-S,-742.5
2025-02-26,REAL,WT-L,-817.5
2025-02-26,REAL,WT-L,-817.5
2025-02-26,PROXY,WT-L,-817.5
2025-02-26,PROXY,WT-L,-817.5
2025-03-03,REAL,WT-L,-1092.5
2025-03-03,REAL,WT-S,2357.5
2025-03-03,PROXY,WT-L,-1092.5
2025-03-03,PROXY,WT-S,2357.5
2025-03-05,REAL,WT-S,-1492.5
2025-03-05,PROXY,WT-S,-1492.5
2025-03-07,REAL,WT-S,-1692.5
2025-03-07,PROXY,WT-S,-1692.5
2025-03-13,REAL,WT-S,-242.5
2025-03-13,PROXY,WT-S,-242.5
2025-03-18,REAL,WT-S,-705.0
2025-03-18,PROXY,WT-S,-705.0
2025-03-18,PROXY,WT-S,-692.5
2025-03-19,REAL,WT-L,-1517.5
2025-03-19,PROXY,WT-L,-1517.5
2025-03-26,REAL,WT-S,2482.5
2025-03-26,REAL,WT-S,970.0
2025-03-26,REAL,WT-S,-167.5
2025-03-26,PROXY,WT-S,2482.5
2025-03-26,PROXY,WT-S,1707.5
2025-03-26,PROXY,WT-S,970.0
2025-03-26,PROXY,WT-S,-167.5
2025-03-28,REAL,WT-S,432.5
2025-03-28,PROXY,WT-S,432.5
2025-04-01,REAL,WT-S,-1205.0
2025-04-01,PROXY,WT-S,-442.5
2025-04-01,PROXY,WT-S,-1205.0
2025-04-15,REAL,WT-S,557.5
2025-04-15,PROXY,WT-S,557.5
2025-04-24,REAL,WT-L,2445.0
2025-04-24,REAL,WT-L,2257.5
2025-04-24,PROXY,WT-L,2445.0
2025-04-24,PROXY,WT-L,2257.5
2025-04-25,PROXY,WT-S,-1967.5
2025-04-29,REAL,WT-S,-917.5
2025-04-29,PROXY,WT-S,-917.5
2025-05-07,REAL,WT-L,-1380.0
2025-05-07,REAL,WT-S,-1380.0
2025-05-07,PROXY,WT-L,-1380.0
2025-05-07,PROXY,WT-S,-1380.0
2025-05-14,REAL,WT-S,-92.5
2025-05-14,PROXY,WT-S,-92.5
2025-05-22,REAL,WT-L,-5.0
2025-05-22,PROXY,WT-L,-5.0
2025-05-27,REAL,WT-L,1295.0
2025-05-27,REAL,WT-L,670.0
2025-05-27,REAL,WT-L,357.5
2025-05-27,PROXY,WT-L,1295.0
2025-05-27,PROXY,WT-L,670.0
2025-05-27,PROXY,WT-L,357.5
2025-05-28,REAL,WT-L,-892.5
2025-05-28,PROXY,WT-L,-892.5
2025-05-30,REAL,WT-S,-955.0
2025-05-30,PROXY,WT-S,-955.0
2025-06-05,REAL,WT-S,1182.5
2025-06-05,PROXY,WT-S,1182.5
2025-06-11,REAL,WT-L,-867.5
2025-06-11,REAL,WT-L,-867.5
2025-06-11,REAL,WT-S,1270.0
2025-06-11,REAL,WT-S,182.5
2025-06-11,PROXY,WT-L,-867.5
2025-06-11,PROXY,WT-L,-867.5
2025-06-11,PROXY,WT-S,1270.0
2025-06-11,PROXY,WT-S,182.5
2025-06-17,REAL,WT-S,-5.0
2025-06-17,PROXY,WT-S,1845.0
2025-06-17,PROXY,WT-S,-5.0
2025-06-26,REAL,WT-L,-80.0
2025-06-26,PROXY,WT-L,-80.0
2025-06-30,REAL,WT-L,395.0
2025-06-30,PROXY,WT-L,395.0
2025-07-02,REAL,WT-L,657.5
2025-07-02,REAL,WT-L,445.0
2025-07-02,REAL,WT-L,282.5
2025-07-02,PROXY,WT-L,657.5
2025-07-02,PROXY,WT-L,445.0
2025-07-02,PROXY,WT-L,282.5
2025-07-09,REAL,WT-S,-80.0
2025-07-09,PROXY,WT-S,-80.0
2025-07-09,PROXY,WT-L,870.0
2025-07-10,REAL,WT-L,-605.0
2025-07-10,PROXY,WT-L,-605.0
2025-07-18,REAL,WT-S,-330.0
2025-07-18,PROXY,WT-S,-330.0
2025-07-21,REAL,WT-L,-680.0
2025-07-21,PROXY,WT-L,-680.0
2025-07-25,REAL,WT-L,570.0
2025-07-25,REAL,WT-L,95.0
2025-07-25,REAL,WT-L,-80.0
2025-07-25,REAL,WT-L,-180.0
2025-07-25,PROXY,WT-L,570.0
2025-07-25,PROXY,WT-L,95.0
2025-07-25,PROXY,WT-L,-80.0
2025-07-25,PROXY,WT-L,-180.0
2025-07-28,REAL,WT-S,-505.0
2025-07-28,PROXY,WT-S,-505.0
2025-07-29,REAL,WT-S,370.0
2025-07-29,PROXY,WT-S,370.0
2025-08-05,REAL,WT-S,-767.5
2025-08-05,PROXY,WT-S,-767.5
2025-08-11,REAL,WT-S,-917.5
2025-08-11,REAL,WT-S,495.0
2025-08-11,PROXY,WT-S,-917.5
2025-08-11,PROXY,WT-S,495.0
2025-08-12,REAL,WT-L,445.0
2025-08-12,REAL,WT-L,232.5
2025-08-12,PROXY,WT-L,445.0
2025-08-12,PROXY,WT-L,232.5
2025-08-14,REAL,WT-L,-142.5
2025-08-14,PROXY,WT-L,-142.5
2025-08-19,REAL,WT-S,695.0
2025-08-19,PROXY,WT-S,695.0
2025-08-20,REAL,WT-L,720.0
2025-08-20,PROXY,WT-L,720.0
2025-08-26,REAL,WT-L,1470.0
2025-08-26,REAL,WT-L,1170.0
2025-08-26,PROXY,WT-L,1470.0
2025-08-26,PROXY,WT-L,1170.0
2025-09-04,REAL,WT-L,1557.5
2025-09-04,REAL,WT-L,1470.0
2025-09-04,REAL,WT-L,1045.0
2025-09-04,PROXY,WT-L,1557.5
2025-09-04,PROXY,WT-L,1470.0
2025-09-04,PROXY,WT-L,1045.0
2025-09-08,REAL,WT-S,-280.0
2025-09-08,REAL,WT-S,-317.5
2025-09-08,PROXY,WT-S,-280.0
2025-09-08,PROXY,WT-S,-317.5
2025-09-09,REAL,WT-L,720.0
2025-09-09,PROXY,WT-L,757.5
2025-09-09,PROXY,WT-L,720.0
2025-09-11,REAL,WT-L,-5.0
2025-09-11,PROXY,WT-L,-5.0
2025-09-12,REAL,WT-L,-317.5
2025-09-12,PROXY,WT-L,-317.5
2025-09-16,REAL,WT-S,-192.5
2025-09-16,PROXY,WT-S,-155.0
2025-09-16,PROXY,WT-S,-192.5
2025-09-16,PROXY,WT-L,45.0
2025-09-17,REAL,WT-L,-605.0
2025-09-17,PROXY,WT-L,-605.0
2025-09-19,REAL,WT-L,657.5
2025-09-19,REAL,WT-L,482.5
2025-09-19,PROXY,WT-L,657.5
2025-09-19,PROXY,WT-L,482.5
2025-09-23,REAL,WT-S,1507.5
2025-09-23,PROXY,WT-S,1507.5
2025-09-24,REAL,WT-S,-255.0
2025-09-24,PROXY,WT-S,-255.0
2025-09-30,REAL,WT-L,957.5
2025-09-30,REAL,WT-L,-742.5
2025-09-30,PROXY,WT-L,895.0
2025-09-30,PROXY,WT-L,957.5
2025-09-30,PROXY,WT-L,-742.5
2025-10-02,REAL,WT-S,-755.0
2025-10-02,REAL,WT-L,395.0
2025-10-02,PROXY,WT-S,-755.0
2025-10-02,PROXY,WT-L,395.0
2025-10-03,REAL,WT-L,-742.5
2025-10-03,PROXY,WT-L,-742.5
2025-10-07,REAL,WT-S,-230.0
2025-10-07,PROXY,WT-S,-230.0
2025-10-10,REAL,WT-S,9345.0
2025-10-10,REAL,WT-S,9432.5
2025-10-10,REAL,WT-S,-705.0
2025-10-10,PROXY,WT-S,9345.0
2025-10-10,PROXY,WT-S,-705.0
2025-10-16,REAL,WT-S,-1167.5
2025-10-16,PROXY,WT-S,-1167.5
2025-10-31,PROXY,WT-S,1120.0
2025-11-05,REAL,WT-L,-842.5
2025-11-05,PROXY,WT-L,-842.5
2025-11-06,REAL,WT-S,1632.5
2025-11-06,PROXY,WT-S,1632.5
2025-11-07,REAL,WT-S,-867.5
2025-11-07,PROXY,WT-S,-867.5
2025-11-12,REAL,WT-S,-530.0
2025-11-12,PROXY,WT-S,-530.0
2025-11-13,REAL,WT-L,-1005.0
2025-11-13,PROXY,WT-L,-1005.0
2025-11-21,REAL,WT-L,-1567.5
2025-11-21,PROXY,WT-L,-1567.5
2025-11-21,PROXY,WT-L,-1567.5
2025-11-26,PROXY,WT-S,-1742.5
2025-12-03,REAL,WT-L,770.0
2025-12-03,REAL,WT-L,-142.5
2025-12-03,PROXY,WT-L,770.0
2025-12-03,PROXY,WT-L,-142.5
2025-12-05,REAL,WT-S,-255.0
2025-12-05,PROXY,WT-S,-255.0
2025-12-08,REAL,WT-S,-605.0
2025-12-08,PROXY,WT-S,-605.0
2025-12-12,REAL,WT-L,-742.5
2025-12-12,PROXY,WT-L,-742.5
2025-12-15,REAL,WT-L,-842.5
2025-12-15,REAL,WT-L,7.5
2025-12-15,PROXY,WT-L,-842.5
2025-12-15,PROXY,WT-S,-42.5
2025-12-15,PROXY,WT-L,7.5
2025-12-17,REAL,WT-L,-905.0
2025-12-17,REAL,WT-S,345.0
2025-12-17,REAL,WT-S,157.5
2025-12-17,REAL,WT-S,82.5
2025-12-17,REAL,WT-S,-430.0
2025-12-17,PROXY,WT-L,-905.0
2025-12-17,PROXY,WT-S,345.0
2025-12-17,PROXY,WT-S,157.5
2025-12-17,PROXY,WT-S,82.5
2025-12-17,PROXY,WT-S,-430.0
2025-12-19,REAL,WT-L,45.0
2025-12-19,PROXY,WT-L,45.0
2025-12-22,REAL,WT-L,107.5
2025-12-22,PROXY,WT-L,107.5
2025-12-23,REAL,WT-L,1120.0
2025-12-23,PROXY,WT-L,1120.0
2025-12-26,REAL,WT-S,195.0
2025-12-26,PROXY,WT-S,195.0
2026-01-02,REAL,WT-S,-680.0
2026-01-02,PROXY,WT-S,-680.0
2026-01-05,REAL,WT-L,-67.5
2026-01-05,REAL,WT-L,-405.0
2026-01-05,PROXY,WT-L,-67.5
2026-01-05,PROXY,WT-L,-405.0
2026-01-07,REAL,WT-L,-605.0
2026-01-07,PROXY,WT-L,-605.0
2026-01-09,PROXY,WT-S,-605.0
2026-01-12,REAL,WT-L,370.0
2026-01-12,PROXY,WT-L,370.0
2026-01-14,REAL,WT-S,-730.0
2026-01-14,PROXY,WT-S,-730.0
2026-01-16,REAL,WT-S,607.5
2026-01-16,PROXY,WT-S,607.5
2026-01-27,PROXY,WT-L,82.5
2026-01-29,REAL,WT-L,1995.0
2026-01-29,REAL,WT-L,1057.5
2026-01-29,PROXY,WT-L,1995.0
2026-01-29,PROXY,WT-L,1057.5
2026-02-03,REAL,WT-S,945.0
2026-02-03,REAL,WT-S,595.0
2026-02-03,PROXY,WT-S,945.0
2026-02-03,PROXY,WT-S,595.0
2026-02-04,REAL,WT-S,-1092.5
2026-02-04,PROXY,WT-S,-1092.5
2026-02-09,REAL,WT-S,532.5
2026-02-09,PROXY,WT-S,532.5
2026-02-10,PROXY,WT-S,432.5
2026-02-12,REAL,WT-S,1482.5
2026-02-12,REAL,WT-S,-1367.5
2026-02-12,PROXY,WT-S,1482.5
2026-02-12,PROXY,WT-S,-1367.5
2026-02-13,REAL,WT-L,-1417.5
2026-02-13,PROXY,WT-L,-1417.5
2026-02-17,REAL,WT-L,-705.0
2026-02-17,PROXY,WT-L,-705.0
2026-02-18,REAL,WT-S,382.5
2026-02-18,PROXY,WT-S,382.5
2026-02-25,REAL,WT-L,532.5
2026-02-25,REAL,WT-L,507.5
2026-02-25,PROXY,WT-L,532.5
2026-02-25,PROXY,WT-L,507.5
2026-03-04,REAL,WT-L,-80.0
2026-03-04,PROXY,WT-L,-80.0
2026-03-05,REAL,WT-S,170.0
2026-03-05,PROXY,WT-S,170.0
2026-03-17,REAL,WT-S,20.0
2026-03-17,PROXY,WT-S,20.0
2026-03-17,PROXY,WT-L,-380.0
2026-03-19,PROXY,WT-L,1470.0
2026-04-07,REAL,WT-L,-1492.5
2026-04-07,PROXY,WT-L,-1492.5
2026-04-09,REAL,WT-L,-392.5
2026-04-09,PROXY,WT-L,-392.5
2026-04-10,REAL,WT-S,-267.5
2026-04-10,PROXY,WT-L,-1405.0
2026-04-10,PROXY,WT-S,-267.5
2026-04-13,REAL,WT-L,1932.5
2026-04-13,PROXY,WT-L,1932.5
2026-04-15,REAL,WT-L,820.0
2026-04-15,REAL,WT-L,507.5
2026-04-15,PROXY,WT-L,820.0
2026-04-15,PROXY,WT-L,507.5
2026-04-20,REAL,WT-S,-555.0
2026-04-20,PROXY,WT-S,-555.0
2026-04-21,REAL,WT-S,432.5
2026-04-21,REAL,WT-S,257.5
2026-04-21,PROXY,WT-S,432.5
2026-04-21,PROXY,WT-S,257.5
2026-04-22,REAL,WT-L,145.0
2026-04-22,PROXY,WT-L,145.0
2026-04-27,REAL,WT-S,-630.0
2026-04-27,REAL,WT-L,370.0
2026-04-27,PROXY,WT-S,-630.0
2026-04-27,PROXY,WT-L,370.0
2026-04-29,REAL,WT-S,-855.0
2026-04-29,REAL,WT-S,-855.0
2026-04-29,REAL,WT-S,-855.0
2026-04-29,PROXY,WT-S,-855.0
2026-04-29,PROXY,WT-S,-855.0
2026-04-29,PROXY,WT-S,-855.0
2026-05-04,REAL,WT-S,-892.5
2026-05-04,PROXY,WT-S,-892.5
2026-05-07,REAL,WT-L,-917.5
2026-05-07,REAL,WT-S,-917.5
2026-05-07,PROXY,WT-L,-917.5
2026-05-07,PROXY,WT-S,-917.5
2026-05-13,REAL,WT-L,2170.0
2026-05-13,REAL,WT-L,1832.5
2026-05-13,REAL,WT-L,170.0
2026-05-13,PROXY,WT-L,2170.0
2026-05-13,PROXY,WT-L,1832.5
2026-05-13,PROXY,WT-L,170.0
2026-05-18,REAL,WT-L,-917.5
2026-05-18,PROXY,WT-L,-917.5
2026-05-20,REAL,WT-L,282.5
2026-05-20,PROXY,WT-L,282.5
2026-05-28,REAL,WT-L,732.5
2026-05-28,REAL,WT-L,457.5
2026-05-28,PROXY,WT-L,732.5
2026-05-28,PROXY,WT-L,595.0
2026-05-28,PROXY,WT-L,457.5
2026-06-01,REAL,WT-L,-505.0
2026-06-01,PROXY,WT-L,-505.0
2026-06-03,REAL,WT-S,557.5
2026-06-03,PROXY,WT-S,557.5
2026-06-16,REAL,WT-S,1570.0
2026-06-16,PROXY,WT-S,1570.0
2026-06-17,REAL,WT-S,4132.5
2026-06-17,PROXY,WT-S,4132.5
2026-06-22,REAL,WT-S,-417.5
2026-06-22,PROXY,WT-S,-417.5
2026-06-24,REAL,WT-S,-1280.0
2026-06-24,REAL,WT-S,-1280.0
2026-06-24,PROXY,WT-S,-1280.0
2026-06-24,PROXY,WT-L,-1280.0
2026-06-24,PROXY,WT-S,-1280.0
2026-07-01,REAL,WT-L,-1217.5
2026-07-01,REAL,WT-S,1057.5
2026-07-01,PROXY,WT-L,-1217.5
2026-07-01,PROXY,WT-S,1057.5
2026-07-02,REAL,WT-S,282.5
2026-07-02,REAL,WT-S,-1130.0
2026-07-02,PROXY,WT-S,882.5
2026-07-02,PROXY,WT-S,282.5
2026-07-02,PROXY,WT-S,-1130.0
2026-07-06,REAL,WT-L,832.5
2026-07-06,REAL,WT-L,470.0
2026-07-06,PROXY,WT-L,832.5
2026-07-06,PROXY,WT-L,470.0
