Date,dir,net
2023-11-29,S,682.5
2023-11-29,S,-205.0
2023-11-30,L,-205.0
2023-11-30,S,-205.0
2023-12-01,L,-205.0
2023-12-01,L,-205.0
2023-12-01,S,-205.0
2023-12-04,S,-205.0
2023-12-04,S,-205.0
2023-12-04,S,-205.0
2023-12-05,L,-205.0
2023-12-05,S,-205.0
2023-12-05,S,-205.0
2023-12-05,S,-205.0
2023-12-05,L,-205.0
2023-12-06,S,-205.0
2023-12-07,L,-205.0
2023-12-08,S,-205.0
2023-12-08,S,-205.0
2023-12-13,L,1832.5
2023-12-13,L,-205.0
2023-12-13,L,-205.0
2023-12-14,L,-205.0
2023-12-15,L,470.0
2023-12-18,L,-205.0
2023-12-20,S,-205.0
2023-12-21,L,-205.0
2023-12-21,L,1195.0
2023-12-22,S,-205.0
2023-12-22,S,-205.0
2023-12-28,S,-205.0
2023-12-29,S,295.0
2024-01-03,L,-205.0
2024-01-03,L,-205.0
2024-01-03,L,-205.0
2024-01-05,S,-205.0
2024-01-05,S,-205.0
2024-01-05,L,-205.0
2024-01-05,S,7.5
2024-01-08,L,2357.5
2024-01-08,L,1907.5
2024-01-08,L,1895.0
2024-01-09,L,-205.0
2024-01-09,S,-205.0
2024-01-11,S,-205.0
2024-01-11,S,-205.0
2024-01-11,S,-205.0
2024-01-11,S,-205.0
2024-01-11,L,1582.5
2024-01-11,L,720.0
2024-01-11,L,332.5
2024-01-12,S,-205.0
2024-01-12,S,-205.0
2024-01-16,S,-205.0
2024-01-16,S,-205.0
2024-01-18,L,-205.0
2024-01-18,S,-205.0
2024-01-18,S,-205.0
2024-01-19,S,-205.0
2024-01-19,L,-205.0
2024-01-19,L,1570.0
2024-01-22,S,395.0
2024-01-22,S,-205.0
2024-01-23,L,820.0
2024-01-24,S,-205.0
2024-01-26,S,-205.0
2024-01-26,S,-205.0
2024-01-26,S,-205.0
2024-01-29,S,-205.0
2024-01-29,L,1420.0
2024-01-30,S,-205.0
2024-01-30,L,-205.0
2024-01-31,S,-205.0
2024-01-31,S,-205.0
2024-01-31,S,-205.0
2024-02-01,L,-205.0
2024-02-02,L,945.0
2024-02-02,L,-205.0
2024-02-02,L,-205.0
2024-02-05,L,-205.0
2024-02-06,S,-205.0
2024-02-06,L,-205.0
2024-02-06,L,-205.0
2024-02-07,L,-205.0
2024-02-09,L,-205.0
2024-02-09,L,307.5
2024-02-12,S,-205.0
2024-02-13,S,-205.0
2024-02-13,L,-205.0
2024-02-13,L,-205.0
2024-02-14,L,-205.0
2024-02-14,S,-205.0
2024-02-16,S,-205.0
2024-02-20,L,-205.0
2024-02-21,L,-205.0
2024-02-22,L,-205.0
2024-02-22,L,382.5
2024-02-26,L,-205.0
2024-02-27,S,-205.0
2024-03-01,L,370.0
2024-03-01,S,-205.0
2024-03-04,L,-205.0
2024-03-04,L,-205.0
2024-03-05,S,-205.0
2024-03-06,L,-205.0
2024-03-07,L,257.5
2024-03-07,L,170.0
2024-03-07,L,-205.0
2024-03-07,L,-205.0
2024-03-08,S,-205.0
2024-03-08,S,-205.0
2024-03-08,S,-205.0
2024-03-11,L,-205.0
2024-03-12,L,1582.5
2024-03-12,L,-205.0
2024-03-13,L,-205.0
2024-03-14,S,-205.0
2024-03-15,L,-205.0
2024-03-15,S,-205.0
2024-03-15,S,-205.0
2024-03-15,L,295.0
2024-03-15,L,-205.0
2024-03-18,S,-205.0
2024-03-18,L,-205.0
2024-03-18,L,-205.0
2024-03-20,L,-205.0
2024-03-21,S,-205.0
2024-03-21,L,-205.0
2024-03-21,S,382.5
2024-03-22,L,-205.0
2024-03-25,S,-205.0
2024-03-25,L,-205.0
2024-03-27,S,-205.0
2024-04-01,S,-205.0
2024-04-01,S,-205.0
2024-04-01,S,-205.0
2024-04-04,L,-205.0
2024-04-05,L,-205.0
2024-04-05,L,-205.0
2024-04-05,S,-205.0
2024-04-08,S,-205.0
2024-04-08,L,-205.0
2024-04-10,L,-205.0
2024-04-10,L,-205.0
2024-04-10,S,-205.0
2024-04-11,L,-205.0
2024-04-12,S,-205.0
2024-04-12,S,-205.0
2024-04-12,L,-205.0
2024-04-12,S,-205.0
2024-04-12,S,-205.0
2024-04-15,S,-205.0
2024-04-16,S,-205.0
2024-04-16,S,-205.0
2024-04-17,L,-205.0
2024-04-17,L,-205.0
2024-04-19,L,-205.0
2024-04-19,S,-205.0
2024-04-19,S,-205.0
2024-04-19,S,-205.0
2024-04-19,S,695.0
2024-04-22,S,-205.0
2024-04-22,L,857.5
2024-04-23,L,1420.0
2024-04-23,L,-205.0
2024-04-24,S,1457.5
2024-04-24,S,-205.0
2024-04-24,L,-205.0
2024-04-25,L,-205.0
2024-04-25,L,-205.0
2024-04-26,L,-205.0
2024-04-30,S,-205.0
2024-05-06,L,-205.0
2024-05-06,L,-205.0
2024-05-06,S,-205.0
2024-05-06,L,870.0
2024-05-07,L,-205.0
2024-05-10,S,-205.0
2024-05-10,S,-205.0
2024-05-15,L,-205.0
2024-05-20,S,257.5
2024-05-22,S,-205.0
2024-05-22,S,-205.0
2024-05-22,S,-205.0
2024-05-22,S,-205.0
2024-05-22,S,-205.0
2024-05-23,S,-205.0
2024-05-23,L,-205.0
2024-05-24,L,-205.0
2024-05-29,L,-205.0
2024-05-30,S,-205.0
2024-05-30,L,-205.0
2024-05-31,S,-205.0
2024-05-31,S,-205.0
2024-05-31,S,-205.0
2024-05-31,S,-205.0
2024-06-03,S,-205.0
2024-06-03,L,-205.0
2024-06-05,L,1207.5
2024-06-05,L,1132.5
2024-06-06,S,-205.0
2024-06-06,S,20.0
2024-06-06,S,-205.0
2024-06-06,S,-205.0
2024-06-07,S,-205.0
2024-06-07,L,-205.0
2024-06-07,L,-205.0
2024-06-10,L,620.0
2024-06-10,L,-205.0
2024-06-12,S,-205.0
2024-06-13,S,-205.0
2024-06-14,L,-205.0
2024-06-18,L,-205.0
2024-06-20,S,-205.0
2024-06-20,S,-205.0
2024-06-20,L,-205.0
2024-06-24,S,-205.0
2024-06-24,S,-205.0
2024-06-24,S,-205.0
2024-06-25,L,-205.0
2024-06-25,L,-205.0
2024-06-25,S,-205.0
2024-06-25,L,270.0
2024-06-26,L,-205.0
2024-06-26,L,-205.0
2024-06-27,S,-205.0
2024-06-28,L,-205.0
2024-07-02,L,420.0
2024-07-05,L,95.0
2024-07-08,S,95.0
2024-07-08,S,-80.0
2024-07-08,S,-205.0
2024-07-09,L,-205.0
2024-07-10,L,870.0
2024-07-10,L,707.5
2024-07-11,S,-205.0
2024-07-12,L,-205.0
2024-07-12,L,-205.0
2024-07-12,L,-205.0
2024-07-12,S,-205.0
2024-07-15,L,-205.0
2024-07-16,S,-205.0
2024-07-16,S,-205.0
2024-07-16,S,-205.0
2024-07-16,L,145.0
2024-07-18,S,882.5
2024-07-18,S,-205.0
2024-07-18,L,-205.0
2024-07-22,S,-205.0
2024-07-22,S,-205.0
2024-07-22,L,532.5
2024-07-22,L,95.0
2024-07-22,L,-205.0
2024-07-23,S,-205.0
2024-07-23,S,-205.0
2024-07-24,S,2157.5
2024-07-24,S,-205.0
2024-07-25,L,-205.0
2024-07-25,L,-205.0
2024-07-26,S,-205.0
2024-07-29,L,-205.0
2024-07-29,S,-205.0
2024-07-30,S,3482.5
2024-07-31,L,-205.0
2024-07-31,L,-205.0
2024-07-31,S,-205.0
2024-08-01,S,5482.5
2024-08-01,S,4720.0
2024-08-01,S,-205.0
2024-08-01,S,-205.0
2024-08-01,S,1132.5
2024-08-01,S,-205.0
2024-08-01,S,-205.0
2024-08-02,S,-205.0
2024-08-02,L,-205.0
2024-08-02,L,-205.0
2024-08-02,L,-205.0
2024-08-02,S,-205.0
2024-08-05,L,-205.0
2024-08-05,L,-205.0
2024-08-06,L,-205.0
2024-08-06,L,-205.0
2024-08-06,L,-205.0
2024-08-07,L,-205.0
2024-08-07,S,3032.5
2024-08-07,S,-205.0
2024-08-08,L,-205.0
2024-08-09,L,-205.0
2024-08-09,L,-205.0
2024-08-09,L,-205.0
2024-08-12,L,-205.0
2024-08-13,L,-205.0
2024-08-14,S,-205.0
2024-08-16,L,-205.0
2024-08-21,S,-205.0
2024-08-21,L,-205.0
2024-08-26,S,-205.0
2024-08-27,L,-205.0
2024-08-27,L,-205.0
2024-08-27,S,-205.0
2024-08-28,S,1620.0
2024-08-28,S,1532.5
2024-08-28,S,-205.0
2024-08-28,L,-205.0
2024-08-28,S,-205.0
2024-08-29,L,-205.0
2024-08-30,S,-205.0
2024-08-30,S,-205.0
2024-09-03,S,2182.5
2024-09-03,S,-205.0
2024-09-03,L,-205.0
2024-09-04,S,-205.0
2024-09-05,S,-205.0
2024-09-05,S,-205.0
2024-09-05,S,-205.0
2024-09-05,L,-205.0
2024-09-06,S,-205.0
2024-09-06,S,-205.0
2024-09-09,S,-205.0
2024-09-09,S,-205.0
2024-09-09,L,-205.0
2024-09-09,S,-205.0
2024-09-10,S,-205.0
2024-09-11,L,4232.5
2024-09-11,L,-205.0
2024-09-11,L,-205.0
2024-09-12,L,-205.0
2024-09-12,L,-205.0
2024-09-12,L,-205.0
2024-09-12,L,-205.0
2024-09-17,S,157.5
2024-09-17,S,-205.0
2024-09-18,L,-205.0
2024-09-19,L,-205.0
2024-09-19,S,-205.0
2024-09-19,L,-205.0
2024-09-19,L,-205.0
2024-09-19,L,-205.0
2024-09-20,S,-205.0
2024-09-20,S,-205.0
2024-09-20,L,-205.0
2024-09-20,L,-205.0
2024-09-24,S,-205.0
2024-09-24,L,-205.0
2024-09-24,L,-205.0
2024-09-24,L,-205.0
2024-09-25,S,245.0
2024-09-25,S,70.0
2024-09-25,S,32.5
2024-09-25,S,-205.0
2024-09-26,L,157.5
2024-09-27,S,-205.0
2024-09-27,L,-205.0
2024-09-27,S,-205.0
2024-09-27,S,-205.0
2024-09-30,L,-205.0
2024-10-01,S,-205.0
2024-10-01,L,-205.0
2024-10-01,S,-205.0
2024-10-01,S,-205.0
2024-10-01,L,-205.0
2024-10-01,L,-205.0
2024-10-01,L,-205.0
2024-10-02,L,-205.0
2024-10-02,L,-205.0
2024-10-02,L,-205.0
2024-10-03,L,-205.0
2024-10-03,L,-205.0
2024-10-07,L,-205.0
2024-10-07,S,982.5
2024-10-08,L,-205.0
2024-10-09,L,620.0
2024-10-09,L,-205.0
2024-10-10,L,-205.0
2024-10-10,L,-205.0
2024-10-10,S,-205.0
2024-10-10,S,-205.0
2024-10-11,L,-205.0
2024-10-14,L,-205.0
2024-10-16,S,-205.0
2024-10-18,L,395.0
2024-10-18,L,-205.0
2024-10-21,S,-205.0
2024-10-22,L,-205.0
2024-10-22,L,-205.0
2024-10-23,S,532.5
2024-10-25,L,-205.0
2024-10-25,S,-205.0
2024-10-25,S,757.5
2024-10-28,S,457.5
2024-10-30,L,-205.0
2024-10-31,S,-205.0
2024-11-01,S,-205.0
2024-11-01,S,-205.0
2024-11-04,S,245.0
2024-11-05,L,-205.0
2024-11-05,L,-205.0
2024-11-05,L,-205.0
2024-11-06,L,-205.0
2024-11-06,L,957.5
2024-11-08,L,-205.0
2024-11-12,S,-205.0
2024-11-14,S,-205.0
2024-11-14,L,-205.0
2024-11-15,L,-205.0
2024-11-18,S,-205.0
2024-11-21,L,-205.0
2024-11-29,L,-205.0
2024-11-29,S,20.0
2024-12-02,L,-205.0
2024-12-04,L,-205.0
2024-12-04,L,-205.0
2024-12-05,L,-205.0
2024-12-09,S,270.0
2024-12-10,S,657.5
2024-12-10,S,307.5
2024-12-11,L,195.0
2024-12-11,L,-205.0
2024-12-11,L,-205.0
2024-12-12,L,-205.0
2024-12-13,S,-205.0
2024-12-18,L,-205.0
2024-12-18,S,-205.0
2024-12-19,L,-205.0
2024-12-19,L,-205.0
2024-12-19,S,-205.0
2024-12-20,L,-205.0
2024-12-23,S,-205.0
2024-12-23,L,-205.0
2024-12-24,L,1045.0
2024-12-24,L,970.0
2024-12-24,L,-205.0
2024-12-27,S,-205.0
2024-12-27,L,-205.0
2024-12-30,L,-205.0
2025-01-02,L,-205.0
2025-01-02,S,-205.0
2025-01-02,S,-205.0
2025-01-02,L,-205.0
2025-01-02,L,-205.0
2025-01-03,L,-205.0
2025-01-03,L,-205.0
2025-01-06,L,-205.0
2025-01-06,L,-205.0
2025-01-06,S,870.0
2025-01-06,S,-205.0
2025-01-06,S,207.5
2025-01-06,S,-67.5
2025-01-08,L,-205.0
2025-01-08,L,-205.0
2025-01-08,L,-205.0
2025-01-08,S,-205.0
2025-01-10,S,-205.0
2025-01-10,L,-205.0
2025-01-10,S,-205.0
2025-01-13,L,-205.0
2025-01-13,L,-205.0
2025-01-14,S,-205.0
2025-01-14,S,-205.0
2025-01-16,S,-205.0
2025-01-16,S,-205.0
2025-01-17,L,-205.0
2025-01-21,S,-205.0
2025-01-21,S,-205.0
2025-01-21,L,-205.0
2025-01-24,S,-205.0
2025-01-24,S,-205.0
2025-01-24,S,520.0
2025-01-24,S,-205.0
2025-01-28,L,-205.0
2025-01-28,L,-205.0
2025-01-29,L,-205.0
2025-01-30,L,-205.0
2025-01-31,S,3082.5
2025-01-31,S,1857.5
2025-01-31,S,-205.0
2025-01-31,S,-205.0
2025-02-03,S,-205.0
2025-02-03,L,-205.0
2025-02-03,L,-205.0
2025-02-04,L,-205.0
2025-02-07,S,2232.5
2025-02-07,S,-205.0
2025-02-07,S,-205.0
2025-02-07,S,-205.0
2025-02-07,S,-205.0
2025-02-10,L,-205.0
2025-02-10,L,-205.0
2025-02-12,L,-205.0
2025-02-18,S,-205.0
2025-02-20,S,-205.0
2025-02-24,S,-205.0
2025-02-24,S,-205.0
2025-02-25,L,-205.0
2025-02-25,L,-205.0
2025-02-26,L,-205.0
2025-02-26,S,257.5
2025-02-26,L,-205.0
2025-02-26,L,-205.0
2025-02-27,L,-205.0
2025-02-27,L,-205.0
2025-02-28,L,-205.0
2025-02-28,L,-205.0
2025-03-03,S,-205.0
2025-03-03,L,-205.0
2025-03-03,S,-205.0
2025-03-04,S,-205.0
2025-03-04,L,-205.0
2025-03-04,L,-205.0
2025-03-05,S,-205.0
2025-03-05,S,-205.0
2025-03-06,S,-205.0
2025-03-06,S,-205.0
2025-03-10,S,-205.0
2025-03-10,S,-205.0
2025-03-11,L,-205.0
2025-03-11,L,-205.0
2025-03-11,L,-205.0
2025-03-12,L,-205.0
2025-03-12,L,-205.0
2025-03-14,S,-205.0
2025-03-18,S,-205.0
2025-03-19,L,-205.0
2025-03-19,L,-205.0
2025-03-20,S,-205.0
2025-03-21,L,-205.0
2025-03-24,L,-205.0
2025-03-24,L,-205.0
2025-03-26,S,-205.0
2025-03-26,S,-205.0
2025-03-26,S,-205.0
2025-03-28,S,2432.5
2025-03-31,L,-205.0
2025-03-31,L,745.0
2025-04-01,L,-205.0
2025-04-01,L,-205.0
2025-04-02,L,-205.0
2025-04-02,L,3795.0
2025-04-02,L,-205.0
2025-04-02,L,-205.0
2025-04-02,L,-205.0
2025-04-03,L,-205.0
2025-04-03,S,-205.0
2025-04-03,S,-205.0
2025-04-04,S,-205.0
2025-04-04,S,-205.0
2025-04-04,L,-205.0
2025-04-07,L,-205.0
2025-04-07,L,-205.0
2025-04-07,L,-205.0
2025-04-08,S,11170.0
2025-04-08,S,-205.0
2025-04-08,S,-205.0
2025-04-09,L,-205.0
2025-04-09,L,-205.0
2025-04-09,L,-205.0
2025-04-09,L,-205.0
2025-04-09,L,-205.0
2025-04-09,L,-205.0
2025-04-09,L,-205.0
2025-04-10,S,-205.0
2025-04-10,S,-205.0
2025-04-10,L,-205.0
2025-04-14,S,-205.0
2025-04-14,S,-205.0
2025-04-14,L,-205.0
2025-04-15,L,-205.0
2025-04-15,S,-205.0
2025-04-16,S,-205.0
2025-04-21,S,-205.0
2025-04-22,L,-205.0
2025-04-23,L,-205.0
2025-04-23,L,-205.0
2025-04-24,L,-205.0
2025-04-24,L,-205.0
2025-04-28,S,-205.0
2025-04-28,S,-205.0
2025-04-29,L,-205.0
2025-04-30,S,-205.0
2025-04-30,L,-205.0
2025-04-30,L,4557.5
2025-04-30,L,-205.0
2025-05-02,L,-205.0
2025-05-06,L,-205.0
2025-05-07,S,-205.0
2025-05-07,S,-205.0
2025-05-08,S,-205.0
2025-05-08,L,-205.0
2025-05-09,S,-205.0
2025-05-12,S,-205.0
2025-05-12,L,-205.0
2025-05-12,L,-205.0
2025-05-13,L,-205.0
2025-05-15,L,-205.0
2025-05-15,L,970.0
2025-05-15,L,-205.0
2025-05-20,S,-205.0
2025-05-21,L,-205.0
2025-05-22,L,-205.0
2025-05-27,L,1320.0
2025-05-27,L,682.5
2025-05-27,L,-205.0
2025-05-29,L,532.5
2025-05-30,S,-205.0
2025-06-02,S,-205.0
2025-06-02,S,-205.0
2025-06-02,L,-205.0
2025-06-02,L,-205.0
2025-06-02,L,720.0
2025-06-04,S,-205.0
2025-06-04,S,-205.0
2025-06-05,S,-205.0
2025-06-06,L,-205.0
2025-06-09,L,-205.0
2025-06-11,S,-205.0
2025-06-11,S,-205.0
2025-06-12,L,-205.0
2025-06-17,L,-205.0
2025-06-20,S,1232.5
2025-06-20,S,-205.0
2025-06-20,S,-205.0
2025-06-20,S,-205.0
2025-06-23,L,-205.0
2025-06-23,L,-205.0
2025-06-23,S,-205.0
2025-06-23,S,-205.0
2025-06-23,S,-205.0
2025-06-23,L,-205.0
2025-06-23,L,-205.0
2025-06-24,L,-205.0
2025-06-24,L,-205.0
2025-06-25,S,-205.0
2025-06-25,S,-205.0
2025-06-25,S,95.0
2025-06-25,S,-205.0
2025-06-25,S,-205.0
2025-06-26,L,7.5
2025-06-26,L,-205.0
2025-06-30,S,-205.0
2025-07-01,S,-205.0
2025-07-01,L,-205.0
2025-07-01,L,-205.0
2025-07-01,L,-205.0
2025-07-07,S,1007.5
2025-07-10,L,-205.0
2025-07-10,L,-205.0
2025-07-14,L,470.0
2025-07-15,S,2270.0
2025-07-15,S,2307.5
2025-07-15,S,-205.0
2025-07-16,L,-205.0
2025-07-16,L,-205.0
2025-07-16,L,-205.0
2025-07-21,L,-205.0
2025-07-22,L,-205.0
2025-07-23,L,-205.0
2025-07-24,L,-205.0
2025-07-24,L,-205.0
2025-07-25,L,557.5
2025-07-25,L,57.5
2025-07-29,S,1382.5
2025-07-29,S,770.0
2025-08-01,L,-205.0
2025-08-05,S,-205.0
2025-08-05,L,-205.0
2025-08-07,S,-205.0
2025-08-07,S,-205.0
2025-08-08,S,-205.0
2025-08-11,S,-205.0
2025-08-11,S,632.5
2025-08-11,S,570.0
2025-08-12,L,420.0
2025-08-13,L,-205.0
2025-08-15,S,457.5
2025-08-19,L,-205.0
2025-08-19,S,-205.0
2025-08-19,S,-205.0
2025-08-20,L,-205.0
2025-08-20,L,-205.0
2025-08-21,L,-205.0
2025-08-22,S,-205.0
2025-08-25,L,-205.0
2025-08-25,L,-205.0
2025-08-25,L,-205.0
2025-08-25,L,-205.0
2025-08-26,L,-205.0
2025-08-28,L,-205.0
2025-09-03,L,-205.0
2025-09-03,S,-205.0
2025-09-04,L,1957.5
2025-09-04,L,1020.0
2025-09-05,S,-205.0
2025-09-05,L,-205.0
2025-09-05,S,-205.0
2025-09-09,L,657.5
2025-09-11,L,845.0
2025-09-11,L,495.0
2025-09-11,S,-205.0
2025-09-12,L,-205.0
2025-09-16,S,-205.0
2025-09-17,L,-205.0
2025-09-19,S,-205.0
2025-09-23,S,-205.0
2025-09-24,S,-205.0
2025-09-24,S,-205.0
2025-09-25,L,-205.0
2025-09-25,L,-205.0
2025-09-26,S,-205.0
2025-09-26,L,-205.0
2025-09-29,S,-205.0
2025-09-29,S,-205.0
2025-09-30,L,-205.0
2025-10-01,L,-205.0
2025-10-03,S,-205.0
2025-10-03,S,-205.0
2025-10-06,L,507.5
2025-10-06,L,70.0
2025-10-06,L,-205.0
2025-10-07,S,720.0
2025-10-07,S,-205.0
2025-10-07,S,-205.0
2025-10-08,L,-205.0
2025-10-09,S,495.0
2025-10-09,L,-205.0
2025-10-10,S,-205.0
2025-10-10,S,-205.0
2025-10-13,S,-205.0
2025-10-14,L,2120.0
2025-10-14,L,1145.0
2025-10-14,L,-205.0
2025-10-15,S,-205.0
2025-10-15,S,-205.0
2025-10-16,L,-205.0
2025-10-20,S,-205.0
2025-10-21,L,-205.0
2025-10-21,L,-205.0
2025-10-22,S,-205.0
2025-10-22,S,-205.0
2025-10-22,S,-205.0
2025-10-22,L,-205.0
2025-10-22,L,-205.0
2025-10-23,L,-205.0
2025-10-23,L,-205.0
2025-10-24,L,-205.0
2025-10-28,L,-205.0
2025-10-28,L,-205.0
2025-10-29,S,-205.0
2025-10-30,L,-205.0
2025-11-03,S,-205.0
2025-11-04,S,-205.0
2025-11-04,S,-205.0
2025-11-05,L,-205.0
2025-11-05,L,-205.0
2025-11-06,S,-205.0
2025-11-06,S,-205.0
2025-11-07,L,-205.0
2025-11-07,S,-205.0
2025-11-07,S,-205.0
2025-11-07,L,-205.0
2025-11-10,L,-205.0
2025-11-10,S,-205.0
2025-11-11,L,1145.0
2025-11-11,L,545.0
2025-11-11,L,-205.0
2025-11-12,S,-205.0
2025-11-12,S,-205.0
2025-11-13,S,1945.0
2025-11-13,S,-205.0
2025-11-14,S,-205.0
2025-11-14,L,-205.0
2025-11-17,S,-205.0
2025-11-18,S,-205.0
2025-11-18,S,-205.0
2025-11-18,S,-205.0
2025-11-18,S,-205.0
2025-11-19,L,-205.0
2025-11-19,L,-205.0
2025-11-19,S,-205.0
2025-11-19,S,-205.0
2025-11-19,L,-205.0
2025-11-19,S,-205.0
2025-11-20,S,-205.0
2025-11-20,S,-205.0
2025-11-21,S,-205.0
2025-11-21,L,-205.0
2025-11-21,S,-205.0
2025-11-21,L,-205.0
2025-11-24,L,-205.0
2025-11-24,L,-205.0
2025-11-24,L,-205.0
2025-11-25,L,-205.0
2025-11-26,L,-205.0
2025-11-28,L,-205.0
2025-11-28,L,-205.0
2025-12-02,S,-205.0
2025-12-04,L,-205.0
2025-12-05,S,332.5
2025-12-05,S,-205.0
2025-12-08,S,932.5
2025-12-08,S,357.5
2025-12-08,S,-205.0
2025-12-08,S,-205.0
2025-12-08,S,-205.0
2025-12-09,S,707.5
2025-12-09,S,495.0
2025-12-11,S,-205.0
2025-12-11,L,-205.0
2025-12-11,S,-205.0
2025-12-12,S,-205.0
2025-12-12,S,-205.0
2025-12-12,S,-205.0
2025-12-12,S,-205.0
2025-12-12,S,-205.0
2025-12-16,S,-205.0
2025-12-16,S,-205.0
2025-12-16,L,1170.0
2025-12-17,S,-205.0
2025-12-18,L,-205.0
2025-12-18,L,-205.0
2025-12-18,L,-205.0
2025-12-18,S,-205.0
2025-12-19,L,-205.0
2025-12-24,S,157.5
2025-12-29,S,-205.0
2025-12-31,S,-205.0
2026-01-02,L,-205.0
2026-01-02,L,-205.0
2026-01-02,S,-205.0
2026-01-02,S,-205.0
2026-01-05,L,-205.0
2026-01-05,L,-205.0
2026-01-05,S,-205.0
2026-01-06,L,507.5
2026-01-07,S,-205.0
2026-01-13,S,-205.0
2026-01-13,S,-205.0
2026-01-15,S,-205.0
2026-01-15,L,-205.0
2026-01-15,S,720.0
2026-01-16,S,-205.0
2026-01-16,S,-205.0
2026-01-16,L,-205.0
2026-01-20,S,-205.0
2026-01-20,S,332.5
2026-01-21,L,-205.0
2026-01-21,L,-205.0
2026-01-21,L,-205.0
2026-01-21,L,582.5
2026-01-22,L,-205.0
2026-01-23,L,-205.0
2026-01-23,L,-205.0
2026-01-29,L,-205.0
2026-01-29,L,-205.0
2026-01-29,L,-205.0
2026-01-30,S,-205.0
2026-01-30,L,-205.0
2026-01-30,S,-205.0
2026-02-03,S,-205.0
2026-02-03,S,-205.0
2026-02-03,S,-205.0
2026-02-03,S,520.0
2026-02-03,S,-205.0
2026-02-03,S,-205.0
2026-02-03,S,-205.0
2026-02-03,S,-205.0
2026-02-05,S,-205.0
2026-02-05,S,-205.0
2026-02-05,L,-205.0
2026-02-05,L,-205.0
2026-02-09,L,382.5
2026-02-09,L,-205.0
2026-02-11,L,-205.0
2026-02-12,S,-205.0
2026-02-12,L,-205.0
2026-02-13,L,-205.0
2026-02-13,L,-205.0
2026-02-13,S,1445.0
2026-02-17,L,-205.0
2026-02-17,L,-205.0
2026-02-17,L,-205.0
2026-02-18,L,-205.0
2026-02-18,L,-205.0
2026-02-18,S,-205.0
2026-02-18,S,-205.0
2026-02-20,L,-205.0
2026-02-20,L,-205.0
2026-02-23,S,970.0
2026-02-25,L,-205.0
2026-02-26,L,807.5
2026-02-26,L,-205.0
2026-03-03,S,-205.0
2026-03-03,S,-205.0
2026-03-03,L,-205.0
2026-03-03,S,-205.0
2026-03-04,L,-205.0
2026-03-04,L,470.0
2026-03-06,L,-205.0
2026-03-10,L,-205.0
2026-03-10,L,-205.0
2026-03-10,L,-205.0
2026-03-11,S,-205.0
2026-03-11,L,-205.0
2026-03-12,S,-205.0
2026-03-13,S,-205.0
2026-03-13,S,-205.0
2026-03-16,L,-205.0
2026-03-16,L,-205.0
2026-03-16,L,-205.0
2026-03-17,S,-205.0
2026-03-17,S,-205.0
2026-03-18,S,-205.0
2026-03-18,S,-205.0
2026-03-18,S,-205.0
2026-03-19,S,-205.0
2026-03-19,L,-205.0
2026-03-20,S,557.5
2026-03-20,S,-205.0
2026-03-23,L,-205.0
2026-03-23,S,-205.0
2026-03-24,L,-205.0
2026-03-24,S,-205.0
2026-03-25,S,-205.0
2026-03-25,L,-205.0
2026-03-25,L,-205.0
2026-03-25,L,-205.0
2026-03-25,L,-205.0
2026-03-26,S,-205.0
2026-03-26,S,-205.0
2026-03-26,S,-205.0
2026-03-27,S,-205.0
2026-03-30,S,-205.0
2026-04-01,L,-205.0
2026-04-01,S,-205.0
2026-04-02,L,2507.5
2026-04-02,S,-205.0
2026-04-07,S,-205.0
2026-04-07,L,-205.0
2026-04-07,L,-205.0
2026-04-08,S,-205.0
2026-04-09,L,2232.5
2026-04-09,L,1145.0
2026-04-09,L,-205.0
2026-04-10,S,-205.0
2026-04-14,L,1670.0
2026-04-15,L,832.5
2026-04-15,L,532.5
2026-04-17,L,-205.0
2026-04-17,L,-205.0
2026-04-20,S,-205.0
2026-04-21,S,1132.5
2026-04-21,S,-205.0
2026-04-21,S,-205.0
2026-04-21,S,-205.0
2026-04-23,L,-205.0
2026-04-23,L,-205.0
2026-04-23,L,-205.0
2026-04-23,L,-205.0
2026-04-24,L,932.5
2026-04-24,L,-205.0
2026-04-27,L,32.5
2026-04-28,S,-205.0
2026-04-29,S,-205.0
2026-04-29,S,-205.0
2026-04-30,L,-205.0
2026-04-30,L,-205.0
2026-05-01,L,-205.0
2026-05-04,S,-205.0
2026-05-12,S,-205.0
2026-05-12,L,-205.0
2026-05-13,L,2332.5
2026-05-13,L,1820.0
2026-05-13,L,495.0
2026-05-13,L,-205.0
2026-05-13,L,-205.0
2026-05-14,L,-205.0
2026-05-15,S,-205.0
2026-05-15,S,-205.0
2026-05-15,S,-205.0
2026-05-18,L,-205.0
2026-05-18,S,-205.0
2026-05-18,S,-205.0
2026-05-20,L,-205.0
2026-05-21,L,-205.0
2026-05-22,L,-205.0
2026-05-22,S,595.0
2026-05-26,S,-205.0
2026-05-26,S,-205.0
2026-05-28,L,-205.0
2026-05-28,L,-205.0
2026-05-29,L,-205.0
2026-05-29,S,-205.0
2026-05-29,L,-205.0
2026-05-29,L,-205.0
2026-05-29,L,-205.0
2026-06-01,L,-205.0
2026-06-01,L,-205.0
2026-06-04,L,-205.0
2026-06-05,S,-205.0
2026-06-08,S,2357.5
2026-06-08,S,-205.0
2026-06-09,S,-205.0
2026-06-09,S,-205.0
2026-06-09,S,-205.0
2026-06-09,S,-205.0
2026-06-09,S,-205.0
2026-06-09,S,-205.0
