Date,dir,variant,net
2022-03-07,S,tight6,-92.5
2022-03-07,S,scale2x,2120.0
2022-03-07,S,retest2,2095.0
2022-03-07,S,retest6,2145.0
2022-03-09,L,base,470.0
2022-03-09,L,be1.0,470.0
2022-03-09,L,be0.5,470.0
2022-03-09,L,tight6,-180.0
2022-03-09,L,scale2x,470.0
2022-03-09,L,retest2,445.0
2022-03-09,L,retest6,495.0
2022-03-14,L,base,-1367.5
2022-03-14,L,be1.0,-1367.5
2022-03-14,L,be0.5,-17.5
2022-03-14,L,tight6,-53.8
2022-03-14,L,scale2x,-1367.5
2022-03-14,L,retest2,-1367.5
2022-03-14,L,retest6,-1367.5
2022-03-14,L,base,-1367.5
2022-03-14,L,be1.0,-1367.5
2022-03-14,L,be0.5,-1367.5
2022-03-14,L,tight6,-867.5
2022-03-14,L,scale2x,-1367.5
2022-03-14,L,retest2,-1367.5
2022-03-14,L,retest6,-1367.5
2022-03-23,L,base,-1255.0
2022-03-23,L,be1.0,-1255.0
2022-03-23,L,be0.5,-1255.0
2022-03-23,L,tight6,-327.5
2022-03-23,L,scale2x,-1255.0
2022-03-23,L,retest2,-1255.0
2022-03-23,L,retest6,-1255.0
2022-03-29,S,base,-992.5
2022-03-29,S,be1.0,-992.5
2022-03-29,S,be0.5,-992.5
2022-03-29,S,tight6,-217.5
2022-03-29,S,scale2x,-992.5
2022-03-29,S,retest2,-992.5
2022-03-29,S,retest6,-992.5
2022-03-30,S,base,182.5
2022-03-30,S,be1.0,182.5
2022-03-30,S,be0.5,182.5
2022-03-30,S,tight6,-122.5
2022-03-30,S,scale2x,182.5
2022-03-30,S,retest2,157.5
2022-03-30,S,retest6,207.5
2022-04-07,S,base,-855.0
2022-04-07,S,be1.0,-855.0
2022-04-07,S,be0.5,-17.5
2022-04-07,S,tight6,125.0
2022-04-07,S,scale2x,-855.0
2022-04-07,S,retest2,-855.0
2022-04-07,S,retest6,-855.0
2022-04-07,S,base,-855.0
2022-04-07,S,be1.0,-855.0
2022-04-07,S,be0.5,-17.5
2022-04-07,S,tight6,70.0
2022-04-07,S,scale2x,-855.0
2022-04-07,S,retest2,-855.0
2022-04-07,S,retest6,-855.0
2022-04-07,S,base,-855.0
2022-04-07,S,be1.0,-855.0
2022-04-07,S,be0.5,-855.0
2022-04-07,S,tight6,-855.0
2022-04-07,S,scale2x,-855.0
2022-04-07,S,retest2,-855.0
2022-04-07,S,retest6,-855.0
2022-04-13,L,base,1532.5
2022-04-13,L,be1.0,1532.5
2022-04-13,L,be0.5,1532.5
2022-04-13,L,tight6,1532.5
2022-04-13,L,scale2x,1682.5
2022-04-13,L,retest2,1507.5
2022-04-13,L,retest6,1557.5
2022-04-13,L,base,882.5
2022-04-13,L,be1.0,882.5
2022-04-13,L,be0.5,882.5
2022-04-13,L,tight6,253.8
2022-04-13,L,scale2x,882.5
2022-04-13,L,retest2,857.5
2022-04-13,L,retest6,907.5
2022-04-13,L,base,270.0
2022-04-13,L,be1.0,270.0
2022-04-13,L,be0.5,270.0
2022-04-13,L,tight6,-305.0
2022-04-13,L,scale2x,270.0
2022-04-13,L,retest2,245.0
2022-04-13,L,retest6,295.0
2022-04-14,S,base,1807.5
2022-04-14,S,be1.0,1807.5
2022-04-14,S,be0.5,-17.5
2022-04-14,S,tight6,-417.5
2022-04-14,S,scale2x,1807.5
2022-04-14,S,retest2,1782.5
2022-04-14,S,retest6,1832.5
2022-04-27,S,base,-1317.5
2022-04-27,S,be1.0,-1317.5
2022-04-27,S,be0.5,-1317.5
2022-04-27,S,tight6,-1317.5
2022-04-27,S,scale2x,-1317.5
2022-04-27,S,retest2,-1317.5
2022-04-27,S,retest6,-1317.5
2022-04-28,L,base,-1005.0
2022-04-28,L,be1.0,-17.5
2022-04-28,L,be0.5,-17.5
2022-04-28,L,tight6,-181.2
2022-04-28,L,scale2x,-1005.0
2022-04-28,L,retest2,-1030.0
2022-04-28,L,retest6,-980.0
2022-04-28,L,base,-1305.0
2022-04-28,L,be1.0,-1305.0
2022-04-28,L,be0.5,-17.5
2022-04-28,L,tight6,-92.5
2022-04-28,L,scale2x,-1305.0
2022-04-28,L,retest2,-1305.0
2022-04-28,L,retest6,-1305.0
2022-04-29,S,base,3382.5
2022-04-29,S,be1.0,3382.5
2022-04-29,S,be0.5,3382.5
2022-04-29,S,tight6,-367.5
2022-04-29,S,scale2x,3057.5
2022-04-29,S,retest2,3357.5
2022-04-29,S,retest6,3407.5
2022-05-04,L,base,-1567.5
2022-05-04,L,be1.0,-1567.5
2022-05-04,L,be0.5,-17.5
2022-05-04,L,tight6,670.0
2022-05-04,L,scale2x,-1567.5
2022-05-04,L,retest2,-1567.5
2022-05-04,L,retest6,-1567.5
2022-05-05,S,base,382.5
2022-05-05,S,be1.0,-17.5
2022-05-05,S,be0.5,-17.5
2022-05-05,S,tight6,853.8
2022-05-05,S,scale2x,382.5
2022-05-05,S,retest2,357.5
2022-05-05,S,retest6,407.5
2022-05-09,S,base,545.0
2022-05-09,S,be1.0,545.0
2022-05-09,S,be0.5,545.0
2022-05-09,S,tight6,-292.5
2022-05-09,S,scale2x,545.0
2022-05-09,S,retest2,520.0
2022-05-09,S,retest6,570.0
2022-05-13,L,base,157.5
2022-05-13,L,be1.0,157.5
2022-05-13,L,be0.5,-17.5
2022-05-13,L,tight6,-18.7
2022-05-13,L,scale2x,157.5
2022-05-13,L,retest2,132.5
2022-05-13,L,retest6,182.5
2022-05-13,L,base,-1755.0
2022-05-13,L,be1.0,-1755.0
2022-05-13,L,be0.5,-1755.0
2022-05-13,L,tight6,-617.5
2022-05-13,L,scale2x,-1755.0
2022-05-13,L,retest2,-1755.0
2022-05-13,L,retest6,-1755.0
2022-05-13,S,base,-1755.0
2022-05-13,S,be1.0,-1755.0
2022-05-13,S,be0.5,-1755.0
2022-05-13,S,tight6,-1430.0
2022-05-13,S,scale2x,-1755.0
2022-05-13,S,retest2,-1755.0
2022-05-13,S,retest6,-1755.0
2022-05-16,L,base,432.5
2022-05-16,L,be1.0,432.5
2022-05-16,L,be0.5,432.5
2022-05-16,L,tight6,432.5
2022-05-16,L,scale2x,432.5
2022-05-16,L,retest2,407.5
2022-05-16,L,retest6,457.5
2022-05-16,L,base,-17.5
2022-05-16,L,be1.0,-17.5
2022-05-16,L,be0.5,-17.5
2022-05-16,L,tight6,350.0
2022-05-16,L,scale2x,-17.5
2022-05-16,L,retest2,-42.5
2022-05-16,L,retest6,7.5
2022-05-19,S,base,-1542.5
2022-05-19,S,be1.0,-1542.5
2022-05-19,S,be0.5,-1542.5
2022-05-19,S,tight6,-543.7
2022-05-19,S,scale2x,-1542.5
2022-05-19,S,retest2,-1542.5
2022-05-19,S,retest6,-1542.5
2022-05-23,L,base,1657.5
2022-05-23,L,be1.0,1657.5
2022-05-23,L,be0.5,1657.5
2022-05-23,L,tight6,-240.0
2022-05-23,L,scale2x,1657.5
2022-05-23,L,retest2,1632.5
2022-05-23,L,retest6,1682.5
2022-05-23,L,base,357.5
2022-05-23,L,be1.0,357.5
2022-05-23,L,be0.5,357.5
2022-05-23,L,tight6,-542.5
2022-05-23,L,scale2x,357.5
2022-05-23,L,retest2,332.5
2022-05-23,L,retest6,382.5
2022-05-24,S,base,-1442.5
2022-05-24,S,be1.0,-1442.5
2022-05-24,S,be0.5,-1442.5
2022-05-24,S,tight6,-1442.5
2022-05-24,S,scale2x,-1442.5
2022-05-24,S,retest2,-1442.5
2022-05-24,S,retest6,-1442.5
2022-05-24,L,base,970.0
2022-05-24,L,be1.0,970.0
2022-05-24,L,be0.5,970.0
2022-05-24,L,tight6,-392.5
2022-05-24,L,scale2x,970.0
2022-05-24,L,retest2,945.0
2022-05-24,L,retest6,995.0
2022-05-25,L,base,1070.0
2022-05-25,L,be1.0,1070.0
2022-05-25,L,be0.5,-17.5
2022-05-25,L,tight6,1070.0
2022-05-25,L,scale2x,1070.0
2022-05-25,L,retest2,1045.0
2022-05-25,L,retest6,1095.0
2022-05-26,L,base,-742.5
2022-05-26,L,be1.0,-742.5
2022-05-26,L,be0.5,-742.5
2022-05-26,L,tight6,-50.0
2022-05-26,L,scale2x,-742.5
2022-05-26,L,retest2,-767.5
2022-05-26,L,retest6,-717.5
2022-05-27,S,base,-1305.0
2022-05-27,S,be1.0,-1305.0
2022-05-27,S,be0.5,-1305.0
2022-05-27,S,tight6,-305.0
2022-05-27,S,scale2x,-1305.0
2022-05-27,S,retest2,-1305.0
2022-05-27,S,retest6,-1305.0
2022-06-01,S,base,420.0
2022-06-01,S,be1.0,-17.5
2022-06-01,S,be0.5,-17.5
2022-06-01,S,tight6,811.2
2022-06-01,S,scale2x,420.0
2022-06-01,S,retest2,395.0
2022-06-01,S,retest6,445.0
2022-06-02,L,base,3707.5
2022-06-02,L,be1.0,3707.5
2022-06-02,L,be0.5,3707.5
2022-06-02,L,tight6,3707.5
2022-06-02,L,scale2x,3020.0
2022-06-02,L,retest2,3682.5
2022-06-02,L,retest6,3732.5
2022-06-02,L,base,2720.0
2022-06-02,L,be1.0,2720.0
2022-06-02,L,be0.5,2720.0
2022-06-02,L,tight6,582.5
2022-06-02,L,scale2x,2526.2
2022-06-02,L,retest2,2695.0
2022-06-02,L,retest6,2745.0
2022-06-06,L,base,-1117.5
2022-06-06,L,be1.0,-1117.5
2022-06-06,L,be0.5,-1117.5
2022-06-06,L,tight6,-248.8
2022-06-06,L,scale2x,-1117.5
2022-06-06,L,retest2,-1117.5
2022-06-06,L,retest6,-1117.5
2022-06-09,S,base,3607.5
2022-06-09,S,be1.0,3607.5
2022-06-09,S,be0.5,3607.5
2022-06-09,S,tight6,35.0
2022-06-09,S,scale2x,2845.0
2022-06-09,S,retest2,3582.5
2022-06-09,S,retest6,3632.5
2022-06-13,L,base,-1067.5
2022-06-13,L,be1.0,-1067.5
2022-06-13,L,be0.5,-1067.5
2022-06-13,L,tight6,-1067.5
2022-06-13,L,scale2x,-1067.5
2022-06-13,L,retest2,-1067.5
2022-06-13,L,retest6,-1067.5
2022-06-14,S,base,882.5
2022-06-14,S,be1.0,-17.5
2022-06-14,S,be0.5,-17.5
2022-06-14,S,tight6,195.0
2022-06-14,S,scale2x,882.5
2022-06-14,S,retest2,857.5
2022-06-14,S,retest6,907.5
2022-06-17,L,base,545.0
2022-06-17,L,be1.0,545.0
2022-06-17,L,be0.5,-17.5
2022-06-17,L,tight6,545.0
2022-06-17,L,scale2x,545.0
2022-06-17,L,retest2,520.0
2022-06-17,L,retest6,570.0
2022-06-22,L,base,-1092.5
2022-06-22,L,be1.0,-1092.5
2022-06-22,L,be0.5,-1092.5
2022-06-22,L,tight6,-805.0
2022-06-22,L,scale2x,-1092.5
2022-06-22,L,retest2,-1092.5
2022-06-22,L,retest6,-1092.5
2022-06-28,S,base,1807.5
2022-06-28,S,be1.0,1807.5
2022-06-28,S,be0.5,1807.5
2022-06-28,S,tight6,1807.5
2022-06-28,S,scale2x,1807.5
2022-06-28,S,retest2,1782.5
2022-06-28,S,retest6,1832.5
2022-06-28,S,base,1145.0
2022-06-28,S,be1.0,1145.0
2022-06-28,S,be0.5,1145.0
2022-06-28,S,tight6,1145.0
2022-06-28,S,scale2x,1145.0
2022-06-28,S,retest2,1120.0
2022-06-28,S,retest6,1170.0
2022-07-14,L,base,2082.5
2022-07-14,L,be1.0,2082.5
2022-07-14,L,be0.5,2082.5
2022-07-14,L,tight6,-255.0
2022-07-14,L,scale2x,1945.0
2022-07-14,L,retest2,2057.5
2022-07-14,L,retest6,2107.5
2022-07-14,L,base,-930.0
2022-07-14,L,be1.0,-930.0
2022-07-14,L,be0.5,-930.0
2022-07-14,L,tight6,-405.0
2022-07-14,L,scale2x,-930.0
2022-07-14,L,retest2,-930.0
2022-07-14,L,retest6,-930.0
2022-07-15,L,base,570.0
2022-07-15,L,be1.0,570.0
2022-07-15,L,be0.5,-17.5
2022-07-15,L,tight6,-118.7
2022-07-15,L,scale2x,570.0
2022-07-15,L,retest2,545.0
2022-07-15,L,retest6,595.0
2022-07-18,S,base,1132.5
2022-07-18,S,be1.0,1132.5
2022-07-18,S,be0.5,1132.5
2022-07-18,S,tight6,550.0
2022-07-18,S,scale2x,1407.5
2022-07-18,S,retest2,1107.5
2022-07-18,S,retest6,1157.5
2022-07-21,L,base,82.5
2022-07-21,L,be1.0,82.5
2022-07-21,L,be0.5,82.5
2022-07-21,L,tight6,-755.0
2022-07-21,L,scale2x,82.5
2022-07-21,L,retest2,57.5
2022-07-21,L,retest6,107.5
2022-07-22,S,base,495.0
2022-07-22,S,be1.0,495.0
2022-07-22,S,be0.5,495.0
2022-07-22,S,tight6,-217.5
2022-07-22,S,scale2x,495.0
2022-07-22,S,retest2,470.0
2022-07-22,S,retest6,520.0
2022-07-28,L,base,1407.5
2022-07-28,L,be1.0,1407.5
2022-07-28,L,be0.5,1407.5
2022-07-28,L,tight6,-95.0
2022-07-28,L,scale2x,1407.5
2022-07-28,L,retest2,1382.5
2022-07-28,L,retest6,1432.5
2022-07-28,L,base,470.0
2022-07-28,L,be1.0,470.0
2022-07-28,L,be0.5,-17.5
2022-07-28,L,tight6,31.3
2022-07-28,L,scale2x,470.0
2022-07-28,L,retest2,445.0
2022-07-28,L,retest6,495.0
2022-08-02,L,base,-992.5
2022-08-02,L,be1.0,-17.5
2022-08-02,L,be0.5,-17.5
2022-08-02,L,tight6,147.5
2022-08-02,L,scale2x,-992.5
2022-08-02,L,retest2,-992.5
2022-08-02,L,retest6,-992.5
2022-08-04,L,base,-980.0
2022-08-04,L,be1.0,-980.0
2022-08-04,L,be0.5,-980.0
2022-08-04,L,tight6,-980.0
2022-08-04,L,scale2x,-980.0
2022-08-04,L,retest2,-980.0
2022-08-04,L,retest6,-980.0
2022-08-05,L,base,-130.0
2022-08-05,L,be1.0,-130.0
2022-08-05,L,be0.5,-130.0
2022-08-05,L,tight6,-342.5
2022-08-05,L,scale2x,-130.0
2022-08-05,L,retest2,-905.0
2022-08-05,L,retest6,-105.0
2022-08-16,S,base,-730.0
2022-08-16,S,be1.0,-730.0
2022-08-16,S,be0.5,-730.0
2022-08-16,S,tight6,-592.5
2022-08-16,S,scale2x,-730.0
2022-08-16,S,retest2,-730.0
2022-08-16,S,retest6,-730.0
2022-08-17,S,base,-717.5
2022-08-17,S,be1.0,-717.5
2022-08-17,S,be0.5,-17.5
2022-08-17,S,tight6,103.8
2022-08-17,S,scale2x,-717.5
2022-08-17,S,retest2,-717.5
2022-08-17,S,retest6,-717.5
2022-08-24,S,base,-367.5
2022-08-24,S,be1.0,-367.5
2022-08-24,S,be0.5,-367.5
2022-08-24,S,tight6,70.0
2022-08-24,S,scale2x,-367.5
2022-08-24,S,retest2,-392.5
2022-08-24,S,retest6,-342.5
2022-08-26,S,retest2,2970.0
2022-08-30,S,base,-30.0
2022-08-30,S,be1.0,-17.5
2022-08-30,S,be0.5,-17.5
2022-08-30,S,tight6,-332.5
2022-08-30,S,scale2x,-30.0
2022-08-30,S,retest2,-55.0
2022-08-30,S,retest6,-5.0
2022-08-30,S,base,-842.5
2022-08-30,S,be1.0,-842.5
2022-08-30,S,be0.5,-842.5
2022-08-30,S,tight6,-842.5
2022-08-30,S,scale2x,-842.5
2022-08-30,S,retest2,-842.5
2022-08-30,S,retest6,-842.5
2022-09-02,L,base,-967.5
2022-09-02,L,be1.0,-967.5
2022-09-02,L,be0.5,-17.5
2022-09-02,L,tight6,235.0
2022-09-02,L,scale2x,-967.5
2022-09-02,L,retest2,-967.5
2022-09-02,L,retest6,-967.5
2022-09-02,L,base,-967.5
2022-09-02,L,be1.0,-967.5
2022-09-02,L,be0.5,-967.5
2022-09-02,L,tight6,-217.5
2022-09-02,L,scale2x,-967.5
2022-09-02,L,retest2,-967.5
2022-09-02,L,retest6,-967.5
2022-09-02,S,base,32.5
2022-09-02,S,be1.0,-17.5
2022-09-02,S,be0.5,-17.5
2022-09-02,S,tight6,-630.0
2022-09-02,S,scale2x,32.5
2022-09-02,S,retest2,7.5
2022-09-02,S,retest6,57.5
2022-09-07,L,base,2145.0
2022-09-07,L,be1.0,2145.0
2022-09-07,L,be0.5,-17.5
2022-09-07,L,tight6,288.8
2022-09-07,L,scale2x,2101.2
2022-09-07,L,retest2,2120.0
2022-09-07,L,retest6,2170.0
2022-09-07,L,base,1670.0
2022-09-07,L,be1.0,1670.0
2022-09-07,L,be0.5,1670.0
2022-09-07,L,tight6,-146.2
2022-09-07,L,scale2x,1863.8
2022-09-07,L,retest2,1645.0
2022-09-07,L,retest6,1695.0
2022-09-08,S,base,-905.0
2022-09-08,S,be1.0,-905.0
2022-09-08,S,be0.5,-17.5
2022-09-08,S,tight6,-230.0
2022-09-08,S,scale2x,-905.0
2022-09-08,S,retest2,-930.0
2022-09-08,S,retest6,-880.0
2022-09-14,S,base,-580.0
2022-09-14,S,be1.0,-17.5
2022-09-14,S,be0.5,-17.5
2022-09-14,S,tight6,82.5
2022-09-14,S,scale2x,-580.0
2022-09-14,S,retest2,-605.0
2022-09-14,S,retest6,-555.0
2022-09-21,L,base,-980.0
2022-09-21,L,be1.0,-980.0
2022-09-21,L,be0.5,-980.0
2022-09-21,L,tight6,-267.5
2022-09-21,L,scale2x,-980.0
2022-09-21,L,retest2,-980.0
2022-09-21,L,retest6,-980.0
2022-09-28,L,base,1945.0
2022-09-28,L,be1.0,1945.0
2022-09-28,L,be0.5,-17.5
2022-09-28,L,tight6,-42.5
2022-09-28,L,scale2x,1901.2
2022-09-28,L,retest2,1920.0
2022-09-28,L,retest6,1970.0
2022-09-28,L,base,920.0
2022-09-28,L,be1.0,920.0
2022-09-28,L,be0.5,-17.5
2022-09-28,L,tight6,182.5
2022-09-28,L,scale2x,920.0
2022-09-28,L,retest2,895.0
2022-09-28,L,retest6,945.0
2022-09-28,L,base,1057.5
2022-09-28,L,be1.0,1057.5
2022-09-28,L,be0.5,1057.5
2022-09-28,L,tight6,7.5
2022-09-28,L,scale2x,1457.5
2022-09-28,L,retest2,1032.5
2022-09-28,L,retest6,1082.5
2022-10-03,L,base,1220.0
2022-10-03,L,be1.0,1220.0
2022-10-03,L,be0.5,1220.0
2022-10-03,L,tight6,-255.0
2022-10-03,L,scale2x,1638.8
2022-10-03,L,retest2,1195.0
2022-10-03,L,retest6,1245.0
2022-10-03,L,base,970.0
2022-10-03,L,be1.0,970.0
2022-10-03,L,be0.5,970.0
2022-10-03,L,tight6,-617.5
2022-10-03,L,scale2x,970.0
2022-10-03,L,retest2,945.0
2022-10-03,L,retest6,995.0
2022-10-05,S,base,-1117.5
2022-10-05,S,be1.0,-1117.5
2022-10-05,S,be0.5,-1117.5
2022-10-05,S,tight6,-930.0
2022-10-05,S,scale2x,-1117.5
2022-10-05,S,retest2,-1117.5
2022-10-05,S,retest6,-1117.5
2022-10-05,L,base,632.5
2022-10-05,L,be1.0,632.5
2022-10-05,L,be0.5,632.5
2022-10-05,L,tight6,70.0
2022-10-05,L,scale2x,632.5
2022-10-05,L,retest2,607.5
2022-10-05,L,retest6,657.5
2022-10-06,L,base,-1130.0
2022-10-06,L,be1.0,-1130.0
2022-10-06,L,be0.5,-1130.0
2022-10-06,L,tight6,-292.5
2022-10-06,L,scale2x,-1130.0
2022-10-06,L,retest2,-1130.0
2022-10-06,L,retest6,-1130.0
2022-10-12,S,base,345.0
2022-10-12,S,be1.0,345.0
2022-10-12,S,be0.5,345.0
2022-10-12,S,tight6,-300.0
2022-10-12,S,scale2x,345.0
2022-10-12,S,retest2,320.0
2022-10-12,S,retest6,370.0
2022-10-13,L,base,1920.0
2022-10-13,L,be1.0,1920.0
2022-10-13,L,be0.5,1920.0
2022-10-13,L,tight6,1920.0
2022-10-13,L,scale2x,2038.8
2022-10-13,L,retest2,1895.0
2022-10-13,L,retest6,1945.0
2022-10-13,L,base,57.5
2022-10-13,L,be1.0,57.5
2022-10-13,L,be0.5,-17.5
2022-10-13,L,tight6,-430.0
2022-10-13,L,scale2x,57.5
2022-10-13,L,retest2,32.5
2022-10-13,L,retest6,82.5
2022-10-18,S,base,-1280.0
2022-10-18,S,be1.0,-1280.0
2022-10-18,S,be0.5,-1280.0
2022-10-18,S,tight6,-580.0
2022-10-18,S,scale2x,-1280.0
2022-10-18,S,retest2,-1280.0
2022-10-18,S,retest6,-1280.0
2022-10-19,S,base,-1305.0
2022-10-19,S,be1.0,-1305.0
2022-10-19,S,be0.5,-1305.0
2022-10-19,S,tight6,-867.5
2022-10-19,S,scale2x,-1305.0
2022-10-19,S,retest2,-1305.0
2022-10-19,S,retest6,-1305.0
2022-10-20,L,base,-1267.5
2022-10-20,L,be1.0,-1267.5
2022-10-20,L,be0.5,-1267.5
2022-10-20,L,tight6,-90.0
2022-10-20,L,scale2x,-1267.5
2022-10-20,L,retest2,-1267.5
2022-10-20,L,retest6,-1267.5
2022-10-20,S,base,357.5
2022-10-20,S,be1.0,357.5
2022-10-20,S,be0.5,357.5
2022-10-20,S,tight6,382.5
2022-10-20,S,scale2x,357.5
2022-10-20,S,retest2,332.5
2022-10-20,S,retest6,382.5
2022-10-21,S,base,-1305.0
2022-10-21,S,be1.0,-1305.0
2022-10-21,S,be0.5,-1305.0
2022-10-21,S,tight6,-1305.0
2022-10-21,S,scale2x,-1305.0
2022-10-21,S,retest2,-1305.0
2022-10-21,S,retest6,-1305.0
2022-10-27,S,base,2045.0
2022-10-27,S,be1.0,2045.0
2022-10-27,S,be0.5,2045.0
2022-10-27,S,tight6,188.8
2022-10-27,S,scale2x,2045.0
2022-10-27,S,retest2,2020.0
2022-10-27,S,retest6,2070.0
2022-10-28,L,base,1132.5
2022-10-28,L,be1.0,1132.5
2022-10-28,L,be0.5,1132.5
2022-10-28,L,tight6,13.8
2022-10-28,L,scale2x,1132.5
2022-10-28,L,retest2,1107.5
2022-10-28,L,retest6,1157.5
2022-11-02,S,base,-1155.0
2022-11-02,S,be1.0,-1155.0
2022-11-02,S,be0.5,-17.5
2022-11-02,S,tight6,-102.5
2022-11-02,S,scale2x,-1155.0
2022-11-02,S,retest2,-1155.0
2022-11-02,S,retest6,-1155.0
2022-11-03,L,base,-717.5
2022-11-03,L,be1.0,-717.5
2022-11-03,L,be0.5,-717.5
2022-11-03,L,tight6,-317.5
2022-11-03,L,scale2x,-717.5
2022-11-03,L,retest2,-742.5
2022-11-03,L,retest6,-692.5
2022-11-04,S,base,-1242.5
2022-11-04,S,be1.0,-1242.5
2022-11-04,S,be0.5,-1242.5
2022-11-04,S,tight6,-92.5
2022-11-04,S,scale2x,-1242.5
2022-11-04,S,retest2,-1242.5
2022-11-04,S,retest6,-1242.5
2022-11-08,L,base,-1180.0
2022-11-08,L,be1.0,-1180.0
2022-11-08,L,be0.5,-1180.0
2022-11-08,L,tight6,-617.5
2022-11-08,L,scale2x,-1180.0
2022-11-08,L,retest2,-1180.0
2022-11-08,L,retest6,-1180.0
2022-11-08,L,base,-1180.0
2022-11-08,L,be1.0,-1180.0
2022-11-08,L,be0.5,-1180.0
2022-11-08,L,tight6,-210.0
2022-11-08,L,scale2x,-1180.0
2022-11-08,L,retest2,-1180.0
2022-11-08,L,retest6,-1180.0
2022-11-11,L,base,-1205.0
2022-11-11,L,be1.0,-1205.0
2022-11-11,L,be0.5,-1205.0
2022-11-11,L,tight6,-1105.0
2022-11-11,L,scale2x,-1205.0
2022-11-11,L,retest2,-1205.0
2022-11-11,L,retest6,-1205.0
2022-11-15,S,base,1007.5
2022-11-15,S,be1.0,1007.5
2022-11-15,S,be0.5,1007.5
2022-11-15,S,tight6,-392.5
2022-11-15,S,scale2x,1657.5
2022-11-15,S,retest2,982.5
2022-11-15,S,retest6,1032.5
2022-11-15,S,base,-205.0
2022-11-15,S,be1.0,-205.0
2022-11-15,S,be0.5,-205.0
2022-11-15,S,tight6,-540.0
2022-11-15,S,scale2x,-205.0
2022-11-15,S,retest2,-230.0
2022-11-15,S,retest6,-180.0
2022-11-16,S,base,-105.0
2022-11-16,S,be1.0,-105.0
2022-11-16,S,be0.5,-17.5
2022-11-16,S,tight6,-240.0
2022-11-16,S,scale2x,-105.0
2022-11-16,S,retest2,-130.0
2022-11-16,S,retest6,-80.0
2022-11-16,S,base,-55.0
2022-11-16,S,be1.0,-55.0
2022-11-16,S,be0.5,-17.5
2022-11-16,S,tight6,-105.0
2022-11-16,S,scale2x,-55.0
2022-11-16,S,retest2,-80.0
2022-11-16,S,retest6,-30.0
2022-11-17,L,base,1432.5
2022-11-17,L,be1.0,1432.5
2022-11-17,L,be0.5,-17.5
2022-11-17,L,tight6,70.0
2022-11-17,L,scale2x,1432.5
2022-11-17,L,retest2,1407.5
2022-11-17,L,retest6,1457.5
2022-11-17,L,base,407.5
2022-11-17,L,be1.0,407.5
2022-11-17,L,be0.5,-17.5
2022-11-17,L,tight6,401.2
2022-11-17,L,scale2x,407.5
2022-11-17,L,retest2,382.5
2022-11-17,L,retest6,432.5
2022-11-23,L,base,-880.0
2022-11-23,L,be1.0,-880.0
2022-11-23,L,be0.5,-880.0
2022-11-23,L,tight6,-130.0
2022-11-23,L,scale2x,-880.0
2022-11-23,L,retest2,-880.0
2022-11-23,L,retest6,-880.0
2022-11-28,S,base,1695.0
2022-11-28,S,be1.0,1695.0
2022-11-28,S,be0.5,1695.0
2022-11-28,S,tight6,145.0
2022-11-28,S,scale2x,1438.8
2022-11-28,S,retest2,1670.0
2022-11-28,S,retest6,1720.0
2022-11-30,S,base,-567.5
2022-11-30,S,be1.0,-17.5
2022-11-30,S,be0.5,-17.5
2022-11-30,S,tight6,-48.8
2022-11-30,S,scale2x,-567.5
2022-11-30,S,retest2,-567.5
2022-11-30,S,retest6,-567.5
2022-12-05,S,base,1007.5
2022-12-05,S,be1.0,1007.5
2022-12-05,S,be0.5,1007.5
2022-12-05,S,tight6,1007.5
2022-12-05,S,scale2x,1232.5
2022-12-05,S,retest2,982.5
2022-12-05,S,retest6,1032.5
2022-12-05,S,base,332.5
2022-12-05,S,be1.0,332.5
2022-12-05,S,be0.5,332.5
2022-12-05,S,tight6,295.0
2022-12-05,S,scale2x,332.5
2022-12-05,S,retest2,307.5
2022-12-05,S,retest6,357.5
2022-12-06,S,base,682.5
2022-12-06,S,be1.0,682.5
2022-12-06,S,be0.5,682.5
2022-12-06,S,tight6,-212.5
2022-12-06,S,scale2x,1132.5
2022-12-06,S,retest2,657.5
2022-12-06,S,retest6,707.5
2022-12-06,S,base,782.5
2022-12-06,S,be1.0,782.5
2022-12-06,S,be0.5,782.5
2022-12-06,S,tight6,391.3
2022-12-06,S,scale2x,1182.5
2022-12-06,S,retest2,757.5
2022-12-06,S,retest6,807.5
2022-12-06,S,base,245.0
2022-12-06,S,be1.0,245.0
2022-12-06,S,be0.5,245.0
2022-12-06,S,tight6,298.7
2022-12-06,S,scale2x,245.0
2022-12-06,S,retest2,220.0
2022-12-06,S,retest6,270.0
2022-12-06,S,base,-517.5
2022-12-06,S,be1.0,-517.5
2022-12-06,S,be0.5,-17.5
2022-12-06,S,tight6,182.5
2022-12-06,S,scale2x,-517.5
2022-12-06,S,retest2,-542.5
2022-12-09,S,base,-917.5
2022-12-09,S,be1.0,-917.5
2022-12-09,S,be0.5,-917.5
2022-12-09,S,tight6,-450.0
2022-12-09,S,scale2x,-917.5
2022-12-09,S,retest2,-917.5
2022-12-09,S,retest6,-917.5
2022-12-09,L,base,-917.5
2022-12-09,L,be1.0,-917.5
2022-12-09,L,be0.5,-917.5
2022-12-09,L,tight6,-58.7
2022-12-09,L,scale2x,-917.5
2022-12-09,L,retest2,-917.5
2022-12-09,L,retest6,-917.5
2022-12-09,L,base,-917.5
2022-12-09,L,be1.0,-917.5
2022-12-09,L,be0.5,-917.5
2022-12-09,L,tight6,-505.0
2022-12-09,L,scale2x,-917.5
2022-12-09,L,retest2,-917.5
