Date,dir,variant,net
2022-12-09,L,retest6,-917.5
2022-12-12,S,base,-967.5
2022-12-12,S,be1.0,-967.5
2022-12-12,S,be0.5,-967.5
2022-12-12,S,tight6,-55.0
2022-12-12,S,scale2x,-967.5
2022-12-12,S,retest2,-967.5
2022-12-12,S,retest6,-967.5
2022-12-15,S,base,182.5
2022-12-15,S,be1.0,182.5
2022-12-15,S,be0.5,-17.5
2022-12-15,S,tight6,-67.5
2022-12-15,S,scale2x,182.5
2022-12-15,S,retest2,157.5
2022-12-15,S,retest6,207.5
2022-12-15,S,base,182.5
2022-12-15,S,be1.0,182.5
2022-12-15,S,be0.5,-17.5
2022-12-15,S,tight6,-42.5
2022-12-15,S,scale2x,182.5
2022-12-15,S,retest2,157.5
2022-12-15,S,retest6,207.5
2022-12-15,S,base,-992.5
2022-12-15,S,be1.0,-992.5
2022-12-15,S,be0.5,-992.5
2022-12-15,S,tight6,-330.0
2022-12-15,S,scale2x,-992.5
2022-12-15,S,retest2,-992.5
2022-12-15,S,retest6,-992.5
2022-12-19,S,base,920.0
2022-12-19,S,be1.0,920.0
2022-12-19,S,be0.5,-17.5
2022-12-19,S,tight6,107.5
2022-12-19,S,scale2x,920.0
2022-12-19,S,retest2,895.0
2022-12-19,S,retest6,945.0
2022-12-19,S,base,945.0
2022-12-19,S,be1.0,945.0
2022-12-19,S,be0.5,945.0
2022-12-19,S,tight6,-17.5
2022-12-19,S,scale2x,945.0
2022-12-19,S,retest2,920.0
2022-12-19,S,retest6,970.0
2022-12-21,L,base,157.5
2022-12-21,L,be1.0,157.5
2022-12-21,L,be0.5,-17.5
2022-12-21,L,tight6,-317.5
2022-12-21,L,scale2x,157.5
2022-12-21,L,retest2,132.5
2022-12-21,L,retest6,182.5
2022-12-28,S,base,1770.0
2022-12-28,S,be1.0,1770.0
2022-12-28,S,be0.5,1770.0
2022-12-28,S,tight6,533.7
2022-12-28,S,scale2x,1876.2
2022-12-28,S,retest2,1745.0
2022-12-28,S,retest6,1795.0
2023-01-04,L,base,-892.5
2023-01-04,L,be1.0,-892.5
2023-01-04,L,be0.5,-892.5
2023-01-04,L,tight6,-605.0
2023-01-04,L,scale2x,-892.5
2023-01-04,L,retest2,-892.5
2023-01-04,L,retest6,-892.5
2023-01-04,S,base,-892.5
2023-01-04,S,be1.0,-892.5
2023-01-04,S,be0.5,-892.5
2023-01-04,S,tight6,-892.5
2023-01-04,S,scale2x,-892.5
2023-01-04,S,retest2,-892.5
2023-01-04,S,retest6,-892.5
2023-01-09,L,base,-955.0
2023-01-09,L,be1.0,-955.0
2023-01-09,L,be0.5,-17.5
2023-01-09,L,tight6,-3.8
2023-01-09,L,scale2x,-955.0
2023-01-09,L,retest2,-955.0
2023-01-09,L,retest6,-955.0
2023-01-09,L,base,-955.0
2023-01-09,L,be1.0,-955.0
2023-01-09,L,be0.5,-955.0
2023-01-09,L,tight6,-130.0
2023-01-09,L,scale2x,-955.0
2023-01-09,L,retest2,-955.0
2023-01-09,L,retest6,-955.0
2023-01-09,S,base,1345.0
2023-01-09,S,be1.0,1345.0
2023-01-09,S,be0.5,1345.0
2023-01-09,S,tight6,1345.0
2023-01-09,S,scale2x,1345.0
2023-01-09,S,retest2,1320.0
2023-01-09,S,retest6,1370.0
2023-01-11,L,base,1107.5
2023-01-11,L,be1.0,1107.5
2023-01-11,L,be0.5,-17.5
2023-01-11,L,tight6,45.0
2023-01-11,L,scale2x,1107.5
2023-01-11,L,retest2,1082.5
2023-01-11,L,retest6,1132.5
2023-01-12,S,base,-917.5
2023-01-12,S,be1.0,-917.5
2023-01-12,S,be0.5,-917.5
2023-01-12,S,tight6,-917.5
2023-01-12,S,scale2x,-917.5
2023-01-12,S,retest2,-917.5
2023-01-12,S,retest6,-917.5
2023-01-13,L,base,1282.5
2023-01-13,L,be1.0,1282.5
2023-01-13,L,be0.5,1282.5
2023-01-13,L,tight6,1282.5
2023-01-13,L,scale2x,1282.5
2023-01-13,L,retest2,1257.5
2023-01-13,L,retest6,1307.5
2023-01-13,L,base,970.0
2023-01-13,L,be1.0,970.0
2023-01-13,L,be0.5,970.0
2023-01-13,L,tight6,507.5
2023-01-13,L,scale2x,970.0
2023-01-13,L,retest2,945.0
2023-01-13,L,retest2,432.5
2023-01-13,L,retest2,282.5
2023-01-17,L,base,-855.0
2023-01-17,L,be1.0,-855.0
2023-01-17,L,be0.5,-855.0
2023-01-17,L,tight6,-855.0
2023-01-17,L,scale2x,-855.0
2023-01-17,L,retest2,-855.0
2023-01-17,L,retest6,-855.0
2023-01-18,S,base,957.5
2023-01-18,S,be1.0,957.5
2023-01-18,S,be0.5,957.5
2023-01-18,S,tight6,957.5
2023-01-18,S,scale2x,957.5
2023-01-18,S,retest2,932.5
2023-01-18,S,retest6,982.5
2023-01-19,L,base,-505.0
2023-01-19,L,be1.0,-505.0
2023-01-19,L,be0.5,-17.5
2023-01-19,L,tight6,246.2
2023-01-19,L,scale2x,-505.0
2023-01-19,L,retest2,-530.0
2023-01-19,L,retest6,-480.0
2023-01-20,L,base,2457.5
2023-01-20,L,be1.0,2457.5
2023-01-20,L,be0.5,2457.5
2023-01-20,L,tight6,355.0
2023-01-20,L,scale2x,2032.5
2023-01-20,L,retest2,2432.5
2023-01-20,L,retest6,2482.5
2023-01-20,L,base,1870.0
2023-01-20,L,be1.0,1870.0
2023-01-20,L,be0.5,1870.0
2023-01-20,L,tight6,-17.5
2023-01-20,L,scale2x,1738.8
2023-01-20,L,retest2,1845.0
2023-01-20,L,retest6,1895.0
2023-01-23,L,base,445.0
2023-01-23,L,be1.0,445.0
2023-01-23,L,be0.5,445.0
2023-01-23,L,tight6,45.0
2023-01-23,L,scale2x,445.0
2023-01-23,L,retest2,420.0
2023-01-23,L,retest6,470.0
2023-01-31,L,base,1270.0
2023-01-31,L,be1.0,1270.0
2023-01-31,L,be0.5,1270.0
2023-01-31,L,tight6,1270.0
2023-01-31,L,scale2x,1413.8
2023-01-31,L,retest2,1245.0
2023-01-31,L,retest6,1295.0
2023-01-31,L,base,1032.5
2023-01-31,L,be1.0,1032.5
2023-01-31,L,be0.5,-17.5
2023-01-31,L,tight6,105.0
2023-01-31,L,scale2x,1032.5
2023-01-31,L,retest2,1007.5
2023-01-31,L,retest6,1057.5
2023-02-02,L,base,-880.0
2023-02-02,L,be1.0,-880.0
2023-02-02,L,be0.5,-880.0
2023-02-02,L,tight6,-880.0
2023-02-02,L,scale2x,-880.0
2023-02-02,L,retest2,-880.0
2023-02-02,L,retest6,-880.0
2023-02-07,L,base,-892.5
2023-02-07,L,be1.0,-17.5
2023-02-07,L,be0.5,-17.5
2023-02-07,L,tight6,-330.0
2023-02-07,L,scale2x,420.0
2023-02-07,L,retest2,-892.5
2023-02-07,L,retest6,-892.5
2023-02-15,L,base,420.0
2023-02-15,L,be1.0,420.0
2023-02-15,L,be0.5,420.0
2023-02-15,L,tight6,-230.0
2023-02-15,L,scale2x,420.0
2023-02-15,L,retest2,395.0
2023-02-15,L,retest6,445.0
2023-02-16,L,base,-867.5
2023-02-16,L,be1.0,-867.5
2023-02-16,L,be0.5,-17.5
2023-02-16,L,tight6,288.8
2023-02-16,L,scale2x,-867.5
2023-02-16,L,retest2,-867.5
2023-02-16,L,retest6,-867.5
2023-02-17,S,base,-867.5
2023-02-17,S,be1.0,-867.5
2023-02-17,S,be0.5,-867.5
2023-02-17,S,tight6,-192.5
2023-02-17,S,scale2x,-867.5
2023-02-17,S,retest2,-867.5
2023-02-17,S,retest6,-867.5
2023-02-21,S,base,657.5
2023-02-21,S,be1.0,657.5
2023-02-21,S,be0.5,657.5
2023-02-21,S,tight6,107.5
2023-02-21,S,scale2x,657.5
2023-02-21,S,retest2,632.5
2023-02-21,S,retest6,682.5
2023-02-22,L,base,-742.5
2023-02-22,L,be1.0,-742.5
2023-02-22,L,be0.5,-17.5
2023-02-22,L,tight6,-42.5
2023-02-22,L,scale2x,-742.5
2023-02-22,L,retest2,-742.5
2023-02-22,L,retest6,-742.5
2023-02-24,L,base,-692.5
2023-02-24,L,be1.0,-692.5
2023-02-24,L,be0.5,-692.5
2023-02-24,L,tight6,-517.5
2023-02-24,L,scale2x,-692.5
2023-02-24,L,retest2,-692.5
2023-02-24,L,retest6,345.0
2023-03-01,S,base,-130.0
2023-03-01,S,be1.0,-130.0
2023-03-01,S,be0.5,-17.5
2023-03-01,S,tight6,72.5
2023-03-01,S,scale2x,-130.0
2023-03-01,S,retest2,-155.0
2023-03-01,S,retest6,-105.0
2023-03-02,L,base,2070.0
2023-03-02,L,be1.0,2070.0
2023-03-02,L,be0.5,-17.5
2023-03-02,L,tight6,197.5
2023-03-02,L,scale2x,1626.2
2023-03-02,L,retest2,2045.0
2023-03-02,L,retest6,2095.0
2023-03-02,L,base,2007.5
2023-03-02,L,be1.0,2007.5
2023-03-02,L,be0.5,2007.5
2023-03-02,L,tight6,8.7
2023-03-02,L,scale2x,1595.0
2023-03-02,L,retest2,1982.5
2023-03-02,L,retest6,2032.5
2023-03-03,L,base,1607.5
2023-03-03,L,be1.0,1607.5
2023-03-03,L,be0.5,1607.5
2023-03-03,L,tight6,1607.5
2023-03-03,L,scale2x,1420.0
2023-03-03,L,retest2,1582.5
2023-03-03,L,retest6,1632.5
2023-03-03,L,base,1095.0
2023-03-03,L,be1.0,1095.0
2023-03-03,L,be0.5,1095.0
2023-03-03,L,tight6,433.7
2023-03-03,L,scale2x,1095.0
2023-03-03,L,retest2,1070.0
2023-03-03,L,base,720.0
2023-03-03,L,be1.0,720.0
2023-03-03,L,be0.5,720.0
2023-03-03,L,tight6,720.0
2023-03-03,L,scale2x,720.0
2023-03-03,L,retest2,695.0
2023-03-03,L,retest6,745.0
2023-03-06,L,base,-680.0
2023-03-06,L,be1.0,-17.5
2023-03-06,L,be0.5,-17.5
2023-03-06,L,tight6,323.1
2023-03-06,L,scale2x,-680.0
2023-03-06,L,retest2,-680.0
2023-03-06,L,retest6,-680.0
2023-03-06,L,base,-680.0
2023-03-06,L,be1.0,-680.0
2023-03-06,L,be0.5,-17.5
2023-03-06,L,tight6,80.0
2023-03-06,L,scale2x,-680.0
2023-03-06,L,retest2,-680.0
2023-03-06,L,retest6,-680.0
2023-03-06,L,base,-680.0
2023-03-06,L,be1.0,-680.0
2023-03-06,L,be0.5,-680.0
2023-03-06,L,tight6,-305.0
2023-03-06,L,scale2x,-680.0
2023-03-06,L,retest2,-680.0
2023-03-06,L,retest6,-680.0
2023-03-07,S,base,-717.5
2023-03-07,S,be1.0,-717.5
2023-03-07,S,be0.5,-717.5
2023-03-07,S,tight6,-273.8
2023-03-07,S,scale2x,-717.5
2023-03-07,S,retest2,-717.5
2023-03-07,S,retest6,-717.5
2023-03-14,S,base,-955.0
2023-03-14,S,be1.0,-17.5
2023-03-14,S,be0.5,-17.5
2023-03-14,S,tight6,207.5
2023-03-14,S,scale2x,-955.0
2023-03-14,S,retest2,-955.0
2023-03-14,S,retest6,-955.0
2023-03-20,S,base,-217.5
2023-03-20,S,be1.0,-217.5
2023-03-20,S,be0.5,-17.5
2023-03-20,S,tight6,232.5
2023-03-20,S,scale2x,-217.5
2023-03-20,S,retest2,-242.5
2023-03-20,S,retest6,-192.5
2023-03-28,S,base,-1030.0
2023-03-28,S,be1.0,-1030.0
2023-03-28,S,be0.5,-1030.0
2023-03-28,S,tight6,-280.0
2023-03-28,S,scale2x,-1030.0
2023-03-28,S,retest2,-1030.0
2023-03-28,S,retest6,-1030.0
2023-03-30,L,base,320.0
2023-03-30,L,be1.0,320.0
2023-03-30,L,be0.5,320.0
2023-03-30,L,tight6,320.0
2023-03-30,L,scale2x,320.0
2023-03-30,L,retest2,295.0
2023-04-05,S,base,-305.0
2023-04-05,S,be1.0,-305.0
2023-04-05,S,be0.5,-17.5
2023-04-05,S,tight6,122.5
2023-04-05,S,scale2x,-305.0
2023-04-05,S,retest2,-330.0
2023-04-05,S,retest6,-280.0
2023-04-05,L,base,257.5
2023-04-05,L,be1.0,257.5
2023-04-05,L,be0.5,257.5
2023-04-05,L,tight6,110.0
2023-04-05,L,scale2x,257.5
2023-04-05,L,retest2,232.5
2023-04-06,L,base,1220.0
2023-04-06,L,be1.0,1220.0
2023-04-06,L,be0.5,1220.0
2023-04-06,L,tight6,1220.0
2023-04-06,L,scale2x,1251.2
2023-04-06,L,retest2,1195.0
2023-04-06,L,retest6,1245.0
2023-04-06,L,base,320.0
2023-04-06,L,be1.0,320.0
2023-04-06,L,be0.5,-17.5
2023-04-06,L,tight6,172.5
2023-04-06,L,scale2x,320.0
2023-04-06,L,retest2,295.0
2023-04-06,L,base,107.5
2023-04-06,L,be1.0,107.5
2023-04-06,L,be0.5,107.5
2023-04-06,L,tight6,-7.5
2023-04-06,L,scale2x,107.5
2023-04-06,L,retest2,82.5
2023-04-06,L,retest6,132.5
2023-04-06,L,base,107.5
2023-04-06,L,be1.0,107.5
2023-04-06,L,be0.5,107.5
2023-04-06,L,tight6,96.2
2023-04-06,L,scale2x,107.5
2023-04-06,L,retest2,82.5
2023-04-06,L,retest6,132.5
2023-04-11,S,base,-555.0
2023-04-11,S,be1.0,-555.0
2023-04-11,S,be0.5,-17.5
2023-04-11,S,tight6,-56.2
2023-04-11,S,scale2x,-555.0
2023-04-11,S,retest2,-555.0
2023-04-11,S,retest6,-555.0
2023-04-11,L,base,32.5
2023-04-11,L,be1.0,-17.5
2023-04-11,L,be0.5,-17.5
2023-04-11,L,tight6,170.0
2023-04-11,L,scale2x,32.5
2023-04-11,L,retest2,7.5
2023-04-11,L,base,-155.0
2023-04-11,L,be1.0,-155.0
2023-04-11,L,be0.5,-17.5
2023-04-11,L,tight6,-6.2
2023-04-11,L,scale2x,-155.0
2023-04-11,L,retest2,-180.0
2023-04-11,L,retest6,-130.0
2023-04-12,L,base,-542.5
2023-04-12,L,be1.0,-542.5
2023-04-12,L,be0.5,-17.5
2023-04-12,L,tight6,88.8
2023-04-12,L,scale2x,-542.5
2023-04-12,L,retest2,-542.5
2023-04-12,L,retest6,-542.5
2023-04-13,L,base,1395.0
2023-04-13,L,be1.0,1395.0
2023-04-13,L,be0.5,1395.0
2023-04-13,L,tight6,-152.5
2023-04-13,L,scale2x,1238.8
2023-04-13,L,retest2,1370.0
2023-04-13,L,retest6,1420.0
2023-04-13,L,retest2,45.0
2023-04-14,S,base,-517.5
2023-04-14,S,be1.0,-17.5
2023-04-14,S,be0.5,-17.5
2023-04-14,S,tight6,7.5
2023-04-14,S,scale2x,-517.5
2023-04-14,S,retest2,-542.5
2023-04-14,S,retest6,-492.5
2023-04-17,S,base,-642.5
2023-04-17,S,be1.0,-642.5
2023-04-17,S,be0.5,-17.5
2023-04-17,S,tight6,253.8
2023-04-17,S,scale2x,-642.5
2023-04-17,S,retest2,-642.5
2023-04-17,S,retest6,-642.5
2023-04-17,S,base,-642.5
2023-04-17,S,be1.0,-642.5
2023-04-17,S,be0.5,-642.5
2023-04-17,S,tight6,-67.5
2023-04-17,S,scale2x,-642.5
2023-04-17,S,retest2,-642.5
2023-04-17,S,retest6,-642.5
2023-04-24,S,base,-567.5
2023-04-24,S,be1.0,-567.5
2023-04-24,S,be0.5,-17.5
2023-04-24,S,tight6,-92.5
2023-04-24,S,scale2x,-567.5
2023-04-24,S,retest2,-567.5
2023-04-24,S,retest6,-567.5
2023-04-24,S,base,-567.5
2023-04-24,S,be1.0,-567.5
2023-04-24,S,be0.5,-567.5
2023-04-24,S,tight6,-342.5
2023-04-24,S,scale2x,-567.5
2023-04-24,S,retest2,-567.5
2023-04-24,S,retest6,-567.5
2023-04-24,L,base,470.0
2023-04-24,L,be1.0,470.0
2023-04-24,L,be0.5,470.0
2023-04-24,L,tight6,60.0
2023-04-24,L,scale2x,470.0
2023-04-24,L,retest2,445.0
2023-04-24,L,retest6,495.0
2023-04-24,L,base,270.0
2023-04-24,L,be1.0,270.0
2023-04-24,L,be0.5,270.0
2023-04-24,L,tight6,270.0
2023-04-24,L,scale2x,270.0
2023-04-24,L,retest2,245.0
2023-04-24,L,retest6,295.0
2023-04-25,S,base,-192.5
2023-04-25,S,be1.0,-17.5
2023-04-25,S,be0.5,-17.5
2023-04-25,S,tight6,66.3
2023-04-25,S,scale2x,-192.5
2023-04-25,S,retest2,-217.5
2023-04-25,S,retest6,-167.5
2023-04-27,L,base,1532.5
2023-04-27,L,be1.0,1532.5
2023-04-27,L,be0.5,1532.5
2023-04-27,L,tight6,1532.5
2023-04-27,L,scale2x,1320.0
2023-04-27,L,retest2,1507.5
2023-04-27,L,retest6,1557.5
2023-04-27,L,base,1495.0
2023-04-27,L,be1.0,1495.0
2023-04-27,L,be0.5,1495.0
2023-04-27,L,tight6,50.0
2023-04-27,L,scale2x,1301.2
2023-04-27,L,retest2,1470.0
2023-04-27,L,retest6,1520.0
2023-04-28,L,base,-605.0
2023-04-28,L,be1.0,-605.0
2023-04-28,L,be0.5,-605.0
2023-04-28,L,tight6,-267.5
2023-04-28,L,scale2x,-605.0
2023-04-28,L,retest2,-605.0
2023-04-28,L,retest6,-605.0
2023-05-02,S,base,-592.5
2023-05-02,S,be1.0,-592.5
2023-05-02,S,be0.5,-592.5
2023-05-02,S,tight6,-592.5
2023-05-02,S,scale2x,-592.5
2023-05-02,S,retest2,-592.5
2023-05-02,S,retest6,-592.5
2023-05-05,L,base,620.0
2023-05-05,L,be1.0,620.0
2023-05-05,L,be0.5,620.0
2023-05-05,L,tight6,-157.5
2023-05-05,L,scale2x,620.0
2023-05-05,L,retest2,595.0
2023-05-05,L,retest6,645.0
2023-05-08,S,base,-517.5
2023-05-08,S,be1.0,-517.5
2023-05-08,S,be0.5,-517.5
2023-05-08,S,tight6,-405.0
2023-05-08,S,scale2x,-517.5
2023-05-08,S,retest2,-742.5
2023-05-08,S,retest6,-492.5
2023-05-11,S,base,-705.0
2023-05-11,S,be1.0,-705.0
2023-05-11,S,be0.5,-705.0
2023-05-11,S,tight6,-705.0
2023-05-11,S,scale2x,-705.0
2023-05-11,S,retest2,-705.0
2023-05-11,S,retest6,-505.0
2023-05-12,S,base,-630.0
2023-05-12,S,be1.0,-630.0
2023-05-12,S,be0.5,-630.0
2023-05-12,S,tight6,-175.0
2023-05-12,S,scale2x,-630.0
2023-05-12,S,retest2,-630.0
2023-05-12,S,retest6,-630.0
2023-05-19,S,base,70.0
2023-05-19,S,be1.0,70.0
2023-05-19,S,be0.5,-17.5
2023-05-19,S,tight6,-163.8
2023-05-19,S,scale2x,70.0
2023-05-19,S,retest2,45.0
2023-05-19,S,retest6,95.0
2023-05-22,S,base,170.0
2023-05-22,S,be1.0,170.0
2023-05-22,S,be0.5,-17.5
2023-05-22,S,tight6,-80.0
2023-05-22,S,scale2x,170.0
2023-05-22,S,retest2,145.0
2023-05-22,S,retest6,195.0
2023-05-24,S,base,-630.0
2023-05-24,S,be1.0,-630.0
2023-05-24,S,be0.5,-630.0
2023-05-24,S,tight6,-21.2
2023-05-24,S,scale2x,-630.0
2023-05-24,S,retest2,-630.0
2023-05-24,S,retest6,-630.0
2023-05-26,S,base,-605.0
2023-05-26,S,be1.0,-605.0
2023-05-26,S,be0.5,-605.0
2023-05-26,S,tight6,-405.0
2023-05-26,S,scale2x,-605.0
2023-05-26,S,retest2,-605.0
2023-05-26,S,retest6,-605.0
2023-06-05,S,base,682.5
2023-06-05,S,be1.0,682.5
2023-06-05,S,be0.5,682.5
2023-06-05,S,tight6,-155.0
2023-06-05,S,scale2x,682.5
2023-06-05,S,retest2,657.5
2023-06-05,S,retest6,707.5
2023-06-06,S,base,-605.0
2023-06-06,S,be1.0,-605.0
2023-06-06,S,be0.5,-17.5
2023-06-06,S,tight6,95.0
2023-06-06,S,scale2x,-605.0
2023-06-06,S,retest2,-605.0
2023-06-06,S,retest6,-605.0
2023-06-07,S,base,1070.0
2023-06-07,S,be1.0,1070.0
2023-06-07,S,be0.5,1070.0
2023-06-07,S,tight6,408.7
2023-06-07,S,scale2x,1076.2
2023-06-07,S,retest2,1045.0
2023-06-07,S,retest6,1095.0
2023-06-07,S,retest2,557.5
2023-06-07,S,base,245.0
2023-06-07,S,be1.0,245.0
2023-06-07,S,be0.5,-17.5
2023-06-07,S,tight6,-67.5
2023-06-07,S,scale2x,245.0
2023-06-07,S,retest2,220.0
2023-06-07,S,retest6,270.0
2023-06-09,S,base,-580.0
2023-06-09,S,be1.0,-580.0
2023-06-09,S,be0.5,-580.0
2023-06-09,S,tight6,-342.5
2023-06-09,S,scale2x,-580.0
2023-06-09,S,retest2,-580.0
2023-06-09,S,retest6,-580.0
2023-06-13,S,base,-592.5
2023-06-13,S,be1.0,-592.5
2023-06-13,S,be0.5,-17.5
2023-06-13,S,tight6,-180.0
2023-06-13,S,scale2x,-592.5
2023-06-13,S,retest2,-592.5
2023-06-13,S,retest6,-592.5
2023-06-13,L,base,-592.5
2023-06-13,L,be1.0,-592.5
2023-06-13,L,be0.5,-592.5
2023-06-13,L,tight6,-242.5
2023-06-13,L,scale2x,-592.5
2023-06-13,L,retest2,-592.5
2023-06-13,L,retest6,-592.5
2023-06-14,L,base,-567.5
2023-06-14,L,be1.0,-567.5
2023-06-14,L,be0.5,-567.5
2023-06-14,L,tight6,46.2
2023-06-14,L,scale2x,-567.5
2023-06-14,L,retest2,-567.5
2023-06-14,L,retest6,-567.5
2023-06-15,L,base,645.0
2023-06-15,L,be1.0,645.0
2023-06-15,L,be0.5,645.0
2023-06-15,L,tight6,-65.0
2023-06-15,L,scale2x,913.8
2023-06-15,L,retest2,620.0
2023-06-15,L,retest6,670.0
2023-06-20,S,base,-592.5
2023-06-20,S,be1.0,-592.5
2023-06-20,S,be0.5,-592.5
2023-06-20,S,tight6,-121.2
2023-06-20,S,scale2x,-592.5
2023-06-20,S,retest2,-592.5
2023-06-20,S,retest6,-592.5
2023-06-26,S,base,607.5
2023-06-26,S,be1.0,607.5
2023-06-26,S,be0.5,607.5
2023-06-26,S,tight6,370.0
2023-06-26,S,scale2x,607.5
2023-06-26,S,retest2,582.5
2023-06-26,S,retest6,632.5
2023-06-26,S,base,220.0
2023-06-26,S,be1.0,220.0
2023-06-26,S,be0.5,-17.5
2023-06-26,S,tight6,-158.7
2023-06-26,S,scale2x,220.0
2023-06-26,S,retest2,195.0
2023-06-26,S,retest6,245.0
2023-06-28,L,base,-592.5
2023-06-28,L,be1.0,-17.5
2023-06-28,L,be0.5,-17.5
2023-06-28,L,tight6,-246.2
2023-06-28,L,scale2x,-592.5
2023-06-28,L,retest2,-592.5
2023-06-28,L,retest6,-592.5
2023-06-29,L,base,-555.0
2023-06-29,L,be1.0,-555.0
2023-06-29,L,be0.5,-555.0
2023-06-29,L,tight6,-163.8
2023-06-29,L,scale2x,-555.0
2023-06-29,L,retest2,-555.0
2023-06-29,L,retest6,-555.0
2023-06-29,S,base,-555.0
2023-06-29,S,be1.0,-555.0
2023-06-29,S,be0.5,-555.0
2023-06-29,S,tight6,-180.0
2023-06-29,S,scale2x,-555.0
2023-06-29,S,retest2,-555.0
2023-06-29,S,retest6,-555.0
2023-06-30,S,base,-480.0
2023-06-30,S,be1.0,-480.0
2023-06-30,S,be0.5,-17.5
2023-06-30,S,tight6,-217.5
2023-06-30,S,scale2x,-480.0
2023-06-30,S,retest2,-480.0
2023-06-30,S,retest6,-480.0
2023-06-30,L,base,-480.0
2023-06-30,L,be1.0,-480.0
2023-06-30,L,be0.5,-17.5
2023-06-30,L,tight6,58.7
2023-06-30,L,scale2x,-480.0
2023-06-30,L,retest2,-480.0
2023-06-30,L,retest6,-480.0
2023-06-30,L,base,-480.0
2023-06-30,L,be1.0,-480.0
2023-06-30,L,be0.5,-17.5
2023-06-30,L,tight6,32.5
2023-06-30,L,scale2x,-480.0
2023-06-30,L,retest2,-480.0
2023-06-30,L,retest6,-480.0
2023-07-06,S,base,-430.0
2023-07-06,S,be1.0,-430.0
2023-07-06,S,be0.5,-17.5
2023-07-06,S,tight6,-58.7
2023-07-06,S,scale2x,-430.0
2023-07-06,S,retest2,-430.0
2023-07-06,S,retest6,-430.0
2023-07-06,L,retest2,445.0
2023-07-12,L,base,-417.5
2023-07-12,L,be1.0,-417.5
2023-07-12,L,be0.5,-417.5
2023-07-12,L,tight6,-255.0
2023-07-12,L,scale2x,-417.5
2023-07-12,L,retest2,-417.5
2023-07-12,L,retest6,-417.5
2023-07-13,L,retest2,95.0
2023-07-17,L,base,-205.0
2023-07-17,L,be1.0,-17.5
2023-07-17,L,be0.5,-17.5
2023-07-17,L,tight6,81.3
2023-07-17,L,scale2x,-205.0
2023-07-17,L,retest2,-230.0
2023-07-17,L,retest6,-180.0
2023-07-25,L,base,282.5
2023-07-25,L,be1.0,-17.5
2023-07-25,L,be0.5,-17.5
2023-07-25,L,tight6,-101.3
2023-07-25,L,scale2x,282.5
2023-07-25,L,retest2,257.5
2023-07-25,L,retest6,307.5
2023-07-25,L,base,-480.0
2023-07-25,L,be1.0,-17.5
2023-07-25,L,be0.5,-17.5
2023-07-25,L,tight6,201.2
2023-07-25,L,scale2x,-480.0
2023-07-25,L,retest2,-480.0
2023-07-25,L,retest6,132.5
2023-07-27,S,base,-480.0
2023-07-27,S,be1.0,-480.0
2023-07-27,S,be0.5,-480.0
2023-07-27,S,tight6,-192.5
2023-07-27,S,scale2x,-480.0
2023-07-27,S,retest2,-480.0
2023-07-27,S,retest6,-480.0
2023-08-01,S,base,-105.0
2023-08-01,S,be1.0,-105.0
2023-08-01,S,be0.5,-17.5
2023-08-01,S,tight6,-91.3
2023-08-01,S,scale2x,-105.0
2023-08-01,S,retest2,-130.0
2023-08-01,S,retest6,-80.0
2023-08-07,L,base,570.0
2023-08-07,L,be1.0,570.0
2023-08-07,L,be0.5,-17.5
2023-08-07,L,tight6,-76.3
2023-08-07,L,scale2x,570.0
2023-08-07,L,retest2,545.0
2023-08-07,L,retest6,595.0
2023-08-08,S,base,-592.5
2023-08-08,S,be1.0,-592.5
2023-08-08,S,be0.5,-17.5
2023-08-08,S,tight6,-35.0
2023-08-08,S,scale2x,-592.5
2023-08-08,S,retest2,-592.5
2023-08-08,S,retest6,-592.5
2023-08-08,S,base,-592.5
2023-08-08,S,be1.0,-592.5
2023-08-08,S,be0.5,-592.5
2023-08-08,S,tight6,-267.5
2023-08-08,S,scale2x,-592.5
2023-08-08,S,retest2,-592.5
2023-08-08,S,retest6,-592.5
2023-08-08,L,base,557.5
2023-08-08,L,be1.0,557.5
2023-08-08,L,be0.5,557.5
2023-08-08,L,tight6,303.8
2023-08-08,L,scale2x,557.5
2023-08-08,L,retest2,532.5
2023-08-08,L,retest6,582.5
2023-08-09,L,retest2,-617.5
2023-08-14,L,base,482.5
2023-08-14,L,be1.0,482.5
2023-08-14,L,be0.5,-17.5
2023-08-14,L,tight6,-255.0
2023-08-14,L,scale2x,482.5
2023-08-14,L,retest2,457.5
2023-08-14,L,retest6,507.5
2023-08-18,L,base,232.5
2023-08-18,L,be1.0,-17.5
2023-08-18,L,be0.5,-17.5
2023-08-18,L,tight6,-55.0
2023-08-18,L,scale2x,232.5
2023-08-18,L,retest2,207.5
2023-08-18,L,retest6,257.5
2023-08-22,S,base,-730.0
2023-08-22,S,be1.0,-730.0
2023-08-22,S,be0.5,-730.0
2023-08-22,S,tight6,-180.0
2023-08-22,S,scale2x,-730.0
2023-08-22,S,retest2,-730.0
2023-08-22,S,retest6,-730.0
2023-08-23,L,base,420.0
2023-08-23,L,be1.0,420.0
2023-08-23,L,be0.5,420.0
2023-08-23,L,tight6,36.2
2023-08-23,L,scale2x,420.0
2023-08-23,L,retest2,395.0
2023-08-23,L,retest6,445.0
2023-08-25,L,base,1045.0
2023-08-25,L,be1.0,1045.0
2023-08-25,L,be0.5,-17.5
2023-08-25,L,tight6,153.8
