engine,entry_dt,exit_dt,why,entry,exit,pts,pnl,window
4h,2013-10-23 05:00:00,2013-10-23 13:00:00,sma5,2455.25,2460.25,4.75,18.75,B: 2010-06..2021-06 (OOS)
4h,2013-10-30 17:00:00,2013-10-31 09:00:00,sma5,2470.5,2477.5,6.75,28.75,B: 2010-06..2021-06 (OOS)
4h,2013-11-05 05:00:00,2013-11-05 17:00:00,sma5,2470.75,2478.0,7.0,30.0,B: 2010-06..2021-06 (OOS)
4h,2013-11-07 09:00:00,2013-11-08 01:00:00,sma5,2469.5,2467.25,-2.5,-17.5,B: 2010-06..2021-06 (OOS)
4h,2013-11-12 09:00:00,2013-11-12 13:00:00,sma5,2477.75,2482.5,4.5,17.5,B: 2010-06..2021-06 (OOS)
4h,2013-11-19 01:00:00,2013-11-19 05:00:00,sma5,2504.0,2506.5,2.25,6.25,B: 2010-06..2021-06 (OOS)
4h,2013-11-19 09:00:00,2013-11-20 05:00:00,sma5,2500.75,2506.0,5.0,20.0,B: 2010-06..2021-06 (OOS)
4h,2013-12-02 01:00:00,2013-12-02 09:00:00,sma5,2521.0,2524.0,2.75,8.75,B: 2010-06..2021-06 (OOS)
4h,2013-12-03 01:00:00,2013-12-03 21:00:00,sma5,2513.25,2511.0,-2.5,-17.5,B: 2010-06..2021-06 (OOS)
4h,2013-12-10 09:00:00,2013-12-10 17:00:00,sma5,2519.75,2524.25,4.25,16.25,B: 2010-06..2021-06 (OOS)
4h,2013-12-10 21:00:00,2013-12-12 21:00:00,sma5,2520.25,2496.75,-23.75,-123.75,B: 2010-06..2021-06 (OOS)
4h,2014-01-02 09:00:00,2014-01-03 01:00:00,sma5,2549.25,2550.5,1.0,0.0,B: 2010-06..2021-06 (OOS)
4h,2014-01-13 09:00:00,2014-01-14 05:00:00,sma5,2546.5,2540.5,-6.25,-36.25,B: 2010-06..2021-06 (OOS)
4h,2014-01-22 17:00:00,2014-01-23 17:00:00,sma5,2558.5,2550.0,-8.75,-48.75,B: 2010-06..2021-06 (OOS)
4h,2014-02-12 21:00:00,2014-02-13 09:00:00,sma5,2530.75,2548.25,17.25,81.25,B: 2010-06..2021-06 (OOS)
4h,2014-02-19 13:00:00,2014-02-20 05:00:00,sma5,2548.75,2547.0,-2.0,-15.0,B: 2010-06..2021-06 (OOS)
4h,2014-02-23 17:00:00,2014-02-24 01:00:00,sma5,2554.75,2557.5,2.5,7.5,B: 2010-06..2021-06 (OOS)
4h,2014-02-27 01:00:00,2014-02-27 09:00:00,sma5,2556.75,2574.0,17.0,80.0,B: 2010-06..2021-06 (OOS)
4h,2014-03-03 01:00:00,2014-03-03 09:00:00,sma5,2562.25,2566.0,3.5,12.5,B: 2010-06..2021-06 (OOS)
4h,2014-03-09 21:00:00,2014-03-10 01:00:00,sma5,2593.5,2599.5,5.75,23.75,B: 2010-06..2021-06 (OOS)
4h,2014-03-11 13:00:00,2014-03-12 09:00:00,sma5,2587.25,2587.5,0.0,-5.0,B: 2010-06..2021-06 (OOS)
4h,2014-03-23 21:00:00,2014-03-24 01:00:00,sma5,2586.5,2590.75,4.0,15.0,B: 2010-06..2021-06 (OOS)
4h,2014-03-24 05:00:00,2014-03-25 01:00:00,sma5,2588.0,2582.25,-6.0,-35.0,B: 2010-06..2021-06 (OOS)
4h,2014-04-04 09:00:00,2014-04-08 09:00:00,sma5,2594.5,2577.5,-17.25,-91.25,B: 2010-06..2021-06 (OOS)
4h,2014-04-25 05:00:00,2014-04-27 21:00:00,sma5,2592.75,2591.25,-1.75,-13.75,B: 2010-06..2021-06 (OOS)
4h,2014-05-02 13:00:00,2014-05-05 09:00:00,sma5,2602.25,2605.25,2.75,8.75,B: 2010-06..2021-06 (OOS)
4h,2014-05-06 13:00:00,2014-05-07 01:00:00,sma5,2594.0,2593.0,-1.25,-11.25,B: 2010-06..2021-06 (OOS)
4h,2014-05-14 01:00:00,2014-05-16 05:00:00,sma5,2622.25,2597.75,-24.75,-128.75,B: 2010-06..2021-06 (OOS)
4h,2014-06-10 01:00:00,2014-06-10 09:00:00,sma5,2675.75,2677.5,1.5,2.5,B: 2010-06..2021-06 (OOS)
4h,2014-06-11 01:00:00,2014-06-16 05:00:00,sma5,2673.5,2666.5,-7.25,-41.25,B: 2010-06..2021-06 (OOS)
4h,2014-06-23 17:00:00,2014-06-24 05:00:00,sma5,2687.25,2688.75,1.25,1.25,B: 2010-06..2021-06 (OOS)
4h,2014-06-24 13:00:00,2014-06-25 05:00:00,sma5,2679.5,2681.75,2.0,5.0,B: 2010-06..2021-06 (OOS)
4h,2014-07-07 17:00:00,2014-07-08 21:00:00,sma5,2706.25,2698.75,-7.75,-43.75,B: 2010-06..2021-06 (OOS)
4h,2014-07-17 01:00:00,2014-07-17 05:00:00,sma5,2705.0,2711.25,6.0,25.0,B: 2010-06..2021-06 (OOS)
4h,2014-07-24 17:00:00,2014-07-28 01:00:00,sma5,2715.5,2707.25,-8.5,-47.5,B: 2010-06..2021-06 (OOS)
4h,2014-08-28 01:00:00,2014-08-28 09:00:00,sma5,2727.25,2733.5,6.0,25.0,B: 2010-06..2021-06 (OOS)
4h,2014-09-05 01:00:00,2014-09-05 05:00:00,sma5,2728.75,2733.25,4.25,16.25,B: 2010-06..2021-06 (OOS)
4h,2014-09-09 05:00:00,2014-09-09 09:00:00,sma5,2729.5,2736.0,6.25,26.25,B: 2010-06..2021-06 (OOS)
4h,2014-09-19 13:00:00,2014-09-28 17:00:00,sma5,2748.0,2723.5,-24.75,-128.75,B: 2010-06..2021-06 (OOS)
4h,2014-10-22 17:00:00,2014-10-23 01:00:00,sma5,2671.25,2682.75,11.25,51.25,B: 2010-06..2021-06 (OOS)
4h,2014-11-16 17:00:00,2014-11-17 01:00:00,sma5,2775.0,2779.75,4.5,17.5,B: 2010-06..2021-06 (OOS)
4h,2014-11-20 01:00:00,2014-11-20 09:00:00,sma5,2786.75,2797.75,10.75,48.75,B: 2010-06..2021-06 (OOS)
4h,2014-11-28 01:00:00,2014-12-01 09:00:00,sma5,2814.5,2804.25,-10.5,-57.5,B: 2010-06..2021-06 (OOS)
4h,2014-12-01 13:00:00,2014-12-01 21:00:00,sma5,2798.5,2803.0,4.25,16.25,B: 2010-06..2021-06 (OOS)
4h,2014-12-30 09:00:00,2015-01-06 05:00:00,sma5,2830.75,2773.5,-57.5,-292.5,B: 2010-06..2021-06 (OOS)
4h,2015-01-27 05:00:00,2015-01-27 17:00:00,sma5,2781.0,2793.5,12.25,56.25,B: 2010-06..2021-06 (OOS)
4h,2015-02-04 13:00:00,2015-02-05 01:00:00,sma5,2780.75,2797.0,16.0,75.0,B: 2010-06..2021-06 (OOS)
4h,2015-02-08 17:00:00,2015-02-09 05:00:00,sma5,2801.75,2805.5,3.5,12.5,B: 2010-06..2021-06 (OOS)
4h,2015-02-20 05:00:00,2015-02-20 09:00:00,sma5,2840.5,2859.5,18.75,88.75,B: 2010-06..2021-06 (OOS)
4h,2015-02-26 05:00:00,2015-02-27 09:00:00,sma5,2861.0,2864.5,3.25,11.25,B: 2010-06..2021-06 (OOS)
4h,2015-03-04 01:00:00,2015-03-04 17:00:00,sma5,2854.0,2853.5,-0.75,-8.75,B: 2010-06..2021-06 (OOS)
4h,2015-03-23 13:00:00,2015-03-24 01:00:00,sma5,2858.75,2863.0,4.0,15.0,B: 2010-06..2021-06 (OOS)
4h,2015-03-24 13:00:00,2015-03-25 01:00:00,sma5,2849.5,2851.75,2.0,5.0,B: 2010-06..2021-06 (OOS)
4h,2015-03-25 05:00:00,2015-03-26 09:00:00,sma5,2845.0,2821.0,-24.25,-126.25,B: 2010-06..2021-06 (OOS)
4h,2015-04-14 01:00:00,2015-04-14 09:00:00,sma5,2846.0,2853.0,6.75,28.75,B: 2010-06..2021-06 (OOS)
4h,2015-04-17 05:00:00,2015-04-19 17:00:00,sma5,2842.5,2845.75,3.0,10.0,B: 2010-06..2021-06 (OOS)
4h,2015-04-27 17:00:00,2015-04-28 09:00:00,sma5,2866.5,2872.25,5.5,22.5,B: 2010-06..2021-06 (OOS)
4h,2015-05-11 13:00:00,2015-05-12 09:00:00,sma5,2861.0,2859.5,-1.75,-13.75,B: 2010-06..2021-06 (OOS)
4h,2015-05-19 17:00:00,2015-05-20 09:00:00,sma5,2887.0,2887.25,0.0,-5.0,B: 2010-06..2021-06 (OOS)
4h,2015-05-20 13:00:00,2015-05-21 05:00:00,sma5,2884.75,2887.25,2.25,6.25,B: 2010-06..2021-06 (OOS)
4h,2015-05-25 01:00:00,2015-05-25 21:00:00,sma5,2882.75,2885.25,2.25,6.25,B: 2010-06..2021-06 (OOS)
4h,2015-05-26 01:00:00,2015-05-27 01:00:00,sma5,2881.0,2871.0,-10.25,-56.25,B: 2010-06..2021-06 (OOS)
4h,2015-06-19 13:00:00,2015-06-21 21:00:00,sma5,2878.0,2889.0,10.75,48.75,B: 2010-06..2021-06 (OOS)
4h,2015-06-24 01:00:00,2015-06-25 01:00:00,sma5,2889.5,2888.5,-1.25,-11.25,B: 2010-06..2021-06 (OOS)
4h,2015-06-25 13:00:00,2015-06-26 05:00:00,sma5,2875.5,2879.25,3.5,12.5,B: 2010-06..2021-06 (OOS)
4h,2015-07-21 09:00:00,2015-07-22 05:00:00,sma5,2891.25,2891.25,-0.25,-6.25,B: 2010-06..2021-06 (OOS)
4h,2015-08-02 17:00:00,2015-08-03 21:00:00,sma5,2878.0,2872.25,-6.0,-35.0,B: 2010-06..2021-06 (OOS)
4h,2015-08-18 21:00:00,2015-08-24 17:00:00,sma5,2869.75,2688.5,-181.5,-912.5,B: 2010-06..2021-06 (OOS)
4h,2015-09-18 01:00:00,2015-09-21 01:00:00,sma5,2761.75,2744.75,-17.25,-91.25,B: 2010-06..2021-06 (OOS)
4h,2015-10-13 01:00:00,2015-10-14 05:00:00,sma5,2788.5,2790.25,1.5,2.5,B: 2010-06..2021-06 (OOS)
4h,2015-10-14 13:00:00,2015-10-14 21:00:00,sma5,2775.25,2785.75,10.25,46.25,B: 2010-06..2021-06 (OOS)
4h,2015-10-21 09:00:00,2015-10-22 01:00:00,sma5,2805.75,2805.25,-0.75,-8.75,B: 2010-06..2021-06 (OOS)
4h,2015-10-27 09:00:00,2015-10-27 13:00:00,sma5,2843.5,2853.75,10.0,45.0,B: 2010-06..2021-06 (OOS)
4h,2015-11-01 17:00:00,2015-11-02 01:00:00,sma5,2856.75,2864.5,7.5,32.5,B: 2010-06..2021-06 (OOS)
4h,2015-11-06 05:00:00,2015-11-06 13:00:00,sma5,2874.5,2883.5,8.75,38.75,B: 2010-06..2021-06 (OOS)
4h,2015-11-09 05:00:00,2015-11-09 21:00:00,sma5,2869.0,2866.75,-2.5,-17.5,B: 2010-06..2021-06 (OOS)
4h,2015-11-26 21:00:00,2015-11-27 09:00:00,sma5,2877.5,2880.5,2.75,8.75,B: 2010-06..2021-06 (OOS)
4h,2015-12-27 21:00:00,2015-12-28 13:00:00,sma5,2844.75,2845.5,0.5,-2.5,B: 2010-06..2021-06 (OOS)
4h,2015-12-30 13:00:00,2016-01-04 13:00:00,sma5,2851.75,2805.0,-47.0,-240.0,B: 2010-06..2021-06 (OOS)
4h,2016-02-02 05:00:00,2016-02-03 01:00:00,sma5,2701.5,2689.75,-12.0,-65.0,B: 2010-06..2021-06 (OOS)
4h,2016-02-05 05:00:00,2016-02-07 21:00:00,sma5,2690.5,2678.5,-12.25,-66.25,B: 2010-06..2021-06 (OOS)
4h,2016-02-23 09:00:00,2016-02-24 09:00:00,sma5,2717.25,2701.75,-15.75,-83.75,B: 2010-06..2021-06 (OOS)
4h,2016-02-28 21:00:00,2016-02-29 05:00:00,sma5,2728.0,2740.5,12.25,56.25,B: 2010-06..2021-06 (OOS)
4h,2016-02-29 13:00:00,2016-03-01 01:00:00,sma5,2723.75,2740.0,16.0,75.0,B: 2010-06..2021-06 (OOS)
4h,2016-03-07 01:00:00,2016-03-07 09:00:00,sma5,2781.75,2793.0,11.0,50.0,B: 2010-06..2021-06 (OOS)
4h,2016-03-08 01:00:00,2016-03-08 09:00:00,sma5,2779.0,2786.0,6.75,28.75,B: 2010-06..2021-06 (OOS)
4h,2016-03-15 01:00:00,2016-03-15 09:00:00,sma5,2805.5,2810.5,4.75,18.75,B: 2010-06..2021-06 (OOS)
4h,2016-03-23 13:00:00,2016-03-24 13:00:00,sma5,2835.25,2837.25,1.75,3.75,B: 2010-06..2021-06 (OOS)
4h,2016-03-31 21:00:00,2016-04-01 09:00:00,sma5,2854.0,2865.75,11.5,52.5,B: 2010-06..2021-06 (OOS)
4h,2016-04-04 17:00:00,2016-04-05 17:00:00,sma5,2856.25,2853.25,-3.25,-21.25,B: 2010-06..2021-06 (OOS)
4h,2016-04-15 09:00:00,2016-04-15 13:00:00,sma5,2878.0,2881.75,3.5,12.5,B: 2010-06..2021-06 (OOS)
4h,2016-04-17 17:00:00,2016-04-18 01:00:00,sma5,2869.5,2877.25,7.5,32.5,B: 2010-06..2021-06 (OOS)
4h,2016-04-21 09:00:00,2016-04-22 05:00:00,sma5,2893.75,2894.25,0.25,-3.75,B: 2010-06..2021-06 (OOS)
4h,2016-05-31 09:00:00,2016-05-31 17:00:00,sma5,2899.25,2903.25,3.75,13.75,B: 2010-06..2021-06 (OOS)
4h,2016-06-01 05:00:00,2016-06-01 09:00:00,sma5,2892.25,2901.0,8.5,37.5,B: 2010-06..2021-06 (OOS)
4h,2016-06-07 17:00:00,2016-06-08 01:00:00,sma5,2914.0,2918.75,4.5,17.5,B: 2010-06..2021-06 (OOS)
4h,2016-06-10 01:00:00,2016-06-13 05:00:00,sma5,2908.0,2906.75,-1.5,-12.5,B: 2010-06..2021-06 (OOS)
4h,2016-06-13 09:00:00,2016-06-14 05:00:00,sma5,2897.75,2891.25,-6.75,-38.75,B: 2010-06..2021-06 (OOS)
4h,2016-07-04 17:00:00,2016-07-05 13:00:00,sma5,2912.75,2906.25,-6.75,-38.75,B: 2010-06..2021-06 (OOS)
4h,2016-07-05 17:00:00,2016-07-05 21:00:00,sma5,2893.75,2899.5,5.5,22.5,B: 2010-06..2021-06 (OOS)
4h,2016-07-15 13:00:00,2016-07-17 17:00:00,sma5,2967.75,2977.75,9.75,43.75,B: 2010-06..2021-06 (OOS)
4h,2016-07-21 09:00:00,2016-07-22 01:00:00,sma5,2979.5,2982.25,2.5,7.5,B: 2010-06..2021-06 (OOS)
4h,2016-08-02 01:00:00,2016-08-03 05:00:00,sma5,2981.75,2973.25,-8.75,-48.75,B: 2010-06..2021-06 (OOS)
4h,2016-08-10 05:00:00,2016-08-10 21:00:00,sma5,2996.75,2996.75,-0.25,-6.25,B: 2010-06..2021-06 (OOS)
4h,2016-08-16 09:00:00,2016-08-16 21:00:00,sma5,3000.0,3000.75,0.5,-2.5,B: 2010-06..2021-06 (OOS)
4h,2016-08-19 05:00:00,2016-08-19 13:00:00,sma5,2995.5,3004.25,8.5,37.5,B: 2010-06..2021-06 (OOS)
4h,2016-09-23 09:00:00,2016-09-26 17:00:00,sma5,2984.5,2974.5,-10.25,-56.25,B: 2010-06..2021-06 (OOS)
4h,2016-11-23 05:00:00,2016-11-23 13:00:00,sma5,3021.25,3028.75,7.25,31.25,B: 2010-06..2021-06 (OOS)
4h,2016-11-28 13:00:00,2016-11-29 01:00:00,sma5,3027.75,3030.5,2.5,7.5,B: 2010-06..2021-06 (OOS)
4h,2016-11-29 05:00:00,2016-11-29 09:00:00,sma5,3025.5,3035.75,10.0,45.0,B: 2010-06..2021-06 (OOS)
4h,2016-11-30 13:00:00,2016-12-01 05:00:00,sma5,3026.5,3025.5,-1.25,-11.25,B: 2010-06..2021-06 (OOS)
4h,2016-12-01 09:00:00,2016-12-02 05:00:00,sma5,3015.25,3021.5,6.0,25.0,B: 2010-06..2021-06 (OOS)
4h,2016-12-21 13:00:00,2016-12-22 13:00:00,sma5,3091.75,3091.5,-0.5,-7.5,B: 2010-06..2021-06 (OOS)
4h,2016-12-28 05:00:00,2016-12-29 01:00:00,sma5,3090.0,3080.25,-10.0,-55.0,B: 2010-06..2021-06 (OOS)
4h,2017-01-09 17:00:00,2017-01-10 01:00:00,sma5,3096.25,3099.5,3.0,10.0,B: 2010-06..2021-06 (OOS)
4h,2017-01-16 21:00:00,2017-01-17 09:00:00,sma5,3098.25,3098.75,0.25,-3.75,B: 2010-06..2021-06 (OOS)
4h,2017-01-27 05:00:00,2017-01-31 01:00:00,sma5,3123.0,3105.75,-17.5,-92.5,B: 2010-06..2021-06 (OOS)
4h,2017-02-07 17:00:00,2017-02-07 21:00:00,sma5,3119.0,3124.0,4.75,18.75,B: 2010-06..2021-06 (OOS)
4h,2017-02-17 01:00:00,2017-02-17 13:00:00,sma5,3172.0,3182.0,9.75,43.75,B: 2010-06..2021-06 (OOS)
4h,2017-03-02 13:00:00,2017-03-03 09:00:00,sma5,3214.25,3213.25,-1.25,-11.25,B: 2010-06..2021-06 (OOS)
4h,2017-03-05 17:00:00,2017-03-06 09:00:00,sma5,3206.5,3208.5,1.75,3.75,B: 2010-06..2021-06 (OOS)
4h,2017-03-07 13:00:00,2017-03-08 01:00:00,sma5,3199.5,3199.75,0.0,-5.0,B: 2010-06..2021-06 (OOS)
4h,2017-03-19 17:00:00,2017-03-20 17:00:00,sma5,3206.25,3211.5,5.0,20.0,B: 2010-06..2021-06 (OOS)
4h,2017-04-26 13:00:00,2017-04-27 05:00:00,sma5,3218.5,3222.0,3.25,11.25,B: 2010-06..2021-06 (OOS)
4h,2017-04-28 09:00:00,2017-04-30 21:00:00,sma5,3216.75,3219.75,2.75,8.75,B: 2010-06..2021-06 (OOS)
4h,2017-05-03 01:00:00,2017-05-03 13:00:00,sma5,3219.0,3219.25,0.0,-5.0,B: 2010-06..2021-06 (OOS)
4h,2017-05-09 17:00:00,2017-05-10 05:00:00,sma5,3226.25,3229.0,2.5,7.5,B: 2010-06..2021-06 (OOS)
4h,2017-05-11 05:00:00,2017-05-11 13:00:00,sma5,3220.0,3227.5,7.25,31.25,B: 2010-06..2021-06 (OOS)
4h,2017-05-29 17:00:00,2017-05-30 09:00:00,sma5,3248.0,3249.75,1.5,2.5,B: 2010-06..2021-06 (OOS)
4h,2017-05-31 05:00:00,2017-05-31 13:00:00,sma5,3243.0,3251.25,8.0,35.0,B: 2010-06..2021-06 (OOS)
4h,2017-06-05 21:00:00,2017-06-06 17:00:00,sma5,3268.25,3269.0,0.5,-2.5,B: 2010-06..2021-06 (OOS)
4h,2017-06-09 09:00:00,2017-06-12 13:00:00,sma5,3265.25,3266.75,1.25,1.25,B: 2010-06..2021-06 (OOS)
4h,2017-06-20 13:00:00,2017-06-21 05:00:00,sma5,3276.25,3274.5,-2.0,-15.0,B: 2010-06..2021-06 (OOS)
4h,2017-06-21 09:00:00,2017-06-21 13:00:00,sma5,3269.0,3272.25,3.0,10.0,B: 2010-06..2021-06 (OOS)
4h,2017-07-21 05:00:00,2017-07-21 13:00:00,sma5,3304.25,3309.75,5.25,21.25,B: 2010-06..2021-06 (OOS)
4h,2017-09-21 17:00:00,2017-09-22 01:00:00,sma5,3328.25,3332.75,4.25,16.25,B: 2010-06..2021-06 (OOS)
4h,2017-10-23 13:00:00,2017-10-24 09:00:00,sma5,3397.75,3403.0,5.0,20.0,B: 2010-06..2021-06 (OOS)
4h,2017-10-25 05:00:00,2017-10-26 01:00:00,sma5,3394.25,3392.0,-2.5,-17.5,B: 2010-06..2021-06 (OOS)
4h,2017-11-09 05:00:00,2017-11-09 13:00:00,sma5,3411.75,3417.75,5.75,23.75,B: 2010-06..2021-06 (OOS)
4h,2017-11-22 13:00:00,2017-11-23 01:00:00,sma5,3428.0,3432.25,4.0,15.0,B: 2010-06..2021-06 (OOS)
4h,2017-12-05 01:00:00,2017-12-05 09:00:00,sma5,3471.0,3475.25,4.0,15.0,B: 2010-06..2021-06 (OOS)
4h,2017-12-05 13:00:00,2017-12-06 05:00:00,sma5,3462.0,3464.0,1.75,3.75,B: 2010-06..2021-06 (OOS)
4h,2017-12-14 09:00:00,2017-12-14 21:00:00,sma5,3491.75,3491.25,-0.75,-8.75,B: 2010-06..2021-06 (OOS)
4h,2017-12-19 13:00:00,2017-12-19 21:00:00,sma5,3515.75,3521.0,5.0,20.0,B: 2010-06..2021-06 (OOS)
4h,2017-12-29 09:00:00,2018-01-01 21:00:00,sma5,3513.75,3511.25,-2.75,-18.75,B: 2010-06..2021-06 (OOS)
4h,2018-01-10 01:00:00,2018-01-10 09:00:00,sma5,3569.25,3581.75,12.25,56.25,B: 2010-06..2021-06 (OOS)
4h,2018-01-16 09:00:00,2018-01-17 01:00:00,sma5,3615.75,3620.5,4.5,17.5,B: 2010-06..2021-06 (OOS)
4h,2018-01-18 17:00:00,2018-01-19 01:00:00,sma5,3626.75,3635.75,8.75,38.75,B: 2010-06..2021-06 (OOS)
4h,2018-01-29 17:00:00,2018-01-30 21:00:00,sma5,3685.5,3660.0,-25.75,-133.75,B: 2010-06..2021-06 (OOS)
4h,2018-02-27 13:00:00,2018-02-28 05:00:00,sma5,3578.5,3592.75,14.0,65.0,B: 2010-06..2021-06 (OOS)
4h,2018-02-28 13:00:00,2018-03-02 09:00:00,sma5,3550.0,3502.0,-48.25,-246.25,B: 2010-06..2021-06 (OOS)
4h,2018-03-13 09:00:00,2018-03-14 01:00:00,sma5,3606.0,3608.25,2.0,5.0,B: 2010-06..2021-06 (OOS)
4h,2018-03-14 13:00:00,2018-03-15 01:00:00,sma5,3582.5,3586.5,3.75,13.75,B: 2010-06..2021-06 (OOS)
4h,2018-03-15 09:00:00,2018-03-15 13:00:00,sma5,3574.0,3585.75,11.5,52.5,B: 2010-06..2021-06 (OOS)
4h,2018-03-18 17:00:00,2018-03-19 21:00:00,sma5,3576.0,3554.5,-21.75,-113.75,B: 2010-06..2021-06 (OOS)
4h,2018-05-14 21:00:00,2018-05-15 21:00:00,sma5,3551.25,3538.25,-13.25,-71.25,B: 2010-06..2021-06 (OOS)
4h,2018-05-22 17:00:00,2018-05-23 09:00:00,sma5,3546.0,3543.0,-3.25,-21.25,B: 2010-06..2021-06 (OOS)
4h,2018-06-08 01:00:00,2018-06-08 05:00:00,sma5,3583.25,3596.5,13.0,60.0,B: 2010-06..2021-06 (OOS)
4h,2018-06-13 13:00:00,2018-06-14 05:00:00,sma5,3603.75,3612.0,8.0,35.0,B: 2010-06..2021-06 (OOS)
4h,2018-06-18 17:00:00,2018-06-19 09:00:00,sma5,3582.0,3585.75,3.5,12.5,B: 2010-06..2021-06 (OOS)
4h,2018-06-21 01:00:00,2018-06-21 21:00:00,sma5,3587.5,3583.0,-4.75,-28.75,B: 2010-06..2021-06 (OOS)
4h,2018-07-16 21:00:00,2018-07-17 09:00:00,sma5,3618.0,3636.5,18.25,86.25,B: 2010-06..2021-06 (OOS)
4h,2018-07-19 17:00:00,2018-07-20 01:00:00,sma5,3619.25,3629.5,10.0,45.0,B: 2010-06..2021-06 (OOS)
4h,2018-07-27 05:00:00,2018-07-30 01:00:00,sma5,3659.75,3639.75,-20.25,-106.25,B: 2010-06..2021-06 (OOS)
4h,2018-08-08 13:00:00,2018-08-08 21:00:00,sma5,3677.75,3681.5,3.5,12.5,B: 2010-06..2021-06 (OOS)
4h,2018-08-09 13:00:00,2018-08-10 13:00:00,sma5,3676.5,3663.5,-13.25,-71.25,B: 2010-06..2021-06 (OOS)
4h,2018-08-21 17:00:00,2018-08-22 05:00:00,sma5,3674.5,3682.75,8.0,35.0,B: 2010-06..2021-06 (OOS)
4h,2018-08-31 01:00:00,2018-08-31 05:00:00,sma5,3721.5,3725.0,3.25,11.25,B: 2010-06..2021-06 (OOS)
4h,2018-09-04 01:00:00,2018-09-04 17:00:00,sma5,3726.75,3721.75,-5.25,-31.25,B: 2010-06..2021-06 (OOS)
4h,2018-09-05 01:00:00,2018-09-06 01:00:00,sma5,3712.5,3714.25,1.5,2.5,B: 2010-06..2021-06 (OOS)
4h,2018-09-23 17:00:00,2018-09-24 21:00:00,sma5,3747.5,3746.75,-1.0,-10.0,B: 2010-06..2021-06 (OOS)
4h,2018-09-26 21:00:00,2018-09-27 05:00:00,sma5,3731.5,3740.5,8.75,38.75,B: 2010-06..2021-06 (OOS)
4h,2018-10-01 21:00:00,2018-10-02 05:00:00,sma5,3746.0,3750.75,4.5,17.5,B: 2010-06..2021-06 (OOS)
4h,2018-10-03 13:00:00,2018-10-04 17:00:00,sma5,3747.75,3733.75,-14.25,-76.25,B: 2010-06..2021-06 (OOS)
4h,2018-11-09 01:00:00,2018-11-11 17:00:00,sma5,3613.25,3611.5,-2.0,-15.0,B: 2010-06..2021-06 (OOS)
4h,2018-11-12 05:00:00,2018-11-13 01:00:00,sma5,3580.25,3562.5,-18.0,-95.0,B: 2010-06..2021-06 (OOS)
4h,2018-12-03 21:00:00,2018-12-05 01:00:00,sma5,3593.75,3539.5,-54.5,-277.5,B: 2010-06..2021-06 (OOS)
4h,2019-01-09 17:00:00,2019-01-10 09:00:00,sma5,3390.75,3404.25,13.25,61.25,B: 2010-06..2021-06 (OOS)
4h,2019-01-13 17:00:00,2019-01-14 09:00:00,sma5,3397.5,3409.25,11.5,52.5,B: 2010-06..2021-06 (OOS)
4h,2019-01-16 21:00:00,2019-01-17 05:00:00,sma5,3424.5,3439.0,14.25,66.25,B: 2010-06..2021-06 (OOS)
4h,2019-01-21 21:00:00,2019-01-23 01:00:00,sma5,3474.0,3461.5,-12.75,-68.75,B: 2010-06..2021-06 (OOS)
4h,2019-01-28 05:00:00,2019-01-28 21:00:00,sma5,3454.5,3459.0,4.25,16.25,B: 2010-06..2021-06 (OOS)
4h,2019-02-07 01:00:00,2019-02-08 09:00:00,sma5,3539.25,3518.0,-21.5,-112.5,B: 2010-06..2021-06 (OOS)
4h,2019-02-14 17:00:00,2019-02-15 01:00:00,sma5,3556.5,3567.75,11.0,50.0,B: 2010-06..2021-06 (OOS)
4h,2019-02-21 05:00:00,2019-02-21 21:00:00,sma5,3596.25,3599.25,2.75,8.75,B: 2010-06..2021-06 (OOS)
4h,2019-02-25 17:00:00,2019-02-26 05:00:00,sma5,3607.75,3616.25,8.25,36.25,B: 2010-06..2021-06 (OOS)
4h,2019-02-26 21:00:00,2019-02-27 05:00:00,sma5,3608.25,3610.5,2.0,5.0,B: 2010-06..2021-06 (OOS)
4h,2019-03-19 17:00:00,2019-03-20 01:00:00,sma5,3651.0,3659.25,8.0,35.0,B: 2010-06..2021-06 (OOS)
4h,2019-03-20 05:00:00,2019-03-20 17:00:00,sma5,3648.5,3653.5,4.75,18.75,B: 2010-06..2021-06 (OOS)
4h,2019-03-22 09:00:00,2019-03-25 01:00:00,sma5,3632.5,3627.5,-5.25,-31.25,B: 2010-06..2021-06 (OOS)
4h,2019-04-17 09:00:00,2019-04-18 01:00:00,sma5,3725.0,3720.25,-5.0,-30.0,B: 2010-06..2021-06 (OOS)
4h,2019-04-30 05:00:00,2019-04-30 09:00:00,sma5,3758.0,3767.25,9.0,40.0,B: 2010-06..2021-06 (OOS)
4h,2019-05-01 13:00:00,2019-05-02 01:00:00,sma5,3738.0,3752.75,14.5,67.5,B: 2010-06..2021-06 (OOS)
4h,2019-06-11 21:00:00,2019-06-12 05:00:00,sma5,3702.0,3706.5,4.25,16.25,B: 2010-06..2021-06 (OOS)
4h,2019-06-25 13:00:00,2019-06-26 01:00:00,sma5,3740.75,3753.75,12.75,58.75,B: 2010-06..2021-06 (OOS)
4h,2019-06-26 13:00:00,2019-06-26 21:00:00,sma5,3733.0,3745.75,12.5,57.5,B: 2010-06..2021-06 (OOS)
4h,2019-07-05 01:00:00,2019-07-09 09:00:00,sma5,3811.5,3796.5,-15.25,-81.25,B: 2010-06..2021-06 (OOS)
