Date,yr,traded,n5m,n1m,flat1m,t_first,t_last,close,adr,bull,bear,neut,n_ent,n_gate,n_fill
2014-07-28,2014,True,81,405,0.0,08:30,15:10,2710.25,11.575,2,46,33,3,1,1
2014-07-29,2014,True,81,405,0.0,08:30,15:10,2700.75,12.675,20,25,36,3,3,2
2014-07-30,2014,True,81,405,0.0,08:30,15:10,2703.0,12.675,11,38,32,3,1,0
2014-07-31,2014,True,81,405,0.0,08:30,15:10,2665.5,13.575,3,26,52,3,0,0
2014-08-01,2014,True,81,405,0.0,08:30,15:10,2655.75,13.8,22,22,37,4,2,2
2014-08-04,2014,True,81,405,0.0,08:30,15:10,2669.5,14.3,54,7,20,3,0,0
2014-08-05,2014,True,81,405,0.0,08:30,15:10,2650.5,15.475,5,29,47,2,1,1
2014-08-06,2014,True,81,405,0.0,08:30,15:10,2652.25,17.1,36,33,12,1,0,0
2014-08-07,2014,True,81,405,0.0,08:30,15:10,2642.75,18.15,5,34,42,2,1,0
2014-08-08,2014,True,81,405,0.0,08:30,15:10,2661.0,20.125,51,0,30,2,1,1
2014-08-11,2014,True,81,405,0.0,08:30,15:10,2670.0,21.625,58,0,23,2,1,1
2014-08-12,2014,True,81,405,0.0,08:30,15:10,2668.0,21.075,4,31,46,4,1,0
2014-08-13,2014,True,81,405,0.0,08:30,15:10,2682.0,20.575,30,11,40,1,0,0
2014-08-14,2014,True,81,405,0.0024691358024691358,08:30,15:10,2691.0,19.925,8,3,70,2,0,0
2014-08-15,2014,True,81,405,0.0,08:30,15:10,2690.25,18.0,51,0,30,3,1,0
2014-08-18,2014,True,81,405,0.0,08:30,15:10,2705.25,18.175,45,0,36,1,0,0
2014-08-19,2014,True,81,405,0.0,08:30,15:10,2714.75,16.675,73,0,8,1,0,0
2014-08-20,2014,True,81,405,0.0,08:30,15:10,2721.0,15.275,61,0,20,3,1,0
2014-08-21,2014,True,81,405,0.0,08:30,15:10,2727.0,14.525,49,0,32,3,1,0
2014-08-22,2014,True,81,405,0.0,08:30,15:10,2725.5,12.775,48,0,33,1,0,0
2014-08-25,2014,True,81,405,0.0,08:30,15:10,2732.5,11.3,3,28,50,3,1,1
2014-08-26,2014,True,81,405,0.0024691358024691358,08:30,15:10,2736.0,11.025,13,52,16,1,0,0
2014-08-27,2014,True,81,405,0.0024691358024691358,08:30,15:10,2734.75,10.35,41,5,35,2,0,0
2014-08-28,2014,True,81,405,0.0049382716049382715,08:30,15:10,2734.5,9.875,36,1,44,1,0,0
2014-08-29,2014,True,81,405,0.0024691358024691358,08:30,15:10,2737.25,9.8,2,36,43,5,3,1
2014-09-01,2014,True,42,194,0.29896907216494845,08:30,11:55,2738.5,8.375,36,0,6,2,2,0
2014-09-02,2014,True,81,405,0.0,08:30,15:10,2737.25,7.875,0,42,39,3,1,1
2014-09-03,2014,True,81,405,0.0,08:30,15:10,2736.25,8.125,0,54,27,2,0,0
2014-09-04,2014,True,81,405,0.0,08:30,15:10,2735.25,8.275,15,34,32,2,0,0
2014-09-05,2014,True,81,405,0.0,08:30,15:10,2743.25,9.35,30,11,40,4,2,1
2014-09-08,2014,True,81,405,0.0,08:30,15:10,2738.0,10.2,32,10,39,4,3,0
2014-09-09,2014,True,81,405,0.0,08:30,15:10,2727.25,10.725,0,43,38,1,0,0
2014-09-10,2014,True,81,405,0.0,08:30,15:10,2732.75,11.775,48,16,17,4,3,0
2014-09-11,2014,True,81,405,0.0,08:30,15:10,2734.25,12.6,23,23,35,6,1,1
2014-09-12,2014,True,81,405,0.0,08:30,15:10,2722.25,12.9,0,51,30,5,4,1
2014-09-15,2014,True,81,405,0.0,08:30,15:10,2723.75,13.55,3,42,36,4,1,0
2014-09-16,2014,True,81,405,0.0,08:30,15:10,2739.25,14.225,57,0,24,2,2,1
2014-09-17,2014,True,81,405,0.0,08:30,15:10,2741.5,15.45,11,28,42,2,0,0
2014-09-18,2014,True,81,405,0.0024691358024691358,08:30,15:10,2752.5,16.225,12,7,62,2,1,1
2014-09-19,2014,True,81,405,0.0,08:30,15:10,2750.75,15.125,2,42,37,1,0,0
2014-09-22,2014,True,81,405,0.0,08:30,15:10,2734.0,14.75,8,21,52,1,0,0
2014-09-26,2014,False,81,405,0.0,08:30,15:10,2723.5,15.2,0,0,0,0,0,0
2014-09-29,2014,False,81,405,0.0,08:30,15:10,2717.25,15.55,0,0,0,0,0,0
2014-09-30,2014,True,81,405,0.0,08:30,15:10,2712.25,15.925,13,49,19,4,3,2
2014-10-01,2014,True,81,405,0.0,08:30,15:10,2688.75,16.425,16,39,26,2,0,0
2014-10-02,2014,True,81,405,0.0,08:30,15:10,2686.25,17.725,20,29,32,6,3,1
2014-10-03,2014,True,81,405,0.0,08:30,15:10,2708.5,19.475,38,2,41,3,2,2
2014-10-06,2014,True,81,405,0.0,08:30,15:10,2703.75,19.0,0,46,35,1,0,0
2014-10-07,2014,True,81,405,0.0,08:30,15:10,2675.5,19.05,13,32,36,2,1,1
2014-10-08,2014,True,81,405,0.0,08:30,15:10,2709.75,20.825,51,8,22,5,4,1
2014-10-09,2014,True,81,405,0.0,08:30,15:10,2671.25,23.975,0,24,57,2,0,0
2014-10-10,2014,True,81,405,0.0,08:30,15:10,2641.0,26.35,19,16,46,1,0,0
2014-10-13,2014,True,81,405,0.0,08:30,15:10,2613.75,28.175,0,63,18,2,1,1
2014-10-14,2014,True,81,405,0.0,08:30,15:10,2622.75,30.425,20,18,43,2,1,0
2014-10-15,2014,False,81,405,0.0,08:30,15:10,2594.0,31.475,0,0,0,0,0,0
2014-10-16,2014,False,81,405,0.0,08:30,15:10,2598.25,33.575,0,0,0,0,0,0
2014-10-17,2014,False,81,405,0.0,08:30,15:10,2628.5,35.575,0,0,0,0,0,0
2014-10-20,2014,True,81,405,0.0,08:30,15:10,2648.0,35.85,34,5,42,5,3,1
2014-10-21,2014,True,81,405,0.0,08:30,15:10,2686.0,36.4,52,3,26,1,0,0
2014-10-22,2014,True,81,405,0.0,08:30,15:10,2673.5,36.8,12,37,32,5,2,2
2014-10-23,2014,False,81,405,0.0,08:30,15:10,2693.75,34.5,0,0,0,0,0,0
2014-10-24,2014,True,81,405,0.0,08:30,15:10,2707.5,32.375,32,10,39,2,2,2
2014-10-27,2014,True,81,405,0.0,08:30,15:10,2705.0,30.7,53,0,28,3,1,1
2014-10-28,2014,True,81,405,0.0,08:30,15:10,2727.75,28.05,66,0,15,1,0,0
2014-10-29,2014,True,81,405,0.0,08:30,15:10,2720.0,27.2,3,50,28,3,2,1
2014-10-30,2014,True,81,405,0.0,08:30,15:10,2736.5,24.575,66,0,15,6,5,1
2014-10-31,2014,False,81,405,0.0,08:30,15:10,2757.75,22.5,0,0,0,0,0,0
2014-11-03,2014,True,81,405,0.0,08:30,15:10,2758.75,21.4,21,32,28,2,1,1
2014-11-04,2014,True,81,405,0.0,08:30,15:10,2753.25,19.95,30,20,31,2,1,1
2014-11-05,2014,True,81,405,0.0,08:30,15:10,2766.5,18.5,50,1,30,3,0,0
2014-11-06,2014,True,81,405,0.0,08:30,15:10,2775.5,17.375,21,9,51,3,0,0
2014-11-07,2014,True,81,405,0.0,08:30,15:10,2773.5,17.225,20,17,44,3,0,0
2014-11-10,2014,True,81,405,0.0,08:30,15:10,2781.75,16.125,23,3,55,3,0,0
2014-11-11,2014,True,81,405,0.0,08:30,15:10,2784.25,15.6,19,43,19,4,3,0
2014-11-12,2014,True,81,405,0.0,08:30,15:10,2783.5,14.35,19,19,43,2,0,0
2014-11-13,2014,True,81,405,0.0,08:30,15:10,2781.25,12.925,8,46,27,2,2,1
2014-11-14,2014,True,81,405,0.0,08:30,15:10,2786.0,11.95,5,27,49,3,1,0
2014-11-17,2014,True,81,405,0.0,08:30,15:10,2787.25,11.65,67,0,14,2,1,1
2014-11-18,2014,True,81,405,0.0,08:30,15:10,2796.0,11.425,31,6,44,3,1,0
2014-11-19,2014,True,81,405,0.0,08:30,15:10,2795.25,11.375,26,22,33,3,1,0
2014-11-20,2014,True,81,405,0.0,08:30,15:10,2799.75,11.475,46,2,33,1,1,0
2014-11-21,2014,False,81,405,0.0,08:30,15:10,2809.5,11.3,0,0,0,0,0,0
2014-11-24,2014,True,81,405,0.0024691358024691358,08:30,15:10,2815.0,12.025,32,2,47,3,0,0
2014-11-25,2014,True,81,405,0.0,08:30,15:10,2815.5,11.6,17,32,32,3,2,1
2014-11-26,2014,True,81,405,0.0,08:30,15:10,2820.25,11.95,49,0,32,1,0,0
2014-11-27,2014,True,42,210,0.0380952380952381,08:30,11:55,2821.75,11.75,5,9,28,1,0,0
2014-11-28,2014,True,45,225,0.0,08:30,12:10,2814.5,10.45,3,0,42,0,0,0
2014-12-01,2014,True,81,405,0.0,08:30,15:10,2798.5,10.65,0,65,16,1,0,0
2014-12-02,2014,True,81,405,0.0,08:30,15:10,2813.75,10.9,76,0,5,1,0,0
2014-12-03,2014,True,81,405,0.0,08:30,15:10,2820.0,10.95,53,0,28,2,2,1
2014-12-04,2014,True,81,405,0.0,08:30,15:10,2819.5,10.725,10,35,36,3,2,2
2014-12-05,2014,True,81,405,0.0024691358024691358,08:30,15:10,2824.0,10.725,60,2,19,1,0,0
2014-12-08,2014,True,81,405,0.0,08:30,15:10,2807.5,9.9,1,46,34,3,1,0
2014-12-09,2014,False,81,405,0.0,08:30,15:10,2805.0,11.6,0,0,0,0,0,0
2014-12-10,2014,True,81,405,0.0,08:30,15:10,2774.0,13.325,14,14,53,1,0,0
2014-12-11,2014,True,81,405,0.0,08:30,15:10,2778.25,15.675,35,24,22,1,0,0
2014-12-12,2014,True,81,405,0.0,08:30,15:10,2745.25,17.975,19,21,41,4,2,2
2014-12-15,2014,False,81,405,0.0,08:30,15:10,2738.75,20.575,0,0,0,0,0,0
2014-12-16,2014,True,81,405,0.0,08:30,15:10,2722.75,23.175,40,10,31,4,3,2
2014-12-17,2014,True,81,405,0.0,08:30,15:10,2764.75,26.45,23,20,38,3,1,1
2014-12-18,2014,False,81,405,0.0,08:30,15:10,2817.0,29.5,0,0,0,0,0,0
2014-12-19,2014,True,81,405,0.0,08:30,15:10,2823.25,31.4,24,28,29,1,1,1
2014-12-22,2014,True,81,405,0.0,08:30,15:10,2829.0,32.45,6,38,37,3,1,1
2014-12-23,2014,True,81,405,0.0,08:30,15:10,2836.0,31.05,21,20,40,4,0,0
2014-12-24,2014,True,46,226,0.0,08:30,12:15,2834.75,29.025,27,0,19,1,0,0
2014-12-26,2014,True,81,405,0.0024691358024691358,08:30,15:10,2841.0,26.575,41,0,40,2,1,0
2014-12-29,2014,True,81,405,0.0,08:30,15:10,2842.75,24.575,19,4,58,2,0,0
2014-12-30,2014,True,81,405,0.0,08:30,15:10,2833.5,21.775,41,0,40,2,0,0
2015-01-02,2015,False,81,405,0.0,08:30,15:10,2803.5,18.875,0,0,0,0,0,0
2015-01-05,2015,True,81,405,0.0,08:30,15:10,2772.75,16.825,9,51,21,2,0,0
2015-01-06,2015,True,81,405,0.0,08:30,15:10,2751.75,15.825,17,17,47,3,0,0
2015-01-07,2015,False,81,405,0.0,08:30,15:10,2776.75,16.25,0,0,0,0,0,0
2015-01-08,2015,False,81,405,0.0,08:30,15:10,2811.25,16.175,0,0,0,0,0,0
2015-01-09,2015,True,81,405,0.0,08:30,15:10,2791.75,17.625,11,39,31,1,0,0
2015-01-12,2015,True,81,405,0.0,08:30,15:10,2779.25,19.875,11,51,19,4,4,3
2015-01-13,2015,True,81,405,0.0,08:30,15:10,2772.75,21.925,4,47,30,3,2,0
2015-01-14,2015,False,81,405,0.0,08:30,15:10,2765.0,26.35,0,0,0,0,0,0
2015-01-15,2015,True,81,405,0.0,08:30,15:10,2745.5,28.325,8,17,56,5,4,3
2015-01-16,2015,True,81,405,0.0,08:30,15:10,2769.75,30.575,64,5,12,2,2,1
2015-01-19,2015,True,42,210,0.014285714285714285,08:30,11:55,2765.25,31.1,0,34,8,2,2,0
2015-01-20,2015,True,81,405,0.0,08:30,15:10,2773.5,29.2,58,0,23,3,1,0
2015-01-21,2015,True,81,405,0.0,08:30,15:10,2784.0,27.85,62,0,19,4,2,0
2015-01-22,2015,True,81,405,0.0,08:30,15:10,2813.25,28.7,57,2,22,2,1,1
2015-01-23,2015,True,81,405,0.0,08:30,15:10,2800.25,30.45,0,38,43,4,2,1
2015-01-26,2015,True,81,405,0.0,08:30,15:10,2810.25,28.85,52,0,29,3,2,1
2015-01-27,2015,False,81,405,0.0,08:30,15:10,2785.75,28.1,0,0,0,0,0,0
2015-01-28,2015,True,81,405,0.0,08:30,15:10,2748.25,25.4,13,24,44,5,2,1
2015-01-29,2015,True,81,405,0.0,08:30,15:10,2775.75,27.4,56,1,24,5,2,1
2015-01-30,2015,False,81,405,0.0,08:30,15:10,2748.0,28.025,0,0,0,0,0,0
2015-02-02,2015,True,81,405,0.0,08:30,15:10,2773.5,27.825,28,14,39,2,0,0
2015-02-03,2015,True,81,405,0.0,08:30,15:10,2798.25,31.1,33,29,19,4,3,2
2015-02-04,2015,True,81,405,0.0,08:30,15:10,2787.25,30.825,42,1,38,4,1,1
2015-02-05,2015,True,81,405,0.0,08:30,15:10,2812.0,30.075,74,0,7,1,0,0
2015-02-06,2015,True,81,405,0.0,08:30,15:10,2810.5,27.65,32,37,12,2,1,1
2015-02-09,2015,True,81,405,0.0,08:30,15:10,2799.25,28.625,8,30,43,1,0,0
2015-02-10,2015,True,81,405,0.0,08:30,15:10,2819.0,28.2,56,16,9,2,2,1
2015-02-11,2015,True,81,405,0.0,08:30,15:10,2822.75,28.15,47,0,34,4,2,1
2015-02-12,2015,True,81,405,0.0,08:30,15:10,2841.25,25.05,25,6,50,1,0,0
2015-02-13,2015,True,81,405,0.0,08:30,15:10,2849.75,22.675,63,0,18,2,0,0
2015-02-16,2015,True,42,210,0.09047619047619047,08:30,11:55,2843.5,20.75,9,3,30,1,0,0
2015-02-17,2015,True,81,405,0.0,08:30,15:10,2852.5,17.3,45,7,29,4,2,1
2015-02-18,2015,True,81,405,0.0,08:30,15:10,2852.25,16.25,6,29,46,5,3,3
2015-02-19,2015,True,81,405,0.0,08:30,15:10,2852.0,15.15,31,14,36,3,2,0
2015-02-20,2015,True,81,405,0.0,08:30,15:10,2864.0,14.775,60,1,20,2,0,0
2015-02-23,2015,True,81,405,0.0,08:30,15:10,2863.5,15.075,40,7,34,2,1,1
2015-02-24,2015,True,81,405,0.0,08:30,15:10,2870.5,14.4,39,2,40,4,2,1
2015-02-25,2015,True,81,405,0.0024691358024691358,08:30,15:10,2867.0,13.375,33,25,23,3,2,0
2015-02-26,2015,True,81,405,0.0,08:30,15:10,2867.0,12.775,40,14,27,3,1,0
2015-02-27,2015,True,81,405,0.0,08:30,15:10,2862.0,12.475,41,19,21,2,1,0
2015-03-02,2015,True,81,405,0.0,08:30,15:10,2871.25,12.325,12,27,42,2,0,0
2015-03-03,2015,True,81,405,0.0,08:30,15:10,2861.5,12.625,35,17,29,4,3,1
2015-03-04,2015,True,81,405,0.0,08:30,15:10,2853.25,12.9,40,6,35,3,1,0
2015-03-05,2015,True,81,405,0.0,08:30,15:10,2856.25,13.45,11,41,29,3,1,1
2015-03-06,2015,True,81,405,0.0,08:30,15:10,2827.75,13.2,19,30,32,3,2,1
2015-03-09,2015,True,81,405,0.0,08:30,15:10,2834.5,13.425,61,0,20,4,4,0
2015-03-10,2015,False,81,405,0.0,08:30,15:10,2798.75,13.8,0,0,0,0,0,0
2015-03-11,2015,True,81,405,0.0,08:30,15:10,2796.75,14.65,41,0,40,4,1,1
2015-03-12,2015,True,81,405,0.0,08:30,15:10,2820.5,14.725,69,0,12,1,0,0
2015-03-13,2015,True,81,405,0.0,08:30,15:10,2807.25,15.65,31,18,32,1,0,0
2015-03-16,2015,True,81,405,0.0,08:30,15:10,2832.5,17.025,27,2,52,3,1,0
2015-03-17,2015,True,81,405,0.0,08:30,15:10,2830.75,17.725,31,8,42,4,1,0
2015-03-18,2015,True,81,405,0.0,08:30,15:10,2857.75,17.625,21,15,45,2,0,0
2015-03-19,2015,True,81,405,0.0,08:30,15:10,2846.5,20.925,17,8,56,2,0,0
2015-03-20,2015,True,81,405,0.0,08:30,15:10,2864.0,21.275,55,0,26,4,2,1
2015-03-23,2015,True,81,405,0.0024691358024691358,08:30,15:10,2859.5,19.85,18,26,37,3,0,0
2015-03-24,2015,True,81,405,0.0,08:30,15:10,2849.5,19.9,7,13,61,6,1,1
2015-03-25,2015,True,81,405,0.0,08:30,15:10,2818.25,19.475,0,49,32,1,0,0
2015-03-26,2015,True,81,405,0.0,08:30,15:10,2812.5,22.05,54,0,27,3,2,2
2015-03-27,2015,True,81,405,0.0,08:30,15:10,2817.25,22.3,14,12,55,3,0,0
2015-03-30,2015,True,81,405,0.0,08:30,15:10,2840.5,20.975,44,11,26,4,3,1
2015-03-31,2015,True,81,405,0.0,08:30,15:10,2823.25,20.675,29,21,31,2,1,0
2015-04-01,2015,True,81,405,0.0,08:30,15:10,2817.5,21.25,27,3,51,5,1,0
2015-04-02,2015,True,81,405,0.0,08:30,15:10,2824.25,18.425,79,0,2,1,0,0
2015-04-06,2015,True,81,405,0.0,08:30,15:10,2837.5,18.725,44,7,30,3,3,0
2015-04-07,2015,True,81,405,0.0,08:30,15:10,2832.25,20.575,11,30,40,2,0,0
2015-04-08,2015,True,81,405,0.0,08:30,15:10,2840.5,20.85,0,57,24,3,1,1
2015-04-09,2015,True,81,405,0.0,08:30,15:10,2849.75,20.575,24,18,39,5,3,2
2015-04-10,2015,True,81,405,0.0,08:30,15:10,2860.0,18.9,75,0,6,3,2,0
2015-04-13,2015,True,81,405,0.0,08:30,15:10,2851.0,17.8,7,25,49,2,1,1
2015-04-14,2015,True,81,405,0.0,08:30,15:10,2855.25,18.325,34,13,34,3,0,0
2015-04-15,2015,True,81,405,0.0,08:30,15:10,2864.25,18.225,21,0,60,3,1,0
2015-04-16,2015,True,81,405,0.0,08:30,15:10,2864.75,17.35,31,5,45,3,1,1
2015-04-17,2015,False,81,405,0.0,08:30,15:10,2839.75,16.625,0,0,0,0,0,0
2015-04-20,2015,True,81,405,0.0,08:30,15:10,2855.25,17.275,0,30,51,2,0,0
2015-04-21,2015,True,81,405,0.0,08:30,15:10,2855.75,15.3,7,37,37,4,1,0
2015-04-22,2015,True,81,405,0.0,08:30,15:10,2864.75,15.375,27,12,42,5,2,1
2015-04-23,2015,True,81,405,0.0,08:30,15:10,2871.25,15.925,63,0,18,3,2,0
2015-04-24,2015,True,81,405,0.0,08:30,15:10,2876.0,15.875,12,0,69,3,0,0
2015-04-27,2015,True,81,405,0.0,08:30,15:10,2868.5,15.6,0,54,27,4,2,0
2015-04-28,2015,True,81,405,0.0,08:30,15:10,2876.25,15.95,38,2,41,2,0,0
2015-04-29,2015,True,81,405,0.0,08:30,15:10,2863.0,16.75,40,0,41,3,1,0
2015-04-30,2015,True,81,405,0.0,08:30,15:10,2845.75,17.35,4,32,45,3,2,2
2015-05-01,2015,True,81,405,0.0,08:30,15:10,2866.25,18.925,39,2,40,3,0,0
2015-05-04,2015,True,81,405,0.0,08:30,15:10,2873.5,18.2,0,39,42,3,1,0
2015-05-05,2015,True,81,405,0.0,08:30,15:10,2848.25,17.825,0,57,24,4,3,2
2015-05-06,2015,True,81,405,0.0,08:30,15:10,2838.75,18.975,0,61,20,3,3,1
2015-05-07,2015,True,81,405,0.0,08:30,15:10,2848.25,20.225,0,40,41,4,0,0
2015-05-08,2015,False,81,405,0.0,08:30,15:10,2872.5,20.15,0,0,0,0,0,0
2015-05-11,2015,True,81,405,0.0,08:30,15:10,2862.0,20.375,23,20,38,4,1,0
2015-05-12,2015,True,81,405,0.0,08:30,15:10,2859.25,20.05,33,2,46,2,0,0
2015-05-13,2015,True,81,405,0.0,08:30,15:10,2859.0,19.675,0,60,21,4,2,1
2015-05-14,2015,True,81,405,0.0024691358024691358,08:30,15:10,2882.0,19.45,75,0,6,2,2,1
2015-05-15,2015,True,81,405,0.0,08:30,15:10,2883.5,18.15,0,71,10,1,0,0
2015-05-18,2015,True,81,405,0.0,08:30,15:10,2890.25,17.35,61,0,20,1,0,0
2015-05-19,2015,True,81,405,0.0,08:30,15:10,2888.75,17.65,58,0,23,3,1,0
2015-05-20,2015,True,81,405,0.0024691358024691358,08:30,15:10,2886.75,15.775,16,34,31,3,2,0
2015-05-21,2015,True,81,405,0.0,08:30,15:10,2892.75,13.825,44,9,28,3,0,0
2015-05-22,2015,True,81,405,0.007407407407407408,08:30,15:10,2889.0,13.175,37,5,39,3,1,1
2015-05-25,2015,True,42,209,0.22488038277511962,08:30,11:55,2886.5,12.775,27,0,15,1,1,0
2015-05-26,2015,True,81,405,0.0,08:30,15:10,2869.75,11.575,3,46,32,2,1,1
2015-05-27,2015,True,81,405,0.0,08:30,15:10,2885.0,11.85,39,9,33,4,2,0
2015-05-28,2015,True,81,405,0.0,08:30,15:10,2886.25,12.525,29,0,52,2,0,0
2015-05-29,2015,True,81,405,0.0,08:30,15:10,2872.0,12.225,0,74,7,2,1,0
2015-06-01,2015,True,81,405,0.0,08:30,15:10,2873.75,13.15,31,26,24,1,1,1
2015-06-02,2015,True,81,405,0.0,08:30,15:10,2870.75,13.65,39,20,22,1,0,0
2015-06-03,2015,True,81,405,0.0,08:30,15:10,2880.75,14.725,1,40,40,4,1,0
2015-06-04,2015,True,81,405,0.0,08:30,15:10,2863.5,14.775,14,57,10,4,4,3
2015-06-05,2015,True,81,405,0.0,08:30,15:10,2856.5,15.575,8,17,56,4,1,1
2015-06-08,2015,True,81,405,0.0,08:30,15:10,2843.25,16.5,4,43,34,4,2,1
2015-06-09,2015,True,81,405,0.0,08:30,15:10,2844.25,17.65,2,20,59,1,0,0
2015-06-10,2015,True,81,405,0.0,08:30,15:10,2870.75,16.725,74,0,7,2,2,0
2015-06-11,2015,True,81,405,0.0049382716049382715,08:30,15:10,2873.5,16.675,0,71,10,2,2,1
2015-06-12,2015,True,81,405,0.0,08:30,15:10,2857.25,16.4,14,16,51,2,0,0
2015-06-15,2015,True,81,405,0.0,08:30,15:10,2856.25,15.925,68,3,10,3,2,2
2015-06-16,2015,True,81,405,0.0,08:30,15:10,2870.0,15.85,48,12,21,4,3,1
2015-06-17,2015,True,81,405,0.0,08:30,15:10,2870.0,15.6,19,40,22,5,3,1
2015-06-18,2015,True,81,405,0.0,08:30,15:10,2895.75,16.25,42,2,37,1,0,0
2015-06-19,2015,True,81,405,0.0,08:30,15:10,2878.75,16.425,0,19,62,1,0,0
2015-06-22,2015,False,81,405,0.0,08:30,15:10,2894.0,16.225,0,0,0,0,0,0
2015-06-23,2015,True,81,405,0.0024691358024691358,08:30,15:10,2897.75,15.725,15,31,35,4,1,1
2015-06-24,2015,True,81,405,0.0,08:30,15:10,2880.5,15.225,7,27,47,4,1,0
2015-06-25,2015,True,81,405,0.0024691358024691358,08:30,15:10,2874.5,14.95,42,0,39,4,2,2
2015-06-26,2015,True,81,405,0.0,08:30,15:10,2877.0,15.625,0,71,10,1,0,0
2015-06-29,2015,False,81,405,0.0,08:30,15:10,2832.0,15.9,0,0,0,0,0,0
2015-06-30,2015,False,81,405,0.0,08:30,15:10,2835.5,17.825,0,0,0,0,0,0
2015-07-01,2015,False,81,405,0.0,08:30,15:10,2852.5,18.175,0,0,0,0,0,0
2015-07-02,2015,True,81,405,0.0,08:30,15:10,2849.75,17.65,19,13,49,1,0,0
2015-07-03,2015,True,43,211,0.009478672985781991,08:30,12:00,2848.0,16.9,3,4,36,1,0,0
2015-07-06,2015,True,81,405,0.0,08:30,15:10,2845.5,15.95,45,11,25,1,0,0
2015-07-07,2015,True,81,405,0.0,08:30,15:10,2854.25,17.0,30,24,27,2,1,0
2015-07-08,2015,True,81,405,0.0,08:30,15:10,2820.0,20.225,3,52,26,3,2,1
2015-07-09,2015,False,81,405,0.0,08:30,15:10,2821.5,20.925,0,0,0,0,0,0
2015-07-10,2015,False,81,405,0.0,08:30,15:10,2850.75,22.2,0,0,0,0,0,0
2015-07-13,2015,True,81,405,0.0,08:30,15:10,2875.0,22.275,72,0,9,1,0,0
2015-07-14,2015,True,81,405,0.0,08:30,15:10,2883.5,19.75,58,0,23,1,0,0
2015-07-15,2015,True,81,405,0.0,08:30,15:10,2885.5,19.075,33,5,43,3,0,0
2015-07-16,2015,True,81,405,0.0024691358024691358,08:30,15:10,2897.75,18.875,20,17,44,2,0,0
2015-07-17,2015,True,81,405,0.0024691358024691358,08:30,15:10,2900.0,18.175,50,0,31,2,1,1
2015-07-20,2015,True,81,405,0.0,08:30,15:10,2902.5,18.425,32,20,29,5,3,1
2015-07-21,2015,True,81,405,0.0,08:30,15:10,2895.75,17.275,3,55,23,5,3,1
2015-07-22,2015,True,81,405,0.0,08:30,15:10,2889.5,14.525,13,5,63,1,0,0
2015-07-23,2015,True,81,405,0.0,08:30,15:10,2879.75,12.875,34,0,47,3,0,0
2015-07-24,2015,True,81,405,0.0,08:30,15:10,2859.5,11.925,4,53,24,1,0,0
2015-07-27,2015,True,81,405,0.0,08:30,15:10,2845.25,13.2,37,8,36,1,1,1
2015-07-28,2015,True,81,405,0.0,08:30,15:10,2868.75,13.425,58,6,17,3,2,0
2015-07-29,2015,True,81,405,0.0,08:30,15:10,2882.25,14.775,74,0,7,2,1,0
2015-07-30,2015,True,81,405,0.0,08:30,15:10,2885.0,15.25,51,0,30,4,1,1
2015-07-31,2015,True,81,405,0.0,08:30,15:10,2881.25,16.1,32,19,30,5,2,1
2015-08-03,2015,True,81,405,0.0,08:30,15:10,2871.75,16.7,0,63,18,2,1,1
2015-08-04,2015,True,81,405,0.0,08:30,15:10,2864.0,17.625,28,1,52,2,0,0
2015-08-05,2015,True,81,405,0.0,08:30,15:10,2875.25,17.725,25,29,27,1,1,1
2015-08-06,2015,True,81,405,0.0,08:30,15:10,2860.75,18.45,2,44,35,2,0,0
2015-08-07,2015,True,81,405,0.0,08:30,15:10,2854.75,19.35,11,35,35,3,0,0
2015-08-10,2015,True,81,405,0.0,08:30,15:10,2880.5,18.025,58,0,23,1,0,0
2015-08-11,2015,False,81,405,0.0,08:30,15:10,2860.5,18.2,0,0,0,0,0,0
2015-08-12,2015,True,81,405,0.0,08:30,15:10,2865.75,17.2,36,36,9,4,3,0
2015-08-13,2015,True,81,405,0.0,08:30,15:10,2861.5,19.275,25,11,45,3,2,1
2015-08-14,2015,True,81,405,0.0,08:30,15:10,2870.25,19.225,47,0,34,3,0,0
2015-08-17,2015,True,81,405,0.0,08:30,15:10,2879.75,19.275,75,0,6,5,5,2
2015-08-18,2015,True,81,405,0.0,08:30,15:10,2874.25,19.95,28,15,38,3,1,0
2015-08-19,2015,True,81,405,0.0,08:30,15:10,2853.75,19.475,36,10,35,6,3,0
2015-08-20,2015,True,81,405,0.0,08:30,15:10,2805.75,20.55,2,48,31,1,0,0
2015-08-21,2015,True,81,405,0.0,08:30,15:10,2751.25,21.8,6,44,31,5,1,0
2015-08-24,2015,False,81,405,0.0,08:30,15:10,2649.75,25.75,0,0,0,0,0,0
2015-08-25,2015,False,81,405,0.0,08:30,15:10,2654.75,36.25,0,0,0,0,0,0
2015-08-26,2015,False,81,405,0.0,08:30,15:10,2717.0,43.225,0,0,0,0,0,0
2015-08-27,2015,False,81,405,0.0,08:30,15:10,2770.5,46.15,0,0,0,0,0,0
2015-08-28,2015,True,81,405,0.0,08:30,15:10,2769.75,49.175,4,29,48,3,1,1
2015-08-31,2015,False,81,405,0.0,08:30,15:10,2744.25,49.75,0,0,0,0,0,0
2015-09-01,2015,False,81,405,0.0,08:30,15:10,2696.75,49.325,0,0,0,0,0,0
2015-09-02,2015,False,81,405,0.0,08:30,15:10,2727.75,52.4,0,0,0,0,0,0
