Date,yr,traded,n5m,n1m,flat1m,t_first,t_last,close,adr,bull,bear,neut,n_ent,n_gate,n_fill
2017-12-29,2017,True,81,405,0.0,08:30,15:10,3504.25,10.925,0,52,29,3,2,1
2018-01-02,2018,True,81,405,0.0024691358024691358,08:30,15:10,3524.25,11.75,76,0,5,1,1,1
2018-01-03,2018,True,81,405,0.0,08:30,15:10,3541.5,11.5,70,0,11,2,2,0
2018-01-04,2018,True,81,405,0.0,08:30,15:10,3555.25,12.575,37,14,30,2,0,0
2018-01-05,2018,True,81,405,0.0,08:30,15:10,3574.0,12.2,23,8,50,3,1,0
2018-01-08,2018,True,81,405,0.0,08:30,15:10,3578.5,12.225,58,0,23,6,5,0
2018-01-09,2018,True,81,405,0.0,08:30,15:10,3583.75,12.25,11,4,66,1,0,0
2018-01-10,2018,True,81,405,0.0,08:30,15:10,3582.0,12.725,35,2,44,1,0,0
2018-01-11,2018,True,81,405,0.0,08:30,15:10,3600.75,13.85,35,4,42,5,2,1
2018-01-12,2018,True,81,405,0.0,08:30,15:10,3619.75,14.625,72,0,9,1,0,0
2018-01-15,2018,True,42,210,0.05238095238095238,08:30,11:55,3625.75,15.925,6,6,30,1,0,0
2018-01-16,2018,True,81,405,0.0,08:30,15:10,3614.5,13.75,6,57,18,1,0,0
2018-01-17,2018,True,81,405,0.0,08:30,15:10,3635.0,16.25,69,0,12,3,3,0
2018-01-18,2018,True,81,405,0.0,08:30,15:10,3627.75,17.425,17,12,52,3,0,0
2018-01-19,2018,True,81,405,0.0,08:30,15:10,3642.5,17.75,25,0,56,2,1,1
2018-01-22,2018,True,81,405,0.0,08:30,15:10,3666.5,17.625,74,0,7,2,2,2
2018-01-23,2018,True,81,405,0.0,08:30,15:10,3670.75,19.2,26,3,52,2,0,0
2018-01-24,2018,True,81,405,0.0,08:30,15:10,3672.75,19.275,21,30,30,3,1,1
2018-01-25,2018,True,81,405,0.0,08:30,15:10,3672.25,20.725,37,3,41,1,0,0
2018-01-26,2018,True,81,405,0.0,08:30,15:10,3705.25,20.925,70,0,11,6,6,1
2018-01-29,2018,True,81,405,0.0,08:30,15:10,3685.0,21.9,30,13,38,2,1,1
2018-01-30,2018,False,81,405,0.0,08:30,15:10,3655.5,23.525,0,0,0,0,0,0
2018-01-31,2018,True,81,405,0.0,08:30,15:10,3660.75,21.7,14,30,37,3,0,0
2018-02-01,2018,True,81,405,0.0,08:30,15:10,3653.25,21.475,30,33,18,2,1,0
2018-02-02,2018,True,81,405,0.0,08:30,15:10,3588.5,22.5,7,46,28,2,1,1
2018-02-05,2018,True,81,405,0.0,08:30,15:10,3438.75,26.2,27,23,31,3,1,0
2018-02-06,2018,True,81,405,0.0,08:30,15:10,3521.0,39.6,15,19,47,1,0,0
2018-02-07,2018,True,81,405,0.0,08:30,15:10,3499.25,49.4,42,4,35,1,0,0
2018-02-08,2018,True,81,405,0.0,08:30,15:10,3421.25,52.4,0,62,19,2,1,0
2018-02-09,2018,False,81,405,0.0,08:30,15:10,3449.25,61.175,0,0,0,0,0,0
2018-02-12,2018,False,81,405,0.0,08:30,15:10,3486.0,69.05,0,0,0,0,0,0
2018-02-13,2018,True,81,405,0.0,08:30,15:10,3493.0,72.225,55,0,26,3,1,1
2018-02-14,2018,True,81,405,0.0,08:30,15:10,3528.0,73.45,49,1,31,2,0,0
2018-02-15,2018,False,81,405,0.0,08:30,15:10,3564.0,76.675,0,0,0,0,0,0
2018-02-16,2018,True,81,405,0.0,08:30,15:10,3565.75,78.9,15,23,43,1,0,0
2018-02-19,2018,True,42,210,0.0,08:30,11:55,3559.75,76.75,15,16,11,2,2,2
2018-02-20,2018,True,81,405,0.0,08:30,15:10,3545.25,62.25,27,30,24,5,3,2
2018-02-21,2018,True,81,405,0.0,08:30,15:10,3530.0,54.375,28,15,38,6,1,0
2018-02-22,2018,True,81,405,0.0,08:30,15:10,3543.0,53.825,28,20,33,3,2,1
2018-02-23,2018,True,81,405,0.0,08:30,15:10,3579.5,46.575,19,8,54,1,0,0
2018-02-26,2018,True,81,405,0.0,08:30,15:10,3616.0,39.5,27,17,37,2,1,0
2018-02-27,2018,True,81,405,0.0,08:30,15:10,3580.0,37.575,2,42,37,3,0,0
2018-02-28,2018,True,81,405,0.0,08:30,15:10,3550.25,39.025,6,46,29,2,1,0
2018-03-01,2018,True,81,405,0.0,08:30,15:10,3509.75,38.125,28,15,38,5,1,1
2018-03-02,2018,False,81,405,0.0,08:30,15:10,3521.75,40.725,0,0,0,0,0,0
2018-03-05,2018,True,81,405,0.0,08:30,15:10,3549.5,42.525,17,12,52,2,1,1
2018-03-06,2018,True,81,405,0.0,08:30,15:10,3555.25,46.225,17,14,50,3,1,0
2018-03-07,2018,False,81,405,0.0,08:30,15:10,3554.5,45.275,0,0,0,0,0,0
2018-03-08,2018,True,81,405,0.0,08:30,15:10,3570.5,42.85,4,37,40,2,1,1
2018-03-09,2018,True,81,405,0.0,08:30,15:10,3614.5,41.25,68,0,13,4,3,1
2018-03-12,2018,True,81,405,0.0024691358024691358,08:30,15:10,3615.75,41.125,25,17,39,4,2,1
2018-03-13,2018,True,81,405,0.0,08:30,15:10,3599.75,39.725,0,64,17,1,1,1
2018-03-14,2018,True,81,405,0.0,08:30,15:10,3581.25,39.425,17,22,42,2,0,0
2018-03-15,2018,True,81,405,0.0,08:30,15:10,3582.75,37.85,0,50,31,3,1,1
2018-03-16,2018,True,81,405,0.0,08:30,15:10,3583.0,32.75,13,17,51,4,0,0
2018-03-19,2018,True,81,405,0.0,08:30,15:10,3550.25,29.2,21,42,18,3,1,0
2018-03-20,2018,True,81,405,0.0,08:30,15:10,3551.25,28.675,7,32,42,1,0,0
2018-03-21,2018,True,81,405,0.0,08:30,15:10,3545.5,27.925,32,9,40,3,1,0
2018-03-22,2018,False,81,405,0.0,08:30,15:10,3471.0,28.075,0,0,0,0,0,0
2018-03-23,2018,True,81,405,0.0,08:30,15:10,3424.0,31.85,0,56,25,2,2,2
2018-03-26,2018,False,81,405,0.0,08:30,15:10,3487.75,35.575,0,0,0,0,0,0
2018-03-27,2018,True,81,405,0.0,08:30,15:10,3442.5,39.825,5,34,42,3,0,0
2018-03-28,2018,True,81,405,0.0,08:30,15:10,3435.25,43.35,0,57,24,3,0,0
2018-03-29,2018,True,81,405,0.0,08:30,15:10,3464.0,44.0,59,3,19,1,0,0
2018-04-02,2018,True,81,405,0.0,08:30,15:10,3403.25,46.875,0,55,26,1,1,1
2018-04-03,2018,True,81,405,0.0,08:30,15:10,3440.75,54.125,22,14,45,3,1,1
2018-04-04,2018,False,81,405,0.0,08:30,15:10,3474.5,53.85,0,0,0,0,0,0
2018-04-05,2018,True,81,405,0.0,08:30,15:10,3490.25,60.2,15,12,54,3,1,0
2018-04-06,2018,False,81,405,0.0,08:30,15:10,3431.75,59.375,0,0,0,0,0,0
2018-04-09,2018,True,81,405,0.0,08:30,15:10,3446.0,60.975,43,23,15,3,3,1
2018-04-10,2018,False,81,405,0.0,08:30,15:10,3482.5,58.075,0,0,0,0,0,0
2018-04-11,2018,True,81,405,0.0,08:30,15:10,3467.75,55.125,23,10,48,2,0,0
2018-04-12,2018,True,81,405,0.0,08:30,15:10,3490.75,49.4,33,0,48,3,0,0
2018-04-13,2018,True,81,405,0.0,08:30,15:10,3484.5,47.325,2,29,50,4,1,1
2018-04-16,2018,True,81,405,0.0,08:30,15:10,3508.5,45.875,75,0,6,4,4,3
2018-04-17,2018,True,81,405,0.0,08:30,15:10,3534.0,39.375,34,0,47,4,1,0
2018-04-18,2018,True,81,405,0.0,08:30,15:10,3537.0,36.975,4,28,49,4,1,0
2018-04-19,2018,True,81,405,0.0,08:30,15:10,3519.25,30.55,0,42,39,5,2,0
2018-04-20,2018,True,81,405,0.0,08:30,15:10,3499.5,30.425,0,64,17,2,0,0
2018-04-23,2018,True,81,405,0.0,08:30,15:10,3498.0,26.7,27,6,48,4,1,1
2018-04-24,2018,True,81,405,0.0,08:30,15:10,3462.25,24.9,4,57,20,1,0,0
2018-04-25,2018,True,81,405,0.0,08:30,15:10,3471.25,28.55,23,18,40,3,1,0
2018-04-26,2018,True,81,405,0.0,08:30,15:10,3502.5,29.65,26,7,48,5,2,0
2018-04-27,2018,True,81,405,0.0,08:30,15:10,3498.0,30.65,10,25,46,3,0,0
2018-04-30,2018,True,81,405,0.0,08:30,15:10,3474.5,28.925,1,43,37,4,2,2
2018-05-01,2018,True,81,405,0.0,08:30,15:10,3478.75,30.425,12,35,34,2,0,0
2018-05-02,2018,True,81,405,0.0,08:30,15:10,3455.0,31.4,6,25,50,3,1,1
2018-05-03,2018,True,81,405,0.0,08:30,15:10,3458.75,33.125,22,16,43,5,1,1
2018-05-04,2018,True,81,405,0.0,08:30,15:10,3491.0,35.275,61,8,12,1,0,0
2018-05-07,2018,True,81,405,0.0,08:30,15:10,3497.25,37.5,10,25,46,5,3,2
2018-05-08,2018,True,81,405,0.0,08:30,15:10,3497.5,36.825,20,15,46,3,0,0
2018-05-09,2018,True,81,405,0.0,08:30,15:10,3523.5,32.25,9,27,45,2,0,0
2018-05-10,2018,True,81,405,0.0,08:30,15:10,3545.75,31.675,39,1,41,2,0,0
2018-05-11,2018,True,81,405,0.0,08:30,15:10,3556.75,30.875,15,42,24,4,2,1
2018-05-14,2018,True,81,405,0.0,08:30,15:10,3557.75,30.6,17,19,45,4,0,0
2018-05-15,2018,True,81,405,0.0,08:30,15:10,3536.5,28.7,41,7,33,2,0,0
2018-05-16,2018,True,81,405,0.0,08:30,15:10,3550.0,27.25,43,2,36,3,3,3
2018-05-17,2018,True,81,405,0.0,08:30,15:10,3546.0,25.8,18,32,31,2,2,2
2018-05-18,2018,True,81,405,0.0,08:30,15:10,3540.5,23.55,6,50,25,2,1,0
2018-05-21,2018,True,81,405,0.0,08:30,15:10,3560.0,18.925,4,62,15,1,1,0
2018-05-22,2018,True,81,405,0.0,08:30,15:10,3553.5,18.425,2,18,61,2,2,1
2018-05-23,2018,True,81,405,0.0,08:30,15:10,3557.75,18.25,27,1,53,2,0,0
2018-05-24,2018,True,81,405,0.0,08:30,15:10,3554.5,17.9,42,10,29,6,5,2
2018-05-25,2018,True,81,405,0.0,08:30,15:10,3545.0,18.175,7,23,51,2,0,0
2018-05-28,2018,True,42,210,0.023809523809523808,08:30,11:55,3550.5,17.925,14,0,28,2,0,0
2018-05-29,2018,False,81,405,0.0,08:30,15:10,3519.25,16.825,0,0,0,0,0,0
2018-05-30,2018,True,81,405,0.0,08:30,15:10,3552.0,18.625,43,3,35,4,2,2
2018-05-31,2018,True,81,405,0.0,08:30,15:10,3533.0,19.675,0,62,19,5,4,2
2018-06-01,2018,True,81,405,0.0,08:30,15:10,3560.75,19.85,43,11,27,3,3,1
2018-06-04,2018,True,81,405,0.0,08:30,15:10,3572.5,20.4,32,12,37,3,2,0
2018-06-05,2018,True,81,405,0.0,08:30,15:10,3578.75,19.95,11,29,41,2,1,1
2018-06-06,2018,True,81,405,0.0,08:30,15:10,3599.75,19.275,50,12,19,4,3,2
2018-06-07,2018,True,81,405,0.0,08:30,15:10,3599.0,19.275,1,47,33,3,2,1
2018-06-08,2018,True,81,405,0.0,08:30,15:10,3605.75,18.75,46,3,32,1,0,0
2018-06-11,2018,True,81,405,0.0024691358024691358,08:30,15:10,3609.75,19.075,34,23,24,1,0,0
2018-06-12,2018,True,81,405,0.0,08:30,15:10,3612.5,19.6,8,21,52,2,1,1
2018-06-13,2018,True,81,405,0.0024691358024691358,08:30,15:10,3603.0,17.275,12,14,55,1,0,0
2018-06-14,2018,True,81,405,0.0,08:30,15:10,3613.0,16.275,2,54,25,4,2,0
2018-06-15,2018,True,81,405,0.0,08:30,15:10,3608.75,15.3,2,43,36,4,1,1
2018-06-18,2018,True,81,405,0.0,08:30,15:10,3604.0,15.85,19,15,47,4,1,0
2018-06-19,2018,False,81,405,0.0,08:30,15:10,3590.5,16.775,0,0,0,0,0,0
2018-06-20,2018,True,81,405,0.0,08:30,15:10,3596.0,17.7,2,36,43,4,0,0
2018-06-21,2018,True,81,405,0.0,08:30,15:10,3576.5,16.375,16,36,29,5,1,1
2018-06-22,2018,True,81,405,0.0,08:30,15:10,3583.75,16.775,41,15,25,1,0,0
2018-06-25,2018,True,81,405,0.0,08:30,15:10,3546.0,16.45,0,67,14,5,3,1
2018-06-26,2018,True,81,405,0.0,08:30,15:10,3552.75,19.9,59,0,22,2,0,0
2018-06-27,2018,True,81,405,0.0,08:30,15:10,3529.5,20.575,10,39,32,3,1,1
2018-06-28,2018,True,81,405,0.0,08:30,15:10,3543.75,23.525,16,20,45,4,1,0
2018-06-29,2018,True,81,405,0.0,08:30,15:10,3546.75,25.5,31,15,35,2,0,0
2018-07-02,2018,False,81,405,0.0,08:30,15:10,3552.0,25.8,0,0,0,0,0,0
2018-07-03,2018,True,46,226,0.0,08:30,12:15,3537.5,26.725,6,15,25,1,0,0
2018-07-04,2018,True,42,210,0.06190476190476191,08:30,11:55,3546.0,27.05,27,0,15,1,0,0
2018-07-05,2018,True,81,405,0.0,08:30,15:10,3563.0,26.4,42,20,19,6,3,2
2018-07-06,2018,True,81,405,0.0,08:30,15:10,3586.5,26.3,45,4,32,1,0,0
2018-07-09,2018,True,81,405,0.0,08:30,15:10,3612.0,28.15,48,0,33,2,1,0
2018-07-10,2018,True,81,405,0.0,08:30,15:10,3621.0,25.075,38,15,28,2,0,0
2018-07-11,2018,True,81,405,0.0,08:30,15:10,3598.0,24.2,23,13,45,5,2,2
2018-07-12,2018,True,81,405,0.0,08:30,15:10,3623.0,21.05,11,24,46,2,0,0
2018-07-13,2018,True,81,405,0.0,08:30,15:10,3627.25,19.6,19,10,52,1,0,0
2018-07-16,2018,True,81,405,0.0024691358024691358,08:30,15:10,3620.75,18.4,1,29,51,2,1,1
2018-07-17,2018,True,81,405,0.0,08:30,15:10,3635.5,16.575,34,0,47,5,2,2
2018-07-18,2018,True,81,405,0.0,08:30,15:10,3639.75,16.475,45,12,24,3,2,2
2018-07-19,2018,True,81,405,0.0,08:30,15:10,3630.25,17.15,35,3,43,1,0,0
2018-07-20,2018,True,81,405,0.0,08:30,15:10,3625.25,16.2,42,13,26,4,4,2
2018-07-23,2018,True,81,405,0.0,08:30,15:10,3636.0,14.05,53,0,28,4,3,1
2018-07-24,2018,True,81,405,0.0,08:30,15:10,3644.75,14.2,10,34,37,4,1,1
2018-07-25,2018,True,81,405,0.0,08:30,15:10,3665.5,15.2,43,2,36,2,1,0
2018-07-26,2018,True,81,405,0.0,08:30,15:10,3666.5,16.775,2,18,61,3,1,1
2018-07-27,2018,True,81,405,0.0,08:30,15:10,3641.75,16.25,0,56,25,1,0,0
2018-07-30,2018,True,81,405,0.0,08:30,15:10,3627.75,18.4,13,18,50,3,1,1
2018-07-31,2018,True,81,405,0.0,08:30,15:10,3648.5,19.775,0,46,35,2,1,1
2018-08-01,2018,True,81,405,0.0,08:30,15:10,3635.25,18.925,11,31,39,3,1,0
2018-08-02,2018,True,81,405,0.0,08:30,15:10,3652.5,19.8,72,0,9,1,0,0
2018-08-03,2018,True,81,405,0.0,08:30,15:10,3664.0,21.95,58,0,23,4,3,0
2018-08-06,2018,True,81,405,0.0,08:30,15:10,3674.25,22.275,36,0,45,4,3,1
2018-08-07,2018,True,81,405,0.0,08:30,15:10,3684.0,22.425,64,2,15,2,1,1
2018-08-08,2018,True,81,405,0.0,08:30,15:10,3679.5,21.3,20,5,56,4,1,0
2018-08-09,2018,True,81,405,0.0,08:30,15:10,3677.75,19.125,15,22,44,4,1,1
2018-08-10,2018,True,81,405,0.0,08:30,15:10,3661.75,18.875,3,31,47,1,0,0
2018-08-13,2018,True,81,405,0.0,08:30,15:10,3650.0,17.125,12,24,45,2,0,0
2018-08-14,2018,True,81,405,0.0,08:30,15:10,3665.5,17.15,3,23,55,4,0,0
2018-08-15,2018,True,81,405,0.0,08:30,15:10,3646.25,17.175,9,17,55,1,0,0
2018-08-16,2018,True,81,405,0.0,08:30,15:10,3669.5,17.525,50,0,31,2,0,0
2018-08-17,2018,True,81,405,0.0,08:30,15:10,3676.75,15.775,53,14,14,6,4,2
2018-08-20,2018,True,81,405,0.0,08:30,15:10,3683.0,16.625,24,17,40,6,3,1
2018-08-21,2018,True,81,405,0.0,08:30,15:10,3685.25,15.75,27,31,23,3,2,1
2018-08-22,2018,True,81,405,0.0,08:30,15:10,3685.5,16.25,29,5,47,2,0,0
2018-08-23,2018,True,81,405,0.0,08:30,15:10,3682.0,16.5,18,16,47,3,1,1
2018-08-24,2018,True,81,405,0.0,08:30,15:10,3701.0,16.95,51,0,30,1,0,0
2018-08-27,2018,True,81,405,0.0,08:30,15:10,3723.0,16.575,10,11,60,3,0,0
2018-08-28,2018,True,81,405,0.0,08:30,15:10,3723.75,15.425,8,32,41,4,1,1
2018-08-29,2018,True,81,405,0.0,08:30,15:10,3739.0,14.775,64,0,17,4,3,1
2018-08-30,2018,True,81,405,0.0,08:30,15:10,3726.25,14.275,20,33,28,6,5,3
2018-08-31,2018,True,81,405,0.0,08:30,15:10,3730.0,14.325,22,29,30,1,1,1
2018-09-03,2018,True,43,209,0.03349282296650718,08:30,12:00,3732.5,13.7,11,0,32,0,0,0
2018-09-04,2018,True,81,405,0.0,08:30,15:10,3722.75,13.125,26,15,40,3,1,1
2018-09-05,2018,True,81,405,0.0,08:30,15:10,3712.75,13.375,9,35,37,2,0,0
2018-09-06,2018,True,81,405,0.0,08:30,15:10,3703.0,13.925,15,30,36,4,2,1
2018-09-07,2018,True,81,405,0.0,08:30,15:10,3699.25,14.925,43,1,37,2,0,0
2018-09-10,2018,True,81,405,0.0,08:30,15:10,3704.75,15.6,5,22,54,1,0,0
2018-09-11,2018,True,81,405,0.0,08:30,15:10,3714.25,15.55,59,0,22,1,0,0
2018-09-12,2018,True,81,405,0.0,08:30,15:10,3713.0,17.1,8,26,47,2,0,0
2018-09-13,2018,True,81,405,0.0,08:30,15:10,3729.5,16.8,13,2,66,2,1,1
2018-09-14,2018,True,81,405,0.0,08:30,15:10,3730.75,16.1,39,13,29,3,2,1
2018-09-17,2018,True,81,405,0.0024691358024691358,08:30,15:10,3717.25,15.8,0,74,7,1,0,0
2018-09-18,2018,True,81,405,0.0,08:30,15:10,3733.5,17.25,36,6,39,1,0,0
2018-09-19,2018,True,81,405,0.0,08:30,15:10,3736.25,17.75,17,12,52,1,0,0
2018-09-20,2018,True,81,405,0.0,08:30,15:10,3761.0,16.875,59,0,22,4,2,0
2018-09-21,2018,True,81,405,0.0,08:30,15:10,3755.25,15.825,2,30,49,5,3,1
2018-09-24,2018,True,81,405,0.0,08:30,15:10,3747.0,15.225,19,25,37,1,0,0
2018-09-25,2018,True,81,405,0.0,08:30,15:10,3742.5,15.175,6,20,55,2,0,0
2018-09-26,2018,True,81,405,0.0,08:30,15:10,3733.0,13.8,7,28,46,2,0,0
2018-09-27,2018,True,81,405,0.0,08:30,15:10,3741.25,15.075,27,31,23,4,3,2
2018-09-28,2018,True,81,405,0.0,08:30,15:10,3741.5,15.825,14,17,50,3,1,0
2018-10-01,2018,True,81,405,0.0,08:30,15:10,3751.0,15.9,13,11,57,1,1,1
2018-10-02,2018,True,81,405,0.0,08:30,15:10,3750.0,16.05,47,6,28,3,1,0
2018-10-03,2018,True,81,405,0.0024691358024691358,08:30,15:10,3752.75,15.2,5,28,48,3,2,2
2018-10-04,2018,True,81,405,0.0,08:30,15:10,3728.75,16.25,6,48,27,3,2,1
2018-10-05,2018,True,81,405,0.0,08:30,15:10,3715.5,18.425,15,33,33,2,0,0
2018-10-08,2018,True,81,405,0.0,08:30,15:10,3715.25,21.1,22,37,22,1,0,0
2018-10-09,2018,True,81,405,0.0,08:30,15:10,3709.0,22.775,44,3,34,2,0,0
2018-10-10,2018,True,81,405,0.0,08:30,15:10,3602.25,23.675,9,33,39,3,0,0
2018-10-11,2018,True,81,405,0.0,08:30,15:10,3567.75,30.825,0,42,39,2,0,0
2018-10-12,2018,False,81,405,0.0,08:30,15:10,3590.0,37.675,0,0,0,0,0,0
2018-10-15,2018,True,81,405,0.0,08:30,15:10,3570.0,41.025,20,22,39,4,1,1
2018-10-16,2018,False,81,405,0.0,08:30,15:10,3639.75,42.1,0,0,0,0,0,0
2018-10-17,2018,True,81,405,0.0,08:30,15:10,3638.0,45.95,20,33,28,2,0,0
2018-10-18,2018,True,81,405,0.0,08:30,15:10,3594.25,47.625,23,9,49,3,0,0
2018-10-19,2018,True,81,405,0.0,08:30,15:10,3589.0,49.15,20,1,60,3,0,0
2018-10-22,2018,True,81,405,0.0,08:30,15:10,3577.25,48.9,12,16,53,1,0,0
2018-10-23,2018,False,81,405,0.0,08:30,15:10,3567.75,49.05,0,0,0,0,0,0
2018-10-24,2018,True,81,405,0.0,08:30,15:10,3486.25,53.2,4,41,36,1,0,0
2018-10-25,2018,True,81,405,0.0,08:30,15:10,3506.25,52.325,60,0,21,1,0,0
2018-10-26,2018,False,81,405,0.0,08:30,15:10,3491.75,49.3,0,0,0,0,0,0
2018-10-29,2018,False,81,405,0.0,08:30,15:10,3464.25,51.15,0,0,0,0,0,0
2018-10-30,2018,True,81,405,0.0,08:30,15:10,3505.75,58.525,23,23,35,2,0,0
2018-10-31,2018,False,81,405,0.0,08:30,15:10,3527.0,58.8,0,0,0,0,0,0
2018-11-01,2018,True,81,405,0.0,08:30,15:10,3559.25,58.35,12,16,53,3,0,0
2018-11-02,2018,True,81,405,0.0,08:30,15:10,3545.25,56.55,2,40,39,1,0,0
2018-11-05,2018,True,81,405,0.0,08:30,15:10,3560.25,58.425,29,15,37,2,0,0
2018-11-06,2018,True,81,405,0.0,08:30,15:10,3580.5,58.15,36,7,38,4,1,1
2018-11-07,2018,False,81,405,0.0,08:30,15:10,3638.0,54.425,0,0,0,0,0,0
2018-11-08,2018,True,81,405,0.0,08:30,15:10,3630.5,49.625,19,9,53,2,0,0
2018-11-09,2018,True,81,405,0.0,08:30,15:10,3600.25,46.025,11,39,31,6,5,3
2018-11-12,2018,True,81,405,0.0,08:30,15:10,3550.0,42.55,0,38,43,3,1,0
2018-11-13,2018,True,81,405,0.0,08:30,15:10,3548.75,37.675,48,0,33,2,1,1
2018-11-14,2018,True,81,405,0.0,08:30,15:10,3520.0,36.475,14,28,39,1,1,1
2018-11-15,2018,True,81,405,0.0,08:30,15:10,3556.75,39.525,30,9,42,5,1,1
2018-11-16,2018,True,81,405,0.0,08:30,15:10,3563.75,42.725,22,13,46,1,0,0
2018-11-19,2018,True,81,405,0.0,08:30,15:10,3517.75,40.575,12,23,46,2,0,0
2018-11-20,2018,False,81,405,0.0,08:30,15:10,3461.75,43.225,0,0,0,0,0,0
2018-11-21,2018,True,81,405,0.0,08:30,15:10,3469.5,44.6,61,5,15,1,1,1
2018-11-22,2018,True,42,210,0.0,08:30,11:55,3454.0,42.625,5,25,12,3,2,2
2018-11-23,2018,True,45,225,0.0,08:30,12:10,3449.75,42.275,21,0,24,2,0,0
2018-11-26,2018,False,81,405,0.0,08:30,15:10,3490.25,41.1,0,0,0,0,0,0
2018-11-27,2018,True,81,405,0.0,08:30,15:10,3505.25,37.95,26,16,39,3,1,1
2018-11-28,2018,True,81,405,0.0,08:30,15:10,3563.5,36.7,18,16,47,2,0,0
2018-11-29,2018,True,81,405,0.0,08:30,15:10,3565.25,36.575,37,4,40,3,2,1
2018-11-30,2018,True,81,405,0.0,08:30,15:10,3585.5,33.15,42,15,24,5,4,1
2018-12-03,2018,False,81,405,0.0,08:30,15:10,3612.25,32.75,0,0,0,0,0,0
2018-12-04,2018,True,81,405,0.0,08:30,15:10,3523.25,30.325,5,57,19,5,2,2
2018-12-06,2018,False,81,405,0.0,08:30,15:10,3512.75,35.425,0,0,0,0,0,0
2018-12-07,2018,True,81,405,0.0,08:30,15:10,3456.25,40.875,0,47,34,4,3,2
2018-12-10,2018,True,81,405,0.0,08:30,15:10,3464.5,47.85,13,26,42,5,1,1
2018-12-11,2018,False,81,405,0.0,08:30,15:10,3461.75,52.5,0,0,0,0,0,0
2018-12-12,2018,False,81,405,0.0,08:30,15:10,3472.5,55.55,0,0,0,0,0,0
2018-12-13,2018,True,81,405,0.0,08:30,15:10,3465.25,56.6,18,18,45,5,4,3
2018-12-14,2018,False,81,405,0.0,08:30,15:10,3423.0,53.9,0,0,0,0,0,0
2018-12-17,2018,True,81,405,0.0,08:30,15:10,3378.25,55.025,28,30,23,2,1,0
2018-12-18,2018,True,81,405,0.0,08:30,15:10,3359.5,59.075,27,13,41,2,0,0
2018-12-19,2018,True,81,405,0.0,08:30,15:10,3327.5,60.85,17,23,41,2,1,0
2018-12-20,2018,True,81,405,0.0,08:30,15:10,3309.75,62.1,5,42,34,3,2,0
2018-12-21,2018,True,81,405,0.0,08:30,15:10,3235.5,61.35,0,66,15,1,0,0
2018-12-24,2018,True,45,225,0.0,08:30,12:10,3165.0,62.575,13,2,30,3,1,1
2018-12-26,2018,False,81,405,0.0,08:30,15:10,3291.75,63.225,0,0,0,0,0,0
2018-12-27,2018,False,81,405,0.0,08:30,15:10,3316.0,71.025,0,0,0,0,0,0
2018-12-28,2018,True,81,405,0.0,08:30,15:10,3309.75,77.275,8,32,41,1,0,0
2018-12-31,2018,True,81,405,0.0,08:30,15:10,3331.0,78.925,12,23,46,2,2,1
2019-01-02,2019,False,81,405,0.0,08:30,15:10,3333.75,77.7,0,0,0,0,0,0
2019-01-03,2019,False,81,405,0.0,08:30,15:10,3271.0,75.85,0,0,0,0,0,0
2019-01-04,2019,False,81,405,0.0,08:30,15:10,3353.5,76.2,0,0,0,0,0,0
2019-01-07,2019,True,81,405,0.0,08:30,15:10,3373.0,72.0,39,19,23,2,2,1
2019-01-08,2019,False,81,405,0.0,08:30,15:10,3394.75,69.25,0,0,0,0,0,0
2019-01-09,2019,True,81,405,0.0,08:30,15:10,3405.0,62.75,4,21,56,5,1,1
2019-01-10,2019,True,81,405,0.0,08:30,15:10,3416.5,58.325,32,12,37,5,1,0
2019-01-11,2019,True,81,405,0.0,08:30,15:10,3417.75,48.85,43,0,38,1,0,0
2019-01-14,2019,False,81,405,0.0,08:30,15:10,3403.5,40.65,0,0,0,0,0,0
2019-01-15,2019,True,81,405,0.0,08:30,15:10,3427.25,37.525,15,18,48,3,1,1
2019-01-16,2019,True,81,405,0.0,08:30,15:10,3436.25,37.45,2,51,28,1,1,1
2019-01-17,2019,True,81,405,0.0,08:30,15:10,3458.5,33.475,34,3,44,3,1,1
2019-01-18,2019,False,81,405,0.0,08:30,15:10,3494.25,32.45,0,0,0,0,0,0
2019-01-21,2019,True,42,210,0.01904761904761905,08:30,11:55,3486.0,29.35,10,0,32,1,0,0
2019-01-22,2019,True,81,405,0.0,08:30,15:10,3454.75,25.95,4,63,14,3,3,0
2019-01-23,2019,True,81,405,0.0,08:30,15:10,3461.0,26.575,18,19,44,3,0,0
2019-01-24,2019,True,81,405,0.0,08:30,15:10,3457.0,27.925,22,30,29,4,2,1
2019-01-25,2019,False,81,405,0.0,08:30,15:10,3486.0,26.325,0,0,0,0,0,0
2019-01-28,2019,False,81,405,0.0,08:30,15:10,3464.75,25.95,0,0,0,0,0,0
2019-01-29,2019,True,81,405,0.0,08:30,15:10,3463.75,26.15,1,65,15,1,1,1
2019-01-30,2019,True,81,405,0.0,08:30,15:10,3505.25,25.275,47,0,34,3,0,0
2019-01-31,2019,True,81,405,0.0,08:30,15:10,3529.5,28.225,50,1,30,4,2,1
2019-02-01,2019,True,81,405,0.0,08:30,15:10,3527.5,27.475,4,49,28,1,0,0
2019-02-04,2019,True,81,405,0.0,08:30,15:10,3543.75,26.575,51,1,29,3,2,1
2019-02-05,2019,True,81,405,0.0,08:30,15:10,3554.0,28.475,30,3,48,3,1,0
