Date,book,yr,d1,d2,d3,d4,d6,d8,d10,d12,d16,sb_atr,sb_pos,ema_ext,tod,stop_net
2021-08-31,2EL,2021,132.5,145.0,157.5,170.0,195.0,220.0,245.0,270.0,,0.07385524375184638,0.39999999984,0.03913846489856607,9,132.5
2021-09-03,2EL,2021,-167.5,,,,,,,,,0.051975052016632016,0.5999999995199999,0.03880955455512063,13,-167.5
2021-09-08,2ES,2021,-330.0,-330.0,-330.0,-330.0,-330.0,-330.0,-330.0,-330.0,-330.0,0.2926829268780488,0.9583333331736111,0.3797274402559862,10,-330.0
2021-09-16,2ES,2021,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,0.13036809819018405,0.2941176469896194,0.24802696573693045,10,-505.0
2021-09-16,2EL,2021,-55.0,-42.5,-30.0,-17.5,7.5,32.5,57.5,,,0.12269938653374232,0.562499999859375,0.2284452387080272,13,-55.0
2021-09-17,2ES,2021,270.0,282.5,295.0,307.5,332.5,357.5,382.5,407.5,457.5,0.16973125886845827,0.9583333331736111,0.14930512760308093,13,270.0
2021-09-27,2EL,2021,-242.5,-230.0,-217.5,-205.0,,,,,,0.12670565304093567,0.6538461537455621,0.03659654105595783,9,-242.5
2021-09-27,2EL,2021,-430.0,-417.5,-405.0,-392.5,-367.5,-342.5,-317.5,-292.5,-242.5,0.05847953218323587,0.08333333330555555,0.0033454757952758227,10,-430.0
2021-10-01,2EL,2021,1445.0,1457.5,1470.0,1482.5,1507.5,,,,,0.10994263864244742,0.6086956520680529,0.12509983250872747,11,1445.0
2021-10-04,2ES,2021,-867.5,-867.5,-867.5,-867.5,-867.5,-867.5,-742.5,-717.5,-667.5,0.10657193607460036,0.08333333331944444,0.1613528209854461,11,-867.5
2021-10-05,2EL,2021,-867.5,-867.5,-867.5,-867.5,-867.5,-867.5,-867.5,-867.5,-717.5,0.06666666668444444,0.9333333330844444,0.2255604483561668,10,-867.5
2021-10-18,2EL,2021,,,,,,,,,,0.016920473790186127,0.24999999974999998,0.06931884035696365,10,357.5
2021-10-18,2EL,2021,220.0,232.5,245.0,257.5,282.5,307.5,332.5,357.5,,0.03807106600676819,0.9999999995555555,0.011357781591351769,13,220.0
2021-10-19,2EL,2021,945.0,957.5,970.0,982.5,1007.5,1032.5,,,,0.09013068951780082,0.14999999997,0.22640758138020195,9,945.0
2021-10-19,2EL,2021,720.0,732.5,745.0,757.5,782.5,,,,,0.08562415504281208,0.4736842104265928,0.14693151866933693,9,720.0
2021-10-19,2EL,2021,482.5,495.0,507.5,,,,,,,0.022532672392969806,0.39999999968,0.08502994051637774,10,482.5
2021-10-19,2EL,2021,295.0,307.5,320.0,332.5,357.5,,,,,0.022532672392969806,0.5999999995199999,0.05136027374949693,11,295.0
2021-10-19,2EL,2021,307.5,320.0,332.5,345.0,,,,,,0.022532672392969806,0.9999999991999999,0.01954407305261011,12,307.5
2021-10-20,2EL,2021,-105.0,-92.5,-80.0,-67.5,-42.5,-17.5,7.5,32.5,82.5,0.05055611731041456,0.9999999996,0.05600018732868259,10,-105.0
2021-10-21,2EL,2021,682.5,695.0,707.5,720.0,,,,,,0.0402067777369328,0.8571428566530612,0.021961549875114957,11,682.5
2021-10-22,2ES,2021,295.0,307.5,320.0,332.5,357.5,382.5,407.5,432.5,482.5,0.11264080102628285,0.2777777777160494,0.024759127369812513,9,295.0
2021-10-22,2ES,2021,-617.5,-617.5,-617.5,-617.5,-617.5,-617.5,-617.5,-617.5,-617.5,0.075093867359199,0.4999999998333333,0.15392622225363936,11,-617.5
2021-10-25,2EL,2021,432.5,445.0,457.5,470.0,,,,,,0.06258692631432546,0.44444444424691354,0.12937914969833436,10,432.5
2021-10-27,2ES,2021,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,957.5,0.1460415065641814,0.15789473680886426,0.15225719958465705,9,-505.0
2021-10-27,2EL,2021,-505.0,-505.0,-505.0,-505.0,-505.0,,,,,0.06917755575710992,0.8888888884938271,0.10074604146136142,12,-505.0
2021-10-28,2EL,2021,-480.0,-480.0,-480.0,-480.0,-480.0,-480.0,-480.0,182.5,232.5,0.06405124102481985,0.8749999995625,0.15545039434915034,10,-480.0
2021-10-29,2ES,2021,-467.5,-467.5,-467.5,-467.5,-467.5,-467.5,-467.5,-467.5,-467.5,0.15741507874067937,0.9473684208531856,0.16802509171058663,9,-467.5
2021-10-29,2EL,2021,607.5,620.0,,,,,,,,0.09942004974316487,0.916666666361111,0.15197477301558532,11,607.5
2021-10-29,2EL,2021,-467.5,-467.5,-467.5,-467.5,,,,,,0.06628003317315659,0.3749999998125,0.1251125651430737,12,-467.5
2021-11-04,2EL,2021,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,0.0621600621911422,0.749999999625,0.3323575149023151,9,-505.0
2021-11-04,2ES,2021,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,0.12432012435120436,0.99999999975,0.13976955180130657,10,-505.0
2021-11-05,2ES,2021,270.0,282.5,295.0,307.5,332.5,357.5,382.5,407.5,,0.06319115327014219,0.249999999875,0.02729233203213136,13,270.0
2021-11-09,2ES,2021,-467.5,-467.5,-467.5,-467.5,-467.5,-467.5,-467.5,-467.5,-230.0,0.15689512802642444,0.4736842104265928,0.17196151657333594,11,-467.5
2021-11-10,2ES,2021,,,,,,,,,,0.1769911504746581,0.8181818180330578,0.3674214612482745,13,-80.0
2021-11-15,2ES,2021,-55.0,-42.5,-30.0,-17.5,7.5,32.5,57.5,82.5,132.5,0.09584664539936102,0.8333333330555556,0.043871989986271974,9,-55.0
2021-11-16,2EL,2021,-267.5,-255.0,-242.5,-230.0,-205.0,-180.0,-155.0,,,0.039904229880287315,0.39999999968,0.20214872501269954,11,-267.5
2021-11-16,2EL,2021,-492.5,-492.5,-492.5,-492.5,-492.5,-492.5,,,,0.1037509976376696,0.9230769227928994,0.16324871795581145,12,-492.5
2021-11-17,2ES,2021,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,-505.0,132.5,0.08435582825153375,0.8181818178842974,0.18345749862938238,9,-505.0
2021-11-30,2ES,2021,-555.0,-555.0,-555.0,-555.0,-555.0,-555.0,-555.0,-555.0,382.5,0.3436185133520337,0.959183673391087,0.6934856542096995,10,-555.0
2021-12-06,2EL,2021,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,1332.5,0.3524492234408602,0.9152542372260845,0.08698428141091591,9,-642.5
2021-12-06,2EL,2021,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,0.07168458783751494,0.74999999975,0.22970075271013388,12,-642.5
2021-12-06,2EL,2021,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,0.07765830348864994,0.538461538295858,0.13295041981135614,13,-642.5
2021-12-13,2ES,2021,295.0,307.5,320.0,332.5,357.5,382.5,407.5,432.5,482.5,0.07692307694505494,0.4285714284489796,0.0647745284931771,12,295.0
2021-12-15,2ES,2021,-755.0,-755.0,-755.0,-755.0,-755.0,-755.0,-755.0,-755.0,-755.0,0.04561581350228079,0.7777777774320987,0.07688548800142118,11,-755.0
2021-12-15,2EL,2021,-755.0,-755.0,-755.0,4220.0,4245.0,4270.0,4295.0,4320.0,4370.0,0.06082108466294982,0.5833333331388889,0.07338680565383893,12,-755.0
2021-12-16,2ES,2021,2207.5,2220.0,2232.5,2245.0,2270.0,2295.0,2320.0,2345.0,,0.10217681032430032,0.7391304346540643,0.10707222693293983,9,2207.5
2021-12-16,2ES,2021,1420.0,1432.5,1445.0,1457.5,1482.5,1507.5,1532.5,1557.5,1607.5,0.07996446025766327,0.33333333325925923,0.11618517334738272,10,1420.0
2021-12-21,2EL,2021,1382.5,1395.0,1407.5,1420.0,,,,,,0.06751389993645751,0.17647058819377162,0.24923134970851432,11,1382.5
2021-12-27,2EL,2021,982.5,995.0,1007.5,1020.0,1045.0,1070.0,,,,0.04240882105173876,0.19999999992,0.12702335435982953,10,982.5
2021-12-27,2EL,2021,707.5,720.0,,,,,,,,0.03816793894826124,0.7777777774320987,0.08416116857434407,11,707.5
2021-12-27,2EL,2021,520.0,,,,,,,,,0.02544529263782867,0.8333333327777778,0.06213897882301247,12,520.0
2021-12-29,2ES,2021,-80.0,-67.5,-55.0,-42.5,-17.5,7.5,32.5,,,0.0457570715640599,0.45454545438016525,0.007057105151137098,9,-80.0
2021-12-31,2ES,2021,82.5,95.0,107.5,120.0,145.0,170.0,195.0,220.0,,0.09000000002,0.16666666662962962,0.14163000724302038,9,82.5
2022-01-04,2ES,2022,820.0,832.5,845.0,857.5,882.5,907.5,932.5,957.5,1007.5,0.13317191285714286,0.6818181816942148,0.08130187992208682,9,820.0
2022-01-04,2ES,2022,,,,,,,,,,0.09685230026634384,0.87499999978125,0.11675082783488046,12,-642.5
2022-01-04,2ES,2022,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,-642.5,0.07263922520581115,0.9999999996666666,0.06376165722916417,13,-642.5
2022-01-05,2ES,2022,3395.0,3407.5,3420.0,3432.5,3457.5,3482.5,3507.5,3532.5,3582.5,0.0677339901724138,0.9090909087603305,0.0769282989173957,12,3395.0
2022-01-20,2ES,2022,5695.0,5707.5,5720.0,5732.5,5757.5,5782.5,5807.5,5832.5,,0.07481296759767249,0.7222222220617284,0.009525229189955733,11,5695.0
2022-01-20,2ES,2022,5707.5,5720.0,5732.5,5745.0,,,,,,0.05818786369077307,0.4285714284489796,0.006435997586286718,11,5707.5
2022-01-20,2ES,2022,4845.0,4857.5,4870.0,4882.5,4907.5,4932.5,4957.5,4982.5,5032.5,0.062344139667497925,0.8666666664355556,0.11211843472883841,12,4845.0
2022-01-21,2ES,2022,2382.5,2395.0,2407.5,2420.0,2445.0,2470.0,2495.0,2520.0,2570.0,0.16617429838995568,0.5999999999466666,0.07290653184207412,12,2382.5
2022-02-01,2ES,2022,-1830.0,-1830.0,-1830.0,-1830.0,-1830.0,-1830.0,-1830.0,-1830.0,-1830.0,0.13234077751033912,0.7812499999511718,0.07043183192381382,9,-1830.0
2022-02-02,2EL,2022,-967.5,-955.0,-942.5,-930.0,-905.0,-880.0,,,,0.06096321886608413,0.59999999992,0.030283219799425054,12,-967.5
2022-02-07,2ES,2022,-1705.0,-1705.0,-117.5,-105.0,-80.0,-55.0,-30.0,-5.0,45.0,0.04878048781374723,0.27272727267768593,0.06542237384525416,11,-1705.0
2022-02-07,2EL,2022,-1705.0,-1705.0,-1705.0,-1705.0,,,,,,0.0465631929135255,0.33333333326984127,0.06500287301424879,13,-1705.0
2022-02-16,2ES,2022,-1042.5,-1042.5,-1042.5,-1042.5,-1042.5,-1042.5,-1042.5,-1042.5,-1042.5,0.09825327512372635,0.6666666665679012,0.2036187258053978,9,-1042.5
2022-02-23,2ES,2022,-1067.5,-1067.5,-1067.5,-1067.5,-1067.5,-1067.5,-1067.5,-1067.5,-1067.5,0.12477718361497327,0.8857142856130612,0.13479510519053117,10,-1067.5
2022-03-01,2ES,2022,1420.0,1432.5,1445.0,1457.5,1482.5,1507.5,1532.5,1557.5,1607.5,0.1461133839976622,0.8799999999296,0.0909019465708972,9,1420.0
2022-03-01,2ES,2022,945.0,957.5,970.0,982.5,1007.5,1032.5,1057.5,1082.5,1132.5,0.1285797779193454,0.18181818180165288,0.10930286405142219,10,945.0
2022-03-02,2EL,2022,7.5,20.0,32.5,45.0,70.0,95.0,120.0,145.0,195.0,0.10008114688666486,0.8378378377472607,0.1612755597868703,11,7.5
2022-03-02,2EL,2022,-867.5,-855.0,-842.5,-830.0,-805.0,-780.0,-755.0,-730.0,-680.0,0.08114687585609955,0.9666666665377778,0.09440527435965897,13,-867.5
2022-03-07,2ES,2022,2082.5,2095.0,2107.5,2120.0,2145.0,2170.0,2195.0,2220.0,2270.0,0.09698275863146552,0.9166666665648148,0.028537518602130104,12,2082.5
2022-03-08,2EL,2022,,,,,,,,,,0.12006861064444989,0.4489795918000833,0.07985743173578526,10,-592.5
2022-03-14,2EL,2022,-1367.5,-1367.5,-1367.5,-1367.5,-1367.5,-1367.5,-1367.5,-1367.5,-1367.5,0.08298755187828492,0.89999999988,0.1616849687427881,9,-1367.5
2022-03-14,2EL,2022,-1367.5,-1367.5,-1367.5,-1367.5,-1367.5,-1367.5,-1367.5,-1367.5,-1367.5,0.08575380360719226,0.5483870967034339,0.13810506321058968,9,-1367.5
2022-03-23,2EL,2022,-1255.0,-1255.0,-1255.0,-1255.0,-1255.0,-1255.0,-1255.0,-1255.0,-1255.0,0.08795875039126479,0.4827586206230678,0.024182725777016748,9,-1255.0
2022-03-23,2ES,2022,,,,,,,,,,0.054595086454352446,0.5555555554320988,0.0811250713215725,12,1232.5
2022-03-30,2ES,2022,145.0,157.5,170.0,182.5,207.5,232.5,257.5,282.5,332.5,0.0550530869209595,0.4285714284489796,0.08351192181027807,10,145.0
2022-04-07,2ES,2022,-855.0,-855.0,-855.0,-855.0,-855.0,-855.0,,,,0.11116051580257892,0.3599999999424,0.15068987041494714,10,-855.0
2022-04-07,2ES,2022,-855.0,-855.0,-855.0,-855.0,-855.0,-855.0,-855.0,,,0.11116051580257892,0.5599999999104,0.08251830068963098,11,-855.0
2022-04-07,2ES,2022,-855.0,-855.0,-855.0,-855.0,-855.0,-855.0,-855.0,-855.0,-855.0,0.11116051580257892,0.799999999872,0.08651573851387755,12,-855.0
2022-04-13,2EL,2022,1495.0,1507.5,1520.0,1532.5,1557.5,1582.5,1607.5,1632.5,1682.5,0.10603588908646004,0.8076923075680473,0.11838576737164061,9,1495.0
2022-04-13,2EL,2022,845.0,857.5,870.0,882.5,907.5,932.5,957.5,982.5,,0.07748776510603589,0.8947368419168975,0.08923956619950849,11,845.0
2022-04-13,2EL,2022,232.5,245.0,257.5,270.0,295.0,320.0,345.0,370.0,420.0,0.08564437195758565,0.7142857141496598,0.13751271580251792,12,232.5
2022-04-14,2ES,2022,1770.0,1782.5,1795.0,1807.5,1832.5,1857.5,1882.5,1907.5,1957.5,0.12345679013938671,0.7741935482872008,0.11728650703993189,9,1770.0
2022-04-27,2ES,2022,-1317.5,-1317.5,-1317.5,-1317.5,-1317.5,-1317.5,-1317.5,-1317.5,-1317.5,0.21545532893995978,0.9733333332814222,0.2560827276059173,9,-1317.5
2022-04-29,2ES,2022,3345.0,3357.5,3370.0,3382.5,3407.5,3432.5,3457.5,3482.5,3532.5,0.11180801746386693,0.8536585365020821,0.2396305618706449,10,3345.0
2022-05-04,2EL,2022,-1567.5,-1567.5,-1567.5,-1567.5,-1567.5,-1567.5,-1567.5,-1567.5,-1567.5,0.06760019315306616,0.9642857141479592,0.07167222502337328,12,-1567.5
2022-05-16,2EL,2022,395.0,407.5,420.0,432.5,457.5,482.5,507.5,532.5,582.5,0.10812054291235335,0.9361702126862834,0.04788596924020887,10,395.0
2022-05-16,2EL,2022,-55.0,-42.5,-30.0,-17.5,7.5,32.5,57.5,82.5,132.5,0.0483091787531631,0.2380952380498866,0.014747280270625714,11,-55.0
2022-05-19,2ES,2022,-1542.5,-1542.5,-1542.5,-1542.5,-1542.5,-1542.5,-1542.5,-1542.5,-1542.5,0.21616310489805943,0.749999999965909,0.17010999966891563,9,-1542.5
2022-05-25,2EL,2022,1032.5,1045.0,1057.5,1070.0,1095.0,1120.0,1145.0,1170.0,1220.0,0.059556036827287495,0.4545454544628099,0.031170159172969406,13,1032.5
2022-05-26,2EL,2022,-780.0,-767.5,-755.0,-742.5,-717.5,-692.5,-667.5,-642.5,-592.5,0.03984063746158224,0.7142857140816327,0.049466989800982165,12,-780.0
2022-06-01,2ES,2022,382.5,395.0,407.5,420.0,,,,,,0.07266121708749622,0.49999999991666666,0.1579708713123971,10,382.5
2022-06-02,2EL,2022,3670.0,3682.5,3695.0,3707.5,3732.5,3757.5,3782.5,3807.5,,0.12094207512412476,0.842105263069252,0.039341331347205126,9,3670.0
2022-06-02,2EL,2022,2682.5,2695.0,2707.5,2720.0,2745.0,2770.0,2795.0,,,0.07638446850413749,0.5833333332361111,0.13130271187632717,10,2682.5
2022-06-09,2ES,2022,3570.0,3582.5,3595.0,3607.5,3632.5,3657.5,3682.5,3707.5,3757.5,0.18214285715714285,0.35294117644290657,0.07643146744997337,10,3570.0
2022-06-14,2ES,2022,845.0,857.5,870.0,882.5,907.5,932.5,957.5,982.5,,0.13136288999671594,0.4749999999525,0.044449047888667846,10,845.0
2022-06-17,2EL,2022,507.5,520.0,532.5,,,,,,,0.3055190538896189,0.7849462365253786,0.03959222585809811,10,507.5
2022-06-23,2ES,2022,,,,,,,,,,0.0534402137742151,0.562499999859375,0.025263253868331392,10,-205.0
2022-06-28,2ES,2022,1770.0,1782.5,1795.0,1807.5,1832.5,1857.5,1882.5,1907.5,1957.5,0.08440366973944954,0.0,0.20396674629701345,11,1770.0
2022-06-28,2ES,2022,1107.5,1120.0,1132.5,1145.0,1170.0,1195.0,1220.0,1245.0,1295.0,0.06972477065688074,0.9999999997894736,0.12173809258558589,12,1107.5
2022-07-21,2EL,2022,45.0,57.5,70.0,82.5,107.5,132.5,157.5,182.5,232.5,0.07323026852725793,0.6111111109753087,0.16849015695588218,12,45.0
2022-07-22,2ES,2022,457.5,470.0,482.5,495.0,520.0,545.0,570.0,595.0,645.0,0.1325536062534113,0.7647058822629758,0.19816198326278464,11,457.5
2022-07-28,2EL,2022,1370.0,1382.5,1395.0,1407.5,1432.5,1457.5,1482.5,1507.5,1557.5,0.06553585198149577,0.2941176469896194,0.20505434168972086,11,1370.0
2022-07-28,2EL,2022,432.5,445.0,457.5,470.0,495.0,520.0,545.0,570.0,,0.04626060140323825,0.916666666361111,0.10767025858246614,13,432.5
2022-08-02,2EL,2022,-992.5,-992.5,-992.5,-992.5,-992.5,-992.5,-992.5,-992.5,-992.5,0.08500772799072642,0.6363636362479339,0.05181210929865991,10,-992.5
2022-08-04,2EL,2022,-980.0,-980.0,-980.0,-980.0,-980.0,-980.0,-980.0,-980.0,-980.0,0.10950332422369966,0.8214285713112245,0.06056713656224626,9,-980.0
2022-08-16,2ES,2022,-730.0,-730.0,-730.0,-730.0,,,,,,0.08881922677115987,0.41176470578546714,0.10014877022173968,9,-730.0
2022-08-24,2ES,2022,-405.0,-392.5,-380.0,-367.5,-342.5,-317.5,-292.5,,,0.04909983635570103,0.8888888884938271,0.010204424913676178,13,-405.0
2022-08-26,2ES,2022,2957.5,2970.0,2982.5,,,,,,,0.1635768811559433,0.29999999996,0.349152977246183,10,2957.5
2022-08-26,2ES,2022,,,,,,,,,,0.09269356599781897,0.8235294115709343,0.21404436937241456,13,1832.5
2022-08-30,2ES,2022,-67.5,-55.0,-42.5,-30.0,-5.0,20.0,45.0,70.0,120.0,0.15454545456363636,0.7058823528581315,0.20477658596868092,10,-67.5
2022-08-30,2ES,2022,-842.5,-842.5,-842.5,-842.5,-842.5,-842.5,-842.5,-842.5,-842.5,0.08636363638181818,0.36842105255401664,0.09714474601870196,13,-842.5
2022-09-07,2EL,2022,2107.5,2120.0,2132.5,2145.0,,,,,,0.06161652774193549,0.17647058819377162,0.1665618008246087,10,2107.5
2022-09-07,2EL,2022,1632.5,1645.0,1657.5,1670.0,1695.0,1720.0,1745.0,1770.0,1820.0,0.10148604568321856,0.2499999999642857,0.14836596215820066,10,1632.5
2022-09-08,2ES,2022,-942.5,-930.0,-917.5,-905.0,-880.0,-855.0,-830.0,-805.0,-755.0,0.04750593825585341,0.28571428563265305,0.10870212739166453,12,-942.5
2022-09-14,2ES,2022,-617.5,-605.0,-592.5,-580.0,-555.0,-530.0,-505.0,-480.0,-430.0,0.056390977458646616,0.3333333332444444,0.0560498340483698,13,-617.5
2022-09-21,2EL,2022,-980.0,-980.0,-980.0,-980.0,-980.0,-980.0,-980.0,-980.0,-980.0,0.14424951268615985,0.9729729728677867,0.2374297933407118,9,-980.0
2022-09-28,2EL,2022,1907.5,1920.0,1932.5,1945.0,1970.0,1995.0,2020.0,2045.0,,0.09557945043409001,0.12499999997916666,0.2288820824707915,10,1907.5
2022-09-28,2EL,2022,,,,,,,,,,0.07566706493030666,0.9999999997894736,0.12019940483728213,10,1845.0
2022-09-28,2EL,2022,882.5,895.0,907.5,920.0,945.0,970.0,995.0,1020.0,1070.0,0.06371963362803665,0.937499999765625,0.13106102434103262,12,882.5
2022-09-28,2EL,2022,1020.0,1032.5,1045.0,1057.5,1082.5,1107.5,1132.5,,,0.07168458782954998,0.888888888691358,0.024488763160243274,12,1020.0
2022-10-03,2EL,2022,1182.5,1195.0,1207.5,1220.0,1245.0,1270.0,1295.0,1320.0,1370.0,0.06498194947292418,0.2777777777160494,0.22655992739626013,10,1182.5
2022-10-03,2EL,2022,932.5,945.0,957.5,970.0,995.0,1020.0,1045.0,1070.0,1120.0,0.06498194947292418,0.7777777776049383,0.18690810413574208,10,932.5
2022-10-06,2EL,2022,-1130.0,-1130.0,-1130.0,-1130.0,-1130.0,-1130.0,-1130.0,-1130.0,-880.0,0.0638012088784419,0.21052631574515235,0.020261466858851634,12,-1130.0
2022-10-12,2ES,2022,307.5,320.0,332.5,345.0,370.0,395.0,420.0,445.0,495.0,0.11072445429927237,0.3428571428179592,0.09879617901124947,9,307.5
2022-10-20,2EL,2022,-1267.5,-1267.5,-1267.5,-1267.5,-1267.5,-1267.5,-1267.5,-1267.5,-1267.5,0.089766606834231,0.5666666665911111,0.1461524286058379,9,-1267.5
2022-10-20,2ES,2022,320.0,332.5,345.0,357.5,382.5,407.5,432.5,457.5,507.5,0.056852184332734895,0.36842105255401664,0.15275856269779045,12,320.0
2022-10-21,2ES,2022,-1305.0,-1305.0,-1305.0,-1305.0,-1305.0,-1305.0,-1305.0,-1305.0,-1305.0,0.09048453007589025,0.8064516127991675,0.06970677542279259,10,-1305.0
2022-10-27,2ES,2022,2007.5,2020.0,2032.5,2045.0,2070.0,2095.0,2120.0,2145.0,,0.030178326485596707,0.6363636361322313,0.07566547201979035,13,2007.5
2022-11-02,2ES,2022,-1155.0,-1155.0,-1155.0,-1155.0,-1155.0,-1155.0,-1155.0,-1155.0,-1155.0,0.05268356932499177,0.437499999890625,0.07734030224478901,9,-1155.0
2022-11-08,2EL,2022,,,,,,,,,,0.09079118029831389,0.8928571427295918,0.17212841961780206,10,-1180.0
2022-11-08,2EL,2022,-1180.0,-1180.0,-1180.0,-1180.0,-1180.0,-1180.0,-1180.0,-1180.0,-1180.0,0.03891050584954605,0.8333333330555556,0.12188177445626765,11,-1180.0
2022-11-11,2EL,2022,-1205.0,-1205.0,-1205.0,-1205.0,-1205.0,-1205.0,-1205.0,1045.0,1095.0,0.06628787880050505,0.3809523808798186,0.11007597284065748,10,-1205.0
2022-11-16,2ES,2022,-142.5,-130.0,-117.5,-105.0,-80.0,-55.0,-30.0,-5.0,45.0,0.11553273428754814,0.777777777691358,0.1527809055257441,9,-142.5
2022-11-16,2ES,2022,-92.5,-80.0,-67.5,-55.0,-30.0,-5.0,20.0,45.0,95.0,0.07381258024390243,0.9130434781020794,0.015397197879552148,10,-92.5
2022-11-23,2EL,2022,-880.0,-880.0,-880.0,-880.0,-880.0,-880.0,-880.0,-880.0,-880.0,0.07397737164490861,0.2941176469896194,0.14390357317665703,10,-880.0
2022-11-30,2ES,2022,-567.5,-567.5,-567.5,-567.5,-567.5,-567.5,-567.5,,,0.21218343603011636,0.8387096773111342,0.16313684047317217,9,-567.5
2022-12-05,2ES,2022,970.0,982.5,995.0,1007.5,1032.5,1057.5,1082.5,,,0.11616161618181818,0.9999999998260869,0.25221190402512683,10,970.0
2022-12-05,2ES,2022,295.0,307.5,320.0,332.5,357.5,382.5,,,,0.14141414143434344,0.7499999998928571,0.1409359739953821,12,295.0
2022-12-06,2ES,2022,645.0,657.5,670.0,682.5,707.5,732.5,757.5,782.5,832.5,0.12729844414898633,0.8888888887572016,0.23560918957468932,10,645.0
2022-12-06,2ES,2022,745.0,757.5,770.0,782.5,807.5,832.5,857.5,,,0.061291843488920326,0.4615384613964497,0.10370192764847767,10,745.0
2022-12-06,2ES,2022,207.5,220.0,232.5,245.0,270.0,295.0,320.0,,,0.08015087224893919,0.6470588233771626,0.16608112294799618,11,207.5
2022-12-06,2ES,2022,-555.0,-542.5,-530.0,-517.5,,,,,,0.12258368695898161,0.8076923075680473,0.17670990202505682,13,-555.0
2022-12-09,2ES,2022,-917.5,-917.5,-917.5,-917.5,-917.5,-917.5,-917.5,-917.5,-917.5,0.14178482070058382,0.6764705881557094,0.10607870573413652,9,-917.5
