,n,median_abs,mean_abs,pct_within_25,pct_within_50,regime_agreement_pct
HVL_vs_flip,693.0,145.0,250.69264069264068,0.0,1.0101010101010102,21.78932178932179
CR,693.0,15.0,59.04040404040404,51.22655122655123,67.53246753246754,21.78932178932179
PS,693.0,200.0,235.75036075036076,10.245310245310245,14.71861471861472,21.78932178932179
