Date,gap,s0.2,s0.3,s0.4,s0.5
2025-02-06,0.032345013477088944,-1285.0,-320.0,-320.0,-320.0
2025-02-07,0.2949979543937469,3155.0,3155.0,3155.0,3155.0
2025-02-07,0.2949979543937469,-1280.0,-1915.0,1480.0,1480.0
2025-02-13,0.2206982677877421,-1190.0,-1780.0,1585.0,1585.0
2025-02-14,0.10431524492793734,1850.0,1850.0,1850.0,1850.0
2025-02-14,0.10431524492793734,1565.0,1565.0,1565.0,1565.0
2025-02-18,0.11326346988461947,-1055.0,-1580.0,-2100.0,140.0
2025-02-18,0.11326346988461947,195.0,195.0,195.0,195.0
2025-02-18,0.11326346988461947,-1055.0,-1580.0,-1330.0,-1330.0
2025-02-18,0.11326346988461947,-1055.0,-1580.0,-1505.0,-1505.0
2025-02-25,0.2166918379407709,-1045.0,-1565.0,-2080.0,-2600.0
2025-02-26,0.22242878958900472,-1150.0,-1720.0,-2285.0,-2855.0
2025-02-26,0.22242878958900472,-1150.0,-1720.0,-2285.0,-1805.0
2025-03-04,0.7360744975863603,-1760.0,-2640.0,-3515.0,-4390.0
2025-03-05,0.2775873886223441,-1555.0,-1555.0,-1555.0,-1555.0
2025-03-06,1.3000147728951466,185.0,185.0,185.0,185.0
2025-03-07,0.41918740347658473,-2185.0,-3270.0,-4360.0,-5445.0
2025-03-11,0.2168313866427074,-2275.0,-3410.0,-4545.0,245.0
2025-03-13,0.014303252798073828,-265.0,-265.0,-265.0,-265.0
2025-03-13,0.014303252798073828,-2325.0,-1175.0,-1175.0,-1175.0
2025-03-18,0.5807994533652203,-1910.0,-1050.0,-1050.0,-1050.0
2025-03-21,1.175090915552186,2040.0,2040.0,2040.0,2040.0
2025-03-24,1.4216497281966438,305.0,305.0,305.0,305.0
2025-03-24,1.4216497281966438,-805.0,-805.0,-805.0,-805.0
2025-03-24,1.4216497281966438,-1610.0,-935.0,-935.0,-935.0
2025-03-25,0.141398453889037,-1190.0,-1190.0,-1190.0,-1190.0
2025-03-26,0.2937483440657075,-405.0,-405.0,-405.0,-405.0
2025-03-28,0.43156306008867085,4025.0,4025.0,4025.0,4025.0
2025-03-28,0.43156306008867085,2000.0,2000.0,2000.0,2000.0
2025-03-28,0.43156306008867085,-1255.0,810.0,810.0,810.0
2025-04-03,4.8409977538716165,3430.0,3430.0,3430.0,3430.0
2025-04-03,4.8409977538716165,3500.0,3500.0,3500.0,3500.0
2025-04-09,0.15052276148244578,-2840.0,-4255.0,5325.0,5325.0
2025-04-11,0.712450805461701,-3815.0,-5720.0,-6370.0,-6370.0
2025-04-11,0.712450805461701,60.0,60.0,60.0,60.0
2025-04-14,2.1026198418350135,-3845.0,-5765.0,-7680.0,-4720.0
2025-04-14,2.1026198418350135,-3845.0,-2185.0,-2185.0,-2185.0
2025-04-15,0.3068399214887327,75.0,75.0,75.0,75.0
2025-04-21,1.5384027609744915,-1785.0,-1785.0,-1785.0,-1785.0
2025-04-21,1.5384027609744915,-3720.0,-3160.0,-3160.0,-3160.0
2025-04-22,1.2941977021120679,1445.0,1445.0,1445.0,1445.0
2025-04-23,3.024492509076034,505.0,505.0,505.0,505.0
2025-04-24,0.38629828728591076,3880.0,3880.0,3880.0,3880.0
2025-04-24,0.38629828728591076,3390.0,3390.0,3390.0,3390.0
2025-04-29,0.2900477370233851,-1705.0,1125.0,1125.0,1125.0
2025-04-29,0.2900477370233851,-1705.0,970.0,970.0,970.0
2025-04-29,0.2900477370233851,-735.0,-735.0,-735.0,-735.0
2025-04-30,1.585377562286976,8335.0,8335.0,8335.0,8335.0
2025-04-30,1.585377562286976,-1615.0,6725.0,6725.0,6725.0
2025-05-01,0.9657573445249904,3255.0,3255.0,3255.0,3255.0
2025-05-02,1.360406574703341,975.0,975.0,975.0,975.0
2025-05-08,0.8664242882100194,-1505.0,-2250.0,-3000.0,-3365.0
2025-05-13,0.2902020122178435,-250.0,-250.0,-250.0,-250.0
2025-05-13,0.2902020122178435,-1350.0,-1245.0,-1245.0,-1245.0
2025-05-16,0.24545032395020236,-1135.0,-1700.0,-2260.0,1225.0
2025-05-21,0.5398170374221525,-1120.0,-1675.0,-2230.0,-2780.0
2025-05-21,0.5398170374221525,2460.0,2460.0,2460.0,2460.0
2025-05-27,1.4075921933379236,-1125.0,-1685.0,-2240.0,-2800.0
2025-05-27,1.4075921933379236,-1125.0,-1685.0,-2240.0,-2800.0
2025-05-29,1.2942010052476585,1080.0,1080.0,1080.0,1080.0
2025-06-03,0.051629628815923895,1310.0,1310.0,1310.0,1310.0
2025-06-03,0.051629628815923895,70.0,70.0,70.0,70.0
2025-06-03,0.051629628815923895,-1245.0,-1860.0,-1340.0,-1340.0
2025-06-03,0.051629628815923895,395.0,395.0,395.0,395.0
2025-06-05,0.2341231814617998,3785.0,3785.0,3785.0,3785.0
2025-06-05,0.2341231814617998,2200.0,2200.0,2200.0,2200.0
2025-06-06,0.9392865372587317,585.0,585.0,585.0,585.0
2025-06-09,0.004348204191668841,-555.0,-555.0,-555.0,-555.0
2025-06-10,0.14019605712174235,-1105.0,-1650.0,540.0,540.0
2025-06-11,0.34143337187064426,2145.0,2145.0,2145.0,2145.0
2025-06-11,0.34143337187064426,210.0,210.0,210.0,210.0
2025-06-13,1.0798132214968221,-1010.0,-1515.0,-2015.0,1360.0
2025-06-16,0.5299793471965731,-970.0,-315.0,-315.0,-315.0
2025-06-16,0.5299793471965731,-970.0,-540.0,-540.0,-540.0
2025-06-20,0.7702783679250422,2835.0,2835.0,2835.0,2835.0
2025-06-23,0.03173283144395325,-955.0,-1425.0,-1895.0,-2370.0
2025-06-23,0.03173283144395325,-955.0,-65.0,-65.0,-65.0
2025-06-24,0.914994416799471,1630.0,1630.0,1630.0,1630.0
2025-06-24,0.914994416799471,1400.0,1400.0,1400.0,1400.0
2025-06-24,0.914994416799471,555.0,555.0,555.0,555.0
2025-06-24,0.914994416799471,-40.0,-40.0,-40.0,-40.0
2025-06-24,0.914994416799471,-350.0,-350.0,-350.0,-350.0
2025-06-25,0.4029542855310553,480.0,480.0,480.0,480.0
2025-06-25,0.4029542855310553,-180.0,-180.0,-180.0,-180.0
2025-06-25,0.4029542855310553,-410.0,-410.0,-410.0,-410.0
2025-06-25,0.4029542855310553,-1055.0,-770.0,-770.0,-770.0
2025-06-26,0.36243857199202634,1535.0,1535.0,1535.0,1535.0
2025-06-26,0.36243857199202634,905.0,905.0,905.0,905.0
2025-06-26,0.36243857199202634,125.0,125.0,125.0,125.0
2025-06-26,0.36243857199202634,-355.0,-355.0,-355.0,-355.0
2025-06-27,0.23056096116422709,-995.0,-1490.0,-1980.0,-2475.0
2025-07-01,0.2547383428379738,-980.0,-1470.0,-1955.0,-490.0
2025-07-01,0.2547383428379738,-980.0,-1470.0,-950.0,-950.0
2025-07-01,0.2547383428379738,-980.0,-1470.0,-1955.0,-1415.0
2025-07-03,0.40511324279507144,-990.0,-515.0,-515.0,-515.0
2025-07-07,0.15277240051482208,-805.0,1115.0,1115.0,1115.0
2025-07-14,0.0083591945916011,1620.0,1620.0,1620.0,1620.0
2025-07-14,0.0083591945916011,390.0,390.0,390.0,390.0
2025-07-14,0.0083591945916011,295.0,295.0,295.0,295.0
2025-07-15,0.7141741710478372,-720.0,2225.0,2225.0,2225.0
2025-07-17,0.10806654405270322,565.0,565.0,565.0,565.0
2025-07-17,0.10806654405270322,-5.0,-5.0,-5.0,-5.0
2025-07-18,0.18563590610948394,-740.0,-575.0,-575.0,-575.0
2025-07-22,0.019518609453170747,-760.0,-555.0,-555.0,-555.0
2025-07-23,0.2605081977381272,2000.0,2000.0,2000.0,2000.0
2025-07-25,0.13434381762057612,590.0,590.0,590.0,590.0
2025-07-25,0.13434381762057612,345.0,345.0,345.0,345.0
2025-07-29,0.39516409010149695,1915.0,1915.0,1915.0,1915.0
2025-08-01,0.9963088248902414,-885.0,-1325.0,-1760.0,1030.0
2025-08-05,0.05859615938155352,3260.0,3260.0,3260.0,3260.0
2025-08-05,0.05859615938155352,-990.0,1050.0,1050.0,1050.0
2025-08-08,0.04588933531847198,2050.0,2050.0,2050.0,2050.0
2025-08-08,0.04588933531847198,1135.0,1135.0,1135.0,1135.0
2025-08-11,0.19596553430912045,1105.0,1105.0,1105.0,1105.0
2025-08-12,0.42558378109351674,1530.0,1530.0,1530.0,1530.0
2025-08-12,0.42558378109351674,615.0,615.0,615.0,615.0
2025-08-13,0.4525068478031846,180.0,180.0,180.0,180.0
2025-08-26,0.1673691408043924,1600.0,1600.0,1600.0,1600.0
2025-08-26,0.1673691408043924,-1030.0,1240.0,1240.0,1240.0
2025-08-29,0.43946940383702254,-990.0,-1485.0,-900.0,-900.0
2025-09-02,0.044989775051124746,2610.0,2610.0,2610.0,2610.0
2025-09-04,0.10536114321955013,1795.0,1795.0,1795.0,1795.0
2025-09-09,0.09177180084510735,-1020.0,-795.0,-795.0,-795.0
2025-09-10,0.4856614246068455,1220.0,1220.0,1220.0,1220.0
2025-09-10,0.4856614246068455,-980.0,-1465.0,-1950.0,-675.0
2025-09-11,0.42746218216929516,-185.0,-185.0,-185.0,-185.0
2025-09-11,0.42746218216929516,-295.0,-295.0,-295.0,-295.0
2025-09-12,0.13404155288139322,1145.0,1145.0,1145.0,1145.0
2025-09-12,0.13404155288139322,385.0,385.0,385.0,385.0
2025-09-12,0.13404155288139322,130.0,130.0,130.0,130.0
2025-09-16,0.23341608395066613,-190.0,-190.0,-190.0,-190.0
2025-09-19,0.2938228415322026,-760.0,-1135.0,-1510.0,1665.0
2025-09-23,0.05537367516053508,1495.0,1495.0,1495.0,1495.0
2025-09-23,0.05537367516053508,-705.0,-390.0,-390.0,-390.0
2025-09-24,0.1925068892059335,-770.0,-1150.0,-1530.0,-1375.0
2025-09-25,0.6853344314371433,-795.0,-1185.0,-1580.0,-1970.0
2025-09-29,0.4167974266436529,365.0,365.0,365.0,365.0
2025-10-02,0.6603801070204233,-935.0,-1395.0,680.0,680.0
2025-10-03,0.0531560177444452,-915.0,2475.0,2475.0,2475.0
2025-10-03,0.0531560177444452,715.0,715.0,715.0,715.0
2025-10-06,0.9016799619117947,-380.0,-380.0,-380.0,-380.0
2025-10-07,0.23144130070010993,125.0,125.0,125.0,125.0
2025-10-08,0.08137563574715427,-935.0,-1400.0,-1860.0,-2325.0
2025-10-10,0.10755786036684913,7890.0,7890.0,7890.0,7890.0
2025-10-10,0.10755786036684913,4570.0,4570.0,4570.0,4570.0
2025-10-13,1.5194823239842,200.0,200.0,200.0,200.0
2025-10-16,0.4009381173425199,-1415.0,-2115.0,-2820.0,-3520.0
2025-10-16,0.4009381173425199,-1415.0,-2115.0,-2820.0,-3520.0
2025-10-24,0.7630066691011128,-435.0,-435.0,-435.0,-435.0
2025-10-24,0.7630066691011128,-635.0,-635.0,-635.0,-635.0
2025-10-24,0.7630066691011128,-905.0,-905.0,-905.0,-905.0
2025-10-27,1.1779157461720118,1945.0,1945.0,1945.0,1945.0
2025-10-28,0.29096692707115124,750.0,750.0,750.0,750.0
2025-10-28,0.29096692707115124,150.0,150.0,150.0,150.0
2025-11-03,0.9408287897350529,-1080.0,-1620.0,-2155.0,-1090.0
2025-11-04,1.4261659115646892,2285.0,2285.0,2285.0,2285.0
2025-11-05,0.0950037526482296,-1170.0,-1745.0,-2325.0,-2260.0
2025-11-05,0.0950037526482296,-1170.0,-1745.0,-2325.0,-2495.0
2025-11-05,0.0950037526482296,-1170.0,-1745.0,-2325.0,-2905.0
2025-11-06,0.11624720014365508,-1130.0,-1690.0,-2250.0,-2815.0
2025-11-18,0.7889123722887224,-1705.0,2800.0,2800.0,2800.0
2025-11-21,0.35898518809013846,-2075.0,-3110.0,-4140.0,-5170.0
2025-11-21,0.35898518809013846,-2075.0,-3110.0,-1215.0,-1215.0
2025-11-26,0.5614768778013339,-430.0,-430.0,-430.0,-430.0
2025-11-28,0.0450869602755101,2080.0,2080.0,2080.0,2080.0
2025-12-08,0.2171368150749594,495.0,495.0,495.0,495.0
2025-12-08,0.2171368150749594,-445.0,-445.0,-445.0,-445.0
2025-12-08,0.2171368150749594,-1360.0,-1400.0,-1400.0,-1400.0
2025-12-12,0.5838505795992404,-1050.0,-1570.0,-2090.0,-2610.0
2025-12-16,0.4441176186006908,-1205.0,-1800.0,-2395.0,-2990.0
2025-12-17,0.3038513644281014,-1210.0,260.0,260.0,260.0
2025-12-17,0.3038513644281014,-1210.0,-1810.0,-40.0,-40.0
2025-12-17,0.3038513644281014,-910.0,-910.0,-910.0,-910.0
2025-12-18,1.1252599772397285,-1330.0,-1990.0,-2655.0,-3315.0
2025-12-19,0.5894769607890821,90.0,90.0,90.0,90.0
2025-12-23,0.21476433193975145,640.0,640.0,640.0,640.0
2025-12-29,0.6145733552101215,860.0,860.0,860.0,860.0
2026-01-05,0.950265572187349,-870.0,-1300.0,-1730.0,-2160.0
2026-01-05,0.950265572187349,-870.0,-1300.0,-1730.0,-2160.0
2026-01-05,0.950265572187349,650.0,650.0,650.0,650.0
2026-01-05,0.950265572187349,760.0,760.0,760.0,760.0
2026-01-06,0.21768107325399638,245.0,245.0,245.0,245.0
2026-01-13,0.03308097276963356,-520.0,-520.0,-520.0,-520.0
2026-01-13,0.03308097276963356,-1045.0,-1175.0,-1175.0,-1175.0
2026-01-14,0.6514472924221909,-1075.0,-1605.0,-1625.0,-1625.0
2026-01-14,0.6514472924221909,-1075.0,2275.0,2275.0,2275.0
2026-01-16,0.6337571106784256,380.0,380.0,380.0,380.0
2026-01-20,1.482599516626704,-1085.0,-1625.0,-2160.0,-2700.0
2026-01-21,0.1305839245341857,-1150.0,-1720.0,-2290.0,-2860.0
2026-01-23,0.13965678865910353,570.0,570.0,570.0,570.0
2026-01-29,0.2370001217787187,-1215.0,-1820.0,-2425.0,-3030.0
2026-01-29,0.2370001217787187,-1215.0,-1820.0,-2425.0,-3030.0
2026-01-30,0.560932999669484,1965.0,1965.0,1965.0,1965.0
2026-02-03,0.22281639928698754,-1405.0,-2105.0,1530.0,1530.0
2026-02-03,0.22281639928698754,-650.0,-650.0,-650.0,-650.0
2026-02-03,0.22281639928698754,-1405.0,-2105.0,-1635.0,-1635.0
2026-02-06,0.6176160022313869,2010.0,2010.0,2010.0,2010.0
2026-02-06,0.6176160022313869,650.0,650.0,650.0,650.0
2026-02-12,0.27360842946821,900.0,900.0,900.0,900.0
2026-02-12,0.27360842946821,-1940.0,145.0,145.0,145.0
2026-02-13,0.24312624775157635,-1955.0,-920.0,-920.0,-920.0
2026-02-17,0.14333870441582064,-1970.0,-1710.0,-1710.0,-1710.0
2026-02-19,0.4344364612103282,-1840.0,-2755.0,-1250.0,-1250.0
2026-03-02,1.3036222636693826,1955.0,1955.0,1955.0,1955.0
2026-03-03,1.8135807676086038,1580.0,1580.0,1580.0,1580.0
2026-03-03,1.8135807676086038,-1500.0,-1475.0,-1475.0,-1475.0
2026-03-10,0.10901912254338665,-10.0,-10.0,-10.0,-10.0
2026-03-12,0.7385654936701401,2945.0,2945.0,2945.0,2945.0
2026-03-17,0.41005172807513973,-1610.0,-2410.0,-1025.0,-1025.0
2026-03-20,0.5001205109664979,1890.0,1890.0,1890.0,1890.0
2026-03-20,0.5001205109664979,940.0,940.0,940.0,940.0
2026-03-23,1.4266999631555246,-1525.0,-2285.0,-3040.0,-1170.0
2026-03-23,1.4266999631555246,-1525.0,-1085.0,-1085.0,-1085.0
2026-03-26,0.8771129295571847,-1325.0,-1980.0,-2635.0,-3295.0
2026-03-26,0.8771129295571847,-1325.0,-1980.0,-2635.0,-865.0
2026-03-27,1.0254395848623616,1375.0,1375.0,1375.0,1375.0
2026-03-31,1.230950216565959,-1490.0,-2230.0,-2970.0,-3710.0
2026-04-02,1.7999714128193085,-1630.0,825.0,825.0,825.0
2026-04-07,0.41719958584566663,-1610.0,-2410.0,-3210.0,-4010.0
2026-04-07,0.41719958584566663,-1610.0,-2410.0,-3210.0,-4010.0
2026-04-09,0.08484023400120355,-1670.0,-100.0,-100.0,-100.0
2026-04-10,0.3125275543494234,-1700.0,-2545.0,-1235.0,-1235.0
2026-04-10,0.3125275543494234,-475.0,-475.0,-475.0,-475.0
2026-04-10,0.3125275543494234,-1170.0,-1170.0,-1170.0,-1170.0
2026-04-22,0.4920413240721044,2720.0,2720.0,2720.0,2720.0
2026-04-29,0.07280934872037569,-1235.0,-1845.0,-2460.0,-3070.0
2026-05-01,0.15876860149081026,-1265.0,-5.0,-5.0,-5.0
2026-05-04,0.12365667923991176,-1280.0,-1915.0,-2550.0,-3185.0
2026-05-04,0.12365667923991176,-1280.0,-565.0,-565.0,-565.0
2026-05-04,0.12365667923991176,-1280.0,-1915.0,-965.0,-965.0
2026-05-05,0.8364171385260154,685.0,685.0,685.0,685.0
2026-05-06,0.8237435054374104,3830.0,3830.0,3830.0,3830.0
2026-05-07,0.14789210754851634,-1315.0,-640.0,-640.0,-640.0
2026-05-13,0.5491842997900178,670.0,670.0,670.0,670.0
2026-05-18,0.6242144240241873,-1580.0,-2365.0,-1685.0,-1685.0
2026-05-19,0.782467283672062,-1665.0,-2495.0,-3325.0,-4150.0
2026-05-20,0.5153183074960838,2400.0,2400.0,2400.0,2400.0
2026-05-20,0.5153183074960838,-1765.0,555.0,555.0,555.0
2026-05-22,0.4102184749623827,-1750.0,-2620.0,-3485.0,-310.0
2026-05-26,1.2716443416853056,1715.0,1715.0,1715.0,1715.0
2026-05-28,0.014832027290930217,1330.0,1330.0,1330.0,1330.0
2026-06-01,0.1719473238151118,-30.0,-30.0,-30.0,-30.0
2026-06-01,0.1719473238151118,-1520.0,-1830.0,-1830.0,-1830.0
2026-06-02,0.0008106618243133695,3055.0,3055.0,3055.0,3055.0
2026-06-03,0.05238429115994939,-1440.0,-2155.0,-2870.0,-3585.0
2026-06-03,0.05238429115994939,-1440.0,-335.0,-335.0,-335.0
2026-06-04,1.0958593674123476,880.0,880.0,880.0,880.0
2026-06-04,1.0958593674123476,-1380.0,-2065.0,-2455.0,-2455.0
2026-06-08,2.3828332961239247,2275.0,2275.0,2275.0,2275.0
2026-06-16,0.19030651496133133,4325.0,4325.0,4325.0,4325.0
2026-06-18,1.8874208024244241,2895.0,2895.0,2895.0,2895.0
2026-06-23,3.0470846348962963,-2705.0,-4055.0,-5400.0,-3110.0
2026-06-24,0.010939814191463578,-2730.0,-4090.0,-5445.0,-6805.0
2026-06-25,0.9018279165098089,-2340.0,-3500.0,-4665.0,-3080.0
2026-07-01,0.8850790424755988,2875.0,2875.0,2875.0,2875.0
2026-07-01,0.8850790424755988,1780.0,1780.0,1780.0,1780.0
2026-07-02,0.051562253104130804,-2305.0,-2350.0,-2350.0,-2350.0
