DateTime,Open,High,Low,Close,Volume,tr,atr,atr_fast,atr_slow,kelt_mid,kelt_up,kelt_dn,kelt_pos,free_bar,pct_outside_20,macd_fast,macd_sig,macd_new_hi,macd_new_lo,macd_zero_cross,macd_drive,ma_slope,ma_slope_state,triple_ma,vol_ratio,compressed,ret,sigma_spike,ger,climax,dow_state,leg_count,retr_depth
2026-05-08 14:30:00,7474.25,7486.25,7472.75,7481.75,198242,13.5,20.575,13.5,21.925,7443.721995664374,7490.015745664374,7397.428245664374,0,0,0.6,17.183333333333394,15.45260416666656,0,0,0,0,5.357499999999891,1,1,0.6157354618015963,0,0.0010369280171260709,0.3956033357678038,0.8994304818194637,0,1,548,0.30641330166270786
2026-05-11 08:30:00,7471.25,7503.25,7471.25,7491.5,213704,32.0,20.9125,17.05,22.0875,7448.2722817915765,7495.325406791577,7401.219156791576,0,0,0.55,12.366666666666788,13.774479166666538,0,0,0,0,5.409999999999945,1,1,0.7719298245614036,0,0.0013031710495539084,0.6567529176682243,0.8948381254136357,0,1,548,0.30641330166270786
2026-05-11 09:30:00,7491.5,7508.5,7482.75,7508.25,161476,25.75,21.5875,20.15,22.35625,7453.984445430474,7502.5563204304735,7405.412570430474,1,0,0.55,14.483333333332666,12.309374999999818,0,0,0,0,5.469000000000051,1,1,0.9013139502376293,0,0.002235867316291884,1.1598392597345093,0.8969944775699877,0,1,548,0.30641330166270786
2026-05-11 10:30:00,7508.25,7511.75,7504.5,7510.75,95248,7.25,21.2875,19.55,22.1,7459.3906887228095,7507.28756372281,7411.493813722809,1,0,0.55,16.149999999999636,11.28697916666647,0,0,0,0,5.438500000000204,1,1,0.8846153846153846,0,0.0003329670695568776,0.16986148599814924,0.8990823896578999,0,1,548,0.30641330166270786
2026-05-11 11:30:00,7510.75,7511.75,7495.5,7505.25,115345,16.25,21.25,18.95,22.05625,7463.758242177781,7511.570742177781,7415.945742177781,0,0,0.5,17.858333333332666,10.815104166666458,0,0,0,0,5.277000000000044,1,1,0.8591669028053273,0,-0.0007322837266584559,-0.37465244463530867,0.8964672613020308,0,1,548,0.30641330166270786
2026-05-11 12:30:00,7505.25,7516.0,7505.25,7510.75,77387,10.75,21.125,18.4,21.7125,7468.2336476846585,7515.7648976846585,7420.7023976846585,0,0,0.45,15.341666666667152,11.009374999999864,0,0,0,0,4.986499999999888,1,1,0.8474381116868164,0,0.0007328203590819538,0.3760242773726207,0.8944582160940092,0,1,548,0.30641330166270786
2026-05-11 13:30:00,7511.0,7511.0,7488.75,7492.5,126113,22.25,21.7,16.45,21.65,7470.544728857548,7519.369728857548,7421.719728857548,0,0,0.4,8.358333333332666,11.616666666666447,0,0,0,0,4.657999999999902,1,1,0.7598152424942264,0,-0.0024298505475485177,-1.2504818852460462,0.8841489272252018,0,1,548,0.30641330166270786
2026-05-11 14:30:00,7492.5,7501.5,7487.25,7495.75,174894,14.25,21.5875,14.15,20.825,7472.945230871114,7521.517105871114,7424.373355871115,0,0,0.35,4.091666666667152,12.65937499999984,0,0,0,0,4.3295000000000075,1,1,0.6794717887154862,0,0.0004337671004337462,0.21246744338705373,0.8765001216876154,0,1,548,0.30641330166270786
2026-05-12 08:30:00,7475.25,7478.75,7451.75,7455.5,291620,44.0,22.85,21.5,21.0375,7471.283780311961,7522.696280311961,7419.871280311961,0,0,0.3,-11.350000000000364,13.239062499999818,0,0,1,0,3.876500000000033,1,1,1.021984551396316,0,-0.005369709502051179,-2.6311615246885904,0.8519799023096117,0,1,548,0.30641330166270786
2026-05-12 09:30:00,7455.5,7458.25,7424.5,7429.5,249210,33.75,22.5875,25.0,21.29375,7467.304372663203,7518.126247663203,7416.4824976632035,0,0,0.3,-27.899999999999636,12.48854166666655,0,1,0,0,3.1225000000000365,1,1,1.174053419430584,0,-0.0034873583260680574,-1.4545634348766698,0.8196645288958402,0,1,549,1.693798449612403
