Date,engine,dir,net
2024-10-25,NEW,S,1682.5
2024-10-29,OLD,L,782.5
2024-10-29,OLD,L,407.5
2024-10-29,NEW,L,782.5
2024-10-29,NEW,L,407.5
2024-10-30,OLD,S,1182.5
2024-10-30,NEW,S,1182.5
2024-11-04,OLD,L,-767.5
2024-11-04,OLD,L,-767.5
2024-11-04,NEW,L,-767.5
2024-11-04,NEW,L,-767.5
2024-11-08,OLD,L,-417.5
2024-11-08,NEW,L,70.0
2024-11-08,NEW,L,-417.5
2024-11-12,OLD,S,357.5
2024-11-12,NEW,S,357.5
2024-11-13,OLD,L,-780.0
2024-11-13,OLD,L,-780.0
2024-11-13,NEW,L,-780.0
2024-11-13,NEW,L,-780.0
2024-11-14,OLD,L,-780.0
2024-11-14,NEW,L,-780.0
2024-11-18,NEW,S,82.5
2024-11-21,OLD,L,-405.0
2024-11-21,NEW,L,-405.0
2024-11-22,OLD,S,-817.5
2024-11-22,NEW,S,-817.5
2024-11-26,OLD,S,-855.0
2024-11-26,NEW,S,-855.0
2024-12-03,OLD,L,370.0
2024-12-03,NEW,L,370.0
2024-12-04,NEW,L,470.0
2024-12-09,OLD,L,-455.0
2024-12-09,NEW,L,-455.0
2024-12-10,OLD,L,-417.5
2024-12-10,OLD,S,582.5
2024-12-10,NEW,L,-417.5
2024-12-10,NEW,S,582.5
2024-12-11,OLD,L,82.5
2024-12-11,NEW,L,82.5
2024-12-16,OLD,L,-230.0
2024-12-16,NEW,L,-230.0
2024-12-17,OLD,L,-467.5
2024-12-17,NEW,L,-467.5
2024-12-18,OLD,S,10470.0
2024-12-18,NEW,S,10470.0
2024-12-23,NEW,L,1420.0
2024-12-26,NEW,S,357.5
2024-12-31,OLD,S,357.5
2024-12-31,NEW,S,357.5
2025-01-03,OLD,S,-1467.5
2025-01-03,OLD,S,-505.0
2025-01-03,NEW,S,-1467.5
2025-01-03,NEW,S,-505.0
2025-01-14,OLD,S,-1155.0
2025-01-14,OLD,L,-1155.0
2025-01-14,NEW,S,-1155.0
2025-01-14,NEW,L,-1155.0
2025-01-21,OLD,L,220.0
2025-01-21,NEW,L,220.0
2025-01-24,OLD,S,395.0
2025-01-24,NEW,S,395.0
2025-01-28,OLD,S,-705.0
2025-01-28,NEW,S,-705.0
2025-02-05,OLD,S,-917.5
2025-02-05,NEW,S,-917.5
2025-02-10,OLD,L,-155.0
2025-02-10,OLD,L,-292.5
2025-02-10,NEW,L,-155.0
2025-02-10,NEW,L,-292.5
2025-02-10,NEW,L,-230.0
2025-02-11,OLD,L,295.0
2025-02-11,OLD,L,257.5
2025-02-11,NEW,L,295.0
2025-02-13,OLD,L,1345.0
2025-02-13,NEW,L,1345.0
2025-02-14,OLD,L,-380.0
2025-02-14,OLD,L,-192.5
2025-02-14,OLD,L,-155.0
2025-02-14,NEW,L,-380.0
2025-02-14,NEW,L,-192.5
2025-02-14,NEW,L,-155.0
2025-02-18,OLD,S,-692.5
2025-02-18,OLD,S,-692.5
2025-02-18,NEW,S,-692.5
2025-02-18,NEW,S,-692.5
2025-02-21,OLD,S,3095.0
2025-02-21,OLD,S,782.5
2025-02-21,NEW,S,3095.0
2025-02-21,NEW,S,782.5
2025-02-25,OLD,S,-742.5
2025-02-25,NEW,S,-742.5
2025-02-25,NEW,S,-742.5
2025-02-26,OLD,L,-817.5
2025-02-26,OLD,L,-817.5
2025-02-26,NEW,L,-817.5
2025-02-26,NEW,L,-817.5
2025-03-03,OLD,L,-1092.5
2025-03-03,OLD,S,2357.5
2025-03-03,NEW,L,-1092.5
2025-03-03,NEW,S,2357.5
2025-03-05,OLD,S,-1492.5
2025-03-05,NEW,S,-1492.5
2025-03-07,OLD,S,-1692.5
2025-03-07,NEW,S,-1692.5
2025-03-13,OLD,S,-242.5
2025-03-13,NEW,S,-242.5
2025-03-18,OLD,S,-705.0
2025-03-18,NEW,S,-705.0
2025-03-19,OLD,L,-1517.5
2025-03-19,NEW,L,-1517.5
2025-03-26,OLD,S,2482.5
2025-03-26,OLD,S,970.0
2025-03-26,OLD,S,-167.5
2025-03-26,NEW,S,2482.5
2025-03-26,NEW,S,970.0
2025-03-26,NEW,S,-167.5
2025-03-28,OLD,S,432.5
2025-03-28,NEW,S,432.5
2025-04-01,OLD,S,-1205.0
2025-04-01,NEW,S,-1205.0
2025-04-15,OLD,S,557.5
2025-04-15,NEW,S,557.5
2025-04-24,OLD,L,2445.0
2025-04-24,OLD,L,2257.5
2025-04-24,NEW,L,2445.0
2025-04-24,NEW,L,2257.5
2025-04-29,OLD,S,-917.5
2025-04-29,NEW,S,-917.5
2025-05-07,OLD,L,-1380.0
2025-05-07,OLD,S,-1380.0
2025-05-07,NEW,L,-1380.0
2025-05-07,NEW,S,-1380.0
2025-05-13,NEW,L,-267.5
2025-05-13,NEW,L,-642.5
2025-05-14,OLD,S,-92.5
2025-05-14,NEW,S,-92.5
2025-05-22,OLD,L,-5.0
2025-05-22,NEW,L,-5.0
2025-05-27,OLD,L,1295.0
2025-05-27,OLD,L,670.0
2025-05-27,OLD,L,357.5
2025-05-27,NEW,L,1295.0
2025-05-27,NEW,L,670.0
2025-05-27,NEW,L,357.5
2025-05-28,OLD,L,-892.5
2025-05-28,NEW,L,-892.5
2025-05-30,OLD,S,-955.0
2025-05-30,NEW,S,-955.0
2025-06-05,OLD,S,1182.5
2025-06-05,NEW,S,1182.5
2025-06-11,OLD,L,-867.5
2025-06-11,OLD,L,-867.5
2025-06-11,OLD,S,1270.0
2025-06-11,OLD,S,182.5
2025-06-11,NEW,L,-867.5
2025-06-11,NEW,L,-867.5
2025-06-11,NEW,S,1270.0
2025-06-11,NEW,S,182.5
2025-06-12,NEW,S,-617.5
2025-06-17,OLD,S,-5.0
2025-06-17,NEW,S,-5.0
2025-06-23,NEW,L,720.0
2025-06-26,OLD,L,-80.0
2025-06-26,NEW,L,-80.0
2025-06-30,OLD,L,395.0
2025-06-30,NEW,S,-767.5
2025-06-30,NEW,L,395.0
2025-07-02,OLD,L,657.5
2025-07-02,OLD,L,445.0
2025-07-02,OLD,L,282.5
2025-07-02,NEW,L,657.5
2025-07-02,NEW,L,445.0
2025-07-02,NEW,L,282.5
2025-07-08,NEW,L,-80.0
2025-07-09,OLD,S,-80.0
2025-07-09,NEW,S,-80.0
2025-07-09,NEW,L,1207.5
2025-07-09,NEW,L,870.0
2025-07-10,OLD,L,-605.0
2025-07-10,NEW,L,-605.0
2025-07-18,OLD,S,-330.0
2025-07-18,NEW,S,-330.0
2025-07-21,OLD,L,-680.0
2025-07-21,NEW,L,-680.0
2025-07-24,NEW,L,-317.5
2025-07-25,OLD,L,570.0
2025-07-25,OLD,L,95.0
2025-07-25,OLD,L,-80.0
2025-07-25,OLD,L,-180.0
2025-07-25,NEW,L,570.0
2025-07-25,NEW,L,95.0
2025-07-25,NEW,L,-80.0
2025-07-25,NEW,L,-180.0
2025-07-28,OLD,S,-505.0
2025-07-28,NEW,S,-505.0
2025-07-29,OLD,S,370.0
2025-07-29,NEW,S,370.0
2025-08-05,OLD,S,-767.5
2025-08-05,NEW,S,-767.5
2025-08-11,OLD,S,-917.5
2025-08-11,OLD,S,495.0
2025-08-11,NEW,S,-917.5
2025-08-11,NEW,L,-917.5
2025-08-11,NEW,S,495.0
2025-08-12,OLD,L,445.0
2025-08-12,OLD,L,232.5
2025-08-12,NEW,L,445.0
2025-08-12,NEW,L,232.5
2025-08-14,OLD,L,-142.5
2025-08-14,NEW,L,-142.5
2025-08-19,OLD,S,695.0
2025-08-19,NEW,S,695.0
2025-08-20,OLD,L,720.0
2025-08-20,NEW,L,720.0
2025-08-26,OLD,L,1470.0
2025-08-26,OLD,L,1170.0
2025-08-26,NEW,L,1470.0
2025-08-26,NEW,L,1170.0
2025-09-04,OLD,L,1557.5
2025-09-04,OLD,L,1470.0
2025-09-04,OLD,L,1045.0
2025-09-04,NEW,L,1557.5
2025-09-04,NEW,L,1470.0
2025-09-04,NEW,L,1045.0
2025-09-08,OLD,S,-280.0
2025-09-08,OLD,S,-317.5
2025-09-08,NEW,S,-280.0
2025-09-08,NEW,S,-317.5
2025-09-09,OLD,L,720.0
2025-09-09,NEW,L,720.0
2025-09-11,OLD,L,-5.0
2025-09-11,NEW,L,-5.0
2025-09-12,OLD,L,-317.5
2025-09-12,NEW,L,-317.5
2025-09-16,OLD,S,-192.5
2025-09-16,NEW,S,-192.5
2025-09-17,OLD,L,-605.0
2025-09-17,NEW,L,-605.0
2025-09-19,OLD,L,657.5
2025-09-19,OLD,L,482.5
2025-09-19,NEW,L,657.5
2025-09-19,NEW,L,482.5
2025-09-23,OLD,S,1507.5
2025-09-23,NEW,S,1507.5
2025-09-24,OLD,S,-255.0
2025-09-24,NEW,S,-255.0
2025-09-30,OLD,L,957.5
2025-09-30,OLD,L,-742.5
2025-09-30,NEW,L,957.5
2025-09-30,NEW,L,-742.5
2025-10-02,OLD,S,-755.0
2025-10-02,OLD,L,395.0
2025-10-02,NEW,S,-755.0
2025-10-02,NEW,L,607.5
2025-10-02,NEW,L,395.0
2025-10-03,OLD,L,-742.5
2025-10-03,NEW,L,-742.5
2025-10-07,OLD,S,-230.0
2025-10-07,NEW,S,-230.0
2025-10-10,OLD,S,9345.0
2025-10-10,OLD,S,9432.5
2025-10-10,OLD,S,-705.0
2025-10-10,NEW,S,9345.0
2025-10-10,NEW,S,9432.5
2025-10-10,NEW,S,-705.0
2025-10-16,OLD,S,-1167.5
2025-10-16,NEW,L,-1167.5
2025-10-16,NEW,S,-1167.5
2025-10-28,NEW,L,-55.0
2025-11-05,OLD,L,-842.5
2025-11-05,NEW,L,-842.5
2025-11-06,OLD,S,1632.5
2025-11-06,NEW,S,1632.5
2025-11-07,OLD,S,-867.5
2025-11-07,NEW,S,-867.5
2025-11-12,OLD,S,-530.0
2025-11-12,NEW,S,-530.0
2025-11-12,NEW,L,7.5
2025-11-13,OLD,L,-1005.0
2025-11-13,NEW,L,-1005.0
2025-11-21,OLD,L,-1567.5
2025-11-21,NEW,L,-1567.5
2025-12-03,OLD,L,770.0
2025-12-03,OLD,L,-142.5
2025-12-03,NEW,L,770.0
2025-12-03,NEW,L,-142.5
2025-12-05,OLD,S,-255.0
2025-12-05,NEW,S,-255.0
2025-12-08,OLD,S,-605.0
2025-12-08,NEW,S,-605.0
2025-12-12,OLD,L,-742.5
2025-12-12,NEW,L,-742.5
2025-12-12,NEW,S,-130.0
2025-12-15,OLD,L,-842.5
2025-12-15,OLD,L,7.5
2025-12-15,NEW,L,-842.5
2025-12-15,NEW,L,7.5
2025-12-17,OLD,L,-905.0
2025-12-17,OLD,S,345.0
2025-12-17,OLD,S,157.5
2025-12-17,OLD,S,82.5
2025-12-17,OLD,S,-430.0
2025-12-17,NEW,L,-905.0
2025-12-17,NEW,S,345.0
2025-12-17,NEW,S,157.5
2025-12-17,NEW,S,82.5
2025-12-17,NEW,S,-430.0
2025-12-19,OLD,L,45.0
2025-12-19,NEW,L,45.0
2025-12-22,OLD,L,107.5
2025-12-22,NEW,L,107.5
2025-12-23,OLD,L,1120.0
2025-12-23,NEW,L,1120.0
2025-12-26,OLD,S,195.0
2025-12-26,NEW,S,195.0
2026-01-02,OLD,S,-680.0
2026-01-02,NEW,S,-680.0
2026-01-05,OLD,L,-67.5
2026-01-05,OLD,L,-405.0
2026-01-05,NEW,L,-67.5
2026-01-05,NEW,L,-405.0
2026-01-07,OLD,L,-605.0
2026-01-07,NEW,L,-605.0
2026-01-12,OLD,L,370.0
2026-01-12,NEW,L,370.0
2026-01-14,OLD,S,-730.0
2026-01-14,NEW,S,-730.0
2026-01-16,OLD,S,607.5
2026-01-16,NEW,S,607.5
2026-01-23,NEW,S,170.0
2026-01-29,OLD,L,1995.0
2026-01-29,OLD,L,1057.5
2026-01-29,NEW,L,1995.0
2026-01-29,NEW,L,1057.5
2026-02-03,OLD,S,945.0
2026-02-03,OLD,S,595.0
2026-02-03,NEW,S,945.0
2026-02-03,NEW,S,595.0
2026-02-04,OLD,S,-1092.5
2026-02-04,NEW,S,-1092.5
2026-02-09,OLD,S,532.5
2026-02-12,OLD,S,1482.5
2026-02-12,OLD,S,-1367.5
2026-02-12,NEW,S,1482.5
2026-02-12,NEW,S,-1367.5
2026-02-13,OLD,L,-1417.5
2026-02-13,NEW,L,-1417.5
2026-02-17,OLD,L,-705.0
2026-02-17,NEW,L,-705.0
2026-02-18,OLD,S,382.5
2026-02-18,NEW,S,382.5
2026-02-25,OLD,L,532.5
2026-02-25,OLD,L,507.5
2026-02-25,NEW,L,532.5
2026-02-25,NEW,L,507.5
2026-03-04,OLD,L,-80.0
2026-03-04,NEW,L,-80.0
2026-03-05,OLD,S,170.0
2026-03-05,NEW,S,95.0
2026-03-05,NEW,S,170.0
2026-03-17,OLD,S,20.0
2026-03-17,NEW,S,20.0
2026-03-17,NEW,L,-267.5
2026-04-07,OLD,L,-1492.5
2026-04-07,NEW,L,-1492.5
2026-04-09,OLD,L,-392.5
2026-04-09,NEW,L,-392.5
2026-04-09,NEW,S,-180.0
2026-04-10,OLD,S,-267.5
2026-04-10,NEW,L,-892.5
2026-04-10,NEW,L,-1405.0
2026-04-10,NEW,S,-267.5
2026-04-13,OLD,L,1932.5
2026-04-13,NEW,L,1932.5
2026-04-14,NEW,S,-767.5
2026-04-15,OLD,L,820.0
2026-04-15,OLD,L,507.5
2026-04-15,NEW,L,820.0
2026-04-15,NEW,L,507.5
2026-04-20,OLD,S,-555.0
2026-04-20,NEW,S,-555.0
2026-04-21,OLD,S,432.5
2026-04-21,OLD,S,257.5
2026-04-21,NEW,S,432.5
2026-04-21,NEW,S,257.5
2026-04-22,OLD,L,145.0
2026-04-22,NEW,L,145.0
2026-04-27,OLD,S,-630.0
2026-04-27,OLD,L,370.0
2026-04-27,NEW,S,-630.0
2026-04-27,NEW,L,370.0
2026-04-29,OLD,S,-855.0
2026-04-29,OLD,S,-855.0
2026-04-29,OLD,S,-855.0
2026-04-29,NEW,S,-855.0
2026-04-29,NEW,S,-855.0
2026-04-29,NEW,S,-855.0
2026-05-04,OLD,S,-892.5
2026-05-04,NEW,S,-892.5
2026-05-04,NEW,L,-467.5
2026-05-07,OLD,L,-917.5
2026-05-07,OLD,S,-917.5
2026-05-07,NEW,L,-917.5
2026-05-07,NEW,S,-917.5
2026-05-13,OLD,L,2170.0
2026-05-13,OLD,L,1832.5
2026-05-13,OLD,L,170.0
2026-05-13,NEW,L,2170.0
2026-05-13,NEW,L,1832.5
2026-05-13,NEW,L,170.0
2026-05-18,OLD,L,-917.5
2026-05-18,NEW,L,-917.5
2026-05-20,OLD,L,282.5
2026-05-20,NEW,L,282.5
2026-05-22,NEW,L,-1017.5
2026-05-22,NEW,L,-1017.5
2026-05-28,OLD,L,732.5
2026-05-28,OLD,L,457.5
2026-05-28,NEW,L,732.5
2026-05-28,NEW,L,457.5
2026-06-01,OLD,L,-505.0
2026-06-01,NEW,L,-505.0
2026-06-03,OLD,S,557.5
2026-06-03,NEW,S,557.5
2026-06-10,NEW,S,2682.5
2026-06-10,NEW,S,2557.5
2026-06-16,OLD,S,1570.0
2026-06-16,NEW,S,1570.0
2026-06-17,OLD,S,4132.5
2026-06-17,NEW,S,4132.5
2026-06-22,OLD,S,-417.5
2026-06-22,NEW,S,-417.5
2026-06-24,OLD,S,-1280.0
2026-06-24,OLD,S,-1280.0
2026-06-24,NEW,S,-1280.0
2026-06-24,NEW,S,-1280.0
2026-07-01,OLD,L,-1217.5
2026-07-01,OLD,S,1057.5
2026-07-01,NEW,L,-1217.5
2026-07-01,NEW,S,1457.5
2026-07-01,NEW,S,1057.5
2026-07-02,OLD,S,282.5
2026-07-02,OLD,S,-1130.0
2026-07-02,NEW,S,282.5
2026-07-02,NEW,S,-1130.0
2026-07-06,OLD,L,832.5
2026-07-06,OLD,L,470.0
2026-07-06,NEW,L,832.5
2026-07-06,NEW,L,470.0
