dir,regime,with_trend,net,adr,hold,wide,mae_pts,eod_move,fill_hour,Date,yr,gap,vix_prev,sma50,sma100,ret20,ret50,below50,below100,sma50_dn,downtrend,pre21,net30,netd
L,BULL,True,1107.5,20.25,48,6.0,1.5,22.5,11,2015-11-16,2015,0.116,20.08,2789.575,2811.09,-0.0023084435763117694,0.03959663243593292,0.0,1.0,0.0,0.0,True,1107.5,1107.5
L,BULL,True,495.0,20.25,23,6.0,0.25,10.25,13,2015-11-16,2015,0.116,20.08,2789.575,2811.09,-0.0023084435763117694,0.03959663243593292,0.0,1.0,0.0,0.0,True,495.0,495.0
L,BULL,True,-342.5,21.43,4,6.5,19.25,-11.25,11,2015-11-17,2015,0.167,18.16,2792.095,2811.15,0.007365338539355726,0.04646017699115035,0.0,0.0,0.0,0.0,True,-342.5,-442.5
L,BULL,True,-280.0,17.62,4,5.25,7.25,12.5,10,2015-12-04,2015,0.088,18.11,2826.145,2813.2125,-0.01490855508364397,0.048625207602878806,0.0,0.0,0.0,0.0,True,-280.0,-367.5
L,BULL,True,157.5,17.62,29,5.25,1.25,3.5,12,2015-12-04,2015,0.088,18.11,2826.145,2813.2125,-0.01490855508364397,0.048625207602878806,0.0,0.0,0.0,0.0,True,157.5,157.5
L,BULL,True,-255.0,24.75,50,7.5,5.25,-4.75,11,2015-12-10,2015,0.168,19.61,2840.18,2811.635,-0.00944303576112615,0.05170813219457848,1.0,0.0,0.0,0.0,True,-255.0,-255.0
L,BULL,True,-392.5,24.75,20,7.5,9.75,-9.5,13,2015-12-10,2015,0.168,19.61,2840.18,2811.635,-0.00944303576112615,0.05170813219457848,1.0,0.0,0.0,0.0,True,-392.5,-492.5
S,BEAR,True,-442.5,28.38,17,8.5,20.25,-14.0,10,2015-12-14,2015,0.018,24.39,2844.155,2810.625,-0.003470677227017882,0.024332235638492516,1.0,1.0,0.0,0.0,True,-442.5,-442.5
L,BULL,True,307.5,34.12,59,10.25,5.5,6.5,10,2016-02-01,2016,0.33,20.2,2792.115,2794.48,-0.03822387005649719,-0.05071011588394181,1.0,1.0,1.0,1.0,True,307.5,307.5
L,BULL,True,-517.5,33.0,12,10.0,11.75,-1.75,12,2016-02-04,2016,0.24,21.65,2782.115,2793.66,-0.028042423152975005,-0.05940680177437596,1.0,1.0,1.0,1.0,True,-517.5,-105.0
L,BULL,True,-517.5,33.0,6,10.0,13.25,-3.25,12,2016-02-04,2016,0.24,21.65,2782.115,2793.66,-0.028042423152975005,-0.05940680177437596,1.0,1.0,1.0,1.0,True,-517.5,-680.0
S,BEAR,True,-517.5,33.0,2,10.0,13.75,-7.0,11,2016-02-04,2016,0.24,21.65,2782.115,2793.66,-0.028042423152975005,-0.05940680177437596,1.0,1.0,1.0,1.0,True,-517.5,-517.5
S,BEAR,True,107.5,31.55,53,9.5,8.5,2.5,10,2016-02-05,2016,0.139,21.84,2778.685,2793.095,-0.008890925756186996,-0.05965736150969647,1.0,1.0,1.0,1.0,True,107.5,107.5
S,BEAR,True,-192.5,31.55,15,9.5,5.5,-3.5,13,2016-02-05,2016,0.139,21.84,2778.685,2793.095,-0.008890925756186996,-0.05965736150969647,1.0,1.0,1.0,1.0,True,-192.5,-192.5
S,BEAR,True,-555.0,35.42,8,10.75,12.0,12.5,11,2016-02-10,2016,0.378,26.54,2765.045,2789.875,-0.02821172578570119,-0.08219059191112654,1.0,1.0,1.0,1.0,True,-555.0,-555.0
L,BULL,True,-80.0,30.77,24,9.25,4.0,-1.25,13,2016-02-16,2016,0.112,25.4,2747.5,2786.8225,0.00459059396664796,-0.0564892212934448,1.0,1.0,1.0,1.0,True,-80.0,-80.0
L,BULL,True,170.0,26.88,47,8.0,2.5,3.75,11,2016-02-19,2016,0.378,21.64,2737.825,2787.61,0.020701985508610132,-0.047924163960326505,1.0,1.0,1.0,1.0,True,170.0,170.0
L,BULL,True,645.0,23.48,44,7.0,0.5,13.25,11,2016-03-01,2016,0.504,20.55,2723.81,2786.18,-0.00018341892883344535,-0.03342494902030324,0.0,1.0,1.0,0.0,True,645.0,645.0
L,BULL,True,345.0,24.8,20,7.5,0.25,7.25,13,2016-03-03,2016,0.036,17.09,2722.885,2785.7225,0.027649343443684193,-0.011386887287607839,0.0,1.0,1.0,0.0,True,345.0,345.0
L,BULL,True,-405.0,26.2,50,7.75,7.75,-2.25,10,2016-03-08,2016,0.429,17.35,2719.795,2785.7625,0.055230362537764366,-0.018269653052261803,0.0,0.0,1.0,0.0,True,-405.0,-130.0
L,BULL,True,382.5,21.6,61,6.5,0.25,8.0,10,2016-03-15,2016,0.391,16.92,2715.345,2784.6975,0.050452298796978434,0.0039215686274509665,0.0,0.0,1.0,0.0,True,382.5,382.5
L,BULL,True,-317.5,20.0,13,6.0,6.25,-1.75,11,2016-03-18,2016,0.229,14.44,2718.49,2783.8475,0.04628007744076701,0.040238313473877074,0.0,0.0,0.0,0.0,True,-317.5,-105.0
L,BULL,True,320.0,15.8,21,4.75,0.75,6.75,13,2016-04-01,2016,0.516,13.95,2747.37,2781.09,0.02969495185818416,0.0794264692010187,0.0,0.0,0.0,0.0,True,320.0,320.0
L,BULL,True,-267.5,16.5,8,5.0,9.0,-6.25,9,2016-04-04,2016,0.044,13.1,2751.685,2781.1375,0.03086308989772113,0.08120824315422981,0.0,0.0,0.0,0.0,True,-267.5,-342.5
L,BULL,True,-280.0,17.8,1,5.25,13.0,-4.25,12,2016-04-07,2016,0.462,14.09,2762.21,2781.9175,0.03249909974792953,0.06529816087683438,0.0,0.0,0.0,0.0,True,-280.0,-367.5
L,BULL,True,-217.5,13.72,8,4.0,4.5,9.0,12,2016-04-27,2016,0.276,13.96,2819.29,2783.395,0.014450867052023142,0.08020143616525233,0.0,0.0,0.0,0.0,True,-217.5,432.5
L,BULL,True,457.5,17.4,64,5.25,2.75,9.5,9,2016-05-02,2016,0.131,15.7,2829.94,2783.8825,-0.0014795474325500768,0.05771180971697243,0.0,0.0,0.0,0.0,True,457.5,457.5
L,BULL,True,445.0,17.4,51,5.25,2.0,9.25,10,2016-05-02,2016,0.131,15.7,2829.94,2783.8825,-0.0014795474325500768,0.05771180971697243,0.0,0.0,0.0,0.0,True,445.0,445.0
L,BULL,True,-17.5,16.85,17,5.0,4.25,0.0,13,2016-05-03,2016,0.486,14.68,2833.375,2784.375,0.006110335195530725,0.06338223083310268,0.0,0.0,0.0,0.0,True,-17.5,-17.5
L,BULL,True,70.0,16.88,15,5.0,3.25,1.75,13,2016-05-06,2016,0.298,15.91,2841.39,2785.6275,0.003255036509193232,0.045854732208364,0.0,0.0,0.0,0.0,True,70.0,70.0
L,BULL,True,95.0,17.9,31,5.25,1.0,2.25,12,2016-05-16,2016,0.026,15.04,2854.19,2788.0925,-0.01084410514444345,0.02296788085411805,1.0,0.0,0.0,0.0,True,95.0,95.0
S,BEAR,True,-317.5,19.68,4,6.0,6.25,-3.0,13,2016-05-18,2016,0.175,15.57,2856.92,2788.3575,-0.017064552270964373,0.02039903372998131,1.0,0.0,0.0,0.0,True,-317.5,-317.5
S,BEAR,True,-330.0,20.93,19,6.25,13.75,-13.75,10,2016-05-19,2016,0.263,15.95,2858.37,2788.405,-0.019104991394148008,0.026107310046813215,1.0,0.0,0.0,0.0,True,-330.0,-330.0
L,BULL,True,382.5,13.4,66,4.0,1.5,8.0,9,2016-06-01,2016,0.31,14.19,2869.88,2796.955,0.013269314709733804,0.018336550271977448,0.0,0.0,0.0,0.0,True,382.5,382.5
L,BULL,True,670.0,12.3,70,3.75,0.25,13.75,9,2016-06-02,2016,0.172,14.2,2870.97,2798.7925,0.017696014016644668,0.019124484603912695,0.0,0.0,0.0,0.0,True,670.0,670.0
L,BULL,True,-230.0,14.55,44,4.25,12.5,-10.25,9,2016-06-15,2016,0.173,20.5,2881.18,2819.9375,0.01288908373520381,0.014757554462403455,0.0,0.0,0.0,0.0,True,-230.0,-305.0
L,BULL,True,-242.5,14.8,7,4.5,5.0,10.0,12,2016-06-16,2016,0.355,20.14,2881.535,2821.8725,0.012458326022109167,0.006190600749847341,0.0,0.0,0.0,0.0,True,-242.5,482.5
L,BULL,True,-255.0,16.12,2,4.75,10.0,-4.5,9,2016-06-17,2016,0.078,19.37,2882.54,2824.0875,0.016163035839775075,0.01768276590129325,0.0,0.0,0.0,0.0,True,-255.0,-342.5
L,BULL,True,-267.5,16.93,0,5.0,14.25,-12.25,10,2016-06-22,2016,0.078,18.48,2885.065,2829.6075,0.006764960971378908,0.01362207474676902,0.0,0.0,0.0,0.0,True,-267.5,-355.0
L,BULL,True,432.5,22.12,26,6.75,2.0,9.0,13,2016-07-06,2016,0.318,15.58,2884.145,2851.7175,-0.004370179948586128,0.0031080031080030768,0.0,0.0,0.0,0.0,True,432.5,432.5
L,BULL,True,145.0,23.65,46,7.0,0.5,3.25,11,2016-07-08,2016,0.48,14.76,2885.17,2855.99,-0.002567174396714056,0.011717732835691441,0.0,0.0,0.0,0.0,True,145.0,145.0
L,BULL,True,-205.0,21.02,34,6.25,5.5,-3.75,12,2016-07-11,2016,0.263,13.2,2886.635,2858.2875,0.013262142611091932,0.025538220169092574,0.0,0.0,0.0,0.0,True,-205.0,-205.0
L,BULL,True,107.5,12.43,22,3.75,0.25,2.5,13,2016-07-28,2016,0.042,12.83,2916.695,2887.5325,0.032366940718303816,0.04658712054746439,0.0,0.0,0.0,0.0,True,107.5,107.5
L,BULL,True,232.5,14.5,73,4.25,1.5,5.0,9,2016-08-03,2016,0.076,13.37,2926.73,2894.9175,0.02409845941991562,0.032003469210754476,0.0,0.0,0.0,0.0,True,232.5,232.5
L,BULL,True,145.0,14.5,67,4.25,2.75,3.25,9,2016-08-03,2016,0.076,13.37,2926.73,2894.9175,0.02409845941991562,0.032003469210754476,0.0,0.0,0.0,0.0,True,145.0,145.0
L,BULL,True,-217.5,13.6,16,4.0,7.25,-3.25,11,2016-08-09,2016,0.05,11.5,2933.745,2901.29,0.015327292742823184,0.03042282571330346,0.0,0.0,0.0,0.0,True,-217.5,-292.5
L,BULL,True,-155.0,9.38,1,2.75,5.75,1.0,10,2016-08-22,2016,0.125,11.34,2950.0,2914.8975,0.0048511207761792186,0.034619359283499795,0.0,0.0,0.0,0.0,True,-155.0,-205.0
L,BULL,True,-155.0,9.38,0,2.75,3.75,2.75,12,2016-08-22,2016,0.125,11.34,2950.0,2914.8975,0.0048511207761792186,0.034619359283499795,0.0,0.0,0.0,0.0,True,-155.0,-205.0
L,BULL,True,-167.5,9.68,34,3.0,5.0,0.75,9,2016-08-25,2016,0.2,13.45,2956.865,2919.2,0.004945930086344141,0.03882149046793759,0.0,0.0,0.0,0.0,True,-167.5,-205.0
L,BULL,True,-42.5,11.82,46,3.5,1.5,-0.5,11,2016-08-29,2016,0.033,13.65,2961.125,2922.16,-0.0005848441808004035,0.03818781461551812,0.0,0.0,0.0,0.0,True,-42.5,-42.5
L,BULL,True,-92.5,11.82,23,3.5,2.5,-1.5,13,2016-08-29,2016,0.033,13.65,2961.125,2922.16,-0.0005848441808004035,0.03818781461551812,0.0,0.0,0.0,0.0,True,-92.5,-92.5
L,BULL,True,-217.5,13.07,5,4.0,11.5,-0.75,9,2016-08-31,2016,0.125,13.12,2965.125,2925.095,0.007563660811833017,0.0328221915920055,0.0,0.0,0.0,0.0,True,-217.5,-280.0
L,BULL,True,-217.5,13.45,21,4.0,4.5,-3.25,11,2016-09-08,2016,0.141,11.94,2980.68,2931.55,0.004007346802471279,0.040761575075724865,0.0,0.0,0.0,0.0,True,-217.5,-180.0
S,BEAR,True,45.0,24.52,69,7.25,3.25,1.25,9,2016-09-22,2016,0.377,13.3,2987.265,2939.835,-0.004337671004337684,0.005560235888795173,1.0,0.0,0.0,0.0,True,45.0,45.0
S,BEAR,True,132.5,21.35,48,6.5,2.25,3.0,11,2016-09-26,2016,0.36,12.29,2987.845,2942.5525,-0.0013375689683999825,0.004118685382869636,1.0,0.0,0.0,0.0,True,132.5,132.5
S,BEAR,True,-280.0,17.52,24,5.25,15.5,-13.25,11,2016-09-28,2016,0.092,13.1,2987.595,2944.5675,-0.005588456084744342,0.0002516989680343418,1.0,0.0,0.0,0.0,True,-280.0,-280.0
S,BEAR,True,-105.0,17.9,32,5.25,4.0,-1.75,12,2016-10-03,2016,0.142,13.29,2987.51,2948.295,-0.004333694474539573,-0.0007527601204415646,1.0,0.0,1.0,1.0,True,-105.0,-105.0
S,BEAR,True,45.0,17.85,53,5.25,3.25,1.25,10,2016-10-05,2016,0.193,13.63,2987.205,2950.6225,-0.011226611226611172,-0.0041876046901172526,1.0,0.0,1.0,1.0,True,45.0,45.0
L,BULL,True,132.5,16.07,36,4.75,1.0,3.0,12,2016-10-06,2016,0.117,12.99,2987.185,2951.94,-0.008398469981706347,-0.00033531729398939003,1.0,0.0,1.0,1.0,True,132.5,132.5
L,BULL,True,682.5,17.45,65,5.25,2.0,14.0,9,2016-10-13,2016,0.465,15.91,2986.16,2957.29,0.006290912182266517,-0.006546370121695344,1.0,0.0,1.0,1.0,True,682.5,682.5
L,BULL,True,-67.5,17.45,18,5.25,3.75,-1.0,13,2016-10-13,2016,0.465,15.91,2986.16,2957.29,0.006290912182266517,-0.006546370121695344,1.0,0.0,1.0,1.0,True,-67.5,-67.5
S,BEAR,True,-267.5,17.05,5,5.0,5.5,4.5,12,2016-10-14,2016,0.372,16.69,2985.63,2957.8625,-0.0038776026300261224,-0.008890379937935067,1.0,1.0,1.0,1.0,True,-267.5,-267.5
S,BEAR,True,32.5,15.6,68,4.75,1.75,1.0,9,2016-10-24,2016,0.371,13.34,2980.895,2961.1,-0.008036162732295349,-0.013157894736842146,1.0,0.0,1.0,1.0,True,32.5,32.5
L,BULL,True,-217.5,13.75,24,4.0,6.25,-2.25,11,2016-10-31,2016,0.042,16.19,2976.625,2963.3125,-0.011718423035071535,-0.017229898451806225,1.0,1.0,1.0,1.0,True,-217.5,-292.5
L,BULL,True,-267.5,16.73,7,5.0,14.75,-10.5,10,2016-11-03,2016,0.086,19.32,2972.53,2964.6975,-0.020461215932914056,-0.025608942275608948,1.0,1.0,1.0,1.0,True,-267.5,-355.0
S,BEAR,True,170.0,16.73,33,5.0,2.5,3.75,12,2016-11-03,2016,0.086,19.32,2972.53,2964.6975,-0.020461215932914056,-0.025608942275608948,1.0,1.0,1.0,1.0,True,170.0,170.0
L,BULL,True,-30.0,20.15,25,6.0,1.0,-0.25,13,2016-11-21,2016,0.199,12.85,2968.67,2975.8275,0.015443037974683493,0.021563799983020715,0.0,0.0,0.0,0.0,True,-30.0,-30.0
L,BULL,True,-167.5,12.97,33,4.0,3.25,-3.0,12,2017-01-06,2017,0.024,11.67,3029.93,3004.73,0.019501357689459375,0.04424778761061954,0.0,0.0,0.0,0.0,True,-167.5,-167.5
L,BULL,True,-155.0,14.03,54,4.25,4.0,-2.75,10,2017-01-09,2017,0.081,11.32,3032.795,3005.76,0.01321693726034101,0.04837075806179292,0.0,0.0,0.0,0.0,True,-155.0,-155.0
L,BULL,True,120.0,11.78,66,3.5,2.25,2.75,9,2017-01-18,2017,0.073,11.87,3056.255,3012.73,0.002347227842978583,0.06483233018056755,0.0,0.0,0.0,0.0,True,120.0,120.0
L,BULL,True,-105.0,12.43,21,3.75,2.0,-1.75,13,2017-01-24,2017,0.048,11.77,3065.995,3016.8425,0.0010510146333575499,0.033728502254132486,0.0,0.0,0.0,0.0,True,-105.0,-105.0
L,BULL,True,-230.0,13.93,2,4.25,5.25,0.5,10,2017-02-02,2017,0.129,11.81,3081.695,3025.6,0.0033085861846351428,0.029051481542790913,0.0,0.0,0.0,0.0,True,-230.0,7.5
L,BULL,True,-55.0,12.5,21,3.75,1.75,-0.75,13,2017-02-10,2017,0.127,10.88,3092.63,3035.6025,0.012995399144402286,0.034966188355599614,0.0,0.0,0.0,0.0,True,-55.0,-55.0
L,BULL,True,-205.0,12.4,11,3.75,3.75,6.0,9,2017-02-17,2017,0.252,11.76,3106.68,3044.8525,0.02713835716016466,0.046408294248333704,0.0,0.0,0.0,0.0,True,-205.0,282.5
L,BULL,True,-205.0,12.72,4,3.75,4.25,1.5,13,2017-03-16,2017,0.101,11.63,3150.425,3088.865,0.01068006910632957,0.03857327307940617,0.0,0.0,0.0,0.0,True,-205.0,57.5
L,BULL,True,-242.5,15.35,8,4.5,7.5,-1.25,11,2017-03-22,2017,0.055,12.47,3158.75,3098.6975,-0.004462538166444818,0.026311541565778862,0.0,0.0,0.0,0.0,True,-242.5,-330.0
L,BULL,True,-292.5,18.27,16,5.5,7.25,-6.75,13,2017-03-28,2017,0.102,12.5,3164.89,3108.6875,-0.008432229856339735,0.024358767543152027,0.0,0.0,0.0,0.0,True,-292.5,-380.0
L,BULL,True,-305.0,18.8,13,5.75,5.75,0.0,10,2017-03-30,2017,0.031,11.42,3168.63,3113.865,-0.010072834340616788,0.030488788514276388,0.0,0.0,0.0,0.0,True,-305.0,-17.5
L,BULL,True,170.0,20.05,41,6.0,2.25,3.75,11,2017-04-04,2017,0.164,12.38,3174.625,3120.31,-0.0049859769398566955,0.031497334840898006,0.0,0.0,0.0,0.0,True,170.0,170.0
L,BULL,True,-280.0,17.18,6,5.25,27.0,-24.75,10,2017-04-05,2017,0.204,11.79,3176.335,3122.3525,-0.00203125000000004,0.027509652509652538,0.0,0.0,0.0,0.0,True,-280.0,-355.0
S,BEAR,True,345.0,16.25,22,5.0,1.5,7.25,13,2017-04-13,2017,0.134,15.77,3184.64,3133.1675,-0.012432012432012418,0.022279417678758184,1.0,0.0,0.0,0.0,True,345.0,345.0
S,BEAR,True,-280.0,17.9,15,5.25,6.5,-3.0,11,2017-04-18,2017,0.267,14.66,3186.895,3136.0675,-0.009185023740951204,0.018401472117769435,1.0,0.0,0.0,0.0,True,-280.0,-280.0
L,BULL,True,170.0,10.43,69,3.25,2.25,3.75,9,2017-05-10,2017,0.046,9.96,3200.9,3161.4225,0.0126969198213025,0.008822610868207459,0.0,0.0,0.0,0.0,True,170.0,170.0
L,BULL,True,157.5,9.93,40,3.0,0.5,3.5,11,2017-05-11,2017,0.124,10.21,3201.62,3162.8575,0.013800674351132969,0.011263199061400053,0.0,0.0,0.0,0.0,True,157.5,157.5
L,BULL,True,-80.0,9.95,23,3.0,2.5,-1.25,13,2017-05-15,2017,0.116,10.4,3201.86,3165.46,0.019355348396271177,0.0032656869605784955,0.0,0.0,0.0,0.0,True,-80.0,-80.0
L,BULL,True,-205.0,12.18,6,3.75,7.5,-7.25,13,2017-05-18,2017,0.125,15.59,3202.7,3169.3175,0.0078063396940546426,-0.0014843749999999822,1.0,0.0,0.0,0.0,True,-205.0,-255.0
L,BULL,True,20.0,13.35,62,4.0,2.75,0.75,10,2017-05-19,2017,0.211,14.66,3202.75,3170.38,0.0036061461273126927,0.0007817385866166759,1.0,0.0,0.0,0.0,True,20.0,20.0
L,BULL,True,7.5,14.0,45,4.25,2.0,0.5,11,2017-05-23,2017,0.124,10.93,3203.61,3173.2825,0.006937407436277132,0.007644305772230853,0.0,0.0,0.0,0.0,True,7.5,7.5
L,BULL,True,-155.0,9.38,3,2.75,7.75,-3.0,12,2017-06-08,2017,0.038,10.39,3218.25,3192.495,0.011369788846778528,0.02524698133918779,0.0,0.0,0.0,0.0,True,-155.0,-205.0
L,BULL,True,145.0,14.38,71,4.25,0.25,3.25,9,2017-06-23,2017,0.031,10.48,3236.505,3210.5725,0.006537958618567874,0.02958300550747439,0.0,0.0,0.0,0.0,True,145.0,145.0
L,BULL,True,-55.0,13.6,26,4.0,2.5,-0.75,13,2017-06-28,2017,0.222,11.06,3242.28,3215.1375,0.0038485221674877668,0.02701000078746363,0.0,0.0,0.0,0.0,True,-55.0,-55.0
L,BULL,True,-30.0,15.12,25,4.5,1.5,-0.25,13,2017-07-05,2017,0.1,11.22,3249.365,3221.52,-0.0008415576466987984,0.01334574798261956,0.0,0.0,0.0,0.0,True,-30.0,-30.0
L,BULL,True,-255.0,16.0,2,4.75,14.25,0.25,10,2017-07-11,2017,0.038,11.11,3252.515,3224.795,-0.0006888106536048211,0.012484491315136514,0.0,0.0,0.0,0.0,True,-255.0,-342.5
L,BULL,True,20.0,15.05,29,4.5,1.5,0.75,12,2017-07-13,2017,0.061,10.3,3254.54,3226.44,0.0013740458015267798,0.01855734140849452,0.0,0.0,0.0,0.0,True,20.0,20.0
L,BULL,True,7.5,9.78,36,3.0,2.5,0.5,12,2017-07-31,2017,0.091,10.29,3274.055,3238.5875,0.015256056424409747,0.02866242038216571,0.0,0.0,0.0,0.0,True,7.5,7.5
S,BEAR,True,145.0,12.25,68,3.75,3.0,3.25,9,2017-08-11,2017,0.061,16.04,3285.19,3248.11,-0.0025875190258751735,0.0029846177393433315,1.0,0.0,0.0,0.0,True,145.0,145.0
L,BULL,True,395.0,17.23,67,5.25,1.0,8.25,9,2017-08-30,2017,0.084,11.7,3288.375,3260.6525,-0.007322965423524064,0.0028983296468614306,1.0,0.0,0.0,0.0,True,395.0,395.0
L,BULL,True,-92.5,17.23,17,5.25,4.5,-1.5,13,2017-08-30,2017,0.084,11.7,3288.375,3260.6525,-0.007322965423524064,0.0028983296468614306,1.0,0.0,0.0,0.0,True,-92.5,-92.5
L,BULL,True,-217.5,13.07,4,4.0,23.5,-9.0,9,2017-09-05,2017,0.023,10.13,3291.01,3265.7875,-0.002863817921471057,0.009845825064875635,0.0,0.0,0.0,0.0,True,-217.5,-280.0
L,BULL,True,82.5,10.3,70,3.0,1.0,2.0,9,2017-09-19,2017,0.067,10.15,3302.23,3277.3725,0.0211122160177466,0.02236348318909398,0.0,0.0,0.0,0.0,True,82.5,82.5
L,BULL,True,-17.5,8.35,43,2.5,2.25,0.0,11,2017-09-26,2017,0.03,10.21,3307.35,3282.8425,0.014770823816049994,0.010232699158644776,0.0,0.0,0.0,0.0,True,-17.5,-17.5
L,BULL,True,-167.5,10.2,13,3.0,3.25,4.0,9,2017-10-02,2017,0.045,9.51,3310.025,3287.305,0.011316484345530009,0.012768207917799979,0.0,0.0,0.0,0.0,True,-167.5,182.5
L,BULL,True,-180.0,10.7,4,3.25,4.0,-0.25,9,2017-10-06,2017,0.163,9.19,3314.745,3293.4775,0.023514290034780005,0.021814613526569993,0.0,0.0,0.0,0.0,True,-180.0,-30.0
L,BULL,True,332.5,11.9,19,3.5,1.5,7.0,13,2017-11-09,2017,0.416,9.78,3364.895,3326.8625,0.011366152483578196,0.039444739437153986,0.0,0.0,0.0,0.0,True,332.5,332.5
L,BULL,True,-205.0,12.32,15,3.75,4.25,3.5,10,2017-11-14,2017,0.249,11.5,3371.265,3331.1375,0.007594190075941976,0.032877333534880204,0.0,0.0,0.0,0.0,True,-205.0,157.5
L,BULL,True,20.0,10.15,2,3.0,0.75,0.75,12,2017-11-24,2017,0.102,9.88,3387.825,3343.6025,0.010602267707259694,0.03071262296312982,0.0,0.0,0.0,0.0,True,20.0,20.0
L,BULL,True,-167.5,9.8,2,3.0,11.25,-10.25,12,2017-11-30,2017,0.289,10.7,3396.72,3350.8175,0.014887063655030897,0.03600838448869581,0.0,0.0,0.0,0.0,True,-167.5,-217.5
L,BULL,True,32.5,19.35,29,5.75,3.75,1.0,12,2017-12-08,2017,0.201,10.16,3413.045,3361.1125,0.0164569923932123,0.03941660433807037,0.0,0.0,0.0,0.0,True,32.5,32.5
L,BULL,True,-130.0,20.07,45,6.0,4.0,-2.25,11,2017-12-12,2017,0.014,9.34,3418.445,3364.7625,0.0233426020781502,0.04031838131369492,0.0,0.0,0.0,0.0,True,-130.0,-130.0
L,BULL,True,220.0,17.55,35,5.25,3.0,4.75,12,2017-12-15,2017,0.301,10.49,3425.75,3370.2475,0.019811389721470896,0.03050897540075348,0.0,0.0,0.0,0.0,True,220.0,220.0
L,BULL,True,-280.0,17.55,12,5.25,6.0,1.75,13,2017-12-15,2017,0.301,10.49,3425.75,3370.2475,0.019811389721470896,0.03050897540075348,0.0,0.0,0.0,0.0,True,-280.0,70.0
L,BULL,True,-205.0,12.4,12,3.75,5.75,-5.0,13,2017-12-21,2017,0.213,9.72,3436.53,3378.4725,0.02457163689391173,0.03712451103402459,0.0,0.0,0.0,0.0,True,-205.0,-267.5
L,BULL,True,145.0,11.75,58,3.5,2.0,3.25,10,2018-01-02,2018,0.4,11.04,3451.5,3390.9625,0.008199669136157661,0.032103674250791636,0.0,0.0,0.0,0.0,True,145.0,145.0
L,BULL,True,320.0,13.85,27,4.25,0.75,6.75,12,2018-01-11,2018,0.098,9.82,3474.05,3410.3575,0.02452627815516628,0.05275532696546659,0.0,0.0,0.0,0.0,True,320.0,320.0
L,BULL,True,407.5,17.75,64,5.25,3.25,8.5,9,2018-01-19,2018,0.262,12.22,3498.735,3430.515,0.03200341369746096,0.06028057869355541,0.0,0.0,0.0,0.0,True,407.5,407.5
L,BULL,True,720.0,17.62,64,5.25,3.5,14.75,9,2018-01-22,2018,0.048,11.27,3503.07,3433.9825,0.03686307998861382,0.06327081660950151,0.0,0.0,0.0,0.0,True,720.0,720.0
L,BULL,True,470.0,17.62,27,5.25,2.75,9.75,12,2018-01-22,2018,0.048,11.27,3503.07,3433.9825,0.03686307998861382,0.06327081660950151,0.0,0.0,0.0,0.0,True,470.0,470.0
L,BULL,True,1020.0,20.93,59,6.25,1.0,20.75,10,2018-01-26,2018,0.238,11.58,3523.49,3448.505,0.04436544614290794,0.07611721611721611,0.0,0.0,0.0,0.0,True,1020.0,1020.0
L,BULL,True,-342.5,21.9,15,6.5,12.25,-10.0,13,2018-01-29,2018,0.209,11.08,3529.605,3452.5,0.05352573215808931,0.08993969701426674,0.0,0.0,0.0,0.0,True,-342.5,-455.0
L,BULL,True,-355.0,22.5,12,6.75,42.0,-40.0,9,2018-02-02,2018,0.438,13.47,3549.145,3466.47,0.027564868855917357,0.06493222562308709,0.0,0.0,0.0,0.0,True,-355.0,-467.5
L,BULL,True,770.0,72.22,65,21.75,3.5,15.75,9,2018-02-13,2018,0.402,25.61,3554.665,3477.0975,-0.03854374956905471,0.002949003812126927,1.0,0.0,0.0,0.0,True,770.0,770.0
L,BULL,True,-55.0,76.75,7,23.0,1.0,-0.75,11,2018-02-19,2018,0.035,,3560.11,3485.26,-0.02107069320521615,0.02944785276073625,0.0,0.0,0.0,0.0,True,-55.0,-55.0
L,BULL,True,-955.0,62.25,31,18.75,28.25,-20.0,11,2018-02-20,2018,0.218,19.46,3561.82,3487.4325,-0.02911495977089873,0.024609627977261184,1.0,0.0,0.0,0.0,True,-955.0,-1267.5
S,BEAR,True,607.5,62.25,17,18.75,0.5,12.5,13,2018-02-20,2018,0.218,19.46,3561.82,3487.4325,-0.02911495977089873,0.024609627977261184,1.0,0.0,0.0,0.0,True,607.5,607.5
S,BEAR,True,82.5,53.83,22,16.25,6.0,2.0,13,2018-02-22,2018,0.361,20.02,3563.685,3491.065,-0.03886733374174667,0.009653199856989536,1.0,0.0,0.0,0.0,True,82.5,82.5
S,BEAR,True,-592.5,38.12,7,11.5,22.5,-12.0,13,2018-03-01,2018,0.155,19.85,3570.525,3500.9475,-0.030185071365157468,0.006877481565513266,1.0,0.0,0.0,0.0,True,-592.5,-592.5
S,BEAR,True,-655.0,42.52,7,12.75,49.25,-39.75,9,2018-03-05,2018,0.412,19.59,3570.59,3503.56,-0.018601086805071776,0.0024907486478793484,1.0,0.0,0.0,0.0,True,-655.0,-655.0
S,BEAR,True,-655.0,42.85,30,12.75,14.5,-13.25,11,2018-03-08,2018,0.288,17.76,3572.68,3508.535,0.015789097663785112,0.01023163279806738,1.0,0.0,0.0,0.0,True,-655.0,-655.0
L,BULL,True,720.0,41.25,52,12.5,1.0,14.75,10,2018-03-09,2018,0.441,16.54,3573.765,3510.32,0.04362440628425279,0.015428368290081762,1.0,0.0,0.0,0.0,True,720.0,720.0
