Date,base_book_n,base_book_net,base_fade_n,base_fade_net,all_book_n,all_book_net,all_fade_n,all_fade_net
2023-05-15,0,0.0,0,0.0,0,0.0,1,-217.5
2023-05-16,0,0.0,0,0.0,1,345.0,0,0.0
2023-05-17,0,0.0,0,0.0,1,-580.0,0,0.0
2023-05-18,0,0.0,0,0.0,1,-567.5,0,0.0
2023-05-19,1,95.0,0,0.0,1,95.0,0,0.0
2023-05-22,1,195.0,0,0.0,1,195.0,0,0.0
2023-05-23,0,0.0,0,0.0,0,0.0,0,0.0
2023-05-24,1,-630.0,0,0.0,2,-1260.0,0,0.0
2023-05-25,0,0.0,0,0.0,0,0.0,0,0.0
2023-05-26,1,-605.0,0,0.0,0,0.0,0,0.0
2023-05-30,0,0.0,0,0.0,2,-760.0,1,-217.5
2023-05-31,0,0.0,0,0.0,0,0.0,0,0.0
2023-06-01,0,0.0,0,0.0,2,1627.5,0,0.0
2023-06-02,0,0.0,0,0.0,0,0.0,0,0.0
2023-06-05,1,707.5,0,0.0,1,707.5,0,0.0
2023-06-06,1,-605.0,0,0.0,0,0.0,0,0.0
2023-06-07,2,1365.0,0,0.0,1,270.0,1,1007.5
2023-06-08,0,0.0,0,0.0,1,432.5,0,0.0
2023-06-09,1,-580.0,0,0.0,1,-580.0,0,0.0
2023-06-12,0,0.0,0,0.0,0,0.0,0,0.0
2023-06-13,2,-1185.0,0,0.0,1,-592.5,1,-217.5
2023-06-14,0,0.0,0,0.0,0,0.0,0,0.0
2023-06-15,1,670.0,0,0.0,2,865.0,0,0.0
2023-06-16,0,0.0,0,0.0,0,0.0,0,0.0
2023-06-20,1,-592.5,0,0.0,1,-592.5,0,0.0
2023-06-21,0,0.0,1,-217.5,2,-1185.0,0,0.0
2023-06-22,0,0.0,0,0.0,0,0.0,0,0.0
2023-06-23,0,0.0,0,0.0,0,0.0,0,0.0
2023-06-26,1,245.0,0,0.0,2,815.0,0,0.0
2023-06-27,0,0.0,0,0.0,0,0.0,0,0.0
2023-06-28,1,-592.5,0,0.0,1,-592.5,0,0.0
2023-06-29,1,-555.0,0,0.0,0,0.0,0,0.0
2023-06-30,0,0.0,0,0.0,0,0.0,0,0.0
2023-07-03,0,0.0,0,0.0,1,357.5,0,0.0
2023-07-05,0,0.0,0,0.0,0,0.0,0,0.0
2023-07-06,0,0.0,0,0.0,0,0.0,0,0.0
2023-07-07,0,0.0,0,0.0,0,0.0,0,0.0
2023-07-10,0,0.0,1,-217.5,0,0.0,0,0.0
2023-07-11,0,0.0,0,0.0,0,0.0,0,0.0
2023-07-12,0,0.0,0,0.0,0,0.0,0,0.0
2023-07-13,0,0.0,0,0.0,0,0.0,0,0.0
2023-07-14,0,0.0,0,0.0,0,0.0,0,0.0
2023-07-17,1,-180.0,0,0.0,1,-180.0,0,0.0
2023-07-18,0,0.0,0,0.0,1,470.0,0,0.0
2023-07-19,0,0.0,0,0.0,0,0.0,0,0.0
2023-07-20,0,0.0,0,0.0,0,0.0,0,0.0
2023-07-21,0,0.0,0,0.0,0,0.0,0,0.0
2023-07-24,0,0.0,0,0.0,0,0.0,0,0.0
2023-07-25,2,440.0,0,0.0,3,1022.5,0,0.0
2023-07-26,0,0.0,1,-217.5,2,-935.0,1,-217.5
2023-07-27,0,0.0,0,0.0,0,0.0,0,0.0
2023-07-28,0,0.0,0,0.0,0,0.0,0,0.0
2023-07-31,0,0.0,0,0.0,0,0.0,0,0.0
2023-08-01,1,-80.0,0,0.0,1,-80.0,0,0.0
2023-08-02,0,0.0,0,0.0,0,0.0,0,0.0
2023-08-03,0,0.0,0,0.0,1,-530.0,0,0.0
2023-08-04,0,0.0,0,0.0,1,-517.5,1,1057.5
2023-08-07,1,595.0,0,0.0,0,0.0,0,0.0
2023-08-08,0,0.0,0,0.0,0,0.0,0,0.0
2023-08-09,0,0.0,0,0.0,0,0.0,0,0.0
2023-08-10,0,0.0,0,0.0,0,0.0,0,0.0
2023-08-11,0,0.0,0,0.0,1,-617.5,0,0.0
2023-08-14,1,507.5,0,0.0,1,507.5,0,0.0
2023-08-15,0,0.0,0,0.0,0,0.0,1,-217.5
2023-08-16,0,0.0,0,0.0,0,0.0,0,0.0
2023-08-17,0,0.0,1,-217.5,1,1720.0,0,0.0
2023-08-18,0,0.0,0,0.0,0,0.0,0,0.0
2023-08-21,0,0.0,0,0.0,0,0.0,0,0.0
2023-08-22,1,-730.0,0,0.0,3,597.5,1,-217.5
2023-08-23,1,445.0,0,0.0,1,445.0,0,0.0
2023-08-24,0,0.0,1,2432.5,2,3215.0,1,2432.5
2023-08-25,1,1070.0,0,0.0,0,0.0,0,0.0
2023-08-28,2,-1010.0,0,0.0,2,-1010.0,1,-217.5
2023-08-29,0,0.0,0,0.0,3,1872.5,0,0.0
2023-08-30,0,0.0,0,0.0,0,0.0,0,0.0
2023-08-31,1,257.5,0,0.0,1,257.5,1,-217.5
2023-09-01,0,0.0,0,0.0,1,-742.5,0,0.0
2023-09-05,0,0.0,0,0.0,0,0.0,0,0.0
2023-09-06,0,0.0,0,0.0,1,-655.0,0,0.0
2023-09-07,0,0.0,0,0.0,0,0.0,0,0.0
2023-09-08,0,0.0,0,0.0,0,0.0,0,0.0
2023-09-11,0,0.0,0,0.0,1,-517.5,1,-217.5
2023-09-12,1,-505.0,0,0.0,1,-505.0,1,-217.5
2023-09-13,1,-455.0,0,0.0,1,-455.0,0,0.0
2023-09-14,0,0.0,0,0.0,1,195.0,0,0.0
2023-09-15,2,390.0,0,0.0,2,390.0,0,0.0
2023-09-18,0,0.0,0,0.0,1,-467.5,0,0.0
2023-09-19,1,345.0,0,0.0,0,0.0,0,0.0
2023-09-20,3,4622.5,0,0.0,2,5127.5,0,0.0
2023-09-21,0,0.0,0,0.0,0,0.0,0,0.0
2023-09-22,1,-555.0,0,0.0,2,-1110.0,0,0.0
2023-09-25,0,0.0,0,0.0,0,0.0,0,0.0
2023-09-26,0,0.0,0,0.0,0,0.0,0,0.0
2023-09-27,0,0.0,1,-217.5,0,0.0,0,0.0
2023-09-28,0,0.0,0,0.0,0,0.0,0,0.0
2023-09-29,0,0.0,0,0.0,0,0.0,0,0.0
2023-10-02,0,0.0,0,0.0,0,0.0,0,0.0
2023-10-03,1,-755.0,0,0.0,0,0.0,1,-217.5
2023-10-04,1,-792.5,0,0.0,0,0.0,2,-435.0
2023-10-05,1,-780.0,0,0.0,1,-780.0,0,0.0
2023-10-06,1,82.5,0,0.0,1,82.5,1,-217.5
2023-10-09,0,0.0,0,0.0,0,0.0,0,0.0
2023-10-10,0,0.0,0,0.0,0,0.0,0,0.0
2023-10-11,1,-892.5,1,-217.5,2,-1785.0,1,-217.5
2023-10-12,0,0.0,0,0.0,0,0.0,0,0.0
2023-10-13,1,-330.0,1,-217.5,0,0.0,1,-217.5
2023-10-16,0,0.0,0,0.0,0,0.0,0,0.0
2023-10-17,0,0.0,0,0.0,0,0.0,0,0.0
2023-10-18,0,0.0,0,0.0,0,0.0,0,0.0
2023-10-19,1,-892.5,1,-217.5,1,-892.5,0,0.0
2023-10-20,0,0.0,0,0.0,0,0.0,0,0.0
2023-10-23,0,0.0,0,0.0,2,-1735.0,0,0.0
2023-10-24,0,0.0,0,0.0,0,0.0,0,0.0
2023-10-25,1,45.0,1,-217.5,1,45.0,1,-217.5
2023-10-26,0,0.0,0,0.0,1,-892.5,1,-217.5
2023-10-27,1,-880.0,0,0.0,3,-1227.5,1,-217.5
2023-10-30,0,0.0,0,0.0,0,0.0,0,0.0
2023-10-31,1,120.0,1,-217.5,2,-760.0,1,-217.5
2023-11-01,0,0.0,0,0.0,0,0.0,0,0.0
2023-11-02,0,0.0,0,0.0,0,0.0,0,0.0
2023-11-03,0,0.0,1,-217.5,0,0.0,1,-217.5
2023-11-06,1,-517.5,0,0.0,1,-517.5,0,0.0
2023-11-07,1,-105.0,0,0.0,1,-105.0,0,0.0
2023-11-08,0,0.0,1,-217.5,2,-710.0,1,-217.5
2023-11-09,0,0.0,1,-217.5,0,0.0,1,-217.5
2023-11-10,2,1102.5,1,-217.5,2,1102.5,1,-217.5
2023-11-13,1,-105.0,0,0.0,1,-105.0,0,0.0
2023-11-14,0,0.0,0,0.0,0,0.0,0,0.0
2023-11-15,0,0.0,0,0.0,1,-630.0,0,0.0
2023-11-16,0,0.0,1,-217.5,1,-592.5,1,-217.5
2023-11-17,1,95.0,0,0.0,2,327.5,0,0.0
2023-11-20,0,0.0,0,0.0,0,0.0,0,0.0
2023-11-21,0,0.0,0,0.0,0,0.0,0,0.0
2023-11-22,0,0.0,0,0.0,0,0.0,0,0.0
2023-11-24,0,0.0,0,0.0,0,0.0,0,0.0
2023-11-27,0,0.0,0,0.0,0,0.0,1,195.0
2023-11-28,0,0.0,0,0.0,0,0.0,0,0.0
2023-11-29,1,-342.5,0,0.0,1,-342.5,0,0.0
2023-11-30,1,-367.5,0,0.0,0,0.0,0,0.0
2023-12-01,2,-185.0,0,0.0,0,0.0,0,0.0
2023-12-04,0,0.0,0,0.0,0,0.0,0,0.0
2023-12-05,1,-392.5,0,0.0,0,0.0,0,0.0
2023-12-06,2,1727.5,0,0.0,2,1727.5,0,0.0
2023-12-07,1,-180.0,0,0.0,3,297.5,0,0.0
2023-12-08,1,820.0,0,0.0,1,820.0,0,0.0
2023-12-11,0,0.0,0,0.0,0,0.0,0,0.0
2023-12-12,2,1615.0,0,0.0,2,1615.0,0,0.0
2023-12-13,0,0.0,0,0.0,0,0.0,1,-217.5
2023-12-14,0,0.0,1,-217.5,0,0.0,1,-217.5
2023-12-15,2,-1185.0,0,0.0,2,-1185.0,0,0.0
2023-12-18,0,0.0,0,0.0,1,-280.0,0,0.0
2023-12-19,2,302.5,0,0.0,1,132.5,1,-217.5
2023-12-20,0,0.0,0,0.0,0,0.0,0,0.0
2023-12-21,0,0.0,0,0.0,0,0.0,0,0.0
2023-12-22,0,0.0,0,0.0,0,0.0,0,0.0
2023-12-26,0,0.0,0,0.0,1,270.0,0,0.0
2023-12-27,0,0.0,0,0.0,1,-642.5,0,0.0
2023-12-28,1,32.5,0,0.0,1,32.5,0,0.0
2023-12-29,1,-55.0,0,0.0,0,0.0,1,-217.5
2024-01-02,0,0.0,0,0.0,0,0.0,0,0.0
2024-01-03,0,0.0,1,-217.5,0,0.0,0,0.0
2024-01-04,0,0.0,0,0.0,2,-1085.0,0,0.0
2024-01-05,1,-567.5,0,0.0,2,-1135.0,0,0.0
2024-01-08,0,0.0,0,0.0,1,2107.5,0,0.0
2024-01-09,0,0.0,0,0.0,1,-530.0,0,0.0
2024-01-10,0,0.0,0,0.0,0,0.0,0,0.0
2024-01-11,1,732.5,0,0.0,0,0.0,0,0.0
2024-01-12,0,0.0,0,0.0,0,0.0,1,-217.5
2024-01-16,2,-997.5,0,0.0,2,-1160.0,0,0.0
2024-01-17,0,0.0,0,0.0,0,0.0,0,0.0
2024-01-18,2,-1185.0,0,0.0,2,-1185.0,0,0.0
2024-01-19,1,2082.5,0,0.0,1,2082.5,0,0.0
2024-01-22,2,340.0,0,0.0,2,252.5,0,0.0
2024-01-23,1,-567.5,0,0.0,1,-567.5,0,0.0
2024-01-24,0,0.0,0,0.0,0,0.0,0,0.0
2024-01-25,0,0.0,0,0.0,1,-567.5,0,0.0
2024-01-26,0,0.0,0,0.0,1,-517.5,0,0.0
2024-01-29,0,0.0,0,0.0,1,-505.0,0,0.0
2024-01-30,0,0.0,0,0.0,1,95.0,0,0.0
2024-01-31,0,0.0,0,0.0,0,0.0,0,0.0
2024-02-01,1,1795.0,0,0.0,1,1795.0,0,0.0
2024-02-02,2,352.5,0,0.0,2,352.5,0,0.0
2024-02-05,0,0.0,0,0.0,0,0.0,0,0.0
2024-02-06,0,0.0,0,0.0,0,0.0,0,0.0
2024-02-07,0,0.0,0,0.0,0,0.0,0,0.0
2024-02-08,2,-35.0,0,0.0,2,-572.5,0,0.0
2024-02-09,0,0.0,0,0.0,0,0.0,0,0.0
2024-02-12,0,0.0,0,0.0,1,-630.0,0,0.0
2024-02-13,0,0.0,0,0.0,0,0.0,0,0.0
2024-02-14,1,-667.5,0,0.0,0,0.0,0,0.0
2024-02-15,2,-147.5,0,0.0,2,-147.5,0,0.0
2024-02-16,0,0.0,0,0.0,0,0.0,0,0.0
2024-02-20,0,0.0,1,-217.5,0,0.0,1,-217.5
2024-02-21,1,-530.0,0,0.0,1,-530.0,1,-217.5
2024-02-22,0,0.0,0,0.0,0,0.0,0,0.0
2024-02-23,0,0.0,1,907.5,2,1252.5,1,907.5
2024-02-26,1,607.5,0,0.0,1,607.5,0,0.0
2024-02-27,1,-592.5,0,0.0,1,-592.5,0,0.0
2024-02-28,0,0.0,0,0.0,1,-555.0,0,0.0
2024-02-29,2,-1010.0,0,0.0,2,-1010.0,0,0.0
2024-03-01,1,332.5,0,0.0,1,332.5,0,0.0
2024-03-04,2,-860.0,0,0.0,2,-860.0,0,0.0
2024-03-05,0,0.0,0,0.0,1,-317.5,1,857.5
2024-03-06,3,-1015.0,0,0.0,1,-580.0,0,0.0
2024-03-07,2,-610.0,0,0.0,3,-490.0,0,0.0
2024-03-08,0,0.0,1,-217.5,1,1095.0,1,-217.5
2024-03-11,0,0.0,0,0.0,0,0.0,0,0.0
2024-03-12,2,-1235.0,0,0.0,1,-617.5,0,0.0
2024-03-13,0,0.0,0,0.0,1,-680.0,0,0.0
2024-03-14,0,0.0,0,0.0,0,0.0,0,0.0
2024-03-15,0,0.0,0,0.0,0,0.0,0,0.0
2024-03-18,0,0.0,0,0.0,0,0.0,0,0.0
2024-03-19,1,1282.5,0,0.0,1,1282.5,0,0.0
2024-03-20,1,2495.0,0,0.0,1,2495.0,0,0.0
2024-03-21,2,-322.5,1,-217.5,1,-717.5,0,0.0
2024-03-22,1,270.0,0,0.0,1,270.0,0,0.0
2024-03-25,0,0.0,0,0.0,0,0.0,0,0.0
2024-03-26,1,820.0,0,0.0,1,820.0,0,0.0
2024-03-27,0,0.0,0,0.0,3,-1590.0,0,0.0
2024-03-28,0,0.0,0,0.0,0,0.0,0,0.0
2024-04-01,2,-485.0,0,0.0,2,-485.0,1,495.0
2024-04-02,0,0.0,0,0.0,0,0.0,0,0.0
2024-04-03,0,0.0,0,0.0,1,682.5,0,0.0
2024-04-04,0,0.0,0,0.0,0,0.0,0,0.0
2024-04-05,0,0.0,0,0.0,0,0.0,0,0.0
2024-04-08,0,0.0,0,0.0,0,0.0,0,0.0
2024-04-09,0,0.0,0,0.0,0,0.0,0,0.0
2024-04-10,0,0.0,0,0.0,0,0.0,0,0.0
2024-04-11,0,0.0,0,0.0,2,-522.5,0,0.0
2024-04-12,0,0.0,0,0.0,0,0.0,0,0.0
2024-04-15,0,0.0,0,0.0,0,0.0,0,0.0
2024-04-16,1,-967.5,0,0.0,2,-1935.0,0,0.0
2024-04-17,0,0.0,0,0.0,2,-1985.0,0,0.0
2024-04-18,2,1465.0,0,0.0,1,45.0,1,-217.5
2024-04-19,0,0.0,0,0.0,0,0.0,0,0.0
2024-04-22,1,-967.5,0,0.0,2,-1935.0,0,0.0
2024-04-23,0,0.0,1,-217.5,0,0.0,1,-217.5
2024-04-24,1,-1017.5,0,0.0,1,-1017.5,0,0.0
2024-04-25,0,0.0,0,0.0,0,0.0,0,0.0
2024-04-26,1,-180.0,0,0.0,2,-885.0,0,0.0
2024-04-29,0,0.0,0,0.0,0,0.0,0,0.0
2024-04-30,2,5777.5,1,1570.0,1,2145.0,1,-217.5
2024-05-01,2,-1935.0,0,0.0,2,-1935.0,1,-217.5
2024-05-02,0,0.0,0,0.0,0,0.0,0,0.0
2024-05-03,0,0.0,0,0.0,0,0.0,0,0.0
2024-05-06,1,420.0,0,0.0,2,1390.0,0,0.0
2024-05-07,0,0.0,0,0.0,0,0.0,0,0.0
2024-05-08,0,0.0,0,0.0,0,0.0,0,0.0
2024-05-09,1,645.0,0,0.0,1,645.0,0,0.0
2024-05-10,2,-335.0,0,0.0,2,-335.0,0,0.0
2024-05-13,1,-17.5,0,0.0,1,-17.5,0,0.0
2024-05-14,0,0.0,0,0.0,0,0.0,0,0.0
2024-05-15,1,195.0,0,0.0,2,802.5,0,0.0
2024-05-16,1,1045.0,0,0.0,0,0.0,0,0.0
2024-05-17,0,0.0,1,-217.5,1,-530.0,0,0.0
2024-05-20,0,0.0,0,0.0,1,-505.0,0,0.0
2024-05-21,1,507.5,1,-217.5,1,507.5,1,-217.5
2024-05-22,0,0.0,0,0.0,0,0.0,0,0.0
2024-05-23,0,0.0,0,0.0,0,0.0,0,0.0
2024-05-24,1,20.0,0,0.0,1,20.0,0,0.0
2024-05-28,0,0.0,0,0.0,0,0.0,0,0.0
2024-05-29,0,0.0,0,0.0,0,0.0,0,0.0
2024-05-30,1,-517.5,0,0.0,0,0.0,1,-217.5
2024-05-31,2,2840.0,0,0.0,1,-530.0,1,-217.5
2024-06-03,0,0.0,0,0.0,2,-1285.0,0,0.0
2024-06-04,3,1335.0,0,0.0,1,-705.0,0,0.0
2024-06-05,1,820.0,0,0.0,2,1365.0,0,0.0
2024-06-06,0,0.0,0,0.0,0,0.0,0,0.0
2024-06-07,0,0.0,0,0.0,2,-1360.0,0,0.0
2024-06-10,0,0.0,0,0.0,0,0.0,0,0.0
2024-06-11,1,370.0,0,0.0,1,370.0,0,0.0
2024-06-12,0,0.0,0,0.0,0,0.0,0,0.0
2024-06-13,1,-780.0,0,0.0,1,-780.0,0,0.0
2024-06-14,0,0.0,0,0.0,1,-780.0,0,0.0
2024-06-17,0,0.0,0,0.0,2,1540.0,0,0.0
2024-06-18,0,0.0,0,0.0,0,0.0,0,0.0
2024-06-20,0,0.0,0,0.0,0,0.0,0,0.0
2024-06-21,0,0.0,0,0.0,1,-592.5,0,0.0
2024-06-24,2,1002.5,0,0.0,2,1002.5,0,0.0
2024-06-25,0,0.0,0,0.0,1,-592.5,0,0.0
2024-06-26,0,0.0,0,0.0,0,0.0,0,0.0
2024-06-27,0,0.0,0,0.0,1,-542.5,0,0.0
2024-06-28,1,-530.0,0,0.0,2,-385.0,0,0.0
2024-07-01,2,-1185.0,1,-217.5,2,-1185.0,0,0.0
2024-07-02,0,0.0,0,0.0,0,0.0,0,0.0
2024-07-03,1,745.0,0,0.0,1,745.0,0,0.0
2024-07-05,1,157.5,0,0.0,2,565.0,1,-217.5
2024-07-08,3,-377.5,0,0.0,3,-377.5,1,-217.5
2024-07-09,0,0.0,0,0.0,1,-355.0,0,0.0
2024-07-10,2,1565.0,0,0.0,2,1565.0,0,0.0
2024-07-11,0,0.0,0,0.0,1,-555.0,1,1132.5
2024-07-12,0,0.0,0,0.0,1,-617.5,0,0.0
2024-07-15,1,-605.0,0,0.0,1,-605.0,1,870.0
2024-07-16,1,-630.0,0,0.0,0,0.0,0,0.0
2024-07-17,0,0.0,0,0.0,0,0.0,0,0.0
2024-07-18,0,0.0,0,0.0,0,0.0,1,-217.5
2024-07-19,2,1540.0,0,0.0,2,1540.0,0,0.0
2024-07-22,0,0.0,0,0.0,0,0.0,0,0.0
2024-07-23,0,0.0,0,0.0,0,0.0,1,-217.5
2024-07-24,0,0.0,0,0.0,0,0.0,0,0.0
2024-07-25,2,1115.0,0,0.0,1,-892.5,1,2695.0
2024-07-26,0,0.0,0,0.0,0,0.0,0,0.0
2024-07-29,0,0.0,0,0.0,0,0.0,1,-217.5
2024-07-30,1,3045.0,0,0.0,1,3045.0,1,3132.5
2024-07-31,0,0.0,0,0.0,0,0.0,0,0.0
2024-08-01,0,0.0,1,-217.5,0,0.0,0,0.0
2024-08-02,0,0.0,0,0.0,0,0.0,0,0.0
2024-08-05,0,0.0,0,0.0,0,0.0,0,0.0
2024-08-06,0,0.0,0,0.0,0,0.0,0,0.0
2024-08-07,0,0.0,0,0.0,0,0.0,0,0.0
2024-08-08,0,0.0,0,0.0,0,0.0,0,0.0
2024-08-09,0,0.0,0,0.0,3,1960.0,0,0.0
2024-08-12,0,0.0,0,0.0,0,0.0,0,0.0
2024-08-13,0,0.0,0,0.0,0,0.0,0,0.0
2024-08-14,0,0.0,0,0.0,0,0.0,1,-217.5
2024-08-15,0,0.0,0,0.0,0,0.0,0,0.0
2024-08-16,0,0.0,0,0.0,1,-42.5,0,0.0
2024-08-19,0,0.0,0,0.0,2,2102.5,0,0.0
2024-08-20,1,-367.5,0,0.0,2,-872.5,0,0.0
2024-08-21,1,-367.5,0,0.0,1,-367.5,0,0.0
2024-08-22,1,2170.0,0,0.0,2,2277.5,1,-217.5
2024-08-23,0,0.0,0,0.0,0,0.0,0,0.0
2024-08-26,2,65.0,0,0.0,2,65.0,1,707.5
2024-08-27,1,107.5,0,0.0,1,107.5,0,0.0
2024-08-28,1,-767.5,0,0.0,3,897.5,1,-217.5
2024-08-29,1,-792.5,0,0.0,2,-1585.0,0,0.0
2024-08-30,1,-817.5,0,0.0,1,-817.5,0,0.0
2024-09-03,0,0.0,0,0.0,0,0.0,0,0.0
2024-09-04,0,0.0,1,-217.5,0,0.0,0,0.0
2024-09-05,0,0.0,0,0.0,0,0.0,0,0.0
2024-09-06,1,282.5,0,0.0,2,-622.5,0,0.0
2024-09-09,0,0.0,0,0.0,0,0.0,0,0.0
2024-09-10,0,0.0,1,-217.5,2,-2010.0,0,0.0
2024-09-11,0,0.0,0,0.0,0,0.0,1,-217.5
2024-09-12,0,0.0,0,0.0,1,-1167.5,1,-217.5
2024-09-13,0,0.0,0,0.0,1,-30.0,0,0.0
2024-09-16,0,0.0,0,0.0,1,-1117.5,0,0.0
2024-09-17,1,-292.5,0,0.0,1,-292.5,0,0.0
2024-09-18,1,-1067.5,0,0.0,0,0.0,1,-217.5
2024-09-19,0,0.0,0,0.0,0,0.0,0,0.0
2024-09-20,0,0.0,0,0.0,0,0.0,1,-217.5
2024-09-23,1,-417.5,0,0.0,0,0.0,0,0.0
2024-09-24,1,182.5,1,-217.5,2,-735.0,1,-217.5
2024-09-25,2,-110.0,0,0.0,2,-110.0,0,0.0
2024-09-26,0,0.0,0,0.0,0,0.0,0,0.0
2024-09-27,1,520.0,0,0.0,2,-160.0,0,0.0
2024-09-30,0,0.0,0,0.0,0,0.0,0,0.0
2024-10-01,0,0.0,1,-217.5,1,-730.0,0,0.0
2024-10-02,4,-1320.0,0,0.0,3,-2265.0,0,0.0
2024-10-03,1,-705.0,0,0.0,0,0.0,0,0.0
2024-10-04,0,0.0,0,0.0,0,0.0,0,0.0
2024-10-07,0,0.0,0,0.0,0,0.0,0,0.0
2024-10-08,1,720.0,0,0.0,1,720.0,0,0.0
2024-10-09,1,95.0,0,0.0,1,95.0,0,0.0
2024-10-10,0,0.0,0,0.0,0,0.0,1,-217.5
2024-10-11,1,-30.0,0,0.0,1,-30.0,0,0.0
2024-10-14,0,0.0,0,0.0,1,182.5,0,0.0
2024-10-15,2,2515.0,0,0.0,2,2515.0,0,0.0
2024-10-16,0,0.0,0,0.0,0,0.0,0,0.0
2024-10-17,0,0.0,0,0.0,0,0.0,0,0.0
2024-10-18,1,-55.0,0,0.0,1,-55.0,0,0.0
2024-10-21,0,0.0,0,0.0,0,0.0,0,0.0
2024-10-22,0,0.0,0,0.0,0,0.0,0,0.0
2024-10-23,0,0.0,0,0.0,0,0.0,0,0.0
2024-10-24,0,0.0,0,0.0,0,0.0,0,0.0
2024-10-25,1,1682.5,0,0.0,0,0.0,0,0.0
2024-10-28,0,0.0,0,0.0,0,0.0,0,0.0
2024-10-29,2,1190.0,0,0.0,2,1190.0,0,0.0
2024-10-30,1,1182.5,0,0.0,0,0.0,0,0.0
2024-10-31,0,0.0,0,0.0,0,0.0,0,0.0
2024-11-01,0,0.0,0,0.0,1,-730.0,0,0.0
2024-11-04,2,-1535.0,0,0.0,1,-767.5,0,0.0
2024-11-05,0,0.0,0,0.0,2,-72.5,0,0.0
2024-11-06,0,0.0,0,0.0,0,0.0,0,0.0
2024-11-07,0,0.0,0,0.0,0,0.0,1,-217.5
2024-11-08,1,-417.5,0,0.0,1,-417.5,0,0.0
2024-11-11,0,0.0,0,0.0,0,0.0,0,0.0
2024-11-12,1,357.5,0,0.0,1,357.5,0,0.0
2024-11-13,2,-1560.0,0,0.0,3,-2340.0,0,0.0
2024-11-14,1,-780.0,2,-435.0,1,1845.0,0,0.0
2024-11-15,0,0.0,1,-217.5,3,-1002.5,1,-217.5
2024-11-18,0,0.0,0,0.0,0,0.0,1,-217.5
2024-11-19,0,0.0,0,0.0,0,0.0,0,0.0
2024-11-20,0,0.0,0,0.0,0,0.0,1,-217.5
2024-11-21,1,-405.0,0,0.0,1,-405.0,0,0.0
2024-11-22,1,-817.5,0,0.0,1,-817.5,1,-217.5
2024-11-25,0,0.0,0,0.0,0,0.0,0,0.0
2024-11-26,1,-855.0,0,0.0,1,-855.0,0,0.0
2024-11-27,0,0.0,0,0.0,2,-472.5,0,0.0
2024-11-29,0,0.0,0,0.0,0,0.0,0,0.0
2024-12-02,0,0.0,0,0.0,1,257.5,0,0.0
2024-12-03,1,370.0,1,-217.5,1,370.0,1,-217.5
2024-12-04,0,0.0,0,0.0,0,0.0,0,0.0
2024-12-05,0,0.0,0,0.0,0,0.0,0,0.0
2024-12-06,0,0.0,0,0.0,1,-467.5,0,0.0
2024-12-09,1,-455.0,0,0.0,0,0.0,0,0.0
2024-12-10,2,165.0,0,0.0,1,232.5,1,-217.5
2024-12-11,1,82.5,0,0.0,2,-347.5,0,0.0
2024-12-12,0,0.0,0,0.0,1,545.0,1,-217.5
2024-12-13,0,0.0,1,-217.5,0,0.0,1,657.5
2024-12-16,1,-230.0,0,0.0,1,-230.0,0,0.0
2024-12-17,1,-467.5,0,0.0,1,-467.5,0,0.0
2024-12-18,1,10470.0,0,0.0,0,0.0,0,0.0
2024-12-19,0,0.0,0,0.0,0,0.0,0,0.0
2024-12-20,0,0.0,0,0.0,2,402.5,1,-217.5
2024-12-23,0,0.0,0,0.0,1,-1067.5,0,0.0
2024-12-24,0,0.0,0,0.0,1,1057.5,0,0.0
2024-12-26,0,0.0,0,0.0,0,0.0,0,0.0
2024-12-27,0,0.0,0,0.0,0,0.0,0,0.0
2024-12-30,0,0.0,0,0.0,0,0.0,0,0.0
2024-12-31,1,357.5,0,0.0,1,357.5,0,0.0
2025-01-02,0,0.0,0,0.0,1,-1342.5,0,0.0
2025-01-03,2,-1972.5,0,0.0,1,-1467.5,0,0.0
2025-01-06,0,0.0,0,0.0,0,0.0,0,0.0
2025-01-07,0,0.0,0,0.0,1,1757.5,0,0.0
2025-01-08,0,0.0,0,0.0,0,0.0,1,-217.5
2025-01-10,0,0.0,0,0.0,0,0.0,0,0.0
2025-01-13,0,0.0,0,0.0,0,0.0,0,0.0
2025-01-14,2,-2310.0,0,0.0,1,-1155.0,0,0.0
2025-01-15,0,0.0,0,0.0,0,0.0,0,0.0
2025-01-16,0,0.0,0,0.0,0,0.0,0,0.0
2025-01-17,0,0.0,0,0.0,0,0.0,0,0.0
2025-01-21,1,220.0,0,0.0,1,220.0,0,0.0
2025-01-22,0,0.0,0,0.0,0,0.0,0,0.0
2025-01-23,0,0.0,0,0.0,0,0.0,0,0.0
2025-01-24,1,395.0,0,0.0,1,395.0,1,-217.5
2025-01-27,0,0.0,0,0.0,0,0.0,0,0.0
2025-01-28,1,-705.0,0,0.0,0,0.0,0,0.0
2025-01-29,0,0.0,1,-217.5,0,0.0,1,-217.5
2025-01-30,0,0.0,0,0.0,1,-717.5,0,0.0
2025-01-31,0,0.0,1,3620.0,2,3265.0,0,0.0
2025-02-03,0,0.0,0,0.0,0,0.0,0,0.0
2025-02-04,0,0.0,0,0.0,1,-155.0,0,0.0
2025-02-05,1,-917.5,0,0.0,1,-917.5,0,0.0
2025-02-06,0,0.0,1,-217.5,0,0.0,1,-217.5
