Date,base_book_n,base_book_net,base_fade_n,base_fade_net,all_book_n,all_book_net,all_fade_n,all_fade_net
2025-02-07,0,0.0,0,0.0,0,0.0,0,0.0
2025-02-10,2,-447.5,0,0.0,2,-447.5,0,0.0
2025-02-11,2,552.5,0,0.0,2,552.5,0,0.0
2025-02-12,0,0.0,0,0.0,0,0.0,0,0.0
2025-02-13,1,1345.0,0,0.0,1,1345.0,0,0.0
2025-02-14,3,-727.5,0,0.0,2,-572.5,0,0.0
2025-02-18,2,-1385.0,0,0.0,2,-1385.0,1,-217.5
2025-02-19,0,0.0,0,0.0,0,0.0,0,0.0
2025-02-20,0,0.0,0,0.0,1,-630.0,0,0.0
2025-02-21,2,3877.5,0,0.0,2,3877.5,1,3582.5
2025-02-24,0,0.0,1,-217.5,0,0.0,0,0.0
2025-02-25,1,-742.5,0,0.0,1,-742.5,0,0.0
2025-02-26,2,-1635.0,0,0.0,2,-1635.0,0,0.0
2025-02-27,0,0.0,0,0.0,0,0.0,0,0.0
2025-02-28,0,0.0,1,-217.5,0,0.0,0,0.0
2025-03-03,2,1265.0,0,0.0,1,2357.5,0,0.0
2025-03-04,0,0.0,0,0.0,0,0.0,0,0.0
2025-03-05,1,-1492.5,0,0.0,2,-1960.0,0,0.0
2025-03-06,0,0.0,0,0.0,0,0.0,0,0.0
2025-03-07,1,-1692.5,0,0.0,1,-1692.5,1,-217.5
2025-03-10,0,0.0,0,0.0,0,0.0,0,0.0
2025-03-11,0,0.0,0,0.0,0,0.0,0,0.0
2025-03-12,0,0.0,0,0.0,0,0.0,0,0.0
2025-03-13,1,-242.5,1,-217.5,1,-242.5,1,-217.5
2025-03-14,0,0.0,0,0.0,0,0.0,0,0.0
2025-03-17,0,0.0,0,0.0,0,0.0,0,0.0
2025-03-18,1,-705.0,0,0.0,1,-705.0,0,0.0
2025-03-19,1,-1517.5,0,0.0,1,-1517.5,0,0.0
2025-03-20,0,0.0,0,0.0,0,0.0,0,0.0
2025-03-21,0,0.0,0,0.0,0,0.0,0,0.0
2025-03-24,0,0.0,0,0.0,0,0.0,0,0.0
2025-03-25,0,0.0,1,-217.5,0,0.0,2,-435.0
2025-03-26,3,3285.0,0,0.0,3,3285.0,0,0.0
2025-03-27,0,0.0,1,-217.5,0,0.0,0,0.0
2025-03-28,1,432.5,0,0.0,1,432.5,0,0.0
2025-03-31,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-01,1,-1205.0,0,0.0,0,0.0,0,0.0
2025-04-02,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-03,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-04,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-07,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-08,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-09,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-10,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-11,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-14,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-15,1,557.5,0,0.0,2,-1097.5,0,0.0
2025-04-16,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-17,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-21,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-22,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-23,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-24,2,4702.5,0,0.0,2,4702.5,0,0.0
2025-04-25,0,0.0,0,0.0,0,0.0,0,0.0
2025-04-28,0,0.0,0,0.0,1,-1717.5,0,0.0
2025-04-29,1,-917.5,0,0.0,0,0.0,0,0.0
2025-04-30,0,0.0,0,0.0,0,0.0,0,0.0
2025-05-01,0,0.0,0,0.0,0,0.0,0,0.0
2025-05-02,0,0.0,0,0.0,0,0.0,0,0.0
2025-05-05,0,0.0,0,0.0,0,0.0,0,0.0
2025-05-06,0,0.0,0,0.0,0,0.0,0,0.0
2025-05-07,2,-2760.0,0,0.0,2,-2760.0,0,0.0
2025-05-08,0,0.0,0,0.0,0,0.0,0,0.0
2025-05-09,0,0.0,0,0.0,0,0.0,0,0.0
2025-05-12,0,0.0,0,0.0,0,0.0,0,0.0
2025-05-13,0,0.0,1,-217.5,1,57.5,1,-217.5
2025-05-14,1,-92.5,0,0.0,1,-92.5,0,0.0
2025-05-15,0,0.0,0,0.0,0,0.0,0,0.0
2025-05-16,0,0.0,0,0.0,2,2865.0,0,0.0
2025-05-19,0,0.0,0,0.0,0,0.0,0,0.0
2025-05-20,0,0.0,0,0.0,0,0.0,0,0.0
2025-05-21,0,0.0,0,0.0,0,0.0,0,0.0
2025-05-22,1,-5.0,0,0.0,1,-5.0,0,0.0
2025-05-23,0,0.0,0,0.0,0,0.0,0,0.0
2025-05-27,3,2322.5,0,0.0,3,2322.5,0,0.0
2025-05-28,1,-892.5,0,0.0,0,0.0,1,-217.5
2025-05-29,0,0.0,0,0.0,0,0.0,0,0.0
2025-05-30,1,-955.0,0,0.0,1,-955.0,0,0.0
2025-06-02,0,0.0,0,0.0,0,0.0,0,0.0
2025-06-03,0,0.0,0,0.0,0,0.0,0,0.0
2025-06-04,0,0.0,0,0.0,0,0.0,1,645.0
2025-06-05,1,1182.5,0,0.0,1,1182.5,0,0.0
2025-06-06,0,0.0,0,0.0,0,0.0,0,0.0
2025-06-09,0,0.0,0,0.0,0,0.0,0,0.0
2025-06-10,0,0.0,0,0.0,2,-1810.0,0,0.0
2025-06-11,4,-282.5,0,0.0,2,-685.0,0,0.0
2025-06-12,0,0.0,0,0.0,0,0.0,0,0.0
2025-06-13,0,0.0,0,0.0,0,0.0,0,0.0
2025-06-16,0,0.0,0,0.0,1,-792.5,0,0.0
2025-06-17,1,-5.0,0,0.0,1,-5.0,1,-217.5
2025-06-18,0,0.0,0,0.0,0,0.0,1,-217.5
2025-06-20,0,0.0,0,0.0,0,0.0,0,0.0
2025-06-23,0,0.0,0,0.0,0,0.0,0,0.0
2025-06-24,0,0.0,0,0.0,0,0.0,0,0.0
2025-06-25,0,0.0,0,0.0,1,-255.0,0,0.0
2025-06-26,1,-80.0,0,0.0,1,-80.0,0,0.0
2025-06-27,0,0.0,0,0.0,0,0.0,1,545.0
2025-06-30,1,395.0,0,0.0,0,0.0,0,0.0
2025-07-01,0,0.0,0,0.0,3,-1377.5,0,0.0
2025-07-02,3,1385.0,0,0.0,3,1385.0,0,0.0
2025-07-03,0,0.0,0,0.0,1,-217.5,0,0.0
2025-07-04,0,0.0,0,0.0,0,0.0,0,0.0
2025-07-07,0,0.0,1,1145.0,0,0.0,1,1145.0
2025-07-08,0,0.0,0,0.0,0,0.0,0,0.0
2025-07-09,1,-80.0,0,0.0,1,-55.0,0,0.0
2025-07-10,1,-605.0,0,0.0,1,-605.0,0,0.0
2025-07-11,0,0.0,0,0.0,1,-605.0,0,0.0
2025-07-14,0,0.0,0,0.0,0,0.0,0,0.0
2025-07-15,0,0.0,1,-217.5,2,3015.0,0,0.0
2025-07-16,0,0.0,0,0.0,0,0.0,0,0.0
2025-07-17,0,0.0,0,0.0,1,582.5,0,0.0
2025-07-18,1,-330.0,1,-217.5,1,-330.0,2,240.0
2025-07-21,1,-680.0,0,0.0,2,-1360.0,0,0.0
2025-07-22,0,0.0,0,0.0,0,0.0,0,0.0
2025-07-23,0,0.0,0,0.0,1,1557.5,0,0.0
2025-07-24,0,0.0,0,0.0,0,0.0,0,0.0
2025-07-25,4,405.0,0,0.0,4,405.0,0,0.0
2025-07-28,1,-505.0,0,0.0,1,-505.0,1,-217.5
2025-07-29,1,370.0,0,0.0,1,370.0,0,0.0
2025-07-30,0,0.0,0,0.0,1,-592.5,0,0.0
2025-07-31,0,0.0,1,3632.5,1,3907.5,1,3632.5
2025-08-01,0,0.0,0,0.0,0,0.0,0,0.0
2025-08-04,0,0.0,0,0.0,0,0.0,0,0.0
2025-08-05,1,-767.5,0,0.0,1,-767.5,0,0.0
2025-08-06,0,0.0,0,0.0,3,810.0,0,0.0
2025-08-07,0,0.0,0,0.0,0,0.0,0,0.0
2025-08-08,0,0.0,0,0.0,0,0.0,0,0.0
2025-08-11,2,-422.5,1,807.5,2,-422.5,2,590.0
2025-08-12,2,677.5,0,0.0,2,677.5,0,0.0
2025-08-13,0,0.0,1,-217.5,0,0.0,1,-217.5
2025-08-14,1,-142.5,0,0.0,0,0.0,0,0.0
2025-08-15,0,0.0,0,0.0,0,0.0,0,0.0
2025-08-18,0,0.0,0,0.0,0,0.0,0,0.0
2025-08-19,1,695.0,1,-217.5,1,695.0,0,0.0
2025-08-20,1,720.0,0,0.0,0,0.0,1,-217.5
2025-08-21,0,0.0,0,0.0,0,0.0,0,0.0
2025-08-22,0,0.0,0,0.0,0,0.0,0,0.0
2025-08-25,0,0.0,0,0.0,2,-1510.0,0,0.0
2025-08-26,2,2640.0,0,0.0,2,2640.0,0,0.0
2025-08-27,0,0.0,0,0.0,2,152.5,0,0.0
2025-08-28,0,0.0,0,0.0,2,1802.5,0,0.0
2025-08-29,0,0.0,0,0.0,0,0.0,0,0.0
2025-09-02,0,0.0,0,0.0,0,0.0,0,0.0
2025-09-03,0,0.0,0,0.0,0,0.0,0,0.0
2025-09-04,3,4072.5,0,0.0,3,4072.5,0,0.0
2025-09-05,0,0.0,0,0.0,0,0.0,0,0.0
2025-09-08,2,-597.5,0,0.0,1,-317.5,1,-217.5
2025-09-09,1,720.0,0,0.0,1,720.0,0,0.0
2025-09-10,0,0.0,0,0.0,0,0.0,1,-217.5
2025-09-11,1,-5.0,0,0.0,1,-5.0,0,0.0
2025-09-12,1,-317.5,0,0.0,1,-355.0,0,0.0
2025-09-15,0,0.0,0,0.0,1,32.5,0,0.0
2025-09-16,1,-192.5,0,0.0,2,-372.5,0,0.0
2025-09-17,1,-605.0,0,0.0,1,-605.0,1,-217.5
2025-09-18,0,0.0,0,0.0,0,0.0,0,0.0
2025-09-19,2,1140.0,1,-217.5,3,497.5,1,-217.5
2025-09-22,0,0.0,0,0.0,2,677.5,0,0.0
2025-09-23,1,1507.5,0,0.0,2,1140.0,0,0.0
2025-09-24,1,-255.0,0,0.0,1,-255.0,0,0.0
2025-09-25,0,0.0,0,0.0,0,0.0,0,0.0
2025-09-26,0,0.0,0,0.0,0,0.0,0,0.0
2025-09-29,0,0.0,1,-217.5,1,-480.0,0,0.0
2025-09-30,2,215.0,0,0.0,2,215.0,0,0.0
2025-10-01,0,0.0,0,0.0,2,2290.0,0,0.0
2025-10-02,2,-360.0,0,0.0,1,-755.0,0,0.0
2025-10-03,1,-742.5,0,0.0,1,-742.5,0,0.0
2025-10-06,0,0.0,0,0.0,1,82.5,0,0.0
2025-10-07,1,-230.0,0,0.0,1,-230.0,1,1095.0
2025-10-08,0,0.0,0,0.0,0,0.0,0,0.0
2025-10-09,0,0.0,0,0.0,0,0.0,0,0.0
2025-10-10,3,18072.5,1,-217.5,2,8727.5,0,0.0
2025-10-13,0,0.0,0,0.0,0,0.0,0,0.0
2025-10-14,0,0.0,0,0.0,0,0.0,0,0.0
2025-10-15,0,0.0,0,0.0,0,0.0,0,0.0
2025-10-16,1,-1167.5,0,0.0,1,-1167.5,1,-217.5
2025-10-17,0,0.0,0,0.0,1,-1292.5,0,0.0
2025-10-20,0,0.0,0,0.0,1,395.0,0,0.0
2025-10-21,0,0.0,0,0.0,2,-1010.0,0,0.0
2025-10-22,0,0.0,1,1307.5,2,1165.0,0,0.0
2025-10-23,0,0.0,0,0.0,0,0.0,0,0.0
2025-10-24,0,0.0,0,0.0,0,0.0,0,0.0
2025-10-27,0,0.0,0,0.0,0,0.0,0,0.0
2025-10-28,0,0.0,0,0.0,0,0.0,0,0.0
2025-10-29,0,0.0,1,-217.5,1,895.0,0,0.0
2025-10-30,0,0.0,0,0.0,0,0.0,0,0.0
2025-10-31,0,0.0,0,0.0,0,0.0,1,-217.5
2025-11-03,0,0.0,0,0.0,0,0.0,1,-217.5
2025-11-04,0,0.0,0,0.0,0,0.0,0,0.0
2025-11-05,1,-842.5,0,0.0,1,-842.5,0,0.0
2025-11-06,1,1632.5,0,0.0,1,1632.5,0,0.0
2025-11-07,1,-867.5,0,0.0,2,-1735.0,0,0.0
2025-11-10,0,0.0,0,0.0,0,0.0,0,0.0
2025-11-11,0,0.0,0,0.0,0,0.0,1,-217.5
2025-11-12,1,-530.0,0,0.0,1,-530.0,0,0.0
2025-11-13,1,-1005.0,0,0.0,3,-1602.5,0,0.0
2025-11-14,0,0.0,0,0.0,0,0.0,0,0.0
2025-11-17,0,0.0,0,0.0,0,0.0,0,0.0
2025-11-18,0,0.0,0,0.0,0,0.0,0,0.0
2025-11-19,0,0.0,1,-217.5,0,0.0,0,0.0
2025-11-20,0,0.0,0,0.0,0,0.0,0,0.0
2025-11-21,1,-1567.5,0,0.0,1,-1567.5,0,0.0
2025-11-24,0,0.0,0,0.0,2,1715.0,0,0.0
2025-11-25,0,0.0,0,0.0,2,3540.0,0,0.0
2025-11-26,0,0.0,0,0.0,1,-367.5,0,0.0
2025-11-28,0,0.0,0,0.0,1,482.5,0,0.0
2025-12-01,0,0.0,0,0.0,0,0.0,0,0.0
2025-12-02,0,0.0,0,0.0,0,0.0,0,0.0
2025-12-03,2,627.5,0,0.0,2,627.5,0,0.0
2025-12-04,0,0.0,1,-217.5,0,0.0,0,0.0
2025-12-05,1,-255.0,0,0.0,1,-255.0,0,0.0
2025-12-08,1,-605.0,0,0.0,4,730.0,0,0.0
2025-12-09,0,0.0,0,0.0,0,0.0,0,0.0
2025-12-10,0,0.0,0,0.0,0,0.0,1,-217.5
2025-12-11,0,0.0,0,0.0,0,0.0,0,0.0
2025-12-12,1,-742.5,0,0.0,0,0.0,1,-217.5
2025-12-15,2,-835.0,0,0.0,0,0.0,1,-217.5
2025-12-16,0,0.0,0,0.0,0,0.0,0,0.0
2025-12-17,5,-750.0,0,0.0,5,-750.0,0,0.0
2025-12-18,0,0.0,0,0.0,0,0.0,0,0.0
2025-12-19,1,45.0,0,0.0,1,45.0,0,0.0
2025-12-22,1,107.5,0,0.0,2,-572.5,0,0.0
2025-12-23,1,1120.0,0,0.0,1,1120.0,0,0.0
2025-12-24,0,0.0,0,0.0,0,0.0,0,0.0
2025-12-26,1,195.0,0,0.0,1,195.0,0,0.0
2025-12-29,0,0.0,0,0.0,1,-855.0,0,0.0
2025-12-30,0,0.0,1,-217.5,0,0.0,1,-217.5
2025-12-31,0,0.0,0,0.0,1,-692.5,0,0.0
2026-01-02,1,-680.0,1,-217.5,0,0.0,1,-217.5
2026-01-05,2,-472.5,0,0.0,2,-472.5,0,0.0
2026-01-06,0,0.0,0,0.0,2,2027.5,0,0.0
2026-01-07,1,-605.0,0,0.0,1,-605.0,0,0.0
2026-01-08,0,0.0,0,0.0,2,440.0,0,0.0
2026-01-09,0,0.0,0,0.0,0,0.0,0,0.0
2026-01-12,1,370.0,0,0.0,1,370.0,0,0.0
2026-01-13,0,0.0,0,0.0,0,0.0,0,0.0
2026-01-14,1,-730.0,0,0.0,1,-730.0,0,0.0
2026-01-15,0,0.0,0,0.0,0,0.0,0,0.0
2026-01-16,1,607.5,0,0.0,0,0.0,1,-217.5
2026-01-20,0,0.0,0,0.0,0,0.0,0,0.0
2026-01-21,0,0.0,0,0.0,1,-767.5,0,0.0
2026-01-22,0,0.0,0,0.0,1,132.5,0,0.0
2026-01-23,0,0.0,0,0.0,0,0.0,0,0.0
2026-01-26,0,0.0,0,0.0,0,0.0,1,-217.5
2026-01-27,0,0.0,0,0.0,0,0.0,0,0.0
2026-01-28,0,0.0,0,0.0,2,-1235.0,0,0.0
2026-01-29,2,3052.5,0,0.0,0,0.0,0,0.0
2026-01-30,0,0.0,0,0.0,2,-785.0,0,0.0
2026-02-02,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-03,2,1540.0,0,0.0,2,1540.0,0,0.0
2026-02-04,1,-1092.5,0,0.0,1,-1092.5,0,0.0
2026-02-05,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-06,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-09,1,532.5,0,0.0,0,0.0,0,0.0
2026-02-10,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-11,0,0.0,0,0.0,1,-30.0,0,0.0
2026-02-12,2,115.0,0,0.0,3,-1252.5,0,0.0
2026-02-13,1,-1417.5,0,0.0,1,-1417.5,0,0.0
2026-02-17,1,-705.0,0,0.0,1,-705.0,0,0.0
2026-02-18,1,382.5,0,0.0,1,-1305.0,1,707.5
2026-02-19,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-20,0,0.0,0,0.0,2,-622.5,0,0.0
2026-02-23,0,0.0,1,-217.5,0,0.0,1,-217.5
2026-02-24,0,0.0,0,0.0,0,0.0,0,0.0
2026-02-25,2,1040.0,0,0.0,2,1040.0,0,0.0
2026-02-26,0,0.0,0,0.0,1,-367.5,0,0.0
2026-02-27,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-02,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-03,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-04,1,-80.0,0,0.0,1,-80.0,0,0.0
2026-03-05,1,170.0,0,0.0,1,170.0,0,0.0
2026-03-06,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-09,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-10,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-11,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-12,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-13,0,0.0,1,-217.5,1,982.5,1,-217.5
2026-03-16,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-17,1,20.0,0,0.0,1,20.0,0,0.0
2026-03-18,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-19,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-20,0,0.0,0,0.0,1,1157.5,0,0.0
2026-03-23,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-24,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-25,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-26,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-27,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-30,0,0.0,0,0.0,0,0.0,0,0.0
2026-03-31,0,0.0,0,0.0,0,0.0,0,0.0
2026-04-01,0,0.0,0,0.0,0,0.0,0,0.0
2026-04-02,0,0.0,0,0.0,0,0.0,0,0.0
2026-04-07,1,-1492.5,0,0.0,2,-2985.0,0,0.0
2026-04-08,0,0.0,0,0.0,0,0.0,0,0.0
2026-04-09,1,-392.5,0,0.0,1,-392.5,1,-217.5
2026-04-10,1,-267.5,0,0.0,1,-267.5,0,0.0
2026-04-13,1,1932.5,0,0.0,1,1932.5,0,0.0
2026-04-14,0,0.0,0,0.0,0,0.0,0,0.0
2026-04-15,2,1327.5,0,0.0,3,2572.5,0,0.0
2026-04-16,0,0.0,0,0.0,0,0.0,1,-217.5
2026-04-17,0,0.0,0,0.0,0,0.0,0,0.0
2026-04-20,1,-555.0,0,0.0,1,-555.0,1,-217.5
2026-04-21,2,690.0,0,0.0,2,690.0,0,0.0
2026-04-22,1,145.0,0,0.0,1,145.0,0,0.0
2026-04-23,0,0.0,0,0.0,0,0.0,0,0.0
2026-04-24,0,0.0,0,0.0,0,0.0,0,0.0
2026-04-27,2,-260.0,0,0.0,1,-630.0,1,-217.5
2026-04-28,0,0.0,0,0.0,0,0.0,1,-217.5
2026-04-29,3,-2565.0,0,0.0,3,-2565.0,0,0.0
2026-04-30,0,0.0,0,0.0,0,0.0,0,0.0
2026-05-01,0,0.0,0,0.0,1,-930.0,0,0.0
2026-05-04,1,-892.5,0,0.0,1,-892.5,0,0.0
2026-05-05,0,0.0,0,0.0,0,0.0,0,0.0
2026-05-06,0,0.0,0,0.0,0,0.0,0,0.0
2026-05-07,2,-1835.0,0,0.0,1,-917.5,0,0.0
2026-05-08,0,0.0,0,0.0,1,270.0,0,0.0
2026-05-11,0,0.0,0,0.0,1,-830.0,0,0.0
2026-05-12,0,0.0,0,0.0,2,-1710.0,0,0.0
2026-05-13,3,4172.5,0,0.0,4,6755.0,0,0.0
2026-05-14,0,0.0,0,0.0,1,-942.5,1,-217.5
2026-05-15,0,0.0,0,0.0,0,0.0,0,0.0
2026-05-18,1,-917.5,0,0.0,2,-1835.0,0,0.0
2026-05-19,0,0.0,0,0.0,1,220.0,0,0.0
2026-05-20,1,282.5,0,0.0,1,282.5,0,0.0
2026-05-21,0,0.0,0,0.0,0,0.0,0,0.0
2026-05-22,0,0.0,1,-217.5,0,0.0,1,-217.5
2026-05-26,0,0.0,0,0.0,0,0.0,0,0.0
2026-05-27,0,0.0,0,0.0,0,0.0,0,0.0
2026-05-28,2,1190.0,0,0.0,2,1190.0,0,0.0
2026-05-29,0,0.0,0,0.0,0,0.0,0,0.0
2026-06-01,1,-505.0,0,0.0,1,-505.0,0,0.0
2026-06-02,0,0.0,0,0.0,1,70.0,0,0.0
2026-06-03,1,557.5,0,0.0,0,0.0,0,0.0
2026-06-04,0,0.0,0,0.0,3,-527.5,0,0.0
2026-06-05,0,0.0,0,0.0,0,0.0,0,0.0
2026-06-08,0,0.0,0,0.0,0,0.0,0,0.0
2026-06-09,0,0.0,0,0.0,0,0.0,0,0.0
2026-06-10,0,0.0,0,0.0,0,0.0,0,0.0
2026-06-11,0,0.0,0,0.0,1,-1455.0,0,0.0
2026-06-12,0,0.0,0,0.0,0,0.0,0,0.0
2026-06-15,0,0.0,0,0.0,0,0.0,0,0.0
2026-06-16,1,1570.0,0,0.0,1,1570.0,1,1970.0
2026-06-17,1,4132.5,0,0.0,0,0.0,0,0.0
2026-06-18,0,0.0,0,0.0,0,0.0,0,0.0
2026-06-22,1,-417.5,0,0.0,1,-417.5,0,0.0
2026-06-23,0,0.0,0,0.0,0,0.0,0,0.0
2026-06-24,2,-2560.0,0,0.0,2,-2560.0,0,0.0
2026-06-25,0,0.0,0,0.0,0,0.0,0,0.0
2026-06-26,0,0.0,0,0.0,0,0.0,0,0.0
2026-06-29,0,0.0,0,0.0,0,0.0,0,0.0
2026-06-30,0,0.0,0,0.0,0,0.0,0,0.0
2026-07-01,2,-160.0,0,0.0,1,-1217.5,0,0.0
2026-07-02,2,-847.5,0,0.0,2,-847.5,1,-217.5
2026-07-06,2,1302.5,0,0.0,3,1847.5,0,0.0
2026-07-07,0,0.0,1,-217.5,1,-1192.5,0,0.0
2026-07-08,0,0.0,0,0.0,0,0.0,0,0.0
2026-07-09,0,0.0,0,0.0,0,0.0,0,0.0
