Date,book,dir,variant,net,mfe_r,mfe_pts
2022-12-09,WT,L,gb50,-917.5,0.25,4.5
2022-12-09,WT,L,peakK,-917.5,0.25,4.5
2022-12-09,WT,L,t1r,-917.5,0.25,4.5
2022-12-09,WT,L,d1,-917.5,0.25,4.5
2022-12-09,WT,L,eod,-917.5,0.21,3.75
2022-12-09,WT,L,gb25,-917.5,0.21,3.75
2022-12-09,WT,L,gb50,-917.5,0.21,3.75
2022-12-09,WT,L,peakK,-917.5,0.21,3.75
2022-12-09,WT,L,t1r,-917.5,0.21,3.75
2022-12-09,WT,L,d1,-917.5,0.21,3.75
2022-12-09,FADE,S,eod,-217.5,6.62,26.5
2022-12-09,FADE,S,gb25,220.0,6.62,26.5
2022-12-09,FADE,S,gb50,145.0,6.62,26.5
2022-12-09,FADE,S,peakK,207.5,6.62,26.5
2022-12-09,FADE,S,t1r,182.5,6.62,26.5
2022-12-09,FADE,S,d1,-217.5,6.62,26.5
2022-12-12,WT,S,eod,-967.5,0.16,3.0
2022-12-12,WT,S,gb25,-967.5,0.16,3.0
2022-12-12,WT,S,gb50,-967.5,0.16,3.0
2022-12-12,WT,S,peakK,-967.5,0.16,3.0
2022-12-12,WT,S,t1r,-967.5,0.16,3.0
2022-12-12,WT,S,d1,-967.5,0.16,3.0
2022-12-19,WT,S,eod,945.0,1.59,32.25
2022-12-19,WT,S,gb25,907.5,1.59,32.25
2022-12-19,WT,S,gb50,782.5,1.59,32.25
2022-12-19,WT,S,peakK,1082.5,1.59,32.25
2022-12-19,WT,S,t1r,995.0,1.59,32.25
2022-12-19,WT,S,d1,945.0,1.59,32.25
2022-12-19,WT,S,eod,970.0,1.62,32.75
2022-12-19,WT,S,gb25,907.5,1.62,32.75
2022-12-19,WT,S,gb50,795.0,1.62,32.75
2022-12-19,WT,S,peakK,1107.5,1.62,32.75
2022-12-19,WT,S,t1r,995.0,1.62,32.75
2022-12-19,WT,S,d1,970.0,1.62,32.75
2022-12-28,WT,S,eod,1795.0,2.09,41.75
2022-12-28,WT,S,gb25,732.5,2.09,41.75
2022-12-28,WT,S,gb50,807.5,2.09,41.75
2022-12-28,WT,S,peakK,1132.5,2.09,41.75
2022-12-28,WT,S,t1r,982.5,2.09,41.75
2022-12-28,WT,S,d1,1795.0,2.09,41.75
2022-12-28,FADE,S,eod,-217.5,5.25,21.0
2022-12-28,FADE,S,gb25,-217.5,5.25,21.0
2022-12-28,FADE,S,gb50,-217.5,5.25,21.0
2022-12-28,FADE,S,peakK,-217.5,5.25,21.0
2022-12-28,FADE,S,t1r,-217.5,5.25,21.0
2022-12-28,FADE,S,d1,-217.5,5.25,21.0
2023-01-05,FADE,S,eod,-217.5,1.75,7.0
2023-01-05,FADE,S,gb25,-217.5,1.75,7.0
2023-01-05,FADE,S,gb50,-217.5,1.75,7.0
2023-01-05,FADE,S,peakK,-217.5,1.75,7.0
2023-01-05,FADE,S,t1r,-217.5,1.75,7.0
2023-01-05,FADE,S,d1,-217.5,1.75,7.0
2023-01-11,WT,L,eod,1132.5,1.35,24.0
2023-01-11,WT,L,gb25,645.0,1.35,24.0
2023-01-11,WT,L,gb50,420.0,1.35,24.0
2023-01-11,WT,L,peakK,420.0,1.35,24.0
2023-01-11,WT,L,t1r,870.0,1.35,24.0
2023-01-11,WT,L,d1,1132.5,1.35,24.0
2023-01-12,WT,S,eod,-917.5,0.07,1.25
2023-01-12,WT,S,gb25,-917.5,0.07,1.25
2023-01-12,WT,S,gb50,-917.5,0.07,1.25
2023-01-12,WT,S,peakK,-917.5,0.07,1.25
2023-01-12,WT,S,t1r,-917.5,0.07,1.25
2023-01-12,WT,S,d1,-917.5,0.07,1.25
2023-01-17,WT,L,eod,-855.0,0.03,0.5
2023-01-17,WT,L,gb25,-855.0,0.03,0.5
2023-01-17,WT,L,gb50,-855.0,0.03,0.5
2023-01-17,WT,L,peakK,-855.0,0.03,0.5
2023-01-17,WT,L,t1r,-855.0,0.03,0.5
2023-01-17,WT,L,d1,-855.0,0.03,0.5
2023-01-18,WT,S,eod,982.5,1.43,21.75
2023-01-18,WT,S,gb25,707.5,1.43,21.75
2023-01-18,WT,S,gb50,982.5,1.43,21.75
2023-01-18,WT,S,peakK,982.5,1.43,21.75
2023-01-18,WT,S,t1r,745.0,1.43,21.75
2023-01-18,WT,S,d1,982.5,1.43,21.75
2023-01-19,WT,L,eod,-480.0,0.83,13.25
2023-01-19,WT,L,gb25,-480.0,0.83,13.25
2023-01-19,WT,L,gb50,-480.0,0.83,13.25
2023-01-19,WT,L,peakK,-480.0,0.83,13.25
2023-01-19,WT,L,t1r,-817.5,0.83,13.25
2023-01-19,WT,L,d1,-480.0,0.83,13.25
2023-01-20,WT,L,eod,2482.5,3.35,54.5
2023-01-20,WT,L,gb25,657.5,3.35,54.5
2023-01-20,WT,L,gb50,432.5,3.35,54.5
2023-01-20,WT,L,peakK,482.5,3.35,54.5
2023-01-20,WT,L,t1r,795.0,3.35,54.5
2023-01-20,WT,L,d1,2482.5,3.35,54.5
2023-01-20,WT,L,eod,1895.0,2.63,42.75
2023-01-20,WT,L,gb25,1482.5,2.63,42.75
2023-01-20,WT,L,gb50,1895.0,2.63,42.75
2023-01-20,WT,L,peakK,1570.0,2.63,42.75
2023-01-20,WT,L,t1r,795.0,2.63,42.75
2023-01-20,WT,L,d1,1895.0,2.63,42.75
2023-01-31,WT,L,eod,1295.0,2.13,33.5
2023-01-31,WT,L,gb25,620.0,2.13,33.5
2023-01-31,WT,L,gb50,407.5,2.13,33.5
2023-01-31,WT,L,peakK,432.5,2.13,33.5
2023-01-31,WT,L,t1r,770.0,2.13,33.5
2023-01-31,WT,L,d1,1295.0,2.13,33.5
2023-01-31,WT,L,eod,1057.5,1.83,28.75
2023-01-31,WT,L,gb25,1057.5,1.83,28.75
2023-01-31,WT,L,gb50,1057.5,1.83,28.75
2023-01-31,WT,L,peakK,1057.5,1.83,28.75
2023-01-31,WT,L,t1r,770.0,1.83,28.75
2023-01-31,WT,L,d1,1057.5,1.83,28.75
2023-02-07,WT,L,eod,-892.5,3.49,61.0
2023-02-07,WT,L,gb25,932.5,3.49,61.0
2023-02-07,WT,L,gb50,1170.0,3.49,61.0
2023-02-07,WT,L,peakK,1932.5,3.49,61.0
2023-02-07,WT,L,t1r,857.5,3.49,61.0
2023-02-07,WT,L,d1,-892.5,3.49,61.0
2023-02-08,FADE,S,eod,-217.5,0.69,2.75
2023-02-08,FADE,S,gb25,-217.5,0.69,2.75
2023-02-08,FADE,S,gb50,-217.5,0.69,2.75
2023-02-08,FADE,S,peakK,-217.5,0.69,2.75
2023-02-08,FADE,S,t1r,-217.5,0.69,2.75
2023-02-08,FADE,S,d1,-217.5,0.69,2.75
2023-02-15,WT,L,eod,445.0,0.58,11.0
2023-02-15,WT,L,gb25,445.0,0.58,11.0
2023-02-15,WT,L,gb50,445.0,0.58,11.0
2023-02-15,WT,L,peakK,445.0,0.58,11.0
2023-02-15,WT,L,t1r,-967.5,0.58,11.0
2023-02-15,WT,L,d1,445.0,0.58,11.0
2023-02-17,WT,S,eod,-867.5,0.22,3.75
2023-02-17,WT,S,gb25,-867.5,0.22,3.75
2023-02-17,WT,S,gb50,-867.5,0.22,3.75
2023-02-17,WT,S,peakK,-867.5,0.22,3.75
2023-02-17,WT,S,t1r,-867.5,0.22,3.75
2023-02-17,WT,S,d1,-867.5,0.22,3.75
2023-03-01,WT,S,eod,-105.0,0.8,10.0
2023-03-01,WT,S,gb25,-105.0,0.8,10.0
2023-03-01,WT,S,gb50,-105.0,0.8,10.0
2023-03-01,WT,S,peakK,-105.0,0.8,10.0
2023-03-01,WT,S,t1r,-642.5,0.8,10.0
2023-03-01,WT,S,d1,-105.0,0.8,10.0
2023-03-02,WT,L,eod,2032.5,4.25,51.0
2023-03-02,WT,L,gb25,432.5,4.25,51.0
2023-03-02,WT,L,gb50,545.0,4.25,51.0
2023-03-02,WT,L,peakK,820.0,4.25,51.0
2023-03-02,WT,L,t1r,582.5,4.25,51.0
2023-03-02,WT,L,d1,2032.5,4.25,51.0
2023-03-03,WT,L,eod,1632.5,2.8,35.0
2023-03-03,WT,L,gb25,482.5,2.8,35.0
2023-03-03,WT,L,gb50,1632.5,2.8,35.0
2023-03-03,WT,L,peakK,795.0,2.8,35.0
2023-03-03,WT,L,t1r,607.5,2.8,35.0
2023-03-03,WT,L,d1,1632.5,2.8,35.0
2023-03-03,WT,L,eod,745.0,1.38,17.25
2023-03-03,WT,L,gb25,620.0,1.38,17.25
2023-03-03,WT,L,gb50,395.0,1.38,17.25
2023-03-03,WT,L,peakK,532.5,1.38,17.25
2023-03-03,WT,L,t1r,607.5,1.38,17.25
2023-03-03,WT,L,d1,745.0,1.38,17.25
2023-03-06,WT,L,eod,-680.0,0.57,7.5
2023-03-06,WT,L,gb25,-680.0,0.57,7.5
2023-03-06,WT,L,gb50,-680.0,0.57,7.5
2023-03-06,WT,L,peakK,-680.0,0.57,7.5
2023-03-06,WT,L,t1r,-680.0,0.57,7.5
2023-03-06,WT,L,d1,-680.0,0.57,7.5
2023-03-06,WT,L,eod,-680.0,0.32,4.25
2023-03-06,WT,L,gb25,-680.0,0.32,4.25
2023-03-06,WT,L,gb50,-680.0,0.32,4.25
2023-03-06,WT,L,peakK,-680.0,0.32,4.25
2023-03-06,WT,L,t1r,-680.0,0.32,4.25
2023-03-06,WT,L,d1,-680.0,0.32,4.25
2023-03-07,WT,S,eod,-717.5,2.07,29.0
2023-03-07,WT,S,gb25,-717.5,2.07,29.0
2023-03-07,WT,S,gb50,-717.5,2.07,29.0
2023-03-07,WT,S,peakK,-717.5,2.07,29.0
2023-03-07,WT,S,t1r,-717.5,2.07,29.0
2023-03-07,WT,S,d1,-717.5,2.07,29.0
2023-03-07,FADE,S,eod,1120.0,7.19,28.75
2023-03-07,FADE,S,gb25,157.5,7.19,28.75
2023-03-07,FADE,S,gb50,95.0,7.19,28.75
2023-03-07,FADE,S,peakK,120.0,7.19,28.75
2023-03-07,FADE,S,t1r,182.5,7.19,28.75
2023-03-07,FADE,S,d1,1120.0,7.19,28.75
2023-03-20,WT,S,eod,-192.5,0.66,14.25
2023-03-20,WT,S,gb25,-192.5,0.66,14.25
2023-03-20,WT,S,gb50,-192.5,0.66,14.25
2023-03-20,WT,S,peakK,-192.5,0.66,14.25
2023-03-20,WT,S,t1r,-1105.0,0.66,14.25
2023-03-20,WT,S,d1,-192.5,0.66,14.25
2023-03-27,FADE,S,eod,-217.5,1.88,7.5
2023-03-27,FADE,S,gb25,-217.5,1.88,7.5
2023-03-27,FADE,S,gb50,-217.5,1.88,7.5
2023-03-27,FADE,S,peakK,-217.5,1.88,7.5
2023-03-27,FADE,S,t1r,-217.5,1.88,7.5
2023-03-27,FADE,S,d1,-217.5,1.88,7.5
2023-03-28,WT,S,eod,-1030.0,0.12,2.5
2023-03-28,WT,S,gb25,-1030.0,0.12,2.5
2023-03-28,WT,S,gb50,-1030.0,0.12,2.5
2023-03-28,WT,S,peakK,-1030.0,0.12,2.5
2023-03-28,WT,S,t1r,-1030.0,0.12,2.5
2023-03-28,WT,S,d1,-1030.0,0.12,2.5
2023-04-06,WT,L,eod,1245.0,2.23,29.0
2023-04-06,WT,L,gb25,545.0,2.23,29.0
2023-04-06,WT,L,gb50,1245.0,2.23,29.0
2023-04-06,WT,L,peakK,932.5,2.23,29.0
2023-04-06,WT,L,t1r,632.5,2.23,29.0
2023-04-06,WT,L,d1,1245.0,2.23,29.0
2023-04-06,WT,L,eod,132.5,0.52,6.75
2023-04-06,WT,L,gb25,132.5,0.52,6.75
2023-04-06,WT,L,gb50,132.5,0.52,6.75
2023-04-06,WT,L,peakK,132.5,0.52,6.75
2023-04-06,WT,L,t1r,-667.5,0.52,6.75
2023-04-06,WT,L,d1,132.5,0.52,6.75
2023-04-06,WT,L,eod,132.5,0.52,6.75
2023-04-06,WT,L,gb25,132.5,0.52,6.75
2023-04-06,WT,L,gb50,132.5,0.52,6.75
2023-04-06,WT,L,peakK,132.5,0.52,6.75
2023-04-06,WT,L,t1r,-667.5,0.52,6.75
2023-04-06,WT,L,d1,132.5,0.52,6.75
2023-04-11,WT,S,eod,-555.0,0.65,7.0
2023-04-11,WT,S,gb25,-555.0,0.65,7.0
2023-04-11,WT,S,gb50,-555.0,0.65,7.0
2023-04-11,WT,S,peakK,-555.0,0.65,7.0
2023-04-11,WT,S,t1r,-555.0,0.65,7.0
2023-04-11,WT,S,d1,-555.0,0.65,7.0
2023-04-11,WT,L,eod,-130.0,0.95,10.25
2023-04-11,WT,L,gb25,-130.0,0.95,10.25
2023-04-11,WT,L,gb50,-130.0,0.95,10.25
2023-04-11,WT,L,peakK,-130.0,0.95,10.25
2023-04-11,WT,L,t1r,-555.0,0.95,10.25
2023-04-11,WT,L,d1,-130.0,0.95,10.25
2023-04-12,WT,L,eod,-542.5,0.64,6.75
2023-04-12,WT,L,gb25,-542.5,0.64,6.75
2023-04-12,WT,L,gb50,-542.5,0.64,6.75
2023-04-12,WT,L,peakK,-542.5,0.64,6.75
2023-04-12,WT,L,t1r,-542.5,0.64,6.75
2023-04-12,WT,L,d1,-542.5,0.64,6.75
2023-04-13,WT,L,eod,1420.0,3.02,33.25
2023-04-13,WT,L,gb25,1420.0,3.02,33.25
2023-04-13,WT,L,gb50,1420.0,3.02,33.25
2023-04-13,WT,L,peakK,1357.5,3.02,33.25
2023-04-13,WT,L,t1r,532.5,3.02,33.25
2023-04-13,WT,L,d1,1420.0,3.02,33.25
2023-04-17,WT,S,eod,-642.5,0.98,12.25
2023-04-17,WT,S,gb25,-642.5,0.98,12.25
2023-04-17,WT,S,gb50,-642.5,0.98,12.25
2023-04-17,WT,S,peakK,-642.5,0.98,12.25
2023-04-17,WT,S,t1r,-642.5,0.98,12.25
2023-04-17,WT,S,d1,-642.5,0.98,12.25
2023-04-17,WT,S,eod,-642.5,0.46,5.75
2023-04-17,WT,S,gb25,-642.5,0.46,5.75
2023-04-17,WT,S,gb50,-642.5,0.46,5.75
2023-04-17,WT,S,peakK,-642.5,0.46,5.75
2023-04-17,WT,S,t1r,-642.5,0.46,5.75
2023-04-17,WT,S,d1,-642.5,0.46,5.75
2023-04-24,WT,S,eod,-567.5,0.02,0.25
2023-04-24,WT,S,gb25,-567.5,0.02,0.25
2023-04-24,WT,S,gb50,-567.5,0.02,0.25
2023-04-24,WT,S,peakK,-567.5,0.02,0.25
2023-04-24,WT,S,t1r,-567.5,0.02,0.25
2023-04-24,WT,S,d1,-567.5,0.02,0.25
2023-04-24,WT,L,eod,495.0,1.16,12.75
2023-04-24,WT,L,gb25,345.0,1.16,12.75
2023-04-24,WT,L,gb50,495.0,1.16,12.75
2023-04-24,WT,L,peakK,495.0,1.16,12.75
2023-04-24,WT,L,t1r,532.5,1.16,12.75
2023-04-24,WT,L,d1,495.0,1.16,12.75
2023-04-24,WT,L,eod,295.0,0.8,8.75
2023-04-24,WT,L,gb25,295.0,0.8,8.75
2023-04-24,WT,L,gb50,295.0,0.8,8.75
2023-04-24,WT,L,peakK,295.0,0.8,8.75
2023-04-24,WT,L,t1r,-567.5,0.8,8.75
2023-04-24,WT,L,d1,295.0,0.8,8.75
2023-04-25,WT,S,eod,-167.5,1.36,14.25
2023-04-25,WT,S,gb25,432.5,1.36,14.25
2023-04-25,WT,S,gb50,320.0,1.36,14.25
2023-04-25,WT,S,peakK,320.0,1.36,14.25
2023-04-25,WT,S,t1r,507.5,1.36,14.25
2023-04-25,WT,S,d1,-167.5,1.36,14.25
2023-04-27,WT,L,eod,1557.5,3.73,42.0
2023-04-27,WT,L,gb25,1220.0,3.73,42.0
2023-04-27,WT,L,gb50,1557.5,3.73,42.0
2023-04-27,WT,L,peakK,1057.5,3.73,42.0
2023-04-27,WT,L,t1r,545.0,3.73,42.0
2023-04-27,WT,L,d1,1557.5,3.73,42.0
2023-04-27,WT,L,eod,1520.0,3.67,41.25
2023-04-27,WT,L,gb25,607.5,3.67,41.25
2023-04-27,WT,L,gb50,1520.0,3.67,41.25
2023-04-27,WT,L,peakK,1020.0,3.67,41.25
2023-04-27,WT,L,t1r,545.0,3.67,41.25
2023-04-27,WT,L,d1,1520.0,3.67,41.25
2023-04-28,WT,L,eod,-605.0,0.91,10.75
2023-04-28,WT,L,gb25,-605.0,0.91,10.75
2023-04-28,WT,L,gb50,-605.0,0.91,10.75
2023-04-28,WT,L,peakK,-605.0,0.91,10.75
2023-04-28,WT,L,t1r,-605.0,0.91,10.75
2023-04-28,WT,L,d1,-605.0,0.91,10.75
2023-05-02,WT,S,eod,-592.5,0.46,5.25
2023-05-02,WT,S,gb25,-592.5,0.46,5.25
2023-05-02,WT,S,gb50,-592.5,0.46,5.25
2023-05-02,WT,S,peakK,-592.5,0.46,5.25
2023-05-02,WT,S,t1r,-592.5,0.46,5.25
2023-05-02,WT,S,d1,-592.5,0.46,5.25
2023-05-03,FADE,S,eod,-217.5,9.19,36.75
2023-05-03,FADE,S,gb25,132.5,9.19,36.75
2023-05-03,FADE,S,gb50,82.5,9.19,36.75
2023-05-03,FADE,S,peakK,82.5,9.19,36.75
2023-05-03,FADE,S,t1r,182.5,9.19,36.75
2023-05-03,FADE,S,d1,-217.5,9.19,36.75
2023-05-04,FADE,S,eod,-217.5,2.44,9.75
2023-05-04,FADE,S,gb25,-217.5,2.44,9.75
2023-05-04,FADE,S,gb50,-217.5,2.44,9.75
2023-05-04,FADE,S,peakK,-217.5,2.44,9.75
2023-05-04,FADE,S,t1r,-217.5,2.44,9.75
2023-05-04,FADE,S,d1,-217.5,2.44,9.75
2023-05-08,WT,S,eod,-492.5,0.43,6.25
2023-05-08,WT,S,gb25,-492.5,0.43,6.25
2023-05-08,WT,S,gb50,-492.5,0.43,6.25
2023-05-08,WT,S,peakK,-492.5,0.43,6.25
2023-05-08,WT,S,t1r,-742.5,0.43,6.25
2023-05-08,WT,S,d1,-492.5,0.43,6.25
2023-05-11,WT,S,eod,-505.0,0.0,0.0
2023-05-11,WT,S,gb25,-505.0,0.0,0.0
2023-05-11,WT,S,gb50,-505.0,0.0,0.0
2023-05-11,WT,S,peakK,-505.0,0.0,0.0
2023-05-11,WT,S,t1r,-705.0,0.0,0.0
2023-05-11,WT,S,d1,-505.0,0.0,0.0
2023-05-12,WT,S,eod,-630.0,0.12,1.5
2023-05-12,WT,S,gb25,-630.0,0.12,1.5
2023-05-12,WT,S,gb50,-630.0,0.12,1.5
2023-05-12,WT,S,peakK,-630.0,0.12,1.5
2023-05-12,WT,S,t1r,-630.0,0.12,1.5
2023-05-12,WT,S,d1,-630.0,0.12,1.5
2023-05-19,WT,S,eod,95.0,0.87,10.0
2023-05-19,WT,S,gb25,95.0,0.87,10.0
2023-05-19,WT,S,gb50,95.0,0.87,10.0
2023-05-19,WT,S,peakK,95.0,0.87,10.0
2023-05-19,WT,S,t1r,-592.5,0.87,10.0
2023-05-19,WT,S,d1,95.0,0.87,10.0
2023-05-22,WT,S,eod,195.0,0.98,10.75
2023-05-22,WT,S,gb25,195.0,0.98,10.75
2023-05-22,WT,S,gb50,195.0,0.98,10.75
2023-05-22,WT,S,peakK,195.0,0.98,10.75
2023-05-22,WT,S,t1r,-567.5,0.98,10.75
2023-05-22,WT,S,d1,195.0,0.98,10.75
2023-05-24,WT,S,eod,-630.0,0.71,8.75
2023-05-24,WT,S,gb25,-630.0,0.71,8.75
2023-05-24,WT,S,gb50,-630.0,0.71,8.75
2023-05-24,WT,S,peakK,-630.0,0.71,8.75
2023-05-24,WT,S,t1r,-630.0,0.71,8.75
2023-05-24,WT,S,d1,-630.0,0.71,8.75
2023-05-26,WT,S,eod,-605.0,0.15,1.75
2023-05-26,WT,S,gb25,-605.0,0.15,1.75
2023-05-26,WT,S,gb50,-605.0,0.15,1.75
2023-05-26,WT,S,peakK,-605.0,0.15,1.75
2023-05-26,WT,S,t1r,-605.0,0.15,1.75
2023-05-26,WT,S,d1,-605.0,0.15,1.75
2023-06-05,WT,S,eod,707.5,2.0,23.0
2023-06-05,WT,S,gb25,695.0,2.0,23.0
2023-06-05,WT,S,gb50,557.5,2.0,23.0
2023-06-05,WT,S,peakK,845.0,2.0,23.0
2023-06-05,WT,S,t1r,557.5,2.0,23.0
2023-06-05,WT,S,d1,707.5,2.0,23.0
2023-06-06,WT,S,eod,-605.0,0.57,6.75
2023-06-06,WT,S,gb25,-605.0,0.57,6.75
2023-06-06,WT,S,gb50,-605.0,0.57,6.75
2023-06-06,WT,S,peakK,-605.0,0.57,6.75
2023-06-06,WT,S,t1r,-605.0,0.57,6.75
2023-06-06,WT,S,d1,-605.0,0.57,6.75
2023-06-07,WT,S,eod,1095.0,2.48,27.25
2023-06-07,WT,S,gb25,432.5,2.48,27.25
2023-06-07,WT,S,gb50,432.5,2.48,27.25
2023-06-07,WT,S,peakK,607.5,2.48,27.25
2023-06-07,WT,S,t1r,532.5,2.48,27.25
2023-06-07,WT,S,d1,1095.0,2.48,27.25
2023-06-07,WT,S,eod,270.0,0.98,10.75
2023-06-07,WT,S,gb25,270.0,0.98,10.75
2023-06-07,WT,S,gb50,270.0,0.98,10.75
2023-06-07,WT,S,peakK,270.0,0.98,10.75
2023-06-07,WT,S,t1r,-567.5,0.98,10.75
2023-06-07,WT,S,d1,270.0,0.98,10.75
2023-06-09,WT,S,eod,-580.0,0.36,4.0
2023-06-09,WT,S,gb25,-580.0,0.36,4.0
2023-06-09,WT,S,gb50,-580.0,0.36,4.0
2023-06-09,WT,S,peakK,-580.0,0.36,4.0
2023-06-09,WT,S,t1r,-580.0,0.36,4.0
2023-06-09,WT,S,d1,-580.0,0.36,4.0
2023-06-13,WT,S,eod,-592.5,0.83,9.5
2023-06-13,WT,S,gb25,-592.5,0.83,9.5
2023-06-13,WT,S,gb50,-592.5,0.83,9.5
2023-06-13,WT,S,peakK,-592.5,0.83,9.5
2023-06-13,WT,S,t1r,-592.5,0.83,9.5
2023-06-13,WT,S,d1,-592.5,0.83,9.5
2023-06-13,WT,L,eod,-592.5,0.09,1.0
2023-06-13,WT,L,gb25,-592.5,0.09,1.0
2023-06-13,WT,L,gb50,-592.5,0.09,1.0
2023-06-13,WT,L,peakK,-592.5,0.09,1.0
2023-06-13,WT,L,t1r,-592.5,0.09,1.0
2023-06-13,WT,L,d1,-592.5,0.09,1.0
2023-06-15,WT,L,eod,670.0,2.73,32.75
2023-06-15,WT,L,gb25,495.0,2.73,32.75
2023-06-15,WT,L,gb50,320.0,2.73,32.75
2023-06-15,WT,L,peakK,370.0,2.73,32.75
2023-06-15,WT,L,t1r,582.5,2.73,32.75
2023-06-15,WT,L,d1,670.0,2.73,32.75
2023-06-20,WT,S,eod,-592.5,0.2,2.25
2023-06-20,WT,S,gb25,-592.5,0.2,2.25
2023-06-20,WT,S,gb50,-592.5,0.2,2.25
2023-06-20,WT,S,peakK,-592.5,0.2,2.25
2023-06-20,WT,S,t1r,-592.5,0.2,2.25
2023-06-20,WT,S,d1,-592.5,0.2,2.25
2023-06-21,FADE,S,eod,-217.5,1.69,6.75
2023-06-21,FADE,S,gb25,132.5,1.69,6.75
2023-06-21,FADE,S,gb50,145.0,1.69,6.75
2023-06-21,FADE,S,peakK,95.0,1.69,6.75
2023-06-21,FADE,S,t1r,182.5,1.69,6.75
2023-06-21,FADE,S,d1,-217.5,1.69,6.75
2023-06-26,WT,S,eod,245.0,1.02,11.25
2023-06-26,WT,S,gb25,395.0,1.02,11.25
2023-06-26,WT,S,gb50,257.5,1.02,11.25
2023-06-26,WT,S,peakK,270.0,1.02,11.25
2023-06-26,WT,S,t1r,532.5,1.02,11.25
2023-06-26,WT,S,d1,245.0,1.02,11.25
2023-06-28,WT,L,eod,-592.5,1.04,12.0
2023-06-28,WT,L,gb25,432.5,1.04,12.0
2023-06-28,WT,L,gb50,282.5,1.04,12.0
2023-06-28,WT,L,peakK,295.0,1.04,12.0
2023-06-28,WT,L,t1r,557.5,1.04,12.0
2023-06-28,WT,L,d1,-592.5,1.04,12.0
2023-06-29,WT,S,eod,-555.0,0.09,1.0
2023-06-29,WT,S,gb25,-555.0,0.09,1.0
2023-06-29,WT,S,gb50,-555.0,0.09,1.0
2023-06-29,WT,S,peakK,-555.0,0.09,1.0
2023-06-29,WT,S,t1r,-555.0,0.09,1.0
2023-06-29,WT,S,d1,-555.0,0.09,1.0
2023-07-10,FADE,S,eod,-217.5,0.81,3.25
2023-07-10,FADE,S,gb25,-217.5,0.81,3.25
2023-07-10,FADE,S,gb50,-217.5,0.81,3.25
2023-07-10,FADE,S,peakK,-217.5,0.81,3.25
2023-07-10,FADE,S,t1r,-217.5,0.81,3.25
2023-07-10,FADE,S,d1,-217.5,0.81,3.25
2023-07-17,WT,L,eod,-180.0,1.68,13.0
2023-07-17,WT,L,gb25,457.5,1.68,13.0
2023-07-17,WT,L,gb50,307.5,1.68,13.0
2023-07-17,WT,L,peakK,432.5,1.68,13.0
2023-07-17,WT,L,t1r,370.0,1.68,13.0
2023-07-17,WT,L,d1,-180.0,1.68,13.0
2023-07-25,WT,L,eod,307.5,1.43,13.25
2023-07-25,WT,L,gb25,470.0,1.43,13.25
2023-07-25,WT,L,gb50,307.5,1.43,13.25
2023-07-25,WT,L,peakK,407.5,1.43,13.25
2023-07-25,WT,L,t1r,445.0,1.43,13.25
2023-07-25,WT,L,d1,307.5,1.43,13.25
2023-07-25,WT,L,eod,132.5,1.05,9.75
2023-07-25,WT,L,gb25,345.0,1.05,9.75
2023-07-25,WT,L,gb50,220.0,1.05,9.75
2023-07-25,WT,L,peakK,232.5,1.05,9.75
2023-07-25,WT,L,t1r,445.0,1.05,9.75
2023-07-25,WT,L,d1,132.5,1.05,9.75
2023-07-26,FADE,S,eod,-217.5,3.12,12.5
2023-07-26,FADE,S,gb25,-217.5,3.12,12.5
2023-07-26,FADE,S,gb50,-217.5,3.12,12.5
2023-07-26,FADE,S,peakK,-217.5,3.12,12.5
2023-07-26,FADE,S,t1r,-217.5,3.12,12.5
2023-07-26,FADE,S,d1,-217.5,3.12,12.5
2023-08-01,WT,S,eod,-80.0,0.62,6.5
2023-08-01,WT,S,gb25,-80.0,0.62,6.5
2023-08-01,WT,S,gb50,-80.0,0.62,6.5
2023-08-01,WT,S,peakK,-80.0,0.62,6.5
2023-08-01,WT,S,t1r,-542.5,0.62,6.5
2023-08-01,WT,S,d1,-80.0,0.62,6.5
2023-08-07,WT,L,eod,595.0,1.11,12.75
2023-08-07,WT,L,gb25,432.5,1.11,12.75
2023-08-07,WT,L,gb50,595.0,1.11,12.75
2023-08-07,WT,L,peakK,595.0,1.11,12.75
2023-08-07,WT,L,t1r,557.5,1.11,12.75
2023-08-07,WT,L,d1,595.0,1.11,12.75
2023-08-14,WT,L,eod,507.5,1.0,12.0
2023-08-14,WT,L,gb25,507.5,1.0,12.0
2023-08-14,WT,L,gb50,507.5,1.0,12.0
2023-08-14,WT,L,peakK,507.5,1.0,12.0
2023-08-14,WT,L,t1r,582.5,1.0,12.0
2023-08-14,WT,L,d1,507.5,1.0,12.0
2023-08-17,FADE,S,eod,-217.5,8.5,34.0
2023-08-17,FADE,S,gb25,-217.5,8.5,34.0
2023-08-17,FADE,S,gb50,-217.5,8.5,34.0
2023-08-17,FADE,S,peakK,-217.5,8.5,34.0
2023-08-17,FADE,S,t1r,-217.5,8.5,34.0
2023-08-17,FADE,S,d1,-217.5,8.5,34.0
2023-08-22,WT,S,eod,-730.0,0.33,4.75
2023-08-22,WT,S,gb25,-730.0,0.33,4.75
2023-08-22,WT,S,gb50,-730.0,0.33,4.75
2023-08-22,WT,S,peakK,-730.0,0.33,4.75
2023-08-22,WT,S,t1r,-730.0,0.33,4.75
2023-08-22,WT,S,d1,-730.0,0.33,4.75
