Date,yr,dir,regime,with_trend,adr,entry_px,mae_pts,eod_move,mfe_bstop,stopped,fill_hour,gap
2019-06-04,2019,L,NEUTRAL,False,22.7,3613.0,1.0,13.25,13.75,False,13,0.532
2019-06-05,2019,L,NEUTRAL,False,25.45,3632.5,10.5,16.0,0.25,True,09,0.441
2019-06-06,2019,S,BEAR,True,26.57,3650.0,24.0,-16.5,5.75,True,09,0.089
2019-06-06,2019,S,NEUTRAL,False,26.57,3651.75,22.25,-14.75,0.5,True,11,0.089
2019-06-10,2019,S,BULL,False,27.93,3718.5,8.25,7.75,11.25,False,09,0.419
2019-06-11,2019,L,BEAR,False,29.4,3720.25,20.0,-12.5,0.75,True,09,0.465
2019-06-12,2019,L,BEAR,False,28.55,3703.25,7.0,-0.75,3.5,False,09,0.088
2019-06-13,2019,S,BEAR,True,27.35,3707.75,8.75,-7.75,2.75,True,10,0.243
2019-06-13,2019,S,BEAR,True,27.35,3709.5,7.0,-6.0,5.5,False,10,0.243
2019-06-14,2019,L,BEAR,False,26.48,3703.75,2.25,7.75,13.0,False,10,0.148
2019-06-17,2019,S,BULL,False,26.05,3717.0,3.5,2.5,7.0,False,09,0.047
2019-06-18,2019,S,BEAR,True,23.62,3749.5,4.75,5.0,12.5,False,09,0.464
2019-06-19,2019,L,NEUTRAL,False,22.07,3743.5,2.5,7.5,11.0,False,13,0.033
2019-06-20,2019,L,BULL,True,21.5,3776.5,23.0,2.0,0.25,True,09,0.726
2019-06-20,2019,L,NEUTRAL,False,21.5,3760.75,0.5,17.75,20.25,False,11,0.726
2019-06-20,2019,L,BULL,True,21.5,3766.75,0.5,11.75,14.25,False,13,0.726
2019-06-21,2019,L,NEUTRAL,False,21.27,3771.5,3.75,-2.75,15.5,False,09,0.139
2019-06-21,2019,L,BULL,True,21.27,3780.75,13.0,-12.0,1.0,True,10,0.139
2019-06-24,2019,L,BULL,True,20.05,3776.0,9.5,-6.0,1.0,True,09,0.139
2019-06-25,2019,L,NEUTRAL,False,19.23,3756.0,18.25,-16.0,1.75,True,11,0.033
2019-06-26,2019,S,NEUTRAL,False,19.12,3747.25,1.25,11.5,12.75,False,11,0.241
2019-06-26,2019,L,BEAR,False,19.12,3743.25,8.75,-7.5,1.25,True,12,0.241
2019-06-26,2019,S,BEAR,True,19.12,3742.5,0.25,6.75,8.0,False,13,0.241
2019-06-27,2019,L,NEUTRAL,False,19.68,3747.0,7.25,1.75,0.75,True,09,0.221
2019-06-27,2019,L,BULL,True,19.68,3749.25,4.0,-0.5,0.5,False,13,0.221
2019-06-28,2019,S,BULL,False,19.45,3753.5,19.5,-19.0,2.5,True,09,0.2
2019-07-01,2019,L,BEAR,False,20.18,3784.25,11.0,1.75,-0.75,True,11,0.649
2019-07-02,2019,S,NEUTRAL,False,21.73,3785.0,12.75,-12.5,8.75,True,09,0.007
2019-07-02,2019,S,NEUTRAL,False,21.73,3784.25,13.5,-13.25,8.0,True,11,0.007
2019-07-02,2019,S,BULL,False,21.73,3784.25,13.5,-13.25,0.5,True,12,0.007
2019-07-03,2019,L,NEUTRAL,False,21.25,3801.75,0.75,17.0,17.5,False,09,0.092
2019-07-03,2019,S,BULL,False,21.25,3813.5,5.75,-5.25,1.0,False,11,0.092
2019-07-04,2019,S,BEAR,True,21.1,3821.0,0.5,1.0,1.5,False,09,0.039
2019-07-09,2019,S,BULL,False,19.35,3792.0,12.0,-8.0,1.75,True,09,0.316
2019-07-10,2019,L,BULL,True,18.27,3814.0,2.75,1.25,7.5,False,11,0.322
2019-07-11,2019,S,BEAR,True,18.18,3813.75,9.0,-8.25,-0.25,True,13,0.157
2019-07-12,2019,L,NEUTRAL,False,18.4,3825.25,2.0,7.25,10.5,False,09,0.124
2019-07-12,2019,L,BULL,True,18.4,3827.5,0.25,5.0,8.25,False,12,0.124
2019-07-15,2019,L,BEAR,False,17.4,3833.0,2.75,2.25,3.75,False,09,0.176
2019-07-16,2019,L,NEUTRAL,False,15.68,3833.75,11.5,-9.25,1.75,True,09,0.02
2019-07-16,2019,S,BEAR,True,15.68,3828.75,2.5,4.25,6.5,False,12,0.02
2019-07-17,2019,S,BEAR,True,14.95,3816.25,4.0,13.25,14.0,False,10,0.013
2019-07-18,2019,S,BULL,False,15.43,3806.75,12.5,-8.75,13.25,True,09,0.118
2019-07-18,2019,S,BULL,False,15.43,3801.75,17.5,-13.75,1.25,True,11,0.118
2019-07-19,2019,L,BEAR,False,17.75,3819.5,25.25,-24.5,2.75,True,09,0.301
2019-07-22,2019,L,NEUTRAL,False,18.43,3797.25,0.75,9.75,14.0,False,10,0.191
2019-07-23,2019,S,NEUTRAL,False,18.77,3814.0,12.0,-11.75,6.0,True,10,0.282
2019-07-23,2019,S,BULL,False,18.77,3814.75,11.25,-11.0,1.25,True,12,0.282
2019-07-25,2019,S,NEUTRAL,False,18.95,3832.25,1.5,9.0,16.5,False,10,0.117
2019-07-25,2019,S,BEAR,True,18.95,3820.5,7.5,-2.75,0.25,True,12,0.117
2019-07-25,2019,L,NEUTRAL,False,18.95,3824.25,6.0,-1.0,1.0,True,13,0.117
2019-07-26,2019,S,BULL,False,19.55,3837.0,10.25,-4.75,3.25,True,09,0.242
2019-07-29,2019,S,BULL,False,19.93,3839.0,2.75,-0.75,2.25,False,10,0.052
2019-07-30,2019,S,NEUTRAL,False,20.1,3828.75,7.25,-1.0,1.75,True,09,0.423
2019-07-31,2019,L,NEUTRAL,False,20.35,3832.0,56.25,-35.5,4.25,True,09,0.111
2019-08-01,2019,L,BULL,True,23.93,3826.25,64.0,-57.5,-3.75,True,12,0.066
2019-08-02,2019,L,BEAR,False,28.32,3738.0,4.0,11.5,24.75,False,10,0.199
2019-08-02,2019,L,BEAR,False,28.32,3737.25,3.25,12.25,25.5,False,12,0.199
2019-08-05,2019,L,BEAR,False,28.25,3688.25,50.0,-42.0,0.5,True,09,1.247
2019-08-06,2019,L,BEAR,False,33.33,3673.5,9.75,20.25,28.0,False,09,0.939
2019-08-07,2019,L,NEUTRAL,False,35.3,3673.75,11.5,24.0,1.25,True,10,0.778
2019-08-07,2019,L,BULL,True,35.3,3686.25,0.75,11.5,23.0,False,13,0.778
2019-08-08,2019,S,BULL,False,39.8,3735.75,22.5,-22.5,0.0,True,10,0.5
2019-08-09,2019,S,BEAR,True,42.62,3722.0,28.5,-14.75,5.25,True,10,0.313
2019-08-09,2019,S,BEAR,True,42.62,3720.5,30.0,-16.25,-0.5,True,11,0.313
2019-08-09,2019,L,NEUTRAL,False,42.62,3739.25,4.5,-2.5,11.25,False,13,0.313
2019-08-12,2019,L,NEUTRAL,False,44.65,3713.5,23.25,-15.75,12.5,True,09,0.455
2019-08-12,2019,L,BEAR,False,44.65,3708.5,18.25,-10.75,12.0,True,10,0.455
2019-08-13,2019,L,BULL,True,47.15,3745.0,9.75,5.0,10.0,False,10,0.007
2019-08-13,2019,S,NEUTRAL,False,47.15,3748.25,5.75,-1.75,6.75,False,13,0.007
2019-08-14,2019,S,BEAR,True,52.33,3671.5,8.0,13.75,16.25,False,11,1.327
2019-08-14,2019,L,BEAR,False,52.33,3662.0,6.75,-4.25,13.5,False,13,1.327
2019-08-15,2019,S,NEUTRAL,False,51.5,3663.75,10.0,-1.75,21.0,False,10,0.28
2019-08-15,2019,S,NEUTRAL,False,51.5,3659.5,13.75,-6.0,4.75,False,13,0.28
2019-08-16,2019,S,NEUTRAL,False,47.8,3688.5,24.0,-21.0,1.5,True,09,0.491
2019-08-19,2019,L,BULL,True,47.52,3743.5,4.0,-2.25,6.5,False,10,0.856
2019-08-21,2019,L,BEAR,False,41.55,3739.25,3.5,8.5,8.5,False,10,0.727
2019-08-22,2019,S,BEAR,True,35.92,3725.5,25.0,-14.0,3.5,True,09,0.067
2019-08-23,2019,L,BULL,True,34.67,3732.75,81.0,-59.25,-10.75,True,10,0.328
2019-08-26,2019,S,BEAR,True,40.4,3678.5,23.25,-22.5,1.5,True,09,0.456
2019-08-26,2019,L,BULL,True,40.4,3691.5,9.5,9.5,10.25,False,11,0.456
2019-08-27,2019,S,BEAR,True,39.7,3710.0,1.25,26.25,32.25,False,09,0.324
2019-08-27,2019,S,BEAR,True,39.7,3706.75,1.5,23.0,29.0,False,09,0.324
2019-08-27,2019,S,BEAR,True,39.7,3697.0,2.5,13.25,19.25,False,10,0.324
2019-08-27,2019,S,BEAR,True,39.7,3690.75,8.75,7.0,13.0,False,11,0.324
2019-08-27,2019,L,NEUTRAL,False,39.7,3686.25,5.25,-2.5,13.25,False,13,0.324
2019-08-28,2019,L,NEUTRAL,False,36.8,3701.5,4.25,6.25,6.75,False,11,0.143
2019-08-28,2019,L,BEAR,False,36.8,3701.75,1.5,6.0,6.5,False,12,0.143
2019-08-29,2019,L,BULL,True,35.45,3743.5,4.5,1.0,5.0,False,12,0.715
2019-08-29,2019,L,BULL,True,35.45,3745.0,6.0,-0.5,0.5,False,13,0.715
2019-08-30,2019,L,NEUTRAL,False,34.73,3751.0,20.0,-12.0,2.25,True,09,0.394
2019-09-03,2019,L,BULL,True,35.88,3720.0,8.0,3.25,6.75,False,11,0.141
2019-09-03,2019,S,NEUTRAL,False,35.88,3716.25,10.5,-7.0,0.75,False,13,0.141
2019-09-04,2019,L,NEUTRAL,False,35.52,3741.25,0.5,15.5,15.5,False,09,0.658
2019-09-04,2019,L,BULL,True,35.52,3749.5,2.75,7.25,7.25,False,12,0.658
2019-09-05,2019,S,BEAR,True,36.08,3797.5,2.5,7.75,8.5,False,10,0.719
2019-09-06,2019,L,NEUTRAL,False,34.73,3796.0,2.5,2.5,7.5,False,09,0.211
2019-09-06,2019,L,NEUTRAL,False,34.73,3799.0,5.5,-0.5,4.5,False,10,0.211
2019-09-06,2019,L,BEAR,False,34.73,3800.0,5.5,-1.5,3.0,False,13,0.211
2019-09-09,2019,L,BEAR,False,26.7,3801.75,14.5,-5.5,3.0,True,09,0.23
2019-09-10,2019,S,NEUTRAL,False,25.9,3781.5,16.0,-15.25,5.5,True,09,0.191
2019-09-11,2019,L,BULL,True,24.2,3812.75,4.5,7.25,7.5,False,12,0.079
2019-09-11,2019,L,NEUTRAL,False,24.2,3811.75,3.5,8.25,8.5,False,12,0.079
2019-09-12,2019,S,BULL,False,23.1,3834.25,5.25,5.25,15.0,False,09,0.19
2019-09-12,2019,L,BULL,True,23.1,3836.5,10.25,-7.5,2.75,True,13,0.19
2019-09-13,2019,S,NEUTRAL,False,22.62,3829.75,1.0,5.25,8.5,False,12,0.091
2019-09-16,2019,S,NEUTRAL,False,21.3,3831.75,0.75,1.5,10.5,False,09,0.02
2019-09-16,2019,S,BEAR,True,21.3,3825.75,6.25,-4.5,1.0,False,11,0.02
2019-09-17,2019,L,BULL,True,19.55,3830.25,4.0,6.0,6.75,False,10,0.104
2019-09-17,2019,S,BEAR,True,19.55,3827.75,9.25,-8.5,0.25,True,12,0.104
2019-09-19,2019,S,BULL,False,19.85,3849.5,3.0,13.25,16.75,False,09,0.117
2019-09-20,2019,S,BEAR,True,19.62,3843.0,2.25,25.75,29.75,False,09,0.176
2019-09-20,2019,S,BEAR,True,19.62,3824.25,7.0,7.0,1.5,True,12,0.176
2019-09-23,2019,S,NEUTRAL,False,21.55,3818.75,10.0,-6.75,-0.25,True,10,0.079
2019-09-24,2019,S,BEAR,True,21.2,3824.25,0.25,24.5,37.75,False,10,0.196
2019-09-24,2019,S,NEUTRAL,False,21.2,3793.5,14.25,-6.25,7.0,True,12,0.196
2019-09-24,2019,L,BEAR,False,21.2,3797.75,9.0,2.0,2.25,True,13,0.196
2019-09-25,2019,S,NEUTRAL,False,24.02,3796.0,23.75,-18.75,-0.25,True,09,0.053
2019-09-25,2019,L,BEAR,False,24.02,3803.25,1.75,11.5,16.5,False,11,0.053
2019-09-26,2019,L,NEUTRAL,False,25.05,3802.25,10.0,6.0,2.75,True,09,0.007
2019-09-30,2019,L,NEUTRAL,False,28.2,3801.0,0.75,12.0,12.75,False,09,0.138
2019-09-30,2019,L,BULL,True,28.2,3810.0,6.75,3.0,3.75,False,12,0.138
2019-09-30,2019,S,NEUTRAL,False,28.2,3810.5,3.25,-2.5,7.25,False,13,0.138
2019-10-01,2019,S,NEUTRAL,False,28.75,3798.5,1.0,32.0,33.5,False,09,0.046
2019-10-01,2019,S,BEAR,True,28.75,3791.75,1.25,25.25,26.75,False,10,0.046
2019-10-01,2019,S,BEAR,True,28.75,3768.75,9.75,2.25,-1.0,True,13,0.046
2019-10-02,2019,S,NEUTRAL,False,33.2,3710.5,14.75,2.25,2.0,True,13,0.405
2019-10-04,2019,S,BULL,False,38.8,3757.75,23.5,-20.25,9.0,True,09,0.18
2019-10-07,2019,L,BULL,True,39.1,3777.75,14.75,-12.25,9.75,True,10,0.225
2019-10-07,2019,L,BULL,True,39.1,3780.0,17.0,-14.5,7.5,True,11,0.225
2019-10-08,2019,L,BEAR,False,39.9,3729.25,10.75,-8.75,23.5,False,09,0.564
2019-10-08,2019,S,BULL,False,39.9,3729.25,23.5,8.75,1.25,True,11,0.564
2019-10-09,2019,L,NEUTRAL,False,38.25,3739.75,5.25,8.0,17.75,False,09,0.571
2019-10-09,2019,L,BULL,True,38.25,3745.25,2.0,2.5,12.25,False,11,0.571
2019-10-09,2019,L,BULL,True,38.25,3747.75,4.5,0.0,9.75,False,13,0.571
2019-10-10,2019,L,NEUTRAL,False,36.75,3764.25,10.0,5.75,12.0,False,09,0.06
2019-10-10,2019,L,BULL,True,36.75,3772.25,18.0,-2.25,0.5,True,11,0.06
2019-10-10,2019,L,NEUTRAL,False,36.75,3762.0,2.5,8.0,8.5,False,13,0.06
2019-10-11,2019,S,BULL,False,37.58,3814.75,7.25,16.5,23.0,False,10,0.71
2019-10-11,2019,L,NEUTRAL,False,37.58,3814.75,23.0,-16.5,6.0,True,13,0.71
2019-10-11,2019,S,BULL,False,37.58,3818.0,2.75,19.75,26.25,False,13,0.71
2019-10-14,2019,L,BULL,True,36.27,3797.25,5.75,-3.25,2.75,False,10,0.138
2019-10-14,2019,L,BULL,True,36.27,3796.0,4.5,-2.0,3.25,False,11,0.138
2019-10-15,2019,L,BULL,True,35.62,3824.25,2.0,1.75,7.0,False,10,0.283
2019-10-17,2019,S,NEUTRAL,False,29.0,3825.0,5.0,-1.0,6.5,False,10,0.288
2019-10-17,2019,L,BULL,True,29.0,3826.25,2.75,-0.25,3.75,False,13,0.288
2019-10-18,2019,L,BEAR,False,25.0,3821.0,18.0,-4.75,2.25,True,09,0.163
2019-10-21,2019,S,NEUTRAL,False,23.82,3827.25,8.25,-7.0,1.75,True,09,0.295
2019-10-22,2019,L,NEUTRAL,False,22.6,3838.5,18.0,-16.5,3.5,True,10,0.124
2019-10-22,2019,L,BEAR,False,22.6,3838.75,18.25,-16.75,2.25,True,12,0.124
2019-10-23,2019,L,NEUTRAL,False,21.32,3822.5,2.0,11.0,11.5,False,09,0.052
2019-10-23,2019,L,BULL,True,21.32,3827.75,7.25,5.75,1.25,True,10,0.052
2019-10-24,2019,L,BEAR,False,20.65,3829.0,2.25,3.25,10.75,False,09,0.215
2019-10-24,2019,L,NEUTRAL,False,20.65,3831.0,2.75,1.25,8.0,False,12,0.215
2019-10-25,2019,L,BULL,True,19.05,3852.5,7.75,-4.5,0.75,True,10,0.072
2019-10-28,2019,S,NEUTRAL,False,18.55,3867.75,3.0,3.75,5.25,False,09,0.344
2019-10-29,2019,L,BEAR,False,18.4,3869.75,8.75,-6.25,1.0,True,12,0.052
2019-10-30,2019,L,BEAR,False,17.02,3859.75,6.75,16.5,3.5,True,09,0.065
2019-10-30,2019,L,NEUTRAL,False,17.02,3860.0,7.0,16.25,2.0,True,12,0.065
2019-10-31,2019,S,BEAR,True,18.32,3856.75,9.75,-7.0,7.75,True,10,0.11
2019-11-01,2019,L,BULL,True,19.0,3886.25,4.75,5.0,6.75,False,10,0.414
2019-11-01,2019,L,BULL,True,19.0,3887.75,1.5,3.5,5.25,False,13,0.414
2019-11-04,2019,S,BULL,False,18.07,3908.25,1.5,4.75,7.75,False,09,0.469
2019-11-04,2019,L,NEUTRAL,False,18.07,3906.0,5.5,-2.5,1.25,True,13,0.469
2019-11-05,2019,L,NEUTRAL,False,17.82,3900.25,2.5,-0.5,5.75,False,09,0.09
2019-11-06,2019,L,BEAR,False,16.9,3898.25,7.25,5.5,6.75,True,09,0.038
2019-11-06,2019,S,NEUTRAL,False,16.9,3896.5,7.75,-7.25,0.25,True,12,0.038
2019-11-07,2019,S,BEAR,True,16.68,3920.0,5.0,5.75,2.0,True,09,0.314
2019-11-08,2019,S,BULL,False,16.85,3911.5,9.0,-6.75,4.0,True,10,0.16
2019-11-11,2019,S,BULL,False,16.32,3910.0,6.0,-5.75,2.0,True,09,0.364
2019-11-12,2019,L,NEUTRAL,False,16.73,3922.25,11.25,-2.0,3.5,True,11,0.038
2019-11-13,2019,S,BULL,False,17.23,3914.0,11.0,-9.75,-2.25,True,09,0.3
2019-11-14,2019,S,BULL,False,16.55,3914.75,11.5,-10.5,1.0,True,11,0.185
2019-11-18,2019,L,BULL,True,15.93,3947.0,1.75,2.75,4.5,False,11,0.044
2019-11-19,2019,L,BEAR,False,16.12,3946.5,1.75,-0.25,6.0,False,11,0.146
2019-11-20,2019,S,BULL,False,16.43,3944.5,2.0,7.75,25.75,False,09,0.127
2019-11-20,2019,S,BEAR,True,16.43,3921.5,16.25,-15.25,0.5,True,12,0.127
2019-11-21,2019,L,NEUTRAL,False,17.8,3924.5,3.0,7.25,11.5,False,09,0.006
2019-11-22,2019,L,BULL,True,17.6,3935.75,2.5,4.0,4.25,False,12,0.172
2019-11-26,2019,L,NEUTRAL,False,17.1,3962.75,0.75,9.25,9.5,False,09,0.032
2019-11-26,2019,L,BULL,True,17.1,3965.5,3.5,6.5,6.75,False,12,0.032
2019-11-27,2019,S,BEAR,True,16.65,3973.0,10.0,-8.75,2.25,True,09,0.025
2019-12-02,2019,L,BEAR,False,14.18,3946.0,7.75,-4.0,-0.5,True,09,0.025
2019-12-03,2019,S,BULL,False,16.43,3909.0,13.75,-10.0,7.0,True,09,0.742
2019-12-04,2019,L,NEUTRAL,False,17.43,3941.5,5.25,-1.75,6.0,True,09,0.364
2019-12-05,2019,S,BEAR,True,16.48,3938.25,9.25,-7.0,2.25,True,09,0.216
2019-12-06,2019,S,BULL,False,16.55,3973.25,5.75,-1.25,0.75,True,09,0.545
2019-12-09,2019,S,BEAR,True,16.38,3969.0,1.25,6.5,8.25,False,13,0.113
2019-12-10,2019,L,BEAR,False,16.62,3965.75,10.0,-1.5,3.25,True,10,0.038
2019-12-11,2019,S,BULL,False,16.93,3966.0,6.5,-5.25,4.5,True,10,0.038
2019-12-12,2019,L,NEUTRAL,False,16.75,3994.5,16.25,1.0,0.5,True,10,0.044
2019-12-13,2019,S,BULL,False,20.27,4006.25,0.5,6.25,21.5,False,09,0.05
2019-12-13,2019,S,NEUTRAL,False,20.27,3996.25,4.25,-3.75,1.25,False,11,0.05
2019-12-16,2019,S,BULL,False,21.93,4021.0,2.0,2.0,5.25,False,09,0.312
2019-12-17,2019,L,NEUTRAL,False,19.5,4018.25,3.25,-2.75,3.5,False,10,0.037
2019-12-18,2019,L,BULL,True,17.88,4018.75,2.25,1.25,3.0,False,11,0.125
2019-12-18,2019,S,NEUTRAL,False,17.88,4021.5,0.25,1.5,5.0,False,13,0.125
2019-12-19,2019,S,NEUTRAL,False,16.8,4021.5,11.25,-10.75,1.0,True,09,0.037
2019-12-20,2019,S,BULL,False,16.57,4044.5,5.5,-1.25,1.0,True,09,0.236
2019-12-23,2019,S,BULL,False,16.35,4049.25,0.5,1.75,4.5,False,12,0.13
2019-12-24,2019,L,BULL,True,15.32,4045.25,1.0,1.75,2.0,False,09,0.031
2019-12-24,2019,S,NEUTRAL,False,15.32,4046.5,0.75,-0.5,1.0,False,11,0.031
2019-12-27,2019,S,BEAR,True,14.68,4063.75,2.5,6.0,7.75,False,13,0.154
2019-12-30,2019,L,BEAR,False,12.35,4040.0,1.0,3.75,12.5,False,09,0.105
2019-12-30,2019,L,NEUTRAL,False,12.35,4043.5,4.5,0.25,2.75,True,13,0.105
2019-12-31,2019,L,BEAR,False,12.2,4039.0,4.25,16.25,0.5,True,09,0.161
2020-01-02,2020,S,BEAR,True,13.35,4058.75,21.5,-21.0,0.75,True,09,0.29
2020-01-02,2020,S,BEAR,True,13.35,4062.5,17.75,-17.25,2.25,True,11,0.29
2020-01-03,2020,L,NEUTRAL,False,14.88,4054.75,3.5,1.0,12.0,False,09,0.925
2020-01-03,2020,L,NEUTRAL,False,14.88,4055.0,1.5,0.75,11.75,False,10,0.925
2020-01-03,2020,L,BULL,True,14.88,4064.25,10.75,-8.5,2.5,True,11,0.925
2020-01-03,2020,S,BEAR,True,14.88,4057.75,8.0,2.0,0.75,True,13,0.925
2020-01-06,2020,S,BULL,False,16.68,4055.0,15.0,-9.25,3.25,True,10,0.512
2020-01-07,2020,S,NEUTRAL,False,18.82,4064.5,0.75,8.75,10.0,False,10,0.105
2020-01-08,2020,L,BEAR,False,19.1,4061.0,0.25,19.75,27.25,False,10,0.092
2020-01-08,2020,L,BULL,True,19.1,4078.5,6.0,2.25,9.75,True,11,0.092
2020-01-09,2020,L,BULL,True,21.62,4092.0,7.25,4.25,3.75,True,10,0.263
2020-01-09,2020,S,BULL,False,21.62,4090.75,6.5,-5.5,3.75,True,12,0.263
2020-01-10,2020,S,NEUTRAL,False,22.25,4102.0,1.0,16.75,20.75,False,09,0.153
2020-01-13,2020,L,NEUTRAL,False,22.98,4093.5,1.25,16.75,17.0,False,09,0.202
2020-01-13,2020,L,NEUTRAL,False,22.98,4094.25,1.25,16.0,16.25,False,09,0.202
2020-01-16,2020,L,BULL,True,22.38,4125.5,2.0,11.5,13.0,False,09,0.28
2020-01-17,2020,L,BULL,True,21.48,4143.5,4.0,1.25,7.25,False,09,0.212
2020-01-17,2020,L,BULL,True,21.48,4142.5,3.0,2.25,8.25,False,10,0.212
2020-01-17,2020,S,BULL,False,21.48,4145.25,5.5,0.5,3.5,False,11,0.212
2020-01-20,2020,L,NEUTRAL,False,20.05,4142.0,0.25,3.75,4.25,False,09,0.078
2020-01-21,2020,S,NEUTRAL,False,16.98,4141.75,8.5,1.75,4.0,True,09,0.211
2020-01-22,2020,S,BEAR,True,17.05,4153.25,4.75,12.75,13.25,False,09,0.266
2020-01-22,2020,S,BEAR,True,17.05,4149.0,3.25,8.5,9.0,False,11,0.266
2020-01-24,2020,L,BEAR,False,17.0,4120.0,19.0,-6.25,2.25,True,12,0.133
2020-01-27,2020,S,NEUTRAL,False,19.9,4067.75,10.5,8.0,7.75,True,09,1.373
2020-01-27,2020,L,NEUTRAL,False,19.9,4075.0,17.0,-15.25,2.75,True,11,1.373
2020-01-27,2020,L,NEUTRAL,False,19.9,4073.5,15.5,-13.75,2.5,True,13,1.373
2020-01-28,2020,L,BULL,True,20.18,4093.0,0.75,4.75,12.5,False,10,0.437
2020-01-29,2020,S,BULL,False,21.73,4106.0,7.25,14.25,3.0,True,10,0.317
2020-01-29,2020,L,BULL,True,21.73,4106.75,16.75,-15.0,6.5,True,13,0.317
2020-01-29,2020,L,BULL,True,21.73,4107.5,17.5,-15.75,1.75,True,13,0.317
2020-01-30,2020,L,BEAR,False,22.27,4076.75,15.25,34.25,1.5,True,09,0.544
2020-01-30,2020,S,BEAR,True,22.27,4069.25,43.25,-41.75,0.75,True,12,0.544
2020-01-31,2020,L,BEAR,False,25.85,4067.0,33.75,-18.5,-0.75,True,10,0.365
2020-02-03,2020,L,BULL,True,31.2,4083.25,20.5,-17.0,0.0,True,09,0.278
2020-02-03,2020,L,NEUTRAL,False,31.2,4075.5,12.75,-9.25,1.5,True,10,0.278
2020-02-04,2020,L,BEAR,False,33.6,4115.25,1.0,4.75,10.5,False,10,1.002
2020-02-04,2020,L,BULL,True,33.6,4123.0,8.5,-3.0,2.75,False,11,1.002
2020-02-04,2020,S,BULL,False,33.6,4122.75,3.0,2.75,8.25,False,13,1.002
2020-02-05,2020,L,NEUTRAL,False,34.52,4141.5,9.25,13.75,15.0,False,09,0.692
2020-02-06,2020,L,NEUTRAL,False,35.15,4158.25,0.75,7.5,8.75,False,09,0.223
2020-02-06,2020,L,BULL,True,35.15,4164.75,4.75,1.0,1.5,False,12,0.223
2020-02-07,2020,S,NEUTRAL,False,33.95,4148.5,13.25,2.0,0.75,True,09,0.294
2020-02-07,2020,S,BULL,False,33.95,4154.75,7.0,8.25,13.5,False,10,0.294
2020-02-07,2020,S,BULL,False,33.95,4147.25,4.25,0.75,4.0,False,13,0.294
2020-02-10,2020,S,BULL,False,30.8,4159.5,14.5,-14.0,5.75,True,10,0.229
2020-02-11,2020,L,BULL,True,32.05,4189.5,17.25,-11.25,1.75,True,10,0.317
2020-02-11,2020,S,BULL,False,32.05,4187.0,2.75,8.75,14.75,False,11,0.317
2020-02-12,2020,L,NEUTRAL,False,31.0,4193.75,4.75,7.25,7.5,False,09,0.353
2020-02-12,2020,S,BULL,False,31.0,4196.5,4.75,-4.5,2.5,False,13,0.353
2020-02-13,2020,S,NEUTRAL,False,29.9,4187.75,17.5,-10.5,2.75,True,09,0.434
2020-02-18,2020,L,BEAR,False,19.95,4193.0,17.25,-2.5,0.0,True,09,0.463
2020-02-19,2020,L,NEUTRAL,False,19.62,4205.25,0.75,1.75,9.0,False,09,0.257
2020-02-19,2020,L,BULL,True,19.62,4210.75,5.0,-3.75,3.5,False,12,0.257
2020-02-21,2020,L,NEUTRAL,False,22.4,4162.75,14.25,-2.25,5.75,True,09,0.286
2020-02-21,2020,S,BULL,False,22.4,4162.0,8.75,1.5,2.5,True,10,0.286
2020-02-21,2020,S,BEAR,True,22.4,4152.0,9.75,-8.5,3.5,True,13,0.286
2020-02-24,2020,S,NEUTRAL,False,23.6,4069.0,4.75,21.5,34.75,False,10,2.578
2020-02-24,2020,S,BEAR,True,23.6,4048.75,25.0,1.25,5.25,True,11,2.578
2020-02-24,2020,L,NEUTRAL,False,23.6,4048.5,7.5,-1.0,25.25,True,12,2.578
2020-02-25,2020,S,BEAR,True,24.5,4022.0,2.0,68.0,84.25,False,10,0.334
2020-02-25,2020,S,BEAR,True,24.5,4008.5,10.25,54.5,4.5,True,10,0.334
2020-02-25,2020,S,BEAR,True,24.5,4014.75,3.5,60.75,77.0,False,10,0.334
2020-02-25,2020,S,BEAR,True,24.5,3985.25,2.5,31.25,47.5,False,12,0.334
2020-02-26,2020,S,BULL,False,35.23,3997.0,1.5,67.0,69.5,False,10,0.221
2020-02-26,2020,S,NEUTRAL,False,35.23,3963.5,5.5,33.5,36.0,False,11,0.221
2020-02-26,2020,S,NEUTRAL,False,35.23,3939.5,16.0,9.5,-1.25,True,13,0.221
2020-02-27,2020,L,NEUTRAL,False,41.5,3872.75,100.0,-96.25,44.0,True,10,1.406
2020-02-27,2020,L,BULL,True,41.5,3907.25,134.5,-130.75,6.0,True,12,1.406
2020-03-02,2020,L,BEAR,False,59.48,3779.75,10.0,104.75,134.0,False,09,2.329
2020-03-02,2020,S,NEUTRAL,False,59.48,3849.5,64.25,-35.0,41.25,True,11,2.329
2020-03-02,2020,S,NEUTRAL,False,59.48,3834.75,79.0,-49.75,2.5,True,12,2.329
2020-03-03,2020,L,NEUTRAL,False,74.17,3923.75,130.25,-106.25,7.5,True,09,0.759
2020-03-05,2020,S,BULL,False,96.88,3877.25,25.5,40.0,60.25,False,09,1.697
2020-03-06,2020,S,NEUTRAL,False,100.47,3745.25,59.5,-39.0,2.0,True,09,2.306
2020-03-06,2020,S,NEUTRAL,False,100.47,3768.0,36.75,-16.25,49.5,True,12,2.306
2020-03-09,2020,S,NEUTRAL,False,105.85,3619.75,37.5,50.5,25.0,True,09,5.331
