Date,yr,dir,regime,with_trend,adr,entry_px,mae_pts,eod_move,mfe_bstop,stopped,fill_hour,gap
2010-06-21,2010,L,BEAR,False,17.52,1777.75,19.0,-11.75,1.0,True,09,0.92
2010-06-22,2010,L,NEUTRAL,False,17.57,1764.5,19.5,-18.75,1.75,True,11,0.042
2010-06-23,2010,S,BEAR,True,17.88,1741.0,10.25,-1.5,3.0,True,09,0.086
2010-06-24,2010,S,BULL,False,16.77,1729.0,8.25,3.25,1.5,True,10,0.258
2010-06-25,2010,L,BEAR,False,16.9,1719.5,0.25,10.75,15.5,False,10,0.145
2010-06-25,2010,L,BULL,True,16.9,1732.0,6.0,-1.75,2.5,True,13,0.145
2010-06-28,2010,S,BULL,False,16.95,1727.75,6.25,1.75,0.0,True,09,0.043
2010-06-28,2010,S,BULL,False,16.95,1730.25,1.75,4.25,5.0,False,13,0.043
2010-06-28,2010,S,NEUTRAL,False,16.95,1730.75,1.25,4.75,5.5,False,13,0.043
2010-06-29,2010,L,BEAR,False,16.4,1696.0,10.25,-5.5,6.75,True,09,0.869
2010-06-29,2010,L,NEUTRAL,False,16.4,1695.75,10.0,-5.25,3.75,True,12,0.869
2010-06-30,2010,S,BEAR,True,16.93,1695.5,3.75,15.5,17.0,False,09,0.059
2010-07-01,2010,L,NEUTRAL,False,17.77,1674.5,3.25,3.0,7.25,False,12,0.104
2010-07-01,2010,L,BULL,True,17.77,1677.5,6.25,0.0,1.75,True,13,0.104
2010-07-02,2010,L,BEAR,False,18.85,1675.25,9.0,-5.5,0.25,True,10,0.238
2010-07-06,2010,L,BULL,True,17.77,1690.0,21.0,-10.5,1.25,True,09,1.154
2010-07-07,2010,S,BULL,False,17.77,1692.75,22.5,-22.0,1.5,True,09,0.104
2010-07-08,2010,L,BEAR,False,19.73,1713.25,3.75,9.25,10.75,False,10,0.306
2010-07-09,2010,S,BULL,False,19.45,1725.75,4.75,-2.0,4.75,False,09,0.044
2010-07-12,2010,S,BEAR,True,18.85,1726.25,6.5,-5.5,0.5,True,11,0.072
2010-07-14,2010,L,BULL,True,17.35,1748.5,9.5,-2.0,0.25,True,11,0.1
2010-07-15,2010,S,BEAR,True,16.48,1738.5,12.5,-7.25,3.75,True,10,0.014
2010-07-16,2010,S,NEUTRAL,False,16.02,1730.5,1.0,11.75,16.0,False,09,0.258
2010-07-19,2010,L,NEUTRAL,False,16.95,1717.75,2.0,1.75,8.75,False,11,0.116
2010-07-20,2010,L,BULL,True,18.05,1715.25,0.75,20.75,21.0,False,09,0.625
2010-07-20,2010,L,BEAR,False,18.05,1717.0,1.75,19.0,19.25,False,10,0.625
2010-07-20,2010,L,BULL,True,18.05,1727.5,0.75,8.5,8.75,False,13,0.625
2010-07-21,2010,S,BEAR,True,18.32,1733.75,3.25,14.5,17.25,False,10,0.259
2010-07-22,2010,L,NEUTRAL,False,17.27,1744.25,3.25,-0.25,5.75,False,09,0.843
2010-07-22,2010,L,BULL,True,17.27,1746.0,5.0,-2.0,4.0,False,10,0.843
2010-07-23,2010,L,BULL,True,17.48,1752.75,3.75,3.75,4.25,False,13,0.072
2010-07-26,2010,S,NEUTRAL,False,18.15,1764.0,3.25,-1.0,4.0,False,12,0.014
2010-07-27,2010,S,BEAR,True,18.48,1766.5,2.0,-0.25,4.0,False,11,0.411
2010-07-28,2010,L,NEUTRAL,False,18.48,1760.75,6.0,-2.75,2.75,True,13,0.184
2010-07-29,2010,S,BEAR,True,18.5,1749.0,11.0,-3.25,0.25,True,11,0.427
2010-07-30,2010,L,BULL,True,19.0,1750.75,5.0,5.0,8.25,False,10,0.585
2010-08-02,2010,S,BULL,False,18.15,1776.25,3.5,-0.75,1.25,False,13,0.812
2010-08-03,2010,S,NEUTRAL,False,18.15,1774.5,1.0,0.75,4.5,False,13,0.098
2010-08-04,2010,L,BULL,True,16.32,1777.25,2.5,3.0,4.25,False,12,0.113
2010-08-05,2010,L,NEUTRAL,False,14.85,1775.25,3.25,4.0,4.25,False,09,0.421
2010-08-05,2010,S,BEAR,True,14.85,1775.75,3.75,-3.5,2.5,False,10,0.421
2010-08-06,2010,S,BULL,False,14.05,1764.5,11.0,-10.75,3.25,True,10,0.646
2010-08-09,2010,S,NEUTRAL,False,13.97,1777.0,5.25,-4.25,0.25,True,09,0.225
2010-08-11,2010,L,BEAR,False,13.9,1750.25,10.25,-10.0,1.25,True,09,1.028
2010-08-12,2010,S,BULL,False,14.38,1735.25,5.0,0.5,0.5,True,09,0.776
2010-08-13,2010,L,BULL,True,13.38,1736.5,5.5,-5.25,1.0,True,13,0.115
2010-08-16,2010,S,BULL,False,12.35,1733.5,2.75,0.75,5.25,False,09,0.318
2010-08-18,2010,L,NEUTRAL,False,12.97,1740.5,0.25,1.0,13.5,False,09,0.057
2010-08-18,2010,L,BULL,True,12.97,1751.5,10.0,-10.0,1.25,True,13,0.057
2010-08-19,2010,S,BEAR,True,13.47,1731.25,2.25,4.75,7.25,False,10,0.029
2010-08-19,2010,S,BEAR,True,13.47,1726.5,7.0,0.0,1.75,True,11,0.029
2010-08-20,2010,S,BEAR,True,14.72,1720.75,6.25,-5.75,0.75,True,11,0.043
2010-08-23,2010,S,BEAR,True,14.03,1726.25,3.25,5.25,6.5,False,11,0.217
2010-08-24,2010,L,BEAR,False,14.75,1708.75,4.25,-3.5,4.0,False,11,0.683
2010-08-24,2010,S,BULL,False,14.75,1709.0,3.75,3.75,4.5,False,13,0.683
2010-08-25,2010,S,NEUTRAL,False,14.55,1698.75,14.5,-12.0,3.75,True,09,0.337
2010-08-26,2010,S,NEUTRAL,False,14.93,1709.0,1.0,8.75,10.5,False,10,0.205
2010-08-27,2010,L,NEUTRAL,False,15.22,1711.5,1.75,8.0,8.5,False,11,0.5
2010-08-27,2010,S,NEUTRAL,False,15.22,1711.25,8.75,-8.25,0.25,True,12,0.5
2010-08-30,2010,S,BEAR,True,17.07,1712.75,1.75,12.5,12.75,False,11,0.218
2010-08-30,2010,S,BEAR,True,17.07,1711.0,0.75,10.75,11.0,False,13,0.218
2010-08-31,2010,S,BEAR,True,17.52,1707.25,1.25,-0.75,9.25,False,13,0.074
2010-09-01,2010,S,BULL,False,17.5,1733.5,4.5,-4.0,3.0,False,10,0.527
2010-09-02,2010,L,NEUTRAL,False,18.18,1739.0,2.0,6.5,7.0,False,10,0.014
2010-09-03,2010,L,BULL,True,17.2,1757.0,2.5,1.75,3.0,False,13,0.559
2010-09-08,2010,S,BULL,False,15.5,1755.25,3.25,0.5,4.5,False,09,0.086
2010-09-08,2010,L,BULL,True,15.5,1755.25,4.5,-0.5,2.0,False,12,0.086
2010-09-09,2010,L,BEAR,False,14.5,1761.5,5.5,-3.25,3.25,True,09,0.655
2010-09-09,2010,S,NEUTRAL,False,14.5,1758.25,4.25,0.0,0.25,True,13,0.655
2010-09-10,2010,L,BULL,True,13.88,1762.5,2.75,2.5,3.5,False,10,0.171
2010-09-13,2010,S,BEAR,True,11.9,1768.75,4.5,-2.5,2.25,True,12,0.297
2010-09-14,2010,S,BEAR,True,10.82,1773.5,3.25,2.75,0.0,True,13,0.099
2010-09-15,2010,S,NEUTRAL,False,10.55,1771.5,5.0,-4.5,3.0,True,09,0.184
2010-09-17,2010,S,NEUTRAL,False,9.65,1776.5,1.25,2.0,3.25,False,11,0.197
2010-09-17,2010,S,NEUTRAL,False,9.65,1776.25,1.5,1.75,2.75,False,13,0.197
2010-09-22,2010,S,BEAR,True,11.6,1785.25,2.5,0.25,3.75,False,11,0.07
2010-09-23,2010,L,BULL,True,11.85,1783.75,11.5,-8.25,1.0,True,11,0.532
2010-09-24,2010,S,BULL,False,12.25,1795.5,4.0,-2.5,0.75,True,09,0.704
2010-09-28,2010,L,BULL,True,12.78,1793.75,2.25,3.0,7.25,False,12,0.112
2010-09-29,2010,S,BEAR,True,13.43,1793.25,6.25,-2.75,0.5,True,10,0.125
2010-09-29,2010,L,BULL,True,13.43,1796.5,5.5,-0.5,3.0,True,12,0.125
2010-09-30,2010,L,NEUTRAL,False,13.07,1792.0,2.0,-1.75,4.75,False,13,0.264
2010-10-01,2010,L,NEUTRAL,False,14.18,1796.25,6.75,1.0,0.25,True,09,0.545
2010-10-04,2010,S,BEAR,True,14.4,1785.25,4.75,-4.25,2.75,True,11,0.181
2010-10-05,2010,L,BULL,True,14.2,1804.75,0.25,5.25,9.0,False,10,0.489
2010-10-06,2010,S,NEUTRAL,False,14.5,1811.75,1.25,0.75,5.75,False,09,0.028
2010-10-06,2010,S,BEAR,True,14.5,1810.75,2.25,-0.25,4.75,False,10,0.028
2010-10-07,2010,S,BEAR,True,13.95,1808.25,4.0,-3.5,1.0,False,13,0.235
2010-10-08,2010,L,BULL,True,13.8,1810.5,4.0,5.0,8.5,False,09,0.041
2010-10-08,2010,S,BULL,False,13.8,1812.75,6.25,-2.75,0.5,True,10,0.041
2010-10-08,2010,L,NEUTRAL,False,13.8,1813.25,0.75,2.25,5.75,False,13,0.041
2010-10-11,2010,S,NEUTRAL,False,13.78,1817.0,2.25,-0.5,4.25,False,10,0.124
2010-10-12,2010,S,NEUTRAL,False,13.68,1812.25,11.75,-7.25,-1.0,True,09,0.234
2010-10-14,2010,L,BEAR,False,13.8,1822.75,5.25,5.5,1.25,True,11,0.068
2010-10-15,2010,L,NEUTRAL,False,12.88,1824.5,2.5,5.5,6.0,False,12,0.273
2010-10-18,2010,L,BULL,True,13.28,1830.25,1.75,3.5,7.0,False,10,0.123
2010-10-19,2010,S,BULL,False,12.75,1826.5,2.25,7.5,16.0,False,09,0.627
2010-10-19,2010,L,NEUTRAL,False,12.75,1826.75,16.25,-7.75,0.5,True,11,0.627
2010-10-20,2010,L,BULL,True,12.9,1831.75,3.5,-1.75,3.25,False,12,0.041
2010-10-21,2010,L,BULL,True,13.72,1839.5,17.25,-8.75,-0.5,True,10,0.232
2010-10-21,2010,S,NEUTRAL,False,13.72,1834.5,0.5,3.75,12.25,False,11,0.232
2010-10-21,2010,S,BEAR,True,13.72,1827.5,5.0,-3.25,0.25,True,13,0.232
2010-10-25,2010,S,BULL,False,13.62,1846.0,0.25,7.75,9.75,False,09,0.3
2010-10-25,2010,S,NEUTRAL,False,13.62,1842.0,1.25,3.75,5.75,False,10,0.3
2010-10-25,2010,S,BEAR,True,13.62,1842.75,0.5,4.5,6.5,False,10,0.3
2010-10-25,2010,S,BEAR,True,13.62,1839.75,3.5,1.5,3.5,False,12,0.3
2010-10-26,2010,L,BULL,True,14.07,1836.0,3.25,2.25,2.75,False,11,0.367
2010-10-26,2010,L,NEUTRAL,False,14.07,1834.0,1.25,4.25,4.75,False,13,0.367
2010-10-27,2010,S,BULL,False,13.32,1831.25,4.25,-2.75,8.5,True,09,0.49
2010-10-27,2010,S,BEAR,True,13.32,1827.75,7.75,-6.25,5.0,True,10,0.49
2010-10-28,2010,S,NEUTRAL,False,13.43,1833.75,3.5,-0.25,5.25,False,10,0.368
2010-10-28,2010,S,BEAR,True,13.43,1831.0,6.25,-3.0,0.0,True,12,0.368
2010-10-29,2010,S,NEUTRAL,False,13.43,1836.0,1.5,0.5,5.25,False,10,0.041
2010-11-01,2010,L,BULL,True,12.5,1844.5,15.75,-6.5,1.75,True,09,0.313
2010-11-03,2010,S,BEAR,True,12.12,1842.5,10.5,-10.25,5.0,True,12,0.041
2010-11-05,2010,S,NEUTRAL,False,11.7,1875.0,4.5,-2.25,0.0,True,09,0.0
2010-11-08,2010,S,BULL,False,11.85,1875.0,2.0,0.0,1.75,False,11,0.186
2010-11-09,2010,S,BEAR,True,11.4,1873.25,1.25,7.5,12.0,False,12,0.173
2010-11-10,2010,S,BULL,False,12.28,1862.0,10.0,-7.0,2.75,True,10,0.013
2010-11-12,2010,L,NEUTRAL,False,12.35,1860.5,14.0,-10.75,0.5,True,09,0.389
2010-11-16,2010,L,BEAR,False,12.6,1837.0,11.0,-7.0,0.75,True,09,0.419
2010-11-17,2010,S,NEUTRAL,False,13.78,1835.75,0.75,3.0,7.0,False,10,0.109
2010-11-18,2010,L,BULL,True,12.78,1851.5,3.0,1.5,2.5,False,10,0.587
2010-11-22,2010,S,NEUTRAL,False,13.1,1846.25,7.25,-6.0,8.75,True,10,0.324
2010-11-22,2010,S,BEAR,True,13.1,1846.5,7.0,-5.75,9.0,True,10,0.324
2010-11-22,2010,S,BEAR,True,13.1,1841.5,12.0,-10.75,0.0,True,12,0.324
2010-11-23,2010,L,BULL,True,13.97,1834.5,4.75,-1.75,3.5,True,09,0.783
2010-11-26,2010,L,NEUTRAL,False,12.18,1843.5,5.5,-5.25,1.75,True,10,0.728
2010-12-02,2010,L,BULL,True,11.9,1872.25,0.5,5.75,6.0,False,11,0.121
2010-12-03,2010,S,BEAR,True,12.55,1873.0,7.5,-5.75,1.75,True,09,0.346
2010-12-03,2010,S,NEUTRAL,False,12.55,1873.5,7.0,-5.25,1.0,True,11,0.346
2010-12-07,2010,L,BEAR,False,11.18,1885.25,8.25,-7.75,1.0,True,09,0.639
2010-12-08,2010,L,NEUTRAL,False,11.45,1879.75,2.25,3.75,4.5,False,11,0.12
2010-12-15,2010,S,BULL,False,10.03,1897.25,0.75,6.5,10.0,False,09,0.132
2010-12-15,2010,S,BEAR,True,10.03,1893.0,0.75,2.25,5.75,False,12,0.132
2010-12-31,2010,S,NEUTRAL,False,6.45,1911.5,4.75,-4.5,0.25,True,09,0.183
2011-01-04,2011,S,BEAR,True,6.38,1921.5,3.5,-2.5,0.75,True,13,0.247
2011-01-06,2011,L,NEUTRAL,False,7.3,1931.0,6.25,-2.5,0.0,True,09,0.065
2011-01-06,2011,L,NEUTRAL,False,7.3,1926.5,1.5,2.0,4.25,False,10,0.065
2011-01-07,2011,S,BEAR,True,7.67,1922.0,5.5,-3.75,1.5,True,12,0.104
2011-01-19,2011,S,BEAR,True,9.45,1940.5,1.0,2.75,7.0,False,12,0.243
2011-01-20,2011,L,BULL,True,9.78,1931.75,0.25,2.5,7.0,False,12,0.181
2011-01-21,2011,S,NEUTRAL,False,10.22,1942.25,0.25,3.5,5.25,False,10,0.478
2011-01-24,2011,S,NEUTRAL,False,9.55,1940.0,8.25,-7.25,0.25,True,09,0.064
2011-01-25,2011,S,NEUTRAL,False,9.65,1938.0,8.75,-7.75,0.0,True,13,0.27
2011-01-26,2011,S,BULL,False,9.97,1954.0,1.25,2.0,5.0,False,09,0.18
2011-01-28,2011,L,BEAR,False,10.07,1945.5,16.5,-16.5,0.5,True,09,0.09
2011-01-31,2011,L,BEAR,False,11.68,1933.0,1.0,8.25,9.25,False,09,0.311
2011-01-31,2011,L,BULL,True,11.68,1938.75,2.75,2.5,3.5,False,13,0.311
2011-02-01,2011,S,NEUTRAL,False,12.5,1952.75,11.75,-8.0,-0.25,True,09,0.399
2011-02-03,2011,S,BEAR,True,12.15,1955.25,9.0,-6.5,0.75,True,10,0.077
2011-02-07,2011,S,BULL,False,12.38,1977.75,0.75,3.5,6.0,False,10,0.153
2011-02-10,2011,S,BULL,False,12.22,1974.5,4.5,-2.75,2.0,True,09,0.379
2011-02-11,2011,S,BULL,False,12.68,1978.75,8.5,-7.25,0.5,True,09,0.253
2011-02-14,2011,S,NEUTRAL,False,11.32,1986.5,3.25,0.25,3.5,False,09,0.076
2011-02-14,2011,S,NEUTRAL,False,11.32,1987.5,2.25,1.25,1.5,False,11,0.076
2011-02-16,2011,S,BULL,False,9.9,1990.5,3.25,-1.0,1.5,True,12,0.202
2011-02-17,2011,L,NEUTRAL,False,10.25,1990.75,0.25,5.5,7.75,False,09,0.138
2011-02-18,2011,S,BULL,False,9.93,1999.25,2.25,-2.25,4.5,False,10,0.088
2011-02-22,2011,L,BULL,True,9.57,1990.0,21.25,-17.5,1.0,True,09,0.176
2011-02-22,2011,S,BEAR,True,9.57,1974.25,1.75,1.75,5.5,False,13,0.176
2011-02-23,2011,L,NEUTRAL,False,11.07,1969.75,13.75,-6.0,1.0,True,10,0.038
2011-02-24,2011,S,NEUTRAL,False,11.95,1964.0,3.0,3.25,13.0,False,10,0.038
2011-02-24,2011,S,BEAR,True,11.95,1958.5,8.5,-2.25,7.5,True,11,0.038
2011-02-24,2011,L,BEAR,False,11.95,1956.5,5.5,4.25,-0.25,True,12,0.038
2011-02-25,2011,S,BULL,False,12.5,1975.0,3.5,-2.25,4.25,False,09,0.421
2011-02-28,2011,S,NEUTRAL,False,11.97,1985.5,2.0,0.5,7.75,False,09,0.253
2011-02-28,2011,S,BEAR,True,11.97,1980.25,7.25,-4.75,0.0,True,13,0.253
2011-03-01,2011,S,BEAR,True,12.28,1974.25,1.0,14.75,15.0,False,11,0.252
2011-03-02,2011,S,BEAR,True,14.88,1968.0,2.75,3.5,5.5,False,11,0.102
2011-03-03,2011,L,BEAR,False,15.25,1980.5,1.25,7.75,10.0,False,09,0.687
2011-03-03,2011,L,NEUTRAL,False,15.25,1983.5,0.75,4.75,7.0,False,10,0.687
2011-03-07,2011,L,NEUTRAL,False,16.68,1983.75,22.5,-16.5,0.25,True,09,0.215
2011-03-08,2011,L,NEUTRAL,False,18.12,1974.75,0.25,4.0,9.5,False,10,0.152
2011-03-09,2011,L,BULL,True,17.68,1976.75,3.25,-3.0,3.25,False,12,0.088
2011-03-10,2011,L,NEUTRAL,False,16.98,1954.5,3.25,-1.75,5.75,False,12,0.494
2011-03-11,2011,L,NEUTRAL,False,16.52,1953.25,0.75,11.75,14.0,False,10,0.192
2011-03-11,2011,L,BULL,True,16.52,1959.5,2.5,5.5,7.75,False,12,0.192
2011-03-11,2011,S,BULL,False,16.52,1960.5,6.75,-4.5,0.0,True,13,0.192
2011-03-15,2011,S,BULL,False,17.8,1940.5,9.75,-1.5,5.75,True,11,1.75
2011-03-16,2011,S,BULL,False,17.48,1940.0,2.75,18.25,30.25,False,09,0.18
2011-03-16,2011,S,NEUTRAL,False,17.48,1934.0,0.25,12.25,24.25,False,10,0.18
2011-03-17,2011,L,NEUTRAL,False,19.55,1937.75,9.75,-2.75,3.0,True,09,0.794
2011-03-21,2011,S,BULL,False,19.07,1961.75,0.75,2.25,5.0,False,10,0.773
2011-03-21,2011,L,NEUTRAL,False,19.07,1959.5,2.75,0.0,1.75,False,13,0.773
2011-03-22,2011,S,NEUTRAL,False,17.48,1959.75,1.0,5.25,5.75,False,09,0.0
2011-03-22,2011,L,BEAR,False,17.48,1955.25,1.25,-0.75,4.25,False,10,0.0
2011-03-23,2011,L,NEUTRAL,False,16.23,1946.25,0.5,12.25,16.25,False,09,0.153
2011-03-24,2011,S,BULL,False,16.73,1968.75,4.5,-3.0,2.25,False,10,0.396
2011-03-25,2011,L,BULL,True,16.85,1979.0,4.25,-1.75,0.75,False,11,0.139
2011-03-29,2011,L,BULL,True,15.82,1976.25,0.25,6.5,8.0,False,11,0.114
2011-03-30,2011,L,BEAR,False,14.72,1986.75,0.5,3.5,7.5,False,09,0.252
2011-03-31,2011,L,BEAR,False,12.25,1988.75,1.75,-0.5,3.5,False,10,0.1
2011-04-04,2011,L,NEUTRAL,False,11.0,1995.0,3.75,0.75,1.25,True,09,0.15
2011-04-08,2011,L,BEAR,False,10.2,1995.75,10.5,-5.0,1.25,True,09,0.313
2011-04-11,2011,L,BEAR,False,10.97,1991.25,7.75,-4.75,4.0,True,09,0.075
2011-04-15,2011,L,NEUTRAL,False,11.65,1979.0,2.0,6.5,6.75,False,09,0.139
2011-04-18,2011,L,NEUTRAL,False,11.68,1961.75,5.0,5.75,-0.25,True,09,0.894
2011-04-21,2011,S,BEAR,True,12.12,1998.75,1.75,1.5,1.75,False,09,0.238
2011-04-27,2011,L,BEAR,False,10.18,2008.25,1.5,10.25,12.5,False,09,0.274
2011-05-02,2011,L,BULL,True,9.55,2031.25,10.0,-7.0,-0.75,True,10,0.111
2011-05-03,2011,S,BEAR,True,9.82,2020.0,3.5,1.5,-0.25,True,10,0.148
2011-05-03,2011,L,NEUTRAL,False,9.82,2019.5,7.25,-1.0,0.5,True,11,0.148
2011-05-04,2011,S,BEAR,True,9.62,2010.5,3.5,1.0,6.5,True,09,0.012
2011-05-04,2011,S,BEAR,True,9.62,2008.25,5.75,-1.25,4.25,True,11,0.012
2011-05-04,2011,S,BEAR,True,9.62,2005.75,8.25,-3.75,0.5,True,11,0.012
2011-05-04,2011,L,BULL,True,9.62,2008.75,0.75,0.75,5.25,False,13,0.012
2011-05-05,2011,L,NEUTRAL,False,10.18,2002.25,10.5,-0.75,0.0,True,10,0.348
2011-05-06,2011,L,BULL,True,11.4,2014.5,16.25,-13.0,0.5,True,11,0.475
2011-05-06,2011,S,BEAR,True,11.4,2004.75,3.0,3.25,6.5,False,12,0.475
2011-05-09,2011,S,BEAR,True,12.88,2003.25,9.5,-5.75,0.25,True,09,0.1
2011-05-10,2011,L,BULL,True,13.35,2016.0,1.5,4.25,7.0,False,10,0.212
2011-05-10,2011,S,NEUTRAL,False,13.35,2017.25,5.75,-3.0,2.75,True,11,0.212
2011-05-11,2011,L,BEAR,False,13.3,2013.75,14.25,-8.5,2.0,True,09,0.099
2011-05-12,2011,S,NEUTRAL,False,13.82,2001.0,14.25,-13.25,0.25,True,10,0.15
2011-05-13,2011,L,BEAR,False,14.93,2010.5,13.5,-9.75,0.0,True,09,0.05
2011-05-13,2011,S,BEAR,True,14.93,2001.75,3.25,1.0,2.75,False,12,0.05
2011-05-17,2011,S,BEAR,True,16.27,1987.25,6.75,-4.5,2.25,True,11,0.163
2011-05-17,2011,S,BULL,False,16.27,1990.0,4.0,-1.75,2.75,False,12,0.163
2011-05-18,2011,L,NEUTRAL,False,16.4,1998.5,0.25,6.5,8.5,False,11,0.113
2011-05-19,2011,L,BULL,True,16.48,2006.5,3.75,1.75,2.25,False,13,0.224
2011-05-20,2011,S,BEAR,True,15.62,1998.25,8.5,3.25,0.25,True,10,0.162
2011-05-20,2011,S,BEAR,True,15.62,2000.0,6.75,5.0,2.0,True,10,0.162
2011-05-20,2011,L,NEUTRAL,False,15.62,2002.25,8.75,-7.25,0.25,True,13,0.162
2011-05-23,2011,S,NEUTRAL,False,14.95,1981.25,5.0,0.0,2.25,True,11,0.677
2011-05-24,2011,S,NEUTRAL,False,14.7,1986.75,2.0,7.0,8.5,False,09,0.24
2011-05-24,2011,S,BEAR,True,14.7,1981.25,4.0,1.5,3.0,False,11,0.24
2011-05-24,2011,L,BULL,True,14.7,1982.5,4.0,-2.75,2.75,False,13,0.24
2011-05-25,2011,S,BULL,False,14.65,1984.25,6.75,1.25,1.25,True,10,0.215
2011-05-26,2011,S,BULL,False,14.3,1984.75,9.25,-8.5,1.0,True,11,0.076
2011-05-27,2011,L,NEUTRAL,False,13.8,1998.0,4.5,-1.5,0.5,True,11,0.1
2011-06-02,2011,S,BULL,False,12.62,1975.5,7.5,-3.25,0.25,True,11,0.063
2011-06-06,2011,S,BEAR,True,12.82,1959.0,3.75,7.25,0.0,True,10,0.0
2011-06-08,2011,S,BULL,False,13.65,1951.5,1.5,7.75,8.75,False,10,0.128
2011-06-08,2011,S,NEUTRAL,False,13.65,1946.0,4.0,2.25,0.5,True,13,0.128
2011-06-09,2011,L,NEUTRAL,False,13.1,1953.5,0.5,0.5,7.0,False,10,0.257
2011-06-10,2011,L,BEAR,False,13.1,1940.25,6.75,-4.0,1.25,True,09,0.23
2011-06-13,2011,S,BEAR,True,14.1,1941.0,2.0,3.25,10.25,False,09,0.155
2011-06-13,2011,S,NEUTRAL,False,14.1,1937.75,5.25,0.0,-0.5,True,12,0.155
2011-06-14,2011,L,BEAR,False,15.1,1952.5,0.75,2.75,5.75,False,10,0.593
2011-06-16,2011,S,BULL,False,13.82,1938.75,1.5,3.75,15.25,False,09,0.039
2011-06-17,2011,L,NEUTRAL,False,14.22,1942.5,9.75,-5.5,2.25,True,09,0.568
2011-06-20,2011,L,BULL,True,14.22,1944.5,3.75,0.0,1.75,False,11,0.207
2011-06-21,2011,L,BULL,True,14.12,1959.0,1.5,-0.5,5.0,False,12,0.309
2011-06-22,2011,L,BULL,True,14.35,1960.25,9.5,-9.5,4.25,True,11,0.064
2011-06-23,2011,S,NEUTRAL,False,14.75,1932.5,18.0,-16.25,4.25,True,09,0.641
2011-06-24,2011,L,BEAR,False,15.47,1938.25,5.75,-3.25,3.0,True,09,0.038
2011-06-27,2011,L,BULL,True,15.57,1942.75,2.25,5.25,8.5,False,09,0.026
2011-06-29,2011,S,NEUTRAL,False,16.93,1970.75,6.0,-5.0,-0.5,True,09,0.153
2011-06-30,2011,S,NEUTRAL,False,16.2,1984.75,4.0,-1.25,1.75,False,09,0.127
2011-07-05,2011,S,BULL,False,15.53,2004.25,4.0,-3.25,3.75,False,10,0.037
2011-07-05,2011,L,BULL,True,15.53,2004.75,4.25,2.75,3.5,False,13,0.037
2011-07-07,2011,S,NEUTRAL,False,14.38,2018.5,5.5,-4.5,1.75,True,09,0.561
2011-07-08,2011,L,NEUTRAL,False,13.0,2003.5,3.0,9.5,10.25,False,09,0.89
2011-07-12,2011,L,BULL,True,12.22,1985.75,5.75,-4.0,8.75,True,09,0.327
2011-07-14,2011,L,BEAR,False,12.43,1991.75,18.5,-13.5,-0.25,True,09,0.227
2011-07-14,2011,L,NEUTRAL,False,12.43,1979.25,5.75,-1.0,1.25,True,13,0.227
2011-07-15,2011,S,BEAR,True,13.35,1978.75,8.0,-7.0,0.25,True,10,0.253
2011-07-18,2011,L,NEUTRAL,False,12.28,1969.25,6.75,2.25,1.5,True,09,0.415
2011-07-19,2011,L,BULL,True,13.72,1989.25,0.5,3.5,6.25,False,13,0.418
2011-07-20,2011,S,NEUTRAL,False,14.55,1995.0,2.25,2.25,3.5,False,10,0.213
2011-07-21,2011,L,BULL,True,14.28,2009.0,3.25,5.0,5.75,False,10,0.376
2011-07-22,2011,S,NEUTRAL,False,15.12,2010.0,4.0,-2.0,1.75,False,10,0.112
2011-07-25,2011,S,BULL,False,14.8,2006.75,4.75,2.25,0.5,True,10,0.621
2011-07-26,2011,L,BULL,True,14.62,2004.25,7.25,-6.75,0.75,True,13,0.037
2011-07-27,2011,S,BULL,False,14.12,1984.25,3.25,13.5,15.0,False,10,0.25
2011-07-28,2011,S,BULL,False,14.75,1977.75,6.5,9.0,1.75,True,09,0.076
2011-07-29,2011,S,BULL,False,14.4,1959.25,12.75,-4.5,2.5,True,09,0.66
2011-07-29,2011,L,NEUTRAL,False,14.4,1965.5,9.0,-1.75,2.0,True,13,0.66
2011-08-01,2011,L,NEUTRAL,False,15.38,1952.75,11.25,-1.75,0.5,True,09,0.547
2011-08-02,2011,S,BEAR,True,17.15,1941.5,1.25,22.75,23.5,False,11,0.333
2011-08-02,2011,S,NEUTRAL,False,17.15,1934.5,1.25,15.75,16.5,False,13,0.333
2011-08-03,2011,L,BULL,True,18.88,1924.0,6.25,1.5,0.0,True,13,0.221
2011-08-04,2011,S,BEAR,True,20.9,1893.25,6.25,22.25,1.0,True,11,0.779
2011-08-05,2011,L,BEAR,False,23.98,1852.25,17.75,16.5,2.0,True,10,0.668
2011-08-08,2011,S,BEAR,True,28.2,1828.5,10.75,45.5,-0.25,True,10,1.793
2011-08-09,2011,L,NEUTRAL,False,33.73,1811.75,43.5,31.0,8.75,True,09,1.332
2011-08-09,2011,S,BULL,False,33.73,1819.25,27.5,-23.5,51.0,True,11,1.332
2011-08-10,2011,L,BEAR,False,40.62,1801.75,16.75,-6.75,26.75,True,09,1.302
2011-08-10,2011,L,BULL,True,40.62,1818.25,33.25,-23.25,-1.0,True,13,1.302
2011-08-11,2011,S,BULL,False,42.62,1813.5,41.75,-25.75,0.0,True,09,0.181
2011-08-12,2011,S,BEAR,True,46.95,1850.0,8.0,1.75,9.0,False,09,0.584
2011-08-15,2011,S,BULL,False,46.65,1867.0,6.0,-0.75,11.25,False,09,0.514
