Date,sleeve,dir,net,cr0,ps0,hvl0,gw0,cr,ps,hvl,d1_min,d1_max,o,c,hi,lo,rw0,d1w,dh0,qb,qc,outside
2026-02-18,WT,S,382.5,6900.0,6875.0,6875.0,6900.0,7000.0,6800.0,6900.0,6822.92,6961.08,6984.75,7004.25,7036.75,6972.5,25.0,138.15999999999985,109.75,Q1 near hvl0,Q1 narrow,True
2026-02-23,FADE,S,-217.5,6900.0,6850.0,6875.0,6900.0,6950.0,6800.0,6875.0,6783.65,6932.85,7019.0,6969.0,7041.25,6943.75,50.0,149.20000000000073,144.0,Q1 near hvl0,Q1 narrow,True
2026-02-25,WT,L,532.5,7000.0,6850.0,6900.0,7000.0,7000.0,6800.0,6900.0,6916.33,7034.67,7041.5,7072.75,7076.75,7040.75,150.0,118.34000000000015,141.5,Q1 near hvl0,Q4 wide,True
2026-02-25,WT,L,507.5,7000.0,6850.0,6900.0,7000.0,7000.0,6800.0,6900.0,6916.33,7034.67,7041.5,7072.75,7076.75,7040.75,150.0,118.34000000000015,141.5,Q1 near hvl0,Q4 wide,True
2026-03-04,WT,L,-80.0,7075.0,6800.0,6850.0,7075.0,6950.0,6700.0,6875.0,6805.65,6952.35,6949.75,6989.5,7005.0,6928.75,275.0,146.70000000000073,99.75,Q1 near hvl0,Q4 wide,False
2026-03-05,WT,S,170.0,6860.0,6825.0,6855.0,6860.0,6950.0,6700.0,6855.0,6740.67,6908.83,6953.25,6939.5,6988.5,6888.0,35.0,168.15999999999985,98.25,Q1 near hvl0,Q1 narrow,True
2026-03-13,FADE,S,-217.5,6960.0,6500.0,6875.0,6960.0,7000.0,6500.0,6875.0,6580.45,6769.55,6817.5,6742.0,6848.5,6738.0,460.0,189.10000000000036,57.5,Q1 near hvl0,Q4 wide,False
2026-03-17,WT,S,20.0,6830.0,6550.0,6825.0,6830.0,7000.0,6500.0,6800.0,6696.97,6851.53,6849.0,6835.5,6869.75,6825.5,280.0,154.5599999999995,24.0,Q1 near hvl0,Q4 wide,True
2026-04-07,WT,L,-1492.5,6725.0,6500.0,6615.0,6725.0,6800.0,6500.0,6615.0,6578.69,6748.31,6690.75,6724.0,6726.0,6634.0,225.0,169.6200000000008,75.75,Q1 near hvl0,Q4 wide,False
2026-04-09,WT,L,-392.5,6900.0,6775.0,6805.0,6900.0,6900.0,6500.0,6705.0,6793.38,6928.12,6874.0,6920.5,6937.25,6863.0,125.0,134.73999999999978,69.0,Q1 near hvl0,Q3,False
2026-04-10,WT,S,-267.5,6900.0,6750.0,6795.0,6900.0,6900.0,6500.0,6705.0,6797.71,6929.79,6936.25,6917.5,6944.25,6907.5,150.0,132.07999999999993,141.25,Q1 near hvl0,Q4 wide,True
2026-04-13,WT,L,1932.5,6950.0,6850.0,6870.0,6950.0,7000.0,6500.0,6770.0,6862.67,6992.33,6896.0,6984.5,6986.75,6887.75,100.0,129.65999999999985,26.0,Q1 near hvl0,Q3,False
2026-04-15,WT,L,820.0,7080.0,7025.0,7050.0,7080.0,7100.0,6500.0,6870.0,6992.87,7123.63,7075.5,7117.25,7125.75,7065.25,55.0,130.76000000000022,25.5,Q1 near hvl0,Q2,False
2026-04-15,WT,L,507.5,7080.0,7025.0,7050.0,7080.0,7100.0,6500.0,6870.0,6992.87,7123.63,7075.5,7117.25,7125.75,7065.25,55.0,130.76000000000022,25.5,Q1 near hvl0,Q2,False
2026-04-20,WT,S,-555.0,7200.0,7100.0,7120.0,7200.0,7200.0,7030.0,7120.0,7083.59,7220.41,7209.5,7207.75,7220.75,7182.75,100.0,136.8199999999997,89.5,Q1 near hvl0,Q3,True
2026-04-21,WT,S,432.5,7200.0,7030.0,7125.0,7200.0,7200.0,7030.0,7115.0,7052.76,7191.74,7223.75,7186.0,7233.75,7146.25,170.0,138.97999999999956,98.75,Q1 near hvl0,Q4 wide,True
2026-04-21,WT,S,257.5,7200.0,7030.0,7125.0,7200.0,7200.0,7030.0,7115.0,7052.76,7191.74,7223.75,7186.0,7233.75,7146.25,170.0,138.97999999999956,98.75,Q1 near hvl0,Q4 wide,True
2026-04-22,WT,L,145.0,7200.0,7075.0,7140.0,7200.0,7200.0,7000.0,7120.0,7095.66,7233.34,7211.5,7225.0,7234.25,7202.0,125.0,137.6800000000003,71.5,Q1 near hvl0,Q3,True
2026-04-27,WT,S,-630.0,7250.0,7170.0,7190.0,7250.0,7250.0,7170.0,7185.0,7136.68,7273.82,7247.5,7266.0,7272.5,7238.25,80.0,137.13999999999942,57.5,Q1 near hvl0,Q3,False
2026-04-27,WT,L,370.0,7250.0,7170.0,7190.0,7250.0,7250.0,7170.0,7185.0,7136.68,7273.82,7247.5,7266.0,7272.5,7238.25,80.0,137.13999999999942,57.5,Q1 near hvl0,Q3,False
2026-04-29,WT,S,-855.0,7200.0,7125.0,7155.0,7200.0,7200.0,6900.0,7145.0,7071.32,7211.68,7224.5,7199.0,7252.0,7196.5,75.0,140.36000000000058,69.5,Q1 near hvl0,Q2,True
2026-04-29,WT,S,-855.0,7200.0,7125.0,7155.0,7200.0,7200.0,6900.0,7145.0,7071.32,7211.68,7224.5,7199.0,7252.0,7196.5,75.0,140.36000000000058,69.5,Q1 near hvl0,Q2,True
2026-04-29,WT,S,-855.0,7200.0,7125.0,7155.0,7200.0,7200.0,6900.0,7145.0,7071.32,7211.68,7224.5,7199.0,7252.0,7196.5,75.0,140.36000000000058,69.5,Q1 near hvl0,Q2,True
2026-05-04,WT,S,-892.5,7245.0,7200.0,7230.0,7245.0,7300.0,7175.0,7220.0,7156.45,7294.05,7311.75,7286.5,7332.25,7260.75,45.0,137.60000000000036,81.75,Q1 near hvl0,Q1 narrow,True
2026-05-07,WT,L,-917.5,7425.0,7300.0,7365.0,7425.0,7400.0,7275.0,7345.0,7284.51,7419.99,7460.5,7430.75,7471.25,7406.75,125.0,135.47999999999956,95.5,Q1 near hvl0,Q3,True
2026-05-07,WT,S,-917.5,7425.0,7300.0,7365.0,7425.0,7400.0,7275.0,7345.0,7284.51,7419.99,7460.5,7430.75,7471.25,7406.75,125.0,135.47999999999956,95.5,Q1 near hvl0,Q3,True
2026-05-13,WT,L,2170.0,7500.0,7450.0,7475.0,7500.0,7500.0,7000.0,7365.0,7406.01,7545.99,7490.5,7533.75,7545.0,7460.25,50.0,139.97999999999956,15.5,Q1 near hvl0,Q1 narrow,False
2026-05-13,WT,L,1832.5,7500.0,7450.0,7475.0,7500.0,7500.0,7000.0,7365.0,7406.01,7545.99,7490.5,7533.75,7545.0,7460.25,50.0,139.97999999999956,15.5,Q1 near hvl0,Q1 narrow,False
2026-05-13,WT,L,170.0,7500.0,7450.0,7475.0,7500.0,7500.0,7000.0,7365.0,7406.01,7545.99,7490.5,7533.75,7545.0,7460.25,50.0,139.97999999999956,15.5,Q1 near hvl0,Q1 narrow,False
2026-05-18,WT,L,-917.5,7460.0,7350.0,7430.0,7460.0,7500.0,7350.0,7425.0,7351.69,7488.81,7499.75,7483.25,7515.5,7434.75,110.0,137.1200000000008,69.75,Q1 near hvl0,Q3,True
2026-05-20,WT,L,282.5,7500.0,7350.0,7420.0,7500.0,7500.0,7200.0,7405.0,7359.33,7507.17,7456.25,7509.25,7519.25,7438.0,150.0,147.84000000000015,36.25,Q1 near hvl0,Q4 wide,False
2026-05-22,FADE,S,-217.5,7590.0,7400.0,7405.0,7590.0,7600.0,7200.0,7395.0,7419.65,7548.85,7558.0,7555.5,7585.25,7540.0,190.0,129.20000000000073,153.0,Q2,Q4 wide,False
2026-05-28,WT,L,732.5,7600.0,7585.0,7510.0,7600.0,7600.0,7300.0,7495.0,7527.43,7648.07,7596.5,7650.75,7651.25,7586.5,15.0,120.63999999999942,86.5,Q1 near hvl0,Q1 narrow,False
2026-05-28,WT,L,457.5,7600.0,7585.0,7510.0,7600.0,7600.0,7300.0,7495.0,7527.43,7648.07,7596.5,7650.75,7651.25,7586.5,15.0,120.63999999999942,86.5,Q1 near hvl0,Q1 narrow,False
2026-06-01,WT,L,-505.0,7650.0,7550.0,7600.0,7650.0,7650.0,7550.0,7595.0,7547.66,7669.34,7644.25,7677.0,7693.5,7637.5,100.0,121.68000000000029,44.25,Q1 near hvl0,Q3,False
2026-06-03,WT,S,557.5,7600.0,7550.0,7575.0,7600.0,7600.0,7500.0,7575.0,7486.12,7608.88,7669.75,7628.5,7676.0,7623.75,50.0,122.76000000000022,94.75,Q1 near hvl0,Q1 narrow,True
2026-06-16,WT,S,1570.0,7700.0,7490.0,7575.0,7700.0,7700.0,7200.0,7515.0,7518.48,7647.52,7627.75,7582.0,7636.75,7581.25,210.0,129.04000000000087,52.75,Q1 near hvl0,Q4 wide,False
2026-06-17,WT,S,4132.5,7470.0,7490.0,7570.0,7470.0,7800.0,7250.0,7545.0,7440.86,7581.14,7595.75,7492.5,7604.25,7472.25,-20.0,140.28000000000065,25.75,Q1 near hvl0,Q1 narrow,True
2026-06-22,WT,S,-417.5,7580.0,7540.0,7550.0,7580.0,7700.0,7400.0,7545.0,7471.6,7609.9,7573.25,7545.5,7599.25,7527.25,40.0,138.29999999999927,23.25,Q1 near hvl0,Q1 narrow,False
2026-06-24,WT,S,-1280.0,7500.0,7450.0,7450.0,7500.0,7600.0,7400.0,7490.0,7405.53,7549.47,7447.25,7463.5,7496.5,7404.25,50.0,143.9400000000005,2.75,Q1 near hvl0,Q1 narrow,True
2026-06-24,WT,S,-1280.0,7500.0,7450.0,7450.0,7500.0,7600.0,7400.0,7490.0,7405.53,7549.47,7447.25,7463.5,7496.5,7404.25,50.0,143.9400000000005,2.75,Q1 near hvl0,Q1 narrow,True
2026-07-01,WT,L,-1217.5,7610.0,7525.0,7525.0,7610.0,7600.0,7400.0,7525.0,7462.13,7603.37,7532.25,7535.25,7579.0,7505.75,85.0,141.23999999999978,7.25,Q1 near hvl0,Q3,False
2026-07-01,WT,S,1057.5,7610.0,7525.0,7525.0,7610.0,7600.0,7400.0,7525.0,7462.13,7603.37,7532.25,7535.25,7579.0,7505.75,85.0,141.23999999999978,7.25,Q1 near hvl0,Q3,False
2026-07-02,WT,S,282.5,7600.0,7525.0,7525.0,7600.0,7600.0,7400.0,7525.0,7462.24,7583.76,7555.25,7524.25,7593.75,7479.5,75.0,121.52000000000044,30.25,Q1 near hvl0,Q2,False
2026-07-02,WT,S,-1130.0,7600.0,7525.0,7525.0,7600.0,7600.0,7400.0,7525.0,7462.24,7583.76,7555.25,7524.25,7593.75,7479.5,75.0,121.52000000000044,30.25,Q1 near hvl0,Q2,False
2026-07-06,WT,L,832.5,7600.0,7500.0,7545.0,7600.0,7600.0,7500.0,7515.0,7535.52,7657.98,7564.75,7596.5,7602.5,7552.5,100.0,122.45999999999913,19.75,Q1 near hvl0,Q3,False
2026-07-06,WT,L,470.0,7600.0,7500.0,7545.0,7600.0,7600.0,7500.0,7515.0,7535.52,7657.98,7564.75,7596.5,7602.5,7552.5,100.0,122.45999999999913,19.75,Q1 near hvl0,Q3,False
2026-07-07,FADE,S,-217.5,7550.0,7525.0,7545.0,7550.0,7600.0,7500.0,7545.0,7488.47,7615.03,7580.5,7552.0,7587.5,7529.5,25.0,126.55999999999949,35.5,Q1 near hvl0,Q1 narrow,True
