dir,regime,with_trend,adr,mae_pts,eod_move,fill_hour,entry_px,Date,yr,gap,sma20,skip_after,net
L,NEUTRAL,False,39.08,5.0,22.0,09,5663.75,2024-02-22,2024,1.24,5565.625,False,1082.5
L,BEAR,False,41.42,25.5,-20.5,09,5709.25,2024-02-23,2024,0.347,5575.6875,False,-642.5
S,BULL,False,43.02,1.75,24.25,09,5694.25,2024-02-26,2024,0.11,5584.4625,False,1195.0
L,NEUTRAL,False,43.02,18.0,-17.0,11,5687.0,2024-02-26,2024,0.11,5584.4625,False,-667.5
S,BEAR,True,43.02,3.5,12.5,13,5682.5,2024-02-26,2024,0.11,5584.4625,False,607.5
L,BULL,True,42.83,11.5,13.25,09,5669.75,2024-02-27,2024,0.137,5592.675,False,645.0
S,BULL,False,42.83,10.25,-9.5,13,5673.5,2024-02-27,2024,0.137,5592.675,False,-492.5
S,BULL,False,41.98,1.75,14.0,10,5676.75,2024-02-28,2024,0.343,5599.7125,False,682.5
S,BEAR,True,38.73,21.75,-7.25,09,5684.0,2024-02-29,2024,0.468,5606.0375,False,-592.5
S,BEAR,True,38.73,29.0,-14.5,11,5676.75,2024-02-29,2024,0.468,5606.0375,False,-592.5
L,BEAR,False,38.42,3.25,35.25,09,5697.0,2024-03-01,2024,0.101,5617.4375,False,1745.0
L,NEUTRAL,False,38.42,3.75,24.75,09,5707.5,2024-03-01,2024,0.101,5617.4375,False,1220.0
L,BEAR,False,38.42,0.5,17.25,11,5715.0,2024-03-01,2024,0.101,5617.4375,False,845.0
L,BULL,True,38.42,1.0,7.0,12,5725.25,2024-03-01,2024,0.101,5617.4375,False,332.5
L,BULL,True,39.55,6.75,-6.25,10,5732.25,2024-03-04,2024,0.092,5627.275,False,-330.0
L,BULL,True,39.55,10.5,-10.0,12,5736.0,2024-03-04,2024,0.092,5627.275,False,-517.5
S,BULL,False,39.55,14.0,9.0,13,5735.0,2024-03-04,2024,0.092,5627.275,False,-605.0
L,BEAR,False,37.73,30.5,-3.0,09,5684.75,2024-03-05,2024,0.319,5635.0875,False,-580.0
L,NEUTRAL,False,37.73,31.5,-4.0,11,5685.75,2024-03-05,2024,0.319,5635.0875,False,-580.0
S,BEAR,True,37.52,23.75,-1.75,09,5702.0,2024-03-06,2024,0.506,5641.65,False,-580.0
S,BULL,False,37.52,1.25,19.75,11,5723.5,2024-03-06,2024,0.506,5641.65,False,970.0
S,BEAR,True,37.52,8.75,-3.5,13,5700.25,2024-03-06,2024,0.506,5641.65,False,-192.5
S,BEAR,True,37.52,8.5,-4.5,13,5699.25,2024-03-06,2024,0.506,5641.65,False,-242.5
S,NEUTRAL,False,37.27,19.0,-4.0,09,5742.75,2024-03-07,2024,0.535,5648.825,False,-580.0
L,BULL,True,37.27,3.75,-0.25,11,5747.0,2024-03-07,2024,0.535,5648.825,False,-30.0
L,BULL,True,37.27,11.25,-7.75,13,5754.5,2024-03-07,2024,0.535,5648.825,False,-580.0
L,BEAR,False,35.45,65.25,-53.5,09,5778.25,2024-03-08,2024,0.165,5655.875,False,-555.0
L,BULL,True,39.9,26.25,7.75,10,5760.75,2024-03-12,2024,0.324,5665.825,False,-617.5
L,NEUTRAL,False,39.9,20.75,13.25,11,5755.25,2024-03-12,2024,0.324,5665.825,False,-617.5
S,BEAR,True,39.9,35.5,-30.25,12,5738.25,2024-03-12,2024,0.324,5665.825,False,-617.5
L,NEUTRAL,False,44.02,18.0,0.25,09,5762.5,2024-03-13,2024,0.03,5672.9875,True,-680.0
S,NEUTRAL,False,44.02,11.75,-1.5,10,5761.25,2024-03-13,2024,0.03,5672.9875,True,-92.5
S,BULL,False,44.95,2.75,3.5,09,5748.25,2024-03-14,2024,0.074,5683.025,False,157.5
L,NEUTRAL,False,44.95,29.0,0.75,13,5744.0,2024-03-14,2024,0.074,5683.025,False,-692.5
S,NEUTRAL,False,45.85,10.0,-3.5,12,5707.5,2024-03-15,2024,0.553,5689.7875,False,-192.5
S,NEUTRAL,False,44.45,2.0,20.0,09,5762.5,2024-03-18,2024,0.727,5693.4,False,982.5
L,NEUTRAL,False,45.1,1.5,42.75,09,5725.0,2024-03-19,2024,0.17,5700.1875,False,2120.0
L,BULL,True,45.1,1.0,26.0,11,5741.75,2024-03-19,2024,0.17,5700.1875,False,1282.5
S,BULL,False,45.1,9.5,-5.5,13,5762.25,2024-03-19,2024,0.17,5700.1875,False,-292.5
L,NEUTRAL,False,44.2,6.0,55.75,09,5766.0,2024-03-20,2024,0.004,5709.6625,False,2770.0
L,BULL,True,44.2,11.5,50.25,10,5771.5,2024-03-20,2024,0.004,5709.6625,False,2495.0
L,BEAR,False,44.2,4.25,33.25,13,5788.5,2024-03-20,2024,0.004,5709.6625,False,1645.0
L,BULL,True,46.8,16.75,-10.0,09,5843.75,2024-03-21,2024,0.356,5721.5375,False,-717.5
S,BEAR,True,46.8,1.75,8.25,12,5842.0,2024-03-21,2024,0.356,5721.5375,False,395.0
L,BEAR,False,46.8,9.75,-3.0,13,5836.75,2024-03-21,2024,0.356,5721.5375,False,-167.5
S,NEUTRAL,False,45.35,10.25,6.0,09,5822.75,2024-03-22,2024,0.094,5728.9375,False,282.5
S,BEAR,True,45.35,10.5,5.75,10,5822.5,2024-03-22,2024,0.094,5728.9375,False,270.0
S,BULL,False,37.92,2.75,20.5,09,5818.75,2024-03-26,2024,0.207,5742.0875,False,1007.5
S,BULL,False,37.92,2.0,19.75,10,5818.0,2024-03-26,2024,0.207,5742.0875,False,970.0
S,BEAR,True,37.92,1.0,16.75,13,5815.0,2024-03-26,2024,0.207,5742.0875,False,820.0
L,BEAR,False,34.4,3.75,36.75,09,5801.5,2024-03-27,2024,0.375,5747.85,False,1820.0
L,NEUTRAL,False,34.4,3.25,32.25,12,5806.0,2024-03-27,2024,0.375,5747.85,False,1595.0
L,NEUTRAL,False,34.4,6.25,29.25,13,5809.0,2024-03-27,2024,0.375,5747.85,False,1445.0
S,BULL,False,35.85,9.25,5.25,09,5838.75,2024-03-28,2024,0.03,5756.625,False,245.0
S,NEUTRAL,False,35.85,12.0,2.5,13,5836.0,2024-03-28,2024,0.03,5756.625,False,-555.0
S,BEAR,True,32.4,5.5,0.75,10,5822.25,2024-04-01,2024,0.09,5763.7375,False,20.0
S,BEAR,True,32.4,11.75,-5.5,11,5816.0,2024-04-01,2024,0.09,5763.7375,False,-505.0
S,NEUTRAL,False,32.4,10.5,-4.25,13,5817.25,2024-04-01,2024,0.09,5763.7375,False,-505.0
S,NEUTRAL,False,32.5,19.75,-19.5,09,5769.75,2024-04-02,2024,0.709,5768.2,False,-505.0
S,BEAR,True,32.5,18.75,-18.5,10,5770.75,2024-04-02,2024,0.709,5768.2,False,-505.0
S,BULL,False,32.25,5.25,5.75,09,5802.5,2024-04-03,2024,0.25,5771.3625,False,270.0
S,NEUTRAL,False,32.25,2.5,6.75,12,5803.5,2024-04-03,2024,0.25,5771.3625,False,320.0
S,BULL,False,30.68,10.0,96.75,09,5825.5,2024-04-04,2024,0.612,5777.1125,False,-480.0
L,NEUTRAL,False,30.68,110.0,-102.5,11,5831.25,2024-04-04,2024,0.612,5777.1125,False,-480.0
S,NEUTRAL,False,35.83,47.5,-25.5,09,5752.0,2024-04-05,2024,0.161,5778.3625,True,-555.0
L,BEAR,False,40.12,9.0,3.25,09,5781.25,2024-04-08,2024,0.138,5779.9,True,145.0
L,NEUTRAL,False,40.12,18.75,-6.5,10,5791.0,2024-04-08,2024,0.138,5779.9,True,-617.5
S,BULL,False,40.77,39.0,-34.0,10,5760.0,2024-04-09,2024,0.246,5782.8875,False,-630.0
S,BULL,False,45.92,21.5,7.0,09,5732.0,2024-04-10,2024,1.161,5786.8375,True,-705.0
S,NEUTRAL,False,45.92,12.5,4.5,13,5729.5,2024-04-10,2024,1.161,5786.8375,True,207.5
L,BEAR,False,46.92,3.25,47.0,10,5723.5,2024-04-11,2024,0.362,5784.6625,False,2332.5
S,BULL,False,46.92,18.75,-4.75,12,5765.75,2024-04-11,2024,0.362,5784.6625,False,-717.5
L,BEAR,False,50.2,35.75,-15.5,09,5712.75,2024-04-12,2024,0.68,5785.05,True,-767.5
L,BEAR,False,55.17,96.5,-90.75,09,5717.5,2024-04-15,2024,0.72,5782.675,False,-842.5
L,NEUTRAL,False,63.58,25.0,-11.75,09,5630.75,2024-04-16,2024,0.129,5778.4625,True,-967.5
S,NEUTRAL,False,63.58,35.25,-4.0,10,5615.0,2024-04-16,2024,0.129,5778.4625,True,-967.5
S,BEAR,True,63.58,30.25,1.0,13,5620.0,2024-04-16,2024,0.129,5778.4625,True,-967.5
L,NEUTRAL,False,65.28,48.5,-34.75,09,5622.5,2024-04-17,2024,0.454,5772.2875,False,-992.5
S,BEAR,True,69.1,2.25,28.75,11,5605.0,2024-04-18,2024,0.233,5763.2875,False,1420.0
S,BEAR,True,69.1,11.75,1.25,12,5577.5,2024-04-18,2024,0.233,5763.2875,False,45.0
L,NEUTRAL,False,63.35,45.25,-32.75,09,5563.5,2024-04-19,2024,0.036,5751.0125,False,-967.5
L,BEAR,False,63.35,8.75,3.75,13,5527.0,2024-04-19,2024,0.036,5751.0125,False,170.0
L,BULL,True,63.45,28.25,-24.25,13,5596.0,2024-04-22,2024,0.479,5735.8625,False,-967.5
S,NEUTRAL,False,68.17,15.25,-12.75,10,5624.5,2024-04-23,2024,0.444,5723.6125,False,-655.0
L,BEAR,False,68.17,8.75,0.25,13,5637.0,2024-04-23,2024,0.444,5723.6125,False,-5.0
S,NEUTRAL,False,66.47,3.0,29.0,09,5642.25,2024-04-24,2024,0.115,5715.225,False,1432.5
S,BEAR,True,66.47,27.5,2.75,11,5616.0,2024-04-24,2024,0.115,5715.225,False,-1017.5
L,NEUTRAL,False,66.47,21.0,-17.25,13,5630.5,2024-04-24,2024,0.115,5715.225,False,-1017.5
L,NEUTRAL,False,66.6,3.0,87.5,10,5565.0,2024-04-25,2024,0.833,5705.975,False,4357.5
L,BULL,True,66.6,3.5,64.75,11,5587.75,2024-04-25,2024,0.833,5705.975,False,3220.0
L,BULL,True,69.97,8.25,-3.25,09,5660.0,2024-04-26,2024,0.257,5696.6875,True,-180.0
S,NEUTRAL,False,69.97,10.75,6.0,10,5662.75,2024-04-26,2024,0.257,5696.6875,True,282.5
S,NEUTRAL,False,67.3,4.0,1.5,09,5676.25,2024-04-29,2024,0.309,5687.85,False,57.5
S,BEAR,True,58.95,1.5,73.0,09,5664.5,2024-04-30,2024,0.295,5680.5125,False,3632.5
S,BEAR,True,58.95,7.5,43.25,11,5634.75,2024-04-30,2024,0.295,5680.5125,False,2145.0
L,BEAR,False,58.95,46.25,-36.0,13,5627.5,2024-04-30,2024,0.295,5680.5125,False,-905.0
S,BEAR,True,63.2,77.5,-1.25,09,5576.25,2024-05-01,2024,0.116,5670.625,False,-967.5
S,BEAR,True,63.2,74.25,2.0,11,5579.5,2024-05-01,2024,0.116,5670.625,False,-967.5
L,NEUTRAL,False,65.22,15.0,19.5,09,5668.75,2024-05-03,2024,1.095,5654.1625,False,957.5
L,BEAR,False,65.22,1.0,8.75,12,5679.5,2024-05-03,2024,1.095,5654.1625,False,420.0
L,NEUTRAL,False,65.22,5.0,3.5,13,5684.75,2024-05-03,2024,1.095,5654.1625,False,157.5
S,BULL,False,62.55,22.75,-19.0,09,5712.0,2024-05-06,2024,0.303,5649.7,False,-955.0
L,BULL,True,62.55,5.25,8.75,13,5722.25,2024-05-06,2024,0.303,5649.7,False,420.0
L,NEUTRAL,False,56.08,8.25,-0.5,10,5736.0,2024-05-08,2024,0.405,5644.45,False,-42.5
S,NEUTRAL,False,56.08,10.75,-2.25,12,5733.25,2024-05-08,2024,0.405,5644.45,False,-130.0
L,BULL,True,54.4,8.5,13.25,10,5756.25,2024-05-09,2024,0.048,5644.975,False,645.0
L,NEUTRAL,False,54.4,4.0,11.75,12,5757.75,2024-05-09,2024,0.048,5644.975,False,570.0
S,BEAR,True,47.5,9.5,-3.0,10,5768.25,2024-05-10,2024,0.225,5644.925,False,-167.5
S,BEAR,True,47.5,9.5,-3.0,11,5768.25,2024-05-10,2024,0.225,5644.925,False,-167.5
L,NEUTRAL,False,47.5,2.5,5.75,12,5765.5,2024-05-10,2024,0.225,5644.925,False,270.0
L,NEUTRAL,False,46.42,18.5,-9.25,09,5778.75,2024-05-13,2024,0.308,5648.625,False,-717.5
S,BEAR,True,46.42,5.25,0.0,13,5769.5,2024-05-13,2024,0.308,5648.625,False,-17.5
S,NEUTRAL,False,45.88,20.75,-15.0,10,5780.5,2024-05-14,2024,0.074,5655.7625,False,-705.0
S,BULL,False,40.48,37.25,-26.75,09,5827.0,2024-05-15,2024,0.431,5664.5875,False,-630.0
L,BULL,True,40.48,3.5,4.25,12,5849.5,2024-05-15,2024,0.431,5664.5875,False,195.0
L,BEAR,False,40.48,0.75,3.25,13,5850.5,2024-05-15,2024,0.431,5664.5875,False,145.0
S,NEUTRAL,False,37.08,1.25,24.75,10,5869.5,2024-05-16,2024,0.094,5677.8875,False,1220.0
S,BEAR,True,37.08,3.0,21.25,11,5866.0,2024-05-16,2024,0.094,5677.8875,False,1045.0
S,NEUTRAL,False,33.83,11.0,-8.0,09,5844.75,2024-05-17,2024,0.051,5691.3125,False,-530.0
L,BEAR,False,33.83,11.75,8.25,11,5844.5,2024-05-17,2024,0.051,5691.3125,False,-530.0
S,BULL,False,32.12,5.0,13.25,09,5870.25,2024-05-20,2024,0.038,5707.4125,False,645.0
L,BULL,True,31.2,5.75,10.5,10,5860.75,2024-05-21,2024,0.094,5721.675,False,507.5
S,NEUTRAL,False,31.2,13.25,-10.0,11,5861.25,2024-05-21,2024,0.094,5721.675,False,-480.0
L,BEAR,False,31.2,2.25,8.75,13,5862.5,2024-05-21,2024,0.094,5721.675,False,420.0
S,NEUTRAL,False,31.57,2.75,13.75,09,5869.25,2024-05-22,2024,0.106,5733.375,False,670.0
S,NEUTRAL,False,31.57,1.75,13.25,11,5868.75,2024-05-22,2024,0.106,5733.375,False,645.0
S,NEUTRAL,False,31.57,9.5,-1.25,13,5854.25,2024-05-22,2024,0.106,5733.375,False,-492.5
S,BULL,False,32.8,11.0,45.0,10,5858.25,2024-05-23,2024,0.495,5745.4875,False,-505.0
S,NEUTRAL,False,32.8,1.75,34.75,12,5848.0,2024-05-23,2024,0.495,5745.4875,False,1720.0
L,BULL,True,37.23,10.75,0.75,10,5847.0,2024-05-24,2024,0.314,5753.525,True,20.0
S,BULL,False,37.55,2.0,10.5,11,5859.75,2024-05-28,2024,0.009,5763.075,False,507.5
S,NEUTRAL,False,37.55,11.25,-2.75,09,5846.5,2024-05-28,2024,0.009,5763.075,False,-580.0
S,NEUTRAL,False,38.35,11.25,7.0,09,5814.0,2024-05-29,2024,0.688,5771.8,False,332.5
L,NEUTRAL,False,37.02,30.25,-25.25,09,5795.5,2024-05-30,2024,0.177,5782.575,False,-567.5
S,NEUTRAL,False,37.02,17.75,16.0,10,5786.25,2024-05-30,2024,0.177,5782.575,False,-567.5
L,BULL,True,37.02,29.5,-24.5,11,5794.75,2024-05-30,2024,0.177,5782.575,False,-567.5
L,NEUTRAL,False,37.02,35.75,-30.75,12,5801.0,2024-05-30,2024,0.177,5782.575,False,-567.5
S,BEAR,True,35.85,92.5,-83.0,11,5741.5,2024-05-31,2024,0.251,5792.2125,False,-555.0
L,BULL,True,35.85,1.75,67.75,13,5756.75,2024-05-31,2024,0.251,5792.2125,False,3370.0
L,NEUTRAL,False,42.8,56.25,-2.5,09,5830.0,2024-06-03,2024,0.253,5802.5,True,-655.0
L,NEUTRAL,False,47.15,19.75,15.25,09,5816.25,2024-06-04,2024,0.262,5809.4625,False,-730.0
S,BEAR,True,47.15,36.5,-28.75,11,5802.75,2024-06-04,2024,0.262,5809.4625,False,-730.0
L,BULL,True,47.15,2.5,25.0,12,5806.5,2024-06-04,2024,0.262,5809.4625,False,1232.5
L,BULL,True,47.15,2.25,16.5,12,5815.0,2024-06-04,2024,0.262,5809.4625,False,807.5
L,BULL,True,48.98,4.25,16.75,12,5872.75,2024-06-05,2024,0.394,5814.4875,False,820.0
S,BULL,False,48.98,14.75,-10.25,13,5879.25,2024-06-05,2024,0.394,5814.4875,False,-755.0
S,BULL,False,52.52,2.25,4.75,09,5894.25,2024-06-06,2024,0.115,5821.8375,False,220.0
S,NEUTRAL,False,52.52,2.75,0.75,10,5890.25,2024-06-06,2024,0.115,5821.8375,False,20.0
S,BULL,False,51.5,18.75,14.75,11,5893.75,2024-06-07,2024,0.17,5829.5375,False,-792.5
S,BULL,False,51.5,1.75,17.0,13,5896.0,2024-06-07,2024,0.17,5829.5375,False,832.5
S,BULL,False,47.48,22.25,-12.75,10,5880.5,2024-06-10,2024,0.081,5835.0125,False,-730.0
L,NEUTRAL,False,47.48,8.5,-0.5,13,5893.75,2024-06-10,2024,0.081,5835.0125,False,-42.5
S,NEUTRAL,False,47.5,33.0,-32.0,11,5880.25,2024-06-11,2024,0.182,5841.1125,False,-730.0
L,BULL,True,47.5,7.0,7.75,13,5904.5,2024-06-11,2024,0.182,5841.1125,False,370.0
S,NEUTRAL,False,48.88,14.25,14.75,13,5967.25,2024-06-12,2024,0.757,5848.25,False,720.0
S,NEUTRAL,False,48.88,17.25,11.75,13,5964.25,2024-06-12,2024,0.757,5848.25,False,-755.0
S,BEAR,True,50.73,24.5,-15.25,09,5948.25,2024-06-13,2024,0.315,5856.1,False,-780.0
S,BULL,False,50.73,25.75,-16.5,12,5947.0,2024-06-13,2024,0.315,5856.1,False,-780.0
S,NEUTRAL,False,50.58,18.25,-14.25,10,5947.25,2024-06-14,2024,0.293,5861.5875,False,-780.0
S,NEUTRAL,False,50.58,14.25,-10.25,11,5951.25,2024-06-14,2024,0.293,5861.5875,False,-530.0
S,NEUTRAL,False,43.42,60.5,-44.75,09,5963.0,2024-06-17,2024,0.067,5867.425,False,-667.5
S,NEUTRAL,False,43.9,9.75,-9.25,09,6015.5,2024-06-18,2024,0.037,5875.175,True,-480.0
L,NEUTRAL,False,43.9,3.0,9.25,13,6015.5,2024-06-18,2024,0.037,5875.175,True,445.0
S,NEUTRAL,False,41.55,5.0,9.75,13,6013.25,2024-06-20,2024,0.058,5883.5625,False,470.0
S,NEUTRAL,False,40.62,14.0,-6.5,09,5994.25,2024-06-21,2024,0.112,5890.175,False,-630.0
S,NEUTRAL,False,40.5,1.0,35.25,09,6014.0,2024-06-24,2024,0.121,5897.4375,False,1745.0
S,BEAR,True,40.5,6.5,12.25,13,5991.0,2024-06-24,2024,0.121,5897.4375,False,595.0
S,BEAR,True,40.5,10.25,8.5,13,5987.25,2024-06-24,2024,0.121,5897.4375,False,407.5
S,BULL,False,40.88,10.75,-4.75,10,5991.5,2024-06-25,2024,0.184,5905.7125,False,-255.0
S,NEUTRAL,False,40.2,20.25,-4.75,10,5991.25,2024-06-26,2024,0.179,5913.1375,False,-617.5
L,NEUTRAL,False,40.2,11.75,-4.5,11,6000.5,2024-06-26,2024,0.179,5913.1375,False,-242.5
S,BULL,False,38.3,5.25,-0.75,09,6011.0,2024-06-27,2024,0.088,5920.475,False,-55.0
S,BULL,False,38.3,8.25,-5.75,12,6006.0,2024-06-27,2024,0.088,5920.475,False,-305.0
S,NEUTRAL,False,38.3,19.75,-17.25,13,5994.5,2024-06-27,2024,0.088,5920.475,False,-592.5
L,BULL,True,36.98,66.25,-45.25,09,6039.5,2024-06-28,2024,0.058,5930.7125,False,-567.5
S,BEAR,True,40.67,29.75,-22.25,09,5972.25,2024-07-01,2024,0.088,5941.9125,True,-630.0
S,BEAR,True,40.67,19.0,-11.5,10,5983.0,2024-07-01,2024,0.088,5941.9125,True,-630.0
L,BEAR,False,40.67,11.5,2.0,12,5992.5,2024-07-01,2024,0.088,5941.9125,True,82.5
S,NEUTRAL,False,41.17,42.5,-38.0,09,5989.75,2024-07-02,2024,0.267,5950.4125,False,-630.0
S,BULL,False,41.17,22.5,-18.0,12,6009.75,2024-07-02,2024,0.267,5950.4125,False,-630.0
L,BULL,True,39.52,7.75,15.25,09,6038.25,2024-07-03,2024,0.017,5960.425,False,745.0
L,BULL,True,40.8,1.0,3.5,13,6078.25,2024-07-05,2024,0.07,5971.525,False,157.5
S,NEUTRAL,False,39.75,1.0,5.5,09,6095.75,2024-07-08,2024,0.16,5981.1375,False,257.5
S,BEAR,True,39.75,1.5,0.75,10,6091.0,2024-07-08,2024,0.16,5981.1375,False,20.0
S,BEAR,True,39.75,4.5,-2.5,11,6087.75,2024-07-08,2024,0.16,5981.1375,False,-142.5
S,BEAR,True,39.75,6.75,-4.75,12,6085.5,2024-07-08,2024,0.16,5981.1375,False,-255.0
L,BEAR,False,39.75,8.5,4.0,13,6086.25,2024-07-08,2024,0.16,5981.1375,False,182.5
S,BULL,False,39.3,5.75,8.5,09,6102.5,2024-07-09,2024,0.135,5991.175,False,407.5
S,NEUTRAL,False,39.3,8.75,5.5,10,6099.5,2024-07-09,2024,0.135,5991.175,False,257.5
L,BULL,True,36.23,1.25,17.75,12,6128.75,2024-07-10,2024,0.193,6001.925,False,870.0
L,BULL,True,36.23,2.5,14.25,13,6132.25,2024-07-10,2024,0.193,6001.925,False,695.0
S,NEUTRAL,False,38.45,9.5,-0.75,13,6100.75,2024-07-11,2024,0.041,6014.5875,False,-55.0
S,BULL,False,41.75,25.75,13.75,10,6145.0,2024-07-12,2024,0.115,6024.05,True,-642.5
S,NEUTRAL,False,45.83,1.5,22.0,10,6169.75,2024-07-15,2024,0.355,6032.9875,False,1082.5
S,BEAR,True,45.83,15.0,-4.5,12,6143.25,2024-07-15,2024,0.355,6032.9875,False,-705.0
L,NEUTRAL,False,43.67,3.75,20.5,09,6157.0,2024-07-16,2024,0.211,6042.2,False,1007.5
L,NEUTRAL,False,43.67,13.75,9.75,10,6167.75,2024-07-16,2024,0.211,6042.2,False,-667.5
L,NEUTRAL,False,43.67,8.25,15.25,10,6162.25,2024-07-16,2024,0.211,6042.2,False,745.0
S,BEAR,True,43.67,25.5,-19.25,11,6158.25,2024-07-16,2024,0.211,6042.2,False,-667.5
L,BEAR,False,43.67,2.5,17.25,13,6160.25,2024-07-16,2024,0.211,6042.2,False,845.0
S,BEAR,True,43.27,4.75,14.25,09,6115.5,2024-07-17,2024,0.967,6053.0,False,695.0
S,NEUTRAL,False,43.27,4.0,10.0,10,6111.25,2024-07-17,2024,0.967,6053.0,False,482.5
S,NEUTRAL,False,43.27,3.25,9.75,11,6111.0,2024-07-17,2024,0.967,6053.0,False,470.0
S,NEUTRAL,False,43.27,9.0,4.0,13,6105.25,2024-07-17,2024,0.967,6053.0,False,182.5
L,NEUTRAL,False,41.9,39.75,-15.0,12,6072.5,2024-07-18,2024,0.213,6057.675,False,-642.5
S,NEUTRAL,False,47.85,5.25,41.0,09,6051.75,2024-07-19,2024,0.128,6059.3125,True,2032.5
S,BEAR,True,47.85,5.25,25.0,11,6035.75,2024-07-19,2024,0.128,6059.3125,True,1232.5
S,BEAR,True,47.85,13.75,6.5,13,6017.25,2024-07-19,2024,0.128,6059.3125,True,307.5
L,NEUTRAL,False,50.05,15.75,21.75,09,6051.0,2024-07-22,2024,0.753,6059.675,False,-767.5
S,NEUTRAL,False,50.05,38.0,-32.25,11,6040.5,2024-07-22,2024,0.753,6059.675,False,-767.5
S,BULL,False,52.15,6.25,27.75,09,6086.0,2024-07-23,2024,0.045,6063.275,False,1370.0
L,BEAR,False,54.0,57.75,-38.5,09,5982.25,2024-07-24,2024,0.78,6067.25,False,-830.0
L,BEAR,False,54.0,37.25,-18.0,13,5961.75,2024-07-24,2024,0.78,6067.25,False,-830.0
L,BEAR,False,57.95,37.25,-26.0,09,5933.0,2024-07-25,2024,0.16,6064.625,True,-892.5
L,BULL,True,57.95,86.25,-75.0,11,5982.0,2024-07-25,2024,0.16,6064.625,True,-892.5
S,BEAR,True,57.95,10.25,40.5,13,5947.5,2024-07-25,2024,0.16,6064.625,True,2007.5
S,NEUTRAL,False,61.45,36.0,-8.0,10,5954.75,2024-07-26,2024,0.576,6060.175,True,-942.5
S,NEUTRAL,False,60.7,24.75,-0.75,09,5963.0,2024-07-29,2024,0.235,6057.725,False,-930.0
L,NEUTRAL,False,60.7,18.75,-17.0,11,5980.75,2024-07-29,2024,0.235,6057.725,False,-930.0
S,BEAR,True,59.85,2.25,61.25,09,5967.75,2024-07-30,2024,0.252,6056.2,False,3045.0
L,NEUTRAL,False,59.85,30.5,-19.5,11,5926.0,2024-07-30,2024,0.252,6056.2,False,-917.5
S,BULL,False,66.2,5.25,15.25,13,6044.75,2024-07-31,2024,1.68,6051.8,False,745.0
L,BEAR,False,68.08,8.75,11.5,13,5916.0,2024-08-01,2024,0.182,6051.8875,False,557.5
S,NEUTRAL,False,74.53,18.0,-11.5,12,5823.0,2024-08-02,2024,1.021,6045.5875,True,-592.5
L,NEUTRAL,False,74.53,9.75,11.25,13,5823.25,2024-08-02,2024,1.021,6045.5875,True,545.0
L,NEUTRAL,False,76.8,24.0,12.25,09,5678.75,2024-08-05,2024,3.642,6033.225,False,-1167.5
L,BULL,True,76.8,63.75,-27.5,11,5718.5,2024-08-05,2024,3.642,6033.225,False,-1167.5
S,NEUTRAL,False,76.8,12.25,11.5,12,5702.5,2024-08-05,2024,3.642,6033.225,False,557.5
S,BEAR,True,76.8,28.25,-6.0,13,5685.0,2024-08-05,2024,3.642,6033.225,False,-1167.5
S,BULL,False,85.83,69.5,11.5,09,5735.0,2024-08-06,2024,0.119,6013.2625,True,-1305.0
S,BULL,False,85.83,5.25,75.75,13,5799.25,2024-08-06,2024,0.119,6013.2625,True,3770.0
S,BULL,False,98.97,42.0,-31.5,09,5780.75,2024-08-08,2024,0.905,5972.0,False,-1505.0
S,BULL,False,98.95,40.0,-22.5,09,5807.75,2024-08-09,2024,0.211,5957.5375,False,-1505.0
S,BULL,False,99.17,0.25,23.25,10,5854.75,2024-08-12,2024,0.227,5942.4875,False,1145.0
L,BEAR,False,99.65,0.25,46.5,09,5874.0,2024-08-13,2024,0.592,5926.675,False,2307.5
L,BULL,True,99.65,12.0,12.75,12,5907.75,2024-08-13,2024,0.592,5926.675,False,620.0
S,BULL,False,96.17,12.5,-9.25,10,5937.75,2024-08-14,2024,0.144,5913.825,False,-480.0
L,NEUTRAL,False,96.17,3.0,16.0,13,5931.0,2024-08-14,2024,0.144,5913.825,False,782.5
S,NEUTRAL,False,95.1,38.75,-30.0,09,5995.5,2024-08-15,2024,0.807,5906.1125,False,-1442.5
S,BULL,False,95.1,17.0,-8.25,10,6017.25,2024-08-15,2024,0.807,5906.1125,False,-430.0
S,BULL,False,84.05,19.0,-13.75,10,6029.75,2024-08-16,2024,0.224,5904.5125,False,-705.0
L,NEUTRAL,False,79.38,13.25,38.5,09,6049.25,2024-08-19,2024,0.021,5906.15,False,1907.5
S,NEUTRAL,False,79.38,30.5,-24.0,10,6063.75,2024-08-19,2024,0.021,5906.15,False,-1205.0
S,BEAR,True,71.85,14.0,-7.0,10,6080.75,2024-08-20,2024,0.012,5906.9,False,-367.5
L,NEUTRAL,False,71.85,12.25,5.25,11,6082.5,2024-08-20,2024,0.012,5906.9,False,245.0
S,NEUTRAL,False,63.42,21.25,-6.25,09,6096.5,2024-08-21,2024,0.099,5908.375,False,-967.5
S,BEAR,True,63.42,17.75,-7.0,10,6095.75,2024-08-21,2024,0.099,5908.375,False,-367.5
L,NEUTRAL,False,63.42,8.0,6.25,12,6096.5,2024-08-21,2024,0.099,5908.375,False,295.0
S,BEAR,True,53.9,3.5,43.75,09,6104.25,2024-08-22,2024,0.303,5916.325,False,2170.0
S,NEUTRAL,False,53.9,2.25,38.5,10,6099.0,2024-08-22,2024,0.303,5916.325,False,1907.5
