Date,engine,book,net
2024-02-02,OLD,WT-L,982.5
2024-02-02,OLD,WT-L,-630.0
2024-02-02,NEW,WT-L,982.5
2024-02-02,NEW,WT-L,-630.0
2024-02-07,NEW,WT-L,370.0
2024-02-07,NEW,WT-L,20.0
2024-02-07,NEW,WT-L,-55.0
2024-02-08,OLD,WT-S,-205.0
2024-02-08,OLD,WT-L,170.0
2024-02-08,NEW,WT-S,-205.0
2024-02-08,NEW,WT-L,170.0
2024-02-14,OLD,WT-L,-667.5
2024-02-14,NEW,WT-L,-667.5
2024-02-14,NEW,WT-S,-667.5
2024-02-15,OLD,WT-S,-642.5
2024-02-15,OLD,WT-L,495.0
2024-02-15,NEW,WT-S,-642.5
2024-02-15,NEW,WT-L,495.0
2024-02-20,OLD,FADE,-217.5
2024-02-20,NEW,FADE,-217.5
2024-02-21,OLD,WT-S,-530.0
2024-02-21,NEW,WT-S,-530.0
2024-02-23,OLD,FADE,907.5
2024-02-23,NEW,FADE,907.5
2024-02-26,OLD,WT-S,607.5
2024-02-26,NEW,WT-L,-592.5
2024-02-26,NEW,WT-S,607.5
2024-02-27,OLD,WT-L,-592.5
2024-02-27,NEW,WT-L,-592.5
2024-02-29,OLD,WT-S,-505.0
2024-02-29,OLD,WT-S,-505.0
2024-02-29,NEW,WT-S,-505.0
2024-02-29,NEW,WT-S,-505.0
2024-03-01,OLD,WT-L,332.5
2024-03-01,NEW,WT-L,332.5
2024-03-04,OLD,WT-L,-330.0
2024-03-04,OLD,WT-L,-530.0
2024-03-04,NEW,WT-L,-330.0
2024-03-04,NEW,WT-L,-530.0
2024-03-06,OLD,WT-S,-580.0
2024-03-06,OLD,WT-S,-192.5
2024-03-06,OLD,WT-S,-242.5
2024-03-06,NEW,WT-S,-580.0
2024-03-06,NEW,WT-S,-192.5
2024-03-06,NEW,WT-S,-242.5
2024-03-07,OLD,WT-L,-30.0
2024-03-07,OLD,WT-L,-580.0
2024-03-07,NEW,WT-L,-30.0
2024-03-07,NEW,WT-L,-580.0
2024-03-08,OLD,FADE,-217.5
2024-03-08,NEW,FADE,-217.5
2024-03-12,OLD,WT-L,-617.5
2024-03-12,OLD,WT-S,-617.5
2024-03-12,NEW,WT-L,-617.5
2024-03-12,NEW,WT-S,-617.5
2024-03-19,OLD,WT-L,1282.5
2024-03-19,NEW,WT-L,1282.5
2024-03-20,OLD,WT-L,2495.0
2024-03-20,NEW,WT-L,2770.0
2024-03-20,NEW,WT-L,2495.0
2024-03-20,NEW,WT-L,1645.0
2024-03-21,OLD,WT-L,-717.5
2024-03-21,OLD,WT-S,395.0
2024-03-21,OLD,FADE,-217.5
2024-03-21,NEW,WT-L,-717.5
2024-03-21,NEW,WT-S,395.0
2024-03-21,NEW,FADE,-217.5
2024-03-22,OLD,WT-S,270.0
2024-03-22,NEW,WT-S,270.0
2024-03-26,OLD,WT-S,820.0
2024-03-26,NEW,WT-S,820.0
2024-03-27,NEW,FADE,-217.5
2024-04-01,OLD,WT-S,20.0
2024-04-01,OLD,WT-S,-505.0
2024-04-01,NEW,WT-S,20.0
2024-04-01,NEW,WT-S,-505.0
2024-04-16,OLD,WT-S,-967.5
2024-04-16,NEW,WT-S,-967.5
2024-04-18,OLD,WT-S,1420.0
2024-04-18,OLD,WT-S,45.0
2024-04-18,NEW,WT-S,1420.0
2024-04-18,NEW,WT-S,45.0
2024-04-22,OLD,WT-L,-967.5
2024-04-22,NEW,WT-L,-967.5
2024-04-23,OLD,FADE,-217.5
2024-04-23,NEW,FADE,-217.5
2024-04-24,OLD,WT-S,-1017.5
2024-04-24,NEW,WT-S,-1017.5
2024-04-26,OLD,WT-L,-180.0
2024-04-26,NEW,WT-L,-180.0
2024-04-30,OLD,WT-S,3632.5
2024-04-30,OLD,WT-S,2145.0
2024-04-30,OLD,FADE,1570.0
2024-04-30,NEW,WT-S,3632.5
2024-04-30,NEW,WT-S,2145.0
2024-04-30,NEW,FADE,1570.0
2024-05-01,OLD,WT-S,-967.5
2024-05-01,OLD,WT-S,-967.5
2024-05-01,NEW,WT-S,-967.5
2024-05-01,NEW,WT-S,-967.5
2024-05-06,OLD,WT-L,420.0
2024-05-06,NEW,WT-L,420.0
2024-05-08,NEW,WT-S,-130.0
2024-05-09,OLD,WT-L,645.0
2024-05-09,NEW,WT-L,645.0
2024-05-10,OLD,WT-S,-167.5
2024-05-10,OLD,WT-S,-167.5
2024-05-10,NEW,WT-S,-167.5
2024-05-10,NEW,WT-S,-167.5
2024-05-13,OLD,WT-S,-17.5
2024-05-13,NEW,WT-S,-17.5
2024-05-15,OLD,WT-L,195.0
2024-05-15,NEW,WT-L,195.0
2024-05-16,OLD,WT-S,1045.0
2024-05-16,NEW,WT-S,1045.0
2024-05-17,OLD,FADE,-217.5
2024-05-17,NEW,FADE,-217.5
2024-05-21,OLD,WT-L,507.5
2024-05-21,OLD,FADE,-217.5
2024-05-21,NEW,WT-L,507.5
2024-05-21,NEW,FADE,-217.5
2024-05-23,NEW,WT-S,1720.0
2024-05-24,OLD,WT-L,20.0
2024-05-24,NEW,WT-L,20.0
2024-05-30,OLD,WT-L,-517.5
2024-05-30,NEW,WT-S,-517.5
2024-05-30,NEW,WT-L,-517.5
2024-05-31,OLD,WT-S,-530.0
2024-05-31,OLD,WT-L,3370.0
2024-05-31,NEW,WT-S,-530.0
2024-05-31,NEW,WT-L,3370.0
2024-06-04,OLD,WT-S,-705.0
2024-06-04,OLD,WT-L,1232.5
2024-06-04,OLD,WT-L,807.5
2024-06-04,NEW,WT-S,-705.0
2024-06-04,NEW,WT-L,807.5
2024-06-05,OLD,WT-L,820.0
2024-06-05,NEW,WT-L,820.0
2024-06-06,NEW,WT-S,20.0
2024-06-11,OLD,WT-L,370.0
2024-06-11,NEW,WT-L,370.0
2024-06-13,OLD,WT-S,-780.0
2024-06-13,NEW,WT-S,-780.0
2024-06-24,OLD,WT-S,595.0
2024-06-24,OLD,WT-S,407.5
2024-06-24,NEW,WT-S,595.0
2024-06-24,NEW,WT-S,407.5
2024-06-26,NEW,WT-L,-555.0
2024-06-28,OLD,WT-L,-530.0
2024-06-28,NEW,WT-L,-530.0
2024-07-01,OLD,WT-S,-592.5
2024-07-01,OLD,WT-S,-592.5
2024-07-01,OLD,FADE,-217.5
2024-07-01,NEW,WT-S,-592.5
2024-07-01,NEW,WT-S,-592.5
2024-07-01,NEW,WT-L,-592.5
2024-07-03,OLD,WT-L,745.0
2024-07-03,NEW,WT-L,745.0
2024-07-05,OLD,WT-L,157.5
2024-07-05,NEW,WT-L,157.5
2024-07-08,OLD,WT-S,20.0
2024-07-08,OLD,WT-S,-142.5
2024-07-08,OLD,WT-S,-255.0
2024-07-08,NEW,WT-S,20.0
2024-07-08,NEW,WT-S,-142.5
2024-07-08,NEW,WT-S,-255.0
2024-07-10,OLD,WT-L,870.0
2024-07-10,OLD,WT-L,695.0
2024-07-10,NEW,WT-L,870.0
2024-07-10,NEW,WT-L,695.0
2024-07-15,OLD,WT-S,-605.0
2024-07-15,NEW,WT-S,-605.0
2024-07-16,OLD,WT-S,-630.0
2024-07-16,NEW,WT-S,-630.0
2024-07-16,NEW,WT-L,845.0
2024-07-19,OLD,WT-S,1232.5
2024-07-19,OLD,WT-S,307.5
2024-07-19,NEW,WT-S,1232.5
2024-07-19,NEW,WT-S,307.5
2024-07-25,OLD,WT-L,-892.5
2024-07-25,OLD,WT-S,2007.5
2024-07-25,NEW,WT-L,-892.5
2024-07-25,NEW,WT-S,2007.5
2024-07-29,NEW,WT-S,-930.0
2024-07-30,OLD,WT-S,3045.0
2024-07-30,NEW,WT-S,3045.0
2024-08-01,OLD,FADE,-217.5
2024-08-01,NEW,FADE,-217.5
2024-08-14,NEW,FADE,-217.5
2024-08-20,OLD,WT-S,-367.5
2024-08-20,NEW,WT-S,-367.5
2024-08-21,OLD,WT-S,-367.5
2024-08-21,NEW,WT-S,-367.5
2024-08-21,NEW,WT-L,295.0
2024-08-22,OLD,WT-S,2170.0
2024-08-22,NEW,WT-S,2170.0
2024-08-26,OLD,WT-S,457.5
2024-08-26,OLD,WT-S,-392.5
2024-08-26,NEW,WT-S,457.5
2024-08-26,NEW,WT-S,-392.5
2024-08-27,OLD,WT-L,107.5
2024-08-27,NEW,WT-L,107.5
2024-08-28,OLD,WT-S,-767.5
2024-08-28,NEW,WT-S,-767.5
2024-08-29,OLD,WT-L,-792.5
2024-08-29,NEW,WT-L,-792.5
2024-08-30,OLD,WT-S,-817.5
2024-08-30,NEW,WT-S,-817.5
2024-09-04,OLD,FADE,-217.5
2024-09-04,NEW,FADE,-217.5
2024-09-06,OLD,WT-S,282.5
2024-09-06,NEW,WT-S,282.5
2024-09-10,OLD,FADE,-217.5
2024-09-10,NEW,FADE,-217.5
2024-09-17,OLD,WT-S,-292.5
2024-09-17,NEW,WT-S,-292.5
2024-09-18,OLD,WT-L,-1067.5
2024-09-18,NEW,WT-L,-1067.5
2024-09-18,NEW,FADE,-217.5
2024-09-23,OLD,WT-S,-417.5
2024-09-23,NEW,WT-S,-417.5
2024-09-24,OLD,FADE,-217.5
2024-09-24,OLD,WT-L,182.5
2024-09-24,NEW,FADE,-217.5
2024-09-24,NEW,WT-L,182.5
2024-09-25,OLD,WT-S,245.0
2024-09-25,OLD,WT-S,-355.0
2024-09-25,NEW,WT-S,245.0
2024-09-25,NEW,WT-S,-355.0
2024-09-27,OLD,WT-S,520.0
2024-09-27,NEW,WT-S,520.0
2024-10-01,OLD,FADE,-217.5
2024-10-01,NEW,FADE,-217.5
2024-10-02,OLD,WT-L,945.0
2024-10-02,OLD,WT-L,-755.0
2024-10-02,OLD,WT-L,-755.0
2024-10-02,OLD,WT-L,-755.0
2024-10-02,NEW,WT-L,945.0
2024-10-02,NEW,WT-L,-755.0
2024-10-02,NEW,WT-L,-755.0
2024-10-02,NEW,WT-L,-755.0
2024-10-03,OLD,WT-L,-705.0
2024-10-03,NEW,WT-L,-705.0
2024-10-03,NEW,WT-L,557.5
2024-10-03,NEW,WT-L,357.5
2024-10-03,NEW,WT-L,445.0
2024-10-08,OLD,WT-L,720.0
2024-10-08,NEW,WT-L,720.0
2024-10-09,OLD,WT-L,95.0
2024-10-09,NEW,WT-L,95.0
2024-10-11,OLD,WT-L,-30.0
2024-10-11,NEW,WT-L,-30.0
2024-10-15,OLD,WT-S,1270.0
2024-10-15,OLD,WT-S,1245.0
2024-10-15,NEW,WT-S,1270.0
2024-10-15,NEW,WT-S,1245.0
2024-10-18,OLD,WT-L,-55.0
2024-10-18,NEW,WT-L,-55.0
2024-10-25,OLD,WT-S,1682.5
2024-10-25,NEW,WT-S,2445.0
2024-10-25,NEW,WT-S,1682.5
2024-10-29,OLD,WT-L,782.5
2024-10-29,OLD,WT-L,407.5
2024-10-29,NEW,WT-L,782.5
2024-10-29,NEW,WT-L,407.5
2024-10-30,OLD,WT-S,1182.5
2024-10-30,NEW,WT-S,1182.5
2024-11-04,OLD,WT-L,-767.5
2024-11-04,OLD,WT-L,-767.5
2024-11-04,NEW,WT-L,-767.5
2024-11-04,NEW,WT-L,-767.5
2024-11-08,OLD,WT-L,-417.5
2024-11-08,NEW,WT-L,70.0
2024-11-08,NEW,WT-L,-417.5
2024-11-12,OLD,WT-S,357.5
2024-11-12,NEW,WT-S,357.5
2024-11-13,OLD,WT-L,-780.0
2024-11-13,OLD,WT-L,-780.0
2024-11-13,NEW,WT-L,-780.0
2024-11-13,NEW,WT-L,-780.0
2024-11-14,OLD,FADE,-217.5
2024-11-14,OLD,WT-L,-780.0
2024-11-14,OLD,FADE,-217.5
2024-11-14,NEW,FADE,-217.5
2024-11-14,NEW,WT-L,-780.0
2024-11-14,NEW,FADE,-217.5
2024-11-15,OLD,FADE,-217.5
2024-11-15,NEW,FADE,-217.5
2024-11-18,NEW,WT-S,82.5
2024-11-21,OLD,WT-L,-405.0
2024-11-21,NEW,WT-L,-405.0
2024-11-22,OLD,WT-S,-817.5
2024-11-22,NEW,WT-S,-817.5
2024-11-26,OLD,WT-S,-855.0
2024-11-26,NEW,WT-S,-855.0
2024-12-03,OLD,FADE,-217.5
2024-12-03,OLD,WT-L,370.0
2024-12-03,NEW,FADE,-217.5
2024-12-03,NEW,WT-L,370.0
2024-12-04,NEW,WT-L,470.0
2024-12-09,OLD,WT-L,-455.0
2024-12-09,NEW,WT-L,-455.0
2024-12-10,OLD,WT-L,-417.5
2024-12-10,OLD,WT-S,582.5
2024-12-10,NEW,WT-L,-417.5
2024-12-10,NEW,WT-S,582.5
2024-12-11,OLD,WT-L,82.5
2024-12-11,NEW,WT-L,82.5
2024-12-13,OLD,FADE,-217.5
2024-12-16,OLD,WT-L,-230.0
2024-12-16,NEW,WT-L,-230.0
2024-12-17,OLD,WT-L,-467.5
2024-12-17,NEW,WT-L,-467.5
2024-12-18,OLD,WT-S,10470.0
2024-12-18,NEW,WT-S,10470.0
2024-12-23,NEW,WT-L,1420.0
2024-12-26,NEW,WT-S,357.5
2024-12-31,OLD,WT-S,357.5
2024-12-31,NEW,WT-S,357.5
2025-01-03,OLD,WT-S,-1467.5
2025-01-03,OLD,WT-S,-505.0
2025-01-03,NEW,WT-S,-1467.5
2025-01-03,NEW,WT-S,-505.0
2025-01-14,OLD,WT-S,-1155.0
2025-01-14,OLD,WT-L,-1155.0
2025-01-14,NEW,WT-S,-1155.0
2025-01-14,NEW,WT-L,-1155.0
2025-01-21,OLD,WT-L,220.0
2025-01-21,NEW,WT-L,220.0
2025-01-24,OLD,WT-S,395.0
2025-01-24,NEW,WT-S,395.0
2025-01-28,OLD,WT-S,-705.0
2025-01-28,NEW,WT-S,-705.0
2025-01-29,OLD,FADE,-217.5
2025-01-29,NEW,FADE,-217.5
2025-01-31,OLD,FADE,3620.0
2025-01-31,NEW,FADE,3620.0
2025-02-05,OLD,WT-S,-917.5
2025-02-05,NEW,WT-S,-917.5
2025-02-06,OLD,FADE,-217.5
2025-02-06,NEW,FADE,-217.5
2025-02-10,OLD,WT-L,-155.0
2025-02-10,OLD,WT-L,-292.5
2025-02-10,NEW,WT-L,-155.0
2025-02-10,NEW,WT-L,-292.5
2025-02-10,NEW,WT-L,-230.0
2025-02-11,OLD,WT-L,295.0
2025-02-11,OLD,WT-L,257.5
2025-02-11,NEW,WT-L,295.0
2025-02-13,OLD,WT-L,1345.0
2025-02-13,NEW,WT-L,1345.0
2025-02-14,OLD,WT-L,-380.0
2025-02-14,OLD,WT-L,-192.5
2025-02-14,OLD,WT-L,-155.0
2025-02-14,NEW,WT-L,-380.0
2025-02-14,NEW,WT-L,-192.5
2025-02-14,NEW,WT-L,-155.0
2025-02-18,OLD,WT-S,-692.5
2025-02-18,OLD,WT-S,-692.5
2025-02-18,NEW,WT-S,-692.5
2025-02-18,NEW,WT-S,-692.5
2025-02-21,OLD,WT-S,3095.0
2025-02-21,OLD,WT-S,782.5
2025-02-21,NEW,WT-S,3095.0
2025-02-21,NEW,WT-S,782.5
2025-02-24,OLD,FADE,-217.5
2025-02-24,NEW,FADE,-217.5
2025-02-25,OLD,WT-S,-742.5
2025-02-25,NEW,WT-S,-742.5
2025-02-25,NEW,WT-S,-742.5
2025-02-26,OLD,WT-L,-817.5
2025-02-26,OLD,WT-L,-817.5
2025-02-26,NEW,WT-L,-817.5
2025-02-26,NEW,WT-L,-817.5
2025-02-28,OLD,FADE,-217.5
2025-02-28,NEW,FADE,-217.5
2025-03-03,OLD,WT-L,-1092.5
2025-03-03,OLD,WT-S,2357.5
2025-03-03,NEW,WT-L,-1092.5
2025-03-03,NEW,WT-S,2357.5
2025-03-05,OLD,WT-S,-1492.5
2025-03-05,NEW,WT-S,-1492.5
2025-03-07,OLD,WT-S,-1692.5
2025-03-07,NEW,WT-S,-1692.5
2025-03-13,OLD,WT-S,-242.5
2025-03-13,OLD,FADE,-217.5
2025-03-13,NEW,WT-S,-242.5
2025-03-13,NEW,FADE,-217.5
2025-03-18,OLD,WT-S,-705.0
2025-03-18,NEW,WT-S,-705.0
2025-03-19,OLD,WT-L,-1517.5
2025-03-19,NEW,WT-L,-1517.5
2025-03-25,OLD,FADE,-217.5
2025-03-25,NEW,FADE,-217.5
2025-03-26,OLD,WT-S,2482.5
2025-03-26,OLD,WT-S,970.0
2025-03-26,OLD,WT-S,-167.5
2025-03-26,NEW,WT-S,2482.5
2025-03-26,NEW,WT-S,970.0
2025-03-26,NEW,WT-S,-167.5
2025-03-27,OLD,FADE,-217.5
2025-03-27,NEW,FADE,-217.5
2025-03-28,OLD,WT-S,432.5
2025-03-28,NEW,WT-S,432.5
2025-04-01,OLD,WT-S,-1205.0
2025-04-01,NEW,WT-S,-1205.0
2025-04-15,OLD,WT-S,557.5
2025-04-15,NEW,WT-S,557.5
2025-04-24,OLD,WT-L,2445.0
2025-04-24,OLD,WT-L,2257.5
2025-04-24,NEW,WT-L,2445.0
2025-04-24,NEW,WT-L,2257.5
2025-04-29,OLD,WT-S,-917.5
2025-04-29,NEW,WT-S,-917.5
2025-05-07,OLD,WT-L,-1380.0
2025-05-07,OLD,WT-S,-1380.0
2025-05-07,NEW,WT-L,-1380.0
2025-05-07,NEW,WT-S,-1380.0
2025-05-13,OLD,FADE,-217.5
2025-05-13,NEW,WT-L,-267.5
2025-05-13,NEW,WT-L,-642.5
2025-05-14,OLD,WT-S,-92.5
2025-05-14,NEW,WT-S,-92.5
2025-05-22,OLD,WT-L,-5.0
2025-05-22,NEW,WT-L,-5.0
2025-05-27,OLD,WT-L,1295.0
2025-05-27,OLD,WT-L,670.0
2025-05-27,OLD,WT-L,357.5
2025-05-27,NEW,WT-L,1295.0
2025-05-27,NEW,WT-L,670.0
2025-05-27,NEW,WT-L,357.5
2025-05-28,OLD,WT-L,-892.5
2025-05-28,NEW,WT-L,-892.5
2025-05-30,OLD,WT-S,-955.0
2025-05-30,NEW,WT-S,-955.0
2025-06-05,OLD,WT-S,1182.5
2025-06-05,NEW,WT-S,1182.5
2025-06-11,OLD,WT-L,-867.5
2025-06-11,OLD,WT-L,-867.5
2025-06-11,OLD,WT-S,1270.0
2025-06-11,OLD,WT-S,182.5
2025-06-11,NEW,WT-L,-867.5
2025-06-11,NEW,WT-L,-867.5
2025-06-11,NEW,WT-S,1270.0
2025-06-11,NEW,WT-S,182.5
2025-06-12,NEW,WT-S,-617.5
2025-06-17,OLD,WT-S,-5.0
2025-06-17,NEW,WT-S,-5.0
2025-06-23,NEW,WT-L,720.0
2025-06-26,OLD,WT-L,-80.0
2025-06-26,NEW,WT-L,-80.0
2025-06-30,OLD,WT-L,395.0
2025-06-30,NEW,WT-S,-767.5
2025-06-30,NEW,WT-L,395.0
2025-07-02,OLD,WT-L,657.5
2025-07-02,OLD,WT-L,445.0
2025-07-02,OLD,WT-L,282.5
2025-07-02,NEW,WT-L,657.5
2025-07-02,NEW,WT-L,445.0
2025-07-02,NEW,WT-L,282.5
2025-07-07,OLD,FADE,1145.0
2025-07-07,NEW,FADE,1145.0
2025-07-08,NEW,WT-L,-80.0
2025-07-09,OLD,WT-S,-80.0
2025-07-09,NEW,WT-S,-80.0
2025-07-09,NEW,WT-L,1207.5
2025-07-09,NEW,WT-L,870.0
2025-07-10,OLD,WT-L,-605.0
2025-07-10,NEW,WT-L,-605.0
2025-07-15,OLD,FADE,-217.5
2025-07-15,NEW,FADE,-217.5
2025-07-18,OLD,FADE,-217.5
2025-07-18,OLD,WT-S,-330.0
2025-07-18,NEW,FADE,-217.5
2025-07-18,NEW,WT-S,-330.0
2025-07-21,OLD,WT-L,-680.0
2025-07-21,NEW,WT-L,-680.0
2025-07-24,NEW,WT-L,-317.5
2025-07-25,OLD,WT-L,570.0
2025-07-25,OLD,WT-L,95.0
2025-07-25,OLD,WT-L,-80.0
2025-07-25,OLD,WT-L,-180.0
2025-07-25,NEW,WT-L,570.0
2025-07-25,NEW,WT-L,95.0
2025-07-25,NEW,WT-L,-80.0
2025-07-25,NEW,WT-L,-180.0
2025-07-28,OLD,WT-S,-505.0
2025-07-28,NEW,WT-S,-505.0
2025-07-29,OLD,WT-S,370.0
2025-07-29,NEW,WT-S,370.0
2025-07-31,OLD,FADE,3632.5
2025-07-31,NEW,FADE,3632.5
2025-08-05,OLD,WT-S,-767.5
2025-08-05,NEW,WT-S,-767.5
2025-08-11,OLD,WT-S,-917.5
2025-08-11,OLD,FADE,807.5
2025-08-11,OLD,WT-S,495.0
2025-08-11,NEW,WT-S,-917.5
2025-08-11,NEW,WT-L,-917.5
2025-08-11,NEW,WT-S,495.0
2025-08-12,OLD,WT-L,445.0
2025-08-12,OLD,WT-L,232.5
2025-08-12,NEW,WT-L,445.0
2025-08-12,NEW,WT-L,232.5
2025-08-13,OLD,FADE,-217.5
2025-08-13,NEW,FADE,-217.5
2025-08-14,OLD,WT-L,-142.5
2025-08-14,NEW,WT-L,-142.5
2025-08-19,OLD,WT-S,695.0
2025-08-19,OLD,FADE,-217.5
2025-08-19,NEW,WT-S,695.0
2025-08-19,NEW,FADE,-217.5
2025-08-20,OLD,WT-L,720.0
2025-08-20,NEW,WT-L,720.0
2025-08-26,OLD,WT-L,1470.0
2025-08-26,OLD,WT-L,1170.0
2025-08-26,NEW,WT-L,1470.0
2025-08-26,NEW,WT-L,1170.0
2025-09-04,OLD,WT-L,1557.5
2025-09-04,OLD,WT-L,1470.0
2025-09-04,OLD,WT-L,1045.0
2025-09-04,NEW,WT-L,1557.5
2025-09-04,NEW,WT-L,1470.0
2025-09-04,NEW,WT-L,1045.0
2025-09-08,OLD,WT-S,-280.0
2025-09-08,OLD,WT-S,-317.5
2025-09-08,NEW,WT-S,-280.0
2025-09-08,NEW,WT-S,-317.5
2025-09-09,OLD,WT-L,720.0
2025-09-09,NEW,WT-L,720.0
2025-09-11,OLD,WT-L,-5.0
2025-09-11,NEW,WT-L,-5.0
2025-09-12,OLD,WT-L,-317.5
2025-09-12,NEW,WT-L,-317.5
2025-09-16,OLD,WT-S,-192.5
2025-09-16,NEW,WT-S,-192.5
2025-09-17,OLD,WT-L,-605.0
2025-09-17,NEW,WT-L,-605.0
2025-09-19,OLD,FADE,-217.5
2025-09-19,OLD,WT-L,657.5
2025-09-19,OLD,WT-L,482.5
2025-09-19,NEW,FADE,-217.5
2025-09-19,NEW,WT-L,657.5
2025-09-19,NEW,WT-L,482.5
2025-09-23,OLD,WT-S,1507.5
2025-09-23,NEW,WT-S,1507.5
2025-09-24,OLD,WT-S,-255.0
2025-09-24,NEW,WT-S,-255.0
2025-09-29,OLD,FADE,-217.5
2025-09-29,NEW,FADE,-217.5
2025-09-30,OLD,WT-L,957.5
2025-09-30,OLD,WT-L,-742.5
2025-09-30,NEW,WT-L,957.5
2025-09-30,NEW,WT-L,-742.5
2025-10-02,OLD,WT-S,-755.0
2025-10-02,OLD,WT-L,395.0
2025-10-02,NEW,WT-S,-755.0
2025-10-02,NEW,WT-L,607.5
2025-10-02,NEW,WT-L,395.0
2025-10-03,OLD,WT-L,-742.5
2025-10-03,NEW,WT-L,-742.5
2025-10-03,NEW,FADE,1595.0
2025-10-07,OLD,WT-S,-230.0
2025-10-07,NEW,WT-S,-230.0
2025-10-10,OLD,WT-S,9345.0
2025-10-10,OLD,WT-S,9432.5
2025-10-10,OLD,WT-S,-705.0
2025-10-10,OLD,FADE,-217.5
2025-10-10,NEW,WT-S,9345.0
2025-10-10,NEW,WT-S,9432.5
2025-10-10,NEW,WT-S,-705.0
2025-10-10,NEW,FADE,-217.5
2025-10-16,OLD,WT-S,-1167.5
2025-10-16,NEW,WT-L,-1167.5
2025-10-16,NEW,WT-S,-1167.5
2025-10-22,OLD,FADE,1307.5
2025-10-22,NEW,FADE,1307.5
2025-10-28,NEW,WT-L,-55.0
2025-10-29,OLD,FADE,-217.5
2025-10-29,NEW,FADE,-217.5
2025-11-05,OLD,WT-L,-842.5
2025-11-05,NEW,WT-L,-842.5
2025-11-06,OLD,WT-S,1632.5
2025-11-06,NEW,WT-S,1632.5
2025-11-07,OLD,WT-S,-867.5
2025-11-07,NEW,WT-S,-867.5
2025-11-12,OLD,WT-S,-530.0
2025-11-12,NEW,WT-S,-530.0
2025-11-12,NEW,WT-L,7.5
2025-11-13,OLD,WT-L,-1005.0
2025-11-13,NEW,WT-L,-1005.0
2025-11-19,OLD,FADE,-217.5
2025-11-19,NEW,FADE,-217.5
2025-11-21,OLD,WT-L,-1567.5
2025-11-21,NEW,WT-L,-1567.5
2025-12-03,OLD,WT-L,770.0
2025-12-03,OLD,WT-L,-142.5
2025-12-03,NEW,WT-L,770.0
2025-12-03,NEW,WT-L,-142.5
2025-12-04,OLD,FADE,-217.5
2025-12-04,NEW,FADE,-217.5
2025-12-05,OLD,WT-S,-255.0
2025-12-05,NEW,WT-S,-255.0
2025-12-08,OLD,WT-S,-605.0
2025-12-08,NEW,WT-S,-605.0
2025-12-12,OLD,WT-L,-742.5
2025-12-12,NEW,WT-L,-742.5
2025-12-12,NEW,WT-S,-130.0
2025-12-15,OLD,WT-L,-842.5
2025-12-15,OLD,WT-L,7.5
2025-12-15,NEW,WT-L,-842.5
2025-12-15,NEW,WT-L,7.5
2025-12-17,OLD,WT-L,-905.0
2025-12-17,OLD,WT-S,345.0
2025-12-17,OLD,WT-S,157.5
2025-12-17,OLD,WT-S,82.5
2025-12-17,OLD,WT-S,-430.0
2025-12-17,NEW,WT-L,-905.0
2025-12-17,NEW,WT-S,345.0
2025-12-17,NEW,WT-S,157.5
2025-12-17,NEW,WT-S,82.5
2025-12-17,NEW,WT-S,-430.0
2025-12-19,OLD,WT-L,45.0
2025-12-19,NEW,WT-L,45.0
2025-12-22,OLD,WT-L,107.5
2025-12-22,NEW,WT-L,107.5
2025-12-23,OLD,WT-L,1120.0
2025-12-23,NEW,WT-L,1120.0
2025-12-26,OLD,WT-S,195.0
2025-12-26,NEW,WT-S,195.0
2025-12-30,OLD,FADE,-217.5
2025-12-30,NEW,FADE,-217.5
2026-01-02,OLD,FADE,-217.5
2026-01-02,OLD,WT-S,-680.0
2026-01-02,NEW,FADE,-217.5
2026-01-02,NEW,WT-S,-680.0
2026-01-05,OLD,WT-L,-67.5
2026-01-05,OLD,WT-L,-405.0
2026-01-05,NEW,WT-L,-67.5
2026-01-05,NEW,WT-L,-405.0
2026-01-07,OLD,WT-L,-605.0
2026-01-07,NEW,WT-L,-605.0
2026-01-12,OLD,WT-L,370.0
2026-01-12,NEW,WT-L,370.0
2026-01-14,OLD,WT-S,-730.0
2026-01-14,NEW,WT-S,-730.0
2026-01-16,OLD,WT-S,607.5
2026-01-16,NEW,WT-S,607.5
2026-01-23,NEW,WT-S,170.0
2026-01-29,OLD,WT-L,1995.0
2026-01-29,OLD,WT-L,1057.5
2026-01-29,NEW,WT-L,1995.0
2026-01-29,NEW,WT-L,1057.5
2026-02-03,OLD,WT-S,945.0
2026-02-03,OLD,WT-S,595.0
2026-02-03,NEW,WT-S,945.0
2026-02-03,NEW,WT-S,595.0
2026-02-04,OLD,WT-S,-1092.5
2026-02-04,NEW,WT-S,-1092.5
2026-02-09,OLD,WT-S,532.5
2026-02-12,OLD,WT-S,1482.5
2026-02-12,OLD,WT-S,-1367.5
2026-02-12,NEW,WT-S,1482.5
2026-02-12,NEW,WT-S,-1367.5
2026-02-13,OLD,WT-L,-1417.5
2026-02-13,NEW,WT-L,-1417.5
2026-02-17,OLD,WT-L,-705.0
2026-02-17,NEW,WT-L,-705.0
2026-02-18,OLD,WT-S,382.5
2026-02-18,NEW,WT-S,382.5
2026-02-23,OLD,FADE,-217.5
2026-02-23,NEW,FADE,-217.5
2026-02-25,OLD,WT-L,532.5
2026-02-25,OLD,WT-L,507.5
2026-02-25,NEW,WT-L,532.5
2026-02-25,NEW,WT-L,507.5
2026-03-04,OLD,WT-L,-80.0
