Date,dir,K,exit,net
2024-08-06,L,3,eod,-205.0
2024-08-06,L,3,term,-205.0
2024-08-06,L,5,eod,-205.0
2024-08-06,L,5,term,-205.0
2024-08-06,L,2,eod,-205.0
2024-08-06,L,2,term,-205.0
2024-08-06,L,3,eod,-205.0
2024-08-06,L,3,term,-205.0
2024-08-06,L,5,eod,-205.0
2024-08-06,L,5,term,-205.0
2024-08-08,L,2,eod,-205.0
2024-08-08,L,2,term,-205.0
2024-08-08,L,3,eod,-205.0
2024-08-08,L,3,term,-205.0
2024-08-08,L,5,eod,-205.0
2024-08-08,L,5,term,-205.0
2024-08-14,L,2,eod,-205.0
2024-08-14,L,2,term,-205.0
2024-08-14,L,3,eod,-205.0
2024-08-14,L,3,term,-205.0
2024-08-14,L,5,eod,-205.0
2024-08-14,L,5,term,-205.0
2024-08-15,L,3,eod,-205.0
2024-08-15,L,3,term,-17.5
2024-08-15,L,5,eod,-205.0
2024-08-15,L,5,term,-17.5
2024-08-16,L,2,eod,582.5
2024-08-16,L,2,term,282.5
2024-08-16,L,3,eod,582.5
2024-08-16,L,3,term,282.5
2024-08-16,L,5,eod,582.5
2024-08-16,L,5,term,282.5
2024-08-29,L,2,eod,-205.0
2024-08-29,L,2,term,-205.0
2024-08-29,L,3,eod,-205.0
2024-08-29,L,3,term,-205.0
2024-08-29,L,5,eod,-205.0
2024-08-29,L,5,term,-205.0
2024-09-04,S,2,eod,-205.0
2024-09-04,S,2,term,-205.0
2024-09-04,S,3,eod,-205.0
2024-09-04,S,3,term,-205.0
2024-09-04,S,5,eod,-205.0
2024-09-04,S,5,term,-205.0
2024-09-09,L,2,eod,-205.0
2024-09-09,L,2,term,-17.5
2024-09-09,L,3,eod,-205.0
2024-09-09,L,3,term,-17.5
2024-09-09,L,5,eod,-205.0
2024-09-09,L,5,term,-17.5
2024-09-10,S,2,eod,-205.0
2024-09-10,S,2,term,-205.0
2024-09-10,S,3,eod,-205.0
2024-09-10,S,3,term,-205.0
2024-09-10,S,5,eod,-205.0
2024-09-10,S,5,term,-205.0
2024-09-20,L,3,eod,-205.0
2024-09-20,L,3,term,-205.0
2024-09-20,L,5,eod,-205.0
2024-09-20,L,5,term,-205.0
2024-09-24,S,2,eod,-205.0
2024-09-24,S,2,term,-205.0
2024-09-24,S,3,eod,-205.0
2024-09-24,S,3,term,-205.0
2024-09-24,S,5,eod,-205.0
2024-09-24,S,5,term,-205.0
2024-10-01,S,2,eod,-205.0
2024-10-01,S,2,term,-205.0
2024-10-01,S,3,eod,-205.0
2024-10-01,S,3,term,-205.0
2024-10-01,S,5,eod,-205.0
2024-10-01,S,5,term,-205.0
2024-10-03,S,5,eod,-205.0
2024-10-03,S,5,term,-205.0
2024-10-16,L,3,eod,-205.0
2024-10-16,L,3,term,-205.0
2024-10-16,L,5,eod,-205.0
2024-10-16,L,5,term,-205.0
2024-10-17,S,2,eod,-205.0
2024-10-17,S,2,term,-205.0
2024-10-17,S,3,eod,-205.0
2024-10-17,S,3,term,-205.0
2024-10-17,S,5,eod,-205.0
2024-10-17,S,5,term,-205.0
2024-11-14,S,2,eod,-205.0
2024-11-14,S,2,term,-205.0
2024-11-14,S,3,eod,-205.0
2024-11-14,S,3,term,-205.0
2024-11-14,S,5,eod,-205.0
2024-11-14,S,5,term,-205.0
2024-11-14,S,2,eod,-205.0
2024-11-14,S,2,term,-205.0
2024-11-14,S,3,eod,-205.0
2024-11-14,S,3,term,-205.0
2024-11-14,S,5,eod,-205.0
2024-11-14,S,5,term,-205.0
2024-11-15,S,2,eod,-205.0
2024-11-15,S,2,term,-205.0
2024-11-15,S,3,eod,-205.0
2024-11-15,S,3,term,-205.0
2024-11-15,S,5,eod,-205.0
2024-11-15,S,5,term,-205.0
2024-11-18,L,2,eod,445.0
2024-11-18,L,2,term,532.5
2024-11-18,L,3,eod,445.0
2024-11-18,L,3,term,532.5
2024-11-18,L,5,eod,445.0
2024-11-18,L,5,term,532.5
2024-11-19,L,2,eod,2432.5
2024-11-19,L,2,term,1720.0
2024-11-19,L,3,eod,2432.5
2024-11-19,L,3,term,1720.0
2024-11-19,L,5,eod,2432.5
2024-11-19,L,5,term,1720.0
2024-11-27,S,5,eod,-205.0
2024-11-27,S,5,term,-205.0
2024-11-29,L,2,eod,45.0
2024-11-29,L,2,term,145.0
2024-11-29,L,3,eod,45.0
2024-11-29,L,3,term,145.0
2024-11-29,L,5,eod,45.0
2024-11-29,L,5,term,145.0
2024-12-03,S,2,eod,-205.0
2024-12-03,S,2,term,-205.0
2024-12-03,S,3,eod,-205.0
2024-12-03,S,3,term,-205.0
2024-12-03,S,5,eod,-205.0
2024-12-03,S,5,term,-205.0
2024-12-13,S,2,eod,-205.0
2024-12-13,S,2,term,-205.0
2024-12-13,S,3,eod,-205.0
2024-12-13,S,3,term,-205.0
2024-12-13,S,5,eod,-205.0
2024-12-13,S,5,term,-205.0
2024-12-20,L,2,eod,1007.5
2024-12-20,L,2,term,2857.5
2024-12-20,L,3,eod,1007.5
2024-12-20,L,3,term,2857.5
2024-12-20,L,5,eod,1007.5
2024-12-20,L,5,term,2857.5
2024-12-23,S,5,eod,-205.0
2024-12-23,S,5,term,-205.0
2024-12-27,L,2,eod,-205.0
2024-12-27,L,2,term,170.0
2024-12-27,L,3,eod,-205.0
2024-12-27,L,3,term,170.0
2024-12-27,L,5,eod,-205.0
2024-12-27,L,5,term,170.0
2025-01-02,S,3,eod,-205.0
2025-01-02,S,3,term,-205.0
2025-01-02,S,5,eod,-205.0
2025-01-02,S,5,term,-205.0
2025-01-10,S,2,eod,-205.0
2025-01-10,S,2,term,445.0
2025-01-10,S,3,eod,-205.0
2025-01-10,S,3,term,445.0
2025-01-10,S,5,eod,-205.0
2025-01-10,S,5,term,445.0
2025-01-22,L,3,eod,-205.0
2025-01-22,L,3,term,-205.0
2025-01-22,L,5,eod,-205.0
2025-01-22,L,5,term,-205.0
2025-01-29,S,2,eod,-205.0
2025-01-29,S,2,term,-205.0
2025-01-29,S,3,eod,-205.0
2025-01-29,S,3,term,-205.0
2025-01-29,S,5,eod,-205.0
2025-01-29,S,5,term,-205.0
2025-01-31,S,2,eod,3632.5
2025-01-31,S,2,term,3195.0
2025-01-31,S,3,eod,3632.5
2025-01-31,S,3,term,3195.0
2025-01-31,S,5,eod,3632.5
2025-01-31,S,5,term,3195.0
2025-02-04,L,5,eod,-205.0
2025-02-04,L,5,term,-80.0
2025-02-06,S,2,eod,-205.0
2025-02-06,S,2,term,-205.0
2025-02-06,S,3,eod,-205.0
2025-02-06,S,3,term,-205.0
2025-02-06,S,5,eod,-205.0
2025-02-06,S,5,term,-205.0
2025-02-24,S,2,eod,-205.0
2025-02-24,S,2,term,-205.0
2025-02-24,S,3,eod,-205.0
2025-02-24,S,3,term,-205.0
2025-02-24,S,5,eod,-205.0
2025-02-24,S,5,term,-205.0
2025-02-28,S,2,eod,-205.0
2025-02-28,S,2,term,-205.0
2025-02-28,S,3,eod,-205.0
2025-02-28,S,3,term,-205.0
2025-02-28,S,5,eod,-205.0
2025-02-28,S,5,term,-205.0
2025-03-03,L,3,eod,-205.0
2025-03-03,L,3,term,-205.0
2025-03-03,L,5,eod,-205.0
2025-03-03,L,5,term,-205.0
2025-03-10,S,5,eod,-205.0
2025-03-10,S,5,term,-205.0
2025-03-12,S,2,eod,-205.0
2025-03-12,S,2,term,-205.0
2025-03-12,S,3,eod,-205.0
2025-03-12,S,3,term,-205.0
2025-03-12,S,5,eod,-205.0
2025-03-12,S,5,term,-205.0
2025-03-13,S,2,eod,-205.0
2025-03-13,S,2,term,-205.0
2025-03-13,S,3,eod,-205.0
2025-03-13,S,3,term,-205.0
2025-03-13,S,5,eod,-205.0
2025-03-13,S,5,term,-205.0
2025-03-24,L,2,eod,-205.0
2025-03-24,L,2,term,-205.0
2025-03-24,L,3,eod,-205.0
2025-03-24,L,3,term,-205.0
2025-03-24,L,5,eod,-205.0
2025-03-24,L,5,term,-205.0
2025-03-25,S,2,eod,-205.0
2025-03-25,S,2,term,-205.0
2025-03-25,S,3,eod,-205.0
2025-03-25,S,3,term,-205.0
2025-03-25,S,5,eod,-205.0
2025-03-25,S,5,term,-205.0
2025-03-27,S,2,eod,-205.0
2025-03-27,S,2,term,-205.0
2025-03-27,S,3,eod,-205.0
2025-03-27,S,3,term,-205.0
2025-03-27,S,5,eod,-205.0
2025-03-27,S,5,term,-205.0
2025-03-31,L,2,eod,-205.0
2025-03-31,L,2,term,-205.0
2025-03-31,L,3,eod,-205.0
2025-03-31,L,3,term,-205.0
2025-03-31,L,5,eod,-205.0
2025-03-31,L,5,term,-205.0
2025-04-02,L,2,eod,-205.0
2025-04-02,L,2,term,-205.0
2025-04-02,L,3,eod,-205.0
2025-04-02,L,3,term,-205.0
2025-04-02,L,5,eod,-205.0
2025-04-02,L,5,term,-205.0
2025-04-09,L,2,eod,-205.0
2025-04-09,L,2,term,-205.0
2025-04-09,L,3,eod,-205.0
2025-04-09,L,3,term,-205.0
2025-04-09,L,5,eod,-205.0
2025-04-09,L,5,term,-205.0
2025-04-15,L,2,eod,-205.0
2025-04-15,L,2,term,-205.0
2025-04-15,L,3,eod,-205.0
2025-04-15,L,3,term,-205.0
2025-04-15,L,5,eod,-205.0
2025-04-15,L,5,term,-205.0
2025-04-16,L,2,eod,-205.0
2025-04-16,L,2,term,-205.0
2025-04-16,L,3,eod,-205.0
2025-04-16,L,3,term,-205.0
2025-04-16,L,5,eod,-205.0
2025-04-16,L,5,term,-205.0
2025-04-22,L,2,eod,-205.0
2025-04-22,L,2,term,795.0
2025-04-22,L,3,eod,-205.0
2025-04-22,L,3,term,795.0
2025-04-22,L,5,eod,-205.0
2025-04-22,L,5,term,795.0
2025-04-22,S,3,eod,-205.0
2025-04-22,S,3,term,1495.0
2025-04-22,S,5,eod,-205.0
2025-04-22,S,5,term,1495.0
2025-04-30,S,5,eod,-205.0
2025-04-30,S,5,term,-205.0
2025-05-06,L,2,eod,-205.0
2025-05-06,L,2,term,-205.0
2025-05-06,L,3,eod,-205.0
2025-05-06,L,3,term,-205.0
2025-05-06,L,5,eod,-205.0
2025-05-06,L,5,term,-205.0
2025-05-13,S,2,eod,-205.0
2025-05-13,S,2,term,-205.0
2025-05-13,S,3,eod,-205.0
2025-05-13,S,3,term,-205.0
2025-05-13,S,5,eod,-205.0
2025-05-13,S,5,term,-205.0
2025-05-16,L,2,eod,1457.5
2025-05-16,L,2,term,1245.0
2025-05-16,L,3,eod,1457.5
2025-05-16,L,3,term,1245.0
2025-05-16,L,5,eod,1457.5
2025-05-16,L,5,term,1245.0
2025-05-20,L,2,eod,-205.0
2025-05-20,L,2,term,-67.5
2025-05-20,L,3,eod,-205.0
2025-05-20,L,3,term,-67.5
2025-05-20,L,5,eod,-205.0
2025-05-20,L,5,term,-67.5
2025-05-23,L,2,eod,-205.0
2025-05-23,L,2,term,-205.0
2025-05-23,L,3,eod,-205.0
2025-05-23,L,3,term,-205.0
2025-05-23,L,5,eod,-205.0
2025-05-23,L,5,term,-205.0
2025-05-29,S,2,eod,-205.0
2025-05-29,S,2,term,-205.0
2025-05-29,S,3,eod,-205.0
2025-05-29,S,3,term,-205.0
2025-05-29,S,5,eod,-205.0
2025-05-29,S,5,term,-205.0
2025-05-30,L,2,eod,-205.0
2025-05-30,L,2,term,-205.0
2025-05-30,L,3,eod,-205.0
2025-05-30,L,3,term,-205.0
2025-05-30,L,5,eod,-205.0
2025-05-30,L,5,term,-205.0
2025-06-05,L,2,eod,-205.0
2025-06-05,L,2,term,-205.0
2025-06-05,L,3,eod,-205.0
2025-06-05,L,3,term,-205.0
2025-06-05,L,5,eod,-205.0
2025-06-05,L,5,term,-205.0
2025-06-06,L,2,eod,270.0
2025-06-06,L,2,term,420.0
2025-06-06,L,3,eod,270.0
2025-06-06,L,3,term,420.0
2025-06-06,L,5,eod,270.0
2025-06-06,L,5,term,420.0
2025-06-10,L,2,eod,-205.0
2025-06-10,L,2,term,-205.0
2025-06-10,L,3,eod,-205.0
2025-06-10,L,3,term,-205.0
2025-06-10,L,5,eod,-205.0
2025-06-10,L,5,term,-205.0
2025-06-12,L,2,eod,-205.0
2025-06-12,L,2,term,-205.0
2025-06-12,L,3,eod,-205.0
2025-06-12,L,3,term,-205.0
2025-06-12,L,5,eod,-205.0
2025-06-12,L,5,term,-205.0
2025-06-18,S,5,eod,-205.0
2025-06-18,S,5,term,-205.0
2025-06-23,L,5,eod,-205.0
2025-06-23,L,5,term,-205.0
2025-06-24,L,2,eod,-205.0
2025-06-24,L,2,term,-205.0
2025-06-24,L,3,eod,-205.0
2025-06-24,L,3,term,-205.0
2025-06-24,L,5,eod,-205.0
2025-06-24,L,5,term,-205.0
2025-06-26,L,2,eod,-205.0
2025-06-26,L,2,term,-42.5
2025-06-26,L,3,eod,-205.0
2025-06-26,L,3,term,-42.5
2025-06-26,L,5,eod,-205.0
2025-06-26,L,5,term,-42.5
2025-07-01,L,2,eod,-205.0
2025-07-01,L,2,term,-205.0
2025-07-01,L,3,eod,-205.0
2025-07-01,L,3,term,-205.0
2025-07-01,L,5,eod,-205.0
2025-07-01,L,5,term,-205.0
2025-07-03,L,2,eod,132.5
2025-07-03,L,2,term,220.0
2025-07-03,L,3,eod,132.5
2025-07-03,L,3,term,220.0
2025-07-03,L,5,eod,132.5
2025-07-03,L,5,term,220.0
2025-07-04,S,2,eod,270.0
2025-07-04,S,2,term,-205.0
2025-07-04,S,3,eod,270.0
2025-07-04,S,3,term,-205.0
2025-07-04,S,5,eod,270.0
2025-07-04,S,5,term,-205.0
2025-07-07,S,2,eod,1157.5
2025-07-07,S,2,term,82.5
2025-07-07,S,3,eod,1157.5
2025-07-07,S,3,term,82.5
2025-07-07,S,5,eod,1157.5
2025-07-07,S,5,term,82.5
2025-07-08,S,5,eod,-205.0
2025-07-08,S,5,term,-205.0
2025-07-15,S,2,eod,-205.0
2025-07-15,S,2,term,-205.0
2025-07-15,S,3,eod,-205.0
2025-07-15,S,3,term,-205.0
2025-07-15,S,5,eod,-205.0
2025-07-15,S,5,term,-205.0
2025-07-18,S,2,eod,-205.0
2025-07-18,S,2,term,-205.0
2025-07-18,S,3,eod,-205.0
2025-07-18,S,3,term,-205.0
2025-07-18,S,5,eod,-205.0
2025-07-18,S,5,term,-205.0
2025-07-21,L,2,eod,-205.0
2025-07-21,L,2,term,-205.0
2025-07-21,L,3,eod,-205.0
2025-07-21,L,3,term,-205.0
2025-07-21,L,5,eod,-205.0
2025-07-21,L,5,term,-205.0
2025-07-23,L,5,eod,-205.0
2025-07-23,L,5,term,-205.0
2025-07-28,L,2,eod,-205.0
2025-07-28,L,2,term,-205.0
2025-07-28,L,3,eod,-205.0
2025-07-28,L,3,term,-205.0
2025-07-28,L,5,eod,-205.0
2025-07-28,L,5,term,-205.0
2025-07-31,S,2,eod,3645.0
2025-07-31,S,2,term,670.0
2025-07-31,S,3,eod,3645.0
2025-07-31,S,3,term,670.0
2025-07-31,S,5,eod,3645.0
2025-07-31,S,5,term,670.0
2025-08-06,L,2,eod,-205.0
2025-08-06,L,2,term,-205.0
2025-08-06,L,3,eod,-205.0
2025-08-06,L,3,term,-205.0
2025-08-06,L,5,eod,-205.0
2025-08-06,L,5,term,-205.0
2025-08-06,L,2,eod,720.0
2025-08-06,L,2,term,507.5
2025-08-06,L,3,eod,720.0
2025-08-06,L,3,term,507.5
2025-08-06,L,5,eod,720.0
2025-08-06,L,5,term,507.5
2025-08-11,S,2,eod,820.0
2025-08-11,S,2,term,-205.0
2025-08-11,S,3,eod,820.0
2025-08-11,S,3,term,-205.0
2025-08-11,S,5,eod,820.0
2025-08-11,S,5,term,-205.0
2025-08-13,S,2,eod,-205.0
2025-08-13,S,2,term,-205.0
2025-08-13,S,3,eod,-205.0
2025-08-13,S,3,term,-205.0
2025-08-13,S,5,eod,-205.0
2025-08-13,S,5,term,-205.0
2025-08-14,L,2,eod,-205.0
2025-08-14,L,2,term,-205.0
2025-08-14,L,3,eod,-205.0
2025-08-14,L,3,term,-205.0
2025-08-14,L,5,eod,-205.0
2025-08-14,L,5,term,-205.0
2025-08-19,S,2,eod,-205.0
2025-08-19,S,2,term,-142.5
2025-08-19,S,3,eod,-205.0
2025-08-19,S,3,term,-142.5
2025-08-19,S,5,eod,-205.0
2025-08-19,S,5,term,-142.5
2025-08-22,L,2,eod,-205.0
2025-08-22,L,2,term,-205.0
2025-08-22,L,3,eod,-205.0
2025-08-22,L,3,term,-205.0
2025-08-22,L,5,eod,-205.0
2025-08-22,L,5,term,-205.0
2025-08-25,L,3,eod,-205.0
2025-08-25,L,3,term,-205.0
2025-08-25,L,5,eod,-205.0
2025-08-25,L,5,term,-205.0
2025-08-27,L,2,eod,-205.0
2025-08-27,L,2,term,-205.0
2025-08-27,L,3,eod,-205.0
2025-08-27,L,3,term,-205.0
2025-08-27,L,5,eod,-205.0
2025-08-27,L,5,term,-205.0
2025-08-28,L,3,eod,-205.0
2025-08-28,L,3,term,-205.0
2025-08-28,L,5,eod,-205.0
2025-08-28,L,5,term,-205.0
2025-09-16,S,5,eod,-205.0
2025-09-16,S,5,term,-205.0
2025-09-19,S,2,eod,-205.0
2025-09-19,S,2,term,195.0
2025-09-19,S,3,eod,-205.0
2025-09-19,S,3,term,195.0
2025-09-19,S,5,eod,-205.0
2025-09-19,S,5,term,195.0
2025-09-22,L,3,eod,1207.5
2025-09-22,L,3,term,1220.0
2025-09-22,L,5,eod,1207.5
2025-09-22,L,5,term,1220.0
2025-09-29,S,2,eod,-205.0
2025-09-29,S,2,term,-142.5
2025-09-29,S,3,eod,-205.0
2025-09-29,S,3,term,-142.5
2025-09-29,S,5,eod,-205.0
2025-09-29,S,5,term,-142.5
2025-10-01,L,5,eod,-205.0
2025-10-01,L,5,term,-205.0
2025-10-06,L,2,eod,-205.0
2025-10-06,L,2,term,-205.0
2025-10-06,L,3,eod,-205.0
2025-10-06,L,3,term,-205.0
2025-10-06,L,5,eod,-205.0
2025-10-06,L,5,term,-205.0
2025-10-09,S,3,eod,-205.0
2025-10-09,S,3,term,-205.0
2025-10-09,S,5,eod,-205.0
2025-10-09,S,5,term,-205.0
2025-10-10,S,2,eod,-205.0
2025-10-10,S,2,term,-205.0
2025-10-10,S,3,eod,-205.0
2025-10-10,S,3,term,-205.0
2025-10-10,S,5,eod,-205.0
2025-10-10,S,5,term,-205.0
2025-10-13,S,5,eod,-205.0
2025-10-13,S,5,term,-205.0
2025-10-16,S,5,eod,3982.5
2025-10-16,S,5,term,2707.5
2025-10-20,L,2,eod,920.0
2025-10-20,L,2,term,1082.5
2025-10-20,L,3,eod,920.0
2025-10-20,L,3,term,1082.5
2025-10-20,L,5,eod,920.0
2025-10-20,L,5,term,1082.5
2025-10-22,S,2,eod,1320.0
2025-10-22,S,2,term,1270.0
2025-10-22,S,3,eod,1320.0
2025-10-22,S,3,term,1270.0
2025-10-22,S,5,eod,1320.0
2025-10-22,S,5,term,1270.0
2025-10-23,L,2,eod,-205.0
2025-10-23,L,2,term,-205.0
2025-10-23,L,3,eod,-205.0
2025-10-23,L,3,term,-205.0
2025-10-23,L,5,eod,-205.0
2025-10-23,L,5,term,-205.0
2025-10-29,S,2,eod,-205.0
2025-10-29,S,2,term,-205.0
2025-10-29,S,3,eod,-205.0
2025-10-29,S,3,term,-205.0
2025-10-29,S,5,eod,-205.0
2025-10-29,S,5,term,-205.0
2025-11-10,L,2,eod,-205.0
2025-11-10,L,2,term,-205.0
2025-11-10,L,3,eod,-205.0
2025-11-10,L,3,term,-205.0
2025-11-10,L,5,eod,-205.0
2025-11-10,L,5,term,-205.0
2025-11-19,S,2,eod,-205.0
2025-11-19,S,2,term,-205.0
2025-11-19,S,3,eod,-205.0
2025-11-19,S,3,term,-205.0
2025-11-19,S,5,eod,-205.0
2025-11-19,S,5,term,-205.0
2025-11-20,L,2,eod,-205.0
2025-11-20,L,2,term,-205.0
2025-11-20,L,3,eod,-205.0
2025-11-20,L,3,term,-205.0
2025-11-20,L,5,eod,-205.0
2025-11-20,L,5,term,-205.0
2025-11-28,L,5,eod,-205.0
2025-11-28,L,5,term,-117.5
2025-12-02,L,2,eod,-205.0
2025-12-02,L,2,term,-205.0
2025-12-02,L,3,eod,-205.0
2025-12-02,L,3,term,-205.0
2025-12-02,L,5,eod,-205.0
2025-12-02,L,5,term,-205.0
2025-12-04,S,2,eod,-205.0
2025-12-04,S,2,term,-205.0
2025-12-04,S,3,eod,-205.0
2025-12-04,S,3,term,-205.0
2025-12-04,S,5,eod,-205.0
2025-12-04,S,5,term,-205.0
2025-12-08,S,5,eod,-205.0
2025-12-08,S,5,term,-180.0
2025-12-16,L,2,eod,-205.0
2025-12-16,L,2,term,-205.0
2025-12-16,L,3,eod,-205.0
2025-12-16,L,3,term,-205.0
2025-12-16,L,5,eod,-205.0
2025-12-16,L,5,term,-205.0
2025-12-19,L,2,eod,-205.0
2025-12-19,L,2,term,-142.5
2025-12-19,L,3,eod,-205.0
2025-12-19,L,3,term,-142.5
2025-12-19,L,5,eod,-205.0
2025-12-19,L,5,term,-142.5
2025-12-30,S,2,eod,-205.0
2025-12-30,S,2,term,-205.0
2025-12-30,S,3,eod,-205.0
2025-12-30,S,3,term,-205.0
2025-12-30,S,5,eod,-205.0
2025-12-30,S,5,term,-205.0
2026-01-02,S,2,eod,-205.0
2026-01-02,S,2,term,-205.0
2026-01-02,S,3,eod,-205.0
2026-01-02,S,3,term,-205.0
2026-01-02,S,5,eod,-205.0
2026-01-02,S,5,term,-205.0
2026-01-13,L,5,eod,-205.0
2026-01-13,L,5,term,220.0
2026-01-15,L,5,eod,-205.0
2026-01-15,L,5,term,-192.5
2026-01-21,L,2,eod,-205.0
2026-01-21,L,2,term,-205.0
2026-01-21,L,3,eod,-205.0
2026-01-21,L,3,term,-205.0
2026-01-21,L,5,eod,-205.0
2026-01-21,L,5,term,-205.0
2026-01-22,L,2,eod,-205.0
2026-01-22,L,2,term,-205.0
2026-01-22,L,3,eod,-205.0
2026-01-22,L,3,term,-205.0
2026-01-22,L,5,eod,-205.0
2026-01-22,L,5,term,-205.0
2026-01-23,L,3,eod,-205.0
2026-01-23,L,3,term,82.5
2026-01-23,L,5,eod,-205.0
2026-01-23,L,5,term,82.5
2026-02-04,L,2,eod,-205.0
2026-02-04,L,2,term,-205.0
2026-02-04,L,3,eod,-205.0
2026-02-04,L,3,term,-205.0
2026-02-04,L,5,eod,-205.0
2026-02-04,L,5,term,-205.0
2026-02-18,L,5,eod,-205.0
2026-02-18,L,5,term,-205.0
2026-02-20,L,2,eod,-205.0
2026-02-20,L,2,term,-205.0
2026-02-20,L,3,eod,-205.0
2026-02-20,L,3,term,-205.0
2026-02-20,L,5,eod,-205.0
2026-02-20,L,5,term,-205.0
2026-02-23,S,2,eod,-205.0
2026-02-23,S,2,term,-205.0
2026-02-23,S,3,eod,-205.0
2026-02-23,S,3,term,-205.0
2026-02-23,S,5,eod,-205.0
2026-02-23,S,5,term,-205.0
2026-02-26,S,5,eod,-205.0
2026-02-26,S,5,term,-205.0
2026-03-12,S,2,eod,-205.0
2026-03-12,S,2,term,-205.0
2026-03-12,S,3,eod,-205.0
2026-03-12,S,3,term,-205.0
2026-03-12,S,5,eod,-205.0
2026-03-12,S,5,term,-205.0
2026-03-13,S,2,eod,-205.0
2026-03-13,S,2,term,-205.0
2026-03-13,S,3,eod,-205.0
2026-03-13,S,3,term,-205.0
2026-03-13,S,5,eod,-205.0
2026-03-13,S,5,term,-205.0
2026-03-17,L,2,eod,-205.0
2026-03-17,L,2,term,-205.0
2026-03-17,L,3,eod,-205.0
2026-03-17,L,3,term,-205.0
2026-03-17,L,5,eod,-205.0
2026-03-17,L,5,term,-205.0
2026-03-20,S,5,eod,-205.0
2026-03-20,S,5,term,-205.0
2026-03-25,L,2,eod,-205.0
2026-03-25,L,2,term,-205.0
2026-03-25,L,3,eod,-205.0
2026-03-25,L,3,term,-205.0
2026-03-25,L,5,eod,-205.0
2026-03-25,L,5,term,-205.0
2026-03-27,S,2,eod,-205.0
2026-03-27,S,2,term,-205.0
2026-03-27,S,3,eod,-205.0
2026-03-27,S,3,term,-205.0
2026-03-27,S,5,eod,-205.0
2026-03-27,S,5,term,-205.0
2026-04-01,L,2,eod,-205.0
2026-04-01,L,2,term,-205.0
2026-04-01,L,3,eod,-205.0
2026-04-01,L,3,term,-205.0
2026-04-01,L,5,eod,-205.0
2026-04-01,L,5,term,-205.0
2026-04-07,S,5,eod,-205.0
2026-04-07,S,5,term,-205.0
2026-04-08,S,2,eod,-205.0
2026-04-08,S,2,term,-205.0
2026-04-08,S,3,eod,-205.0
2026-04-08,S,3,term,-205.0
2026-04-08,S,5,eod,-205.0
2026-04-08,S,5,term,-205.0
2026-04-14,L,2,eod,-205.0
2026-04-14,L,2,term,-205.0
2026-04-14,L,3,eod,-205.0
2026-04-14,L,3,term,-205.0
2026-04-14,L,5,eod,-205.0
2026-04-14,L,5,term,-205.0
2026-04-15,L,3,eod,-205.0
2026-04-15,L,3,term,-205.0
2026-04-15,L,5,eod,-205.0
2026-04-15,L,5,term,-205.0
2026-04-23,L,2,eod,-205.0
2026-04-23,L,2,term,-155.0
2026-04-23,L,3,eod,-205.0
2026-04-23,L,3,term,-155.0
2026-04-23,L,5,eod,-205.0
2026-04-23,L,5,term,-155.0
2026-04-24,S,5,eod,-205.0
2026-04-24,S,5,term,-205.0
2026-04-29,L,2,eod,-205.0
2026-04-29,L,2,term,-205.0
2026-04-29,L,3,eod,-205.0
2026-04-29,L,3,term,-205.0
2026-04-29,L,5,eod,-205.0
2026-04-29,L,5,term,-205.0
2026-05-05,L,3,eod,-205.0
2026-05-05,L,3,term,-205.0
2026-05-05,L,5,eod,-205.0
2026-05-05,L,5,term,-205.0
2026-05-08,L,5,eod,-205.0
2026-05-08,L,5,term,-205.0
2026-05-08,L,2,eod,-205.0
2026-05-08,L,2,term,-167.5
2026-05-08,L,3,eod,-205.0
2026-05-08,L,3,term,-167.5
2026-05-08,L,5,eod,-205.0
2026-05-08,L,5,term,-167.5
2026-05-12,S,5,eod,-205.0
2026-05-12,S,5,term,-205.0
2026-05-14,L,2,eod,920.0
2026-05-14,L,2,term,895.0
2026-05-14,L,3,eod,920.0
2026-05-14,L,3,term,895.0
2026-05-14,L,5,eod,920.0
2026-05-14,L,5,term,895.0
2026-05-18,L,2,eod,-205.0
2026-05-18,L,2,term,-205.0
2026-05-18,L,3,eod,-205.0
2026-05-18,L,3,term,-205.0
2026-05-18,L,5,eod,-205.0
2026-05-18,L,5,term,-205.0
2026-05-19,L,3,eod,-205.0
2026-05-19,L,3,term,-205.0
2026-05-19,L,5,eod,-205.0
2026-05-19,L,5,term,-205.0
2026-05-22,S,2,eod,-205.0
2026-05-22,S,2,term,-205.0
2026-05-22,S,3,eod,-205.0
2026-05-22,S,3,term,-205.0
2026-05-22,S,5,eod,-205.0
2026-05-22,S,5,term,-205.0
2026-05-27,S,3,eod,-205.0
2026-05-27,S,3,term,-205.0
2026-05-27,S,5,eod,-205.0
2026-05-27,S,5,term,-205.0
2026-05-27,L,3,eod,-205.0
2026-05-27,L,3,term,-205.0
2026-05-27,L,5,eod,-205.0
2026-05-27,L,5,term,-205.0
2026-06-02,L,2,eod,745.0
2026-06-02,L,2,term,482.5
2026-06-02,L,3,eod,745.0
2026-06-02,L,3,term,482.5
2026-06-02,L,5,eod,745.0
2026-06-02,L,5,term,482.5
2026-06-04,L,2,eod,-205.0
2026-06-04,L,2,term,-205.0
2026-06-04,L,3,eod,-205.0
2026-06-04,L,3,term,-205.0
2026-06-04,L,5,eod,-205.0
2026-06-04,L,5,term,-205.0
2026-06-08,L,2,eod,-205.0
2026-06-08,L,2,term,-205.0
