Date,scope,variant,net
2024-02-15,NRM,cxl999,-642.5
2024-02-15,NRM,cxl1,495.0
2024-02-15,NRM,cxl2,495.0
2024-02-15,NRM,cxl3,495.0
2024-02-15,NRM,cxl6,495.0
2024-02-15,NRM,cxl12,495.0
2024-02-15,NRM,cxl999,495.0
2024-02-21,NRM,cxl1,-530.0
2024-02-21,NRM,cxl2,-530.0
2024-02-21,NRM,cxl3,-530.0
2024-02-21,NRM,cxl6,-530.0
2024-02-21,NRM,cxl12,-530.0
2024-02-21,NRM,cxl999,-530.0
2024-02-26,NRM,cxl2,607.5
2024-02-26,NRM,cxl3,607.5
2024-02-26,NRM,cxl6,607.5
2024-02-26,NRM,cxl12,607.5
2024-02-26,NRM,cxl999,607.5
2024-02-27,NRM,cxl2,-592.5
2024-02-27,NRM,cxl3,-592.5
2024-02-27,NRM,cxl6,-592.5
2024-02-27,NRM,cxl12,-592.5
2024-02-27,NRM,cxl999,-592.5
2024-02-29,NRM,cxl1,-505.0
2024-02-29,NRM,cxl2,-505.0
2024-02-29,NRM,cxl3,-505.0
2024-02-29,NRM,cxl6,-505.0
2024-02-29,NRM,cxl12,-505.0
2024-02-29,NRM,cxl999,-505.0
2024-02-29,NRM,cxl1,-505.0
2024-02-29,NRM,cxl2,-505.0
2024-02-29,NRM,cxl3,-505.0
2024-02-29,NRM,cxl6,-505.0
2024-02-29,NRM,cxl12,-505.0
2024-02-29,NRM,cxl999,-505.0
2024-03-01,NRM,cxl2,332.5
2024-03-01,NRM,cxl3,332.5
2024-03-01,NRM,cxl6,332.5
2024-03-01,NRM,cxl12,332.5
2024-03-01,NRM,cxl999,332.5
2024-03-04,NRM,cxl1,-330.0
2024-03-04,NRM,cxl2,-330.0
2024-03-04,NRM,cxl3,-330.0
2024-03-04,NRM,cxl6,-330.0
2024-03-04,NRM,cxl12,-330.0
2024-03-04,NRM,cxl999,-330.0
2024-03-04,NRM,cxl1,-530.0
2024-03-04,NRM,cxl2,-530.0
2024-03-04,NRM,cxl3,-530.0
2024-03-04,NRM,cxl6,-530.0
2024-03-04,NRM,cxl12,-530.0
2024-03-04,NRM,cxl999,-530.0
2024-03-06,NRM,cxl1,-580.0
2024-03-06,NRM,cxl2,-580.0
2024-03-06,NRM,cxl3,-580.0
2024-03-06,NRM,cxl6,-580.0
2024-03-06,NRM,cxl12,-580.0
2024-03-06,NRM,cxl999,-580.0
2024-03-06,NRM,cxl2,-192.5
2024-03-06,NRM,cxl3,-192.5
2024-03-06,NRM,cxl6,-192.5
2024-03-06,NRM,cxl12,-192.5
2024-03-06,NRM,cxl999,-192.5
2024-03-06,NRM,cxl1,-242.5
2024-03-06,NRM,cxl2,-242.5
2024-03-06,NRM,cxl3,-242.5
2024-03-06,NRM,cxl6,-242.5
2024-03-06,NRM,cxl12,-242.5
2024-03-06,NRM,cxl999,-242.5
2024-03-07,NRM,cxl1,-30.0
2024-03-07,NRM,cxl2,-30.0
2024-03-07,NRM,cxl3,-30.0
2024-03-07,NRM,cxl6,-30.0
2024-03-07,NRM,cxl12,-30.0
2024-03-07,NRM,cxl999,-30.0
2024-03-07,NRM,cxl1,-580.0
2024-03-07,NRM,cxl2,-580.0
2024-03-07,NRM,cxl3,-580.0
2024-03-07,NRM,cxl6,-580.0
2024-03-07,NRM,cxl12,-580.0
2024-03-07,NRM,cxl999,-580.0
2024-03-11,NRM,cxl12,-605.0
2024-03-11,NRM,cxl999,-605.0
2024-03-12,NRM,cxl2,-617.5
2024-03-12,NRM,cxl3,-617.5
2024-03-12,NRM,cxl6,-617.5
2024-03-12,NRM,cxl12,-617.5
2024-03-12,NRM,cxl999,-617.5
2024-03-12,NRM,cxl1,-617.5
2024-03-12,NRM,cxl2,-617.5
2024-03-12,NRM,cxl3,-617.5
2024-03-12,NRM,cxl6,-617.5
2024-03-12,NRM,cxl12,-617.5
2024-03-12,NRM,cxl999,-617.5
2024-03-18,GAP,chase,382.5
2024-03-18,GAP,retest2,420.0
2024-03-18,GAP,retest4,445.0
2024-03-18,GAP,retest6,470.0
2024-03-19,NRM,cxl2,1282.5
2024-03-19,NRM,cxl3,1282.5
2024-03-19,NRM,cxl6,1282.5
2024-03-19,NRM,cxl12,1282.5
2024-03-19,NRM,cxl999,1282.5
2024-03-20,NRM,cxl1,2495.0
2024-03-20,NRM,cxl2,2495.0
2024-03-20,NRM,cxl3,2495.0
2024-03-20,NRM,cxl6,2495.0
2024-03-20,NRM,cxl12,2495.0
2024-03-20,NRM,cxl999,2495.0
2024-03-21,NRM,cxl1,-717.5
2024-03-21,NRM,cxl2,-717.5
2024-03-21,NRM,cxl3,-717.5
2024-03-21,NRM,cxl6,-717.5
2024-03-21,NRM,cxl12,-717.5
2024-03-21,NRM,cxl999,-717.5
2024-03-21,NRM,cxl1,395.0
2024-03-21,NRM,cxl2,395.0
2024-03-21,NRM,cxl3,395.0
2024-03-21,NRM,cxl6,395.0
2024-03-21,NRM,cxl12,395.0
2024-03-21,NRM,cxl999,395.0
2024-03-22,NRM,cxl1,270.0
2024-03-22,NRM,cxl2,270.0
2024-03-22,NRM,cxl3,270.0
2024-03-22,NRM,cxl6,270.0
2024-03-22,NRM,cxl12,270.0
2024-03-22,NRM,cxl999,270.0
2024-03-26,NRM,cxl1,820.0
2024-03-26,NRM,cxl2,820.0
2024-03-26,NRM,cxl3,820.0
2024-03-26,NRM,cxl6,820.0
2024-03-26,NRM,cxl12,820.0
2024-03-26,NRM,cxl999,820.0
2024-04-01,NRM,cxl1,20.0
2024-04-01,NRM,cxl2,20.0
2024-04-01,NRM,cxl3,20.0
2024-04-01,NRM,cxl6,20.0
2024-04-01,NRM,cxl12,20.0
2024-04-01,NRM,cxl999,20.0
2024-04-01,NRM,cxl3,-505.0
2024-04-01,NRM,cxl6,-505.0
2024-04-01,NRM,cxl12,-505.0
2024-04-01,NRM,cxl999,-505.0
2024-04-02,GAP,chase,-505.0
2024-04-02,GAP,retest2,-505.0
2024-04-02,GAP,retest4,-505.0
2024-04-02,GAP,retest6,-505.0
2024-04-16,NRM,cxl1,-967.5
2024-04-16,NRM,cxl2,-967.5
2024-04-16,NRM,cxl3,-967.5
2024-04-16,NRM,cxl6,-967.5
2024-04-16,NRM,cxl12,-967.5
2024-04-16,NRM,cxl999,-967.5
2024-04-18,NRM,cxl1,1420.0
2024-04-18,NRM,cxl2,1420.0
2024-04-18,NRM,cxl3,1420.0
2024-04-18,NRM,cxl6,1420.0
2024-04-18,NRM,cxl12,1420.0
2024-04-18,NRM,cxl999,1420.0
2024-04-18,NRM,cxl1,45.0
2024-04-18,NRM,cxl2,45.0
2024-04-18,NRM,cxl3,45.0
2024-04-18,NRM,cxl6,45.0
2024-04-18,NRM,cxl12,45.0
2024-04-18,NRM,cxl999,45.0
2024-04-22,NRM,cxl1,-967.5
2024-04-22,NRM,cxl2,-967.5
2024-04-22,NRM,cxl3,-967.5
2024-04-22,NRM,cxl6,-967.5
2024-04-22,NRM,cxl12,-967.5
2024-04-22,NRM,cxl999,-967.5
2024-04-24,NRM,cxl2,-1017.5
2024-04-24,NRM,cxl3,-1017.5
2024-04-24,NRM,cxl6,-1017.5
2024-04-24,NRM,cxl12,-1017.5
2024-04-24,NRM,cxl999,-1017.5
2024-04-25,GAP,chase,3132.5
2024-04-25,GAP,retest2,3170.0
2024-04-25,GAP,retest4,3195.0
2024-04-25,GAP,retest6,3220.0
2024-04-26,NRM,cxl1,-180.0
2024-04-26,NRM,cxl2,-180.0
2024-04-26,NRM,cxl3,-180.0
2024-04-26,NRM,cxl6,-180.0
2024-04-26,NRM,cxl12,-180.0
2024-04-26,NRM,cxl999,-180.0
2024-04-30,NRM,cxl1,3632.5
2024-04-30,NRM,cxl2,3632.5
2024-04-30,NRM,cxl3,3632.5
2024-04-30,NRM,cxl6,3632.5
2024-04-30,NRM,cxl12,3632.5
2024-04-30,NRM,cxl999,3632.5
2024-04-30,NRM,cxl1,2145.0
2024-04-30,NRM,cxl2,2145.0
2024-04-30,NRM,cxl3,2145.0
2024-04-30,NRM,cxl6,2145.0
2024-04-30,NRM,cxl12,2145.0
2024-04-30,NRM,cxl999,2145.0
2024-05-01,NRM,cxl1,-967.5
2024-05-01,NRM,cxl2,-967.5
2024-05-01,NRM,cxl3,-967.5
2024-05-01,NRM,cxl6,-967.5
2024-05-01,NRM,cxl12,-967.5
2024-05-01,NRM,cxl999,-967.5
2024-05-01,NRM,cxl1,-967.5
2024-05-01,NRM,cxl2,-967.5
2024-05-01,NRM,cxl3,-967.5
2024-05-01,NRM,cxl6,-967.5
2024-05-01,NRM,cxl12,-967.5
2024-05-01,NRM,cxl999,-967.5
2024-05-06,NRM,cxl1,420.0
2024-05-06,NRM,cxl2,420.0
2024-05-06,NRM,cxl3,420.0
2024-05-06,NRM,cxl6,420.0
2024-05-06,NRM,cxl12,420.0
2024-05-06,NRM,cxl999,420.0
2024-05-07,NRM,cxl12,-230.0
2024-05-07,NRM,cxl999,-230.0
2024-05-09,NRM,cxl2,645.0
2024-05-09,NRM,cxl3,645.0
2024-05-09,NRM,cxl6,645.0
2024-05-09,NRM,cxl12,645.0
2024-05-09,NRM,cxl999,645.0
2024-05-10,NRM,cxl6,-167.5
2024-05-10,NRM,cxl12,-167.5
2024-05-10,NRM,cxl999,-167.5
2024-05-10,NRM,cxl1,-167.5
2024-05-10,NRM,cxl2,-167.5
2024-05-10,NRM,cxl3,-167.5
2024-05-10,NRM,cxl6,-167.5
2024-05-10,NRM,cxl12,-167.5
2024-05-10,NRM,cxl999,-167.5
2024-05-13,NRM,cxl2,-17.5
2024-05-13,NRM,cxl3,-17.5
2024-05-13,NRM,cxl6,-17.5
2024-05-13,NRM,cxl12,-17.5
2024-05-13,NRM,cxl999,-17.5
2024-05-15,NRM,cxl1,195.0
2024-05-15,NRM,cxl2,195.0
2024-05-15,NRM,cxl3,195.0
2024-05-15,NRM,cxl6,195.0
2024-05-15,NRM,cxl12,195.0
2024-05-15,NRM,cxl999,195.0
2024-05-16,NRM,cxl3,1045.0
2024-05-16,NRM,cxl6,1045.0
2024-05-16,NRM,cxl12,1045.0
2024-05-16,NRM,cxl999,1045.0
2024-05-21,NRM,cxl6,507.5
2024-05-21,NRM,cxl12,507.5
2024-05-21,NRM,cxl999,507.5
2024-05-24,NRM,cxl1,20.0
2024-05-24,NRM,cxl2,20.0
2024-05-24,NRM,cxl3,20.0
2024-05-24,NRM,cxl6,20.0
2024-05-24,NRM,cxl12,20.0
2024-05-24,NRM,cxl999,20.0
2024-05-30,NRM,cxl1,-517.5
2024-05-30,NRM,cxl2,-517.5
2024-05-30,NRM,cxl3,-517.5
2024-05-30,NRM,cxl6,-517.5
2024-05-30,NRM,cxl12,-517.5
2024-05-30,NRM,cxl999,-517.5
2024-05-31,NRM,cxl1,-530.0
2024-05-31,NRM,cxl2,-530.0
2024-05-31,NRM,cxl3,-530.0
2024-05-31,NRM,cxl6,-530.0
2024-05-31,NRM,cxl12,-530.0
2024-05-31,NRM,cxl999,-530.0
2024-05-31,NRM,cxl6,3370.0
2024-05-31,NRM,cxl12,3370.0
2024-05-31,NRM,cxl999,3370.0
2024-06-04,NRM,cxl6,-705.0
2024-06-04,NRM,cxl12,-705.0
2024-06-04,NRM,cxl999,-705.0
2024-06-04,NRM,cxl6,1232.5
2024-06-04,NRM,cxl12,1232.5
2024-06-04,NRM,cxl999,1232.5
2024-06-04,NRM,cxl1,807.5
2024-06-04,NRM,cxl2,807.5
2024-06-04,NRM,cxl3,807.5
2024-06-04,NRM,cxl6,807.5
2024-06-04,NRM,cxl12,807.5
2024-06-04,NRM,cxl999,807.5
2024-06-05,NRM,cxl2,820.0
2024-06-05,NRM,cxl3,820.0
2024-06-05,NRM,cxl6,820.0
2024-06-05,NRM,cxl12,820.0
2024-06-05,NRM,cxl999,820.0
2024-06-11,NRM,cxl1,370.0
2024-06-11,NRM,cxl2,370.0
2024-06-11,NRM,cxl3,370.0
2024-06-11,NRM,cxl6,370.0
2024-06-11,NRM,cxl12,370.0
2024-06-11,NRM,cxl999,370.0
2024-06-13,NRM,cxl1,-780.0
2024-06-13,NRM,cxl2,-780.0
2024-06-13,NRM,cxl3,-780.0
2024-06-13,NRM,cxl6,-780.0
2024-06-13,NRM,cxl12,-780.0
2024-06-13,NRM,cxl999,-780.0
2024-06-24,NRM,cxl1,595.0
2024-06-24,NRM,cxl2,595.0
2024-06-24,NRM,cxl3,595.0
2024-06-24,NRM,cxl6,595.0
2024-06-24,NRM,cxl12,595.0
2024-06-24,NRM,cxl999,595.0
2024-06-24,NRM,cxl1,407.5
2024-06-24,NRM,cxl2,407.5
2024-06-24,NRM,cxl3,407.5
2024-06-24,NRM,cxl6,407.5
2024-06-24,NRM,cxl12,407.5
2024-06-24,NRM,cxl999,407.5
2024-06-28,NRM,cxl1,-530.0
2024-06-28,NRM,cxl2,-530.0
2024-06-28,NRM,cxl3,-530.0
2024-06-28,NRM,cxl6,-530.0
2024-06-28,NRM,cxl12,-530.0
2024-06-28,NRM,cxl999,-530.0
2024-07-01,NRM,cxl1,-592.5
2024-07-01,NRM,cxl2,-592.5
2024-07-01,NRM,cxl3,-592.5
2024-07-01,NRM,cxl6,-592.5
2024-07-01,NRM,cxl12,-592.5
2024-07-01,NRM,cxl999,-592.5
2024-07-01,NRM,cxl1,-592.5
2024-07-01,NRM,cxl2,-592.5
2024-07-01,NRM,cxl3,-592.5
2024-07-01,NRM,cxl6,-592.5
2024-07-01,NRM,cxl12,-592.5
2024-07-01,NRM,cxl999,-592.5
2024-07-03,NRM,cxl1,745.0
2024-07-03,NRM,cxl2,745.0
2024-07-03,NRM,cxl3,745.0
2024-07-03,NRM,cxl6,745.0
2024-07-03,NRM,cxl12,745.0
2024-07-03,NRM,cxl999,745.0
2024-07-05,NRM,cxl1,157.5
2024-07-05,NRM,cxl2,157.5
2024-07-05,NRM,cxl3,157.5
2024-07-05,NRM,cxl6,157.5
2024-07-05,NRM,cxl12,157.5
2024-07-05,NRM,cxl999,157.5
2024-07-08,NRM,cxl2,20.0
2024-07-08,NRM,cxl3,20.0
2024-07-08,NRM,cxl6,20.0
2024-07-08,NRM,cxl12,20.0
2024-07-08,NRM,cxl999,20.0
2024-07-08,NRM,cxl1,-142.5
2024-07-08,NRM,cxl2,-142.5
2024-07-08,NRM,cxl3,-142.5
2024-07-08,NRM,cxl6,-142.5
2024-07-08,NRM,cxl12,-142.5
2024-07-08,NRM,cxl999,-142.5
2024-07-08,NRM,cxl6,-255.0
2024-07-08,NRM,cxl12,-255.0
2024-07-08,NRM,cxl999,-255.0
2024-07-10,NRM,cxl1,870.0
2024-07-10,NRM,cxl2,870.0
2024-07-10,NRM,cxl3,870.0
2024-07-10,NRM,cxl6,870.0
2024-07-10,NRM,cxl12,870.0
2024-07-10,NRM,cxl999,870.0
2024-07-10,NRM,cxl1,695.0
2024-07-10,NRM,cxl2,695.0
2024-07-10,NRM,cxl3,695.0
2024-07-10,NRM,cxl6,695.0
2024-07-10,NRM,cxl12,695.0
2024-07-10,NRM,cxl999,695.0
2024-07-15,NRM,cxl1,-605.0
2024-07-15,NRM,cxl2,-605.0
2024-07-15,NRM,cxl3,-605.0
2024-07-15,NRM,cxl6,-605.0
2024-07-15,NRM,cxl12,-605.0
2024-07-15,NRM,cxl999,-605.0
2024-07-16,NRM,cxl1,-630.0
2024-07-16,NRM,cxl2,-630.0
2024-07-16,NRM,cxl3,-630.0
2024-07-16,NRM,cxl6,-630.0
2024-07-16,NRM,cxl12,-630.0
2024-07-16,NRM,cxl999,-630.0
2024-07-17,GAP,chase,607.5
2024-07-17,GAP,retest2,645.0
2024-07-17,GAP,retest4,670.0
2024-07-17,GAP,retest6,695.0
2024-07-19,NRM,cxl1,1232.5
2024-07-19,NRM,cxl2,1232.5
2024-07-19,NRM,cxl3,1232.5
2024-07-19,NRM,cxl6,1232.5
2024-07-19,NRM,cxl12,1232.5
2024-07-19,NRM,cxl999,1232.5
2024-07-19,NRM,cxl1,307.5
2024-07-19,NRM,cxl2,307.5
2024-07-19,NRM,cxl3,307.5
2024-07-19,NRM,cxl6,307.5
2024-07-19,NRM,cxl12,307.5
2024-07-19,NRM,cxl999,307.5
2024-07-25,NRM,cxl999,-892.5
2024-07-25,NRM,cxl1,-892.5
2024-07-25,NRM,cxl2,-892.5
2024-07-25,NRM,cxl3,-892.5
2024-07-25,NRM,cxl6,-892.5
2024-07-25,NRM,cxl12,-892.5
2024-07-25,NRM,cxl999,-892.5
2024-07-25,NRM,cxl1,2007.5
2024-07-25,NRM,cxl2,2007.5
2024-07-25,NRM,cxl3,2007.5
2024-07-25,NRM,cxl6,2007.5
2024-07-25,NRM,cxl12,2007.5
2024-07-25,NRM,cxl999,2007.5
2024-07-30,NRM,cxl1,3045.0
2024-07-30,NRM,cxl2,3045.0
2024-07-30,NRM,cxl3,3045.0
2024-07-30,NRM,cxl6,3045.0
2024-07-30,NRM,cxl12,3045.0
2024-07-30,NRM,cxl999,3045.0
2024-08-05,GAP,chase,-1167.5
2024-08-05,GAP,retest2,-1167.5
2024-08-05,GAP,retest4,-1167.5
2024-08-05,GAP,retest6,-1167.5
2024-08-05,GAP,chase,-1167.5
2024-08-05,GAP,retest2,-1167.5
2024-08-05,GAP,retest4,-1167.5
2024-08-05,GAP,retest6,-1167.5
2024-08-13,GAP,chase,532.5
2024-08-13,GAP,retest2,570.0
2024-08-13,GAP,retest4,595.0
2024-08-13,GAP,retest6,620.0
2024-08-20,NRM,cxl1,-367.5
2024-08-20,NRM,cxl2,-367.5
2024-08-20,NRM,cxl3,-367.5
2024-08-20,NRM,cxl6,-367.5
2024-08-20,NRM,cxl12,-367.5
2024-08-20,NRM,cxl999,-367.5
2024-08-21,NRM,cxl1,-367.5
2024-08-21,NRM,cxl2,-367.5
2024-08-21,NRM,cxl3,-367.5
2024-08-21,NRM,cxl6,-367.5
2024-08-21,NRM,cxl12,-367.5
2024-08-21,NRM,cxl999,-367.5
2024-08-22,NRM,cxl1,2170.0
2024-08-22,NRM,cxl2,2170.0
2024-08-22,NRM,cxl3,2170.0
2024-08-22,NRM,cxl6,2170.0
2024-08-22,NRM,cxl12,2170.0
2024-08-22,NRM,cxl999,2170.0
2024-08-26,NRM,cxl1,457.5
2024-08-26,NRM,cxl2,457.5
2024-08-26,NRM,cxl3,457.5
2024-08-26,NRM,cxl6,457.5
2024-08-26,NRM,cxl12,457.5
2024-08-26,NRM,cxl999,457.5
2024-08-26,NRM,cxl1,-392.5
2024-08-26,NRM,cxl2,-392.5
2024-08-26,NRM,cxl3,-392.5
2024-08-26,NRM,cxl6,-392.5
2024-08-26,NRM,cxl12,-392.5
2024-08-26,NRM,cxl999,-392.5
2024-08-27,NRM,cxl1,107.5
2024-08-27,NRM,cxl2,107.5
2024-08-27,NRM,cxl3,107.5
2024-08-27,NRM,cxl6,107.5
2024-08-27,NRM,cxl12,107.5
2024-08-27,NRM,cxl999,107.5
2024-08-28,NRM,cxl1,-767.5
2024-08-28,NRM,cxl2,-767.5
2024-08-28,NRM,cxl3,-767.5
2024-08-28,NRM,cxl6,-767.5
2024-08-28,NRM,cxl12,-767.5
2024-08-28,NRM,cxl999,-767.5
2024-08-29,NRM,cxl1,-792.5
2024-08-29,NRM,cxl2,-792.5
2024-08-29,NRM,cxl3,-792.5
2024-08-29,NRM,cxl6,-792.5
2024-08-29,NRM,cxl12,-792.5
2024-08-29,NRM,cxl999,-792.5
2024-08-30,NRM,cxl1,-817.5
2024-08-30,NRM,cxl2,-817.5
2024-08-30,NRM,cxl3,-817.5
2024-08-30,NRM,cxl6,-817.5
2024-08-30,NRM,cxl12,-817.5
2024-08-30,NRM,cxl999,-817.5
2024-09-03,GAP,chase,1895.0
2024-09-03,GAP,retest2,1932.5
2024-09-03,GAP,retest4,1957.5
2024-09-03,GAP,retest6,1982.5
2024-09-03,GAP,chase,1332.5
2024-09-03,GAP,retest2,1370.0
2024-09-03,GAP,retest4,1395.0
2024-09-03,GAP,retest6,1420.0
2024-09-06,NRM,cxl1,282.5
2024-09-06,NRM,cxl2,282.5
2024-09-06,NRM,cxl3,282.5
2024-09-06,NRM,cxl6,282.5
2024-09-06,NRM,cxl12,282.5
2024-09-06,NRM,cxl999,282.5
2024-09-17,NRM,cxl999,-67.5
2024-09-17,NRM,cxl1,-292.5
2024-09-17,NRM,cxl2,-292.5
2024-09-17,NRM,cxl3,-292.5
2024-09-17,NRM,cxl6,-292.5
2024-09-17,NRM,cxl12,-292.5
2024-09-17,NRM,cxl999,-292.5
2024-09-18,NRM,cxl2,-1067.5
2024-09-18,NRM,cxl3,-1067.5
2024-09-18,NRM,cxl6,-1067.5
2024-09-18,NRM,cxl12,-1067.5
2024-09-18,NRM,cxl999,-1067.5
2024-09-19,GAP,chase,-67.5
2024-09-19,GAP,retest2,-30.0
2024-09-19,GAP,retest4,-5.0
2024-09-19,GAP,retest6,20.0
2024-09-19,GAP,chase,-705.0
2024-09-19,GAP,retest2,-667.5
2024-09-19,GAP,retest4,-642.5
2024-09-19,GAP,retest6,-617.5
2024-09-23,NRM,cxl1,-417.5
2024-09-23,NRM,cxl2,-417.5
2024-09-23,NRM,cxl3,-417.5
2024-09-23,NRM,cxl6,-417.5
2024-09-23,NRM,cxl12,-417.5
2024-09-23,NRM,cxl999,-417.5
2024-09-24,NRM,cxl1,182.5
2024-09-24,NRM,cxl2,182.5
2024-09-24,NRM,cxl3,182.5
2024-09-24,NRM,cxl6,182.5
2024-09-24,NRM,cxl12,182.5
2024-09-24,NRM,cxl999,182.5
2024-09-25,NRM,cxl2,245.0
2024-09-25,NRM,cxl3,245.0
2024-09-25,NRM,cxl6,245.0
2024-09-25,NRM,cxl12,245.0
2024-09-25,NRM,cxl999,245.0
2024-09-25,NRM,cxl1,-355.0
2024-09-25,NRM,cxl2,-355.0
2024-09-25,NRM,cxl3,-355.0
2024-09-25,NRM,cxl6,-355.0
2024-09-25,NRM,cxl12,-355.0
2024-09-25,NRM,cxl999,-355.0
2024-09-27,NRM,cxl3,520.0
2024-09-27,NRM,cxl6,520.0
2024-09-27,NRM,cxl12,520.0
2024-09-27,NRM,cxl999,520.0
2024-10-02,NRM,cxl1,945.0
2024-10-02,NRM,cxl2,945.0
2024-10-02,NRM,cxl3,945.0
2024-10-02,NRM,cxl6,945.0
2024-10-02,NRM,cxl12,945.0
2024-10-02,NRM,cxl999,945.0
2024-10-02,NRM,cxl1,-755.0
2024-10-02,NRM,cxl2,-755.0
2024-10-02,NRM,cxl3,-755.0
2024-10-02,NRM,cxl6,-755.0
2024-10-02,NRM,cxl12,-755.0
2024-10-02,NRM,cxl999,-755.0
2024-10-02,NRM,cxl1,-755.0
2024-10-02,NRM,cxl2,-755.0
2024-10-02,NRM,cxl3,-755.0
2024-10-02,NRM,cxl6,-755.0
2024-10-02,NRM,cxl12,-755.0
2024-10-02,NRM,cxl999,-755.0
2024-10-02,NRM,cxl1,-755.0
2024-10-02,NRM,cxl2,-755.0
2024-10-02,NRM,cxl3,-755.0
2024-10-02,NRM,cxl6,-755.0
2024-10-02,NRM,cxl12,-755.0
2024-10-02,NRM,cxl999,-755.0
2024-10-03,NRM,cxl1,-705.0
2024-10-03,NRM,cxl2,-705.0
2024-10-03,NRM,cxl3,-705.0
2024-10-03,NRM,cxl6,-705.0
2024-10-03,NRM,cxl12,-705.0
2024-10-03,NRM,cxl999,-705.0
2024-10-04,GAP,chase,-705.0
2024-10-04,GAP,retest2,-705.0
2024-10-04,GAP,retest4,-705.0
2024-10-04,GAP,retest6,-705.0
2024-10-08,NRM,cxl1,720.0
2024-10-08,NRM,cxl2,720.0
2024-10-08,NRM,cxl3,720.0
2024-10-08,NRM,cxl6,720.0
2024-10-08,NRM,cxl12,720.0
2024-10-08,NRM,cxl999,720.0
2024-10-09,NRM,cxl1,95.0
2024-10-09,NRM,cxl2,95.0
2024-10-09,NRM,cxl3,95.0
2024-10-09,NRM,cxl6,95.0
2024-10-09,NRM,cxl12,95.0
2024-10-09,NRM,cxl999,95.0
2024-10-11,NRM,cxl1,-30.0
2024-10-11,NRM,cxl2,-30.0
2024-10-11,NRM,cxl3,-30.0
2024-10-11,NRM,cxl6,-30.0
2024-10-11,NRM,cxl12,-30.0
2024-10-11,NRM,cxl999,-30.0
2024-10-15,NRM,cxl1,1270.0
2024-10-15,NRM,cxl2,1270.0
2024-10-15,NRM,cxl3,1270.0
2024-10-15,NRM,cxl6,1270.0
2024-10-15,NRM,cxl12,1270.0
2024-10-15,NRM,cxl999,1270.0
2024-10-15,NRM,cxl1,1245.0
2024-10-15,NRM,cxl2,1245.0
2024-10-15,NRM,cxl3,1245.0
2024-10-15,NRM,cxl6,1245.0
2024-10-15,NRM,cxl12,1245.0
2024-10-15,NRM,cxl999,1245.0
2024-10-18,NRM,cxl1,-55.0
2024-10-18,NRM,cxl2,-55.0
2024-10-18,NRM,cxl3,-55.0
2024-10-18,NRM,cxl6,-55.0
2024-10-18,NRM,cxl12,-55.0
2024-10-18,NRM,cxl999,-55.0
2024-10-25,NRM,cxl1,1682.5
2024-10-25,NRM,cxl2,1682.5
2024-10-25,NRM,cxl3,1682.5
2024-10-25,NRM,cxl6,1682.5
2024-10-25,NRM,cxl12,1682.5
2024-10-25,NRM,cxl999,1682.5
2024-10-29,NRM,cxl1,782.5
2024-10-29,NRM,cxl2,782.5
2024-10-29,NRM,cxl3,782.5
2024-10-29,NRM,cxl6,782.5
2024-10-29,NRM,cxl12,782.5
2024-10-29,NRM,cxl999,782.5
2024-10-29,NRM,cxl1,407.5
2024-10-29,NRM,cxl2,407.5
2024-10-29,NRM,cxl3,407.5
2024-10-29,NRM,cxl6,407.5
2024-10-29,NRM,cxl12,407.5
2024-10-29,NRM,cxl999,407.5
2024-10-30,NRM,cxl1,1182.5
2024-10-30,NRM,cxl2,1182.5
2024-10-30,NRM,cxl3,1182.5
2024-10-30,NRM,cxl6,1182.5
2024-10-30,NRM,cxl12,1182.5
2024-10-30,NRM,cxl999,1182.5
2024-10-31,GAP,chase,757.5
2024-10-31,GAP,retest2,795.0
2024-10-31,GAP,retest4,820.0
2024-10-31,GAP,retest6,845.0
2024-11-04,NRM,cxl1,-767.5
2024-11-04,NRM,cxl2,-767.5
2024-11-04,NRM,cxl3,-767.5
2024-11-04,NRM,cxl6,-767.5
2024-11-04,NRM,cxl12,-767.5
2024-11-04,NRM,cxl999,-767.5
2024-11-04,NRM,cxl1,-767.5
2024-11-04,NRM,cxl2,-767.5
2024-11-04,NRM,cxl3,-767.5
2024-11-04,NRM,cxl6,-767.5
2024-11-04,NRM,cxl12,-767.5
2024-11-04,NRM,cxl999,-767.5
2024-11-07,NRM,cxl999,670.0
2024-11-08,NRM,cxl1,-417.5
2024-11-08,NRM,cxl2,-417.5
2024-11-08,NRM,cxl3,-417.5
2024-11-08,NRM,cxl6,-417.5
2024-11-08,NRM,cxl12,-417.5
2024-11-08,NRM,cxl999,-417.5
2024-11-12,NRM,cxl1,357.5
2024-11-12,NRM,cxl2,357.5
2024-11-12,NRM,cxl3,357.5
2024-11-12,NRM,cxl6,357.5
2024-11-12,NRM,cxl12,357.5
2024-11-12,NRM,cxl999,357.5
2024-11-13,NRM,cxl6,-780.0
2024-11-13,NRM,cxl12,-780.0
2024-11-13,NRM,cxl999,-780.0
2024-11-13,NRM,cxl1,-780.0
2024-11-13,NRM,cxl2,-780.0
2024-11-13,NRM,cxl3,-780.0
2024-11-13,NRM,cxl6,-780.0
2024-11-13,NRM,cxl12,-780.0
2024-11-13,NRM,cxl999,-780.0
2024-11-14,NRM,cxl1,-780.0
2024-11-14,NRM,cxl2,-780.0
2024-11-14,NRM,cxl3,-780.0
2024-11-14,NRM,cxl6,-780.0
2024-11-14,NRM,cxl12,-780.0
