Date,scope,variant,net
2024-11-14,NRM,cxl999,-780.0
2024-11-21,NRM,cxl1,-405.0
2024-11-21,NRM,cxl2,-405.0
2024-11-21,NRM,cxl3,-405.0
2024-11-21,NRM,cxl6,-405.0
2024-11-21,NRM,cxl12,-405.0
2024-11-21,NRM,cxl999,-405.0
2024-11-22,NRM,cxl1,-817.5
2024-11-22,NRM,cxl2,-817.5
2024-11-22,NRM,cxl3,-817.5
2024-11-22,NRM,cxl6,-817.5
2024-11-22,NRM,cxl12,-817.5
2024-11-22,NRM,cxl999,-817.5
2024-11-25,GAP,chase,45.0
2024-11-25,GAP,retest2,82.5
2024-11-25,GAP,retest4,107.5
2024-11-25,GAP,retest6,132.5
2024-11-25,GAP,chase,-505.0
2024-11-25,GAP,retest2,-467.5
2024-11-25,GAP,retest4,-442.5
2024-11-25,GAP,retest6,-417.5
2024-11-26,NRM,cxl1,-855.0
2024-11-26,NRM,cxl2,-855.0
2024-11-26,NRM,cxl3,-855.0
2024-11-26,NRM,cxl6,-855.0
2024-11-26,NRM,cxl12,-855.0
2024-11-26,NRM,cxl999,-855.0
2024-12-03,NRM,cxl2,370.0
2024-12-03,NRM,cxl3,370.0
2024-12-03,NRM,cxl6,370.0
2024-12-03,NRM,cxl12,370.0
2024-12-03,NRM,cxl999,370.0
2024-12-09,NRM,cxl1,-455.0
2024-12-09,NRM,cxl2,-455.0
2024-12-09,NRM,cxl3,-455.0
2024-12-09,NRM,cxl6,-455.0
2024-12-09,NRM,cxl12,-455.0
2024-12-09,NRM,cxl999,-455.0
2024-12-10,NRM,cxl2,-417.5
2024-12-10,NRM,cxl3,-417.5
2024-12-10,NRM,cxl6,-417.5
2024-12-10,NRM,cxl12,-417.5
2024-12-10,NRM,cxl999,-417.5
2024-12-10,NRM,cxl2,582.5
2024-12-10,NRM,cxl3,582.5
2024-12-10,NRM,cxl6,582.5
2024-12-10,NRM,cxl12,582.5
2024-12-10,NRM,cxl999,582.5
2024-12-11,NRM,cxl1,82.5
2024-12-11,NRM,cxl2,82.5
2024-12-11,NRM,cxl3,82.5
2024-12-11,NRM,cxl6,82.5
2024-12-11,NRM,cxl12,82.5
2024-12-11,NRM,cxl999,82.5
2024-12-11,NRM,cxl12,-430.0
2024-12-11,NRM,cxl999,-430.0
2024-12-16,NRM,cxl1,-230.0
2024-12-16,NRM,cxl2,-230.0
2024-12-16,NRM,cxl3,-230.0
2024-12-16,NRM,cxl6,-230.0
2024-12-16,NRM,cxl12,-230.0
2024-12-16,NRM,cxl999,-230.0
2024-12-17,NRM,cxl999,-467.5
2024-12-17,NRM,cxl1,-467.5
2024-12-17,NRM,cxl2,-467.5
2024-12-17,NRM,cxl3,-467.5
2024-12-17,NRM,cxl6,-467.5
2024-12-17,NRM,cxl12,-467.5
2024-12-17,NRM,cxl999,-467.5
2024-12-18,NRM,cxl1,10470.0
2024-12-18,NRM,cxl2,10470.0
2024-12-18,NRM,cxl3,10470.0
2024-12-18,NRM,cxl6,10470.0
2024-12-18,NRM,cxl12,10470.0
2024-12-18,NRM,cxl999,10470.0
2024-12-19,GAP,chase,-792.5
2024-12-19,GAP,retest2,-792.5
2024-12-19,GAP,retest4,-792.5
2024-12-19,GAP,retest6,-792.5
2024-12-30,GAP,chase,-1242.5
2024-12-30,GAP,retest2,-1242.5
2024-12-30,GAP,retest4,-1242.5
2024-12-30,GAP,retest6,-1242.5
2024-12-31,NRM,cxl1,357.5
2024-12-31,NRM,cxl2,357.5
2024-12-31,NRM,cxl3,357.5
2024-12-31,NRM,cxl6,357.5
2024-12-31,NRM,cxl12,357.5
2024-12-31,NRM,cxl999,357.5
2024-12-31,NRM,cxl12,157.5
2024-12-31,NRM,cxl999,157.5
2025-01-03,NRM,cxl1,-1467.5
2025-01-03,NRM,cxl2,-1467.5
2025-01-03,NRM,cxl3,-1467.5
2025-01-03,NRM,cxl6,-1467.5
2025-01-03,NRM,cxl12,-1467.5
2025-01-03,NRM,cxl999,-1467.5
2025-01-03,NRM,cxl1,-505.0
2025-01-03,NRM,cxl2,-505.0
2025-01-03,NRM,cxl3,-505.0
2025-01-03,NRM,cxl6,-505.0
2025-01-03,NRM,cxl12,-505.0
2025-01-03,NRM,cxl999,-505.0
2025-01-06,GAP,chase,-1205.0
2025-01-06,GAP,retest2,-1205.0
2025-01-06,GAP,retest4,-1205.0
2025-01-06,GAP,retest6,-1205.0
2025-01-06,GAP,chase,682.5
2025-01-06,GAP,chase,-267.5
2025-01-06,GAP,retest2,-230.0
2025-01-06,GAP,retest4,-205.0
2025-01-06,GAP,retest6,-180.0
2025-01-13,GAP,chase,820.0
2025-01-13,GAP,retest2,857.5
2025-01-13,GAP,retest4,882.5
2025-01-13,GAP,retest6,907.5
2025-01-14,NRM,cxl1,-1155.0
2025-01-14,NRM,cxl2,-1155.0
2025-01-14,NRM,cxl3,-1155.0
2025-01-14,NRM,cxl6,-1155.0
2025-01-14,NRM,cxl12,-1155.0
2025-01-14,NRM,cxl999,-1155.0
2025-01-14,NRM,cxl1,-1155.0
2025-01-14,NRM,cxl2,-1155.0
2025-01-14,NRM,cxl3,-1155.0
2025-01-14,NRM,cxl6,-1155.0
2025-01-14,NRM,cxl12,-1155.0
2025-01-14,NRM,cxl999,-1155.0
2025-01-15,GAP,chase,-1142.5
2025-01-15,GAP,retest2,-1142.5
2025-01-15,GAP,retest4,-1142.5
2025-01-15,GAP,retest6,-1142.5
2025-01-17,GAP,chase,82.5
2025-01-17,GAP,retest2,120.0
2025-01-17,GAP,retest4,145.0
2025-01-17,GAP,retest6,170.0
2025-01-17,GAP,chase,-567.5
2025-01-17,GAP,retest2,-530.0
2025-01-17,GAP,retest4,-505.0
2025-01-17,GAP,retest6,-480.0
2025-01-21,NRM,cxl1,220.0
2025-01-21,NRM,cxl2,220.0
2025-01-21,NRM,cxl3,220.0
2025-01-21,NRM,cxl6,220.0
2025-01-21,NRM,cxl12,220.0
2025-01-21,NRM,cxl999,220.0
2025-01-24,NRM,cxl1,395.0
2025-01-24,NRM,cxl2,395.0
2025-01-24,NRM,cxl3,395.0
2025-01-24,NRM,cxl6,395.0
2025-01-24,NRM,cxl12,395.0
2025-01-24,NRM,cxl999,395.0
2025-01-27,GAP,chase,-705.0
2025-01-27,GAP,retest2,-705.0
2025-01-27,GAP,retest4,-705.0
2025-01-27,GAP,retest6,-705.0
2025-01-28,NRM,cxl1,-705.0
2025-01-28,NRM,cxl2,-705.0
2025-01-28,NRM,cxl3,-705.0
2025-01-28,NRM,cxl6,-705.0
2025-01-28,NRM,cxl12,-705.0
2025-01-28,NRM,cxl999,-705.0
2025-02-03,GAP,chase,-830.0
2025-02-03,GAP,retest2,-830.0
2025-02-03,GAP,retest4,-830.0
2025-02-03,GAP,retest6,-830.0
2025-02-05,NRM,cxl2,-917.5
2025-02-05,NRM,cxl3,-917.5
2025-02-05,NRM,cxl6,-917.5
2025-02-05,NRM,cxl12,-917.5
2025-02-05,NRM,cxl999,-917.5
2025-02-10,NRM,cxl3,-155.0
2025-02-10,NRM,cxl6,-155.0
2025-02-10,NRM,cxl12,-155.0
2025-02-10,NRM,cxl999,-155.0
2025-02-10,NRM,cxl2,-292.5
2025-02-10,NRM,cxl3,-292.5
2025-02-10,NRM,cxl6,-292.5
2025-02-10,NRM,cxl12,-292.5
2025-02-10,NRM,cxl999,-292.5
2025-02-10,NRM,cxl12,7.5
2025-02-10,NRM,cxl999,7.5
2025-02-11,NRM,cxl999,807.5
2025-02-11,NRM,cxl1,295.0
2025-02-11,NRM,cxl2,295.0
2025-02-11,NRM,cxl3,295.0
2025-02-11,NRM,cxl6,295.0
2025-02-11,NRM,cxl12,295.0
2025-02-11,NRM,cxl999,295.0
2025-02-11,NRM,cxl1,257.5
2025-02-11,NRM,cxl2,257.5
2025-02-11,NRM,cxl3,257.5
2025-02-11,NRM,cxl6,257.5
2025-02-11,NRM,cxl12,257.5
2025-02-11,NRM,cxl999,257.5
2025-02-13,NRM,cxl1,1345.0
2025-02-13,NRM,cxl2,1345.0
2025-02-13,NRM,cxl3,1345.0
2025-02-13,NRM,cxl6,1345.0
2025-02-13,NRM,cxl12,1345.0
2025-02-13,NRM,cxl999,1345.0
2025-02-14,NRM,cxl2,-380.0
2025-02-14,NRM,cxl3,-380.0
2025-02-14,NRM,cxl6,-380.0
2025-02-14,NRM,cxl12,-380.0
2025-02-14,NRM,cxl999,-380.0
2025-02-14,NRM,cxl1,-192.5
2025-02-14,NRM,cxl2,-192.5
2025-02-14,NRM,cxl3,-192.5
2025-02-14,NRM,cxl6,-192.5
2025-02-14,NRM,cxl12,-192.5
2025-02-14,NRM,cxl999,-192.5
2025-02-14,NRM,cxl2,-155.0
2025-02-14,NRM,cxl3,-155.0
2025-02-14,NRM,cxl6,-155.0
2025-02-14,NRM,cxl12,-155.0
2025-02-14,NRM,cxl999,-155.0
2025-02-18,NRM,cxl1,-692.5
2025-02-18,NRM,cxl2,-692.5
2025-02-18,NRM,cxl3,-692.5
2025-02-18,NRM,cxl6,-692.5
2025-02-18,NRM,cxl12,-692.5
2025-02-18,NRM,cxl999,-692.5
2025-02-18,NRM,cxl12,-692.5
2025-02-18,NRM,cxl999,-692.5
2025-02-18,NRM,cxl1,-692.5
2025-02-18,NRM,cxl2,-692.5
2025-02-18,NRM,cxl3,-692.5
2025-02-18,NRM,cxl6,-692.5
2025-02-18,NRM,cxl12,-692.5
2025-02-18,NRM,cxl999,-692.5
2025-02-19,NRM,cxl12,407.5
2025-02-19,NRM,cxl999,407.5
2025-02-21,NRM,cxl1,3095.0
2025-02-21,NRM,cxl2,3095.0
2025-02-21,NRM,cxl3,3095.0
2025-02-21,NRM,cxl6,3095.0
2025-02-21,NRM,cxl12,3095.0
2025-02-21,NRM,cxl999,3095.0
2025-02-21,NRM,cxl1,782.5
2025-02-21,NRM,cxl2,782.5
2025-02-21,NRM,cxl3,782.5
2025-02-21,NRM,cxl6,782.5
2025-02-21,NRM,cxl12,782.5
2025-02-21,NRM,cxl999,782.5
2025-02-25,NRM,cxl1,-742.5
2025-02-25,NRM,cxl2,-742.5
2025-02-25,NRM,cxl3,-742.5
2025-02-25,NRM,cxl6,-742.5
2025-02-25,NRM,cxl12,-742.5
2025-02-25,NRM,cxl999,-742.5
2025-02-26,NRM,cxl1,-817.5
2025-02-26,NRM,cxl2,-817.5
2025-02-26,NRM,cxl3,-817.5
2025-02-26,NRM,cxl6,-817.5
2025-02-26,NRM,cxl12,-817.5
2025-02-26,NRM,cxl999,-817.5
2025-02-26,NRM,cxl1,-817.5
2025-02-26,NRM,cxl2,-817.5
2025-02-26,NRM,cxl3,-817.5
2025-02-26,NRM,cxl6,-817.5
2025-02-26,NRM,cxl12,-817.5
2025-02-26,NRM,cxl999,-817.5
2025-03-03,NRM,cxl1,-1092.5
2025-03-03,NRM,cxl2,-1092.5
2025-03-03,NRM,cxl3,-1092.5
2025-03-03,NRM,cxl6,-1092.5
2025-03-03,NRM,cxl12,-1092.5
2025-03-03,NRM,cxl999,-1092.5
2025-03-03,NRM,cxl1,2357.5
2025-03-03,NRM,cxl2,2357.5
2025-03-03,NRM,cxl3,2357.5
2025-03-03,NRM,cxl6,2357.5
2025-03-03,NRM,cxl12,2357.5
2025-03-03,NRM,cxl999,2357.5
2025-03-04,GAP,chase,-1342.5
2025-03-04,GAP,retest2,-1342.5
2025-03-04,GAP,retest4,-1342.5
2025-03-04,GAP,retest6,-1342.5
2025-03-05,NRM,cxl1,-1492.5
2025-03-05,NRM,cxl2,-1492.5
2025-03-05,NRM,cxl3,-1492.5
2025-03-05,NRM,cxl6,-1492.5
2025-03-05,NRM,cxl12,-1492.5
2025-03-05,NRM,cxl999,-1492.5
2025-03-06,GAP,chase,-967.5
2025-03-06,GAP,retest2,-930.0
2025-03-06,GAP,retest4,-905.0
2025-03-06,GAP,retest6,-880.0
2025-03-07,NRM,cxl1,-1692.5
2025-03-07,NRM,cxl2,-1692.5
2025-03-07,NRM,cxl3,-1692.5
2025-03-07,NRM,cxl6,-1692.5
2025-03-07,NRM,cxl12,-1692.5
2025-03-07,NRM,cxl999,-1692.5
2025-03-13,NRM,cxl1,-242.5
2025-03-13,NRM,cxl2,-242.5
2025-03-13,NRM,cxl3,-242.5
2025-03-13,NRM,cxl6,-242.5
2025-03-13,NRM,cxl12,-242.5
2025-03-13,NRM,cxl999,-242.5
2025-03-18,NRM,cxl1,-705.0
2025-03-18,NRM,cxl2,-705.0
2025-03-18,NRM,cxl3,-705.0
2025-03-18,NRM,cxl6,-705.0
2025-03-18,NRM,cxl12,-705.0
2025-03-18,NRM,cxl999,-705.0
2025-03-19,NRM,cxl1,-1517.5
2025-03-19,NRM,cxl2,-1517.5
2025-03-19,NRM,cxl3,-1517.5
2025-03-19,NRM,cxl6,-1517.5
2025-03-19,NRM,cxl12,-1517.5
2025-03-19,NRM,cxl999,-1517.5
2025-03-21,GAP,chase,-1442.5
2025-03-21,GAP,retest2,-1442.5
2025-03-21,GAP,retest4,-1442.5
2025-03-21,GAP,retest6,-1442.5
2025-03-21,GAP,chase,832.5
2025-03-21,GAP,retest2,870.0
2025-03-21,GAP,retest4,895.0
2025-03-21,GAP,retest6,920.0
2025-03-24,GAP,chase,-1367.5
2025-03-24,GAP,retest2,-1367.5
2025-03-24,GAP,retest4,-1367.5
2025-03-24,GAP,retest6,-1367.5
2025-03-26,NRM,cxl1,2482.5
2025-03-26,NRM,cxl2,2482.5
2025-03-26,NRM,cxl3,2482.5
2025-03-26,NRM,cxl6,2482.5
2025-03-26,NRM,cxl12,2482.5
2025-03-26,NRM,cxl999,2482.5
2025-03-26,NRM,cxl1,970.0
2025-03-26,NRM,cxl2,970.0
2025-03-26,NRM,cxl3,970.0
2025-03-26,NRM,cxl6,970.0
2025-03-26,NRM,cxl12,970.0
2025-03-26,NRM,cxl999,970.0
2025-03-26,NRM,cxl1,-167.5
2025-03-26,NRM,cxl2,-167.5
2025-03-26,NRM,cxl3,-167.5
2025-03-26,NRM,cxl6,-167.5
2025-03-26,NRM,cxl12,-167.5
2025-03-26,NRM,cxl999,-167.5
2025-03-28,NRM,cxl1,432.5
2025-03-28,NRM,cxl2,432.5
2025-03-28,NRM,cxl3,432.5
2025-03-28,NRM,cxl6,432.5
2025-03-28,NRM,cxl12,432.5
2025-03-28,NRM,cxl999,432.5
2025-04-01,NRM,cxl1,-1205.0
2025-04-01,NRM,cxl2,-1205.0
2025-04-01,NRM,cxl3,-1205.0
2025-04-01,NRM,cxl6,-1205.0
2025-04-01,NRM,cxl12,-1205.0
2025-04-01,NRM,cxl999,-1205.0
2025-04-03,GAP,chase,2645.0
2025-04-03,GAP,retest2,2682.5
2025-04-03,GAP,retest4,2707.5
2025-04-03,GAP,retest6,2732.5
2025-04-09,GAP,chase,-2680.0
2025-04-09,GAP,retest2,-2680.0
2025-04-09,GAP,retest4,-2680.0
2025-04-09,GAP,retest6,-2680.0
2025-04-09,GAP,chase,5395.0
2025-04-09,GAP,retest2,5432.5
2025-04-09,GAP,retest4,5457.5
2025-04-09,GAP,retest6,5482.5
2025-04-11,GAP,chase,-3630.0
2025-04-11,GAP,retest2,-3630.0
2025-04-11,GAP,retest4,-3630.0
2025-04-11,GAP,retest6,-3630.0
2025-04-11,GAP,chase,157.5
2025-04-11,GAP,retest2,195.0
2025-04-11,GAP,retest4,220.0
2025-04-11,GAP,retest6,245.0
2025-04-14,GAP,chase,-1567.5
2025-04-14,GAP,retest2,-1530.0
2025-04-14,GAP,retest4,-1505.0
2025-04-14,GAP,retest6,-1480.0
2025-04-15,NRM,cxl1,557.5
2025-04-15,NRM,cxl2,557.5
2025-04-15,NRM,cxl3,557.5
2025-04-15,NRM,cxl6,557.5
2025-04-15,NRM,cxl12,557.5
2025-04-15,NRM,cxl999,557.5
2025-04-21,GAP,chase,-1142.5
2025-04-21,GAP,retest2,-1105.0
2025-04-21,GAP,retest4,-1080.0
2025-04-21,GAP,retest6,-1055.0
2025-04-21,GAP,chase,-1955.0
2025-04-21,GAP,retest2,-1917.5
2025-04-21,GAP,retest4,-1892.5
2025-04-21,GAP,retest6,-1867.5
2025-04-21,GAP,chase,-1955.0
2025-04-21,GAP,retest2,-1917.5
2025-04-21,GAP,retest4,-1892.5
2025-04-21,GAP,retest6,-1867.5
2025-04-24,NRM,cxl1,2445.0
2025-04-24,NRM,cxl2,2445.0
2025-04-24,NRM,cxl3,2445.0
2025-04-24,NRM,cxl6,2445.0
2025-04-24,NRM,cxl12,2445.0
2025-04-24,NRM,cxl999,2445.0
2025-04-24,NRM,cxl1,2257.5
2025-04-24,NRM,cxl2,2257.5
2025-04-24,NRM,cxl3,2257.5
2025-04-24,NRM,cxl6,2257.5
2025-04-24,NRM,cxl12,2257.5
2025-04-24,NRM,cxl999,2257.5
2025-04-29,NRM,cxl1,-917.5
2025-04-29,NRM,cxl2,-917.5
2025-04-29,NRM,cxl3,-917.5
2025-04-29,NRM,cxl6,-917.5
2025-04-29,NRM,cxl12,-917.5
2025-04-29,NRM,cxl999,-917.5
2025-05-01,GAP,chase,1745.0
2025-05-01,GAP,retest2,1782.5
2025-05-01,GAP,retest4,1807.5
2025-05-01,GAP,retest6,1832.5
2025-05-02,GAP,chase,707.5
2025-05-02,GAP,retest2,745.0
2025-05-02,GAP,retest4,770.0
2025-05-02,GAP,retest6,795.0
2025-05-05,GAP,chase,-1567.5
2025-05-05,GAP,retest2,-1567.5
2025-05-05,GAP,retest4,-1567.5
2025-05-05,GAP,retest6,-1567.5
2025-05-07,NRM,cxl1,-1380.0
2025-05-07,NRM,cxl2,-1380.0
2025-05-07,NRM,cxl3,-1380.0
2025-05-07,NRM,cxl6,-1380.0
2025-05-07,NRM,cxl12,-1380.0
2025-05-07,NRM,cxl999,-1380.0
2025-05-07,NRM,cxl2,-1380.0
2025-05-07,NRM,cxl3,-1380.0
2025-05-07,NRM,cxl6,-1380.0
2025-05-07,NRM,cxl12,-1380.0
2025-05-07,NRM,cxl999,-1380.0
2025-05-08,GAP,chase,-1330.0
2025-05-08,GAP,retest2,-1330.0
2025-05-08,GAP,retest4,-1330.0
2025-05-08,GAP,retest6,-1330.0
2025-05-14,NRM,cxl1,-92.5
2025-05-14,NRM,cxl2,-92.5
2025-05-14,NRM,cxl3,-92.5
2025-05-14,NRM,cxl6,-92.5
2025-05-14,NRM,cxl12,-92.5
2025-05-14,NRM,cxl999,-92.5
2025-05-19,GAP,chase,357.5
2025-05-19,GAP,retest2,395.0
2025-05-19,GAP,retest4,420.0
2025-05-19,GAP,retest6,445.0
2025-05-21,GAP,chase,1257.5
2025-05-21,GAP,retest2,1295.0
2025-05-21,GAP,retest4,1320.0
2025-05-21,GAP,retest6,1345.0
2025-05-22,NRM,cxl1,-5.0
2025-05-22,NRM,cxl2,-5.0
2025-05-22,NRM,cxl3,-5.0
2025-05-22,NRM,cxl6,-5.0
2025-05-22,NRM,cxl12,-5.0
2025-05-22,NRM,cxl999,-5.0
2025-05-27,NRM,cxl1,1295.0
2025-05-27,NRM,cxl2,1295.0
2025-05-27,NRM,cxl3,1295.0
2025-05-27,NRM,cxl6,1295.0
2025-05-27,NRM,cxl12,1295.0
2025-05-27,NRM,cxl999,1295.0
2025-05-27,NRM,cxl2,670.0
2025-05-27,NRM,cxl3,670.0
2025-05-27,NRM,cxl6,670.0
2025-05-27,NRM,cxl12,670.0
2025-05-27,NRM,cxl999,670.0
2025-05-27,NRM,cxl1,357.5
2025-05-27,NRM,cxl2,357.5
2025-05-27,NRM,cxl3,357.5
2025-05-27,NRM,cxl6,357.5
2025-05-27,NRM,cxl12,357.5
2025-05-27,NRM,cxl999,357.5
2025-05-28,NRM,cxl6,-892.5
2025-05-28,NRM,cxl12,-892.5
2025-05-28,NRM,cxl999,-892.5
2025-05-29,GAP,chase,-930.0
2025-05-29,GAP,retest2,-930.0
2025-05-29,GAP,retest4,-930.0
2025-05-29,GAP,retest6,-930.0
2025-05-30,NRM,cxl1,-955.0
2025-05-30,NRM,cxl2,-955.0
2025-05-30,NRM,cxl3,-955.0
2025-05-30,NRM,cxl6,-955.0
2025-05-30,NRM,cxl12,-955.0
2025-05-30,NRM,cxl999,-955.0
2025-06-03,NRM,cxl12,-355.0
2025-06-03,NRM,cxl999,-355.0
2025-06-05,NRM,cxl1,1182.5
2025-06-05,NRM,cxl2,1182.5
2025-06-05,NRM,cxl3,1182.5
2025-06-05,NRM,cxl6,1182.5
2025-06-05,NRM,cxl12,1182.5
2025-06-05,NRM,cxl999,1182.5
2025-06-06,GAP,chase,132.5
2025-06-06,GAP,retest2,170.0
2025-06-06,GAP,retest4,195.0
2025-06-06,GAP,retest6,220.0
2025-06-11,NRM,cxl1,-867.5
2025-06-11,NRM,cxl2,-867.5
2025-06-11,NRM,cxl3,-867.5
2025-06-11,NRM,cxl6,-867.5
2025-06-11,NRM,cxl12,-867.5
2025-06-11,NRM,cxl999,-867.5
2025-06-11,NRM,cxl1,-867.5
2025-06-11,NRM,cxl2,-867.5
2025-06-11,NRM,cxl3,-867.5
2025-06-11,NRM,cxl6,-867.5
2025-06-11,NRM,cxl12,-867.5
2025-06-11,NRM,cxl999,-867.5
2025-06-11,NRM,cxl1,1270.0
2025-06-11,NRM,cxl2,1270.0
2025-06-11,NRM,cxl3,1270.0
2025-06-11,NRM,cxl6,1270.0
2025-06-11,NRM,cxl12,1270.0
2025-06-11,NRM,cxl999,1270.0
2025-06-11,NRM,cxl1,182.5
2025-06-11,NRM,cxl2,182.5
2025-06-11,NRM,cxl3,182.5
2025-06-11,NRM,cxl6,182.5
2025-06-11,NRM,cxl12,182.5
2025-06-11,NRM,cxl999,182.5
2025-06-17,NRM,cxl1,-5.0
2025-06-17,NRM,cxl2,-5.0
2025-06-17,NRM,cxl3,-5.0
2025-06-17,NRM,cxl6,-5.0
2025-06-17,NRM,cxl12,-5.0
2025-06-17,NRM,cxl999,-5.0
2025-06-20,GAP,chase,470.0
2025-06-20,GAP,retest2,507.5
2025-06-20,GAP,retest4,532.5
2025-06-20,GAP,retest6,557.5
2025-06-20,GAP,chase,-692.5
2025-06-20,GAP,retest2,-692.5
2025-06-20,GAP,retest4,-692.5
2025-06-20,GAP,retest6,-692.5
2025-06-20,GAP,chase,-17.5
2025-06-20,GAP,retest2,20.0
2025-06-20,GAP,retest4,45.0
2025-06-20,GAP,retest6,70.0
2025-06-26,NRM,cxl12,20.0
2025-06-26,NRM,cxl999,20.0
2025-06-26,NRM,cxl1,-80.0
2025-06-26,NRM,cxl2,-80.0
2025-06-26,NRM,cxl3,-80.0
2025-06-26,NRM,cxl6,-80.0
2025-06-26,NRM,cxl12,-80.0
2025-06-26,NRM,cxl999,-80.0
2025-06-27,NRM,cxl12,-780.0
2025-06-27,NRM,cxl999,-780.0
2025-06-30,NRM,cxl1,395.0
2025-06-30,NRM,cxl2,395.0
2025-06-30,NRM,cxl3,395.0
2025-06-30,NRM,cxl6,395.0
2025-06-30,NRM,cxl12,395.0
2025-06-30,NRM,cxl999,395.0
2025-07-02,NRM,cxl2,657.5
2025-07-02,NRM,cxl3,657.5
2025-07-02,NRM,cxl6,657.5
2025-07-02,NRM,cxl12,657.5
2025-07-02,NRM,cxl999,657.5
2025-07-02,NRM,cxl1,445.0
2025-07-02,NRM,cxl2,445.0
2025-07-02,NRM,cxl3,445.0
2025-07-02,NRM,cxl6,445.0
2025-07-02,NRM,cxl12,445.0
2025-07-02,NRM,cxl999,445.0
2025-07-02,NRM,cxl1,282.5
2025-07-02,NRM,cxl2,282.5
2025-07-02,NRM,cxl3,282.5
2025-07-02,NRM,cxl6,282.5
2025-07-02,NRM,cxl12,282.5
2025-07-02,NRM,cxl999,282.5
2025-07-09,NRM,cxl1,-80.0
2025-07-09,NRM,cxl2,-80.0
2025-07-09,NRM,cxl3,-80.0
2025-07-09,NRM,cxl6,-80.0
2025-07-09,NRM,cxl12,-80.0
2025-07-09,NRM,cxl999,-80.0
2025-07-10,NRM,cxl3,-605.0
2025-07-10,NRM,cxl6,-605.0
2025-07-10,NRM,cxl12,-605.0
2025-07-10,NRM,cxl999,-605.0
2025-07-14,NRM,cxl999,457.5
2025-07-18,NRM,cxl1,-330.0
2025-07-18,NRM,cxl2,-330.0
2025-07-18,NRM,cxl3,-330.0
2025-07-18,NRM,cxl6,-330.0
2025-07-18,NRM,cxl12,-330.0
2025-07-18,NRM,cxl999,-330.0
2025-07-21,NRM,cxl2,-680.0
2025-07-21,NRM,cxl3,-680.0
2025-07-21,NRM,cxl6,-680.0
2025-07-21,NRM,cxl12,-680.0
2025-07-21,NRM,cxl999,-680.0
2025-07-25,NRM,cxl2,570.0
2025-07-25,NRM,cxl3,570.0
2025-07-25,NRM,cxl6,570.0
2025-07-25,NRM,cxl12,570.0
2025-07-25,NRM,cxl999,570.0
2025-07-25,NRM,cxl2,95.0
2025-07-25,NRM,cxl3,95.0
2025-07-25,NRM,cxl6,95.0
2025-07-25,NRM,cxl12,95.0
2025-07-25,NRM,cxl999,95.0
2025-07-25,NRM,cxl1,-80.0
2025-07-25,NRM,cxl2,-80.0
2025-07-25,NRM,cxl3,-80.0
2025-07-25,NRM,cxl6,-80.0
2025-07-25,NRM,cxl12,-80.0
2025-07-25,NRM,cxl999,-80.0
2025-07-25,NRM,cxl2,-180.0
2025-07-25,NRM,cxl3,-180.0
2025-07-25,NRM,cxl6,-180.0
2025-07-25,NRM,cxl12,-180.0
2025-07-25,NRM,cxl999,-180.0
2025-07-28,NRM,cxl1,-505.0
2025-07-28,NRM,cxl2,-505.0
2025-07-28,NRM,cxl3,-505.0
2025-07-28,NRM,cxl6,-505.0
2025-07-28,NRM,cxl12,-505.0
2025-07-28,NRM,cxl999,-505.0
2025-07-29,NRM,cxl6,370.0
2025-07-29,NRM,cxl12,370.0
2025-07-29,NRM,cxl999,370.0
2025-08-05,NRM,cxl1,-767.5
2025-08-05,NRM,cxl2,-767.5
2025-08-05,NRM,cxl3,-767.5
2025-08-05,NRM,cxl6,-767.5
2025-08-05,NRM,cxl12,-767.5
2025-08-05,NRM,cxl999,-767.5
2025-08-11,NRM,cxl1,-917.5
2025-08-11,NRM,cxl2,-917.5
2025-08-11,NRM,cxl3,-917.5
2025-08-11,NRM,cxl6,-917.5
2025-08-11,NRM,cxl12,-917.5
2025-08-11,NRM,cxl999,-917.5
2025-08-11,NRM,cxl1,495.0
2025-08-11,NRM,cxl2,495.0
2025-08-11,NRM,cxl3,495.0
2025-08-11,NRM,cxl6,495.0
2025-08-11,NRM,cxl12,495.0
2025-08-11,NRM,cxl999,495.0
2025-08-12,NRM,cxl1,445.0
2025-08-12,NRM,cxl2,445.0
2025-08-12,NRM,cxl3,445.0
2025-08-12,NRM,cxl6,445.0
2025-08-12,NRM,cxl12,445.0
2025-08-12,NRM,cxl999,445.0
2025-08-12,NRM,cxl1,232.5
2025-08-12,NRM,cxl2,232.5
2025-08-12,NRM,cxl3,232.5
2025-08-12,NRM,cxl6,232.5
2025-08-12,NRM,cxl12,232.5
2025-08-12,NRM,cxl999,232.5
2025-08-14,NRM,cxl1,-142.5
2025-08-14,NRM,cxl2,-142.5
2025-08-14,NRM,cxl3,-142.5
2025-08-14,NRM,cxl6,-142.5
2025-08-14,NRM,cxl12,-142.5
2025-08-14,NRM,cxl999,-142.5
2025-08-19,NRM,cxl1,695.0
2025-08-19,NRM,cxl2,695.0
2025-08-19,NRM,cxl3,695.0
2025-08-19,NRM,cxl6,695.0
2025-08-19,NRM,cxl12,695.0
2025-08-19,NRM,cxl999,695.0
2025-08-20,NRM,cxl1,720.0
2025-08-20,NRM,cxl2,720.0
2025-08-20,NRM,cxl3,720.0
2025-08-20,NRM,cxl6,720.0
2025-08-20,NRM,cxl12,720.0
2025-08-20,NRM,cxl999,720.0
