Date,yr,side,net,R
2020-10-16,2020,S,501.2,3.341666666666667
2020-10-16,2020,L,-142.5,-1.14
2020-10-19,2020,L,-117.5,-1.175
2020-10-27,2020,S,388.8,2.827272727272727
2020-10-27,2020,L,438.8,3.51
2020-11-11,2020,L,126.2,0.4391304347826087
2020-11-13,2020,L,201.2,0.7
2020-11-18,2020,S,-117.5,-1.175
2020-11-23,2020,L,-355.0,-1.0518518518518518
2020-11-26,2020,L,-117.5,-1.175
2020-11-27,2020,L,-205.0,-1.0933333333333333
2020-11-30,2020,S,-5.0,-0.025
2020-12-03,2020,S,270.0,2.7
2020-12-03,2020,L,-167.5,-1.1166666666666667
2020-12-07,2020,S,132.5,1.325
2020-12-11,2020,S,-192.5,-1.1
2020-12-14,2020,S,176.2,0.7833333333333333
2020-12-17,2020,L,138.8,0.7928571428571428
2020-12-22,2020,S,207.5,1.3833333333333333
2020-12-23,2020,S,-117.5,-1.175
2020-12-24,2020,L,-230.0,-1.0823529411764705
2020-12-30,2020,L,176.2,1.7625
2021-01-08,2021,S,-117.5,-1.175
2021-01-11,2021,S,463.8,4.122222222222222
2021-01-12,2021,S,363.8,1.6166666666666667
2021-01-14,2021,L,-230.0,-1.0823529411764705
2021-01-18,2021,S,-117.5,-1.175
2021-01-19,2021,S,-117.5,-1.175
2021-01-19,2021,L,357.5,2.0428571428571427
2021-01-21,2021,S,357.5,3.575
2021-01-22,2021,L,238.8,1.3642857142857143
2021-02-03,2021,L,482.5,2.031578947368421
2021-02-05,2021,S,-117.5,-1.175
2021-02-08,2021,S,126.2,1.1222222222222222
2021-02-09,2021,S,220.0,1.76
2021-02-11,2021,L,-180.0,-1.1076923076923078
2021-02-19,2021,S,257.5,2.575
2021-03-02,2021,L,-330.0,-1.056
2021-03-09,2021,S,-155.0,-1.1272727272727272
2021-03-10,2021,L,-417.5,-1.04375
2021-03-12,2021,L,413.8,4.1375
2021-03-15,2021,L,257.5,2.575
2021-03-18,2021,S,313.8,2.2818181818181817
2021-03-23,2021,L,-130.0,-1.1555555555555554
2021-03-24,2021,L,-192.5,-1.1
2021-03-25,2021,S,-117.5,-1.175
2021-03-26,2021,S,-142.5,-1.14
2021-03-29,2021,L,-117.5,-1.175
2021-03-30,2021,S,-117.5,-1.175
2021-04-01,2021,S,-117.5,-1.175
2021-04-06,2021,S,395.0,3.95
2021-04-06,2021,L,245.0,2.45
2021-04-07,2021,S,-117.5,-1.175
2021-04-08,2021,S,-155.0,-1.1272727272727272
2021-04-09,2021,S,-117.5,-1.175
2021-04-12,2021,L,-117.5,-1.175
2021-04-13,2021,S,188.8,1.6777777777777778
2021-04-14,2021,S,270.0,1.9636363636363636
2021-04-22,2021,S,-117.5,-1.175
2021-04-22,2021,L,-592.5,-1.0304347826086957
2021-04-26,2021,S,201.2,2.0125
2021-04-26,2021,L,-117.5,-1.175
2021-04-30,2021,L,-142.5,-1.14
2021-05-20,2021,S,-117.5,-1.175
2021-05-21,2021,L,-330.0,-1.056
2021-05-27,2021,S,-17.5,-0.06666666666666667
2021-05-27,2021,L,120.0,0.8727272727272727
2021-05-28,2021,L,7.5,0.05
2021-05-31,2021,L,-117.5,-1.175
2021-06-04,2021,S,-217.5,-1.0875
2021-06-07,2021,L,-130.0,-1.1555555555555554
2021-06-09,2021,L,132.5,0.8153846153846154
2021-06-11,2021,S,-30.0,-0.24
2021-06-14,2021,L,57.5,0.2
2021-06-15,2021,L,-155.0,-1.1272727272727272
2021-06-16,2021,L,145.0,1.45
2021-06-22,2021,S,-117.5,-1.175
2021-06-24,2021,S,-11.2,-0.04736842105263158
2021-06-24,2021,L,126.2,0.9181818181818182
2021-06-25,2021,S,-117.5,-1.175
2021-06-28,2021,S,-117.5,-1.175
2021-06-29,2021,L,-117.5,-1.175
2021-07-01,2021,S,151.2,1.21
2021-07-02,2021,S,-117.5,-1.175
2021-07-14,2021,L,-117.5,-1.175
2021-07-26,2021,L,82.5,0.44
2021-07-27,2021,L,413.8,3.31
2021-07-28,2021,L,-117.5,-1.175
2021-08-04,2021,L,138.8,1.11
2021-08-24,2021,S,157.5,1.1454545454545455
2021-08-25,2021,S,-117.5,-1.175
2021-08-31,2021,S,-117.5,-1.175
2021-09-01,2021,S,-117.5,-1.175
2021-09-01,2021,L,-142.5,-1.14
2021-09-06,2021,L,45.0,0.45
2021-09-22,2021,S,-130.0,-1.1555555555555554
2021-09-24,2021,S,-217.5,-1.0875
2021-09-29,2021,S,620.0,3.5428571428571427
2021-09-29,2021,L,507.5,1.5615384615384615
2021-09-30,2021,L,-355.0,-1.0518518518518518
2021-10-07,2021,L,7.5,0.03
2021-10-21,2021,S,-117.5,-1.175
2021-10-22,2021,L,-180.0,-1.1076923076923078
2021-10-25,2021,S,-117.5,-1.175
2021-11-02,2021,S,-142.5,-1.14
2021-11-05,2021,L,-167.5,-1.1166666666666667
2021-11-08,2021,L,-230.0,-1.0823529411764705
2021-11-15,2021,L,-155.0,-1.1272727272727272
2021-11-17,2021,S,332.5,2.216666666666667
2021-11-19,2021,L,207.5,0.7904761904761904
2021-11-25,2021,L,82.5,0.825
2021-12-08,2021,L,-280.0,-1.0666666666666667
2021-12-09,2021,S,363.8,3.6375
2021-12-13,2021,L,-192.5,-1.1
2021-12-14,2021,L,-167.5,-1.1166666666666667
2021-12-16,2021,L,-142.5,-1.14
2021-12-21,2021,L,632.5,2.53
2021-12-23,2021,S,-267.5,-1.07
2021-12-30,2021,L,-142.5,-1.14
2021-12-31,2021,L,207.5,1.509090909090909
2022-01-05,2022,L,-117.5,-1.175
2022-01-13,2022,L,-180.0,-1.1076923076923078
2022-01-20,2022,L,-192.5,-1.1
2022-01-31,2022,S,-117.5,-1.175
2022-02-01,2022,S,-217.5,-1.0875
2022-02-02,2022,S,-230.0,-1.0823529411764705
2022-02-02,2022,L,-117.5,-1.175
2022-02-03,2022,S,401.2,1.1464285714285714
2022-02-04,2022,L,-342.5,-1.0538461538461539
2022-02-11,2022,L,-355.0,-1.0518518518518518
2022-02-14,2022,S,-317.5,-1.0583333333333333
2022-02-14,2022,L,751.2,2.6130434782608694
2022-02-15,2022,S,-130.0,-1.1555555555555554
2022-02-16,2022,S,-417.5,-1.04375
2022-02-17,2022,L,751.2,2.504166666666667
2022-02-18,2022,L,-217.5,-1.0875
2022-02-21,2022,L,-330.0,-1.056
2022-03-02,2022,S,-380.0,-1.0482758620689656
2022-03-04,2022,L,-242.5,-1.0777777777777777
2022-03-10,2022,S,-305.0,-1.0608695652173914
2022-03-10,2022,L,-117.5,-1.175
2022-03-18,2022,S,-342.5,-1.0538461538461539
2022-03-21,2022,L,-380.0,-1.0482758620689656
2022-03-23,2022,S,482.5,3.86
2022-03-24,2022,S,-492.5,-1.0368421052631578
2022-03-25,2022,S,-192.5,-1.1
2022-03-28,2022,S,-305.0,-1.0608695652173914
2022-03-28,2022,L,-117.5,-1.175
2022-03-30,2022,L,188.8,1.0785714285714285
2022-04-01,2022,L,-155.0,-1.1272727272727272
2022-04-04,2022,S,-205.0,-1.0933333333333333
2022-04-06,2022,S,701.2,1.2195652173913043
2022-04-07,2022,S,-230.0,-1.0823529411764705
2022-04-11,2022,L,-155.0,-1.1272727272727272
2022-04-12,2022,L,695.0,2.9263157894736844
2022-04-18,2022,S,495.0,1.584
2022-04-18,2022,L,-130.0,-1.1555555555555554
2022-04-21,2022,L,-167.5,-1.1166666666666667
2022-04-25,2022,L,613.8,1.4441176470588235
2022-04-29,2022,L,-380.0,-1.0482758620689656
2022-05-04,2022,L,-417.5,-1.04375
2022-05-05,2022,L,-242.5,-1.0777777777777777
2022-05-06,2022,S,-205.0,-1.0933333333333333
2022-05-16,2022,S,920.0,3.3454545454545452
2022-05-23,2022,S,-230.0,-1.0823529411764705
2022-05-27,2022,S,-180.0,-1.1076923076923078
2022-06-09,2022,L,676.2,2.080769230769231
2022-06-14,2022,L,-442.5,-1.0411764705882354
2022-06-21,2022,S,-355.0,-1.0518518518518518
2022-06-23,2022,S,-317.5,-1.0583333333333333
2022-06-27,2022,L,332.5,0.7388888888888889
2022-07-04,2022,L,220.0,1.6
2022-07-08,2022,S,-142.5,-1.14
2022-07-11,2022,L,520.0,4.16
2022-07-19,2022,S,-217.5,-1.0875
2022-07-25,2022,S,-117.5,-1.175
2022-07-25,2022,L,-117.5,-1.175
2022-07-26,2022,L,-155.0,-1.1272727272727272
2022-08-03,2022,S,-205.0,-1.0933333333333333
2022-08-12,2022,S,-255.0,-1.0736842105263158
2022-08-15,2022,S,-117.5,-1.175
2022-08-17,2022,L,320.0,1.4222222222222223
2022-08-31,2022,L,-305.0,-1.0608695652173914
2022-09-01,2022,L,-130.0,-1.1555555555555554
2022-09-07,2022,S,-255.0,-1.0736842105263158
2022-09-14,2022,S,-117.5,-1.175
2022-09-14,2022,L,288.8,0.39152542372881355
2022-09-20,2022,L,432.5,1.384
2022-09-21,2022,S,95.0,0.2375
2022-09-23,2022,L,-405.0,-1.0451612903225806
2022-09-28,2022,S,-130.0,-1.1555555555555554
2022-10-11,2022,L,301.2,0.5477272727272727
2022-10-19,2022,S,557.5,1.2054054054054053
2022-10-25,2022,S,-205.0,-1.0933333333333333
2022-10-27,2022,S,820.0,2.05
2022-10-28,2022,S,-355.0,-1.0518518518518518
2022-10-31,2022,S,-117.5,-1.175
2022-11-09,2022,L,676.2,1.5457142857142858
2022-11-11,2022,S,-117.5,-1.175
2022-11-18,2022,L,-192.5,-1.1
2022-11-21,2022,L,-167.5,-1.1166666666666667
2022-11-22,2022,S,-317.5,-1.0583333333333333
2022-11-23,2022,L,463.8,1.6130434782608696
2022-11-25,2022,S,270.0,2.4
2022-11-29,2022,S,357.5,1.5052631578947369
2022-11-29,2022,L,-167.5,-1.1166666666666667
2022-12-07,2022,S,-242.5,-1.0777777777777777
2022-12-09,2022,L,-117.5,-1.175
2022-12-14,2022,S,-155.0,-1.1272727272727272
2022-12-20,2022,S,-280.0,-1.0666666666666667
2022-12-27,2022,S,763.8,4.7
2023-01-05,2023,L,520.0,1.808695652173913
2023-01-10,2023,S,-142.5,-1.14
2023-01-10,2023,L,-167.5,-1.1166666666666667
2023-01-11,2023,L,163.8,0.7705882352941177
2023-01-13,2023,S,-505.0,-1.035897435897436
2023-01-16,2023,S,57.5,0.5111111111111111
2023-01-17,2023,L,-155.0,-1.1272727272727272
2023-01-19,2023,S,226.2,0.565625
2023-01-19,2023,L,-267.5,-1.07
2023-01-20,2023,S,-217.5,-1.0875
2023-01-26,2023,S,-205.0,-1.0933333333333333
2023-01-27,2023,S,-242.5,-1.0777777777777777
2023-01-31,2023,S,-155.0,-1.1272727272727272
2023-02-01,2023,L,-142.5,-1.14
2023-02-06,2023,S,-455.0,-1.04
2023-02-06,2023,L,476.2,3.463636363636364
2023-02-09,2023,L,-342.5,-1.0538461538461539
2023-02-10,2023,S,632.5,3.3733333333333335
2023-02-13,2023,S,-142.5,-1.14
2023-02-15,2023,S,463.8,4.122222222222222
2023-02-17,2023,S,313.8,0.6121951219512195
2023-02-17,2023,L,488.8,1.861904761904762
2023-02-20,2023,L,113.8,1.1375
2023-02-21,2023,L,-217.5,-1.0875
2023-02-22,2023,S,-217.5,-1.0875
2023-02-23,2023,L,-567.5,-1.0318181818181817
2023-02-27,2023,L,-405.0,-1.0451612903225806
2023-02-28,2023,S,-142.5,-1.14
2023-03-02,2023,S,-192.5,-1.1
2023-03-03,2023,S,-292.5,-1.0636363636363637
2023-03-06,2023,L,-180.0,-1.1076923076923078
2023-03-08,2023,L,-205.0,-1.0933333333333333
2023-03-09,2023,L,-167.5,-1.1166666666666667
2023-03-20,2023,S,-480.0,-1.037837837837838
2023-03-21,2023,S,-192.5,-1.1
2023-03-21,2023,L,-367.5,-1.05
2023-03-22,2023,S,338.8,2.463636363636364
2023-03-22,2023,L,-205.0,-1.0933333333333333
2023-03-23,2023,L,363.8,1.164
2023-03-24,2023,S,707.5,2.4608695652173913
2023-03-29,2023,S,-117.5,-1.175
2023-03-30,2023,L,-130.0,-1.1555555555555554
2023-03-31,2023,S,-117.5,-1.175
2023-04-03,2023,S,495.0,2.8285714285714287
2023-04-04,2023,L,-242.5,-1.0777777777777777
2023-04-06,2023,S,-142.5,-1.14
2023-04-10,2023,S,-130.0,-1.1555555555555554
2023-04-11,2023,S,-117.5,-1.175
2023-04-11,2023,L,-142.5,-1.14
2023-04-13,2023,S,-117.5,-1.175
2023-04-17,2023,L,-130.0,-1.1555555555555554
2023-04-19,2023,S,-130.0,-1.1555555555555554
2023-04-20,2023,S,-255.0,-1.0736842105263158
2023-04-20,2023,L,-155.0,-1.1272727272727272
2023-04-21,2023,L,370.0,1.3454545454545455
2023-04-24,2023,S,38.8,0.14761904761904762
2023-04-27,2023,S,413.8,4.1375
2023-05-03,2023,S,32.5,0.03939393939393939
2023-05-08,2023,S,282.5,2.0545454545454547
2023-05-08,2023,L,220.0,1.2571428571428571
2023-05-17,2023,S,295.0,0.7866666666666666
2023-05-24,2023,S,438.8,1.5954545454545455
2023-05-24,2023,L,-117.5,-1.175
2023-05-29,2023,S,-117.5,-1.175
2023-06-05,2023,S,432.5,4.325
2023-06-06,2023,S,-167.5,-1.1166666666666667
2023-06-08,2023,S,-217.5,-1.0875
2023-06-09,2023,S,307.5,1.3666666666666667
2023-06-12,2023,S,-180.0,-1.1076923076923078
2023-06-12,2023,L,188.8,1.8875
2023-06-14,2023,S,-280.0,-1.0666666666666667
2023-06-16,2023,L,557.5,2.123809523809524
2023-06-19,2023,S,-30.0,-0.3
2023-06-21,2023,L,201.2,0.6708333333333333
2023-06-23,2023,L,263.8,1.31875
2023-06-26,2023,L,307.5,0.9111111111111111
2023-06-27,2023,S,332.5,3.325
2023-06-29,2023,S,-130.0,-1.1555555555555554
2023-07-12,2023,S,351.2,2.81
2023-07-13,2023,S,232.5,2.325
2023-07-14,2023,L,-167.5,-1.1166666666666667
2023-07-17,2023,S,-117.5,-1.175
2023-07-19,2023,S,132.5,0.53
2023-07-19,2023,L,182.5,0.4866666666666667
2023-07-21,2023,S,351.2,1.8733333333333333
2023-07-21,2023,L,-30.0,-0.3
2023-07-24,2023,S,-117.5,-1.175
2023-07-28,2023,L,282.5,1.3294117647058823
2023-07-31,2023,L,-305.0,-1.0608695652173914
2023-08-01,2023,L,213.8,0.8142857142857143
2023-08-03,2023,L,163.8,0.4517241379310345
2023-08-07,2023,S,207.5,0.664
2023-08-16,2023,L,-167.5,-1.1166666666666667
2023-08-21,2023,S,-117.5,-1.175
2023-08-21,2023,L,-167.5,-1.1166666666666667
2023-08-28,2023,S,157.5,0.6631578947368421
2023-08-30,2023,S,595.0,3.4
2023-08-31,2023,S,201.2,1.15
2023-09-05,2023,S,376.2,2.7363636363636363
2023-09-05,2023,L,-117.5,-1.175
2023-09-06,2023,L,-230.0,-1.0823529411764705
2023-09-07,2023,S,-242.5,-1.0777777777777777
2023-09-07,2023,L,376.2,3.7625
2023-09-08,2023,S,351.2,1.2217391304347827
2023-09-08,2023,L,-117.5,-1.175
2023-09-12,2023,L,-305.0,-1.0608695652173914
2023-09-18,2023,S,13.8,0.04230769230769231
2023-09-20,2023,L,-117.5,-1.175
2023-09-29,2023,L,345.0,1.84
2023-10-02,2023,L,282.5,0.8071428571428572
2023-10-04,2023,S,-217.5,-1.0875
2023-10-05,2023,S,-117.5,-1.175
2023-10-11,2023,S,-180.0,-1.1076923076923078
2023-10-11,2023,L,395.0,2.4307692307692306
2023-10-13,2023,L,-205.0,-1.0933333333333333
2023-10-19,2023,S,-542.5,-1.0333333333333334
2023-10-19,2023,L,-230.0,-1.0823529411764705
2023-10-20,2023,L,-430.0,-1.0424242424242425
2023-10-24,2023,S,-192.5,-1.1
2023-10-25,2023,L,-180.0,-1.1076923076923078
2023-10-26,2023,L,601.2,3.00625
2023-10-27,2023,S,282.5,0.904
2023-10-30,2023,S,-330.0,-1.056
2023-10-30,2023,L,-205.0,-1.0933333333333333
2023-11-01,2023,S,-142.5,-1.14
2023-11-02,2023,S,-117.5,-1.175
2023-11-03,2023,S,-117.5,-1.175
2023-11-06,2023,L,-180.0,-1.1076923076923078
2023-11-08,2023,L,-117.5,-1.175
2023-11-13,2023,S,-192.5,-1.1
2023-11-15,2023,S,432.5,3.8444444444444446
2023-11-15,2023,L,-155.0,-1.1272727272727272
2023-11-16,2023,L,-180.0,-1.1076923076923078
2023-11-17,2023,S,238.8,2.3875
2023-11-17,2023,L,51.2,0.1576923076923077
2023-11-21,2023,L,295.0,2.95
2023-11-24,2023,L,20.0,0.1
2023-11-27,2023,S,-242.5,-1.0777777777777777
2023-12-11,2023,S,-217.5,-1.0875
2023-12-12,2023,S,-117.5,-1.175
2023-12-13,2023,S,-155.0,-1.1272727272727272
2023-12-13,2023,L,120.0,1.2
2023-12-14,2023,L,420.0,3.0545454545454547
2023-12-15,2023,S,-117.5,-1.175
2023-12-19,2023,S,-117.5,-1.175
2023-12-21,2023,S,-117.5,-1.175
2023-12-21,2023,L,-117.5,-1.175
2023-12-22,2023,L,326.2,1.63125
2023-12-26,2023,S,182.5,1.2166666666666666
2023-12-27,2023,L,145.0,0.8923076923076924
2023-12-28,2023,S,-117.5,-1.175
2023-12-29,2023,L,-180.0,-1.1076923076923078
2024-01-02,2024,L,301.2,2.190909090909091
2024-01-03,2024,S,388.8,2.2214285714285715
2024-01-04,2024,S,-130.0,-1.1555555555555554
2024-01-04,2024,L,-180.0,-1.1076923076923078
2024-01-10,2024,S,-117.5,-1.175
2024-01-15,2024,S,63.8,0.6375
2024-01-17,2024,S,-255.0,-1.0736842105263158
2024-01-17,2024,L,-117.5,-1.175
2024-01-18,2024,L,-167.5,-1.1166666666666667
2024-01-19,2024,S,-217.5,-1.0875
2024-01-22,2024,L,-230.0,-1.0823529411764705
2024-01-23,2024,S,-155.0,-1.1272727272727272
2024-01-25,2024,L,-142.5,-1.14
2024-01-29,2024,S,-180.0,-1.1076923076923078
2024-01-29,2024,L,182.5,1.042857142857143
2024-01-30,2024,S,220.0,1.9555555555555555
2024-01-30,2024,L,-155.0,-1.1272727272727272
2024-02-08,2024,S,-142.5,-1.14
2024-02-08,2024,L,32.5,0.17333333333333334
2024-02-09,2024,S,-142.5,-1.14
2024-02-14,2024,S,-280.0,-1.0666666666666667
2024-02-21,2024,L,-142.5,-1.14
2024-02-23,2024,L,-205.0,-1.0933333333333333
2024-02-26,2024,L,38.8,0.155
2024-02-27,2024,S,-130.0,-1.1555555555555554
2024-02-27,2024,L,-205.0,-1.0933333333333333
2024-03-01,2024,S,-342.5,-1.0538461538461539
2024-03-07,2024,S,-117.5,-1.175
2024-03-13,2024,S,-155.0,-1.1272727272727272
2024-03-15,2024,L,-117.5,-1.175
2024-03-20,2024,S,101.2,0.45
2024-03-20,2024,L,176.2,0.7833333333333333
2024-03-21,2024,S,157.5,0.6631578947368421
2024-03-21,2024,L,-167.5,-1.1166666666666667
2024-03-22,2024,S,238.8,2.3875
2024-03-22,2024,L,-142.5,-1.14
2024-03-25,2024,S,288.8,2.8875
2024-03-26,2024,L,113.8,0.6066666666666667
2024-03-28,2024,S,182.5,1.3272727272727274
2024-03-28,2024,L,-142.5,-1.14
2024-04-01,2024,L,-167.5,-1.1166666666666667
2024-04-04,2024,S,226.2,1.292857142857143
2024-04-08,2024,L,363.8,3.2333333333333334
2024-04-16,2024,S,45.0,0.07659574468085106
2024-04-16,2024,L,-180.0,-1.1076923076923078
2024-04-19,2024,L,657.5,6.575
2024-04-22,2024,S,-317.5,-1.0583333333333333
2024-04-24,2024,L,-142.5,-1.14
2024-04-25,2024,S,151.2,0.31842105263157894
2024-04-26,2024,S,-280.0,-1.0666666666666667
2024-04-29,2024,L,370.0,3.7
2024-04-30,2024,L,270.0,1.9636363636363636
2024-05-01,2024,L,363.8,3.6375
2024-05-06,2024,S,232.5,1.690909090909091
2024-05-07,2024,L,-155.0,-1.1272727272727272
2024-05-09,2024,S,-117.5,-1.175
2024-05-10,2024,L,-167.5,-1.1166666666666667
2024-05-13,2024,L,-142.5,-1.14
2024-05-14,2024,L,270.0,1.1368421052631579
2024-05-15,2024,S,-117.5,-1.175
2024-05-16,2024,L,-217.5,-1.0875
2024-05-17,2024,L,-117.5,-1.175
2024-05-22,2024,S,101.2,1.0125
2024-05-29,2024,S,-142.5,-1.14
2024-05-29,2024,L,-17.5,-0.175
2024-05-30,2024,S,-267.5,-1.07
2024-05-30,2024,L,-155.0,-1.1272727272727272
2024-06-03,2024,L,-167.5,-1.1166666666666667
2024-06-04,2024,L,-242.5,-1.0777777777777777
2024-06-06,2024,L,-217.5,-1.0875
2024-06-10,2024,S,-180.0,-1.1076923076923078
2024-06-12,2024,S,651.2,6.5125
2024-06-12,2024,L,451.2,1.0314285714285714
2024-06-13,2024,S,-17.5,-0.035897435897435895
2024-06-14,2024,S,-167.5,-1.1166666666666667
2024-06-14,2024,L,120.0,0.35555555555555557
2024-06-18,2024,S,-155.0,-1.1272727272727272
2024-06-18,2024,L,-117.5,-1.175
2024-06-21,2024,S,-117.5,-1.175
2024-06-25,2024,S,170.0,0.9066666666666666
2024-06-25,2024,L,-242.5,-1.0777777777777777
2024-06-26,2024,L,320.0,1.7066666666666668
2024-06-27,2024,L,-242.5,-1.0777777777777777
2024-07-03,2024,S,-192.5,-1.1
2024-07-05,2024,S,-192.5,-1.1
2024-07-08,2024,L,-230.0,-1.0823529411764705
2024-07-09,2024,L,-180.0,-1.1076923076923078
2024-07-10,2024,S,-117.5,-1.175
2024-07-10,2024,L,113.8,0.7583333333333333
2024-07-16,2024,S,270.0,1.542857142857143
2024-07-23,2024,L,-292.5,-1.0636363636363637
2024-07-29,2024,S,382.5,1.7
2024-08-09,2024,S,-367.5,-1.05
2024-08-13,2024,S,-142.5,-1.14
2024-08-19,2024,S,-142.5,-1.14
2024-08-22,2024,L,-305.0,-1.0608695652173914
2024-08-27,2024,S,-267.5,-1.07
2024-08-29,2024,S,-305.0,-1.0608695652173914
2024-09-04,2024,L,-117.5,-1.175
2024-09-05,2024,L,-230.0,-1.0823529411764705
2024-09-09,2024,S,-130.0,-1.1555555555555554
2024-09-09,2024,L,-167.5,-1.1166666666666667
2024-09-13,2024,S,-155.0,-1.1272727272727272
2024-09-16,2024,S,195.0,1.3
2024-09-20,2024,S,-117.5,-1.175
2024-09-20,2024,L,-117.5,-1.175
2024-09-23,2024,L,-317.5,-1.0583333333333333
2024-09-24,2024,L,470.0,1.3925925925925926
2024-09-26,2024,L,-267.5,-1.07
2024-09-27,2024,L,-192.5,-1.1
2024-09-30,2024,S,-130.0,-1.1555555555555554
2024-10-07,2024,L,-405.0,-1.0451612903225806
2024-10-10,2024,L,301.2,1.0041666666666667
2024-10-18,2024,S,-255.0,-1.0736842105263158
2024-10-22,2024,S,-205.0,-1.0933333333333333
2024-10-24,2024,L,-167.5,-1.1166666666666667
2024-11-07,2024,S,-155.0,-1.1272727272727272
2024-11-08,2024,S,-155.0,-1.1272727272727272
2024-11-12,2024,L,-255.0,-1.0736842105263158
2024-11-13,2024,S,-167.5,-1.1166666666666667
2024-11-14,2024,L,-117.5,-1.175
2024-11-22,2024,S,632.5,4.216666666666667
2024-11-26,2024,S,-117.5,-1.175
2024-11-28,2024,S,-117.5,-1.175
2024-11-29,2024,S,-167.5,-1.1166666666666667
2024-12-02,2024,S,-130.0,-1.1555555555555554
2024-12-03,2024,S,-117.5,-1.175
2024-12-03,2024,L,-180.0,-1.1076923076923078
2024-12-04,2024,S,-192.5,-1.1
2024-12-05,2024,L,-117.5,-1.175
2024-12-06,2024,L,-117.5,-1.175
2024-12-10,2024,S,-130.0,-1.1555555555555554
2024-12-12,2024,S,-167.5,-1.1166666666666667
2025-01-03,2025,S,-617.5,-1.0291666666666666
2025-01-14,2025,L,-555.0,-1.0325581395348837
2025-01-16,2025,S,688.8,5.51
2025-01-16,2025,L,663.8,2.2125
2025-01-21,2025,S,-117.5,-1.175
2025-01-22,2025,S,295.0,2.1454545454545455
2025-01-23,2025,S,-117.5,-1.175
2025-01-29,2025,L,-217.5,-1.0875
2025-02-06,2025,L,-217.5,-1.0875
2025-02-10,2025,S,-142.5,-1.14
2025-02-13,2025,S,-130.0,-1.1555555555555554
2025-02-14,2025,L,138.8,0.69375
2025-03-07,2025,S,-280.0,-1.0666666666666667
2025-03-11,2025,S,-455.0,-1.04
2025-03-25,2025,S,-142.5,-1.14
2025-03-25,2025,L,251.2,0.804
2025-04-11,2025,L,351.2,0.18366013071895426
2025-04-17,2025,S,-292.5,-1.0636363636363637
2025-04-25,2025,L,407.5,0.5344262295081967
2025-05-05,2025,S,-205.0,-1.0933333333333333
2025-05-06,2025,S,-167.5,-1.1166666666666667
2025-05-07,2025,S,588.8,0.6038461538461538
2025-05-08,2025,L,-380.0,-1.0482758620689656
2025-05-16,2025,S,-117.5,-1.175
2025-05-22,2025,S,713.8,1.5432432432432432
2025-05-28,2025,L,-230.0,-1.0823529411764705
2025-05-30,2025,S,-217.5,-1.0875
2025-06-04,2025,S,407.5,1.8111111111111111
2025-06-09,2025,S,313.8,2.51
2025-06-11,2025,S,-205.0,-1.0933333333333333
2025-06-11,2025,L,470.0,1.4461538461538461
2025-06-12,2025,S,-117.5,-1.175
2025-06-17,2025,S,238.8,0.8681818181818182
2025-06-17,2025,L,-217.5,-1.0875
2025-06-24,2025,S,-167.5,-1.1166666666666667
2025-06-25,2025,L,-117.5,-1.175
2025-06-27,2025,S,-230.0,-1.0823529411764705
2025-06-30,2025,L,-117.5,-1.175
2025-07-01,2025,S,432.5,4.325
2025-07-01,2025,L,320.0,1.6
2025-07-07,2025,L,-142.5,-1.14
2025-07-08,2025,L,95.0,0.19487179487179487
2025-07-10,2025,S,-117.5,-1.175
2025-07-14,2025,S,-242.5,-1.0777777777777777
2025-07-18,2025,L,-192.5,-1.1
2025-07-25,2025,S,-230.0,-1.0823529411764705
2025-07-30,2025,S,276.2,1.5785714285714285
2025-08-12,2025,S,-267.5,-1.07
2025-08-13,2025,L,-130.0,-1.1555555555555554
2025-08-18,2025,L,188.8,0.6291666666666667
2025-08-19,2025,L,-230.0,-1.0823529411764705
2025-08-25,2025,L,-130.0,-1.1555555555555554
2025-08-27,2025,S,-142.5,-1.14
2025-09-01,2025,S,-117.5,-1.175
2025-09-03,2025,S,-117.5,-1.175
2025-09-03,2025,L,-117.5,-1.175
2025-09-04,2025,S,-155.0,-1.1272727272727272
2025-09-08,2025,S,-230.0,-1.0823529411764705
2025-09-09,2025,S,-167.5,-1.1166666666666667
2025-09-12,2025,L,-73.8,-0.1638888888888889
2025-09-15,2025,S,-242.5,-1.0777777777777777
2025-09-15,2025,L,270.0,1.6615384615384616
2025-09-17,2025,L,-142.5,-1.14
2025-09-19,2025,S,-130.0,-1.1555555555555554
2025-09-19,2025,L,-280.0,-1.0666666666666667
2025-09-22,2025,S,-117.5,-1.175
2025-09-23,2025,L,-155.0,-1.1272727272727272
2025-09-29,2025,L,-117.5,-1.175
2025-09-30,2025,S,363.8,3.6375
2025-10-01,2025,S,-230.0,-1.0823529411764705
2025-10-02,2025,L,-117.5,-1.175
2025-10-08,2025,S,-180.0,-1.1076923076923078
2025-10-15,2025,L,-292.5,-1.0636363636363637
2025-10-16,2025,L,-805.0,-1.0222222222222221
2025-10-22,2025,L,-317.5,-1.0583333333333333
2025-10-23,2025,S,-155.0,-1.1272727272727272
2025-10-24,2025,S,-155.0,-1.1272727272727272
2025-10-28,2025,S,195.0,0.42162162162162165
2025-10-28,2025,L,345.0,0.9517241379310345
2025-10-29,2025,L,-380.0,-1.0482758620689656
2025-11-11,2025,L,-155.0,-1.1272727272727272
2025-11-13,2025,L,-317.5,-1.0583333333333333
2025-11-27,2025,L,107.5,1.075
2025-12-05,2025,S,545.0,2.294736842105263
